Time Remaining,MUW,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
06:40,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
06:29,"GOOD JUMPER by ZERADJANIN,MILOS(in the paint)",79 (+8),,71,,MUW 79-71 (-8),,"GOOD JUMPER by ZERADJANIN,MILOS(in the paint)",2
06:19,,,,,"TURNOVER  by GLOVER,COLIN",,,"TURNOVER  by GLOVER,COLIN",2
05:56,"FOUL  by SMITHEY,TYSON",,,,,,,"FOUL  by SMITHEY,TYSON",2
05:56,"TURNOVER  by SMITHEY,TYSON",,,,,,,"TURNOVER  by SMITHEY,TYSON",2
05:47,,79 (+6),,73,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 79-73 (-6),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
--,,,,,"ASSIST  by GLOVER,COLIN",,,"ASSIST  by GLOVER,COLIN",2
05:25,"MISS JUMPER by CAUSEY,QUINTIYUS(in the paint)",,,,,,,"MISS JUMPER by CAUSEY,QUINTIYUS(in the paint)",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
05:16,,,,,"MISS 3PTR by GLOVER,CAM",,,"MISS 3PTR by GLOVER,CAM",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
05:09,,,,,"TURNOVER  by GILLISPIE,JAY",,,"TURNOVER  by GILLISPIE,JAY",2
05:09,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
05:09,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
04:44,"GOOD JUMPER by SMITHEY,TYSON",81 (+8),,73,,MUW 81-73 (-8),,"GOOD JUMPER by SMITHEY,TYSON",2
--,"ASSIST  by SHEPHERD,ANDREW",,,,,,,"ASSIST  by SHEPHERD,ANDREW",2
04:33,,,,,"MISS JUMPER by GLOVER,COLIN",,,"MISS JUMPER by GLOVER,COLIN",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
04:29,,81 (+6),,75,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 81-75 (-6),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
04:01,"MISS 3PTR by CAUSEY,QUINTIYUS",,,,,,,"MISS 3PTR by CAUSEY,QUINTIYUS",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
03:55,"FOUL  by SHEPHERD,ANDREW",,,,,,,"FOUL  by SHEPHERD,ANDREW",2
03:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:55,,,,,"SUB OUT by GLOVER,COLIN",,,"SUB OUT by GLOVER,COLIN",2
03:55,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
03:55,"SUB OUT by CAUSEY,QUINTIYUS",,,,,,,"SUB OUT by CAUSEY,QUINTIYUS",2
03:55,"SUB OUT by SMITHEY,TYSON",,,,,,,"SUB OUT by SMITHEY,TYSON",2
03:55,"SUB IN by HOPKINS,BRYE",,,,,,,"SUB IN by HOPKINS,BRYE",2
03:55,"SUB IN by WRIGHT,THOMAS",,,,,,,"SUB IN by WRIGHT,THOMAS",2
03:55,,81 (+5),,76,"GOOD FT by GLOVER,CAM(fastbreak)",BSC 81-76 (-5),,"GOOD FT by GLOVER,CAM(fastbreak)",2
03:55,,81 (+4),,77,"GOOD FT by GLOVER,CAM(fastbreak)",BSC 81-77 (-4),,"GOOD FT by GLOVER,CAM(fastbreak)",2
03:34,"GOOD JUMPER by WRIGHT,THOMAS(in the paint)",83 (+6),,77,,MUW 83-77 (-6),,"GOOD JUMPER by WRIGHT,THOMAS(in the paint)",2
03:29,,83 (+4),,79,"GOOD LAYUP by CHILDERS,JOSH(fastbreak)(in the paint)",BSC 83-79 (-4),,"GOOD LAYUP by CHILDERS,JOSH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GLOVER,CAM",,,"ASSIST  by GLOVER,CAM",2
02:50,"GOOD JUMPER by SHEPHERD,ANDREW",85 (+6),,79,,MUW 85-79 (-6),,"GOOD JUMPER by SHEPHERD,ANDREW",2
--,"ASSIST  by ZERADJANIN,MILOS",,,,,,,"ASSIST  by ZERADJANIN,MILOS",2
02:35,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
--,"REBOUND DEF by WRIGHT,SHON",,,,,,,"REBOUND DEF by WRIGHT,SHON",2
02:24,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
02:15,,,,,"MISS LAYUP by GLOVER,CAM(in the paint)",,,"MISS LAYUP by GLOVER,CAM(in the paint)",2
--,"REBOUND DEF by WRIGHT,THOMAS",,,,,,,"REBOUND DEF by WRIGHT,THOMAS",2
01:46,"MISS JUMPER by ZERADJANIN,MILOS(in the paint)",,,,,,,"MISS JUMPER by ZERADJANIN,MILOS(in the paint)",2
--,"REBOUND OFF by WRIGHT,THOMAS",,,,,,,"REBOUND OFF by WRIGHT,THOMAS",2
01:43,"GOOD LAYUP by WRIGHT,THOMAS(in the paint)",87 (+8),,79,,MUW 87-79 (-8),,"GOOD LAYUP by WRIGHT,THOMAS(in the paint)",2
01:33,"FOUL  by HOPKINS,BRYE",,,,,,,"FOUL  by HOPKINS,BRYE",2
01:33,"SUB OUT by HOPKINS,BRYE",,,,,,,"SUB OUT by HOPKINS,BRYE",2
01:33,"SUB IN by SMITHEY,TYSON",,,,,,,"SUB IN by SMITHEY,TYSON",2
01:33,,87 (+7),,80,"GOOD FT by GILLISPIE,JAY",BSC 87-80 (-7),,"GOOD FT by GILLISPIE,JAY",2
01:32,,,,,"MISS FT by GILLISPIE,JAY",,,"MISS FT by GILLISPIE,JAY",2
--,"REBOUND DEF by SMITHEY,TYSON",,,,,,,"REBOUND DEF by SMITHEY,TYSON",2
01:29,"TURNOVER  by WRIGHT,SHON",,,,,,,"TURNOVER  by WRIGHT,SHON",2
01:23,,87 (+5),,82,"GOOD JUMPER by GREEN,KALEB(in the paint)",BSC 87-82 (-5),,"GOOD JUMPER by GREEN,KALEB(in the paint)",2
01:09,"GOOD LAYUP by ZERADJANIN,MILOS(in the paint)",89 (+7),,82,,MUW 89-82 (-7),,"GOOD LAYUP by ZERADJANIN,MILOS(in the paint)",2
00:52,,89 (+5),,84,"GOOD JUMPER by GREEN,KALEB(in the paint)",BSC 89-84 (-5),,"GOOD JUMPER by GREEN,KALEB(in the paint)",2
00:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:51,"SUB OUT by WRIGHT,SHON",,,,,,,"SUB OUT by WRIGHT,SHON",2
00:51,"SUB IN by CAUSEY,QUINTIYUS",,,,,,,"SUB IN by CAUSEY,QUINTIYUS",2
00:46,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",2
00:46,"GOOD FT by CAUSEY,QUINTIYUS(fastbreak)",90 (+6),,84,,MUW 90-84 (-6),,"GOOD FT by CAUSEY,QUINTIYUS(fastbreak)",2
00:46,"GOOD FT by CAUSEY,QUINTIYUS(fastbreak)",91 (+7),,84,,MUW 91-84 (-7),,"GOOD FT by CAUSEY,QUINTIYUS(fastbreak)",2
00:38,,,,,"MISS 3PTR by GLOVER,CAM",,,"MISS 3PTR by GLOVER,CAM",2
--,"REBOUND DEF by SMITHEY,TYSON",,,,,,,"REBOUND DEF by SMITHEY,TYSON",2
00:32,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",2
00:32,"GOOD FT by WRIGHT,THOMAS(fastbreak)",92 (+8),,84,,MUW 92-84 (-8),,"GOOD FT by WRIGHT,THOMAS(fastbreak)",2
00:32,"GOOD FT by WRIGHT,THOMAS(fastbreak)",93 (+9),,84,,MUW 93-84 (-9),,"GOOD FT by WRIGHT,THOMAS(fastbreak)",2
00:25,,,,,"MISS JUMPER by GLOVER,CAM(in the paint)",,,"MISS JUMPER by GLOVER,CAM(in the paint)",2
00:25,"BLOCK  by SMITHEY,TYSON",,,,,,,"BLOCK  by SMITHEY,TYSON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:22,,,,,"MISS 3PTR by GLOVER,CAM",,,"MISS 3PTR by GLOVER,CAM",2
--,"REBOUND DEF by CAUSEY,QUINTIYUS",,,,,,,"REBOUND DEF by CAUSEY,QUINTIYUS",2
00:20,,,,,"FOUL  by GLOVER,CAM",,,"FOUL  by GLOVER,CAM",2
00:20,"GOOD FT by CAUSEY,QUINTIYUS(fastbreak)",94 (+10),,84,,MUW 94-84 (-10),,"GOOD FT by CAUSEY,QUINTIYUS(fastbreak)",2
00:20,"GOOD FT by CAUSEY,QUINTIYUS(fastbreak)",95 (+11),,84,,MUW 95-84 (-11),,"GOOD FT by CAUSEY,QUINTIYUS(fastbreak)",2
00:13,,,,,"MISS 3PTR by GILLISPIE,JAY",,,"MISS 3PTR by GILLISPIE,JAY",2
--,"REBOUND DEF by WRIGHT,THOMAS",,,,,,,"REBOUND DEF by WRIGHT,THOMAS",2
00:09,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
00:09,"GOOD FT by WRIGHT,THOMAS(fastbreak)",96 (+12),,84,,MUW 96-84 (-12),,"GOOD FT by WRIGHT,THOMAS(fastbreak)",2
00:09,"GOOD FT by WRIGHT,THOMAS(fastbreak)",97 (+13),,84,,MUW 97-84 (-13),,"GOOD FT by WRIGHT,THOMAS(fastbreak)",2
00:02,,97 (+10),,87,"GOOD 3PTR by GLOVER,CAM",BSC 97-87 (-10),,"GOOD 3PTR by GLOVER,CAM",2
