Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,PUM,Game Score,Team Indicator,Play,Period
01:09,,,,,"SUB IN by DEAN,DEVIN",,,"SUB IN by DEAN,DEVIN",1
01:09,,,,,"SUB OUT by STIMPSON,ANDREW",,,"SUB OUT by STIMPSON,ANDREW",1
00:52,,,,,"MISS LAYUP by DEAN,DEVIN",,,"MISS LAYUP by DEAN,DEVIN",1
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",1
00:37,,,,,"FOUL  by HELENBROOK,JOE",,,"FOUL  by HELENBROOK,JOE",1
00:37,"MISS FT by GLOVER,COLIN",,,,,,,"MISS FT by GLOVER,COLIN",1
--,,,,,"REBOUND DEF by BEAGLE,GARRETT",,,"REBOUND DEF by BEAGLE,GARRETT",1
00:14,,,,,"MISS 3PTR by REARDON,NOAH",,,"MISS 3PTR by REARDON,NOAH",1
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",1
00:02,,,,,"FOUL  by REARDON,NOAH",,,"FOUL  by REARDON,NOAH",1
00:02,"MISS FT by BISHOP,BRYSON",,,,,,,"MISS FT by BISHOP,BRYSON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:02,"GOOD FT by BISHOP,BRYSON",35 (+4),,31,,BSCM 35-31 (+4),,"GOOD FT by BISHOP,BRYSON",1
00:02,"GOOD FT by BISHOP,BRYSON",36 (+5),,31,,BSCM 36-31 (+5),,"GOOD FT by BISHOP,BRYSON",1
19:47,,36 (+2),,34,"GOOD 3PTR by CLEMENTS-OWENS,ORRY",PUM 36-34 (+2),,"GOOD 3PTR by CLEMENTS-OWENS,ORRY",2
--,,,,,"ASSIST  by RICHTER,WILL",,,"ASSIST  by RICHTER,WILL",2
19:30,"MISS 3PTR by GLOVER,CAM",,,,,,,"MISS 3PTR by GLOVER,CAM",2
--,,,,,"REBOUND DEF by JOLLY,RYAN",,,"REBOUND DEF by JOLLY,RYAN",2
19:22,,,,,"MISS 3PTR by CLEMENTS-OWENS,ORRY",,,"MISS 3PTR by CLEMENTS-OWENS,ORRY",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
19:10,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
19:08,,,,,"FOUL  by BEAGLE,GARRETT",,,"FOUL  by BEAGLE,GARRETT",2
18:54,"MISS JUMPER by JACKSON,MARTISE",,,,,,,"MISS JUMPER by JACKSON,MARTISE",2
--,"REBOUND OFF by JACKSON,MARTISE",,,,,,,"REBOUND OFF by JACKSON,MARTISE",2
18:48,"GOOD 3PTR by GLOVER,CAM",39 (+5),,34,,BSCM 39-34 (+5),,"GOOD 3PTR by GLOVER,CAM",2
--,"ASSIST  by JACKSON,MARTISE",,,,,,,"ASSIST  by JACKSON,MARTISE",2
18:28,,,,,"TURNOVER  by JOLLY,RYAN",,,"TURNOVER  by JOLLY,RYAN",2
18:28,"STEAL  by JACKSON,MARTISE",,,,,,,"STEAL  by JACKSON,MARTISE",2
18:18,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by BEAGLE,GARRETT",,,"REBOUND DEF by BEAGLE,GARRETT",2
18:05,,,,,"MISS 3PTR by RICHTER,WILL",,,"MISS 3PTR by RICHTER,WILL",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
17:52,"GOOD 3PTR by GILLISPIE,JAY",42 (+8),,34,,BSCM 42-34 (+8),,"GOOD 3PTR by GILLISPIE,JAY",2
17:33,,42 (+6),,36,"GOOD LAYUP by BEAGLE,GARRETT(in the paint)",PUM 42-36 (+6),,"GOOD LAYUP by BEAGLE,GARRETT(in the paint)",2
--,,,,,"ASSIST  by JOLLY,RYAN",,,"ASSIST  by JOLLY,RYAN",2
17:11,"GOOD 3PTR by GLOVER,CAM",45 (+9),,36,,BSCM 45-36 (+9),,"GOOD 3PTR by GLOVER,CAM",2
--,"ASSIST  by GILLISPIE,JAY",,,,,,,"ASSIST  by GILLISPIE,JAY",2
16:55,,,,,"TURNOVER  by CLEMENTS-OWENS,ORRY",,,"TURNOVER  by CLEMENTS-OWENS,ORRY",2
16:53,"STEAL  by CHILDERS,JOSH",,,,,,,"STEAL  by CHILDERS,JOSH",2
16:48,"TURNOVER  by GLOVER,CAM",,,,,,,"TURNOVER  by GLOVER,CAM",2
16:47,,,,,"STEAL  by JOLLY,RYAN",,,"STEAL  by JOLLY,RYAN",2
16:43,,45 (+7),,38,"GOOD LAYUP by JOLLY,RYAN(fastbreak)(in the paint)",PUM 45-38 (+7),,"GOOD LAYUP by JOLLY,RYAN(fastbreak)(in the paint)",2
16:25,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",2
--,,,,,"REBOUND DEF by BEAGLE,GARRETT",,,"REBOUND DEF by BEAGLE,GARRETT",2
16:18,,,,,"MISS 3PTR by JOLLY,RYAN",,,"MISS 3PTR by JOLLY,RYAN",2
--,"REBOUND DEF by GLOVER,CAM",,,,,,,"REBOUND DEF by GLOVER,CAM",2
16:06,"GOOD LAYUP by JACKSON,MARTISE(in the paint)",47 (+9),,38,,BSCM 47-38 (+9),,"GOOD LAYUP by JACKSON,MARTISE(in the paint)",2
15:42,,,,,"MISS JUMPER by STIMPSON,ANDREW",,,"MISS JUMPER by STIMPSON,ANDREW",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
15:19,"GOOD 3PTR by GLOVER,CAM",50 (+12),,38,,BSCM 50-38 (+12),,"GOOD 3PTR by GLOVER,CAM",2
--,"ASSIST  by JACKSON,MARTISE",,,,,,,"ASSIST  by JACKSON,MARTISE",2
15:09,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
15:09,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
15:09,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
15:09,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",2
15:09,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
15:09,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
15:09,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
15:09,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
15:09,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
15:09,,,,,"SUB IN by PALMER,AARON",,,"SUB IN by PALMER,AARON",2
15:09,,,,,"SUB IN by REARDON,NOAH",,,"SUB IN by REARDON,NOAH",2
15:09,,,,,"SUB IN by NORMAN,HUNTER",,,"SUB IN by NORMAN,HUNTER",2
15:09,,,,,"SUB OUT by BEAGLE,GARRETT",,,"SUB OUT by BEAGLE,GARRETT",2
15:09,,,,,"SUB OUT by CLEMENTS-OWENS,ORRY",,,"SUB OUT by CLEMENTS-OWENS,ORRY",2
15:09,,,,,"SUB OUT by RICHTER,WILL",,,"SUB OUT by RICHTER,WILL",2
15:03,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
15:00,,50 (+10),,40,"GOOD JUMPER by JOLLY,RYAN(in the paint)",PUM 50-40 (+10),,"GOOD JUMPER by JOLLY,RYAN(in the paint)",2
14:42,"MISS JUMPER by GLOVER,CAM",,,,,,,"MISS JUMPER by GLOVER,CAM",2
--,,,,,"REBOUND DEF by PALMER,AARON",,,"REBOUND DEF by PALMER,AARON",2
14:41,"FOUL  by DAVIS,BRODY",,,,,,,"FOUL  by DAVIS,BRODY",2
14:41,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
14:16,,50 (+8),,42,"GOOD JUMPER by JOLLY,RYAN",PUM 50-42 (+8),,"GOOD JUMPER by JOLLY,RYAN",2
13:57,"MISS LAYUP by PATRICK,DYLAN",,,,,,,"MISS LAYUP by PATRICK,DYLAN",2
--,"REBOUND OFF by DAVIS,BRODY",,,,,,,"REBOUND OFF by DAVIS,BRODY",2
13:51,"MISS 3PTR by SPENCE,SAMUEL",,,,,,,"MISS 3PTR by SPENCE,SAMUEL",2
--,,,,,"REBOUND DEF by REARDON,NOAH",,,"REBOUND DEF by REARDON,NOAH",2
13:42,,,,,"MISS JUMPER by PALMER,AARON",,,"MISS JUMPER by PALMER,AARON",2
--,"REBOUND DEF by SPENCE,SAMUEL",,,,,,,"REBOUND DEF by SPENCE,SAMUEL",2
13:26,,,,,"FOUL  by NORMAN,HUNTER",,,"FOUL  by NORMAN,HUNTER",2
13:26,"SUB IN by THOMPSON,CHRISTIAN",,,,,,,"SUB IN by THOMPSON,CHRISTIAN",2
13:26,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
13:26,"SUB OUT by GLOVER,CAM",,,,,,,"SUB OUT by GLOVER,CAM",2
13:26,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
13:26,,,,,"SUB IN by HELENBROOK,JOE",,,"SUB IN by HELENBROOK,JOE",2
13:26,,,,,"SUB OUT by STIMPSON,ANDREW",,,"SUB OUT by STIMPSON,ANDREW",2
13:10,"GOOD LAYUP by THOMPSON,CHRISTIAN(in the paint)",52 (+10),,42,,BSCM 52-42 (+10),,"GOOD LAYUP by THOMPSON,CHRISTIAN(in the paint)",2
12:54,"FOUL  by BARNETT,CHARLIE",,,,,,,"FOUL  by BARNETT,CHARLIE",2
12:52,,52 (+7),,45,"GOOD 3PTR by PALMER,AARON",PUM 52-45 (+7),,"GOOD 3PTR by PALMER,AARON",2
--,,,,,"ASSIST  by NORMAN,HUNTER",,,"ASSIST  by NORMAN,HUNTER",2
12:39,"TURNOVER  by GLOVER,COLIN",,,,,,,"TURNOVER  by GLOVER,COLIN",2
12:39,,,,,"STEAL  by JOLLY,RYAN",,,"STEAL  by JOLLY,RYAN",2
12:18,"FOUL  by PATRICK,DYLAN",,,,,,,"FOUL  by PATRICK,DYLAN",2
12:18,,52 (+6),,46,"GOOD FT by NORMAN,HUNTER",PUM 52-46 (+6),,"GOOD FT by NORMAN,HUNTER",2
12:18,,52 (+5),,47,"GOOD FT by NORMAN,HUNTER",PUM 52-47 (+5),,"GOOD FT by NORMAN,HUNTER",2
12:18,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
12:18,"SUB IN by GLOVER,CAM",,,,,,,"SUB IN by GLOVER,CAM",2
12:18,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
12:18,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
12:05,,,,,"FOUL  by PALMER,AARON",,,"FOUL  by PALMER,AARON",2
12:05,"GOOD FT by THOMPSON,CHRISTIAN",53 (+6),,47,,BSCM 53-47 (+6),,"GOOD FT by THOMPSON,CHRISTIAN",2
12:05,"MISS FT by THOMPSON,CHRISTIAN",,,,,,,"MISS FT by THOMPSON,CHRISTIAN",2
--,,,,,"REBOUND DEF by REARDON,NOAH",,,"REBOUND DEF by REARDON,NOAH",2
12:05,,,,,"SUB IN by BEAGLE,GARRETT",,,"SUB IN by BEAGLE,GARRETT",2
12:05,,,,,"SUB OUT by PALMER,AARON",,,"SUB OUT by PALMER,AARON",2
11:48,,,,,"MISS JUMPER by JOLLY,RYAN",,,"MISS JUMPER by JOLLY,RYAN",2
--,"REBOUND DEF by GLOVER,COLIN",,,,,,,"REBOUND DEF by GLOVER,COLIN",2
11:39,,,,,"FOUL  by BEAGLE,GARRETT",,,"FOUL  by BEAGLE,GARRETT",2
11:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:39,"MISS FT by GILLISPIE,JAY",,,,,,,"MISS FT by GILLISPIE,JAY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:39,"MISS FT by GILLISPIE,JAY",,,,,,,"MISS FT by GILLISPIE,JAY",2
--,,,,,"REBOUND DEF by HELENBROOK,JOE",,,"REBOUND DEF by HELENBROOK,JOE",2
11:39,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
11:39,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
11:39,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
11:39,"SUB OUT by THOMPSON,CHRISTIAN",,,,,,,"SUB OUT by THOMPSON,CHRISTIAN",2
11:39,"SUB OUT by GLOVER,COLIN",,,,,,,"SUB OUT by GLOVER,COLIN",2
11:39,"SUB OUT by BARNETT,CHARLIE",,,,,,,"SUB OUT by BARNETT,CHARLIE",2
11:16,,,,,"MISS LAYUP by HELENBROOK,JOE",,,"MISS LAYUP by HELENBROOK,JOE",2
--,,,,,"REBOUND OFF by HELENBROOK,JOE",,,"REBOUND OFF by HELENBROOK,JOE",2
11:14,,53 (+4),,49,"GOOD LAYUP by HELENBROOK,JOE(in the paint)",PUM 53-49 (+4),,"GOOD LAYUP by HELENBROOK,JOE(in the paint)",2
11:10,"TURNOVER  by GLOVER,CAM",,,,,,,"TURNOVER  by GLOVER,CAM",2
10:56,,53 (+2),,51,"GOOD JUMPER by NORMAN,HUNTER",PUM 53-51 (+2),,"GOOD JUMPER by NORMAN,HUNTER",2
--,,,,,"ASSIST  by BEAGLE,GARRETT",,,"ASSIST  by BEAGLE,GARRETT",2
10:31,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",55 (+4),,51,,BSCM 55-51 (+4),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
10:07,,55 (+2),,53,"GOOD JUMPER by HELENBROOK,JOE",PUM 55-53 (+2),,"GOOD JUMPER by HELENBROOK,JOE",2
09:49,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",2
09:49,,,,,"STEAL  by JOLLY,RYAN",,,"STEAL  by JOLLY,RYAN",2
09:44,,,,,"MISS LAYUP by REARDON,NOAH",,,"MISS LAYUP by REARDON,NOAH",2
--,,,,,"REBOUND OFF by HELENBROOK,JOE",,,"REBOUND OFF by HELENBROOK,JOE",2
09:40,,,,,"TURNOVER  by HELENBROOK,JOE",,,"TURNOVER  by HELENBROOK,JOE",2
09:40,"STEAL  by BISHOP,BRYSON",,,,,,,"STEAL  by BISHOP,BRYSON",2
09:38,"TURNOVER  by BISHOP,BRYSON",,,,,,,"TURNOVER  by BISHOP,BRYSON",2
09:38,"FOUL  by BISHOP,BRYSON",,,,,,,"FOUL  by BISHOP,BRYSON",2
09:38,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
09:38,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",2
09:38,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
09:38,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
09:38,,,,,"SUB IN by RICHTER,WILL",,,"SUB IN by RICHTER,WILL",2
09:38,,,,,"SUB OUT by REARDON,NOAH",,,"SUB OUT by REARDON,NOAH",2
09:25,,,,,"MISS 3PTR by RICHTER,WILL",,,"MISS 3PTR by RICHTER,WILL",2
--,,,,,"REBOUND OFF by HELENBROOK,JOE",,,"REBOUND OFF by HELENBROOK,JOE",2
09:22,,,,,"MISS LAYUP by HELENBROOK,JOE",,,"MISS LAYUP by HELENBROOK,JOE",2
--,"REBOUND DEF by GLOVER,COLIN",,,,,,,"REBOUND DEF by GLOVER,COLIN",2
09:05,"MISS 3PTR by GILLISPIE,JAY",,,,,,,"MISS 3PTR by GILLISPIE,JAY",2
--,,,,,"REBOUND DEF by JOLLY,RYAN",,,"REBOUND DEF by JOLLY,RYAN",2
09:01,,55,,55,"GOOD LAYUP by HELENBROOK,JOE(fastbreak)(in the paint)",PUM 55-55 (0),,"GOOD LAYUP by HELENBROOK,JOE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JOLLY,RYAN",,,"ASSIST  by JOLLY,RYAN",2
08:40,"MISS LAYUP by GLOVER,CAM",,,,,,,"MISS LAYUP by GLOVER,CAM",2
--,,,,,"REBOUND DEF by BEAGLE,GARRETT",,,"REBOUND DEF by BEAGLE,GARRETT",2
08:25,,,,,"TURNOVER  by JOLLY,RYAN",,,"TURNOVER  by JOLLY,RYAN",2
08:25,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
08:25,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
08:25,,,,,"SUB IN by CLEMENTS-OWENS,ORRY",,,"SUB IN by CLEMENTS-OWENS,ORRY",2
08:25,,,,,"SUB IN by STIMPSON,ANDREW",,,"SUB IN by STIMPSON,ANDREW",2
08:25,,,,,"SUB OUT by HELENBROOK,JOE",,,"SUB OUT by HELENBROOK,JOE",2
08:25,,,,,"SUB OUT by NORMAN,HUNTER",,,"SUB OUT by NORMAN,HUNTER",2
08:06,"MISS 3PTR by PATRICK,DYLAN",,,,,,,"MISS 3PTR by PATRICK,DYLAN",2
--,,,,,"REBOUND DEF by RICHTER,WILL",,,"REBOUND DEF by RICHTER,WILL",2
07:48,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
07:48,,55,,56 (+1),"GOOD FT by BEAGLE,GARRETT",PUM 55-56 (-1),,"GOOD FT by BEAGLE,GARRETT",2
07:48,,55,,57 (+2),"GOOD FT by BEAGLE,GARRETT",PUM 55-57 (-2),,"GOOD FT by BEAGLE,GARRETT",2
07:48,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
07:48,"SUB IN by THOMPSON,CHRISTIAN",,,,,,,"SUB IN by THOMPSON,CHRISTIAN",2
07:48,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
07:48,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
07:34,"GOOD 3PTR by BISHOP,BRYSON",58 (+1),,57,,BSCM 58-57 (+1),,"GOOD 3PTR by BISHOP,BRYSON",2
--,"ASSIST  by GLOVER,CAM",,,,,,,"ASSIST  by GLOVER,CAM",2
07:13,,58,,60 (+2),"GOOD 3PTR by CLEMENTS-OWENS,ORRY",PUM 58-60 (-2),,"GOOD 3PTR by CLEMENTS-OWENS,ORRY",2
--,,,,,"ASSIST  by STIMPSON,ANDREW",,,"ASSIST  by STIMPSON,ANDREW",2
06:52,"GOOD LAYUP by THOMPSON,CHRISTIAN(in the paint)",60,,60,,BSCM 60-60 (0),,"GOOD LAYUP by THOMPSON,CHRISTIAN(in the paint)",2
06:33,,60,,62 (+2),"GOOD DUNK by BEAGLE,GARRETT(in the paint)",PUM 60-62 (-2),,"GOOD DUNK by BEAGLE,GARRETT(in the paint)",2
06:14,,,,,"FOUL  by CLEMENTS-OWENS,ORRY",,,"FOUL  by CLEMENTS-OWENS,ORRY",2
06:14,"MISS FT by THOMPSON,CHRISTIAN",,,,,,,"MISS FT by THOMPSON,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:14,"GOOD FT by THOMPSON,CHRISTIAN",61,,62 (+1),,BSCM 61-62 (-1),,"GOOD FT by THOMPSON,CHRISTIAN",2
06:14,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
06:14,"SUB OUT by GLOVER,COLIN",,,,,,,"SUB OUT by GLOVER,COLIN",2
05:55,,,,,"MISS 3PTR by CLEMENTS-OWENS,ORRY",,,"MISS 3PTR by CLEMENTS-OWENS,ORRY",2
--,"REBOUND DEF by BISHOP,BRYSON",,,,,,,"REBOUND DEF by BISHOP,BRYSON",2
05:47,"TURNOVER  by GLOVER,CAM",,,,,,,"TURNOVER  by GLOVER,CAM",2
05:46,,,,,"STEAL  by JOLLY,RYAN",,,"STEAL  by JOLLY,RYAN",2
05:41,,61,,64 (+3),"GOOD JUMPER by STIMPSON,ANDREW(in the paint)",PUM 61-64 (-3),,"GOOD JUMPER by STIMPSON,ANDREW(in the paint)",2
05:27,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",2
--,,,,,"REBOUND DEF by RICHTER,WILL",,,"REBOUND DEF by RICHTER,WILL",2
05:24,"FOUL  by THOMPSON,CHRISTIAN",,,,,,,"FOUL  by THOMPSON,CHRISTIAN",2
05:24,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
05:24,"SUB OUT by THOMPSON,CHRISTIAN",,,,,,,"SUB OUT by THOMPSON,CHRISTIAN",2
05:24,,,,,"SUB IN by HELENBROOK,JOE",,,"SUB IN by HELENBROOK,JOE",2
05:24,,,,,"SUB IN by PALMER,AARON",,,"SUB IN by PALMER,AARON",2
05:24,,,,,"SUB OUT by BEAGLE,GARRETT",,,"SUB OUT by BEAGLE,GARRETT",2
05:24,,,,,"SUB OUT by RICHTER,WILL",,,"SUB OUT by RICHTER,WILL",2
05:10,,,,,"MISS 3PTR by PALMER,AARON",,,"MISS 3PTR by PALMER,AARON",2
--,,,,,"REBOUND OFF by HELENBROOK,JOE",,,"REBOUND OFF by HELENBROOK,JOE",2
05:07,,61,,66 (+5),"GOOD LAYUP by HELENBROOK,JOE(in the paint)",PUM 61-66 (-5),,"GOOD LAYUP by HELENBROOK,JOE(in the paint)",2
05:00,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",2
04:59,,,,,"STEAL  by HELENBROOK,JOE",,,"STEAL  by HELENBROOK,JOE",2
04:56,,61,,68 (+7),"GOOD LAYUP by HELENBROOK,JOE(fastbreak)(in the paint)",PUM 61-68 (-7),,"GOOD LAYUP by HELENBROOK,JOE(fastbreak)(in the paint)",2
04:39,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by STIMPSON,ANDREW",,,"REBOUND DEF by STIMPSON,ANDREW",2
04:34,,,,,"TURNOVER  by STIMPSON,ANDREW",,,"TURNOVER  by STIMPSON,ANDREW",2
04:33,"STEAL  by JACKSON,MARTISE",,,,,,,"STEAL  by JACKSON,MARTISE",2
04:29,"MISS 3PTR by GLOVER,CAM",,,,,,,"MISS 3PTR by GLOVER,CAM",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
04:26,,,,,"FOUL  by JOLLY,RYAN",,,"FOUL  by JOLLY,RYAN",2
04:26,"GOOD FT by CHILDERS,JOSH",62,,68 (+6),,BSCM 62-68 (-6),,"GOOD FT by CHILDERS,JOSH",2
04:26,"GOOD FT by CHILDERS,JOSH",63,,68 (+5),,BSCM 63-68 (-5),,"GOOD FT by CHILDERS,JOSH",2
04:10,,,,,"MISS 3PTR by CLEMENTS-OWENS,ORRY",,,"MISS 3PTR by CLEMENTS-OWENS,ORRY",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
03:53,"GOOD 3PTR by GLOVER,CAM",66,,68 (+2),,BSCM 66-68 (-2),,"GOOD 3PTR by GLOVER,CAM",2
03:33,,66,,71 (+5),"GOOD 3PTR by JOLLY,RYAN",PUM 66-71 (-5),,"GOOD 3PTR by JOLLY,RYAN",2
03:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:32,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",2
03:32,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
03:32,,,,,"SUB IN by NORMAN,HUNTER",,,"SUB IN by NORMAN,HUNTER",2
03:32,,,,,"SUB OUT by CLEMENTS-OWENS,ORRY",,,"SUB OUT by CLEMENTS-OWENS,ORRY",2
03:16,"MISS JUMPER by GLOVER,COLIN",,,,,,,"MISS JUMPER by GLOVER,COLIN",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
03:14,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
--,"REBOUND OFF by BISHOP,BRYSON",,,,,,,"REBOUND OFF by BISHOP,BRYSON",2
03:06,,,,,"SUB IN by BEAGLE,GARRETT",,,"SUB IN by BEAGLE,GARRETT",2
03:06,,,,,"SUB OUT by PALMER,AARON",,,"SUB OUT by PALMER,AARON",2
02:46,"MISS JUMPER by CHILDERS,JOSH",,,,,,,"MISS JUMPER by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by HELENBROOK,JOE",,,"REBOUND DEF by HELENBROOK,JOE",2
02:36,"FOUL  by GLOVER,COLIN",,,,,,,"FOUL  by GLOVER,COLIN",2
02:36,,66,,72 (+6),"GOOD FT by NORMAN,HUNTER",PUM 66-72 (-6),,"GOOD FT by NORMAN,HUNTER",2
02:36,,66,,73 (+7),"GOOD FT by NORMAN,HUNTER",PUM 66-73 (-7),,"GOOD FT by NORMAN,HUNTER",2
02:26,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",2
--,,,,,"REBOUND DEF by HELENBROOK,JOE",,,"REBOUND DEF by HELENBROOK,JOE",2
02:00,,66,,75 (+9),"GOOD LAYUP by JOLLY,RYAN(in the paint)",PUM 66-75 (-9),,"GOOD LAYUP by JOLLY,RYAN(in the paint)",2
01:49,,,,,"FOUL  by BEAGLE,GARRETT",,,"FOUL  by BEAGLE,GARRETT",2
01:49,"GOOD FT by CHILDERS,JOSH",67,,75 (+8),,BSCM 67-75 (-8),,"GOOD FT by CHILDERS,JOSH",2
01:49,"GOOD FT by CHILDERS,JOSH",68,,75 (+7),,BSCM 68-75 (-7),,"GOOD FT by CHILDERS,JOSH",2
01:49,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
01:49,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
01:38,,68,,77 (+9),"GOOD JUMPER by JOLLY,RYAN(in the paint)",PUM 68-77 (-9),,"GOOD JUMPER by JOLLY,RYAN(in the paint)",2
01:27,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",70,,77 (+7),,BSCM 70-77 (-7),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,"ASSIST  by GLOVER,CAM",,,,,,,"ASSIST  by GLOVER,CAM",2
01:27,,,,,"FOUL  by BEAGLE,GARRETT",,,"FOUL  by BEAGLE,GARRETT",2
01:27,"MISS FT by CHILDERS,JOSH",,,,,,,"MISS FT by CHILDERS,JOSH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:27,,,,,"SUB IN by PALMER,AARON",,,"SUB IN by PALMER,AARON",2
