Time Remaining,PCC,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
05:57,"SUB OUT by ALEXANDER,JOSH",,,,,,,"SUB OUT by ALEXANDER,JOSH",2
05:57,"SUB IN by LEWIS,AUSTIN",,,,,,,"SUB IN by LEWIS,AUSTIN",2
05:51,,,,,"MISS LAYUP by DAVIS,BRODY(in the paint)",,,"MISS LAYUP by DAVIS,BRODY(in the paint)",2
--,,,,,"REBOUND OFF by DAVIS,RANDALL",,,"REBOUND OFF by DAVIS,RANDALL",2
05:47,,,,,"MISS LAYUP by DAVIS,RANDALL(in the paint)",,,"MISS LAYUP by DAVIS,RANDALL(in the paint)",2
--,,,,,"REBOUND OFF by GLOVER,COLIN",,,"REBOUND OFF by GLOVER,COLIN",2
05:42,,59,,90 (+31),"GOOD JUMPER by GARRIDO,BRANDAN(in the paint)",BSC 59-90 (+31),,"GOOD JUMPER by GARRIDO,BRANDAN(in the paint)",2
05:27,"GOOD 3PTR by PORTER,CHRISTIAN",62,,90 (+28),,PCC 62-90 (+28),,"GOOD 3PTR by PORTER,CHRISTIAN",2
--,"ASSIST  by WAGNER,AARON",,,,,,,"ASSIST  by WAGNER,AARON",2
05:19,"FOUL  by LEWIS,AUSTIN",,,,,,,"FOUL  by LEWIS,AUSTIN",2
05:19,,,,,"SUB OUT by GLOVER,COLIN",,,"SUB OUT by GLOVER,COLIN",2
05:19,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
04:59,"FOUL  by WARD,AJ",,,,,,,"FOUL  by WARD,AJ",2
04:59,"SUB OUT by WARD,AJ",,,,,,,"SUB OUT by WARD,AJ",2
04:59,"SUB IN by IMDIEKE,PHIL",,,,,,,"SUB IN by IMDIEKE,PHIL",2
04:59,,62,,91 (+29),"GOOD FT by DAVIS,BRODY",BSC 62-91 (+29),,"GOOD FT by DAVIS,BRODY",2
04:59,,62,,92 (+30),"GOOD FT by DAVIS,BRODY",BSC 62-92 (+30),,"GOOD FT by DAVIS,BRODY",2
04:43,"MISS JUMPER by KOSKE,BRANDTLEY(in the paint)",,,,,,,"MISS JUMPER by KOSKE,BRANDTLEY(in the paint)",2
04:43,,,,,"BLOCK  by DAVIS,BRODY",,,"BLOCK  by DAVIS,BRODY",2
--,"REBOUND OFF by IMDIEKE,PHIL",,,,,,,"REBOUND OFF by IMDIEKE,PHIL",2
04:36,"MISS LAYUP by KOSKE,BRANDTLEY(in the paint)",,,,,,,"MISS LAYUP by KOSKE,BRANDTLEY(in the paint)",2
--,,,,,"REBOUND DEF by DAVIS,BRODY",,,"REBOUND DEF by DAVIS,BRODY",2
04:29,,,,,"MISS 3PTR by BARNETT,CHARLIE",,,"MISS 3PTR by BARNETT,CHARLIE",2
--,"REBOUND DEF by PORTER,CHRISTIAN",,,,,,,"REBOUND DEF by PORTER,CHRISTIAN",2
04:15,"GOOD 3PTR by KOSKE,BRANDTLEY",65,,92 (+27),,PCC 65-92 (+27),,"GOOD 3PTR by KOSKE,BRANDTLEY",2
--,"ASSIST  by WAGNER,AARON",,,,,,,"ASSIST  by WAGNER,AARON",2
04:08,,65,,94 (+29),"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",BSC 65-94 (+29),,"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GARRIDO,BRANDAN",,,"ASSIST  by GARRIDO,BRANDAN",2
03:54,"GOOD JUMPER by KOSKE,BRANDTLEY(in the paint)",67,,94 (+27),,PCC 67-94 (+27),,"GOOD JUMPER by KOSKE,BRANDTLEY(in the paint)",2
03:37,,,,,"MISS JUMPER by BARNETT,CHARLIE(in the paint)",,,"MISS JUMPER by BARNETT,CHARLIE(in the paint)",2
--,,,,,"REBOUND OFF by DAVIS,BRODY",,,"REBOUND OFF by DAVIS,BRODY",2
03:32,,,,,"MISS LAYUP by DAVIS,BRODY(in the paint)",,,"MISS LAYUP by DAVIS,BRODY(in the paint)",2
03:32,"BLOCK  by IMDIEKE,PHIL",,,,,,,"BLOCK  by IMDIEKE,PHIL",2
--,,,,,"REBOUND OFF by GARRIDO,BRANDAN",,,"REBOUND OFF by GARRIDO,BRANDAN",2
03:26,,,,,"MISS 3PTR by GREEN,KALEB",,,"MISS 3PTR by GREEN,KALEB",2
--,"REBOUND DEF by IMDIEKE,PHIL",,,,,,,"REBOUND DEF by IMDIEKE,PHIL",2
03:12,"GOOD JUMPER by LEWIS,AUSTIN(in the paint)",69,,94 (+25),,PCC 69-94 (+25),,"GOOD JUMPER by LEWIS,AUSTIN(in the paint)",2
03:12,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:12,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:12,,,,,"SUB OUT by BARNETT,CHARLIE",,,"SUB OUT by BARNETT,CHARLIE",2
03:12,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
03:12,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
03:12,,,,,"SUB OUT by DAVIS,RANDALL",,,"SUB OUT by DAVIS,RANDALL",2
03:12,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",2
03:12,,,,,"SUB IN by TRAPP,REED",,,"SUB IN by TRAPP,REED",2
03:12,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",2
03:12,,,,,"SUB IN by DEAN,NOLAN",,,"SUB IN by DEAN,NOLAN",2
03:12,,,,,"SUB IN by ANDREWS,TYLER",,,"SUB IN by ANDREWS,TYLER",2
03:12,,,,,"SUB IN by THOMPSON,CHRISTIAN",,,"SUB IN by THOMPSON,CHRISTIAN",2
03:12,"SUB OUT by PORTER,CHRISTIAN",,,,,,,"SUB OUT by PORTER,CHRISTIAN",2
03:12,"SUB OUT by LEWIS,AUSTIN",,,,,,,"SUB OUT by LEWIS,AUSTIN",2
03:12,"SUB IN by WILKERSON,COLIN",,,,,,,"SUB IN by WILKERSON,COLIN",2
03:12,"SUB IN by ALEXANDER,JOSH",,,,,,,"SUB IN by ALEXANDER,JOSH",2
03:05,,,,,"TURNOVER  by DEAN,NOLAN",,,"TURNOVER  by DEAN,NOLAN",2
02:51,"GOOD LAYUP by KOSKE,BRANDTLEY(in the paint)",71,,94 (+23),,PCC 71-94 (+23),,"GOOD LAYUP by KOSKE,BRANDTLEY(in the paint)",2
02:41,,,,,"MISS 3PTR by DEAN,NOLAN",,,"MISS 3PTR by DEAN,NOLAN",2
--,"REBOUND DEF by IMDIEKE,PHIL",,,,,,,"REBOUND DEF by IMDIEKE,PHIL",2
02:10,"MISS JUMPER by ALEXANDER,JOSH",,,,,,,"MISS JUMPER by ALEXANDER,JOSH",2
--,,,,,"REBOUND DEF by ANDREWS,TYLER",,,"REBOUND DEF by ANDREWS,TYLER",2
02:00,"FOUL  by KOSKE,BRANDTLEY",,,,,,,"FOUL  by KOSKE,BRANDTLEY",2
02:00,,71,,95 (+24),"GOOD FT by TRAPP,REED",BSC 71-95 (+24),,"GOOD FT by TRAPP,REED",2
02:00,,,,,"MISS FT by TRAPP,REED",,,"MISS FT by TRAPP,REED",2
--,,,,,"REBOUND OFF by THOMPSON,CHRISTIAN",,,"REBOUND OFF by THOMPSON,CHRISTIAN",2
01:54,,,,,"MISS 3PTR by ANDREWS,TYLER",,,"MISS 3PTR by ANDREWS,TYLER",2
--,,,,,"REBOUND OFF by ANDREWS,TYLER",,,"REBOUND OFF by ANDREWS,TYLER",2
01:52,,71,,97 (+26),"GOOD LAYUP by ANDREWS,TYLER(in the paint)",BSC 71-97 (+26),,"GOOD LAYUP by ANDREWS,TYLER(in the paint)",2
01:52,"FOUL  by WILKERSON,COLIN",,,,,,,"FOUL  by WILKERSON,COLIN",2
01:52,,,,,"MISS FT by ANDREWS,TYLER",,,"MISS FT by ANDREWS,TYLER",2
--,,,,,"REBOUND OFF by TRAPP,REED",,,"REBOUND OFF by TRAPP,REED",2
01:52,"FOUL  by WAGNER,AARON",,,,,,,"FOUL  by WAGNER,AARON",2
01:52,"SUB OUT by WILKERSON,COLIN",,,,,,,"SUB OUT by WILKERSON,COLIN",2
01:52,"SUB OUT by WAGNER,AARON",,,,,,,"SUB OUT by WAGNER,AARON",2
01:52,"SUB IN by ANDERSON,TITUS",,,,,,,"SUB IN by ANDERSON,TITUS",2
01:52,"SUB IN by FIKE,STEPHEN",,,,,,,"SUB IN by FIKE,STEPHEN",2
01:52,,71,,98 (+27),"GOOD FT by TRAPP,REED(fastbreak)",BSC 71-98 (+27),,"GOOD FT by TRAPP,REED(fastbreak)",2
01:52,,71,,99 (+28),"GOOD FT by TRAPP,REED(fastbreak)",BSC 71-99 (+28),,"GOOD FT by TRAPP,REED(fastbreak)",2
01:52,,,,,"FOUL TECH by TRAPP,REED",,,"FOUL TECH by TRAPP,REED",2
01:52,"FOUL TECH by WILKERSON,COLIN",,,,,,,"FOUL TECH by WILKERSON,COLIN",2
01:43,"GOOD LAYUP by KOSKE,BRANDTLEY(in the paint)",73,,99 (+26),,PCC 73-99 (+26),,"GOOD LAYUP by KOSKE,BRANDTLEY(in the paint)",2
01:37,,,,,"TURNOVER  by TRAPP,REED",,,"TURNOVER  by TRAPP,REED",2
01:19,"TURNOVER  by IMDIEKE,PHIL",,,,,,,"TURNOVER  by IMDIEKE,PHIL",2
01:19,,,,,"STEAL  by DEAN,NOLAN",,,"STEAL  by DEAN,NOLAN",2
01:12,,,,,"MISS 3PTR by DEAN,NOLAN",,,"MISS 3PTR by DEAN,NOLAN",2
--,,,,,"REBOUND OFF by ANDREWS,TYLER",,,"REBOUND OFF by ANDREWS,TYLER",2
01:07,,,,,"MISS LAYUP by ANDREWS,TYLER(in the paint)",,,"MISS LAYUP by ANDREWS,TYLER(in the paint)",2
01:07,"BLOCK  by ALEXANDER,JOSH",,,,,,,"BLOCK  by ALEXANDER,JOSH",2
--,"REBOUND DEF by ANDERSON,TITUS",,,,,,,"REBOUND DEF by ANDERSON,TITUS",2
01:02,,,,,"SUB OUT by ANDREWS,TYLER",,,"SUB OUT by ANDREWS,TYLER",2
01:02,,,,,"SUB IN by DAVIS,RANDALL",,,"SUB IN by DAVIS,RANDALL",2
00:53,"GOOD LAYUP by KOSKE,BRANDTLEY(in the paint)",75,,99 (+24),,PCC 75-99 (+24),,"GOOD LAYUP by KOSKE,BRANDTLEY(in the paint)",2
00:43,,75,,102 (+27),"GOOD 3PTR by DEAN,NOLAN",BSC 75-102 (+27),,"GOOD 3PTR by DEAN,NOLAN",2
--,,,,,"ASSIST  by PATRICK,DYLAN",,,"ASSIST  by PATRICK,DYLAN",2
00:22,"GOOD LAYUP by ALEXANDER,JOSH(in the paint)",77,,102 (+25),,PCC 77-102 (+25),,"GOOD LAYUP by ALEXANDER,JOSH(in the paint)",2
