Time Remaining,CENTMEN,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
15:55,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
15:50,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
15:45,"GOOD 3PTR by PAWSAT,BROOKS",36 (+2),,34,,CENTMEN 36-34 (-2),,"GOOD 3PTR by PAWSAT,BROOKS",2
--,"ASSIST  by BLOUNT,JONATHAN",,,,,,,"ASSIST  by BLOUNT,JONATHAN",2
15:27,,36,,37 (+1),"GOOD 3PTR by BERGER,RYAN",MILLSAPS 36-37 (+1),,"GOOD 3PTR by BERGER,RYAN",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
15:01,"MISS LAYUP by CHERAMIE,CADEN",,,,,,,"MISS LAYUP by CHERAMIE,CADEN",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
14:46,"FOUL  by BROWNING,JAIRUS",,,,,,,"FOUL  by BROWNING,JAIRUS",2
14:46,"SUB IN by DEMOUCHET,KENDALL",,,,,,,"SUB IN by DEMOUCHET,KENDALL",2
14:46,"SUB IN by WHITAKER,ISAIAH",,,,,,,"SUB IN by WHITAKER,ISAIAH",2
14:46,"SUB OUT by WILLIAMS,DONOVAN",,,,,,,"SUB OUT by WILLIAMS,DONOVAN",2
14:46,"SUB OUT by BROWNING,JAIRUS",,,,,,,"SUB OUT by BROWNING,JAIRUS",2
14:30,"FOUL  by CHERAMIE,CADEN",,,,,,,"FOUL  by CHERAMIE,CADEN",2
14:26,,,,,"FOUL  by FREBIS,RONNIE",,,"FOUL  by FREBIS,RONNIE",2
14:12,"TURNOVER  by CHERAMIE,CADEN",,,,,,,"TURNOVER  by CHERAMIE,CADEN",2
14:11,,,,,"STEAL  by FREBIS,RONNIE",,,"STEAL  by FREBIS,RONNIE",2
14:07,,36,,39 (+3),"GOOD LAYUP by BERGER,RYAN(fastbreak)(in the paint)",MILLSAPS 36-39 (+3),,"GOOD LAYUP by BERGER,RYAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by FREBIS,RONNIE",,,"ASSIST  by FREBIS,RONNIE",2
13:46,"GOOD 3PTR by WHITAKER,ISAIAH",39,,39,,CENTMEN 39-39 (0),,"GOOD 3PTR by WHITAKER,ISAIAH",2
--,"ASSIST  by DEMOUCHET,KENDALL",,,,,,,"ASSIST  by DEMOUCHET,KENDALL",2
13:29,,,,,"TURNOVER  by KASTNER,MURRAY",,,"TURNOVER  by KASTNER,MURRAY",2
13:28,"STEAL  by DEMOUCHET,KENDALL",,,,,,,"STEAL  by DEMOUCHET,KENDALL",2
13:24,"TURNOVER  by PAWSAT,BROOKS",,,,,,,"TURNOVER  by PAWSAT,BROOKS",2
13:23,"SUB IN by CUETO,JUSTIN",,,,,,,"SUB IN by CUETO,JUSTIN",2
13:23,"SUB OUT by CHERAMIE,CADEN",,,,,,,"SUB OUT by CHERAMIE,CADEN",2
13:23,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
13:23,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
13:17,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:17,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
13:17,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
13:04,,39,,41 (+2),"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",MILLSAPS 39-41 (+2),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
13:01,"FOUL  by PAWSAT,BROOKS",,,,,,,"FOUL  by PAWSAT,BROOKS",2
13:01,,,,,"MISS FT by AUBERT,DUSTIN",,,"MISS FT by AUBERT,DUSTIN",2
--,,,,,"REBOUND OFF by FREBIS,RONNIE",,,"REBOUND OFF by FREBIS,RONNIE",2
12:46,,39,,44 (+5),"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 39-44 (+5),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
12:29,"SUB IN by CHERAMIE,CADEN",,,,,,,"SUB IN by CHERAMIE,CADEN",2
12:29,"SUB IN by SAPP,JAMES",,,,,,,"SUB IN by SAPP,JAMES",2
12:29,"SUB IN by BROWNING,JAIRUS",,,,,,,"SUB IN by BROWNING,JAIRUS",2
12:29,"SUB OUT by CUETO,JUSTIN",,,,,,,"SUB OUT by CUETO,JUSTIN",2
12:29,"SUB OUT by WHITAKER,ISAIAH",,,,,,,"SUB OUT by WHITAKER,ISAIAH",2
12:29,"SUB OUT by PAWSAT,BROOKS",,,,,,,"SUB OUT by PAWSAT,BROOKS",2
12:15,"GOOD 3PTR by BLOUNT,JONATHAN",42,,44 (+2),,CENTMEN 42-44 (+2),,"GOOD 3PTR by BLOUNT,JONATHAN",2
--,"ASSIST  by BROWNING,JAIRUS",,,,,,,"ASSIST  by BROWNING,JAIRUS",2
11:46,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
11:45,"STEAL  by DEMOUCHET,KENDALL",,,,,,,"STEAL  by DEMOUCHET,KENDALL",2
11:43,,,,,"FOUL  by AUBERT,DUSTIN",,,"FOUL  by AUBERT,DUSTIN",2
11:43,"MISS FT by CHERAMIE,CADEN",,,,,,,"MISS FT by CHERAMIE,CADEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:43,"GOOD FT by CHERAMIE,CADEN",43,,44 (+1),,CENTMEN 43-44 (+1),,"GOOD FT by CHERAMIE,CADEN",2
11:34,,43,,47 (+4),"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 43-47 (+4),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by AUBERT,DUSTIN",,,"ASSIST  by AUBERT,DUSTIN",2
11:05,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
11:05,"GOOD FT by BLOUNT,JONATHAN",44,,47 (+3),,CENTMEN 44-47 (+3),,"GOOD FT by BLOUNT,JONATHAN",2
11:05,"GOOD FT by BLOUNT,JONATHAN",45,,47 (+2),,CENTMEN 45-47 (+2),,"GOOD FT by BLOUNT,JONATHAN",2
10:37,,45,,50 (+5),"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 45-50 (+5),,"GOOD 3PTR by ROBERTSON,MARC",2
10:25,"MISS JUMPER by BLOUNT,JONATHAN",,,,,,,"MISS JUMPER by BLOUNT,JONATHAN",2
--,"REBOUND OFF by SAPP,JAMES",,,,,,,"REBOUND OFF by SAPP,JAMES",2
10:22,"GOOD LAYUP by SAPP,JAMES(in the paint)",47,,50 (+3),,CENTMEN 47-50 (+3),,"GOOD LAYUP by SAPP,JAMES(in the paint)",2
09:53,,47,,53 (+6),"GOOD 3PTR by BERGER,RYAN",MILLSAPS 47-53 (+6),,"GOOD 3PTR by BERGER,RYAN",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
09:43,"GOOD LAYUP by CHERAMIE,CADEN(in the paint)",49,,53 (+4),,CENTMEN 49-53 (+4),,"GOOD LAYUP by CHERAMIE,CADEN(in the paint)",2
09:26,,,,,"MISS 3PTR by GILLIGAN,TULLY",,,"MISS 3PTR by GILLIGAN,TULLY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:23,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
09:23,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",2
09:23,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
09:23,,,,,"SUB OUT by FREBIS,RONNIE",,,"SUB OUT by FREBIS,RONNIE",2
09:23,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
09:23,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
09:04,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
08:57,"MISS JUMPER by BLOUNT,JONATHAN",,,,,,,"MISS JUMPER by BLOUNT,JONATHAN",2
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",2
08:27,,,,,"MISS JUMPER by MCELVEEN,MAC",,,"MISS JUMPER by MCELVEEN,MAC",2
--,"REBOUND DEF by BROWNING,JAIRUS",,,,,,,"REBOUND DEF by BROWNING,JAIRUS",2
08:20,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
08:20,"MISS FT by DEMOUCHET,KENDALL",,,,,,,"MISS FT by DEMOUCHET,KENDALL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:20,"GOOD FT by DEMOUCHET,KENDALL",50,,53 (+3),,CENTMEN 50-53 (+3),,"GOOD FT by DEMOUCHET,KENDALL",2
08:20,"SUB IN by WILLIAMS,DONOVAN",,,,,,,"SUB IN by WILLIAMS,DONOVAN",2
08:20,"SUB OUT by SAPP,JAMES",,,,,,,"SUB OUT by SAPP,JAMES",2
07:50,,50,,56 (+6),"GOOD 3PTR by KASTNER,MURRAY",MILLSAPS 50-56 (+6),,"GOOD 3PTR by KASTNER,MURRAY",2
--,,,,,"ASSIST  by AUBERT,DUSTIN",,,"ASSIST  by AUBERT,DUSTIN",2
07:40,"MISS JUMPER by CHERAMIE,CADEN",,,,,,,"MISS JUMPER by CHERAMIE,CADEN",2
--,,,,,"REBOUND DEF by AUBERT,DUSTIN",,,"REBOUND DEF by AUBERT,DUSTIN",2
07:14,,,,,"TURNOVER  by GERCHOW,ALEX",,,"TURNOVER  by GERCHOW,ALEX",2
07:09,"GOOD LAYUP by CHERAMIE,CADEN(fastbreak)(in the paint)",52,,56 (+4),,CENTMEN 52-56 (+4),,"GOOD LAYUP by CHERAMIE,CADEN(fastbreak)(in the paint)",2
--,"ASSIST  by WILLIAMS,DONOVAN",,,,,,,"ASSIST  by WILLIAMS,DONOVAN",2
06:47,,,,,"MISS JUMPER by AUBERT,DUSTIN",,,"MISS JUMPER by AUBERT,DUSTIN",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
06:42,,52,,58 (+6),"GOOD LAYUP by GERCHOW,ALEX(in the paint)",MILLSAPS 52-58 (+6),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
06:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:24,"MISS 3PTR by BLOUNT,JONATHAN",,,,,,,"MISS 3PTR by BLOUNT,JONATHAN",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
05:46,,,,,"MISS JUMPER by KASTNER,MURRAY",,,"MISS JUMPER by KASTNER,MURRAY",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
05:41,"FOUL  by BROWNING,JAIRUS",,,,,,,"FOUL  by BROWNING,JAIRUS",2
05:41,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
05:41,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
05:31,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",2
--,,,,,"REBOUND OFF by KASTNER,MURRAY",,,"REBOUND OFF by KASTNER,MURRAY",2
05:17,"FOUL  by BROWNING,JAIRUS",,,,,,,"FOUL  by BROWNING,JAIRUS",2
05:17,,52,,59 (+7),"GOOD FT by KASTNER,MURRAY",MILLSAPS 52-59 (+7),,"GOOD FT by KASTNER,MURRAY",2
05:17,,52,,60 (+8),"GOOD FT by KASTNER,MURRAY",MILLSAPS 52-60 (+8),,"GOOD FT by KASTNER,MURRAY",2
05:17,"SUB IN by SAPP,JAMES",,,,,,,"SUB IN by SAPP,JAMES",2
05:17,"SUB IN by WHITAKER,ISAIAH",,,,,,,"SUB IN by WHITAKER,ISAIAH",2
05:17,"SUB OUT by WILLIAMS,DONOVAN",,,,,,,"SUB OUT by WILLIAMS,DONOVAN",2
05:17,"SUB OUT by BROWNING,JAIRUS",,,,,,,"SUB OUT by BROWNING,JAIRUS",2
05:04,"MISS LAYUP by CHERAMIE,CADEN",,,,,,,"MISS LAYUP by CHERAMIE,CADEN",2
--,"REBOUND OFF by BLOUNT,JONATHAN",,,,,,,"REBOUND OFF by BLOUNT,JONATHAN",2
04:52,,,,,"FOUL  by AUBERT,DUSTIN",,,"FOUL  by AUBERT,DUSTIN",2
04:52,"GOOD FT by BLOUNT,JONATHAN",53,,60 (+7),,CENTMEN 53-60 (+7),,"GOOD FT by BLOUNT,JONATHAN",2
04:52,"GOOD FT by BLOUNT,JONATHAN",54,,60 (+6),,CENTMEN 54-60 (+6),,"GOOD FT by BLOUNT,JONATHAN",2
04:52,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
04:52,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
04:36,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
04:34,"STEAL  by SAPP,JAMES",,,,,,,"STEAL  by SAPP,JAMES",2
04:29,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
04:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:29,"MISS FT by CHERAMIE,CADEN",,,,,,,"MISS FT by CHERAMIE,CADEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:29,"GOOD FT by CHERAMIE,CADEN",55,,60 (+5),,CENTMEN 55-60 (+5),,"GOOD FT by CHERAMIE,CADEN",2
04:29,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
04:29,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
04:24,,55,,62 (+7),"GOOD LAYUP by GERCHOW,ALEX(in the paint)",MILLSAPS 55-62 (+7),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
04:14,"GOOD LAYUP by SAPP,JAMES(in the paint)",57,,62 (+5),,CENTMEN 57-62 (+5),,"GOOD LAYUP by SAPP,JAMES(in the paint)",2
--,"ASSIST  by CHERAMIE,CADEN",,,,,,,"ASSIST  by CHERAMIE,CADEN",2
04:02,"FOUL  by SAPP,JAMES",,,,,,,"FOUL  by SAPP,JAMES",2
04:02,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",2
--,"REBOUND DEF by SAPP,JAMES",,,,,,,"REBOUND DEF by SAPP,JAMES",2
03:57,"MISS LAYUP by BLOUNT,JONATHAN",,,,,,,"MISS LAYUP by BLOUNT,JONATHAN",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
03:51,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",2
03:50,"STEAL  by BLOUNT,JONATHAN",,,,,,,"STEAL  by BLOUNT,JONATHAN",2
03:49,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
03:49,"GOOD FT by BLOUNT,JONATHAN",58,,62 (+4),,CENTMEN 58-62 (+4),,"GOOD FT by BLOUNT,JONATHAN",2
03:49,"GOOD FT by BLOUNT,JONATHAN",59,,62 (+3),,CENTMEN 59-62 (+3),,"GOOD FT by BLOUNT,JONATHAN",2
03:49,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
03:49,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
03:41,,59,,64 (+5),"GOOD LAYUP by BERGER,RYAN(in the paint)",MILLSAPS 59-64 (+5),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
--,,,,,"ASSIST  by AUBERT,DUSTIN",,,"ASSIST  by AUBERT,DUSTIN",2
03:20,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
03:20,"GOOD FT by BLOUNT,JONATHAN",60,,64 (+4),,CENTMEN 60-64 (+4),,"GOOD FT by BLOUNT,JONATHAN",2
03:20,"GOOD FT by BLOUNT,JONATHAN",61,,64 (+3),,CENTMEN 61-64 (+3),,"GOOD FT by BLOUNT,JONATHAN",2
03:20,"SUB IN by WILLIAMS,DONOVAN",,,,,,,"SUB IN by WILLIAMS,DONOVAN",2
03:20,"SUB IN by BROWNING,JAIRUS",,,,,,,"SUB IN by BROWNING,JAIRUS",2
03:20,"SUB OUT by SAPP,JAMES",,,,,,,"SUB OUT by SAPP,JAMES",2
03:20,"SUB OUT by WHITAKER,ISAIAH",,,,,,,"SUB OUT by WHITAKER,ISAIAH",2
02:46,,,,,"MISS 3PTR by KASTNER,MURRAY",,,"MISS 3PTR by KASTNER,MURRAY",2
02:46,"BLOCK  by DEMOUCHET,KENDALL",,,,,,,"BLOCK  by DEMOUCHET,KENDALL",2
--,"REBOUND DEF by BLOUNT,JONATHAN",,,,,,,"REBOUND DEF by BLOUNT,JONATHAN",2
02:39,"GOOD LAYUP by DEMOUCHET,KENDALL(fastbreak)(in the paint)",63,,64 (+1),,CENTMEN 63-64 (+1),,"GOOD LAYUP by DEMOUCHET,KENDALL(fastbreak)(in the paint)",2
--,"ASSIST  by BLOUNT,JONATHAN",,,,,,,"ASSIST  by BLOUNT,JONATHAN",2
02:15,,63,,67 (+4),"GOOD 3PTR by KASTNER,MURRAY",MILLSAPS 63-67 (+4),,"GOOD 3PTR by KASTNER,MURRAY",2
--,,,,,"ASSIST  by AUBERT,DUSTIN",,,"ASSIST  by AUBERT,DUSTIN",2
01:51,"GOOD JUMPER by DEMOUCHET,KENDALL",65,,67 (+2),,CENTMEN 65-67 (+2),,"GOOD JUMPER by DEMOUCHET,KENDALL",2
01:21,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:21,"SUB IN by SAPP,JAMES",,,,,,,"SUB IN by SAPP,JAMES",2
01:21,"SUB OUT by WILLIAMS,DONOVAN",,,,,,,"SUB OUT by WILLIAMS,DONOVAN",2
01:13,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by DEMOUCHET,KENDALL",,,,,,,"REBOUND DEF by DEMOUCHET,KENDALL",2
01:04,"GOOD LAYUP by DEMOUCHET,KENDALL(in the paint)",67,,67,,CENTMEN 67-67 (0),,"GOOD LAYUP by DEMOUCHET,KENDALL(in the paint)",2
--,"ASSIST  by BROWNING,JAIRUS",,,,,,,"ASSIST  by BROWNING,JAIRUS",2
00:56,"SUB IN by WILLIAMS,DONOVAN",,,,,,,"SUB IN by WILLIAMS,DONOVAN",2
00:56,"SUB OUT by SAPP,JAMES",,,,,,,"SUB OUT by SAPP,JAMES",2
00:42,"FOUL  by DEMOUCHET,KENDALL",,,,,,,"FOUL  by DEMOUCHET,KENDALL",2
00:42,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",2
--,"REBOUND DEF by CHERAMIE,CADEN",,,,,,,"REBOUND DEF by CHERAMIE,CADEN",2
00:42,"SUB IN by SAPP,JAMES",,,,,,,"SUB IN by SAPP,JAMES",2
00:42,"SUB OUT by WILLIAMS,DONOVAN",,,,,,,"SUB OUT by WILLIAMS,DONOVAN",2
00:35,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:35,"SUB IN by WILLIAMS,DONOVAN",,,,,,,"SUB IN by WILLIAMS,DONOVAN",2
00:35,"SUB OUT by SAPP,JAMES",,,,,,,"SUB OUT by SAPP,JAMES",2
00:35,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
00:35,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",2
00:35,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
00:35,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
00:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:11,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
00:11,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
00:11,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
00:11,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
00:11,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
00:06,"TURNOVER  by PAWSAT,BROOKS",,,,,,,"TURNOVER  by PAWSAT,BROOKS",2
00:03,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
00:02,,67,,69 (+2),"GOOD LAYUP by MCELVEEN,MAC(fastbreak)(in the paint)",MILLSAPS 67-69 (+2),,"GOOD LAYUP by MCELVEEN,MAC(fastbreak)(in the paint)",2
00:01,"GOOD JUMPER by PAWSAT,BROOKS",69,,69,,CENTMEN 69-69 (0),,"GOOD JUMPER by PAWSAT,BROOKS",2
04:45,,69,,72 (+3),"GOOD 3PTR by ROBERTSON,MARC",MILLSAPS 69-72 (+3),,"GOOD 3PTR by ROBERTSON,MARC",3
--,,,,,"ASSIST  by AUBERT,DUSTIN",,,"ASSIST  by AUBERT,DUSTIN",3
04:24,"TURNOVER  by BLOUNT,JONATHAN",,,,,,,"TURNOVER  by BLOUNT,JONATHAN",3
04:23,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",3
04:20,"FOUL  by PAWSAT,BROOKS",,,,,,,"FOUL  by PAWSAT,BROOKS",3
04:20,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
04:20,,69,,73 (+4),"GOOD FT by GERCHOW,ALEX",MILLSAPS 69-73 (+4),,"GOOD FT by GERCHOW,ALEX",3
04:20,"SUB IN by PAWSAT,BROOKS",,,,,,,"SUB IN by PAWSAT,BROOKS",3
04:20,"SUB OUT by DEMOUCHET,KENDALL",,,,,,,"SUB OUT by DEMOUCHET,KENDALL",3
04:20,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",3
04:20,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",3
04:11,"TURNOVER  by BLOUNT,JONATHAN",,,,,,,"TURNOVER  by BLOUNT,JONATHAN",3
03:36,"FOUL  by WILLIAMS,DONOVAN",,,,,,,"FOUL  by WILLIAMS,DONOVAN",3
03:36,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
03:36,,69,,74 (+5),"GOOD FT by BERGER,RYAN",MILLSAPS 69-74 (+5),,"GOOD FT by BERGER,RYAN",3
03:36,,,,,"SUB OUT by FREBIS,RONNIE",,,"SUB OUT by FREBIS,RONNIE",3
03:36,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",3
03:22,"MISS 3PTR by BROWNING,JAIRUS",,,,,,,"MISS 3PTR by BROWNING,JAIRUS",3
--,"REBOUND OFF by CHERAMIE,CADEN",,,,,,,"REBOUND OFF by CHERAMIE,CADEN",3
03:15,"MISS LAYUP by CHERAMIE,CADEN",,,,,,,"MISS LAYUP by CHERAMIE,CADEN",3
03:15,,,,,"BLOCK  by BERGER,RYAN",,,"BLOCK  by BERGER,RYAN",3
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",3
03:07,"FOUL  by BROWNING,JAIRUS",,,,,,,"FOUL  by BROWNING,JAIRUS",3
03:07,,69,,75 (+6),"GOOD FT by AUBERT,DUSTIN",MILLSAPS 69-75 (+6),,"GOOD FT by AUBERT,DUSTIN",3
03:07,,69,,76 (+7),"GOOD FT by AUBERT,DUSTIN",MILLSAPS 69-76 (+7),,"GOOD FT by AUBERT,DUSTIN",3
03:07,"SUB IN by WHITAKER,ISAIAH",,,,,,,"SUB IN by WHITAKER,ISAIAH",3
03:07,"SUB OUT by BROWNING,JAIRUS",,,,,,,"SUB OUT by BROWNING,JAIRUS",3
03:07,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",3
03:07,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",3
02:54,"MISS LAYUP by CHERAMIE,CADEN",,,,,,,"MISS LAYUP by CHERAMIE,CADEN",3
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",3
02:50,"FOUL  by CHERAMIE,CADEN",,,,,,,"FOUL  by CHERAMIE,CADEN",3
02:50,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
02:50,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",3
--,"REBOUND DEF by CHERAMIE,CADEN",,,,,,,"REBOUND DEF by CHERAMIE,CADEN",3
02:36,"MISS 3PTR by PAWSAT,BROOKS",,,,,,,"MISS 3PTR by PAWSAT,BROOKS",3
--,"REBOUND OFF by CHERAMIE,CADEN",,,,,,,"REBOUND OFF by CHERAMIE,CADEN",3
02:32,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",3
02:32,"MISS FT by CHERAMIE,CADEN",,,,,,,"MISS FT by CHERAMIE,CADEN",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
02:32,"SUB IN by DEMOUCHET,KENDALL",,,,,,,"SUB IN by DEMOUCHET,KENDALL",3
02:32,"SUB OUT by WILLIAMS,DONOVAN",,,,,,,"SUB OUT by WILLIAMS,DONOVAN",3
02:32,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",3
02:32,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",3
02:32,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",3
02:32,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",3
02:31,"GOOD FT by CHERAMIE,CADEN",70,,76 (+6),,CENTMEN 70-76 (+6),,"GOOD FT by CHERAMIE,CADEN",3
02:27,"FOUL  by BLOUNT,JONATHAN",,,,,,,"FOUL  by BLOUNT,JONATHAN",3
02:27,,70,,77 (+7),"GOOD FT by GILLIGAN,TULLY",MILLSAPS 70-77 (+7),,"GOOD FT by GILLIGAN,TULLY",3
