Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:29,,28,,38 (+10),"GOOD JUMPER by WELCH,ROSS(in the paint)",BSC 28-38 (-10),,"GOOD JUMPER by WELCH,ROSS(in the paint)",2
17:21,"GOOD LAYUP by FREBIS,RONNIE(fastbreak)(in the paint)",30,,38 (+8),,MILLSAPS 30-38 (-8),,"GOOD LAYUP by FREBIS,RONNIE(fastbreak)(in the paint)",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
17:07,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
17:07,,30,,39 (+9),"GOOD FT by THOMAS,LARRY",BSC 30-39 (-9),,"GOOD FT by THOMAS,LARRY",2
17:07,,30,,40 (+10),"GOOD FT by THOMAS,LARRY",BSC 30-40 (-10),,"GOOD FT by THOMAS,LARRY",2
17:00,"GOOD JUMPER by KASTNER,MURRAY(in the paint)",32,,40 (+8),,MILLSAPS 32-40 (-8),,"GOOD JUMPER by KASTNER,MURRAY(in the paint)",2
16:51,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,"REBOUND DEF by FREBIS,RONNIE",,,,,,,"REBOUND DEF by FREBIS,RONNIE",2
16:40,"GOOD LAYUP by BERGER,RYAN(in the paint)",34,,40 (+6),,MILLSAPS 34-40 (-6),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
16:19,,34,,43 (+9),"GOOD 3PTR by THOMAS,LARRY",BSC 34-43 (-9),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
16:03,"GOOD JUMPER by GILLIGAN,TULLY",36,,43 (+7),,MILLSAPS 36-43 (-7),,"GOOD JUMPER by GILLIGAN,TULLY",2
15:44,,36,,46 (+10),"GOOD 3PTR by HOLLAND,JASON",BSC 36-46 (-10),,"GOOD 3PTR by HOLLAND,JASON",2
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",2
15:20,"MISS 3PTR by BERGER,RYAN",,,,,,,"MISS 3PTR by BERGER,RYAN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
15:06,,36,,48 (+12),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 36-48 (-12),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
15:06,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
15:06,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
15:06,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
15:06,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
15:06,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
15:06,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
15:06,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
15:06,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
15:06,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
15:06,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
14:41,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",38,,48 (+10),,MILLSAPS 38-48 (-10),,"GOOD LAYUP by FREBIS,RONNIE(in the paint)",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
14:41,,,,,"FOUL  by FREEMAN,SCHYLAR",,,"FOUL  by FREEMAN,SCHYLAR",2
14:41,"GOOD FT by FREBIS,RONNIE",39,,48 (+9),,MILLSAPS 39-48 (-9),,"GOOD FT by FREBIS,RONNIE",2
14:41,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
14:41,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
14:41,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
14:41,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
14:34,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
14:25,,,,,"TURNOVER  by HOLLE,MASON",,,"TURNOVER  by HOLLE,MASON",2
14:08,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
13:54,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
13:54,,39,,49 (+10),"GOOD FT by THOMAS,LARRY",BSC 39-49 (-10),,"GOOD FT by THOMAS,LARRY",2
13:54,,39,,50 (+11),"GOOD FT by THOMAS,LARRY",BSC 39-50 (-11),,"GOOD FT by THOMAS,LARRY",2
13:28,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
13:21,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
13:21,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
13:21,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",2
13:21,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
13:16,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",2
13:11,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",2
12:47,"GOOD LAYUP by KASTNER,MURRAY(in the paint)",41,,50 (+9),,MILLSAPS 41-50 (-9),,"GOOD LAYUP by KASTNER,MURRAY(in the paint)",2
12:30,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
12:28,"STEAL  by AUBERT,DUSTIN",,,,,,,"STEAL  by AUBERT,DUSTIN",2
12:24,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",2
12:24,"GOOD FT by MCELVEEN,MAC",42,,50 (+8),,MILLSAPS 42-50 (-8),,"GOOD FT by MCELVEEN,MAC",2
12:24,"MISS FT by MCELVEEN,MAC",,,,,,,"MISS FT by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by GALFSKY,ANDER",,,"REBOUND DEF by GALFSKY,ANDER",2
12:24,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
12:24,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
12:24,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
12:24,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
12:24,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
12:24,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
12:10,,,,,"MISS JUMPER by LEWIS,EVAN",,,"MISS JUMPER by LEWIS,EVAN",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
11:44,"GOOD 3PTR by MCELVEEN,MAC",45,,50 (+5),,MILLSAPS 45-50 (-5),,"GOOD 3PTR by MCELVEEN,MAC",2
--,"ASSIST  by AUBERT,DUSTIN",,,,,,,"ASSIST  by AUBERT,DUSTIN",2
11:42,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
11:42,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
11:42,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
11:42,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
11:27,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",,,"MISS 3PTR by MARSCHNER,BRENDAN",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
11:26,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
11:26,"GOOD FT by GAGEN,BRENNAN",46,,50 (+4),,MILLSAPS 46-50 (-4),,"GOOD FT by GAGEN,BRENNAN",2
11:26,"GOOD FT by GAGEN,BRENNAN",47,,50 (+3),,MILLSAPS 47-50 (-3),,"GOOD FT by GAGEN,BRENNAN",2
11:15,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
11:15,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:15,,47,,51 (+4),"GOOD FT by THOM,IAN",BSC 47-51 (-4),,"GOOD FT by THOM,IAN",2
10:56,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",49,,51 (+2),,MILLSAPS 49-51 (-2),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
10:42,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
10:42,,49,,52 (+3),"GOOD FT by SCHAMP,GRIFFIN",BSC 49-52 (-3),,"GOOD FT by SCHAMP,GRIFFIN",2
10:42,,49,,53 (+4),"GOOD FT by SCHAMP,GRIFFIN",BSC 49-53 (-4),,"GOOD FT by SCHAMP,GRIFFIN",2
10:42,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
10:42,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
10:42,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
10:42,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
10:42,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
10:42,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
10:42,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
10:42,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
10:25,"GOOD 3PTR by MCELVEEN,MAC",52,,53 (+1),,MILLSAPS 52-53 (-1),,"GOOD 3PTR by MCELVEEN,MAC",2
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",2
10:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:09,,52,,55 (+3),"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 52-55 (-3),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
10:03,"TURNOVER  by MCELVEEN,MAC",,,,,,,"TURNOVER  by MCELVEEN,MAC",2
10:02,,,,,"STEAL  by FREEMAN,SCHYLAR",,,"STEAL  by FREEMAN,SCHYLAR",2
10:00,,52,,58 (+6),"GOOD 3PTR by WELCH,ROSS",BSC 52-58 (-6),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
09:32,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",54,,58 (+4),,MILLSAPS 54-58 (-4),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
09:32,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
09:32,"MISS FT by AUBERT,DUSTIN",,,,,,,"MISS FT by AUBERT,DUSTIN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
09:12,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
09:11,"STEAL  by AUBERT,DUSTIN",,,,,,,"STEAL  by AUBERT,DUSTIN",2
09:01,"MISS LAYUP by AUBERT,DUSTIN",,,,,,,"MISS LAYUP by AUBERT,DUSTIN",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
08:55,,54,,61 (+7),"GOOD 3PTR by THOMAS,LARRY",BSC 54-61 (-7),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
08:42,"TURNOVER  by MCELVEEN,MAC",,,,,,,"TURNOVER  by MCELVEEN,MAC",2
08:40,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
08:40,,,,,"FOUL  by FREEMAN,SCHYLAR",,,"FOUL  by FREEMAN,SCHYLAR",2
08:40,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",2
08:40,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:40,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
08:40,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
08:15,"TURNOVER  by BERGER,RYAN",,,,,,,"TURNOVER  by BERGER,RYAN",2
08:02,,54,,64 (+10),"GOOD 3PTR by THOMAS,LARRY",BSC 54-64 (-10),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
07:46,"MISS LAYUP by KASTNER,MURRAY",,,,,,,"MISS LAYUP by KASTNER,MURRAY",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
07:42,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",56,,64 (+8),,MILLSAPS 56-64 (-8),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
07:28,,56,,66 (+10),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 56-66 (-10),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
07:28,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
07:28,,56,,67 (+11),"GOOD FT by WELCH,ROSS",BSC 56-67 (-11),,"GOOD FT by WELCH,ROSS",2
07:28,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
07:28,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
07:23,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
07:23,,,,,"BLOCK  by THOMAS,LARRY",,,"BLOCK  by THOMAS,LARRY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:59,"GOOD JUMPER by BERGER,RYAN",58,,67 (+9),,MILLSAPS 58-67 (-9),,"GOOD JUMPER by BERGER,RYAN",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
06:40,,58,,70 (+12),"GOOD 3PTR by WELCH,ROSS",BSC 58-70 (-12),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
06:20,"MISS LAYUP by KASTNER,MURRAY",,,,,,,"MISS LAYUP by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
06:10,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",2
06:08,"STEAL  by GILLIGAN,TULLY",,,,,,,"STEAL  by GILLIGAN,TULLY",2
06:06,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
05:43,,58,,72 (+14),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 58-72 (-14),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
05:15,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
05:00,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
04:58,"STEAL  by KASTNER,MURRAY",,,,,,,"STEAL  by KASTNER,MURRAY",2
04:56,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
04:56,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",2
04:56,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
04:56,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
04:56,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
04:56,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
04:46,"GOOD LAYUP by BERGER,RYAN(in the paint)",60,,72 (+12),,MILLSAPS 60-72 (-12),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
04:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:40,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
04:40,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
04:26,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
04:19,,60,,74 (+14),"GOOD TIPIN by THOMAS,LARRY(in the paint)",BSC 60-74 (-14),,"GOOD TIPIN by THOMAS,LARRY(in the paint)",2
04:12,"GOOD 3PTR by KASTNER,MURRAY",63,,74 (+11),,MILLSAPS 63-74 (-11),,"GOOD 3PTR by KASTNER,MURRAY",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
03:45,,63,,77 (+14),"GOOD 3PTR by THOMAS,LARRY",BSC 63-77 (-14),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
03:31,"GOOD JUMPER by KASTNER,MURRAY",65,,77 (+12),,MILLSAPS 65-77 (-12),,"GOOD JUMPER by KASTNER,MURRAY",2
03:06,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
03:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:06,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
03:06,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
03:03,"GOOD 3PTR by KASTNER,MURRAY",68,,77 (+9),,MILLSAPS 68-77 (-9),,"GOOD 3PTR by KASTNER,MURRAY",2
--,"ASSIST  by AUBERT,DUSTIN",,,,,,,"ASSIST  by AUBERT,DUSTIN",2
02:57,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:57,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
02:57,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
02:57,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
02:57,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
02:57,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
02:57,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
02:44,,,,,"MISS LAYUP by HENRY,COLIN",,,"MISS LAYUP by HENRY,COLIN",2
--,"REBOUND DEF by FREBIS,RONNIE",,,,,,,"REBOUND DEF by FREBIS,RONNIE",2
02:43,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
02:43,"GOOD FT by FREBIS,RONNIE",69,,77 (+8),,MILLSAPS 69-77 (-8),,"GOOD FT by FREBIS,RONNIE",2
02:43,"GOOD FT by FREBIS,RONNIE",70,,77 (+7),,MILLSAPS 70-77 (-7),,"GOOD FT by FREBIS,RONNIE",2
02:43,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
02:43,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
02:31,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",2
02:21,"FOUL  by FREBIS,RONNIE",,,,,,,"FOUL  by FREBIS,RONNIE",2
02:21,"TURNOVER  by FREBIS,RONNIE",,,,,,,"TURNOVER  by FREBIS,RONNIE",2
02:20,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
02:19,"STEAL  by FREBIS,RONNIE",,,,,,,"STEAL  by FREBIS,RONNIE",2
02:14,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",72,,77 (+5),,MILLSAPS 72-77 (-5),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
01:34,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",2
01:34,"BLOCK  by ROBERTSON,MARC",,,,,,,"BLOCK  by ROBERTSON,MARC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:18,"TURNOVER  by FREBIS,RONNIE",,,,,,,"TURNOVER  by FREBIS,RONNIE",2
01:17,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
01:14,,72,,78 (+6),"GOOD FT by HOLLAND,JASON",BSC 72-78 (-6),,"GOOD FT by HOLLAND,JASON",2
01:14,,72,,79 (+7),"GOOD FT by HOLLAND,JASON",BSC 72-79 (-7),,"GOOD FT by HOLLAND,JASON",2
01:14,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
01:14,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
01:14,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
01:14,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
01:06,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",74,,79 (+5),,MILLSAPS 74-79 (-5),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
01:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:54,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
00:53,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
00:50,"GOOD LAYUP by GILLIGAN,TULLY(fastbreak)(in the paint)",76,,79 (+3),,MILLSAPS 76-79 (-3),,"GOOD LAYUP by GILLIGAN,TULLY(fastbreak)(in the paint)",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
00:46,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
00:46,,76,,80 (+4),"GOOD FT by HOLLAND,JASON",BSC 76-80 (-4),,"GOOD FT by HOLLAND,JASON",2
00:46,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
00:36,"MISS LAYUP by KASTNER,MURRAY",,,,,,,"MISS LAYUP by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
00:34,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
00:34,,76,,81 (+5),"GOOD FT by HOLLAND,JASON",BSC 76-81 (-5),,"GOOD FT by HOLLAND,JASON",2
00:34,,76,,82 (+6),"GOOD FT by HOLLAND,JASON",BSC 76-82 (-6),,"GOOD FT by HOLLAND,JASON",2
00:34,"SUB IN by HANTSAD,RAJAN",,,,,,,"SUB IN by HANTSAD,RAJAN",2
00:34,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
00:26,"MISS 3PTR by HANTSAD,RAJAN",,,,,,,"MISS 3PTR by HANTSAD,RAJAN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
