Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,SUM,Game Score,Team Indicator,Play,Period
17:00,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
17:00,"SUB IN by FILLINGIM,DANIEL",,,,,,,"SUB IN by FILLINGIM,DANIEL",2
17:00,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
17:00,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
17:00,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
17:00,,,,,"SUB IN by MOODY,WALT",,,"SUB IN by MOODY,WALT",2
17:00,,,,,"SUB OUT by STARKS,JIMI",,,"SUB OUT by STARKS,JIMI",2
16:34,,,,,"MISS 3PTR by MOODY,WALT",,,"MISS 3PTR by MOODY,WALT",2
--,,,,,"REBOUND OFF by GREEN,AVERY",,,"REBOUND OFF by GREEN,AVERY",2
16:29,,27,,34 (+7),"GOOD JUMPER by GREEN,AVERY(in the paint)",SUM 27-34 (-7),,"GOOD JUMPER by GREEN,AVERY(in the paint)",2
16:05,"MISS LAYUP by FILLINGIM,DANIEL",,,,,,,"MISS LAYUP by FILLINGIM,DANIEL",2
--,,,,,"REBOUND DEF by LECSAINT,KEVIN",,,"REBOUND DEF by LECSAINT,KEVIN",2
15:58,,,,,"TURNOVER  by CARITHERS,JARED",,,"TURNOVER  by CARITHERS,JARED",2
15:57,"STEAL  by BERGER,RYAN",,,,,,,"STEAL  by BERGER,RYAN",2
15:53,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by LECSAINT,KEVIN",,,"REBOUND DEF by LECSAINT,KEVIN",2
15:28,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
15:28,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",2
15:28,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
15:28,,,,,"SUB IN by LAWRENCE,SAM",,,"SUB IN by LAWRENCE,SAM",2
15:28,,,,,"SUB OUT by LECSAINT,KEVIN",,,"SUB OUT by LECSAINT,KEVIN",2
15:25,,27,,36 (+9),"GOOD JUMPER by GREEN,AVERY",SUM 27-36 (-9),,"GOOD JUMPER by GREEN,AVERY",2
15:24,"FOUL  by FREBIS,RONNIE",,,,,,,"FOUL  by FREBIS,RONNIE",2
15:24,,27,,37 (+10),"GOOD FT by GREEN,AVERY",SUM 27-37 (-10),,"GOOD FT by GREEN,AVERY",2
15:24,,,,,"SUB IN by ALSTON,XAVIER",,,"SUB IN by ALSTON,XAVIER",2
15:24,,,,,"SUB OUT by RUDISILL,CJ",,,"SUB OUT by RUDISILL,CJ",2
15:10,"TURNOVER  by GERCHOW,ALEX",,,,,,,"TURNOVER  by GERCHOW,ALEX",2
15:10,,,,,"STEAL  by ALSTON,XAVIER",,,"STEAL  by ALSTON,XAVIER",2
15:08,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
15:08,,27,,38 (+11),"GOOD FT by GREEN,AVERY",SUM 27-38 (-11),,"GOOD FT by GREEN,AVERY",2
15:08,,27,,39 (+12),"GOOD FT by GREEN,AVERY",SUM 27-39 (-12),,"GOOD FT by GREEN,AVERY",2
15:08,"SUB IN by HANTSAD,RAJAN",,,,,,,"SUB IN by HANTSAD,RAJAN",2
15:08,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
15:02,"GOOD JUMPER by HANTSAD,RAJAN",29,,39 (+10),,MILLSAPS 29-39 (-10),,"GOOD JUMPER by HANTSAD,RAJAN",2
14:40,,29,,41 (+12),"GOOD LAYUP by LAWRENCE,SAM(in the paint)",SUM 29-41 (-12),,"GOOD LAYUP by LAWRENCE,SAM(in the paint)",2
--,,,,,"ASSIST  by GREEN,AVERY",,,"ASSIST  by GREEN,AVERY",2
14:37,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
14:37,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
14:17,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",2
14:16,,,,,"STEAL  by GREEN,AVERY",,,"STEAL  by GREEN,AVERY",2
14:13,,29,,43 (+14),"GOOD LAYUP by GREEN,AVERY(fastbreak)(in the paint)",SUM 29-43 (-14),,"GOOD LAYUP by GREEN,AVERY(fastbreak)(in the paint)",2
14:13,"FOUL  by FILLINGIM,DANIEL",,,,,,,"FOUL  by FILLINGIM,DANIEL",2
14:13,,29,,44 (+15),"GOOD FT by GREEN,AVERY",SUM 29-44 (-15),,"GOOD FT by GREEN,AVERY",2
14:13,,,,,"SUB IN by MITCHELL,BRYCE",,,"SUB IN by MITCHELL,BRYCE",2
14:13,,,,,"SUB OUT by CARITHERS,JARED",,,"SUB OUT by CARITHERS,JARED",2
14:00,,,,,"SUB IN by SERAILE,DANTE",,,"SUB IN by SERAILE,DANTE",2
14:00,,,,,"SUB OUT by MOODY,WALT",,,"SUB OUT by MOODY,WALT",2
13:59,"MISS 3PTR by HANTSAD,RAJAN",,,,,,,"MISS 3PTR by HANTSAD,RAJAN",2
--,,,,,"REBOUND DEF by ALSTON,XAVIER",,,"REBOUND DEF by ALSTON,XAVIER",2
13:51,,,,,"MISS LAYUP by GREEN,AVERY",,,"MISS LAYUP by GREEN,AVERY",2
--,,,,,"REBOUND OFF by MITCHELL,BRYCE",,,"REBOUND OFF by MITCHELL,BRYCE",2
13:44,,,,,"TURNOVER  by GREEN,AVERY",,,"TURNOVER  by GREEN,AVERY",2
13:44,,,,,"FOUL  by GREEN,AVERY",,,"FOUL  by GREEN,AVERY",2
13:44,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",2
13:44,"SUB IN by DEILLIEU,RYAN",,,,,,,"SUB IN by DEILLIEU,RYAN",2
13:44,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
13:44,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
13:44,"SUB OUT by HANTSAD,RAJAN",,,,,,,"SUB OUT by HANTSAD,RAJAN",2
13:44,"SUB OUT by FILLINGIM,DANIEL",,,,,,,"SUB OUT by FILLINGIM,DANIEL",2
13:44,,,,,"SUB IN by WILLIAMSON,CALEB",,,"SUB IN by WILLIAMSON,CALEB",2
13:44,,,,,"SUB OUT by GREEN,AVERY",,,"SUB OUT by GREEN,AVERY",2
13:24,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by SERAILE,DANTE",,,"REBOUND DEF by SERAILE,DANTE",2
13:06,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
13:06,,,,,"MISS FT by MITCHELL,BRYCE",,,"MISS FT by MITCHELL,BRYCE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:06,,29,,45 (+16),"GOOD FT by MITCHELL,BRYCE",SUM 29-45 (-16),,"GOOD FT by MITCHELL,BRYCE",2
12:49,"GOOD JUMPER by BERGER,RYAN",31,,45 (+14),,MILLSAPS 31-45 (-14),,"GOOD JUMPER by BERGER,RYAN",2
12:47,,,,,"FOUL  by ALSTON,XAVIER",,,"FOUL  by ALSTON,XAVIER",2
12:47,"GOOD FT by BERGER,RYAN",32,,45 (+13),,MILLSAPS 32-45 (-13),,"GOOD FT by BERGER,RYAN",2
12:26,,,,,"MISS 3PTR by WILLIAMSON,CALEB",,,"MISS 3PTR by WILLIAMSON,CALEB",2
--,"REBOUND DEF by DEILLIEU,RYAN",,,,,,,"REBOUND DEF by DEILLIEU,RYAN",2
12:18,"MISS JUMPER by MCELVEEN,MAC",,,,,,,"MISS JUMPER by MCELVEEN,MAC",2
--,"REBOUND OFF by FREBIS,RONNIE",,,,,,,"REBOUND OFF by FREBIS,RONNIE",2
12:15,,,,,"FOUL  by SERAILE,DANTE",,,"FOUL  by SERAILE,DANTE",2
12:15,"GOOD FT by FREBIS,RONNIE",33,,45 (+12),,MILLSAPS 33-45 (-12),,"GOOD FT by FREBIS,RONNIE",2
12:15,"GOOD FT by FREBIS,RONNIE",34,,45 (+11),,MILLSAPS 34-45 (-11),,"GOOD FT by FREBIS,RONNIE",2
12:15,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
12:15,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
12:15,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
12:15,"SUB OUT by DEILLIEU,RYAN",,,,,,,"SUB OUT by DEILLIEU,RYAN",2
12:15,,,,,"SUB IN by LECSAINT,KEVIN",,,"SUB IN by LECSAINT,KEVIN",2
12:15,,,,,"SUB IN by CARITHERS,JARED",,,"SUB IN by CARITHERS,JARED",2
12:15,,,,,"SUB OUT by MITCHELL,BRYCE",,,"SUB OUT by MITCHELL,BRYCE",2
12:15,,,,,"SUB OUT by LAWRENCE,SAM",,,"SUB OUT by LAWRENCE,SAM",2
11:59,,,,,"MISS 3PTR by CARITHERS,JARED",,,"MISS 3PTR by CARITHERS,JARED",2
--,"REBOUND DEF by MCELVEEN,MAC",,,,,,,"REBOUND DEF by MCELVEEN,MAC",2
11:53,"GOOD 3PTR by ROBERTSON,MARC",37,,45 (+8),,MILLSAPS 37-45 (-8),,"GOOD 3PTR by ROBERTSON,MARC",2
--,"ASSIST  by MCELVEEN,MAC",,,,,,,"ASSIST  by MCELVEEN,MAC",2
11:50,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:50,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
11:50,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
11:50,,,,,"SUB IN by GREEN,AVERY",,,"SUB IN by GREEN,AVERY",2
11:50,,,,,"SUB OUT by WILLIAMSON,CALEB",,,"SUB OUT by WILLIAMSON,CALEB",2
11:29,,,,,"MISS LAYUP by LECSAINT,KEVIN",,,"MISS LAYUP by LECSAINT,KEVIN",2
11:29,"BLOCK  by GERCHOW,ALEX",,,,,,,"BLOCK  by GERCHOW,ALEX",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
11:19,,,,,"MISS 3PTR by CARITHERS,JARED",,,"MISS 3PTR by CARITHERS,JARED",2
--,,,,,"REBOUND OFF by SERAILE,DANTE",,,"REBOUND OFF by SERAILE,DANTE",2
11:01,,,,,"MISS 3PTR by CARITHERS,JARED",,,"MISS 3PTR by CARITHERS,JARED",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:55,,,,,"SUB IN by MITCHELL,BRYCE",,,"SUB IN by MITCHELL,BRYCE",2
10:55,,,,,"SUB OUT by SERAILE,DANTE",,,"SUB OUT by SERAILE,DANTE",2
10:35,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",2
10:35,,,,,"BLOCK  by MITCHELL,BRYCE",,,"BLOCK  by MITCHELL,BRYCE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:33,,,,,"SUB IN by STARKS,JIMI",,,"SUB IN by STARKS,JIMI",2
10:33,,,,,"SUB OUT by ALSTON,XAVIER",,,"SUB OUT by ALSTON,XAVIER",2
10:22,,37,,48 (+11),"GOOD 3PTR by CARITHERS,JARED",SUM 37-48 (-11),,"GOOD 3PTR by CARITHERS,JARED",2
--,,,,,"ASSIST  by GREEN,AVERY",,,"ASSIST  by GREEN,AVERY",2
10:09,"SUB IN by FILLINGIM,DANIEL",,,,,,,"SUB IN by FILLINGIM,DANIEL",2
10:09,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
10:09,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
10:09,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
09:50,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
--,"REBOUND OFF by GAGEN,BRENNAN",,,,,,,"REBOUND OFF by GAGEN,BRENNAN",2
09:45,"MISS JUMPER by GAGEN,BRENNAN",,,,,,,"MISS JUMPER by GAGEN,BRENNAN",2
09:45,,,,,"BLOCK  by STARKS,JIMI",,,"BLOCK  by STARKS,JIMI",2
--,"REBOUND OFF by KASTNER,MURRAY",,,,,,,"REBOUND OFF by KASTNER,MURRAY",2
09:27,"GOOD JUMPER by GAGEN,BRENNAN",39,,48 (+9),,MILLSAPS 39-48 (-9),,"GOOD JUMPER by GAGEN,BRENNAN",2
--,"ASSIST  by BERGER,RYAN",,,,,,,"ASSIST  by BERGER,RYAN",2
09:05,,39,,50 (+11),"GOOD LAYUP by STARKS,JIMI(in the paint)",SUM 39-50 (-11),,"GOOD LAYUP by STARKS,JIMI(in the paint)",2
--,,,,,"ASSIST  by MITCHELL,BRYCE",,,"ASSIST  by MITCHELL,BRYCE",2
08:50,"TURNOVER  by FILLINGIM,DANIEL",,,,,,,"TURNOVER  by FILLINGIM,DANIEL",2
08:50,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
08:50,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
08:42,"FOUL  by FILLINGIM,DANIEL",,,,,,,"FOUL  by FILLINGIM,DANIEL",2
08:42,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
08:42,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",2
08:42,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
08:42,"SUB OUT by FILLINGIM,DANIEL",,,,,,,"SUB OUT by FILLINGIM,DANIEL",2
08:30,,39,,53 (+14),"GOOD 3PTR by CARITHERS,JARED",SUM 39-53 (-14),,"GOOD 3PTR by CARITHERS,JARED",2
--,,,,,"ASSIST  by LECSAINT,KEVIN",,,"ASSIST  by LECSAINT,KEVIN",2
08:08,"MISS JUMPER by AUBERT,DUSTIN",,,,,,,"MISS JUMPER by AUBERT,DUSTIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:47,,,,,"MISS JUMPER by CARITHERS,JARED",,,"MISS JUMPER by CARITHERS,JARED",2
--,,,,,"REBOUND OFF by LECSAINT,KEVIN",,,"REBOUND OFF by LECSAINT,KEVIN",2
07:45,"FOUL  by FREBIS,RONNIE",,,,,,,"FOUL  by FREBIS,RONNIE",2
07:45,,39,,54 (+15),"GOOD FT by LECSAINT,KEVIN",SUM 39-54 (-15),,"GOOD FT by LECSAINT,KEVIN",2
07:45,,,,,"MISS FT by LECSAINT,KEVIN",,,"MISS FT by LECSAINT,KEVIN",2
--,"REBOUND DEF by KASTNER,MURRAY",,,,,,,"REBOUND DEF by KASTNER,MURRAY",2
07:37,"MISS JUMPER by AUBERT,DUSTIN",,,,,,,"MISS JUMPER by AUBERT,DUSTIN",2
--,"REBOUND OFF by FREBIS,RONNIE",,,,,,,"REBOUND OFF by FREBIS,RONNIE",2
07:35,,,,,"FOUL  by LECSAINT,KEVIN",,,"FOUL  by LECSAINT,KEVIN",2
07:35,,,,,"SUB IN by LAWRENCE,SAM",,,"SUB IN by LAWRENCE,SAM",2
07:35,,,,,"SUB OUT by LECSAINT,KEVIN",,,"SUB OUT by LECSAINT,KEVIN",2
07:25,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by LAWRENCE,SAM",,,"REBOUND DEF by LAWRENCE,SAM",2
07:23,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
07:23,,,,,"MISS FT by LAWRENCE,SAM",,,"MISS FT by LAWRENCE,SAM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:23,"SUB IN by MCELVEEN,MAC",,,,,,,"SUB IN by MCELVEEN,MAC",2
07:23,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
07:22,,,,,"SUB IN by PATTERSON,AARON",,,"SUB IN by PATTERSON,AARON",2
07:22,,,,,"SUB OUT by MITCHELL,BRYCE",,,"SUB OUT by MITCHELL,BRYCE",2
07:12,"MISS 3PTR by MCELVEEN,MAC",,,,,,,"MISS 3PTR by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by STARKS,JIMI",,,"REBOUND DEF by STARKS,JIMI",2
06:47,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
06:47,,39,,55 (+16),"GOOD FT by STARKS,JIMI",SUM 39-55 (-16),,"GOOD FT by STARKS,JIMI",2
06:47,,,,,"MISS FT by STARKS,JIMI",,,"MISS FT by STARKS,JIMI",2
--,"REBOUND DEF by MCELVEEN,MAC",,,,,,,"REBOUND DEF by MCELVEEN,MAC",2
06:37,,,,,"FOUL  by GREEN,AVERY",,,"FOUL  by GREEN,AVERY",2
06:37,"GOOD FT by AUBERT,DUSTIN",40,,55 (+15),,MILLSAPS 40-55 (-15),,"GOOD FT by AUBERT,DUSTIN",2
06:37,"GOOD FT by AUBERT,DUSTIN",41,,55 (+14),,MILLSAPS 41-55 (-14),,"GOOD FT by AUBERT,DUSTIN",2
06:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:37,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
06:37,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
06:37,,,,,"SUB IN by RUDISILL,CJ",,,"SUB IN by RUDISILL,CJ",2
06:37,,,,,"SUB IN by MITCHELL,BRYCE",,,"SUB IN by MITCHELL,BRYCE",2
06:37,,,,,"SUB OUT by STARKS,JIMI",,,"SUB OUT by STARKS,JIMI",2
06:37,,,,,"SUB OUT by GREEN,AVERY",,,"SUB OUT by GREEN,AVERY",2
06:07,,,,,"MISS 3PTR by RUDISILL,CJ",,,"MISS 3PTR by RUDISILL,CJ",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:52,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
05:52,,,,,"SUB IN by LECSAINT,KEVIN",,,"SUB IN by LECSAINT,KEVIN",2
05:52,,,,,"SUB OUT by LAWRENCE,SAM",,,"SUB OUT by LAWRENCE,SAM",2
05:36,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
05:36,,41,,56 (+15),"GOOD FT by LECSAINT,KEVIN",SUM 41-56 (-15),,"GOOD FT by LECSAINT,KEVIN",2
05:36,,,,,"MISS FT by LECSAINT,KEVIN",,,"MISS FT by LECSAINT,KEVIN",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
05:36,"SUB IN by DEILLIEU,RYAN",,,,,,,"SUB IN by DEILLIEU,RYAN",2
05:36,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
05:36,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
05:36,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
05:17,"TURNOVER  by GERCHOW,ALEX",,,,,,,"TURNOVER  by GERCHOW,ALEX",2
05:16,,,,,"STEAL  by MITCHELL,BRYCE",,,"STEAL  by MITCHELL,BRYCE",2
05:16,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
05:16,,41,,57 (+16),"GOOD FT by MITCHELL,BRYCE",SUM 41-57 (-16),,"GOOD FT by MITCHELL,BRYCE",2
05:16,,41,,58 (+17),"GOOD FT by MITCHELL,BRYCE",SUM 41-58 (-17),,"GOOD FT by MITCHELL,BRYCE",2
05:16,"SUB IN by FREBIS,RONNIE",,,,,,,"SUB IN by FREBIS,RONNIE",2
05:16,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
05:03,"TURNOVER  by KASTNER,MURRAY",,,,,,,"TURNOVER  by KASTNER,MURRAY",2
05:02,,,,,"STEAL  by RUDISILL,CJ",,,"STEAL  by RUDISILL,CJ",2
04:59,,,,,"TURNOVER  by PATTERSON,AARON",,,"TURNOVER  by PATTERSON,AARON",2
04:59,"STEAL  by DEILLIEU,RYAN",,,,,,,"STEAL  by DEILLIEU,RYAN",2
04:55,"TURNOVER  by DEILLIEU,RYAN",,,,,,,"TURNOVER  by DEILLIEU,RYAN",2
04:53,,,,,"STEAL  by LECSAINT,KEVIN",,,"STEAL  by LECSAINT,KEVIN",2
04:50,,41,,60 (+19),"GOOD LAYUP by MITCHELL,BRYCE(fastbreak)(in the paint)",SUM 41-60 (-19),,"GOOD LAYUP by MITCHELL,BRYCE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by LECSAINT,KEVIN",,,"ASSIST  by LECSAINT,KEVIN",2
04:35,"TURNOVER  by DEILLIEU,RYAN",,,,,,,"TURNOVER  by DEILLIEU,RYAN",2
04:34,,,,,"STEAL  by LECSAINT,KEVIN",,,"STEAL  by LECSAINT,KEVIN",2
04:31,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
04:31,,,,,"MISS FT by MITCHELL,BRYCE",,,"MISS FT by MITCHELL,BRYCE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:31,,41,,61 (+20),"GOOD FT by MITCHELL,BRYCE",SUM 41-61 (-20),,"GOOD FT by MITCHELL,BRYCE",2
04:31,"SUB IN by HANTSAD,RAJAN",,,,,,,"SUB IN by HANTSAD,RAJAN",2
04:31,"SUB IN by FILLINGIM,DANIEL",,,,,,,"SUB IN by FILLINGIM,DANIEL",2
04:31,"SUB OUT by DEILLIEU,RYAN",,,,,,,"SUB OUT by DEILLIEU,RYAN",2
04:31,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
04:17,,,,,"FOUL  by LECSAINT,KEVIN",,,"FOUL  by LECSAINT,KEVIN",2
04:17,"GOOD FT by MCELVEEN,MAC",42,,61 (+19),,MILLSAPS 42-61 (-19),,"GOOD FT by MCELVEEN,MAC",2
04:17,"MISS FT by MCELVEEN,MAC",,,,,,,"MISS FT by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by RUDISILL,CJ",,,"REBOUND DEF by RUDISILL,CJ",2
03:48,,,,,"MISS JUMPER by CARITHERS,JARED",,,"MISS JUMPER by CARITHERS,JARED",2
--,"REBOUND DEF by HANTSAD,RAJAN",,,,,,,"REBOUND DEF by HANTSAD,RAJAN",2
03:29,"GOOD JUMPER by KASTNER,MURRAY",44,,61 (+17),,MILLSAPS 44-61 (-17),,"GOOD JUMPER by KASTNER,MURRAY",2
03:28,,,,,"FOUL  by MITCHELL,BRYCE",,,"FOUL  by MITCHELL,BRYCE",2
03:28,"GOOD FT by KASTNER,MURRAY",45,,61 (+16),,MILLSAPS 45-61 (-16),,"GOOD FT by KASTNER,MURRAY",2
03:28,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:28,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
03:28,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
03:28,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
03:28,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
03:28,,,,,"SUB IN by ALSTON,XAVIER",,,"SUB IN by ALSTON,XAVIER",2
03:28,,,,,"SUB IN by GREEN,AVERY",,,"SUB IN by GREEN,AVERY",2
03:28,,,,,"SUB IN by STARKS,JIMI",,,"SUB IN by STARKS,JIMI",2
03:28,,,,,"SUB OUT by RUDISILL,CJ",,,"SUB OUT by RUDISILL,CJ",2
03:28,,,,,"SUB OUT by MITCHELL,BRYCE",,,"SUB OUT by MITCHELL,BRYCE",2
03:28,,,,,"SUB OUT by PATTERSON,AARON",,,"SUB OUT by PATTERSON,AARON",2
03:22,"TURNOVER  by BERGER,RYAN",,,,,,,"TURNOVER  by BERGER,RYAN",2
03:14,"MISS 3PTR by MCELVEEN,MAC",,,,,,,"MISS 3PTR by MCELVEEN,MAC",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:08,"MISS JUMPER by FILLINGIM,DANIEL",,,,,,,"MISS JUMPER by FILLINGIM,DANIEL",2
--,,,,,"REBOUND DEF by ALSTON,XAVIER",,,"REBOUND DEF by ALSTON,XAVIER",2
02:36,,45,,64 (+19),"GOOD 3PTR by CARITHERS,JARED",SUM 45-64 (-19),,"GOOD 3PTR by CARITHERS,JARED",2
--,,,,,"ASSIST  by ALSTON,XAVIER",,,"ASSIST  by ALSTON,XAVIER",2
02:20,"MISS 3PTR by BERGER,RYAN",,,,,,,"MISS 3PTR by BERGER,RYAN",2
--,,,,,"REBOUND DEF by LECSAINT,KEVIN",,,"REBOUND DEF by LECSAINT,KEVIN",2
02:13,,45,,66 (+21),"GOOD JUMPER by GREEN,AVERY",SUM 45-66 (-21),,"GOOD JUMPER by GREEN,AVERY",2
02:12,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
02:12,,,,,"MISS FT by GREEN,AVERY",,,"MISS FT by GREEN,AVERY",2
--,"REBOUND DEF by FILLINGIM,DANIEL",,,,,,,"REBOUND DEF by FILLINGIM,DANIEL",2
01:57,"GOOD JUMPER by MCELVEEN,MAC",47,,66 (+19),,MILLSAPS 47-66 (-19),,"GOOD JUMPER by MCELVEEN,MAC",2
01:45,,,,,"TURNOVER  by STARKS,JIMI",,,"TURNOVER  by STARKS,JIMI",2
01:44,"STEAL  by BERGER,RYAN",,,,,,,"STEAL  by BERGER,RYAN",2
01:23,"MISS JUMPER by HANTSAD,RAJAN",,,,,,,"MISS JUMPER by HANTSAD,RAJAN",2
--,,,,,"REBOUND DEF by LECSAINT,KEVIN",,,"REBOUND DEF by LECSAINT,KEVIN",2
01:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:08,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
01:08,"SUB IN by LIKELY,HUSTON",,,,,,,"SUB IN by LIKELY,HUSTON",2
01:08,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
01:08,"SUB OUT by HANTSAD,RAJAN",,,,,,,"SUB OUT by HANTSAD,RAJAN",2
01:08,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
01:08,"SUB OUT by FILLINGIM,DANIEL",,,,,,,"SUB OUT by FILLINGIM,DANIEL",2
01:08,,,,,"SUB IN by STREET,JAYLEN",,,"SUB IN by STREET,JAYLEN",2
01:08,,,,,"SUB IN by MURPH,KYLE",,,"SUB IN by MURPH,KYLE",2
