Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
10:47,"GOOD JUMPER by KINNEY,JORDAN",43,,52 (+9),,OUM 43-52 (+9),,"GOOD JUMPER by KINNEY,JORDAN",2
10:17,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
10:17,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:17,,43,,53 (+10),"GOOD FT by GILLIGAN,TULLY",MILLSAPS 43-53 (+10),,"GOOD FT by GILLIGAN,TULLY",2
10:17,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
10:17,"SUB IN by ROHLFS,VICTOR",,,,,,,"SUB IN by ROHLFS,VICTOR",2
10:17,"SUB OUT by ROMAGUERA,COLE",,,,,,,"SUB OUT by ROMAGUERA,COLE",2
10:17,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
10:17,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
10:17,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
10:17,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
10:17,,,,,"SUB OUT by FREBIS,RONNIE",,,"SUB OUT by FREBIS,RONNIE",2
10:01,"MISS JUMPER by COURSON,TYLER",,,,,,,"MISS JUMPER by COURSON,TYLER",2
10:01,,,,,"BLOCK  by MCELVEEN,MAC",,,"BLOCK  by MCELVEEN,MAC",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
09:30,"FOUL  by PERRY,WILL",,,,,,,"FOUL  by PERRY,WILL",2
09:30,,43,,54 (+11),"GOOD FT by GERCHOW,ALEX",MILLSAPS 43-54 (+11),,"GOOD FT by GERCHOW,ALEX",2
09:30,,43,,55 (+12),"GOOD FT by GERCHOW,ALEX",MILLSAPS 43-55 (+12),,"GOOD FT by GERCHOW,ALEX",2
09:30,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
09:30,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",2
09:30,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
09:30,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
09:22,"MISS 3PTR by ROMAGUERA,COLE",,,,,,,"MISS 3PTR by ROMAGUERA,COLE",2
--,"REBOUND OFF by ROMAGUERA,COLE",,,,,,,"REBOUND OFF by ROMAGUERA,COLE",2
09:18,,,,,"FOUL  by MCELVEEN,MAC",,,"FOUL  by MCELVEEN,MAC",2
09:16,"TURNOVER  by DAVIS,ALEX",,,,,,,"TURNOVER  by DAVIS,ALEX",2
08:54,,,,,"TURNOVER  by KASTNER,MURRAY",,,"TURNOVER  by KASTNER,MURRAY",2
08:53,"STEAL  by ROMAGUERA,COLE",,,,,,,"STEAL  by ROMAGUERA,COLE",2
08:43,"GOOD LAYUP by DAVIS,ALEX(in the paint)",45,,55 (+10),,OUM 45-55 (+10),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
08:21,,,,,"MISS LAYUP by BERGER,RYAN",,,"MISS LAYUP by BERGER,RYAN",2
08:21,"BLOCK  by DAVIS,ALEX",,,,,,,"BLOCK  by DAVIS,ALEX",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:21,"FOUL TECH by DAVIS,ALEX",,,,,,,"FOUL TECH by DAVIS,ALEX",2
08:21,,45,,56 (+11),"GOOD FT by KASTNER,MURRAY",MILLSAPS 45-56 (+11),,"GOOD FT by KASTNER,MURRAY",2
08:21,,45,,57 (+12),"GOOD FT by KASTNER,MURRAY",MILLSAPS 45-57 (+12),,"GOOD FT by KASTNER,MURRAY",2
08:21,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
08:21,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",2
08:21,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
08:21,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
08:13,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
08:06,"GOOD 3PTR by ROHLFS,VICTOR",48,,57 (+9),,OUM 48-57 (+9),,"GOOD 3PTR by ROHLFS,VICTOR",2
--,"ASSIST  by ROMAGUERA,COLE",,,,,,,"ASSIST  by ROMAGUERA,COLE",2
07:34,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
07:34,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",2
07:34,"SUB OUT by ROMAGUERA,COLE",,,,,,,"SUB OUT by ROMAGUERA,COLE",2
07:20,"MISS LAYUP by COURSON,TYLER",,,,,,,"MISS LAYUP by COURSON,TYLER",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
07:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:12,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
07:12,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
07:00,,,,,"MISS LAYUP by GILLIGAN,TULLY",,,"MISS LAYUP by GILLIGAN,TULLY",2
--,"REBOUND DEF by ROHLFS,VICTOR",,,,,,,"REBOUND DEF by ROHLFS,VICTOR",2
06:52,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
06:52,"MISS FT by PERRY,WILL",,,,,,,"MISS FT by PERRY,WILL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:52,"GOOD FT by PERRY,WILL",49,,57 (+8),,OUM 49-57 (+8),,"GOOD FT by PERRY,WILL",2
06:25,,49,,59 (+10),"GOOD LAYUP by BERGER,RYAN(in the paint)",MILLSAPS 49-59 (+10),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
06:25,"FOUL  by SMITH,CONNOR",,,,,,,"FOUL  by SMITH,CONNOR",2
06:25,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
06:09,"GOOD LAYUP by COURSON,TYLER(in the paint)",51,,59 (+8),,OUM 51-59 (+8),,"GOOD LAYUP by COURSON,TYLER(in the paint)",2
05:36,,51,,61 (+10),"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",MILLSAPS 51-61 (+10),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
05:24,"MISS JUMPER by PERRY,WILL",,,,,,,"MISS JUMPER by PERRY,WILL",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
05:21,"FOUL  by COURSON,TYLER",,,,,,,"FOUL  by COURSON,TYLER",2
05:21,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",2
--,"REBOUND DEF by COURSON,TYLER",,,,,,,"REBOUND DEF by COURSON,TYLER",2
05:21,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
05:21,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",2
05:21,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
05:21,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
05:05,"MISS JUMPER by ROHLFS,VICTOR",,,,,,,"MISS JUMPER by ROHLFS,VICTOR",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
04:31,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",2
04:30,"STEAL  by COURSON,TYLER",,,,,,,"STEAL  by COURSON,TYLER",2
04:23,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
04:20,"GOOD 3PTR by ROHLFS,VICTOR",54,,61 (+7),,OUM 54-61 (+7),,"GOOD 3PTR by ROHLFS,VICTOR",2
--,"ASSIST  by DAVIS,ALEX",,,,,,,"ASSIST  by DAVIS,ALEX",2
04:17,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:17,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",2
04:17,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
03:43,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by ROHLFS,VICTOR",,,,,,,"REBOUND DEF by ROHLFS,VICTOR",2
03:34,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
03:34,"MISS FT by ROHLFS,VICTOR",,,,,,,"MISS FT by ROHLFS,VICTOR",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
03:14,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by ROHLFS,VICTOR",,,,,,,"REBOUND DEF by ROHLFS,VICTOR",2
03:04,"GOOD JUMPER by COURSON,TYLER",56,,61 (+5),,OUM 56-61 (+5),,"GOOD JUMPER by COURSON,TYLER",2
02:30,"FOUL  by COURSON,TYLER",,,,,,,"FOUL  by COURSON,TYLER",2
02:30,,56,,62 (+6),"GOOD FT by AUBERT,DUSTIN",MILLSAPS 56-62 (+6),,"GOOD FT by AUBERT,DUSTIN",2
02:30,,,,,"MISS FT by AUBERT,DUSTIN",,,"MISS FT by AUBERT,DUSTIN",2
--,,,,,"REBOUND OFF by GILLIGAN,TULLY",,,"REBOUND OFF by GILLIGAN,TULLY",2
02:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:19,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",2
02:19,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
02:07,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
02:07,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
01:55,,,,,"MISS LAYUP by AUBERT,DUSTIN",,,"MISS LAYUP by AUBERT,DUSTIN",2
01:55,"BLOCK  by ROHLFS,VICTOR",,,,,,,"BLOCK  by ROHLFS,VICTOR",2
--,,,,,"REBOUND OFF by MCELVEEN,MAC",,,"REBOUND OFF by MCELVEEN,MAC",2
01:51,,56,,64 (+8),"GOOD LAYUP by MCELVEEN,MAC(in the paint)",MILLSAPS 56-64 (+8),,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",2
01:41,"GOOD LAYUP by PERRY,WILL(in the paint)",58,,64 (+6),,OUM 58-64 (+6),,"GOOD LAYUP by PERRY,WILL(in the paint)",2
--,"ASSIST  by ROHLFS,VICTOR",,,,,,,"ASSIST  by ROHLFS,VICTOR",2
01:35,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:35,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
01:35,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
01:34,"FOUL  by ROHLFS,VICTOR",,,,,,,"FOUL  by ROHLFS,VICTOR",2
01:34,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:34,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",2
--,"REBOUND DEF by ROHLFS,VICTOR",,,,,,,"REBOUND DEF by ROHLFS,VICTOR",2
01:34,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
01:34,"SUB OUT by ROMAGUERA,COLE",,,,,,,"SUB OUT by ROMAGUERA,COLE",2
01:29,"TURNOVER  by COURSON,TYLER",,,,,,,"TURNOVER  by COURSON,TYLER",2
01:28,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
01:26,"FOUL  by ROHLFS,VICTOR",,,,,,,"FOUL  by ROHLFS,VICTOR",2
01:26,,58,,65 (+7),"GOOD FT by GILLIGAN,TULLY",MILLSAPS 58-65 (+7),,"GOOD FT by GILLIGAN,TULLY",2
01:26,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:15,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
01:15,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
01:03,"FOUL  by ROHLFS,VICTOR",,,,,,,"FOUL  by ROHLFS,VICTOR",2
01:03,,58,,66 (+8),"GOOD FT by GILLIGAN,TULLY",MILLSAPS 58-66 (+8),,"GOOD FT by GILLIGAN,TULLY",2
01:03,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
00:56,"GOOD 3PTR by ROHLFS,VICTOR",61,,66 (+5),,OUM 61-66 (+5),,"GOOD 3PTR by ROHLFS,VICTOR",2
--,"ASSIST  by DAVIS,ALEX",,,,,,,"ASSIST  by DAVIS,ALEX",2
00:54,"FOUL  by COURSON,TYLER",,,,,,,"FOUL  by COURSON,TYLER",2
00:54,,61,,67 (+6),"GOOD FT by MCELVEEN,MAC",MILLSAPS 61-67 (+6),,"GOOD FT by MCELVEEN,MAC",2
00:54,,,,,"MISS FT by MCELVEEN,MAC",,,"MISS FT by MCELVEEN,MAC",2
--,"REBOUND DEF by ROHLFS,VICTOR",,,,,,,"REBOUND DEF by ROHLFS,VICTOR",2
00:51,"TURNOVER  by COURSON,TYLER",,,,,,,"TURNOVER  by COURSON,TYLER",2
00:50,,,,,"STEAL  by MCELVEEN,MAC",,,"STEAL  by MCELVEEN,MAC",2
00:48,"FOUL  by COURSON,TYLER",,,,,,,"FOUL  by COURSON,TYLER",2
00:48,,61,,68 (+7),"GOOD FT by MCELVEEN,MAC",MILLSAPS 61-68 (+7),,"GOOD FT by MCELVEEN,MAC",2
00:48,,61,,69 (+8),"GOOD FT by MCELVEEN,MAC",MILLSAPS 61-69 (+8),,"GOOD FT by MCELVEEN,MAC",2
00:48,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
00:48,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",2
00:43,,,,,"FOUL  by MCELVEEN,MAC",,,"FOUL  by MCELVEEN,MAC",2
00:43,"GOOD FT by PERRY,WILL",62,,69 (+7),,OUM 62-69 (+7),,"GOOD FT by PERRY,WILL",2
00:43,"GOOD FT by PERRY,WILL",63,,69 (+6),,OUM 63-69 (+6),,"GOOD FT by PERRY,WILL",2
00:40,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
00:40,,,,,"MISS FT by MCELVEEN,MAC",,,"MISS FT by MCELVEEN,MAC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:40,,63,,70 (+7),"GOOD FT by MCELVEEN,MAC",MILLSAPS 63-70 (+7),,"GOOD FT by MCELVEEN,MAC",2
00:35,"GOOD LAYUP by DAVIS,ALEX(in the paint)",65,,70 (+5),,OUM 65-70 (+5),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
00:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:34,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
00:34,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
00:31,"FOUL  by ROMAGUERA,COLE",,,,,,,"FOUL  by ROMAGUERA,COLE",2
00:31,,65,,71 (+6),"GOOD FT by KASTNER,MURRAY",MILLSAPS 65-71 (+6),,"GOOD FT by KASTNER,MURRAY",2
00:31,,65,,72 (+7),"GOOD FT by KASTNER,MURRAY",MILLSAPS 65-72 (+7),,"GOOD FT by KASTNER,MURRAY",2
00:31,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
00:31,"SUB OUT by ROMAGUERA,COLE",,,,,,,"SUB OUT by ROMAGUERA,COLE",2
00:31,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
00:31,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
00:27,"MISS 3PTR by ANDINO,GEORGE",,,,,,,"MISS 3PTR by ANDINO,GEORGE",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
00:17,,,,,"TURNOVER  by KASTNER,MURRAY",,,"TURNOVER  by KASTNER,MURRAY",2
00:17,"STEAL  by SMITH,CONNOR",,,,,,,"STEAL  by SMITH,CONNOR",2
00:17,,,,,"FOUL  by KASTNER,MURRAY",,,"FOUL  by KASTNER,MURRAY",2
00:17,"GOOD FT by SMITH,CONNOR",66,,72 (+6),,OUM 66-72 (+6),,"GOOD FT by SMITH,CONNOR",2
00:17,"GOOD FT by SMITH,CONNOR",67,,72 (+5),,OUM 67-72 (+5),,"GOOD FT by SMITH,CONNOR",2
00:17,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
00:17,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
00:16,"FOUL  by ROHLFS,VICTOR",,,,,,,"FOUL  by ROHLFS,VICTOR",2
00:16,,,,,"MISS FT by MCELVEEN,MAC",,,"MISS FT by MCELVEEN,MAC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:16,,67,,73 (+6),"GOOD FT by MCELVEEN,MAC",MILLSAPS 67-73 (+6),,"GOOD FT by MCELVEEN,MAC",2
00:16,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
00:16,"SUB OUT by ROMAGUERA,COLE",,,,,,,"SUB OUT by ROMAGUERA,COLE",2
00:13,"MISS 3PTR by ANDINO,GEORGE",,,,,,,"MISS 3PTR by ANDINO,GEORGE",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
00:09,"FOUL  by ROHLFS,VICTOR",,,,,,,"FOUL  by ROHLFS,VICTOR",2
00:09,,67,,74 (+7),"GOOD FT by BERGER,RYAN",MILLSAPS 67-74 (+7),,"GOOD FT by BERGER,RYAN",2
00:09,,67,,75 (+8),"GOOD FT by BERGER,RYAN",MILLSAPS 67-75 (+8),,"GOOD FT by BERGER,RYAN",2
00:09,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
00:09,"SUB OUT by ROHLFS,VICTOR",,,,,,,"SUB OUT by ROHLFS,VICTOR",2
00:04,"MISS 3PTR by DAVIS,ALEX",,,,,,,"MISS 3PTR by DAVIS,ALEX",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
