Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
16:29,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
16:17,"GOOD LAYUP by GARRIDO,BRANDON(in the paint)",9 (+5),,4,,BSC-M 9-4 (+5),,"GOOD LAYUP by GARRIDO,BRANDON(in the paint)",1
15:47,,,,,"MISS 3PTR by GARWOOD,MACKIE",,,"MISS 3PTR by GARWOOD,MACKIE",1
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",1
15:38,,,,,"FOUL  by MCDONOUGH,SEAN",,,"FOUL  by MCDONOUGH,SEAN",1
15:38,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,1
15:38,"GOOD FT by GONDA,MATT",10 (+6),,4,,BSC-M 10-4 (+6),,"GOOD FT by GONDA,MATT",1
15:38,"MISS FT by GONDA,MATT",,,,,,,"MISS FT by GONDA,MATT",1
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",1
15:38,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",1
15:38,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
15:38,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",1
15:38,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",1
15:38,"SUB OUT by GARRIDO,BRANDON",,,,,,,"SUB OUT by GARRIDO,BRANDON",1
15:38,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
15:38,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
15:38,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
15:38,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",1
15:38,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",1
15:24,,10 (+3),,7,"GOOD 3PTR by KAHL,COLIN",SEWANEE 10-7 (+3),,"GOOD 3PTR by KAHL,COLIN",1
--,,,,,"ASSIST  by GARWOOD,MACKIE",,,"ASSIST  by GARWOOD,MACKIE",1
15:02,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",1
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",1
14:50,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",1
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",1
14:34,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",1
14:34,,,,,"BLOCK  by WARLICK,JORDAN",,,"BLOCK  by WARLICK,JORDAN",1
--,,,,,"REBOUND DEF by GARWOOD,MACKIE",,,"REBOUND DEF by GARWOOD,MACKIE",1
14:16,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",1
14:13,"STEAL  by GLOVER,CAMERON",,,,,,,"STEAL  by GLOVER,CAMERON",1
14:11,"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",12 (+5),,7,,BSC-M 12-7 (+5),,"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",1
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",1
13:44,,12 (+3),,9,"GOOD JUMPER by WARLICK,JORDAN(in the paint)",SEWANEE 12-9 (+3),,"GOOD JUMPER by WARLICK,JORDAN(in the paint)",1
13:30,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",14 (+5),,9,,BSC-M 14-9 (+5),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",1
13:12,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
13:12,,,,,"MISS FT by GARWOOD,MACKIE",,,"MISS FT by GARWOOD,MACKIE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
13:12,,14 (+4),,10,"GOOD FT by GARWOOD,MACKIE",SEWANEE 14-10 (+4),,"GOOD FT by GARWOOD,MACKIE",1
13:12,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",1
13:12,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",1
13:12,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",1
13:12,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",1
13:06,"GOOD 3PTR by ,BRUCE BRIGHT JR",17 (+7),,10,,BSC-M 17-10 (+7),,"GOOD 3PTR by ,BRUCE BRIGHT JR",1
--,"ASSIST  by STEPHENS,TROY",,,,,,,"ASSIST  by STEPHENS,TROY",1
12:42,,17 (+5),,12,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",SEWANEE 17-12 (+5),,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",1
12:25,"MISS LAYUP by GLOVER,CAMERON",,,,,,,"MISS LAYUP by GLOVER,CAMERON",1
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",1
12:14,,17 (+2),,15,"GOOD 3PTR by KNOX,JOEY",SEWANEE 17-15 (+2),,"GOOD 3PTR by KNOX,JOEY",1
--,,,,,"ASSIST  by GARWOOD,MACKIE",,,"ASSIST  by GARWOOD,MACKIE",1
11:57,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",1
--,"REBOUND OFF by ,BRUCE BRIGHT JR",,,,,,,"REBOUND OFF by ,BRUCE BRIGHT JR",1
11:53,"GOOD LAYUP by ,BRUCE BRIGHT JR(in the paint)",19 (+4),,15,,BSC-M 19-15 (+4),,"GOOD LAYUP by ,BRUCE BRIGHT JR(in the paint)",1
11:29,,,,,"MISS LAYUP by WARLICK,JORDAN",,,"MISS LAYUP by WARLICK,JORDAN",1
--,,,,,"REBOUND OFF by WARLICK,JORDAN",,,"REBOUND OFF by WARLICK,JORDAN",1
11:26,,,,,"TURNOVER  by WARLICK,JORDAN",,,"TURNOVER  by WARLICK,JORDAN",1
11:25,"STEAL  by O'SULLIVAN,CONOR",,,,,,,"STEAL  by O'SULLIVAN,CONOR",1
11:22,"MISS 3PTR by ,BRUCE BRIGHT JR",,,,,,,"MISS 3PTR by ,BRUCE BRIGHT JR",1
--,"REBOUND OFF by O'SULLIVAN,CONOR",,,,,,,"REBOUND OFF by O'SULLIVAN,CONOR",1
11:19,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",21 (+6),,15,,BSC-M 21-15 (+6),,"GOOD LAYUP by O'SULLIVAN,CONOR(in the paint)",1
11:04,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
11:04,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
11:04,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
11:04,"SUB IN by GARRIDO,BRANDON",,,,,,,"SUB IN by GARRIDO,BRANDON",1
11:04,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",1
11:04,"SUB IN by ,BRUCE BRIGHT JR",,,,,,,"SUB IN by ,BRUCE BRIGHT JR",1
11:04,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
11:04,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
11:04,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",1
11:04,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
11:04,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",1
11:04,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",1
11:04,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",1
11:04,,,,,"SUB IN by PERUSEK,COLE",,,"SUB IN by PERUSEK,COLE",1
11:04,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",1
11:04,,,,,"SUB OUT by GARWOOD,MACKIE",,,"SUB OUT by GARWOOD,MACKIE",1
10:43,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
10:34,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",23 (+8),,15,,BSC-M 23-15 (+8),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,"ASSIST  by GARRIDO,BRANDON",,,,,,,"ASSIST  by GARRIDO,BRANDON",1
10:33,,,,,"FOUL  by CRUMP,JOHN",,,"FOUL  by CRUMP,JOHN",1
10:33,"GOOD FT by STEWART,CHRISTIAN",24 (+9),,15,,BSC-M 24-15 (+9),,"GOOD FT by STEWART,CHRISTIAN",1
10:28,,24 (+6),,18,"GOOD 3PTR by CRUMP,JOHN",SEWANEE 24-18 (+6),,"GOOD 3PTR by CRUMP,JOHN",1
--,,,,,"ASSIST  by KNOX,JOEY",,,"ASSIST  by KNOX,JOEY",1
10:00,"GOOD JUMPER by SIGLER,EVAN",26 (+8),,18,,BSC-M 26-18 (+8),,"GOOD JUMPER by SIGLER,EVAN",1
--,"ASSIST  by GARRIDO,BRANDON",,,,,,,"ASSIST  by GARRIDO,BRANDON",1
10:00,,,,,"FOUL  by PERUSEK,COLE",,,"FOUL  by PERUSEK,COLE",1
10:00,"GOOD FT by SIGLER,EVAN",27 (+9),,18,,BSC-M 27-18 (+9),,"GOOD FT by SIGLER,EVAN",1
09:41,,,,,"MISS 3PTR by BOULDIN,BLAKE",,,"MISS 3PTR by BOULDIN,BLAKE",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
09:27,"MISS 3PTR by STEWART,CHRISTIAN",,,,,,,"MISS 3PTR by STEWART,CHRISTIAN",1
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",1
09:16,,,,,"MISS JUMPER by KNOX,JOEY",,,"MISS JUMPER by KNOX,JOEY",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
09:09,"TURNOVER  by GARRIDO,BRANDON",,,,,,,"TURNOVER  by GARRIDO,BRANDON",1
09:09,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
09:09,"SUB OUT by ,BRUCE BRIGHT JR",,,,,,,"SUB OUT by ,BRUCE BRIGHT JR",1
09:09,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",1
09:09,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",1
09:09,,,,,"SUB IN by KRAUS,HAYDEN",,,"SUB IN by KRAUS,HAYDEN",1
09:09,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",1
09:09,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",1
09:09,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",1
08:56,,27 (+7),,20,"GOOD LAYUP by CRUMP,JOHN(in the paint)",SEWANEE 27-20 (+7),,"GOOD LAYUP by CRUMP,JOHN(in the paint)",1
08:48,"GOOD 3PTR by SIGLER,EVAN",30 (+10),,20,,BSC-M 30-20 (+10),,"GOOD 3PTR by SIGLER,EVAN",1
--,"ASSIST  by GARRIDO,BRANDON",,,,,,,"ASSIST  by GARRIDO,BRANDON",1
08:21,,,,,"MISS LAYUP by KRAUS,HAYDEN",,,"MISS LAYUP by KRAUS,HAYDEN",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
08:17,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",1
08:17,,,,,"SUB OUT by PERUSEK,COLE",,,"SUB OUT by PERUSEK,COLE",1
08:13,"MISS LAYUP by GONDA,MATT",,,,,,,"MISS LAYUP by GONDA,MATT",1
--,"REBOUND OFF by SIGLER,EVAN",,,,,,,"REBOUND OFF by SIGLER,EVAN",1
08:05,"MISS LAYUP by SIGLER,EVAN",,,,,,,"MISS LAYUP by SIGLER,EVAN",1
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",1
07:59,,,,,"FOUL  by BOULDIN,BLAKE",,,"FOUL  by BOULDIN,BLAKE",1
07:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:59,"MISS FT by SPENCE,BEN",,,,,,,"MISS FT by SPENCE,BEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:59,"GOOD FT by SPENCE,BEN",31 (+11),,20,,BSC-M 31-20 (+11),,"GOOD FT by SPENCE,BEN",1
07:59,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
07:59,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",1
07:59,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",1
07:59,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",1
07:59,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
07:59,"SUB OUT by GARRIDO,BRANDON",,,,,,,"SUB OUT by GARRIDO,BRANDON",1
07:59,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
07:59,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
07:59,,,,,"SUB IN by GARWOOD,MACKIE",,,"SUB IN by GARWOOD,MACKIE",1
07:59,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",1
07:59,,,,,"SUB OUT by KRAUS,HAYDEN",,,"SUB OUT by KRAUS,HAYDEN",1
07:59,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",1
07:32,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",1
--,,,,,"REBOUND OFF by MCDONOUGH,SEAN",,,"REBOUND OFF by MCDONOUGH,SEAN",1
07:28,,,,,"MISS LAYUP by MCDONOUGH,SEAN",,,"MISS LAYUP by MCDONOUGH,SEAN",1
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",1
07:25,,,,,"MISS 3PTR by GARWOOD,MACKIE",,,"MISS 3PTR by GARWOOD,MACKIE",1
--,"REBOUND DEF by STEPHENS,TROY",,,,,,,"REBOUND DEF by STEPHENS,TROY",1
07:08,"MISS JUMPER by O'SULLIVAN,CONOR",,,,,,,"MISS JUMPER by O'SULLIVAN,CONOR",1
--,,,,,"REBOUND DEF by MCDONOUGH,SEAN",,,"REBOUND DEF by MCDONOUGH,SEAN",1
06:52,,,,,"MISS 3PTR by KAHL,COLIN",,,"MISS 3PTR by KAHL,COLIN",1
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",1
06:42,"TURNOVER  by STEPHENS,TROY",,,,,,,"TURNOVER  by STEPHENS,TROY",1
06:42,"SUB IN by ,BRUCE BRIGHT JR",,,,,,,"SUB IN by ,BRUCE BRIGHT JR",1
06:42,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
06:26,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",1
06:25,"STEAL  by GLOVER,CAMERON",,,,,,,"STEAL  by GLOVER,CAMERON",1
06:06,"GOOD LAYUP by STEPHENS,TROY(in the paint)",33 (+13),,20,,BSC-M 33-20 (+13),,"GOOD LAYUP by STEPHENS,TROY(in the paint)",1
05:43,,,,,"TURNOVER  by WARLICK,JORDAN",,,"TURNOVER  by WARLICK,JORDAN",1
05:42,"STEAL  by O'SULLIVAN,CONOR",,,,,,,"STEAL  by O'SULLIVAN,CONOR",1
05:38,"GOOD LAYUP by O'SULLIVAN,CONOR(fastbreak)(in the paint)",35 (+15),,20,,BSC-M 35-20 (+15),,"GOOD LAYUP by O'SULLIVAN,CONOR(fastbreak)(in the paint)",1
05:21,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",1
--,"REBOUND DEF by STEPHENS,TROY",,,,,,,"REBOUND DEF by STEPHENS,TROY",1
05:12,"MISS LAYUP by GLOVER,CAMERON",,,,,,,"MISS LAYUP by GLOVER,CAMERON",1
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",1
04:59,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",1
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",1
04:49,"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",37 (+17),,20,,BSC-M 37-20 (+17),,"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",1
--,"ASSIST  by O'SULLIVAN,CONOR",,,,,,,"ASSIST  by O'SULLIVAN,CONOR",1
04:37,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",1
--,"REBOUND DEF by ,BRUCE BRIGHT JR",,,,,,,"REBOUND DEF by ,BRUCE BRIGHT JR",1
04:16,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",1
04:16,,,,,"BLOCK  by GARWOOD,MACKIE",,,"BLOCK  by GARWOOD,MACKIE",1
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",1
04:09,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
04:09,,37 (+16),,21,"GOOD FT by WARLICK,JORDAN",SEWANEE 37-21 (+16),,"GOOD FT by WARLICK,JORDAN",1
04:09,,37 (+15),,22,"GOOD FT by WARLICK,JORDAN",SEWANEE 37-22 (+15),,"GOOD FT by WARLICK,JORDAN",1
04:09,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",1
04:09,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",1
04:09,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",1
04:09,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",1
03:57,"MISS DUNK by CHILDERS,JOSH",,,,,,,"MISS DUNK by CHILDERS,JOSH",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
03:56,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
03:45,,,,,"MISS 3PTR by GARWOOD,MACKIE",,,"MISS 3PTR by GARWOOD,MACKIE",1
--,,,,,"REBOUND OFF by WARLICK,JORDAN",,,"REBOUND OFF by WARLICK,JORDAN",1
03:42,,37 (+13),,24,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",SEWANEE 37-24 (+13),,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",1
03:20,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",1
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",1
03:14,"MISS 3PTR by GONDA,MATT",,,,,,,"MISS 3PTR by GONDA,MATT",1
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",1
03:05,"GOOD JUMPER by SPENCE,BEN(in the paint)",39 (+15),,24,,BSC-M 39-24 (+15),,"GOOD JUMPER by SPENCE,BEN(in the paint)",1
02:31,,,,,"MISS 3PTR by KNOX,JOEY",,,"MISS 3PTR by KNOX,JOEY",1
--,"REBOUND DEF by GARRIDO,BRANDON",,,,,,,"REBOUND DEF by GARRIDO,BRANDON",1
02:22,,,,,"FOUL  by GARWOOD,MACKIE",,,"FOUL  by GARWOOD,MACKIE",1
02:20,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",1
02:10,,39 (+13),,26,"GOOD LAYUP by MCDONOUGH,SEAN(in the paint)",SEWANEE 39-26 (+13),,"GOOD LAYUP by MCDONOUGH,SEAN(in the paint)",1
--,,,,,"ASSIST  by GARWOOD,MACKIE",,,"ASSIST  by GARWOOD,MACKIE",1
02:01,"TURNOVER  by GARRIDO,BRANDON",,,,,,,"TURNOVER  by GARRIDO,BRANDON",1
01:59,,,,,"STEAL  by GARWOOD,MACKIE",,,"STEAL  by GARWOOD,MACKIE",1
01:42,,39 (+10),,29,"GOOD 3PTR by MCDONOUGH,SEAN",SEWANEE 39-29 (+10),,"GOOD 3PTR by MCDONOUGH,SEAN",1
--,,,,,"ASSIST  by HOLLOWAY,JACK",,,"ASSIST  by HOLLOWAY,JACK",1
01:26,,,,,"FOUL  by HOLLOWAY,JACK",,,"FOUL  by HOLLOWAY,JACK",1
01:26,"GOOD FT by STEWART,CHRISTIAN",40 (+11),,29,,BSC-M 40-29 (+11),,"GOOD FT by STEWART,CHRISTIAN",1
01:26,"GOOD FT by STEWART,CHRISTIAN",41 (+12),,29,,BSC-M 41-29 (+12),,"GOOD FT by STEWART,CHRISTIAN",1
01:26,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
01:26,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
01:26,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",1
01:26,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
01:26,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
01:26,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",1
01:26,"SUB OUT by ,BRUCE BRIGHT JR",,,,,,,"SUB OUT by ,BRUCE BRIGHT JR",1
01:26,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",1
01:26,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",1
01:26,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",1
01:16,,41 (+10),,31,"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 41-31 (+10),,"GOOD LAYUP by KNOX,JOEY(in the paint)",1
--,,,,,"ASSIST  by GARWOOD,MACKIE",,,"ASSIST  by GARWOOD,MACKIE",1
01:14,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
01:01,"GOOD 3PTR by GLOVER,CAMERON",44 (+13),,31,,BSC-M 44-31 (+13),,"GOOD 3PTR by GLOVER,CAMERON",1
--,"ASSIST  by SIGLER,EVAN",,,,,,,"ASSIST  by SIGLER,EVAN",1
00:47,,44 (+10),,34,"GOOD 3PTR by KNOX,JOEY",SEWANEE 44-34 (+10),,"GOOD 3PTR by KNOX,JOEY",1
00:31,"GOOD 3PTR by GONDA,MATT",47 (+13),,34,,BSC-M 47-34 (+13),,"GOOD 3PTR by GONDA,MATT",1
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",1
00:09,,,,,"MISS 3PTR by KNOX,JOEY",,,"MISS 3PTR by KNOX,JOEY",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
00:05,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:00,"MISS LAYUP by GLOVER,CAMERON",,,,,,,"MISS LAYUP by GLOVER,CAMERON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:50,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
19:50,,,,,"BLOCK  by HOLLOWAY,JACK",,,"BLOCK  by HOLLOWAY,JACK",2
--,,,,,"REBOUND DEF by KNOX,JOEY",,,"REBOUND DEF by KNOX,JOEY",2
