Time Remaining,SEWANE~1,Away Team Score,Play Team Indicator,Home Team Score,LIP,Game Score,Team Indicator,Play,Period
18:14,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",1
18:14,,,,,"TURNOVER  by MORAN,NATHAN",,,"TURNOVER  by MORAN,NATHAN",1
18:14,"STEAL  by STONE,BRODY",,,,,,,"STEAL  by STONE,BRODY",1
18:14,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",1
--,,,,,"REBOUND DEF by MATHEWS,GARRISON",,,"REBOUND DEF by MATHEWS,GARRISON",1
18:14,,,,,"MISS 3PTR by MATHEWS,GARRISON",,,"MISS 3PTR by MATHEWS,GARRISON",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
18:14,"MISS JUMPER by BORN,CLAY",,,,,,,"MISS JUMPER by BORN,CLAY",1
--,,,,,"REBOUND DEF by BUCKLAND,MICHAEL",,,"REBOUND DEF by BUCKLAND,MICHAEL",1
17:22,,,,,"FOUL  by WILLIAMS,JOSH",,,"FOUL  by WILLIAMS,JOSH",1
17:22,,,,,"TURNOVER  by WILLIAMS,JOSH",,,"TURNOVER  by WILLIAMS,JOSH",1
17:22,,,,,"SUB IN by WISHON,BRETT",,,"SUB IN by WISHON,BRETT",1
17:22,,,,,"SUB OUT by MATHEWS,GARRISON",,,"SUB OUT by MATHEWS,GARRISON",1
17:02,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",1
--,,,,,"REBOUND DEF by BUCKLAND,MICHAEL",,,"REBOUND DEF by BUCKLAND,MICHAEL",1
16:52,,3,,7 (+4),"GOOD JUMPER by MARBERRY,ROB(in the paint)",LIP 3-7 (-4),,"GOOD JUMPER by MARBERRY,ROB(in the paint)",1
--,,,,,"ASSIST  by WISHON,BRETT",,,"ASSIST  by WISHON,BRETT",1
16:24,"GOOD JUMPER by BUESCHER,HUNTER(in the paint)",5,,7 (+2),,SEWANE~1 5-7 (-2),,"GOOD JUMPER by BUESCHER,HUNTER(in the paint)",1
16:08,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",1
16:08,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",1
16:08,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
16:08,,,,,"SUB IN by BRAMMEIER,GEORGE",,,"SUB IN by BRAMMEIER,GEORGE",1
16:08,,,,,"SUB IN by KORN,AARON",,,"SUB IN by KORN,AARON",1
16:08,,,,,"SUB IN by COOPER,KENNY",,,"SUB IN by COOPER,KENNY",1
16:08,,,,,"SUB OUT by WISHON,BRETT",,,"SUB OUT by WISHON,BRETT",1
16:08,,,,,"SUB OUT by BUCKLAND,MICHAEL",,,"SUB OUT by BUCKLAND,MICHAEL",1
16:08,,,,,"SUB OUT by MARBERRY,ROB",,,"SUB OUT by MARBERRY,ROB",1
16:04,,,,,"MISS 3PTR by WILLIAMS,JOSH",,,"MISS 3PTR by WILLIAMS,JOSH",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
16:00,"GOOD JUMPER by STONE,BRODY",7,,7,,SEWANE~1 7-7 (0),,"GOOD JUMPER by STONE,BRODY",1
15:38,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
15:21,"SUB IN by LEE,MATTHEW",,,,,,,"SUB IN by LEE,MATTHEW",1
15:21,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",1
14:58,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by BUCKLAND,MICHAEL",,,"REBOUND DEF by BUCKLAND,MICHAEL",1
14:44,,7,,9 (+2),"GOOD LAYUP by BRAMMEIER,GEORGE(in the paint)",LIP 7-9 (-2),,"GOOD LAYUP by BRAMMEIER,GEORGE(in the paint)",1
14:26,"TURNOVER  by LEE,MATTHEW",,,,,,,"TURNOVER  by LEE,MATTHEW",1
14:14,,,,,"MISS 3PTR by COOPER,KENNY",,,"MISS 3PTR by COOPER,KENNY",1
--,,,,,"REBOUND OFF by WILLIAMS,JOSH",,,"REBOUND OFF by WILLIAMS,JOSH",1
14:08,,,,,"MISS JUMPER by WILLIAMS,JOSH",,,"MISS JUMPER by WILLIAMS,JOSH",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
13:54,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",1
--,,,,,"REBOUND DEF by COOPER,KENNY",,,"REBOUND DEF by COOPER,KENNY",1
13:40,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",1
13:40,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
13:40,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",1
13:40,"SUB OUT by LEE,MATTHEW",,,,,,,"SUB OUT by LEE,MATTHEW",1
13:40,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
13:40,,,,,"SUB IN by MATHEWS,GARRISON",,,"SUB IN by MATHEWS,GARRISON",1
13:40,,,,,"SUB IN by MORAN,NATHAN",,,"SUB IN by MORAN,NATHAN",1
13:40,,,,,"SUB IN by MARBERRY,ROB",,,"SUB IN by MARBERRY,ROB",1
13:40,,,,,"SUB OUT by BRAMMEIER,GEORGE",,,"SUB OUT by BRAMMEIER,GEORGE",1
13:40,,,,,"SUB OUT by MORAN,NATHAN",,,"SUB OUT by MORAN,NATHAN",1
13:40,,,,,"SUB OUT by WILLIAMS,JOSH",,,"SUB OUT by WILLIAMS,JOSH",1
13:37,,7,,11 (+4),"GOOD DUNK by MARBERRY,ROB(in the paint)",LIP 7-11 (-4),,"GOOD DUNK by MARBERRY,ROB(in the paint)",1
13:19,"GOOD 3PTR by THOMAS,ADRIAN",10,,11 (+1),,SEWANE~1 10-11 (-1),,"GOOD 3PTR by THOMAS,ADRIAN",1
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",1
13:07,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",1
13:02,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",1
13:02,,10,,12 (+2),"GOOD FT by COOPER,KENNY",LIP 10-12 (-2),,"GOOD FT by COOPER,KENNY",1
13:02,,,,,"MISS FT by COOPER,KENNY",,,"MISS FT by COOPER,KENNY",1
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",1
13:02,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",1
13:02,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
12:47,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",1
12:46,,,,,"STEAL  by MARBERRY,ROB",,,"STEAL  by MARBERRY,ROB",1
12:44,,10,,14 (+4),"GOOD LAYUP by MARBERRY,ROB(fastbreak)(in the paint)",LIP 10-14 (-4),,"GOOD LAYUP by MARBERRY,ROB(fastbreak)(in the paint)",1
12:24,,,,,"FOUL  by MARBERRY,ROB",,,"FOUL  by MARBERRY,ROB",1
12:24,,,,,"SUB IN by BUCKLAND,MICHAEL",,,"SUB IN by BUCKLAND,MICHAEL",1
12:24,,,,,"SUB IN by WILLIAMS,JOSH",,,"SUB IN by WILLIAMS,JOSH",1
12:24,,,,,"SUB OUT by COOPER,KENNY",,,"SUB OUT by COOPER,KENNY",1
12:24,,,,,"SUB OUT by BUCKLAND,MICHAEL",,,"SUB OUT by BUCKLAND,MICHAEL",1
12:23,,,,,"SUB IN by COOPER,KENNY",,,"SUB IN by COOPER,KENNY",1
12:23,,,,,"SUB OUT by KORN,AARON",,,"SUB OUT by KORN,AARON",1
12:08,,10,,16 (+6),"GOOD LAYUP by COOPER,KENNY(fastbreak)(in the paint)",LIP 10-16 (-6),,"GOOD LAYUP by COOPER,KENNY(fastbreak)(in the paint)",1
11:42,"MISS JUMPER by CALDWELL,CAM",,,,,,,"MISS JUMPER by CALDWELL,CAM",1
11:42,,,,,"BLOCK  by MARBERRY,ROB",,,"BLOCK  by MARBERRY,ROB",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
11:41,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
11:41,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
11:41,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
11:41,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",1
11:41,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",1
11:40,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",1
11:40,,,,,"STEAL  by COOPER,KENNY",,,"STEAL  by COOPER,KENNY",1
11:40,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",1
11:40,,10,,17 (+7),"GOOD FT by COOPER,KENNY",LIP 10-17 (-7),,"GOOD FT by COOPER,KENNY",1
11:40,,10,,18 (+8),"GOOD FT by COOPER,KENNY",LIP 10-18 (-8),,"GOOD FT by COOPER,KENNY",1
11:40,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",1
11:40,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
11:18,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",1
--,,,,,"REBOUND DEF by MATHEWS,GARRISON",,,"REBOUND DEF by MATHEWS,GARRISON",1
11:00,,,,,"MISS 3PTR by MATHEWS,GARRISON",,,"MISS 3PTR by MATHEWS,GARRISON",1
--,,,,,"REBOUND OFF by WILLIAMS,JOSH",,,"REBOUND OFF by WILLIAMS,JOSH",1
10:56,,,,,"MISS TIPIN by WILLIAMS,JOSH",,,"MISS TIPIN by WILLIAMS,JOSH",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
10:47,"MISS JUMPER by BORN,CLAY",,,,,,,"MISS JUMPER by BORN,CLAY",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
10:45,,,,,"SUB IN by BUCKLAND,MICHAEL",,,"SUB IN by BUCKLAND,MICHAEL",1
10:45,,,,,"SUB OUT by COOPER,KENNY",,,"SUB OUT by COOPER,KENNY",1
10:30,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",1
10:30,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",1
10:30,,,,,"STEAL  by WILLIAMS,JOSH",,,"STEAL  by WILLIAMS,JOSH",1
10:30,,10,,19 (+9),"GOOD FT by WILLIAMS,JOSH",LIP 10-19 (-9),,"GOOD FT by WILLIAMS,JOSH",1
10:30,,10,,20 (+10),"GOOD FT by WILLIAMS,JOSH",LIP 10-20 (-10),,"GOOD FT by WILLIAMS,JOSH",1
10:30,,,,,"SUB IN by BRAMMEIER,GEORGE",,,"SUB IN by BRAMMEIER,GEORGE",1
10:30,,,,,"SUB OUT by MARBERRY,ROB",,,"SUB OUT by MARBERRY,ROB",1
10:12,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",1
--,,,,,"REBOUND DEF by MATHEWS,GARRISON",,,"REBOUND DEF by MATHEWS,GARRISON",1
10:06,,,,,"TURNOVER  by MATHEWS,GARRISON",,,"TURNOVER  by MATHEWS,GARRISON",1
09:41,"MISS JUMPER by BUESCHER,HUNTER",,,,,,,"MISS JUMPER by BUESCHER,HUNTER",1
--,,,,,"REBOUND DEF by WILLIAMS,JOSH",,,"REBOUND DEF by WILLIAMS,JOSH",1
09:31,,,,,"FOUL  by MATHEWS,GARRISON",,,"FOUL  by MATHEWS,GARRISON",1
09:31,,,,,"TURNOVER  by MATHEWS,GARRISON",,,"TURNOVER  by MATHEWS,GARRISON",1
09:31,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
09:31,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
09:31,,,,,"SUB IN by KORN,AARON",,,"SUB IN by KORN,AARON",1
09:31,,,,,"SUB OUT by MATHEWS,GARRISON",,,"SUB OUT by MATHEWS,GARRISON",1
09:15,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",1
09:13,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",1
--,,,,,"REBOUND DEF by BRAMMEIER,GEORGE",,,"REBOUND DEF by BRAMMEIER,GEORGE",1
09:00,,,,,"MISS 3PTR by WILLIAMS,JOSH",,,"MISS 3PTR by WILLIAMS,JOSH",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
08:59,,,,,"FOUL  by BRAMMEIER,GEORGE",,,"FOUL  by BRAMMEIER,GEORGE",1
08:59,"GOOD FT by BORN,LEO",11,,20 (+9),,SEWANE~1 11-20 (-9),,"GOOD FT by BORN,LEO",1
08:59,"MISS FT by BORN,LEO",,,,,,,"MISS FT by BORN,LEO",1
--,,,,,"REBOUND DEF by KORN,AARON",,,"REBOUND DEF by KORN,AARON",1
08:45,,11,,23 (+12),"GOOD 3PTR by KORN,AARON",LIP 11-23 (-12),,"GOOD 3PTR by KORN,AARON",1
--,,,,,"ASSIST  by MORAN,NATHAN",,,"ASSIST  by MORAN,NATHAN",1
08:18,,,,,"FOUL  by BRAMMEIER,GEORGE",,,"FOUL  by BRAMMEIER,GEORGE",1
08:18,"GOOD FT by BORN,LEO",12,,23 (+11),,SEWANE~1 12-23 (-11),,"GOOD FT by BORN,LEO",1
08:18,"MISS FT by BORN,LEO",,,,,,,"MISS FT by BORN,LEO",1
--,,,,,"REBOUND DEF by KORN,AARON",,,"REBOUND DEF by KORN,AARON",1
08:18,,,,,"SUB IN by MARBERRY,ROB",,,"SUB IN by MARBERRY,ROB",1
08:18,,,,,"SUB OUT by BRAMMEIER,GEORGE",,,"SUB OUT by BRAMMEIER,GEORGE",1
08:00,,12,,26 (+14),"GOOD 3PTR by KORN,AARON",LIP 12-26 (-14),,"GOOD 3PTR by KORN,AARON",1
--,,,,,"ASSIST  by MORAN,NATHAN",,,"ASSIST  by MORAN,NATHAN",1
07:39,"MISS JUMPER by THOMAS,ADRIAN",,,,,,,"MISS JUMPER by THOMAS,ADRIAN",1
07:39,,,,,"BLOCK  by BUCKLAND,MICHAEL",,,"BLOCK  by BUCKLAND,MICHAEL",1
--,,,,,"REBOUND DEF by MARBERRY,ROB",,,"REBOUND DEF by MARBERRY,ROB",1
07:26,,,,,"MISS 3PTR by MORAN,NATHAN",,,"MISS 3PTR by MORAN,NATHAN",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
07:09,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by WILLIAMS,JOSH",,,"REBOUND DEF by WILLIAMS,JOSH",1
06:59,,,,,"MISS JUMPER by MARBERRY,ROB",,,"MISS JUMPER by MARBERRY,ROB",1
--,,,,,"REBOUND OFF by MARBERRY,ROB",,,"REBOUND OFF by MARBERRY,ROB",1
06:56,,12,,28 (+16),"GOOD JUMPER by MARBERRY,ROB(in the paint)",LIP 12-28 (-16),,"GOOD JUMPER by MARBERRY,ROB(in the paint)",1
06:37,"MISS 3PTR by THOMAS,ADRIAN",,,,,,,"MISS 3PTR by THOMAS,ADRIAN",1
--,,,,,"REBOUND DEF by MARBERRY,ROB",,,"REBOUND DEF by MARBERRY,ROB",1
06:21,,12,,30 (+18),"GOOD JUMPER by MARBERRY,ROB(in the paint)",LIP 12-30 (-18),,"GOOD JUMPER by MARBERRY,ROB(in the paint)",1
--,,,,,"ASSIST  by MORAN,NATHAN",,,"ASSIST  by MORAN,NATHAN",1
06:04,,,,,"FOUL  by WILLIAMS,JOSH",,,"FOUL  by WILLIAMS,JOSH",1
06:04,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
06:04,"GOOD FT by WILLIAMS,JORDEN",13,,30 (+17),,SEWANE~1 13-30 (-17),,"GOOD FT by WILLIAMS,JORDEN",1
06:04,"GOOD FT by WILLIAMS,JORDEN",14,,30 (+16),,SEWANE~1 14-30 (-16),,"GOOD FT by WILLIAMS,JORDEN",1
06:04,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
06:04,"SUB IN by LEE,MATTHEW",,,,,,,"SUB IN by LEE,MATTHEW",1
06:04,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
06:04,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",1
06:04,,,,,"SUB IN by WISHON,BRETT",,,"SUB IN by WISHON,BRETT",1
06:04,,,,,"SUB IN by MATHEWS,GARRISON",,,"SUB IN by MATHEWS,GARRISON",1
06:04,,,,,"SUB IN by COOPER,KENNY",,,"SUB IN by COOPER,KENNY",1
06:04,,,,,"SUB OUT by MORAN,NATHAN",,,"SUB OUT by MORAN,NATHAN",1
06:04,,,,,"SUB OUT by WILLIAMS,JOSH",,,"SUB OUT by WILLIAMS,JOSH",1
06:04,,,,,"SUB OUT by MARBERRY,ROB",,,"SUB OUT by MARBERRY,ROB",1
05:57,,,,,"MISS JUMPER by KORN,AARON",,,"MISS JUMPER by KORN,AARON",1
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",1
05:28,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",16,,30 (+14),,SEWANE~1 16-30 (-14),,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",1
05:18,,,,,"MISS 3PTR by MATHEWS,GARRISON",,,"MISS 3PTR by MATHEWS,GARRISON",1
--,,,,,"REBOUND OFF by BUCKLAND,MICHAEL",,,"REBOUND OFF by BUCKLAND,MICHAEL",1
05:15,,16,,32 (+16),"GOOD JUMPER by BUCKLAND,MICHAEL",LIP 16-32 (-16),,"GOOD JUMPER by BUCKLAND,MICHAEL",1
04:59,"MISS JUMPER by LEE,MATTHEW",,,,,,,"MISS JUMPER by LEE,MATTHEW",1
--,,,,,"REBOUND DEF by COOPER,KENNY",,,"REBOUND DEF by COOPER,KENNY",1
04:51,,,,,"MISS 3PTR by MATHEWS,GARRISON",,,"MISS 3PTR by MATHEWS,GARRISON",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
04:34,"MISS 3PTR by LEE,MATTHEW",,,,,,,"MISS 3PTR by LEE,MATTHEW",1
--,,,,,"REBOUND DEF by BUCKLAND,MICHAEL",,,"REBOUND DEF by BUCKLAND,MICHAEL",1
04:25,,16,,35 (+19),"GOOD 3PTR by BUCKLAND,MICHAEL",LIP 16-35 (-19),,"GOOD 3PTR by BUCKLAND,MICHAEL",1
--,,,,,"ASSIST  by COOPER,KENNY",,,"ASSIST  by COOPER,KENNY",1
04:03,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",1
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",1
03:56,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by WISHON,BRETT",,,"REBOUND DEF by WISHON,BRETT",1
03:49,,,,,"MISS JUMPER by MATHEWS,GARRISON",,,"MISS JUMPER by MATHEWS,GARRISON",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
03:42,,,,,"FOUL  by COOPER,KENNY",,,"FOUL  by COOPER,KENNY",1
03:42,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
03:42,"GOOD FT by BORN,CLAY",17,,35 (+18),,SEWANE~1 17-35 (-18),,"GOOD FT by BORN,CLAY",1
03:42,"GOOD FT by BORN,CLAY",18,,35 (+17),,SEWANE~1 18-35 (-17),,"GOOD FT by BORN,CLAY",1
03:42,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
03:42,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
03:42,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",1
03:42,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",1
03:42,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
03:42,"SUB OUT by LEE,MATTHEW",,,,,,,"SUB OUT by LEE,MATTHEW",1
03:42,,,,,"SUB IN by MORAN,NATHAN",,,"SUB IN by MORAN,NATHAN",1
03:42,,,,,"SUB IN by MARBERRY,ROB",,,"SUB IN by MARBERRY,ROB",1
03:42,,,,,"SUB OUT by WISHON,BRETT",,,"SUB OUT by WISHON,BRETT",1
03:42,,,,,"SUB OUT by MATHEWS,GARRISON",,,"SUB OUT by MATHEWS,GARRISON",1
03:28,,18,,38 (+20),"GOOD 3PTR by MORAN,NATHAN",LIP 18-38 (-20),,"GOOD 3PTR by MORAN,NATHAN",1
--,,,,,"ASSIST  by BUCKLAND,MICHAEL",,,"ASSIST  by BUCKLAND,MICHAEL",1
02:58,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",1
--,"REBOUND OFF by CALDWELL,CAM",,,,,,,"REBOUND OFF by CALDWELL,CAM",1
02:37,"GOOD JUMPER by BORN,CLAY",20,,38 (+18),,SEWANE~1 20-38 (-18),,"GOOD JUMPER by BORN,CLAY",1
02:24,,,,,"MISS 3PTR by KORN,AARON",,,"MISS 3PTR by KORN,AARON",1
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",1
02:07,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",1
--,,,,,"REBOUND DEF by KORN,AARON",,,"REBOUND DEF by KORN,AARON",1
01:49,,,,,"MISS 3PTR by KORN,AARON",,,"MISS 3PTR by KORN,AARON",1
--,,,,,"REBOUND OFF by MARBERRY,ROB",,,"REBOUND OFF by MARBERRY,ROB",1
01:46,,20,,40 (+20),"GOOD JUMPER by MARBERRY,ROB(in the paint)",LIP 20-40 (-20),,"GOOD JUMPER by MARBERRY,ROB(in the paint)",1
01:12,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",1
--,,,,,"REBOUND DEF by COOPER,KENNY",,,"REBOUND DEF by COOPER,KENNY",1
01:03,,,,,"MISS JUMPER by MARBERRY,ROB",,,"MISS JUMPER by MARBERRY,ROB",1
--,,,,,"REBOUND OFF by MARBERRY,ROB",,,"REBOUND OFF by MARBERRY,ROB",1
01:01,,20,,42 (+22),"GOOD TIPIN by MARBERRY,ROB(in the paint)",LIP 20-42 (-22),,"GOOD TIPIN by MARBERRY,ROB(in the paint)",1
00:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:59,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
00:59,"SUB IN by LEE,MATTHEW",,,,,,,"SUB IN by LEE,MATTHEW",1
00:59,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",1
00:59,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
00:59,,,,,"SUB IN by WISHON,BRETT",,,"SUB IN by WISHON,BRETT",1
00:59,,,,,"SUB OUT by KORN,AARON",,,"SUB OUT by KORN,AARON",1
00:51,"MISS JUMPER by WILLIAMS,JORDEN",,,,,,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",1
00:48,"GOOD TIPIN by STONE,BRODY(in the paint)",22,,42 (+20),,SEWANE~1 22-42 (-20),,"GOOD TIPIN by STONE,BRODY(in the paint)",1
00:34,,,,,"MISS 3PTR by COOPER,KENNY",,,"MISS 3PTR by COOPER,KENNY",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
00:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:03,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",1
--,,,,,"REBOUND DEF by COOPER,KENNY",,,"REBOUND DEF by COOPER,KENNY",1
20:00,,,,,"SUB IN by COOPER,KENNY",,,"SUB IN by COOPER,KENNY",2
20:00,,,,,"SUB OUT by KORN,AARON",,,"SUB OUT by KORN,AARON",2
19:49,,,,,"TURNOVER  by MARBERRY,ROB",,,"TURNOVER  by MARBERRY,ROB",2
19:48,"STEAL  by BORN,LEO",,,,,,,"STEAL  by BORN,LEO",2
19:35,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
