Time Remaining,BOYCE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
17:14,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",1
16:57,"MISS 3PTR by STEWART,TREY",,,,,,,"MISS 3PTR by STEWART,TREY",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
16:30,,8 (+3),,5,"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 8-5 (-3),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
16:19,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",1
16:19,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",1
16:19,"STEAL  by GUILES,JOSIAH",,,,,,,"STEAL  by GUILES,JOSIAH",1
15:59,,,,,"MISS 3PTR by THOMAS,ADRIAN",,,"MISS 3PTR by THOMAS,ADRIAN",1
--,"REBOUND DEF by RABKE,ADAM",,,,,,,"REBOUND DEF by RABKE,ADAM",1
15:59,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",1
15:55,"TURNOVER  by TUCKER,DEMETRIUS",,,,,,,"TURNOVER  by TUCKER,DEMETRIUS",1
15:53,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",1
15:52,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",1
15:52,"STEAL  by TUCKER,DEMETRIUS",,,,,,,"STEAL  by TUCKER,DEMETRIUS",1
15:48,"MISS 3PTR by STEWART,TREY",,,,,,,"MISS 3PTR by STEWART,TREY",1
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",1
15:34,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,"REBOUND DEF by TUCKER,DEMETRIUS",,,,,,,"REBOUND DEF by TUCKER,DEMETRIUS",1
15:25,"TURNOVER  by STEWART,TREY",,,,,,,"TURNOVER  by STEWART,TREY",1
15:13,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
15:13,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",1
15:13,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
15:13,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",1
15:13,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
15:13,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
15:13,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
14:59,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",1
14:47,"MISS 3PTR by TUCKER,DEMETRIUS",,,,,,,"MISS 3PTR by TUCKER,DEMETRIUS",1
--,"REBOUND OFF by WELLS,BRYCE",,,,,,,"REBOUND OFF by WELLS,BRYCE",1
14:41,"MISS JUMPER by STEWART,TREY",,,,,,,"MISS JUMPER by STEWART,TREY",1
--,,,,,"REBOUND DEF by LEE,MATTHEW",,,"REBOUND DEF by LEE,MATTHEW",1
14:34,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",1
14:24,"MISS 3PTR by MCKAY,DREW",,,,,,,"MISS 3PTR by MCKAY,DREW",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
14:14,"FOUL  by WELLS,BRYCE",,,,,,,"FOUL  by WELLS,BRYCE",1
14:14,,8 (+2),,6,"GOOD FT by THOMAS,ADRIAN",SEWANEE 8-6 (-2),,"GOOD FT by THOMAS,ADRIAN",1
14:14,,,,,"MISS FT by THOMAS,ADRIAN",,,"MISS FT by THOMAS,ADRIAN",1
--,"REBOUND DEF by STEWART,TREY",,,,,,,"REBOUND DEF by STEWART,TREY",1
14:14,"SUB IN by COOK,BEN",,,,,,,"SUB IN by COOK,BEN",1
14:14,"SUB OUT by WELLS,BRYCE",,,,,,,"SUB OUT by WELLS,BRYCE",1
14:14,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
14:14,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",1
14:01,"GOOD LAYUP by RABKE,ADAM(in the paint)",10 (+4),,6,,BOYCE 10-6 (-4),,"GOOD LAYUP by RABKE,ADAM(in the paint)",1
--,"ASSIST  by STEWART,TREY",,,,,,,"ASSIST  by STEWART,TREY",1
13:45,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",1
13:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
13:45,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
13:45,,,,,"SUB IN by HOWELL,TAYLOR",,,"SUB IN by HOWELL,TAYLOR",1
13:45,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
13:45,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",1
13:21,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",1
13:21,"GOOD FT by RABKE,ADAM",11 (+5),,6,,BOYCE 11-6 (-5),,"GOOD FT by RABKE,ADAM",1
13:21,"GOOD FT by RABKE,ADAM",12 (+6),,6,,BOYCE 12-6 (-6),,"GOOD FT by RABKE,ADAM",1
13:10,"FOUL  by COOK,BEN",,,,,,,"FOUL  by COOK,BEN",1
13:10,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
13:10,,12 (+5),,7,"GOOD FT by STONE,BRODY",SEWANEE 12-7 (-5),,"GOOD FT by STONE,BRODY",1
13:10,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
13:10,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
12:55,"TURNOVER  by TUCKER,DEMETRIUS",,,,,,,"TURNOVER  by TUCKER,DEMETRIUS",1
12:53,,,,,"STEAL  by CALDWELL,CAM",,,"STEAL  by CALDWELL,CAM",1
12:46,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",1
--,"REBOUND DEF by TUCKER,DEMETRIUS",,,,,,,"REBOUND DEF by TUCKER,DEMETRIUS",1
12:35,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",1
12:19,"GOOD 3PTR by STEWART,TREY",15 (+8),,7,,BOYCE 15-7 (-8),,"GOOD 3PTR by STEWART,TREY",1
12:00,"FOUL  by COOK,BEN",,,,,,,"FOUL  by COOK,BEN",1
12:00,,15 (+7),,8,"GOOD FT by STONE,BRODY",SEWANEE 15-8 (-7),,"GOOD FT by STONE,BRODY",1
12:00,,15 (+6),,9,"GOOD FT by STONE,BRODY",SEWANEE 15-9 (-6),,"GOOD FT by STONE,BRODY",1
12:00,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",1
12:00,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
12:00,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",1
12:00,,,,,"SUB OUT by HOWELL,TAYLOR",,,"SUB OUT by HOWELL,TAYLOR",1
11:40,"MISS JUMPER by STEWART,TREY",,,,,,,"MISS JUMPER by STEWART,TREY",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
11:23,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
11:20,"FOUL  by RABKE,ADAM",,,,,,,"FOUL  by RABKE,ADAM",1
11:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
11:18,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",1
11:18,"SUB IN by TUCKER,DARIUS",,,,,,,"SUB IN by TUCKER,DARIUS",1
11:18,"SUB OUT by RABKE,ADAM",,,,,,,"SUB OUT by RABKE,ADAM",1
11:06,"TURNOVER  by STEWART,TREY",,,,,,,"TURNOVER  by STEWART,TREY",1
11:05,,,,,"STEAL  by BORN,CLAY",,,"STEAL  by BORN,CLAY",1
11:02,,,,,"MISS LAYUP by BORN,CLAY",,,"MISS LAYUP by BORN,CLAY",1
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
10:55,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",1
--,,,,,"REBOUND OFF by THOMAS,ADRIAN",,,"REBOUND OFF by THOMAS,ADRIAN",1
10:50,,15 (+4),,11,"GOOD JUMPER by THOMAS,ADRIAN",SEWANEE 15-11 (-4),,"GOOD JUMPER by THOMAS,ADRIAN",1
10:39,"MISS JUMPER by TUCKER,DARIUS",,,,,,,"MISS JUMPER by TUCKER,DARIUS",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
10:16,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",1
--,"REBOUND DEF by TUCKER,DARIUS",,,,,,,"REBOUND DEF by TUCKER,DARIUS",1
10:08,"TURNOVER  by MCKAY,DREW",,,,,,,"TURNOVER  by MCKAY,DREW",1
10:08,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
10:08,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",1
10:08,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
10:08,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
09:54,,15 (+2),,13,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",SEWANEE 15-13 (-2),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",1
09:37,"MISS 3PTR by STEWART,TREY",,,,,,,"MISS 3PTR by STEWART,TREY",1
--,,,,,"REBOUND DEF by LEE,MATTHEW",,,"REBOUND DEF by LEE,MATTHEW",1
09:28,"FOUL  by TUCKER,DEMETRIUS",,,,,,,"FOUL  by TUCKER,DEMETRIUS",1
09:09,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",1
--,"REBOUND DEF by TUCKER,DARIUS",,,,,,,"REBOUND DEF by TUCKER,DARIUS",1
09:02,"MISS LAYUP by TUCKER,DARIUS",,,,,,,"MISS LAYUP by TUCKER,DARIUS",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
08:42,,15,,15,"GOOD JUMPER by STONE,BRODY",SEWANEE 15-15 (0),,"GOOD JUMPER by STONE,BRODY",1
08:25,"GOOD LAYUP by MCKAY,DREW(in the paint)",17 (+2),,15,,BOYCE 17-15 (-2),,"GOOD LAYUP by MCKAY,DREW(in the paint)",1
08:00,,,,,"MISS LAYUP by STONE,BRODY",,,"MISS LAYUP by STONE,BRODY",1
--,,,,,"REBOUND OFF by THOMAS,ADRIAN",,,"REBOUND OFF by THOMAS,ADRIAN",1
07:56,,17,,17,"GOOD TIPIN by THOMAS,ADRIAN(in the paint)",SEWANEE 17-17 (0),,"GOOD TIPIN by THOMAS,ADRIAN(in the paint)",1
07:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
07:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
07:41,"SUB IN by RABKE,ADAM",,,,,,,"SUB IN by RABKE,ADAM",1
07:41,"SUB OUT by TUCKER,DEMETRIUS",,,,,,,"SUB OUT by TUCKER,DEMETRIUS",1
07:31,"TURNOVER  by MCKAY,DREW",,,,,,,"TURNOVER  by MCKAY,DREW",1
07:20,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",1
07:20,"STEAL  by TUCKER,DARIUS",,,,,,,"STEAL  by TUCKER,DARIUS",1
07:15,"TURNOVER  by TUCKER,DARIUS",,,,,,,"TURNOVER  by TUCKER,DARIUS",1
07:15,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
07:15,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
07:09,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",1
06:56,"MISS LAYUP by MCKAY,DREW",,,,,,,"MISS LAYUP by MCKAY,DREW",1
--,"REBOUND OFF by STEWART,TREY",,,,,,,"REBOUND OFF by STEWART,TREY",1
06:48,"GOOD JUMPER by STEWART,TREY",19 (+2),,17,,BOYCE 19-17 (-2),,"GOOD JUMPER by STEWART,TREY",1
06:39,,19,,20 (+1),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 19-20 (+1),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",1
06:21,"FOUL  by TUCKER,DARIUS",,,,,,,"FOUL  by TUCKER,DARIUS",1
06:21,"TURNOVER  by TUCKER,DARIUS",,,,,,,"TURNOVER  by TUCKER,DARIUS",1
06:21,"SUB IN by TUCKER,DEMETRIUS",,,,,,,"SUB IN by TUCKER,DEMETRIUS",1
06:21,"SUB OUT by TUCKER,DARIUS",,,,,,,"SUB OUT by TUCKER,DARIUS",1
06:21,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
06:21,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
06:21,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
06:21,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",1
06:12,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND OFF by THOMAS,ADRIAN",,,"REBOUND OFF by THOMAS,ADRIAN",1
06:07,,,,,"TURNOVER  by THOMAS,ADRIAN",,,"TURNOVER  by THOMAS,ADRIAN",1
05:40,"MISS JUMPER by MCKAY,DREW",,,,,,,"MISS JUMPER by MCKAY,DREW",1
--,"REBOUND OFF by COOK,BEN",,,,,,,"REBOUND OFF by COOK,BEN",1
05:37,"GOOD JUMPER by COOK,BEN",21 (+1),,20,,BOYCE 21-20 (-1),,"GOOD JUMPER by COOK,BEN",1
05:23,,21,,22 (+1),"GOOD LAYUP by CALDWELL,CAM(in the paint)",SEWANEE 21-22 (+1),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",1
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",1
05:09,"TURNOVER  by RABKE,ADAM",,,,,,,"TURNOVER  by RABKE,ADAM",1
05:09,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
05:09,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
05:09,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
05:09,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",1
04:56,,21,,25 (+4),"GOOD 3PTR by STONE,BRODY",SEWANEE 21-25 (+4),,"GOOD 3PTR by STONE,BRODY",1
--,,,,,"ASSIST  by THOMAS,ADRIAN",,,"ASSIST  by THOMAS,ADRIAN",1
04:37,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",1
04:32,"MISS JUMPER by STEWART,TREY",,,,,,,"MISS JUMPER by STEWART,TREY",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
04:25,,21,,27 (+6),"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",SEWANEE 21-27 (+6),,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",1
04:07,"GOOD JUMPER by STEWART,TREY",23,,27 (+4),,BOYCE 23-27 (+4),,"GOOD JUMPER by STEWART,TREY",1
03:51,,23,,29 (+6),"GOOD JUMPER by WILLIAMS,JORDEN",SEWANEE 23-29 (+6),,"GOOD JUMPER by WILLIAMS,JORDEN",1
03:51,"FOUL  by TUCKER,DEMETRIUS",,,,,,,"FOUL  by TUCKER,DEMETRIUS",1
03:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
03:51,,,,,"MISS FT by WILLIAMS,JORDEN",,,"MISS FT by WILLIAMS,JORDEN",1
--,"REBOUND DEF by STEWART,TREY",,,,,,,"REBOUND DEF by STEWART,TREY",1
03:23,"GOOD JUMPER by STEWART,TREY",25,,29 (+4),,BOYCE 25-29 (+4),,"GOOD JUMPER by STEWART,TREY",1
03:10,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
03:10,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
02:52,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,,,,,"REBOUND OFF by THOMAS,ADRIAN",,,"REBOUND OFF by THOMAS,ADRIAN",1
02:50,,,,,"MISS JUMPER by THOMAS,ADRIAN",,,"MISS JUMPER by THOMAS,ADRIAN",1
--,,,,,"REBOUND OFF by THOMAS,ADRIAN",,,"REBOUND OFF by THOMAS,ADRIAN",1
02:47,,,,,"MISS JUMPER by THOMAS,ADRIAN",,,"MISS JUMPER by THOMAS,ADRIAN",1
--,"REBOUND DEF by STEWART,TREY",,,,,,,"REBOUND DEF by STEWART,TREY",1
02:37,"MISS 3PTR by STEWART,TREY",,,,,,,"MISS 3PTR by STEWART,TREY",1
--,"REBOUND OFF by MCKAY,DREW",,,,,,,"REBOUND OFF by MCKAY,DREW",1
02:30,"MISS JUMPER by RABKE,ADAM",,,,,,,"MISS JUMPER by RABKE,ADAM",1
02:30,,,,,"BLOCK  by BUESCHER,HUNTER",,,"BLOCK  by BUESCHER,HUNTER",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
02:26,,25,,31 (+6),"GOOD LAYUP by BORN,CLAY(fastbreak)(in the paint)",SEWANEE 25-31 (+6),,"GOOD LAYUP by BORN,CLAY(fastbreak)(in the paint)",1
02:13,"TURNOVER  by TUCKER,DEMETRIUS",,,,,,,"TURNOVER  by TUCKER,DEMETRIUS",1
02:08,,,,,"STEAL  by BORN,CLAY",,,"STEAL  by BORN,CLAY",1
02:08,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",1
02:02,"MISS 3PTR by TUCKER,DEMETRIUS",,,,,,,"MISS 3PTR by TUCKER,DEMETRIUS",1
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",1
01:42,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",1
01:42,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
01:42,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
01:16,"GOOD JUMPER by MCKAY,DREW",27,,31 (+4),,BOYCE 27-31 (+4),,"GOOD JUMPER by MCKAY,DREW",1
00:58,,27,,34 (+7),"GOOD 3PTR by CALDWELL,CAM",SEWANEE 27-34 (+7),,"GOOD 3PTR by CALDWELL,CAM",1
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",1
00:40,"MISS 3PTR by RABKE,ADAM",,,,,,,"MISS 3PTR by RABKE,ADAM",1
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",1
00:35,,27,,36 (+9),"GOOD LAYUP by CALDWELL,CAM(fastbreak)(in the paint)",SEWANEE 27-36 (+9),,"GOOD LAYUP by CALDWELL,CAM(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by THOMAS,ADRIAN",,,"ASSIST  by THOMAS,ADRIAN",1
00:04,,,,,"FOUL  by THOMAS,ADRIAN",,,"FOUL  by THOMAS,ADRIAN",1
00:04,"GOOD FT by MCKAY,DREW",28,,36 (+8),,BOYCE 28-36 (+8),,"GOOD FT by MCKAY,DREW",1
00:04,"MISS FT by MCKAY,DREW",,,,,,,"MISS FT by MCKAY,DREW",1
--,,,,,"REBOUND DEF by LEE,MATTHEW",,,"REBOUND DEF by LEE,MATTHEW",1
00:04,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",1
00:04,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",1
00:00,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",1
--,"REBOUND DEF by STEWART,TREY",,,,,,,"REBOUND DEF by STEWART,TREY",1
19:43,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND DEF by WELLS,BRYCE",,,,,,,"REBOUND DEF by WELLS,BRYCE",2
19:18,"TURNOVER  by RABKE,ADAM",,,,,,,"TURNOVER  by RABKE,ADAM",2
19:17,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",2
19:06,,28,,39 (+11),"GOOD 3PTR by BORN,LEO",SEWANEE 28-39 (+11),,"GOOD 3PTR by BORN,LEO",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
18:51,"MISS LAYUP by TUCKER,DEMETRIUS",,,,,,,"MISS LAYUP by TUCKER,DEMETRIUS",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
18:43,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,,,,,"REBOUND OFF by BUESCHER,HUNTER",,,"REBOUND OFF by BUESCHER,HUNTER",2
18:25,,28,,42 (+14),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 28-42 (+14),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
18:07,"MISS 3PTR by STEWART,TREY",,,,,,,"MISS 3PTR by STEWART,TREY",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
17:46,,28,,45 (+17),"GOOD 3PTR by BORN,CLAY",SEWANEE 28-45 (+17),,"GOOD 3PTR by BORN,CLAY",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
17:40,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
17:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
17:21,"MISS JUMPER by RABKE,ADAM",,,,,,,"MISS JUMPER by RABKE,ADAM",2
--,"REBOUND OFF by MCKAY,DREW",,,,,,,"REBOUND OFF by MCKAY,DREW",2
17:16,"TURNOVER  by MCKAY,DREW",,,,,,,"TURNOVER  by MCKAY,DREW",2
17:16,,,,,"STEAL  by BORN,CLAY",,,"STEAL  by BORN,CLAY",2
16:46,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
16:46,"SUB IN by HURST,JOSH",,,,,,,"SUB IN by HURST,JOSH",2
16:46,"SUB OUT by MCKAY,DREW",,,,,,,"SUB OUT by MCKAY,DREW",2
16:29,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
16:29,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
16:29,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
16:18,"GOOD JUMPER by STEWART,TREY",30,,45 (+15),,BOYCE 30-45 (+15),,"GOOD JUMPER by STEWART,TREY",2
16:05,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",2
15:51,"MISS 3PTR by STEWART,TREY",,,,,,,"MISS 3PTR by STEWART,TREY",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
15:39,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
15:28,,30,,47 (+17),"GOOD JUMPER by STONE,BRODY",SEWANEE 30-47 (+17),,"GOOD JUMPER by STONE,BRODY",2
