Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
04:54,,78,,81 (+3),"GOOD FT by INUNGU,TOM",OU 78-81 (-3),,"GOOD FT by INUNGU,TOM",4
04:54,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",4
04:54,"SUB OUT by WALDRUM,AIDAN",,,,,,,"SUB OUT by WALDRUM,AIDAN",4
04:31,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",4
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",4
04:11,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",4
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",4
03:45,"MISS LAYUP by ALLISON,ZACHARY",,,,,,,"MISS LAYUP by ALLISON,ZACHARY",4
--,"REBOUND OFF by GONDA,MATT",,,,,,,"REBOUND OFF by GONDA,MATT",4
03:39,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",4
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",4
03:20,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",4
03:20,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",4
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,4
03:20,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",4
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",4
03:10,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",4
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",4
02:45,,78,,83 (+5),"GOOD JUMPER by INUNGU,TOM(in the paint)",OU 78-83 (-5),,"GOOD JUMPER by INUNGU,TOM(in the paint)",4
02:34,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",80,,83 (+3),,BSC 80-83 (-3),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",4
01:52,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",4
01:52,,80,,84 (+4),"GOOD FT by INUNGU,TOM",OU 80-84 (-4),,"GOOD FT by INUNGU,TOM",4
01:52,,80,,85 (+5),"GOOD FT by INUNGU,TOM",OU 80-85 (-5),,"GOOD FT by INUNGU,TOM",4
01:40,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",4
01:40,"MISS FT by ALLISON,ZACHARY",,,,,,,"MISS FT by ALLISON,ZACHARY",4
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,4
01:40,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",4
01:40,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",4
01:23,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",4
01:23,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",4
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,4
01:23,,80,,86 (+6),"GOOD FT by PERRY,WILL",OU 80-86 (-6),,"GOOD FT by PERRY,WILL",4
01:23,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",4
01:23,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",4
00:55,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",4
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",4
00:51,"FOUL  by ALLISON,ZACHARY",,,,,,,"FOUL  by ALLISON,ZACHARY",4
00:51,,80,,87 (+7),"GOOD FT by FOSTER,LANE",OU 80-87 (-7),,"GOOD FT by FOSTER,LANE",4
00:51,,80,,88 (+8),"GOOD FT by FOSTER,LANE",OU 80-88 (-8),,"GOOD FT by FOSTER,LANE",4
00:51,"GOOD 3PTR by BAK,CALVIN",83,,88 (+5),,BSC 83-88 (-5),,"GOOD 3PTR by BAK,CALVIN",4
--,"ASSIST  by MOORE,KADEN",,,,,,,"ASSIST  by MOORE,KADEN",4
00:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,4
00:50,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",4
00:50,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",4
00:47,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",4
00:47,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",4
00:47,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",4
00:38,"MISS JUMPER by SPENCE,BEN",,,,,,,"MISS JUMPER by SPENCE,BEN",4
--,,,,,"REBOUND DEF by BREATHWAITE,ZACH",,,"REBOUND DEF by BREATHWAITE,ZACH",4
00:35,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",4
00:35,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",4
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,4
00:35,,83,,89 (+6),"GOOD FT by BREATHWAITE,ZACH",OU 83-89 (-6),,"GOOD FT by BREATHWAITE,ZACH",4
00:28,"MISS JUMPER by BAK,CALVIN",,,,,,,"MISS JUMPER by BAK,CALVIN",4
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",4
00:25,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",4
00:25,,83,,90 (+7),"GOOD FT by INUNGU,TOM",OU 83-90 (-7),,"GOOD FT by INUNGU,TOM",4
00:25,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",4
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",4
00:19,"GOOD 3PTR by SPENCE,BEN",86,,90 (+4),,BSC 86-90 (-4),,"GOOD 3PTR by SPENCE,BEN",4
--,"ASSIST  by ALLISON,ZACHARY",,,,,,,"ASSIST  by ALLISON,ZACHARY",4
00:16,"FOUL  by SIGLER,EVAN",,,,,,,"FOUL  by SIGLER,EVAN",4
00:16,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",4
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,4
00:16,,86,,91 (+5),"GOOD FT by FOSTER,LANE",OU 86-91 (-5),,"GOOD FT by FOSTER,LANE",4
00:11,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",88,,91 (+3),,BSC 88-91 (-3),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",4
00:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,4
00:08,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",4
00:08,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",4
00:08,,,,,"SUB IN by SPRINGER,WILL",,,"SUB IN by SPRINGER,WILL",4
00:08,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",4
00:07,"FOUL  by GONDA,MATT",,,,,,,"FOUL  by GONDA,MATT",4
00:07,,88,,92 (+4),"GOOD FT by SONE,CARLOS",OU 88-92 (-4),,"GOOD FT by SONE,CARLOS",4
00:07,,88,,93 (+5),"GOOD FT by SONE,CARLOS",OU 88-93 (-5),,"GOOD FT by SONE,CARLOS",4
00:07,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",4
00:07,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",4
00:07,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",4
00:07,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",4
00:07,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",4
00:07,,,,,"SUB OUT by SPRINGER,WILL",,,"SUB OUT by SPRINGER,WILL",4
00:02,"GOOD LAYUP by ALLISON,ZACHARY(fastbreak)(in the paint)",90,,93 (+3),,BSC 90-93 (-3),,"GOOD LAYUP by ALLISON,ZACHARY(fastbreak)(in the paint)",4
