Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
01:09,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
00:49,,,,,"MISS LAYUP by FITCH,CARL",,,"MISS LAYUP by FITCH,CARL",2
--,"REBOUND DEF by ALLISON,ZACHARY",,,,,,,"REBOUND DEF by ALLISON,ZACHARY",2
00:16,"MISS 3PTR by GONDA,MATT",,,,,,,"MISS 3PTR by GONDA,MATT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:16,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
00:06,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by ALLISON,ZACHARY",,,,,,,"REBOUND DEF by ALLISON,ZACHARY",2
00:06,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",2
00:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:06,"GOOD FT by WALDRUM,AIDAN",79 (+3),,76,,BSC-M 79-76 (+3),,"GOOD FT by WALDRUM,AIDAN",2
00:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:06,"MISS FT by WALDRUM,AIDAN",,,,,,,"MISS FT by WALDRUM,AIDAN",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
00:03,,79 (+2),,77,"GOOD FT by BRASFIELD,KAM",HENDRIX 79-77 (+2),,"GOOD FT by BRASFIELD,KAM",2
00:03,,,,,"MISS FT by BRASFIELD,KAM",,,"MISS FT by BRASFIELD,KAM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:03,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
00:03,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
00:03,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
00:03,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
00:01,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
00:01,"GOOD FT by ALLISON,ZACHARY",80 (+3),,77,,BSC-M 80-77 (+3),,"GOOD FT by ALLISON,ZACHARY",2
00:01,"GOOD FT by ALLISON,ZACHARY",81 (+4),,77,,BSC-M 81-77 (+4),,"GOOD FT by ALLISON,ZACHARY",2
