Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
02:46,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
02:46,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
02:46,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
02:46,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
02:46,"SUB OUT by ALLISON,ZACHARY",,,,,,,"SUB OUT by ALLISON,ZACHARY",2
02:26,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
02:25,,49,,63 (+14),"GOOD FT by LIVINGSTON,TREY",HCM 49-63 (-14),,"GOOD FT by LIVINGSTON,TREY",2
02:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:24,,,,,"MISS FT by LIVINGSTON,TREY",,,"MISS FT by LIVINGSTON,TREY",2
--,,,,,"REBOUND OFF by TONEY,CALEB",,,"REBOUND OFF by TONEY,CALEB",2
01:40,,49,,65 (+16),"GOOD LAYUP by PINES,KYANTE(in the paint)",HCM 49-65 (-16),,"GOOD LAYUP by PINES,KYANTE(in the paint)",2
01:39,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",2
01:35,,,,,"TURNOVER  by BARKER,BJ",,,"TURNOVER  by BARKER,BJ",2
01:34,"STEAL  by ALLISON,ZACHARY",,,,,,,"STEAL  by ALLISON,ZACHARY",2
01:34,,,,,"FOUL  by TONEY,CALEB",,,"FOUL  by TONEY,CALEB",2
01:34,"GOOD FT by ALLISON,ZACHARY",50,,65 (+15),,BSC-M 50-65 (-15),,"GOOD FT by ALLISON,ZACHARY",2
01:34,"GOOD FT by ALLISON,ZACHARY",51,,65 (+14),,BSC-M 51-65 (-14),,"GOOD FT by ALLISON,ZACHARY",2
01:34,"SUB IN by HOLLIFIELD,MALCOLM",,,,,,,"SUB IN by HOLLIFIELD,MALCOLM",2
01:34,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
01:30,"FOUL  by SIGLER,EVAN",,,,,,,"FOUL  by SIGLER,EVAN",2
01:30,,51,,66 (+15),"GOOD FT by HARRIS,JAMES",HCM 51-66 (-15),,"GOOD FT by HARRIS,JAMES",2
01:30,,51,,67 (+16),"GOOD FT by HARRIS,JAMES",HCM 51-67 (-16),,"GOOD FT by HARRIS,JAMES",2
01:30,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
01:30,"SUB OUT by HOLLIFIELD,MALCOLM",,,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",2
01:20,"MISS 3PTR by STEPHENS,TROY",,,,,,,"MISS 3PTR by STEPHENS,TROY",2
--,,,,,"REBOUND DEF by LIVINGSTON,TREY",,,"REBOUND DEF by LIVINGSTON,TREY",2
01:11,,51,,69 (+18),"GOOD LAYUP by HARRIS,JAMES(in the paint)",HCM 51-69 (-18),,"GOOD LAYUP by HARRIS,JAMES(in the paint)",2
01:01,"MISS 3PTR by ALLISON,ZACHARY",,,,,,,"MISS 3PTR by ALLISON,ZACHARY",2
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",2
00:57,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",2
--,"REBOUND OFF by STEPHENS,TROY",,,,,,,"REBOUND OFF by STEPHENS,TROY",2
00:53,"GOOD LAYUP by STEPHENS,TROY(in the paint)",53,,69 (+16),,BSC-M 53-69 (-16),,"GOOD LAYUP by STEPHENS,TROY(in the paint)",2
00:43,"FOUL  by HOLLIFIELD,MALCOLM",,,,,,,"FOUL  by HOLLIFIELD,MALCOLM",2
00:43,,,,,"MISS FT by HARRIS,JAMES",,,"MISS FT by HARRIS,JAMES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:43,,53,,70 (+17),"GOOD FT by HARRIS,JAMES",HCM 53-70 (-17),,"GOOD FT by HARRIS,JAMES",2
00:43,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
00:43,"SUB IN by PRAYTOR,ANDREW",,,,,,,"SUB IN by PRAYTOR,ANDREW",2
00:43,"SUB IN by JR,BRUCE BRIGHT",,,,,,,"SUB IN by JR,BRUCE BRIGHT",2
00:43,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
00:43,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
00:43,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
00:43,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
00:43,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
00:43,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
00:43,"SUB OUT by ALLISON,ZACHARY",,,,,,,"SUB OUT by ALLISON,ZACHARY",2
00:43,,,,,"SUB IN by WOODS,MYKEL",,,"SUB IN by WOODS,MYKEL",2
00:43,,,,,"SUB IN by BOHLING,DYLAN",,,"SUB IN by BOHLING,DYLAN",2
00:43,,,,,"SUB IN by HARRIS,JAMES",,,"SUB IN by HARRIS,JAMES",2
00:43,,,,,"SUB IN by KING,ISAIAH",,,"SUB IN by KING,ISAIAH",2
00:43,,,,,"SUB OUT by LIVINGSTON,TREY",,,"SUB OUT by LIVINGSTON,TREY",2
00:43,,,,,"SUB OUT by PINES,KYANTE",,,"SUB OUT by PINES,KYANTE",2
00:43,,,,,"SUB OUT by HARRIS,JAMES",,,"SUB OUT by HARRIS,JAMES",2
00:43,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",2
00:43,,,,,"SUB OUT by WASHINGTON,AARON",,,"SUB OUT by WASHINGTON,AARON",2
00:36,,,,,"SUB IN by HARRIS,JAMES",,,"SUB IN by HARRIS,JAMES",2
00:33,"MISS 3PTR by GONDA,MATT",,,,,,,"MISS 3PTR by GONDA,MATT",2
--,"REBOUND OFF by PRAYTOR,ANDREW",,,,,,,"REBOUND OFF by PRAYTOR,ANDREW",2
00:29,"MISS 3PTR by O'SULLIVAN,CONOR",,,,,,,"MISS 3PTR by O'SULLIVAN,CONOR",2
--,"REBOUND OFF by JR,BRUCE BRIGHT",,,,,,,"REBOUND OFF by JR,BRUCE BRIGHT",2
00:13,"GOOD LAYUP by JR,BRUCE BRIGHT(in the paint)",55,,70 (+15),,BSC-M 55-70 (-15),,"GOOD LAYUP by JR,BRUCE BRIGHT(in the paint)",2
