Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
17:27,,,,,"STEAL  by URSIN,AARON",,,"STEAL  by URSIN,AARON",2
17:05,,,,,"MISS 3PTR by URSIN,AARON",,,"MISS 3PTR by URSIN,AARON",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
16:54,"MISS 3PTR by BOULDIN,BLAKE",,,,,,,"MISS 3PTR by BOULDIN,BLAKE",2
--,"REBOUND OFF by AVALIANI,LUKA",,,,,,,"REBOUND OFF by AVALIANI,LUKA",2
16:46,"MISS 3PTR by KAHL,COLIN",,,,,,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",2
16:27,"FOUL  by BOULDIN,BLAKE",,,,,,,"FOUL  by BOULDIN,BLAKE",2
16:27,,34,,44 (+10),"GOOD FT by GILLIHAN,NEWLON",Mill 34-44 (+10),,"GOOD FT by GILLIHAN,NEWLON",2
16:27,"SUB OUT by BOULDIN,BLAKE",,,,,,,"SUB OUT by BOULDIN,BLAKE",2
16:27,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
16:27,,34,,45 (+11),"GOOD FT by GILLIHAN,NEWLON",Mill 34-45 (+11),,"GOOD FT by GILLIHAN,NEWLON",2
16:05,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",2
15:54,,34,,47 (+13),"GOOD JUMPER by WATSON,DOUG(in the paint)",Mill 34-47 (+13),,"GOOD JUMPER by WATSON,DOUG(in the paint)",2
15:43,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
15:43,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
15:43,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",2
15:32,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND OFF by SMITH,GRAHAM",,,,,,,"REBOUND OFF by SMITH,GRAHAM",2
15:27,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",36,,47 (+11),,Sewan 36-47 (+11),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
15:16,,,,,"FOUL  by GILLIHAN,NEWLON",,,"FOUL  by GILLIHAN,NEWLON",2
15:16,,,,,"TURNOVER  by GILLIHAN,NEWLON",,,"TURNOVER  by GILLIHAN,NEWLON",2
15:16,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:02,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
14:48,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
14:39,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",,,"MISS JUMPER by URSIN,AARON(in the paint)",2
--,,,,,"REBOUND OFF by GILLIHAN,NEWLON",,,"REBOUND OFF by GILLIHAN,NEWLON",2
14:35,,36,,49 (+13),"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",Mill 36-49 (+13),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",2
14:19,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
14:05,,36,,51 (+15),"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",Mill 36-51 (+15),,"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",2
13:47,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",2
13:47,,,,,"STEAL  by WILLIAMS,CAMERON",,,"STEAL  by WILLIAMS,CAMERON",2
13:39,"FOUL  by CORRIGAN,TRE",,,,,,,"FOUL  by CORRIGAN,TRE",2
13:39,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
13:39,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",2
13:39,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
13:39,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",2
13:20,,,,,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",,,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
13:11,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
12:57,,,,,"MISS 3PTR by GILLIHAN,NEWLON",,,"MISS 3PTR by GILLIHAN,NEWLON",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
12:43,"GOOD LAYUP by MARR,RUSS(in the paint)",38,,51 (+13),,Sewan 38-51 (+13),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
--,"ASSIST  by SMITH,GRAHAM",,,,,,,"ASSIST  by SMITH,GRAHAM",2
12:43,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
12:43,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
12:43,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
12:43,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
12:43,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",2
12:43,"GOOD FT by MARR,RUSS",39,,51 (+12),,Sewan 39-51 (+12),,"GOOD FT by MARR,RUSS",2
12:43,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
12:43,"SUB IN by PERUSEK,COLE",,,,,,,"SUB IN by PERUSEK,COLE",2
12:30,,,,,"FOUL  by WILLIAMS,CAMERON",,,"FOUL  by WILLIAMS,CAMERON",2
12:30,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
12:30,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
12:30,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
12:22,,,,,"FOUL  by GILLIHAN,NEWLON",,,"FOUL  by GILLIHAN,NEWLON",2
12:13,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
11:57,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",2
11:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:56,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
11:39,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",2
11:39,"TURNOVER  by HOLLAND,ELI",,,,,,,"TURNOVER  by HOLLAND,ELI",2
11:39,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
11:39,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
11:27,,,,,"TURNOVER  by GILLIHAN,NEWLON",,,"TURNOVER  by GILLIHAN,NEWLON",2
11:27,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
11:27,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
11:13,"GOOD LAYUP by KAHL,COLIN(in the paint)",41,,51 (+10),,Sewan 41-51 (+10),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
10:58,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",2
10:58,,41,,52 (+11),"GOOD FT by WILLIAMS,CAMERON",Mill 41-52 (+11),,"GOOD FT by WILLIAMS,CAMERON",2
10:58,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
10:58,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",2
10:58,,41,,53 (+12),"GOOD FT by WILLIAMS,CAMERON",Mill 41-53 (+12),,"GOOD FT by WILLIAMS,CAMERON",2
10:37,"MISS 3PTR by KAHL,COLIN",,,,,,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND DEF by BROWN,BROCK",,,"REBOUND DEF by BROWN,BROCK",2
10:23,,41,,56 (+15),"GOOD 3PTR by WATSON,DOUG",Mill 41-56 (+15),,"GOOD 3PTR by WATSON,DOUG",2
--,,,,,"ASSIST  by WILLIAMS,CAMERON",,,"ASSIST  by WILLIAMS,CAMERON",2
10:03,"MISS 3PTR by CRUMP,JOHN",,,,,,,"MISS 3PTR by CRUMP,JOHN",2
--,"REBOUND OFF by PERUSEK,COLE",,,,,,,"REBOUND OFF by PERUSEK,COLE",2
09:52,"MISS 3PTR by CRUMP,JOHN",,,,,,,"MISS 3PTR by CRUMP,JOHN",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
09:49,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
09:49,,41,,57 (+16),"GOOD FT by WATSON,DOUG(fastbreak)",Mill 41-57 (+16),,"GOOD FT by WATSON,DOUG(fastbreak)",2
09:49,,41,,58 (+17),"GOOD FT by WATSON,DOUG(fastbreak)",Mill 41-58 (+17),,"GOOD FT by WATSON,DOUG(fastbreak)",2
09:32,"TURNOVER  by PERUSEK,COLE",,,,,,,"TURNOVER  by PERUSEK,COLE",2
09:32,,,,,"STEAL  by UGHOVWA,NICHOLAS",,,"STEAL  by UGHOVWA,NICHOLAS",2
09:29,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
09:14,"MISS JUMPER by CRUMP,JOHN",,,,,,,"MISS JUMPER by CRUMP,JOHN",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
08:56,,41,,60 (+19),"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 41-60 (+19),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
08:47,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
08:46,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
08:46,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",2
08:46,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
08:46,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
08:39,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",2
08:39,,,,,"BLOCK  by UGHOVWA,NICHOLAS",,,"BLOCK  by UGHOVWA,NICHOLAS",2
--,"REBOUND OFF by AVALIANI,LUKA",,,,,,,"REBOUND OFF by AVALIANI,LUKA",2
08:36,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",2
08:36,"GOOD FT by AVALIANI,LUKA",42,,60 (+18),,Sewan 42-60 (+18),,"GOOD FT by AVALIANI,LUKA",2
08:36,"GOOD FT by AVALIANI,LUKA",43,,60 (+17),,Sewan 43-60 (+17),,"GOOD FT by AVALIANI,LUKA",2
08:21,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",2
08:21,,,,,"MISS FT by UGHOVWA,NICHOLAS",,,"MISS FT by UGHOVWA,NICHOLAS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:21,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
08:21,"SUB IN by BOULDIN,BLAKE",,,,,,,"SUB IN by BOULDIN,BLAKE",2
08:21,,43,,61 (+18),"GOOD FT by UGHOVWA,NICHOLAS",Mill 43-61 (+18),,"GOOD FT by UGHOVWA,NICHOLAS",2
08:11,,,,,"FOUL  by BROWN,BROCK",,,"FOUL  by BROWN,BROCK",2
08:11,"GOOD FT by AVALIANI,LUKA",44,,61 (+17),,Sewan 44-61 (+17),,"GOOD FT by AVALIANI,LUKA",2
08:11,"GOOD FT by AVALIANI,LUKA",45,,61 (+16),,Sewan 45-61 (+16),,"GOOD FT by AVALIANI,LUKA",2
07:52,,,,,"MISS JUMPER by URSIN,AARON",,,"MISS JUMPER by URSIN,AARON",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
07:30,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:29,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
07:29,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
07:29,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
07:29,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
07:29,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",2
07:29,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
07:29,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
07:29,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
07:29,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",2
07:29,"GOOD FT by PERUSEK,COLE",46,,61 (+15),,Sewan 46-61 (+15),,"GOOD FT by PERUSEK,COLE",2
07:29,"GOOD FT by PERUSEK,COLE",47,,61 (+14),,Sewan 47-61 (+14),,"GOOD FT by PERUSEK,COLE",2
07:13,,,,,"MISS LAYUP by GILLIHAN,NEWLON(in the paint)",,,"MISS LAYUP by GILLIHAN,NEWLON(in the paint)",2
--,,,,,"REBOUND OFF by GILLIHAN,NEWLON",,,"REBOUND OFF by GILLIHAN,NEWLON",2
07:10,"FOUL  by PERUSEK,COLE",,,,,,,"FOUL  by PERUSEK,COLE",2
07:10,,47,,62 (+15),"GOOD FT by GILLIHAN,NEWLON",Mill 47-62 (+15),,"GOOD FT by GILLIHAN,NEWLON",2
07:10,"SUB OUT by PERUSEK,COLE",,,,,,,"SUB OUT by PERUSEK,COLE",2
07:10,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
07:10,,47,,63 (+16),"GOOD FT by GILLIHAN,NEWLON",Mill 47-63 (+16),,"GOOD FT by GILLIHAN,NEWLON",2
06:46,"TURNOVER  by BOULDIN,BLAKE",,,,,,,"TURNOVER  by BOULDIN,BLAKE",2
06:46,,,,,"STEAL  by WILLIAMS,CAMERON",,,"STEAL  by WILLIAMS,CAMERON",2
06:41,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
06:33,"MISS 3PTR by CRUMP,JOHN",,,,,,,"MISS 3PTR by CRUMP,JOHN",2
--,"REBOUND OFF by BOULDIN,BLAKE",,,,,,,"REBOUND OFF by BOULDIN,BLAKE",2
06:28,"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",49,,63 (+14),,Sewan 49-63 (+14),,"GOOD LAYUP by BOULDIN,BLAKE(in the paint)",2
06:09,,,,,"MISS JUMPER by URSIN,AARON",,,"MISS JUMPER by URSIN,AARON",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
05:57,"MISS 3PTR by BOULDIN,BLAKE",,,,,,,"MISS 3PTR by BOULDIN,BLAKE",2
--,,,,,"REBOUND DEF by BROWN,BRYCE",,,"REBOUND DEF by BROWN,BRYCE",2
05:38,,49,,65 (+16),"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",Mill 49-65 (+16),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",2
05:27,"TURNOVER  by BOULDIN,BLAKE",,,,,,,"TURNOVER  by BOULDIN,BLAKE",2
05:27,,,,,"STEAL  by WILLIAMS,CAMERON",,,"STEAL  by WILLIAMS,CAMERON",2
05:23,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
05:23,,49,,66 (+17),"GOOD FT by WILLIAMS,CAMERON(fastbreak)",Mill 49-66 (+17),,"GOOD FT by WILLIAMS,CAMERON(fastbreak)",2
05:23,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
05:23,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
05:23,"SUB OUT by BOULDIN,BLAKE",,,,,,,"SUB OUT by BOULDIN,BLAKE",2
05:23,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
05:23,,,,,"MISS FT by WILLIAMS,CAMERON(fastbreak)",,,"MISS FT by WILLIAMS,CAMERON(fastbreak)",2
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",2
05:07,"TURNOVER  by AVALIANI,LUKA",,,,,,,"TURNOVER  by AVALIANI,LUKA",2
05:07,,,,,"STEAL  by URSIN,AARON",,,"STEAL  by URSIN,AARON",2
05:00,,,,,"MISS LAYUP by BROWN,BROCK(in the paint)",,,"MISS LAYUP by BROWN,BROCK(in the paint)",2
05:00,"BLOCK  by KAHL,COLIN",,,,,,,"BLOCK  by KAHL,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:00,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
05:00,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
04:45,,49,,68 (+19),"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 49-68 (+19),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
--,,,,,"ASSIST  by BROWN,BROCK",,,"ASSIST  by BROWN,BROCK",2
04:30,"MISS LAYUP by KAHL,COLIN(in the paint)",,,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
04:30,,,,,"BLOCK  by URSIN,AARON",,,"BLOCK  by URSIN,AARON",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
04:10,,,,,"TURNOVER  by RUCKER,CAM",,,"TURNOVER  by RUCKER,CAM",2
04:10,"STEAL  by MARR,RUSS",,,,,,,"STEAL  by MARR,RUSS",2
04:06,"GOOD LAYUP by MARR,RUSS(fastbreak)(in the paint)",51,,68 (+17),,Sewan 51-68 (+17),,"GOOD LAYUP by MARR,RUSS(fastbreak)(in the paint)",2
04:06,,,,,"FOUL  by BROWN,BROCK",,,"FOUL  by BROWN,BROCK",2
04:06,"GOOD FT by MARR,RUSS(fastbreak)",52,,68 (+16),,Sewan 52-68 (+16),,"GOOD FT by MARR,RUSS(fastbreak)",2
04:06,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",2
04:06,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",2
03:51,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",2
03:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:51,,,,,"MISS FT by GILLIHAN,NEWLON",,,"MISS FT by GILLIHAN,NEWLON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:51,,52,,69 (+17),"GOOD FT by GILLIHAN,NEWLON",Mill 52-69 (+17),,"GOOD FT by GILLIHAN,NEWLON",2
03:40,"TURNOVER  by MARR,RUSS",,,,,,,"TURNOVER  by MARR,RUSS",2
03:40,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
03:40,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",2
03:19,,,,,"TURNOVER  by RUCKER,CAM",,,"TURNOVER  by RUCKER,CAM",2
03:08,"TURNOVER  by CRUMP,JOHN",,,,,,,"TURNOVER  by CRUMP,JOHN",2
03:08,,,,,"STEAL  by BROWN,BROCK",,,"STEAL  by BROWN,BROCK",2
03:03,,,,,"TURNOVER  by BROWN,BROCK",,,"TURNOVER  by BROWN,BROCK",2
03:03,"STEAL  by CRUMP,JOHN",,,,,,,"STEAL  by CRUMP,JOHN",2
02:59,"GOOD LAYUP by KAHL,COLIN(fastbreak)(in the paint)",54,,69 (+15),,Sewan 54-69 (+15),,"GOOD LAYUP by KAHL,COLIN(fastbreak)(in the paint)",2
--,"ASSIST  by CRUMP,JOHN",,,,,,,"ASSIST  by CRUMP,JOHN",2
02:34,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
02:16,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,"REBOUND OFF by KAHL,COLIN",,,,,,,"REBOUND OFF by KAHL,COLIN",2
02:12,"GOOD LAYUP by KAHL,COLIN(in the paint)",56,,69 (+13),,Sewan 56-69 (+13),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
02:12,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:00,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
02:00,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
01:42,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
01:34,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND OFF by AVALIANI,LUKA",,,,,,,"REBOUND OFF by AVALIANI,LUKA",2
01:21,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",2
01:21,,,,,"MISS FT by WILLIAMS,CAMERON",,,"MISS FT by WILLIAMS,CAMERON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:21,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
01:21,,,,,"SUB IN by BASS,DEVIN",,,"SUB IN by BASS,DEVIN",2
01:21,,,,,"MISS FT by WILLIAMS,CAMERON",,,"MISS FT by WILLIAMS,CAMERON",2
--,"REBOUND DEF by CRUMP,JOHN",,,,,,,"REBOUND DEF by CRUMP,JOHN",2
01:14,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",2
--,"REBOUND OFF by KAHL,COLIN",,,,,,,"REBOUND OFF by KAHL,COLIN",2
01:07,"MISS LAYUP by KAHL,COLIN(in the paint)",,,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
01:07,,,,,"BLOCK  by URSIN,AARON",,,"BLOCK  by URSIN,AARON",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
01:04,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
01:04,"STEAL  by CORRIGAN,TRE",,,,,,,"STEAL  by CORRIGAN,TRE",2
01:04,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
01:04,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",2
01:04,,56,,70 (+14),"GOOD FT by WATSON,DOUG",Mill 56-70 (+14),,"GOOD FT by WATSON,DOUG",2
01:04,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
01:04,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
01:04,,56,,71 (+15),"GOOD FT by WATSON,DOUG",Mill 56-71 (+15),,"GOOD FT by WATSON,DOUG",2
01:04,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
01:04,,,,,"SUB IN by HAUPT,KYLE",,,"SUB IN by HAUPT,KYLE",2
00:58,"GOOD LAYUP by KAHL,COLIN(fastbreak)(in the paint)",58,,71 (+13),,Sewan 58-71 (+13),,"GOOD LAYUP by KAHL,COLIN(fastbreak)(in the paint)",2
--,"ASSIST  by MARR,RUSS",,,,,,,"ASSIST  by MARR,RUSS",2
00:56,,,,,"TURNOVER  by HAUPT,KYLE",,,"TURNOVER  by HAUPT,KYLE",2
00:50,"MISS 3PTR by CRUMP,JOHN",,,,,,,"MISS 3PTR by CRUMP,JOHN",2
--,,,,,"REBOUND DEF by BASS,DEVIN",,,"REBOUND DEF by BASS,DEVIN",2
00:47,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",2
00:47,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
00:47,,,,,"SUB IN by MCNEES,ANDREW",,,"SUB IN by MCNEES,ANDREW",2
00:47,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
00:47,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
00:47,,,,,"MISS FT by BASS,DEVIN(fastbreak)",,,"MISS FT by BASS,DEVIN(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:47,,,,,"MISS FT by BASS,DEVIN(fastbreak)",,,"MISS FT by BASS,DEVIN(fastbreak)",2
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",2
00:37,"GOOD LAYUP by KAHL,COLIN(in the paint)",60,,71 (+11),,Sewan 60-71 (+11),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
00:06,,60,,73 (+13),"GOOD JUMPER by BROWN,BROCK",Mill 60-73 (+13),,"GOOD JUMPER by BROWN,BROCK",2
--,,,,,"ASSIST  by ROTH,DREW",,,"ASSIST  by ROTH,DREW",2
00:00,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
