Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,UAB,Game Score,Team Indicator,Play,Period
16:36,"TURNOVER  by HOGAN,TJ",,,,,,,"TURNOVER  by HOGAN,TJ",1
16:36,,,,,"STEAL  by WALKER,JORDAN",,,"STEAL  by WALKER,JORDAN",1
16:29,,2,,15 (+13),"GOOD 3PTR by JOHNSON,JAMAL(fastbreak)",UAB 2-15 (-13),,"GOOD 3PTR by JOHNSON,JAMAL(fastbreak)",1
--,,,,,"ASSIST  by WALKER,JORDAN",,,"ASSIST  by WALKER,JORDAN",1
16:26,,,,,"SUB OUT by JOHNSON,JAMAL",,,"SUB OUT by JOHNSON,JAMAL",1
16:26,,,,,"SUB OUT by LEBLANC,JOSH",,,"SUB OUT by LEBLANC,JOSH",1
16:26,,,,,"SUB IN by LOVAN,TAVIN",,,"SUB IN by LOVAN,TAVIN",1
16:26,,,,,"SUB IN by BROWN,JUSTIN",,,"SUB IN by BROWN,JUSTIN",1
16:22,"TURNOVER  by HOGAN,TJ",,,,,,,"TURNOVER  by HOGAN,TJ",1
16:22,,,,,"STEAL  by LOVAN,TAVIN",,,"STEAL  by LOVAN,TAVIN",1
16:12,,,,,"MISS 3PTR by BROWN,JUSTIN",,,"MISS 3PTR by BROWN,JUSTIN",1
--,"REBOUND DEF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",1
15:50,"TURNOVER  by HOGAN,TJ",,,,,,,"TURNOVER  by HOGAN,TJ",1
15:50,,,,,"STEAL  by LOVAN,TAVIN",,,"STEAL  by LOVAN,TAVIN",1
15:46,,2,,17 (+15),"GOOD LAYUP by LOVAN,TAVIN(fastbreak)(in the paint)",UAB 2-17 (-15),,"GOOD LAYUP by LOVAN,TAVIN(fastbreak)(in the paint)",1
15:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:46,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",1
15:46,,,,,"SUB OUT by JACKSON,QUAN",,,"SUB OUT by JACKSON,QUAN",1
15:46,,,,,"SUB IN by TONEY,TONY",,,"SUB IN by TONEY,TONY",1
15:46,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",1
15:46,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",1
15:46,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",1
15:46,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",1
15:46,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",1
15:46,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",1
15:46,,2,,18 (+16),"GOOD FT by LOVAN,TAVIN",UAB 2-18 (-16),,"GOOD FT by LOVAN,TAVIN",1
15:34,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
15:34,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",1
15:34,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",1
15:34,,2,,21 (+19),"GOOD 3PTR by WALKER,JORDAN",UAB 2-21 (-19),,"GOOD 3PTR by WALKER,JORDAN",1
15:13,"TURNOVER  by EVANS,CHRISTIAN",,,,,,,"TURNOVER  by EVANS,CHRISTIAN",1
15:06,,,,,"MISS JUMPER by TONEY,TONY",,,"MISS JUMPER by TONEY,TONY",1
--,"REBOUND DEF by EVANS,CHRISTIAN",,,,,,,"REBOUND DEF by EVANS,CHRISTIAN",1
14:46,"TURNOVER  by EVANS,CHRISTIAN",,,,,,,"TURNOVER  by EVANS,CHRISTIAN",1
14:46,,,,,"STEAL  by BROWN,JUSTIN",,,"STEAL  by BROWN,JUSTIN",1
14:34,,,,,"MISS 3PTR by WALKER,JORDAN",,,"MISS 3PTR by WALKER,JORDAN",1
--,,,,,"REBOUND OFF by BROWN,JUSTIN",,,"REBOUND OFF by BROWN,JUSTIN",1
14:32,,,,,"SUB OUT by BUFFEN,KJ",,,"SUB OUT by BUFFEN,KJ",1
14:32,,,,,"SUB OUT by WALKER,JORDAN",,,"SUB OUT by WALKER,JORDAN",1
14:32,,,,,"SUB IN by LOCURE,TYREKE",,,"SUB IN by LOCURE,TYREKE",1
14:32,,,,,"SUB IN by LEBLANC,JOSH",,,"SUB IN by LEBLANC,JOSH",1
14:30,,,,,"FOUL  by LOCURE,TYREKE",,,"FOUL  by LOCURE,TYREKE",1
14:15,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",1
--,"REBOUND OFF by BASS,DEVIN",,,,,,,"REBOUND OFF by BASS,DEVIN",1
14:09,"MISS 3PTR by HOGAN,TJ",,,,,,,"MISS 3PTR by HOGAN,TJ",1
--,"REBOUND OFF by BASS,DEVIN",,,,,,,"REBOUND OFF by BASS,DEVIN",1
13:53,"GOOD JUMPER by URSIN,AARON(in the paint)",4,,21 (+17),,Mill 4-21 (-17),,"GOOD JUMPER by URSIN,AARON(in the paint)",1
13:49,,,,,"MISS 3PTR by BROWN,JUSTIN",,,"MISS 3PTR by BROWN,JUSTIN",1
--,,,,,"REBOUND OFF by TONEY,TONY",,,"REBOUND OFF by TONEY,TONY",1
13:41,,4,,23 (+19),"GOOD LAYUP by TONEY,TONY(in the paint)",UAB 4-23 (-19),,"GOOD LAYUP by TONEY,TONY(in the paint)",1
13:30,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",1
13:30,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",1
13:24,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",1
--,,,,,"REBOUND DEF by LEBLANC,JOSH",,,"REBOUND DEF by LEBLANC,JOSH",1
12:58,,4,,25 (+21),"GOOD JUMPER by BROWN,JUSTIN",UAB 4-25 (-21),,"GOOD JUMPER by BROWN,JUSTIN",1
12:58,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",1
12:58,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",1
12:58,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",1
12:58,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",1
12:58,"SUB IN by CARTER,DYLAN",,,,,,,"SUB IN by CARTER,DYLAN",1
12:58,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",1
12:53,,,,,"MISS JUMPER by LOCURE,TYREKE",,,"MISS JUMPER by LOCURE,TYREKE",1
--,,,,,"REBOUND OFF by BROWN,JUSTIN",,,"REBOUND OFF by BROWN,JUSTIN",1
12:50,,,,,"FOUL  by BROWN,JUSTIN",,,"FOUL  by BROWN,JUSTIN",1
12:30,"TURNOVER  by BASS,DEVIN",,,,,,,"TURNOVER  by BASS,DEVIN",1
12:30,,,,,"STEAL  by LOVAN,TAVIN",,,"STEAL  by LOVAN,TAVIN",1
12:25,,4,,27 (+23),"GOOD DUNK by LOVAN,TAVIN(fastbreak)(in the paint)",UAB 4-27 (-23),,"GOOD DUNK by LOVAN,TAVIN(fastbreak)(in the paint)",1
12:12,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",1
--,,,,,"REBOUND DEF by TONEY,TONY",,,"REBOUND DEF by TONEY,TONY",1
12:00,,,,,"MISS JUMPER by LEBLANC,JOSH",,,"MISS JUMPER by LEBLANC,JOSH",1
--,"REBOUND DEF by CARTER,DYLAN",,,,,,,"REBOUND DEF by CARTER,DYLAN",1
11:55,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",1
11:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:36,,,,,"MISS 3PTR by LOCURE,TYREKE",,,"MISS 3PTR by LOCURE,TYREKE",1
--,,,,,"REBOUND OFF by BROWN,JUSTIN",,,"REBOUND OFF by BROWN,JUSTIN",1
11:33,,,,,"TURNOVER  by BROWN,JUSTIN",,,"TURNOVER  by BROWN,JUSTIN",1
11:13,,,,,"FOUL  by LOVAN,TAVIN",,,"FOUL  by LOVAN,TAVIN",1
11:12,,,,,"SUB OUT by LOVAN,TAVIN",,,"SUB OUT by LOVAN,TAVIN",1
11:12,,,,,"SUB OUT by BROWN,JUSTIN",,,"SUB OUT by BROWN,JUSTIN",1
11:12,,,,,"SUB IN by BUFFEN,KJ",,,"SUB IN by BUFFEN,KJ",1
11:12,,,,,"SUB IN by JACKSON,QUAN",,,"SUB IN by JACKSON,QUAN",1
11:04,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",1
11:04,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",1
11:04,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",1
10:49,,,,,"MISS JUMPER by LEBLANC,JOSH(in the paint)",,,"MISS JUMPER by LEBLANC,JOSH(in the paint)",1
--,,,,,"REBOUND OFF by BUFFEN,KJ",,,"REBOUND OFF by BUFFEN,KJ",1
10:44,,,,,"TURNOVER  by BUFFEN,KJ",,,"TURNOVER  by BUFFEN,KJ",1
10:44,"STEAL  by WILLIAMS,CAMERON",,,,,,,"STEAL  by WILLIAMS,CAMERON",1
10:39,,,,,"FOUL  by LEBLANC,JOSH",,,"FOUL  by LEBLANC,JOSH",1
10:39,,,,,"SUB OUT by LOCURE,TYREKE",,,"SUB OUT by LOCURE,TYREKE",1
10:39,,,,,"SUB OUT by TONEY,TONY",,,"SUB OUT by TONEY,TONY",1
10:39,,,,,"SUB IN by WALKER,JORDAN",,,"SUB IN by WALKER,JORDAN",1
10:39,,,,,"SUB IN by JOHNSON,JAMAL",,,"SUB IN by JOHNSON,JAMAL",1
10:21,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",1
10:21,,,,,"BLOCK  by JACKSON,QUAN",,,"BLOCK  by JACKSON,QUAN",1
--,,,,,"REBOUND DEF by WALKER,JORDAN",,,"REBOUND DEF by WALKER,JORDAN",1
10:10,,,,,"MISS LAYUP by WALKER,JORDAN(in the paint)",,,"MISS LAYUP by WALKER,JORDAN(in the paint)",1
--,"REBOUND DEF by BROWN,BRYCE",,,,,,,"REBOUND DEF by BROWN,BRYCE",1
10:03,"MISS JUMPER by CARTER,DYLAN",,,,,,,"MISS JUMPER by CARTER,DYLAN",1
--,,,,,"REBOUND DEF by JACKSON,QUAN",,,"REBOUND DEF by JACKSON,QUAN",1
09:54,"FOUL  by GILLIHAN,NEWLON",,,,,,,"FOUL  by GILLIHAN,NEWLON",1
09:54,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",1
09:54,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",1
09:45,,,,,"MISS 3PTR by WALKER,JORDAN",,,"MISS 3PTR by WALKER,JORDAN",1
--,"REBOUND DEF by CARTER,DYLAN",,,,,,,"REBOUND DEF by CARTER,DYLAN",1
09:30,"TURNOVER  by URSIN,AARON",,,,,,,"TURNOVER  by URSIN,AARON",1
09:30,,,,,"STEAL  by LEBLANC,JOSH",,,"STEAL  by LEBLANC,JOSH",1
09:20,,,,,"MISS LAYUP by LEBLANC,JOSH(in the paint)",,,"MISS LAYUP by LEBLANC,JOSH(in the paint)",1
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",1
09:12,"TURNOVER  by BROWN,BRYCE",,,,,,,"TURNOVER  by BROWN,BRYCE",1
09:12,,,,,"STEAL  by JOHNSON,JAMAL",,,"STEAL  by JOHNSON,JAMAL",1
09:07,,4,,29 (+25),"GOOD DUNK by JOHNSON,JAMAL(fastbreak)(in the paint)",UAB 4-29 (-25),,"GOOD DUNK by JOHNSON,JAMAL(fastbreak)(in the paint)",1
09:04,,,,,"SUB IN by GORDON,RONGIE",,,"SUB IN by GORDON,RONGIE",1
09:04,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",1
09:04,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",1
09:04,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",1
09:04,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",1
09:04,,,,,"SUB OUT by LEBLANC,JOSH",,,"SUB OUT by LEBLANC,JOSH",1
09:04,"SUB OUT by CARTER,DYLAN",,,,,,,"SUB OUT by CARTER,DYLAN",1
09:04,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",1
09:00,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",1
09:00,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",1
09:00,"TURNOVER  by URSIN,AARON",,,,,,,"TURNOVER  by URSIN,AARON",1
08:38,,4,,32 (+28),"GOOD 3PTR by WALKER,JORDAN",UAB 4-32 (-28),,"GOOD 3PTR by WALKER,JORDAN",1
--,,,,,"ASSIST  by JOHNSON,JAMAL",,,"ASSIST  by JOHNSON,JAMAL",1
08:38,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",1
08:38,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",1
08:38,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",1
08:38,"SUB IN by CARTER,DYLAN",,,,,,,"SUB IN by CARTER,DYLAN",1
08:24,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON(in the paint)",1
08:24,,,,,"BLOCK  by JACKSON,QUAN",,,"BLOCK  by JACKSON,QUAN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
08:24,"SUB OUT by CARTER,DYLAN",,,,,,,"SUB OUT by CARTER,DYLAN",1
08:24,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",1
08:16,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",1
--,,,,,"REBOUND DEF by BUFFEN,KJ",,,"REBOUND DEF by BUFFEN,KJ",1
08:09,,,,,"MISS 3PTR by WALKER,JORDAN",,,"MISS 3PTR by WALKER,JORDAN",1
--,,,,,"REBOUND OFF by BUFFEN,KJ",,,"REBOUND OFF by BUFFEN,KJ",1
08:00,,4,,35 (+31),"GOOD 3PTR by JOHNSON,JAMAL",UAB 4-35 (-31),,"GOOD 3PTR by JOHNSON,JAMAL",1
--,,,,,"ASSIST  by BUFFEN,KJ",,,"ASSIST  by BUFFEN,KJ",1
07:27,"MISS JUMPER by EVANS,CHRISTIAN(in the paint)",,,,,,,"MISS JUMPER by EVANS,CHRISTIAN(in the paint)",1
--,,,,,"REBOUND DEF by GORDON,RONGIE",,,"REBOUND DEF by GORDON,RONGIE",1
07:21,,,,,"TURNOVER  by GORDON,RONGIE",,,"TURNOVER  by GORDON,RONGIE",1
07:21,"STEAL  by EVANS,CHRISTIAN",,,,,,,"STEAL  by EVANS,CHRISTIAN",1
07:11,"MISS JUMPER by RUCKER,CAM",,,,,,,"MISS JUMPER by RUCKER,CAM",1
--,,,,,"REBOUND DEF by JACKSON,QUAN",,,"REBOUND DEF by JACKSON,QUAN",1
07:07,,,,,"TURNOVER  by JACKSON,QUAN",,,"TURNOVER  by JACKSON,QUAN",1
07:06,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
06:56,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",1
06:56,,4,,36 (+32),"GOOD FT by BUFFEN,KJ",UAB 4-36 (-32),,"GOOD FT by BUFFEN,KJ",1
06:56,,4,,37 (+33),"GOOD FT by BUFFEN,KJ",UAB 4-37 (-33),,"GOOD FT by BUFFEN,KJ",1
06:30,"TURNOVER  by URSIN,AARON",,,,,,,"TURNOVER  by URSIN,AARON",1
06:30,,,,,"STEAL  by BUFFEN,KJ",,,"STEAL  by BUFFEN,KJ",1
06:24,,4,,39 (+35),"GOOD LAYUP by BUFFEN,KJ(fastbreak)(in the paint)",UAB 4-39 (-35),,"GOOD LAYUP by BUFFEN,KJ(fastbreak)(in the paint)",1
05:57,"GOOD LAYUP by ROTH,DREW(in the paint)",6,,39 (+33),,Mill 6-39 (-33),,"GOOD LAYUP by ROTH,DREW(in the paint)",1
05:45,,,,,"MISS 3PTR by WALKER,JORDAN",,,"MISS 3PTR by WALKER,JORDAN",1
--,"REBOUND DEF by CARTER,DYLAN",,,,,,,"REBOUND DEF by CARTER,DYLAN",1
05:26,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",1
05:26,,,,,"SUB OUT by WALKER,JORDAN",,,"SUB OUT by WALKER,JORDAN",1
05:26,,,,,"SUB IN by LOVAN,TAVIN",,,"SUB IN by LOVAN,TAVIN",1
05:12,,6,,41 (+35),"GOOD JUMPER by JACKSON,QUAN",UAB 6-41 (-35),,"GOOD JUMPER by JACKSON,QUAN",1
04:52,"MISS JUMPER by URSIN,AARON",,,,,,,"MISS JUMPER by URSIN,AARON",1
--,,,,,"REBOUND DEF by JACKSON,QUAN",,,"REBOUND DEF by JACKSON,QUAN",1
04:46,,,,,"MISS 3PTR by JOHNSON,JAMAL",,,"MISS 3PTR by JOHNSON,JAMAL",1
--,"REBOUND DEF by ROTH,DREW",,,,,,,"REBOUND DEF by ROTH,DREW",1
04:25,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",1
04:25,,,,,"STEAL  by GORDON,RONGIE",,,"STEAL  by GORDON,RONGIE",1
04:19,,,,,"TURNOVER  by JOHNSON,JAMAL",,,"TURNOVER  by JOHNSON,JAMAL",1
04:19,"STEAL  by WILLIAMS,CAMERON",,,,,,,"STEAL  by WILLIAMS,CAMERON",1
04:16,,,,,"SUB OUT by BUFFEN,KJ",,,"SUB OUT by BUFFEN,KJ",1
04:16,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",1
04:16,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",1
04:16,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",1
04:16,"SUB IN by CARTER,DYLAN",,,,,,,"SUB IN by CARTER,DYLAN",1
04:16,,,,,"SUB IN by LEBLANC,JOSH",,,"SUB IN by LEBLANC,JOSH",1
04:06,"MISS JUMPER by STEPHEN,SETH(in the paint)",,,,,,,"MISS JUMPER by STEPHEN,SETH(in the paint)",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
03:59,"MISS 3PTR by CARTER,DYLAN",,,,,,,"MISS 3PTR by CARTER,DYLAN",1
03:57,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",1
03:57,"SUB OUT by CARTER,DYLAN",,,,,,,"SUB OUT by CARTER,DYLAN",1
03:57,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",1
--,,,,,"REBOUND DEF by LOVAN,TAVIN",,,"REBOUND DEF by LOVAN,TAVIN",1
03:41,,,,,"MISS LAYUP by LOVAN,TAVIN(in the paint)",,,"MISS LAYUP by LOVAN,TAVIN(in the paint)",1
--,,,,,"REBOUND OFF by LEBLANC,JOSH",,,"REBOUND OFF by LEBLANC,JOSH",1
03:33,,6,,43 (+37),"GOOD LAYUP by LEBLANC,JOSH(in the paint)",UAB 6-43 (-37),,"GOOD LAYUP by LEBLANC,JOSH(in the paint)",1
03:22,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",1
--,"REBOUND OFF by URSIN,AARON",,,,,,,"REBOUND OFF by URSIN,AARON",1
03:15,"MISS JUMPER by EVANS,CHRISTIAN(in the paint)",,,,,,,"MISS JUMPER by EVANS,CHRISTIAN(in the paint)",1
03:15,,,,,"BLOCK  by JOHNSON,JAMAL",,,"BLOCK  by JOHNSON,JAMAL",1
--,,,,,"REBOUND DEF by LOVAN,TAVIN",,,"REBOUND DEF by LOVAN,TAVIN",1
02:57,,,,,"TURNOVER  by LOVAN,TAVIN",,,"TURNOVER  by LOVAN,TAVIN",1
02:57,"STEAL  by EVANS,CHRISTIAN",,,,,,,"STEAL  by EVANS,CHRISTIAN",1
02:49,"GOOD LAYUP by EVANS,CHRISTIAN(fastbreak)(in the paint)",8,,43 (+35),,Mill 8-43 (-35),,"GOOD LAYUP by EVANS,CHRISTIAN(fastbreak)(in the paint)",1
02:35,,,,,"MISS JUMPER by GORDON,RONGIE(in the paint)",,,"MISS JUMPER by GORDON,RONGIE(in the paint)",1
--,"REBOUND DEF by STEPHEN,SETH",,,,,,,"REBOUND DEF by STEPHEN,SETH",1
02:35,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",1
02:23,,8,,46 (+38),"GOOD 3PTR by BROWN,JUSTIN",UAB 8-46 (-38),,"GOOD 3PTR by BROWN,JUSTIN",1
--,,,,,"ASSIST  by LOVAN,TAVIN",,,"ASSIST  by LOVAN,TAVIN",1
02:11,,,,,"SUB OUT by JOHNSON,JAMAL",,,"SUB OUT by JOHNSON,JAMAL",1
02:11,,,,,"SUB OUT by JACKSON,QUAN",,,"SUB OUT by JACKSON,QUAN",1
02:11,,,,,"SUB OUT by GORDON,RONGIE",,,"SUB OUT by GORDON,RONGIE",1
02:11,,,,,"SUB IN by LOCURE,TYREKE",,,"SUB IN by LOCURE,TYREKE",1
02:11,,,,,"SUB IN by BROWN,JUSTIN",,,"SUB IN by BROWN,JUSTIN",1
02:11,,,,,"SUB IN by TONEY,TONY",,,"SUB IN by TONEY,TONY",1
02:10,"MISS 3PTR by EVANS,CHRISTIAN",,,,,,,"MISS 3PTR by EVANS,CHRISTIAN",1
--,"REBOUND OFF by EVANS,CHRISTIAN",,,,,,,"REBOUND OFF by EVANS,CHRISTIAN",1
02:05,"TURNOVER  by UGHOVWA,NICHOLAS",,,,,,,"TURNOVER  by UGHOVWA,NICHOLAS",1
02:05,,,,,"STEAL  by BROWN,JUSTIN",,,"STEAL  by BROWN,JUSTIN",1
01:59,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",1
01:59,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",1
01:59,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",1
