Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,OUMBB,Game Score,Team Indicator,Play,Period
17:58,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
17:58,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
17:58,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
17:49,"GOOD JUMPER by WILLIAMS,CAMERON",23,,34 (+11),,Mill 23-34 (-11),,"GOOD JUMPER by WILLIAMS,CAMERON",2
--,"ASSIST  by URSIN,AARON",,,,,,,"ASSIST  by URSIN,AARON",2
17:39,,23,,36 (+13),"GOOD LAYUP by FOSTER,LANE(in the paint)",OUMBB 23-36 (-13),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
17:24,"GOOD 3PTR by WATSON,DOUG",26,,36 (+10),,Mill 26-36 (-10),,"GOOD 3PTR by WATSON,DOUG",2
--,"ASSIST  by BROWN,BROCK",,,,,,,"ASSIST  by BROWN,BROCK",2
17:03,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",2
16:57,,,,,"MISS JUMPER by EZIGBO,UBA",,,"MISS JUMPER by EZIGBO,UBA",2
--,"REBOUND DEF by STEPHEN,SETH",,,,,,,"REBOUND DEF by STEPHEN,SETH",2
16:53,"TURNOVER  by STEPHEN,SETH",,,,,,,"TURNOVER  by STEPHEN,SETH",2
16:53,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
16:51,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",2
16:51,,26,,37 (+11),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 26-37 (-11),,"GOOD FT by CHAMBERS,DIMETRI",2
16:51,,26,,38 (+12),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 26-38 (-12),,"GOOD FT by CHAMBERS,DIMETRI",2
16:51,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
16:51,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
16:40,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
16:28,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",2
16:20,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",28,,38 (+10),,Mill 28-38 (-10),,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",2
16:17,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
16:17,"GOOD FT by WATSON,DOUG",29,,38 (+9),,Mill 29-38 (-9),,"GOOD FT by WATSON,DOUG",2
16:17,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
16:17,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
16:17,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
16:17,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
16:04,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",2
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",2
15:53,"GOOD 3PTR by HOGAN,TJ",32,,38 (+6),,Mill 32-38 (-6),,"GOOD 3PTR by HOGAN,TJ",2
--,"ASSIST  by WATSON,DOUG",,,,,,,"ASSIST  by WATSON,DOUG",2
15:38,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",2
15:38,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
15:38,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",2
15:38,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
15:38,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
15:38,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
15:37,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
15:16,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
14:55,"TURNOVER  by HAUPT,KYLE",,,,,,,"TURNOVER  by HAUPT,KYLE",2
14:54,,,,,"STEAL  by MURRAH,JACK",,,"STEAL  by MURRAH,JACK",2
14:51,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
14:51,,32,,39 (+7),"GOOD FT by MURRAH,JACK",OUMBB 32-39 (-7),,"GOOD FT by MURRAH,JACK",2
14:51,,,,,"MISS FT by MURRAH,JACK",,,"MISS FT by MURRAH,JACK",2
--,"REBOUND DEF by BASS,DEVIN",,,,,,,"REBOUND DEF by BASS,DEVIN",2
14:51,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
14:51,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
14:31,"MISS LAYUP by BROWN,BROCK",,,,,,,"MISS LAYUP by BROWN,BROCK",2
14:31,,,,,"BLOCK  by ETIWE,TOJU",,,"BLOCK  by ETIWE,TOJU",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:28,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
14:28,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
14:17,"MISS 3PTR by BROWN,BRYCE",,,,,,,"MISS 3PTR by BROWN,BRYCE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:56,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
13:37,"TURNOVER  by BROWN,BRYCE",,,,,,,"TURNOVER  by BROWN,BRYCE",2
13:36,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
13:29,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
13:15,"MISS JUMPER by BROWN,BRYCE",,,,,,,"MISS JUMPER by BROWN,BRYCE",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
13:04,"FOUL  by BROWN,BRYCE",,,,,,,"FOUL  by BROWN,BRYCE",2
13:04,"FOUL TECH by BROWN,BRYCE",,,,,,,"FOUL TECH by BROWN,BRYCE",2
13:04,,32,,40 (+8),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 32-40 (-8),,"GOOD FT by CHAMBERS,DIMETRI",2
13:04,"FOUL TECH by BROWN,BRYCE",,,,,,,"FOUL TECH by BROWN,BRYCE",2
13:04,,,,,"MISS FT by CHAMBERS,DIMETRI",,,"MISS FT by CHAMBERS,DIMETRI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:04,,32,,41 (+9),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 32-41 (-9),,"GOOD FT by CHAMBERS,DIMETRI",2
13:04,,32,,42 (+10),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 32-42 (-10),,"GOOD FT by CHAMBERS,DIMETRI",2
13:04,,32,,43 (+11),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 32-43 (-11),,"GOOD FT by CHAMBERS,DIMETRI",2
13:04,,32,,44 (+12),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 32-44 (-12),,"GOOD FT by CHAMBERS,DIMETRI",2
13:04,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
13:04,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
13:04,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
13:04,"SUB OUT by HAUPT,KYLE",,,,,,,"SUB OUT by HAUPT,KYLE",2
13:04,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
13:04,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
12:47,"MISS JUMPER by WATSON,DOUG",,,,,,,"MISS JUMPER by WATSON,DOUG",2
--,"REBOUND OFF by BASS,DEVIN",,,,,,,"REBOUND OFF by BASS,DEVIN",2
12:43,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
12:42,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
12:42,"MISS FT by URSIN,AARON",,,,,,,"MISS FT by URSIN,AARON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:42,"MISS FT by URSIN,AARON",,,,,,,"MISS FT by URSIN,AARON",2
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",2
12:32,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
12:32,,32,,45 (+13),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 32-45 (-13),,"GOOD FT by CHAMBERS,DIMETRI",2
12:32,,32,,46 (+14),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 32-46 (-14),,"GOOD FT by CHAMBERS,DIMETRI",2
12:32,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
12:32,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
12:13,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
12:13,"MISS FT by WATSON,DOUG",,,,,,,"MISS FT by WATSON,DOUG",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:13,"MISS FT by WATSON,DOUG",,,,,,,"MISS FT by WATSON,DOUG",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
12:13,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
12:13,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
12:13,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
12:13,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
12:04,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",2
12:04,,32,,47 (+15),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 32-47 (-15),,"GOOD FT by CHAMBERS,DIMETRI",2
12:04,,32,,48 (+16),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 32-48 (-16),,"GOOD FT by CHAMBERS,DIMETRI",2
11:56,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
11:56,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
11:49,"MISS JUMPER by BROWN,BROCK",,,,,,,"MISS JUMPER by BROWN,BROCK",2
--,"REBOUND OFF by URSIN,AARON",,,,,,,"REBOUND OFF by URSIN,AARON",2
11:41,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
11:34,,32,,51 (+19),"GOOD 3PTR by CHAMBERS,DIMETRI",OUMBB 32-51 (-19),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
11:21,"GOOD JUMPER by URSIN,AARON(in the paint)",34,,51 (+17),,Mill 34-51 (-17),,"GOOD JUMPER by URSIN,AARON(in the paint)",2
--,"ASSIST  by WATSON,DOUG",,,,,,,"ASSIST  by WATSON,DOUG",2
10:55,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",2
10:54,"STEAL  by URSIN,AARON",,,,,,,"STEAL  by URSIN,AARON",2
10:52,"TURNOVER  by URSIN,AARON",,,,,,,"TURNOVER  by URSIN,AARON",2
10:51,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
10:48,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
10:47,"STEAL  by WATSON,DOUG",,,,,,,"STEAL  by WATSON,DOUG",2
10:42,"MISS 3PTR by ROTH,DREW",,,,,,,"MISS 3PTR by ROTH,DREW",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
10:25,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
10:25,"STEAL  by ROTH,DREW",,,,,,,"STEAL  by ROTH,DREW",2
10:25,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
10:25,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
10:25,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
10:25,,,,,"SUB IN by BENNEFIELD,DYLAN",,,"SUB IN by BENNEFIELD,DYLAN",2
10:25,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
10:14,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND OFF by WILLIAMS,CAMERON",,,,,,,"REBOUND OFF by WILLIAMS,CAMERON",2
10:08,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
10:08,"MISS FT by WILLIAMS,CAMERON",,,,,,,"MISS FT by WILLIAMS,CAMERON",2
--,"REBOUND OFF by STEPHEN,SETH",,,,,,,"REBOUND OFF by STEPHEN,SETH",2
10:08,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
10:08,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
10:05,"MISS LAYUP by BROWN,BROCK",,,,,,,"MISS LAYUP by BROWN,BROCK",2
--,"REBOUND OFF by STEPHEN,SETH",,,,,,,"REBOUND OFF by STEPHEN,SETH",2
10:00,"MISS LAYUP by STEPHEN,SETH",,,,,,,"MISS LAYUP by STEPHEN,SETH",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
09:53,,,,,"TURNOVER  by EZIGBO,UBA",,,"TURNOVER  by EZIGBO,UBA",2
09:52,"STEAL  by WILLIAMS,CAMERON",,,,,,,"STEAL  by WILLIAMS,CAMERON",2
09:49,"MISS LAYUP by WILLIAMS,CAMERON",,,,,,,"MISS LAYUP by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by BENNEFIELD,DYLAN",,,"REBOUND DEF by BENNEFIELD,DYLAN",2
09:44,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by BROWN,BROCK",,,,,,,"REBOUND DEF by BROWN,BROCK",2
09:32,"GOOD 3PTR by BROWN,BROCK",37,,51 (+14),,Mill 37-51 (-14),,"GOOD 3PTR by BROWN,BROCK",2
--,"ASSIST  by WILLIAMS,CAMERON",,,,,,,"ASSIST  by WILLIAMS,CAMERON",2
09:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:27,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
09:27,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
09:27,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
09:27,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
09:27,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
09:27,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
09:27,,,,,"SUB OUT by BENNEFIELD,DYLAN",,,"SUB OUT by BENNEFIELD,DYLAN",2
09:27,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
09:09,"FOUL  by RUCKER,CAM",,,,,,,"FOUL  by RUCKER,CAM",2
09:09,,,,,"MISS FT by JENEI,RYAN",,,"MISS FT by JENEI,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:09,,37,,52 (+15),"GOOD FT by JENEI,RYAN",OUMBB 37-52 (-15),,"GOOD FT by JENEI,RYAN",2
08:50,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:45,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",39,,52 (+13),,Mill 39-52 (-13),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",2
--,"ASSIST  by HOGAN,TJ",,,,,,,"ASSIST  by HOGAN,TJ",2
08:22,"FOUL  by STEPHEN,SETH",,,,,,,"FOUL  by STEPHEN,SETH",2
08:22,,,,,"FOUL TECH by FOSTER,LANE",,,"FOUL TECH by FOSTER,LANE",2
08:22,"FOUL TECH by HOGAN,TJ",,,,,,,"FOUL TECH by HOGAN,TJ",2
08:22,,39,,53 (+14),"GOOD FT by KOCH,WILL",OUMBB 39-53 (-14),,"GOOD FT by KOCH,WILL",2
08:22,,,,,"MISS FT by KOCH,WILL",,,"MISS FT by KOCH,WILL",2
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",2
08:22,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
08:22,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
08:22,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
08:22,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
08:22,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",2
08:22,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
08:08,,,,,"FOUL  by EZIGBO,UBA",,,"FOUL  by EZIGBO,UBA",2
08:08,"GOOD FT by WATSON,DOUG",40,,53 (+13),,Mill 40-53 (-13),,"GOOD FT by WATSON,DOUG",2
08:08,"GOOD FT by WATSON,DOUG",41,,53 (+12),,Mill 41-53 (-12),,"GOOD FT by WATSON,DOUG",2
08:08,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
08:08,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
07:47,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
07:41,"MISS LAYUP by WATSON,DOUG",,,,,,,"MISS LAYUP by WATSON,DOUG",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:38,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
07:38,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
07:38,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
07:31,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
07:31,"MISS FT by WILLIAMS,CAMERON",,,,,,,"MISS FT by WILLIAMS,CAMERON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:31,"GOOD FT by WILLIAMS,CAMERON",42,,53 (+11),,Mill 42-53 (-11),,"GOOD FT by WILLIAMS,CAMERON",2
07:31,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
07:31,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
07:31,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
07:31,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
07:20,,,,,"MISS JUMPER by EZIGBO,UBA",,,"MISS JUMPER by EZIGBO,UBA",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
07:07,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
07:07,,,,,"STEAL  by EZIGBO,UBA",,,"STEAL  by EZIGBO,UBA",2
07:04,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND OFF by EZIGBO,UBA",,,"REBOUND OFF by EZIGBO,UBA",2
06:58,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
06:52,,,,,"FOUL  by EZIGBO,UBA",,,"FOUL  by EZIGBO,UBA",2
06:52,"GOOD FT by WILLIAMS,CAMERON",43,,53 (+10),,Mill 43-53 (-10),,"GOOD FT by WILLIAMS,CAMERON",2
06:52,"GOOD FT by WILLIAMS,CAMERON",44,,53 (+9),,Mill 44-53 (-9),,"GOOD FT by WILLIAMS,CAMERON",2
06:52,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
06:52,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
06:52,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
06:52,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
06:42,,,,,"MISS LAYUP by EZIGBO,UBA",,,"MISS LAYUP by EZIGBO,UBA",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:27,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
06:10,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
06:10,,44,,54 (+10),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 44-54 (-10),,"GOOD FT by CHAMBERS,DIMETRI",2
06:10,,44,,55 (+11),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 44-55 (-11),,"GOOD FT by CHAMBERS,DIMETRI",2
06:10,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
06:10,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
06:10,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
06:10,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
06:10,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
06:10,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
06:00,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",2
06:00,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
06:00,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
05:40,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
05:29,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",46,,55 (+9),,Mill 46-55 (-9),,"GOOD LAYUP by UGHOVWA,NICHOLAS(in the paint)",2
--,"ASSIST  by BROWN,BROCK",,,,,,,"ASSIST  by BROWN,BROCK",2
05:15,,46,,58 (+12),"GOOD 3PTR by CHAMBERS,DIMETRI",OUMBB 46-58 (-12),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by MURRAH,JACK",,,"ASSIST  by MURRAH,JACK",2
04:55,"MISS JUMPER by URSIN,AARON",,,,,,,"MISS JUMPER by URSIN,AARON",2
--,,,,,"REBOUND DEF by MURRAH,JACK",,,"REBOUND DEF by MURRAH,JACK",2
04:48,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND OFF by ETIWE,TOJU",,,"REBOUND OFF by ETIWE,TOJU",2
04:41,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
04:41,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
04:41,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
04:41,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
04:35,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",2
04:35,,46,,59 (+13),"GOOD FT by FOSTER,LANE",OUMBB 46-59 (-13),,"GOOD FT by FOSTER,LANE",2
04:35,,46,,60 (+14),"GOOD FT by FOSTER,LANE",OUMBB 46-60 (-14),,"GOOD FT by FOSTER,LANE",2
04:35,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
04:35,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
04:35,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
04:35,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
04:16,"GOOD 3PTR by RUCKER,CAM",49,,60 (+11),,Mill 49-60 (-11),,"GOOD 3PTR by RUCKER,CAM",2
--,"ASSIST  by WILLIAMS,CAMERON",,,,,,,"ASSIST  by WILLIAMS,CAMERON",2
04:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:12,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
04:12,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
03:56,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",2
03:56,,49,,61 (+12),"GOOD FT by FOSTER,LANE",OUMBB 49-61 (-12),,"GOOD FT by FOSTER,LANE",2
03:56,,49,,62 (+13),"GOOD FT by FOSTER,LANE",OUMBB 49-62 (-13),,"GOOD FT by FOSTER,LANE",2
03:56,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
03:56,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
