Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,HUNTINGD,Game Score,Team Indicator,Play,Period
08:47,"GOOD 3PTR by BROWN,BROCK",48 (+2),,46,,MILLSAPS 48-46 (+2),,"GOOD 3PTR by BROWN,BROCK",2
08:41,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",2
08:41,,48 (+1),,47,"GOOD FT by MADISON,DAMIEN",HUNTINGD 48-47 (+1),,"GOOD FT by MADISON,DAMIEN",2
08:41,,48,,48,"GOOD FT by MADISON,DAMIEN",HUNTINGD 48-48 (0),,"GOOD FT by MADISON,DAMIEN",2
08:41,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
08:41,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
08:24,,,,,"MISS 3PTR by LITTLE,JAMES",,,"MISS 3PTR by LITTLE,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:57,"MISS JUMPER by URSIN,AARON",,,,,,,"MISS JUMPER by URSIN,AARON",2
--,,,,,"REBOUND DEF by LITTLE,JAMES",,,"REBOUND DEF by LITTLE,JAMES",2
07:50,,48,,50 (+2),"GOOD JUMPER by LITTLE,JAMES",HUNTINGD 48-50 (-2),,"GOOD JUMPER by LITTLE,JAMES",2
07:42,"GOOD JUMPER by WILLIAMS,CAMERON",50,,50,,MILLSAPS 50-50 (0),,"GOOD JUMPER by WILLIAMS,CAMERON",2
07:21,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
07:21,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
07:16,,,,,"MISS 3PTR by LITTLE,JAMES",,,"MISS 3PTR by LITTLE,JAMES",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
07:08,,,,,"STEAL  by MADISON,DAMIEN",,,"STEAL  by MADISON,DAMIEN",2
07:08,"TURNOVER  by GILLIHAN,NEWLON",,,,,,,"TURNOVER  by GILLIHAN,NEWLON",2
07:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:08,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
07:08,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
07:08,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
07:08,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
06:49,"STEAL  by WILLIAMS,CAMERON",,,,,,,"STEAL  by WILLIAMS,CAMERON",2
06:47,,,,,"TURNOVER  by MADISON,DAMIEN",,,"TURNOVER  by MADISON,DAMIEN",2
06:44,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
06:44,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",2
06:44,,,,,"SUB OUT by JOHNSON,JUSTIN",,,"SUB OUT by JOHNSON,JUSTIN",2
06:40,,,,,"MISS JUMPER by MADISON,DAMIEN",,,"MISS JUMPER by MADISON,DAMIEN",2
06:40,"BLOCK  by URSIN,AARON",,,,,,,"BLOCK  by URSIN,AARON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:23,,50,,53 (+3),"GOOD 3PTR by LITTLE,JAMES",HUNTINGD 50-53 (-3),,"GOOD 3PTR by LITTLE,JAMES",2
06:16,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND DEF by TONEY,CALEB",,,"REBOUND DEF by TONEY,CALEB",2
05:52,,50,,56 (+6),"GOOD 3PTR by JOHNS,NATE",HUNTINGD 50-56 (-6),,"GOOD 3PTR by JOHNS,NATE",2
--,,,,,"ASSIST  by MADISON,DAMIEN",,,"ASSIST  by MADISON,DAMIEN",2
05:33,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
05:33,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
05:33,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
05:33,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
05:33,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
05:33,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
05:33,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
05:21,,,,,"MISS 3PTR by JOHNS,NATE",,,"MISS 3PTR by JOHNS,NATE",2
--,"REBOUND DEF by EVANS,CHRISTIAN",,,,,,,"REBOUND DEF by EVANS,CHRISTIAN",2
05:05,,,,,"STEAL  by BOHLING,DYLAN",,,"STEAL  by BOHLING,DYLAN",2
05:03,"TURNOVER  by BROWN,BROCK",,,,,,,"TURNOVER  by BROWN,BROCK",2
04:57,,,,,"MISS LAYUP by LITTLE,JAMES",,,"MISS LAYUP by LITTLE,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:57,"FOUL  by GILLIHAN,NEWLON",,,,,,,"FOUL  by GILLIHAN,NEWLON",2
04:57,,50,,57 (+7),"GOOD FT by LITTLE,JAMES",HUNTINGD 50-57 (-7),,"GOOD FT by LITTLE,JAMES",2
04:57,,50,,58 (+8),"GOOD FT by LITTLE,JAMES",HUNTINGD 50-58 (-8),,"GOOD FT by LITTLE,JAMES",2
04:57,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
04:57,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
04:46,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",52,,58 (+6),,MILLSAPS 52-58 (-6),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",2
04:42,,,,,"FOUL  by JOHNS,NATE",,,"FOUL  by JOHNS,NATE",2
04:42,"GOOD FT by WILLIAMS,CAMERON",53,,58 (+5),,MILLSAPS 53-58 (-5),,"GOOD FT by WILLIAMS,CAMERON",2
04:42,,53,,60 (+7),"GOOD JUMPER by LITTLE,JAMES",HUNTINGD 53-60 (-7),,"GOOD JUMPER by LITTLE,JAMES",2
04:42,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
04:42,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
04:39,"MISS 3PTR by ROTH,DREW",,,,,,,"MISS 3PTR by ROTH,DREW",2
--,"REBOUND OFF by URSIN,AARON",,,,,,,"REBOUND OFF by URSIN,AARON",2
04:25,"GOOD LAYUP by URSIN,AARON(in the paint)",55,,60 (+5),,MILLSAPS 55-60 (-5),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
04:16,,,,,"MISS 3PTR by LITTLE,JAMES",,,"MISS 3PTR by LITTLE,JAMES",2
--,,,,,"REBOUND OFF by JOHNS,NATE",,,"REBOUND OFF by JOHNS,NATE",2
04:00,,,,,"TURNOVER  by JOHNS,NATE",,,"TURNOVER  by JOHNS,NATE",2
03:59,"MISS LAYUP by EVANS,CHRISTIAN",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:45,"MISS 3PTR by ROTH,DREW",,,,,,,"MISS 3PTR by ROTH,DREW",2
--,,,,,"REBOUND DEF by BOHLING,DYLAN",,,"REBOUND DEF by BOHLING,DYLAN",2
03:45,,55,,62 (+7),"GOOD LAYUP by MADISON,DAMIEN(in the paint)",HUNTINGD 55-62 (-7),,"GOOD LAYUP by MADISON,DAMIEN(in the paint)",2
03:45,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
03:45,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",2
03:45,,,,,"SUB IN by PAGE,SAM",,,"SUB IN by PAGE,SAM",2
03:45,,,,,"SUB IN by GARDNER,MAX",,,"SUB IN by GARDNER,MAX",2
03:45,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",2
03:45,,,,,"SUB OUT by LITTLE,JAMES",,,"SUB OUT by LITTLE,JAMES",2
03:26,"GOOD JUMPER by WILLIAMS,CAMERON",57,,62 (+5),,MILLSAPS 57-62 (-5),,"GOOD JUMPER by WILLIAMS,CAMERON",2
02:50,,,,,"MISS LAYUP by MADISON,DAMIEN",,,"MISS LAYUP by MADISON,DAMIEN",2
--,"REBOUND DEF by BROWN,BRYCE",,,,,,,"REBOUND DEF by BROWN,BRYCE",2
--,"ASSIST  by BROWN,BRYCE",,,,,,,"ASSIST  by BROWN,BRYCE",2
02:42,"GOOD JUMPER by EVANS,CHRISTIAN",59,,62 (+3),,MILLSAPS 59-62 (-3),,"GOOD JUMPER by EVANS,CHRISTIAN",2
02:26,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:13,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
02:13,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
02:13,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
02:13,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",2
01:47,,,,,"MISS 3PTR by MADISON,DAMIEN",,,"MISS 3PTR by MADISON,DAMIEN",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
01:45,"FOUL TECH by GILLIHAN,NEWLON",,,,,,,"FOUL TECH by GILLIHAN,NEWLON",2
01:41,,,,,"MISS FT by BOHLING,DYLAN",,,"MISS FT by BOHLING,DYLAN",2
01:37,,59,,63 (+4),"GOOD FT by BOHLING,DYLAN",HUNTINGD 59-63 (-4),,"GOOD FT by BOHLING,DYLAN",2
01:35,"SUB IN by BROWN,BROCK",,,,,,,"SUB IN by BROWN,BROCK",2
01:35,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
01:35,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
01:35,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
01:35,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
01:35,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",2
01:22,,,,,"TURNOVER  by MADISON,DAMIEN",,,"TURNOVER  by MADISON,DAMIEN",2
01:04,"MISS LAYUP by EVANS,CHRISTIAN",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:04,,,,,"FOUL  by PAGE,SAM",,,"FOUL  by PAGE,SAM",2
01:04,"GOOD FT by EVANS,CHRISTIAN",60,,63 (+3),,MILLSAPS 60-63 (-3),,"GOOD FT by EVANS,CHRISTIAN",2
01:04,"GOOD FT by EVANS,CHRISTIAN",61,,63 (+2),,MILLSAPS 61-63 (-2),,"GOOD FT by EVANS,CHRISTIAN",2
00:42,,,,,"MISS 3PTR by TONEY,CALEB",,,"MISS 3PTR by TONEY,CALEB",2
--,,,,,"REBOUND OFF by BOHLING,DYLAN",,,"REBOUND OFF by BOHLING,DYLAN",2
00:33,,,,,"MISS LAYUP by BOHLING,DYLAN",,,"MISS LAYUP by BOHLING,DYLAN",2
00:33,"BLOCK  by URSIN,AARON",,,,,,,"BLOCK  by URSIN,AARON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:19,,,,,"MISS LAYUP by MADISON,DAMIEN",,,"MISS LAYUP by MADISON,DAMIEN",2
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",2
00:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:16,,,,,"SUB IN by GARDNER,MAX",,,"SUB IN by GARDNER,MAX",2
00:16,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",2
00:04,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by TONEY,CALEB",,,"REBOUND DEF by TONEY,CALEB",2
00:02,"FOUL TECH by WILLIAMS,CAMERON",,,,,,,"FOUL TECH by WILLIAMS,CAMERON",2
00:02,,,,,"FOUL TECH by TONEY,CALEB",,,"FOUL TECH by TONEY,CALEB",2
00:02,,61,,64 (+3),"GOOD FT by TONEY,CALEB",HUNTINGD 61-64 (-3),,"GOOD FT by TONEY,CALEB",2
00:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:02,,61,,65 (+4),"GOOD FT by TONEY,CALEB",HUNTINGD 61-65 (-4),,"GOOD FT by TONEY,CALEB",2
00:02,,,,,"SUB IN by JOHNSON,JUSTIN",,,"SUB IN by JOHNSON,JUSTIN",2
00:02,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",2
00:00,,,,,"MISS 3PTR by TONEY,CALEB",,,"MISS 3PTR by TONEY,CALEB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
