Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,HUNTINGD,Game Score,Team Indicator,Play,Period
17:04,,,,,"TURNOVER  by JOHNSON,JUSTIN",,,"TURNOVER  by JOHNSON,JUSTIN",1
17:02,"STEAL  by EVANS,CHRISTIAN",,,,,,,"STEAL  by EVANS,CHRISTIAN",1
16:55,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",4 (+2),,2,,MILLSAPS 4-2 (+2),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",1
16:35,,4,,4,"GOOD LAYUP by BOHLING,DYLAN(in the paint)",HUNTINGD 4-4 (0),,"GOOD LAYUP by BOHLING,DYLAN(in the paint)",1
16:12,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",1
--,,,,,"REBOUND DEF by TONEY,CALEB",,,"REBOUND DEF by TONEY,CALEB",1
16:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
16:03,,,,,"SUB IN by LITTLE,JAMES",,,"SUB IN by LITTLE,JAMES",1
16:03,,,,,"SUB OUT by PAGE,SAM",,,"SUB OUT by PAGE,SAM",1
15:54,,,,,"SUB IN by GARDNER,MAX",,,"SUB IN by GARDNER,MAX",1
15:54,,,,,"SUB IN by GOOLESBY,TATE",,,"SUB IN by GOOLESBY,TATE",1
15:54,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",1
15:54,,,,,"SUB OUT by JOHNSON,JUSTIN",,,"SUB OUT by JOHNSON,JUSTIN",1
15:31,,,,,"MISS JUMPER by LITTLE,JAMES",,,"MISS JUMPER by LITTLE,JAMES",1
--,,,,,"REBOUND OFF by MADISON,DAMIEN",,,"REBOUND OFF by MADISON,DAMIEN",1
15:16,,,,,"MISS JUMPER by MADISON,DAMIEN",,,"MISS JUMPER by MADISON,DAMIEN",1
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",1
15:01,,,,,"STEAL  by GARDNER,MAX",,,"STEAL  by GARDNER,MAX",1
14:57,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",1
14:52,,4,,6 (+2),"GOOD LAYUP by LITTLE,JAMES(in the paint)",HUNTINGD 4-6 (-2),,"GOOD LAYUP by LITTLE,JAMES(in the paint)",1
14:33,"TURNOVER  by GILLIHAN,NEWLON",,,,,,,"TURNOVER  by GILLIHAN,NEWLON",1
14:26,,,,,"SUB IN by HAWKINS,DAQUAN",,,"SUB IN by HAWKINS,DAQUAN",1
14:26,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",1
14:26,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",1
14:26,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",1
14:09,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",1
14:09,"SUB IN by DYAS,CHANDLER",,,,,,,"SUB IN by DYAS,CHANDLER",1
14:09,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",1
14:09,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",1
14:09,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",1
14:09,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",1
14:09,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",1
14:09,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",1
14:09,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",1
14:09,"SUB OUT by BROWN,BROCK",,,,,,,"SUB OUT by BROWN,BROCK",1
14:01,,4,,9 (+5),"GOOD 3PTR by LITTLE,JAMES",HUNTINGD 4-9 (-5),,"GOOD 3PTR by LITTLE,JAMES",1
13:39,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",1
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",1
13:27,,,,,"MISS 3PTR by LITTLE,JAMES",,,"MISS 3PTR by LITTLE,JAMES",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
13:25,"MISS LAYUP by RUCKER,CAM",,,,,,,"MISS LAYUP by RUCKER,CAM",1
13:25,,,,,"BLOCK  by GARDNER,MAX",,,"BLOCK  by GARDNER,MAX",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
13:08,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",1
--,,,,,"REBOUND DEF by GOOLESBY,TATE",,,"REBOUND DEF by GOOLESBY,TATE",1
12:52,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",1
12:52,,,,,"MISS 3PTR by JOHNS,NATE",,,"MISS 3PTR by JOHNS,NATE",1
--,"REBOUND DEF by BUSH,RODREEKAS",,,,,,,"REBOUND DEF by BUSH,RODREEKAS",1
12:52,"GOOD LAYUP by BUSH,RODREEKAS(in the paint)",6,,9 (+3),,MILLSAPS 6-9 (-3),,"GOOD LAYUP by BUSH,RODREEKAS(in the paint)",1
12:52,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",1
12:52,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",1
12:52,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",1
12:52,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",1
12:52,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",1
12:52,,,,,"SUB IN by JOHNSON,HORACE",,,"SUB IN by JOHNSON,HORACE",1
12:52,,,,,"SUB IN by LINVILLE,AUSTIN",,,"SUB IN by LINVILLE,AUSTIN",1
12:52,,,,,"SUB OUT by GOOLESBY,TATE",,,"SUB OUT by GOOLESBY,TATE",1
12:52,,,,,"SUB OUT by LITTLE,JAMES",,,"SUB OUT by LITTLE,JAMES",1
12:08,,,,,"MISS JUMPER by GARDNER,MAX",,,"MISS JUMPER by GARDNER,MAX",1
--,"REBOUND DEF by BUSH,RODREEKAS",,,,,,,"REBOUND DEF by BUSH,RODREEKAS",1
11:48,"MISS LAYUP by BROWN,BRYCE",,,,,,,"MISS LAYUP by BROWN,BRYCE",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
11:35,,,,,"FOUL  by LINVILLE,AUSTIN",,,"FOUL  by LINVILLE,AUSTIN",1
11:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
11:35,"MISS FT by BROWN,BRYCE",,,,,,,"MISS FT by BROWN,BRYCE",1
--,"REBOUND OFF by BROWN,BRYCE",,,,,,,"REBOUND OFF by BROWN,BRYCE",1
11:35,"GOOD FT by BROWN,BRYCE",7,,9 (+2),,MILLSAPS 7-9 (-2),,"GOOD FT by BROWN,BRYCE",1
11:35,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",1
11:35,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",1
11:35,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",1
11:35,"SUB OUT by DYAS,CHANDLER",,,,,,,"SUB OUT by DYAS,CHANDLER",1
11:35,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",1
11:35,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",1
11:35,,,,,"SUB IN by BOHLING,DYLAN",,,"SUB IN by BOHLING,DYLAN",1
11:35,,,,,"SUB IN by TONEY,CALEB",,,"SUB IN by TONEY,CALEB",1
11:35,,,,,"SUB IN by MADISON,DAMIEN",,,"SUB IN by MADISON,DAMIEN",1
11:35,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",1
11:35,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",1
11:35,,,,,"SUB OUT by HAWKINS,DAQUAN",,,"SUB OUT by HAWKINS,DAQUAN",1
11:32,,7,,11 (+4),"GOOD JUMPER by BOHLING,DYLAN",HUNTINGD 7-11 (-4),,"GOOD JUMPER by BOHLING,DYLAN",1
11:07,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",1
11:07,,,,,"SUB IN by JOHNSON,JUSTIN",,,"SUB IN by JOHNSON,JUSTIN",1
11:07,,,,,"SUB IN by PAGE,SAM",,,"SUB IN by PAGE,SAM",1
11:07,,,,,"SUB OUT by JOHNSON,HORACE",,,"SUB OUT by JOHNSON,HORACE",1
11:07,,,,,"SUB OUT by LINVILLE,AUSTIN",,,"SUB OUT by LINVILLE,AUSTIN",1
10:45,,,,,"SUB IN by LITTLE,JAMES",,,"SUB IN by LITTLE,JAMES",1
10:45,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",1
10:25,,,,,"MISS LAYUP by MADISON,DAMIEN",,,"MISS LAYUP by MADISON,DAMIEN",1
--,"REBOUND DEF by EVANS,CHRISTIAN",,,,,,,"REBOUND DEF by EVANS,CHRISTIAN",1
10:12,,,,,"SUB IN by MADISON,DAMIEN",,,"SUB IN by MADISON,DAMIEN",1
10:12,,,,,"SUB OUT by LITTLE,JAMES",,,"SUB OUT by LITTLE,JAMES",1
09:53,"MISS 3PTR by BROWN,BRYCE",,,,,,,"MISS 3PTR by BROWN,BRYCE",1
--,,,,,"REBOUND DEF by BOHLING,DYLAN",,,"REBOUND DEF by BOHLING,DYLAN",1
09:40,,,,,"FOUL  by MADISON,DAMIEN",,,"FOUL  by MADISON,DAMIEN",1
09:40,"MISS 3PTR by BROWN,BROCK",,,,,,,"MISS 3PTR by BROWN,BROCK",1
--,,,,,"REBOUND DEF by DAVIS,KEONDRE",,,"REBOUND DEF by DAVIS,KEONDRE",1
09:40,"FOUL  by BROWN,BROCK",,,,,,,"FOUL  by BROWN,BROCK",1
09:40,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",1
09:40,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",1
09:40,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",1
09:40,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",1
09:40,,,,,"SUB IN by DAVIS,KEONDRE",,,"SUB IN by DAVIS,KEONDRE",1
09:40,,,,,"SUB OUT by MADISON,DAMIEN",,,"SUB OUT by MADISON,DAMIEN",1
09:29,,,,,"MISS 3PTR by TONEY,CALEB",,,"MISS 3PTR by TONEY,CALEB",1
--,,,,,"REBOUND OFF by DAVIS,KEONDRE",,,"REBOUND OFF by DAVIS,KEONDRE",1
09:24,"FOUL TECH by BUSH,RODREEKAS",,,,,,,"FOUL TECH by BUSH,RODREEKAS",1
09:24,,,,,"FOUL TECH by JOHNSON,JUSTIN",,,"FOUL TECH by JOHNSON,JUSTIN",1
09:24,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",1
09:24,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",1
09:24,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",1
09:24,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",1
09:24,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",1
09:24,,,,,"SUB IN by LITTLE,JAMES",,,"SUB IN by LITTLE,JAMES",1
09:24,,,,,"SUB OUT by JOHNSON,JUSTIN",,,"SUB OUT by JOHNSON,JUSTIN",1
09:23,,,,,"MISS 3PTR by PAGE,SAM",,,"MISS 3PTR by PAGE,SAM",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
09:20,,,,,"FOUL  by LITTLE,JAMES",,,"FOUL  by LITTLE,JAMES",1
09:08,"MISS 3PTR by GILLIHAN,NEWLON",,,,,,,"MISS 3PTR by GILLIHAN,NEWLON",1
--,,,,,"REBOUND DEF by TONEY,CALEB",,,"REBOUND DEF by TONEY,CALEB",1
08:56,,,,,"MISS 3PTR by LITTLE,JAMES",,,"MISS 3PTR by LITTLE,JAMES",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:49,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",1
--,,,,,"REBOUND DEF by TONEY,CALEB",,,"REBOUND DEF by TONEY,CALEB",1
08:49,,,,,"MISS JUMPER by PAGE,SAM",,,"MISS JUMPER by PAGE,SAM",1
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",1
08:49,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",1
08:49,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",1
08:46,"MISS 3PTR by GILLIHAN,NEWLON",,,,,,,"MISS 3PTR by GILLIHAN,NEWLON",1
--,"REBOUND OFF by WATSON,DOUG",,,,,,,"REBOUND OFF by WATSON,DOUG",1
08:08,,,,,"MISS 3PTR by PAGE,SAM",,,"MISS 3PTR by PAGE,SAM",1
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",1
08:08,"MISS JUMPER by EVANS,CHRISTIAN",,,,,,,"MISS JUMPER by EVANS,CHRISTIAN",1
--,,,,,"REBOUND DEF by LITTLE,JAMES",,,"REBOUND DEF by LITTLE,JAMES",1
08:08,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",1
08:08,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",1
08:08,,,,,"SUB IN by GARDNER,MAX",,,"SUB IN by GARDNER,MAX",1
08:08,,,,,"SUB OUT by BOHLING,DYLAN",,,"SUB OUT by BOHLING,DYLAN",1
08:06,,,,,"TURNOVER  by TONEY,CALEB",,,"TURNOVER  by TONEY,CALEB",1
08:00,,,,,"STEAL  by LITTLE,JAMES",,,"STEAL  by LITTLE,JAMES",1
07:35,,,,,"MISS LAYUP by GOOLESBY,TATE",,,"MISS LAYUP by GOOLESBY,TATE",1
--,,,,,"REBOUND OFF by GARDNER,MAX",,,"REBOUND OFF by GARDNER,MAX",1
07:35,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",1
07:35,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",1
07:35,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",1
07:35,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",1
07:35,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",1
07:35,"SUB OUT by BROWN,BRYCE",,,,,,,"SUB OUT by BROWN,BRYCE",1
07:35,,,,,"SUB IN by GOOLESBY,TATE",,,"SUB IN by GOOLESBY,TATE",1
07:35,,,,,"SUB IN by JOHNSON,HORACE",,,"SUB IN by JOHNSON,HORACE",1
07:35,,,,,"SUB OUT by DAVIS,KEONDRE",,,"SUB OUT by DAVIS,KEONDRE",1
07:35,,,,,"SUB OUT by TONEY,CALEB",,,"SUB OUT by TONEY,CALEB",1
07:27,,,,,"FOUL  by LITTLE,JAMES",,,"FOUL  by LITTLE,JAMES",1
07:27,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",1
07:27,,,,,"SUB OUT by LITTLE,JAMES",,,"SUB OUT by LITTLE,JAMES",1
07:17,"GOOD JUMPER by WILLIAMS,CAMERON",9,,11 (+2),,MILLSAPS 9-11 (-2),,"GOOD JUMPER by WILLIAMS,CAMERON",1
06:58,"STEAL  by BUSH,RODREEKAS",,,,,,,"STEAL  by BUSH,RODREEKAS",1
06:56,,,,,"TURNOVER  by GARDNER,MAX",,,"TURNOVER  by GARDNER,MAX",1
06:50,"MISS LAYUP by BUSH,RODREEKAS",,,,,,,"MISS LAYUP by BUSH,RODREEKAS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:43,,,,,"FOUL  by GOOLESBY,TATE",,,"FOUL  by GOOLESBY,TATE",1
06:43,"MISS LAYUP by EVANS,CHRISTIAN",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:43,,,,,"FOUL  by GOOLESBY,TATE",,,"FOUL  by GOOLESBY,TATE",1
06:43,"MISS FT by EVANS,CHRISTIAN",,,,,,,"MISS FT by EVANS,CHRISTIAN",1
--,"REBOUND OFF by BUSH,RODREEKAS",,,,,,,"REBOUND OFF by BUSH,RODREEKAS",1
06:43,"GOOD FT by EVANS,CHRISTIAN",10,,11 (+1),,MILLSAPS 10-11 (-1),,"GOOD FT by EVANS,CHRISTIAN",1
06:43,,,,,"MISS JUMPER by GARDNER,MAX",,,"MISS JUMPER by GARDNER,MAX",1
--,,,,,"REBOUND OFF by JOHNSON,HORACE",,,"REBOUND OFF by JOHNSON,HORACE",1
06:43,,,,,"MISS LAYUP by JOHNSON,HORACE",,,"MISS LAYUP by JOHNSON,HORACE",1
--,,,,,"REBOUND OFF by GARDNER,MAX",,,"REBOUND OFF by GARDNER,MAX",1
06:43,,,,,"MISS LAYUP by GARDNER,MAX",,,"MISS LAYUP by GARDNER,MAX",1
--,,,,,"REBOUND OFF by JOHNSON,HORACE",,,"REBOUND OFF by JOHNSON,HORACE",1
06:43,,,,,"MISS LAYUP by JOHNSON,HORACE",,,"MISS LAYUP by JOHNSON,HORACE",1
--,"REBOUND DEF by EVANS,CHRISTIAN",,,,,,,"REBOUND DEF by EVANS,CHRISTIAN",1
06:43,"MISS LAYUP by EVANS,CHRISTIAN",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:43,,,,,"FOUL  by GARDNER,MAX",,,"FOUL  by GARDNER,MAX",1
06:43,"MISS FT by EVANS,CHRISTIAN",,,,,,,"MISS FT by EVANS,CHRISTIAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:43,"MISS FT by EVANS,CHRISTIAN",,,,,,,"MISS FT by EVANS,CHRISTIAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:43,,,,,"MISS 3PTR by GARDNER,MAX",,,"MISS 3PTR by GARDNER,MAX",1
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",1
06:43,"MISS LAYUP by WATSON,DOUG",,,,,,,"MISS LAYUP by WATSON,DOUG",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:43,,,,,"FOUL  by HAWKINS,DAQUAN",,,"FOUL  by HAWKINS,DAQUAN",1
06:43,"GOOD FT by WATSON,DOUG",11,,11,,MILLSAPS 11-11 (0),,"GOOD FT by WATSON,DOUG",1
06:43,"SUB IN by HAUPT,KYLE",,,,,,,"SUB IN by HAUPT,KYLE",1
06:43,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",1
06:43,,,,,"SUB IN by LINVILLE,AUSTIN",,,"SUB IN by LINVILLE,AUSTIN",1
06:43,,,,,"SUB IN by LITTLE,JAMES",,,"SUB IN by LITTLE,JAMES",1
06:43,,,,,"SUB IN by HAWKINS,DAQUAN",,,"SUB IN by HAWKINS,DAQUAN",1
06:43,,,,,"SUB OUT by LITTLE,JAMES",,,"SUB OUT by LITTLE,JAMES",1
06:43,,,,,"SUB OUT by JOHNSON,HORACE",,,"SUB OUT by JOHNSON,HORACE",1
06:43,,,,,"SUB OUT by PAGE,SAM",,,"SUB OUT by PAGE,SAM",1
06:37,"MISS FT by WATSON,DOUG",,,,,,,"MISS FT by WATSON,DOUG",1
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",1
06:29,,,,,"MISS 3PTR by LINVILLE,AUSTIN",,,"MISS 3PTR by LINVILLE,AUSTIN",1
--,,,,,"REBOUND OFF by GARDNER,MAX",,,"REBOUND OFF by GARDNER,MAX",1
06:19,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",1
06:19,,11,,12 (+1),"GOOD FT by GARDNER,MAX",HUNTINGD 11-12 (-1),,"GOOD FT by GARDNER,MAX",1
06:19,,11,,13 (+2),"GOOD FT by GARDNER,MAX",HUNTINGD 11-13 (-2),,"GOOD FT by GARDNER,MAX",1
06:19,"TURNOVER  by HAUPT,KYLE",,,,,,,"TURNOVER  by HAUPT,KYLE",1
06:19,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",1
06:19,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",1
06:19,,,,,"SUB IN by BOHLING,DYLAN",,,"SUB IN by BOHLING,DYLAN",1
06:19,,,,,"SUB OUT by GOOLESBY,TATE",,,"SUB OUT by GOOLESBY,TATE",1
06:16,,,,,"MISS 3PTR by HAWKINS,DAQUAN",,,"MISS 3PTR by HAWKINS,DAQUAN",1
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",1
06:08,,,,,"FOUL  by BOHLING,DYLAN",,,"FOUL  by BOHLING,DYLAN",1
05:47,"GOOD FT by GILLIHAN,NEWLON",12,,13 (+1),,MILLSAPS 12-13 (-1),,"GOOD FT by GILLIHAN,NEWLON",1
05:47,,12,,16 (+4),"GOOD 3PTR by JOHNS,NATE",HUNTINGD 12-16 (-4),,"GOOD 3PTR by JOHNS,NATE",1
--,,,,,"ASSIST  by LINVILLE,AUSTIN",,,"ASSIST  by LINVILLE,AUSTIN",1
05:47,"GOOD LAYUP by BROWN,BROCK(in the paint)",14,,16 (+2),,MILLSAPS 14-16 (-2),,"GOOD LAYUP by BROWN,BROCK(in the paint)",1
05:47,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",1
05:47,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",1
04:55,,,,,"MISS 3PTR by LINVILLE,AUSTIN",,,"MISS 3PTR by LINVILLE,AUSTIN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:47,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",1
04:47,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",1
04:47,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",1
04:47,"SUB OUT by HAUPT,KYLE",,,,,,,"SUB OUT by HAUPT,KYLE",1
04:27,,,,,"TURNOVER  by GARDNER,MAX",,,"TURNOVER  by GARDNER,MAX",1
04:27,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",1
04:27,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",1
04:27,,,,,"SUB IN by LITTLE,JAMES",,,"SUB IN by LITTLE,JAMES",1
04:27,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",1
04:14,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",1
04:10,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",1
04:10,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",1
04:10,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",1
04:10,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",1
04:10,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",1
04:10,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",1
04:00,"GOOD FT by EVANS,CHRISTIAN",15,,16 (+1),,MILLSAPS 15-16 (-1),,"GOOD FT by EVANS,CHRISTIAN",1
03:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
03:45,"STEAL  by ROTH,DREW",,,,,,,"STEAL  by ROTH,DREW",1
03:44,"MISS FT by BROWN,BRYCE",,,,,,,"MISS FT by BROWN,BRYCE",1
