Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND OFF by BASS,DEVIN",,,"REBOUND OFF by BASS,DEVIN",1
04:12,,,,,"FOUL  by BASS,DEVIN",,,"FOUL  by BASS,DEVIN",1
04:12,,,,,"SUB OUT by HAUPT,KYLE",,,"SUB OUT by HAUPT,KYLE",1
04:12,,,,,"SUB OUT by DYAS,CHANDLER",,,"SUB OUT by DYAS,CHANDLER",1
04:12,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",1
04:12,,,,,"SUB OUT by BASS,DEVIN",,,"SUB OUT by BASS,DEVIN",1
04:12,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",1
04:12,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",1
04:12,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
04:12,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",1
04:12,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",1
04:12,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",1
04:12,"SUB OUT by MCMILLAN,MATTHEW",,,,,,,"SUB OUT by MCMILLAN,MATTHEW",1
04:12,"SUB IN by WOMACK,NEHEMIAH",,,,,,,"SUB IN by WOMACK,NEHEMIAH",1
04:12,"MISS FT by CARTER,LEVONDRE",,,,,,,"MISS FT by CARTER,LEVONDRE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:12,"GOOD FT by CARTER,LEVONDRE",26 (+3),,23,,BU 26-23 (-3),,"GOOD FT by CARTER,LEVONDRE",1
--,,,,,"REBOUND OFF by BASS,DEVIN",,,"REBOUND OFF by BASS,DEVIN",1
04:11,,,,,"MISS 3PTR by DYAS,CHANDLER",,,"MISS 3PTR by DYAS,CHANDLER",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:02,,26 (+1),,25,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 26-25 (-1),,"GOOD LAYUP by WATSON,DOUG(in the paint)",1
03:53,"GOOD LAYUP by RATLIFF,AROTHER(in the paint)",28 (+3),,25,,BU 28-25 (-3),,"GOOD LAYUP by RATLIFF,AROTHER(in the paint)",1
03:28,,,,,"MISS 3PTR by BROWN,BROCK",,,"MISS 3PTR by BROWN,BROCK",1
--,"REBOUND DEF by GIVENS,DONOVAN",,,,,,,"REBOUND DEF by GIVENS,DONOVAN",1
03:09,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",1
03:09,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",1
03:09,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
03:09,"GOOD FT by RATLIFF,AROTHER",29 (+4),,25,,BU 29-25 (-4),,"GOOD FT by RATLIFF,AROTHER",1
03:09,"GOOD FT by RATLIFF,AROTHER",30 (+5),,25,,BU 30-25 (-5),,"GOOD FT by RATLIFF,AROTHER",1
02:53,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",1
--,"REBOUND DEF by CARTER,LEVONDRE",,,,,,,"REBOUND DEF by CARTER,LEVONDRE",1
02:50,"FOUL  by WOMACK,NEHEMIAH",,,,,,,"FOUL  by WOMACK,NEHEMIAH",1
02:50,"TURNOVER  by WOMACK,NEHEMIAH",,,,,,,"TURNOVER  by WOMACK,NEHEMIAH",1
02:50,"SUB OUT by CARTER,LEVONDRE",,,,,,,"SUB OUT by CARTER,LEVONDRE",1
02:50,"SUB IN by MCMILLAN,MATTHEW",,,,,,,"SUB IN by MCMILLAN,MATTHEW",1
02:38,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",1
--,,,,,"REBOUND OFF by UGHOVWA,NICHOLAS",,,"REBOUND OFF by UGHOVWA,NICHOLAS",1
02:34,,,,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",,,"MISS LAYUP by UGHOVWA,NICHOLAS(in the paint)",1
02:32,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",1
02:32,"GOOD FT by WOMACK,NEHEMIAH(fastbreak)",31 (+6),,25,,BU 31-25 (-6),,"GOOD FT by WOMACK,NEHEMIAH(fastbreak)",1
02:32,"MISS FT by WOMACK,NEHEMIAH(fastbreak)",,,,,,,"MISS FT by WOMACK,NEHEMIAH(fastbreak)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:32,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",1
02:32,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",1
02:32,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",1
02:32,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",1
--,"REBOUND DEF by WOMACK,NEHEMIAH",,,,,,,"REBOUND DEF by WOMACK,NEHEMIAH",1
02:29,"MISS LAYUP by GIVENS,DONOVAN(in the paint)",,,,,,,"MISS LAYUP by GIVENS,DONOVAN(in the paint)",1
--,,,,,"REBOUND DEF by EVANS,CHRISTIAN",,,"REBOUND DEF by EVANS,CHRISTIAN",1
02:18,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",1
--,"REBOUND DEF by GIVENS,DONOVAN",,,,,,,"REBOUND DEF by GIVENS,DONOVAN",1
01:58,"GOOD 3PTR by MCMILLAN,MATTHEW",34 (+9),,25,,BU 34-25 (-9),,"GOOD 3PTR by MCMILLAN,MATTHEW",1
--,"ASSIST  by COUCH,LUKE",,,,,,,"ASSIST  by COUCH,LUKE",1
01:35,,,,,"MISS JUMPER by RUCKER,CAM",,,"MISS JUMPER by RUCKER,CAM",1
--,"REBOUND DEF by GIVENS,DONOVAN",,,,,,,"REBOUND DEF by GIVENS,DONOVAN",1
01:14,"MISS JUMPER by RATLIFF,AROTHER(in the paint)",,,,,,,"MISS JUMPER by RATLIFF,AROTHER(in the paint)",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
01:01,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",1
--,"REBOUND DEF by GIVENS,DONOVAN",,,,,,,"REBOUND DEF by GIVENS,DONOVAN",1
00:55,"FOUL  by RATLIFF,AROTHER",,,,,,,"FOUL  by RATLIFF,AROTHER",1
00:55,"TURNOVER  by RATLIFF,AROTHER",,,,,,,"TURNOVER  by RATLIFF,AROTHER",1
00:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:55,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",1
00:55,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
00:55,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",1
00:55,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",1
00:55,"SUB OUT by RATLIFF,AROTHER",,,,,,,"SUB OUT by RATLIFF,AROTHER",1
00:55,"SUB OUT by WOMACK,NEHEMIAH",,,,,,,"SUB OUT by WOMACK,NEHEMIAH",1
00:55,"SUB IN by BRANTLEY,JAY",,,,,,,"SUB IN by BRANTLEY,JAY",1
00:55,"SUB IN by CARTER,LEVONDRE",,,,,,,"SUB IN by CARTER,LEVONDRE",1
00:43,,,,,"MISS 3PTR by EVANS,CHRISTIAN",,,"MISS 3PTR by EVANS,CHRISTIAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:43,"FOUL  by CARTER,LEVONDRE",,,,,,,"FOUL  by CARTER,LEVONDRE",1
00:43,,34 (+8),,26,"GOOD FT by URSIN,AARON(fastbreak)",Mill 34-26 (-8),,"GOOD FT by URSIN,AARON(fastbreak)",1
00:43,,,,,"MISS FT by URSIN,AARON(fastbreak)",,,"MISS FT by URSIN,AARON(fastbreak)",1
--,"REBOUND DEF by CARTER,LEVONDRE",,,,,,,"REBOUND DEF by CARTER,LEVONDRE",1
00:43,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",1
00:43,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",1
00:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:38,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",1
00:38,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",1
00:38,"SUB OUT by CARTER,LEVONDRE",,,,,,,"SUB OUT by CARTER,LEVONDRE",1
00:38,"SUB IN by ANDERSON, JR.,TERRAN",,,,,,,"SUB IN by ANDERSON, JR.,TERRAN",1
00:26,"TURNOVER  by MCMILLAN,MATTHEW",,,,,,,"TURNOVER  by MCMILLAN,MATTHEW",1
00:26,,,,,"STEAL  by BROWN,BROCK",,,"STEAL  by BROWN,BROCK",1
00:22,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",1
--,,,,,"REBOUND OFF by WILLIAMS,CAMERON",,,"REBOUND OFF by WILLIAMS,CAMERON",1
00:22,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",1
--,"REBOUND DEF by COUCH,LUKE",,,,,,,"REBOUND DEF by COUCH,LUKE",1
00:22,,,,,"FOUL  by BROWN,BROCK",,,"FOUL  by BROWN,BROCK",1
00:22,"GOOD FT by COUCH,LUKE(fastbreak)",35 (+9),,26,,BU 35-26 (-9),,"GOOD FT by COUCH,LUKE(fastbreak)",1
00:22,"GOOD FT by COUCH,LUKE(fastbreak)",36 (+10),,26,,BU 36-26 (-10),,"GOOD FT by COUCH,LUKE(fastbreak)",1
00:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:22,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",1
00:22,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",1
00:06,,36 (+8),,28,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 36-28 (-8),,"GOOD LAYUP by WATSON,DOUG(in the paint)",1
00:00,"MISS 3PTR by MCMILLAN,MATTHEW",,,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
20:00,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
20:00,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
20:00,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
20:00,"SUB OUT by BRANTLEY,JAY",,,,,,,"SUB OUT by BRANTLEY,JAY",2
20:00,"SUB OUT by ANDERSON, JR.,TERRAN",,,,,,,"SUB OUT by ANDERSON, JR.,TERRAN",2
20:00,"SUB IN by RATLIFF,AROTHER",,,,,,,"SUB IN by RATLIFF,AROTHER",2
20:00,"SUB IN by CARTER,LEVONDRE",,,,,,,"SUB IN by CARTER,LEVONDRE",2
19:49,,36 (+6),,30,"GOOD JUMPER by WILLIAMS,CAMERON",Mill 36-30 (-6),,"GOOD JUMPER by WILLIAMS,CAMERON",2
19:40,"GOOD LAYUP by COUCH,LUKE(in the paint)",38 (+8),,30,,BU 38-30 (-8),,"GOOD LAYUP by COUCH,LUKE(in the paint)",2
19:30,,,,,"MISS 3PTR by EVANS,CHRISTIAN",,,"MISS 3PTR by EVANS,CHRISTIAN",2
--,"REBOUND DEF by GIVENS,DONOVAN",,,,,,,"REBOUND DEF by GIVENS,DONOVAN",2
19:10,"MISS 3PTR by GIVENS,DONOVAN",,,,,,,"MISS 3PTR by GIVENS,DONOVAN",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
18:53,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,"REBOUND DEF by COUCH,LUKE",,,,,,,"REBOUND DEF by COUCH,LUKE",2
18:42,,,,,"FOUL  by BROWN,BROCK",,,"FOUL  by BROWN,BROCK",2
18:42,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
18:42,,,,,"SUB IN by DYAS,CHANDLER",,,"SUB IN by DYAS,CHANDLER",2
18:39,"TURNOVER  by COUCH,LUKE",,,,,,,"TURNOVER  by COUCH,LUKE",2
18:39,,,,,"STEAL  by DYAS,CHANDLER",,,"STEAL  by DYAS,CHANDLER",2
18:28,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
18:28,"BLOCK  by CARTER,LEVONDRE",,,,,,,"BLOCK  by CARTER,LEVONDRE",2
--,,,,,"REBOUND OFF by WILLIAMS,CAMERON",,,"REBOUND OFF by WILLIAMS,CAMERON",2
18:25,"FOUL  by COUCH,LUKE",,,,,,,"FOUL  by COUCH,LUKE",2
18:25,,38 (+7),,31,"GOOD FT by WILLIAMS,CAMERON",Mill 38-31 (-7),,"GOOD FT by WILLIAMS,CAMERON",2
18:25,"SUB OUT by CARTER,LEVONDRE",,,,,,,"SUB OUT by CARTER,LEVONDRE",2
18:25,"SUB IN by ANDERSON, JR.,TERRAN",,,,,,,"SUB IN by ANDERSON, JR.,TERRAN",2
18:25,,38 (+6),,32,"GOOD FT by WILLIAMS,CAMERON",Mill 38-32 (-6),,"GOOD FT by WILLIAMS,CAMERON",2
18:01,"GOOD LAYUP by RATLIFF,AROTHER(in the paint)",40 (+8),,32,,BU 40-32 (-8),,"GOOD LAYUP by RATLIFF,AROTHER(in the paint)",2
17:48,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:44,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
17:44,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
17:29,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
17:29,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
17:29,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
17:25,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
17:25,"GOOD FT by RATLIFF,AROTHER",41 (+9),,32,,BU 41-32 (-9),,"GOOD FT by RATLIFF,AROTHER",2
17:25,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
17:25,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
17:25,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
17:25,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",2
17:25,"GOOD FT by RATLIFF,AROTHER",42 (+10),,32,,BU 42-32 (-10),,"GOOD FT by RATLIFF,AROTHER",2
17:08,"FOUL  by GIVENS,DONOVAN",,,,,,,"FOUL  by GIVENS,DONOVAN",2
16:58,"FOUL  by RATLIFF,AROTHER",,,,,,,"FOUL  by RATLIFF,AROTHER",2
16:58,,,,,"MISS FT by WILLIAMS,CAMERON",,,"MISS FT by WILLIAMS,CAMERON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:58,,,,,"SUB OUT by DYAS,CHANDLER",,,"SUB OUT by DYAS,CHANDLER",2
16:58,,,,,"SUB IN by CARTER,DYLAN",,,"SUB IN by CARTER,DYLAN",2
16:58,"SUB OUT by RATLIFF,AROTHER",,,,,,,"SUB OUT by RATLIFF,AROTHER",2
16:58,"SUB IN by BRANTLEY,JAY",,,,,,,"SUB IN by BRANTLEY,JAY",2
16:58,,42 (+9),,33,"GOOD FT by WILLIAMS,CAMERON",Mill 42-33 (-9),,"GOOD FT by WILLIAMS,CAMERON",2
16:47,"MISS 3PTR by MCMILLAN,MATTHEW",,,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",2
--,"REBOUND OFF by ANDERSON, JR.,TERRAN",,,,,,,"REBOUND OFF by ANDERSON, JR.,TERRAN",2
16:38,"MISS 3PTR by GIVENS,DONOVAN",,,,,,,"MISS 3PTR by GIVENS,DONOVAN",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
16:32,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
16:32,,,,,"TURNOVER  by STEPHEN,SETH",,,"TURNOVER  by STEPHEN,SETH",2
16:32,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
16:32,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
16:32,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
16:32,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
16:15,"TURNOVER  by COUCH,LUKE",,,,,,,"TURNOVER  by COUCH,LUKE",2
16:03,,,,,"TURNOVER  by BROWN,BRYCE",,,"TURNOVER  by BROWN,BRYCE",2
16:03,"STEAL  by GIVENS,DONOVAN",,,,,,,"STEAL  by GIVENS,DONOVAN",2
15:55,"MISS 3PTR by MCMILLAN,MATTHEW",,,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",2
15:55,,,,,"BLOCK  by WILLIAMS,CAMERON",,,"BLOCK  by WILLIAMS,CAMERON",2
15:49,,42 (+7),,35,"GOOD LAYUP by BROWN,BRYCE(in the paint)",Mill 42-35 (-7),,"GOOD LAYUP by BROWN,BRYCE(in the paint)",2
--,,,,,"ASSIST  by RUCKER,CAM",,,"ASSIST  by RUCKER,CAM",2
15:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",2
15:37,,,,,"FOUL  by BROWN,BRYCE",,,"FOUL  by BROWN,BRYCE",2
15:37,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
15:31,"GOOD LAYUP by ANDERSON, JR.,TERRAN(in the paint)",44 (+9),,35,,BU 44-35 (-9),,"GOOD LAYUP by ANDERSON, JR.,TERRAN(in the paint)",2
--,"ASSIST  by COUCH,LUKE",,,,,,,"ASSIST  by COUCH,LUKE",2
15:09,,44 (+6),,38,"GOOD 3PTR by RUCKER,CAM",Mill 44-38 (-6),,"GOOD 3PTR by RUCKER,CAM",2
14:57,,,,,"FOUL  by BROWN,BRYCE",,,"FOUL  by BROWN,BRYCE",2
14:57,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
14:57,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
14:57,,,,,"SUB OUT by CARTER,DYLAN",,,"SUB OUT by CARTER,DYLAN",2
14:57,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
14:44,"MISS LAYUP by MCMILLAN,MATTHEW(in the paint)",,,,,,,"MISS LAYUP by MCMILLAN,MATTHEW(in the paint)",2
--,"REBOUND OFF by BRANTLEY,JAY",,,,,,,"REBOUND OFF by BRANTLEY,JAY",2
14:39,"GOOD 3PTR by COUCH,LUKE",47 (+9),,38,,BU 47-38 (-9),,"GOOD 3PTR by COUCH,LUKE",2
--,"ASSIST  by BRANTLEY,JAY",,,,,,,"ASSIST  by BRANTLEY,JAY",2
14:23,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
14:23,"STEAL  by MCMILLAN,MATTHEW",,,,,,,"STEAL  by MCMILLAN,MATTHEW",2
14:04,"GOOD 3PTR by COUCH,LUKE",50 (+12),,38,,BU 50-38 (-12),,"GOOD 3PTR by COUCH,LUKE",2
--,"ASSIST  by MCMILLAN,MATTHEW",,,,,,,"ASSIST  by MCMILLAN,MATTHEW",2
13:55,"FOUL  by COUCH,LUKE",,,,,,,"FOUL  by COUCH,LUKE",2
13:55,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
13:55,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
13:42,,50 (+10),,40,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 50-40 (-10),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
13:33,"FOUL  by COUCH,LUKE",,,,,,,"FOUL  by COUCH,LUKE",2
13:33,"TURNOVER  by COUCH,LUKE",,,,,,,"TURNOVER  by COUCH,LUKE",2
13:33,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
13:33,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
13:33,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
13:33,,,,,"SUB IN by BASS,DEVIN",,,"SUB IN by BASS,DEVIN",2
13:33,"SUB OUT by COUCH,LUKE",,,,,,,"SUB OUT by COUCH,LUKE",2
13:33,"SUB OUT by ANDERSON, JR.,TERRAN",,,,,,,"SUB OUT by ANDERSON, JR.,TERRAN",2
13:33,"SUB IN by RATLIFF,AROTHER",,,,,,,"SUB IN by RATLIFF,AROTHER",2
13:33,"SUB IN by WOMACK,NEHEMIAH",,,,,,,"SUB IN by WOMACK,NEHEMIAH",2
13:20,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",2
13:20,"BLOCK  by RATLIFF,AROTHER",,,,,,,"BLOCK  by RATLIFF,AROTHER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:15,,50 (+7),,43,"GOOD 3PTR by WILLIAMS,CAMERON",Mill 50-43 (-7),,"GOOD 3PTR by WILLIAMS,CAMERON",2
--,,,,,"ASSIST  by BASS,DEVIN",,,"ASSIST  by BASS,DEVIN",2
12:39,"TURNOVER  by RATLIFF,AROTHER",,,,,,,"TURNOVER  by RATLIFF,AROTHER",2
12:39,,,,,"STEAL  by WATSON,DOUG",,,"STEAL  by WATSON,DOUG",2
12:33,,50 (+5),,45,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",Mill 50-45 (-5),,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",2
12:25,"MISS 3PTR by WOMACK,NEHEMIAH",,,,,,,"MISS 3PTR by WOMACK,NEHEMIAH",2
12:25,,,,,"BLOCK  by WILLIAMS,CAMERON",,,"BLOCK  by WILLIAMS,CAMERON",2
--,"REBOUND OFF by WOMACK,NEHEMIAH",,,,,,,"REBOUND OFF by WOMACK,NEHEMIAH",2
12:14,"GOOD LAYUP by BRANTLEY,JAY(in the paint)",52 (+7),,45,,BU 52-45 (-7),,"GOOD LAYUP by BRANTLEY,JAY(in the paint)",2
--,"ASSIST  by MCMILLAN,MATTHEW",,,,,,,"ASSIST  by MCMILLAN,MATTHEW",2
12:14,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:14,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
12:14,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
12:02,,52 (+5),,47,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 52-47 (-5),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
11:48,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
11:48,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
11:37,"TURNOVER  by RATLIFF,AROTHER",,,,,,,"TURNOVER  by RATLIFF,AROTHER",2
11:37,,,,,"STEAL  by BASS,DEVIN",,,"STEAL  by BASS,DEVIN",2
11:33,"FOUL  by BRANTLEY,JAY",,,,,,,"FOUL  by BRANTLEY,JAY",2
11:33,,52 (+4),,48,"GOOD FT by WATSON,DOUG(fastbreak)",Mill 52-48 (-4),,"GOOD FT by WATSON,DOUG(fastbreak)",2
11:33,"SUB OUT by MCMILLAN,MATTHEW",,,,,,,"SUB OUT by MCMILLAN,MATTHEW",2
11:33,"SUB IN by WILLIAMS,KENTAE",,,,,,,"SUB IN by WILLIAMS,KENTAE",2
11:33,,52 (+3),,49,"GOOD FT by WATSON,DOUG(fastbreak)",Mill 52-49 (-3),,"GOOD FT by WATSON,DOUG(fastbreak)",2
11:20,"GOOD 3PTR by BRANTLEY,JAY",55 (+6),,49,,BU 55-49 (-6),,"GOOD 3PTR by BRANTLEY,JAY",2
--,"ASSIST  by RATLIFF,AROTHER",,,,,,,"ASSIST  by RATLIFF,AROTHER",2
11:09,,,,,"MISS LAYUP by BROWN,BRYCE(in the paint)",,,"MISS LAYUP by BROWN,BRYCE(in the paint)",2
--,,,,,"REBOUND OFF by EVANS,CHRISTIAN",,,"REBOUND OFF by EVANS,CHRISTIAN",2
11:01,,,,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",2
--,"REBOUND DEF by GIVENS,DONOVAN",,,,,,,"REBOUND DEF by GIVENS,DONOVAN",2
11:01,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
11:01,,,,,"SUB OUT by BASS,DEVIN",,,"SUB OUT by BASS,DEVIN",2
11:01,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
11:01,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
10:53,"GOOD 3PTR by BRANTLEY,JAY",58 (+9),,49,,BU 58-49 (-9),,"GOOD 3PTR by BRANTLEY,JAY",2
--,"ASSIST  by RATLIFF,AROTHER",,,,,,,"ASSIST  by RATLIFF,AROTHER",2
10:41,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,,,,,"REBOUND OFF by EVANS,CHRISTIAN",,,"REBOUND OFF by EVANS,CHRISTIAN",2
10:35,,,,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",,,"MISS LAYUP by EVANS,CHRISTIAN(in the paint)",2
--,,,,,"REBOUND OFF by EVANS,CHRISTIAN",,,"REBOUND OFF by EVANS,CHRISTIAN",2
10:35,"FOUL  by RATLIFF,AROTHER",,,,,,,"FOUL  by RATLIFF,AROTHER",2
