Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,DAL,Game Score,Team Indicator,Play,Period
00:52,,,,,"SUB OUT by COLVIN,DARRIUS",,,"SUB OUT by COLVIN,DARRIUS",1
00:51,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",1
00:51,,47,,66 (+19),"GOOD FT by GONZALEZ,LORENZO",DAL 47-66 (-19),,"GOOD FT by GONZALEZ,LORENZO",1
00:51,,47,,67 (+20),"GOOD FT by GONZALEZ,LORENZO",DAL 47-67 (-20),,"GOOD FT by GONZALEZ,LORENZO",1
00:51,,,,,"SUB IN by GIADOLOR,PRINCE",,,"SUB IN by GIADOLOR,PRINCE",1
00:51,,,,,"SUB OUT by RICHELSEN,MATTHEW",,,"SUB OUT by RICHELSEN,MATTHEW",1
00:43,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",1
00:40,,47,,69 (+22),"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",DAL 47-69 (-22),,"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by GIADOLOR,PRINCE",,,"ASSIST  by GIADOLOR,PRINCE",1
00:33,"GOOD LAYUP by WEIR,JJ(fastbreak)(in the paint)",49,,69 (+20),,RHO 49-69 (-20),,"GOOD LAYUP by WEIR,JJ(fastbreak)(in the paint)",1
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",1
00:20,,49,,71 (+22),"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",DAL 49-71 (-22),,"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",1
00:08,"MISS JUMPER by WEIR,JJ",,,,,,,"MISS JUMPER by WEIR,JJ",1
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",1
00:02,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",51,,71 (+20),,RHO 51-71 (-20),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
19:55,,51,,73 (+22),"GOOD LAYUP by COLVIN,DARRIUS(in the paint)",DAL 51-73 (-22),,"GOOD LAYUP by COLVIN,DARRIUS(in the paint)",2
19:38,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",53,,73 (+20),,RHO 53-73 (-20),,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",2
19:26,,,,,"TURNOVER  by GONZALEZ,LORENZO",,,"TURNOVER  by GONZALEZ,LORENZO",2
19:25,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",2
19:23,"GOOD 3PTR by SULLIVAN,BRENNAN(fastbreak)",56,,73 (+17),,RHO 56-73 (-17),,"GOOD 3PTR by SULLIVAN,BRENNAN(fastbreak)",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
19:09,,,,,"TURNOVER  by COLVIN,DARRIUS",,,"TURNOVER  by COLVIN,DARRIUS",2
19:07,"STEAL  by WEIR,JJ",,,,,,,"STEAL  by WEIR,JJ",2
19:07,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
19:07,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
19:07,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
19:07,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
19:07,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
19:07,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
19:07,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
19:07,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
19:07,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
19:07,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
18:52,"MISS JUMPER by GALVIN,OWEN",,,,,,,"MISS JUMPER by GALVIN,OWEN",2
18:52,,,,,"BLOCK  by KAISER,TOM",,,"BLOCK  by KAISER,TOM",2
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",2
18:46,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
18:46,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
18:46,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
18:46,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
18:46,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
18:46,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
18:46,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
18:46,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
18:46,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
18:46,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
18:42,,,,,"MISS JUMPER by GIADOLOR,PRINCE",,,"MISS JUMPER by GIADOLOR,PRINCE",2
--,,,,,"REBOUND OFF by KAISER,TOM",,,"REBOUND OFF by KAISER,TOM",2
18:37,,56,,75 (+19),"GOOD LAYUP by KAISER,TOM(in the paint)",DAL 56-75 (-19),,"GOOD LAYUP by KAISER,TOM(in the paint)",2
18:27,"MISS JUMPER by NYAWATA,ANESU",,,,,,,"MISS JUMPER by NYAWATA,ANESU",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:18,,,,,"TURNOVER  by GONZALEZ,LORENZO",,,"TURNOVER  by GONZALEZ,LORENZO",2
18:17,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",2
18:15,"TURNOVER  by GEE,TYLER",,,,,,,"TURNOVER  by GEE,TYLER",2
18:11,,,,,"STEAL  by GONZALEZ,LORENZO",,,"STEAL  by GONZALEZ,LORENZO",2
18:11,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
18:11,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
18:11,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
18:11,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
18:11,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
18:11,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
18:11,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
18:11,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
18:11,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
18:11,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
18:11,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
18:00,,56,,77 (+21),"GOOD JUMPER by SARRAT,MICHAEL(in the paint)",DAL 56-77 (-21),,"GOOD JUMPER by SARRAT,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",2
17:42,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND DEF by KAISER,TOM",,,"REBOUND DEF by KAISER,TOM",2
17:35,,,,,"TURNOVER  by GONZALEZ,LORENZO",,,"TURNOVER  by GONZALEZ,LORENZO",2
17:34,"STEAL  by LOWRIE,ANDREW",,,,,,,"STEAL  by LOWRIE,ANDREW",2
17:31,"TURNOVER  by GIROUX,PRESTON",,,,,,,"TURNOVER  by GIROUX,PRESTON",2
17:31,,,,,"SUB IN by GARATE,VICTOR",,,"SUB IN by GARATE,VICTOR",2
17:31,,,,,"SUB OUT by GONZALEZ,LORENZO",,,"SUB OUT by GONZALEZ,LORENZO",2
17:27,,56,,79 (+23),"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",DAL 56-79 (-23),,"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by COLVIN,DARRIUS",,,"ASSIST  by COLVIN,DARRIUS",2
17:15,"MISS JUMPER by BERRY,BRYCE",,,,,,,"MISS JUMPER by BERRY,BRYCE",2
17:15,,,,,"BLOCK  by KAISER,TOM",,,"BLOCK  by KAISER,TOM",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
17:08,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",58,,79 (+21),,RHO 58-79 (-21),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
16:55,,58,,81 (+23),"GOOD JUMPER by KAISER,TOM(in the paint)",DAL 58-81 (-23),,"GOOD JUMPER by KAISER,TOM(in the paint)",2
--,,,,,"ASSIST  by GARATE,VICTOR",,,"ASSIST  by GARATE,VICTOR",2
16:44,"MISS JUMPER by WEIR,JJ",,,,,,,"MISS JUMPER by WEIR,JJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:42,,,,,"FOUL  by COLVIN,DARRIUS",,,"FOUL  by COLVIN,DARRIUS",2
16:42,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
16:42,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
16:42,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
16:42,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
16:42,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
16:42,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
16:42,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
16:42,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
16:42,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
16:42,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
16:42,,,,,"SUB IN by MACCALLUM,RORY",,,"SUB IN by MACCALLUM,RORY",2
16:42,,,,,"SUB OUT by KAISER,TOM",,,"SUB OUT by KAISER,TOM",2
16:40,"MISS JUMPER by SAMSON,VAUGHN",,,,,,,"MISS JUMPER by SAMSON,VAUGHN",2
16:40,,,,,"BLOCK  by COLVIN,DARRIUS",,,"BLOCK  by COLVIN,DARRIUS",2
--,"REBOUND OFF by GALVIN,OWEN",,,,,,,"REBOUND OFF by GALVIN,OWEN",2
16:32,,,,,"FOUL  by MACCALLUM,RORY",,,"FOUL  by MACCALLUM,RORY",2
16:32,"GOOD FT by GEE,TYLER",59,,81 (+22),,RHO 59-81 (-22),,"GOOD FT by GEE,TYLER",2
16:32,"GOOD FT by GEE,TYLER",60,,81 (+21),,RHO 60-81 (-21),,"GOOD FT by GEE,TYLER",2
16:25,,60,,83 (+23),"GOOD JUMPER by MACCALLUM,RORY(fastbreak)(in the paint)",DAL 60-83 (-23),,"GOOD JUMPER by MACCALLUM,RORY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GARATE,VICTOR",,,"ASSIST  by GARATE,VICTOR",2
16:15,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",2
16:05,,,,,"MISS JUMPER by COLVIN,DARRIUS",,,"MISS JUMPER by COLVIN,DARRIUS",2
--,,,,,"REBOUND OFF by COLVIN,DARRIUS",,,"REBOUND OFF by COLVIN,DARRIUS",2
16:01,,60,,85 (+25),"GOOD JUMPER by COLVIN,DARRIUS(in the paint)",DAL 60-85 (-25),,"GOOD JUMPER by COLVIN,DARRIUS(in the paint)",2
15:54,,,,,"FOUL  by MACCALLUM,RORY",,,"FOUL  by MACCALLUM,RORY",2
15:54,"GOOD FT by GALVIN,OWEN",61,,85 (+24),,RHO 61-85 (-24),,"GOOD FT by GALVIN,OWEN",2
15:54,"GOOD FT by GALVIN,OWEN",62,,85 (+23),,RHO 62-85 (-23),,"GOOD FT by GALVIN,OWEN",2
15:54,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
15:54,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
15:54,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
15:54,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
15:54,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
15:54,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
15:54,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
15:54,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
15:54,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
15:54,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
15:54,,,,,"SUB IN by CALTON,EMMANUEL",,,"SUB IN by CALTON,EMMANUEL",2
15:54,,,,,"SUB OUT by COLVIN,DARRIUS",,,"SUB OUT by COLVIN,DARRIUS",2
15:53,,,,,"TURNOVER  by SARRAT,MICHAEL",,,"TURNOVER  by SARRAT,MICHAEL",2
15:51,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",2
15:48,"GOOD LAYUP by DARST,DANIEL(in the paint)",64,,85 (+21),,RHO 64-85 (-21),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",2
15:44,,,,,"TURNOVER  by CALTON,EMMANUEL",,,"TURNOVER  by CALTON,EMMANUEL",2
15:41,"STEAL  by NYAWATA,ANESU",,,,,,,"STEAL  by NYAWATA,ANESU",2
15:40,"GOOD 3PTR by NESTLEHUTT,JAKE",67,,85 (+18),,RHO 67-85 (-18),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",2
15:25,,67,,87 (+20),"GOOD LAYUP by MACCALLUM,RORY(fastbreak)(in the paint)",DAL 67-87 (-20),,"GOOD LAYUP by MACCALLUM,RORY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GARATE,VICTOR",,,"ASSIST  by GARATE,VICTOR",2
15:16,"GOOD 3PTR by DARST,DANIEL(fastbreak)",70,,87 (+17),,RHO 70-87 (-17),,"GOOD 3PTR by DARST,DANIEL(fastbreak)",2
--,"ASSIST  by NESTLEHUTT,JAKE",,,,,,,"ASSIST  by NESTLEHUTT,JAKE",2
15:01,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
15:01,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
15:01,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
15:01,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
15:01,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
15:01,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
15:01,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
15:01,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
15:01,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
15:01,,,,,"SUB IN by GONZALEZ,LORENZO",,,"SUB IN by GONZALEZ,LORENZO",2
15:01,,,,,"SUB IN by RICHELSEN,MATTHEW",,,"SUB IN by RICHELSEN,MATTHEW",2
15:01,,,,,"SUB OUT by GIADOLOR,PRINCE",,,"SUB OUT by GIADOLOR,PRINCE",2
15:01,,,,,"SUB OUT by GARATE,VICTOR",,,"SUB OUT by GARATE,VICTOR",2
14:51,,70,,89 (+19),"GOOD DUNK by MACCALLUM,RORY(fastbreak)(in the paint)",DAL 70-89 (-19),,"GOOD DUNK by MACCALLUM,RORY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by RICHELSEN,MATTHEW",,,"ASSIST  by RICHELSEN,MATTHEW",2
14:29,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by RICHELSEN,MATTHEW",,,"REBOUND DEF by RICHELSEN,MATTHEW",2
14:20,,,,,"MISS LAYUP by CALTON,EMMANUEL",,,"MISS LAYUP by CALTON,EMMANUEL",2
--,,,,,"REBOUND OFF by MACCALLUM,RORY",,,"REBOUND OFF by MACCALLUM,RORY",2
14:17,,,,,"MISS LAYUP by MACCALLUM,RORY",,,"MISS LAYUP by MACCALLUM,RORY",2
--,"REBOUND DEF by LOWRIE,ANDREW",,,,,,,"REBOUND DEF by LOWRIE,ANDREW",2
14:07,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
14:07,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
14:07,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
14:07,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
14:07,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
14:07,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
14:07,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
14:07,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
14:07,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
14:07,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
14:07,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
14:07,,,,,"SUB IN by COLVIN,DARRIUS",,,"SUB IN by COLVIN,DARRIUS",2
14:07,,,,,"SUB IN by KAISER,TOM",,,"SUB IN by KAISER,TOM",2
14:07,,,,,"SUB OUT by SARRAT,MICHAEL",,,"SUB OUT by SARRAT,MICHAEL",2
14:07,,,,,"SUB OUT by MACCALLUM,RORY",,,"SUB OUT by MACCALLUM,RORY",2
14:04,,70,,91 (+21),"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",DAL 70-91 (-21),,"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by COLVIN,DARRIUS",,,"ASSIST  by COLVIN,DARRIUS",2
13:55,"GOOD 3PTR by DE FERIA,NICK",73,,91 (+18),,RHO 73-91 (-18),,"GOOD 3PTR by DE FERIA,NICK",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
13:44,,73,,93 (+20),"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",DAL 73-93 (-20),,"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",2
13:30,"GOOD 3PTR by WEATHERFORD,MITCH",76,,93 (+17),,RHO 76-93 (-17),,"GOOD 3PTR by WEATHERFORD,MITCH",2
--,"ASSIST  by SAMSON,VAUGHN",,,,,,,"ASSIST  by SAMSON,VAUGHN",2
12:54,,,,,"MISS JUMPER by CALTON,EMMANUEL",,,"MISS JUMPER by CALTON,EMMANUEL",2
--,,,,,"REBOUND OFF by KAISER,TOM",,,"REBOUND OFF by KAISER,TOM",2
12:45,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
12:45,,,,,"MISS FT by KAISER,TOM",,,"MISS FT by KAISER,TOM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:45,,76,,94 (+18),"GOOD FT by KAISER,TOM",DAL 76-94 (-18),,"GOOD FT by KAISER,TOM",2
12:45,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
12:45,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
12:45,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
12:45,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
12:45,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
12:45,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
12:45,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
12:45,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
12:45,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
12:45,,,,,"SUB IN by DELANGEL,JACOB",,,"SUB IN by DELANGEL,JACOB",2
12:45,,,,,"SUB OUT by CALTON,EMMANUEL",,,"SUB OUT by CALTON,EMMANUEL",2
12:42,"GOOD 3PTR by NYAWATA,ANESU",79,,94 (+15),,RHO 79-94 (-15),,"GOOD 3PTR by NYAWATA,ANESU",2
--,"ASSIST  by NESTLEHUTT,JAKE",,,,,,,"ASSIST  by NESTLEHUTT,JAKE",2
12:21,,79,,96 (+17),"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",DAL 79-96 (-17),,"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",2
12:08,"GOOD 3PTR by NYAWATA,ANESU",82,,96 (+14),,RHO 82-96 (-14),,"GOOD 3PTR by NYAWATA,ANESU",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
11:55,,,,,"MISS JUMPER by RICHELSEN,MATTHEW",,,"MISS JUMPER by RICHELSEN,MATTHEW",2
--,"REBOUND DEF by DALTON,PRICE",,,,,,,"REBOUND DEF by DALTON,PRICE",2
11:48,"GOOD 3PTR by DARST,DANIEL(fastbreak)",85,,96 (+11),,RHO 85-96 (-11),,"GOOD 3PTR by DARST,DANIEL(fastbreak)",2
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",2
11:32,,,,,"TURNOVER  by RICHELSEN,MATTHEW",,,"TURNOVER  by RICHELSEN,MATTHEW",2
11:32,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
11:32,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
11:32,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
11:32,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
11:32,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
11:32,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
11:32,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
11:32,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
11:32,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
11:32,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
11:32,,,,,"SUB IN by SARRAT,MICHAEL",,,"SUB IN by SARRAT,MICHAEL",2
11:32,,,,,"SUB IN by GIADOLOR,PRINCE",,,"SUB IN by GIADOLOR,PRINCE",2
11:32,,,,,"SUB OUT by DELANGEL,JACOB",,,"SUB OUT by DELANGEL,JACOB",2
11:32,,,,,"SUB OUT by RICHELSEN,MATTHEW",,,"SUB OUT by RICHELSEN,MATTHEW",2
11:29,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",87,,96 (+9),,RHO 87-96 (-9),,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",2
11:09,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
11:08,,,,,"TURNOVER  by SARRAT,MICHAEL",,,"TURNOVER  by SARRAT,MICHAEL",2
11:07,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",2
11:03,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",89,,96 (+7),,RHO 89-96 (-7),,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",2
10:49,,,,,"TURNOVER  by COLVIN,DARRIUS",,,"TURNOVER  by COLVIN,DARRIUS",2
10:48,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",2
10:43,"TURNOVER  by GIROUX,PRESTON",,,,,,,"TURNOVER  by GIROUX,PRESTON",2
10:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:43,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
10:43,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
10:43,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
10:43,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
10:43,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
10:43,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
10:43,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
10:43,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
10:43,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
10:43,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
10:32,,89,,98 (+9),"GOOD LAYUP by KAISER,TOM(in the paint)",DAL 89-98 (-9),,"GOOD LAYUP by KAISER,TOM(in the paint)",2
--,,,,,"ASSIST  by GIADOLOR,PRINCE",,,"ASSIST  by GIADOLOR,PRINCE",2
10:18,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
