Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,WIS,Game Score,Team Indicator,Play,Period
08:54,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
08:54,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
08:49,,,,,"TURNOVER  by DUXBURY,ANDREW",,,"TURNOVER  by DUXBURY,ANDREW",1
08:48,"STEAL  by NESTLEHUTT,JAKE",,,,,,,"STEAL  by NESTLEHUTT,JAKE",1
08:38,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"REBOUND DEF by DUXBURY,ANDREW",,,"REBOUND DEF by DUXBURY,ANDREW",1
08:26,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",1
08:26,,10,,27 (+17),"GOOD FT by MARTINEK,JACK",WIS 10-27 (-17),,"GOOD FT by MARTINEK,JACK",1
08:26,,,,,"MISS FT by MARTINEK,JACK",,,"MISS FT by MARTINEK,JACK",1
--,,,,,"REBOUND OFF by SCHNEIDERMANN,JARED",,,"REBOUND OFF by SCHNEIDERMANN,JARED",1
08:22,,,,,"TURNOVER  by DIEKELMAN,GEORGE",,,"TURNOVER  by DIEKELMAN,GEORGE",1
08:21,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",1
08:18,"GOOD 3PTR by NESTLEHUTT,JAKE(fastbreak)",13,,27 (+14),,RHO 13-27 (-14),,"GOOD 3PTR by NESTLEHUTT,JAKE(fastbreak)",1
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",1
08:07,"FOUL  by GALVIN,OWEN",,,,,,,"FOUL  by GALVIN,OWEN",1
08:07,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
08:07,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
08:07,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
08:07,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
08:07,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
08:07,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
08:07,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
08:07,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
08:07,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
08:07,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
08:07,,,,,"SUB IN by MCDONALD,KYLE",,,"SUB IN by MCDONALD,KYLE",1
08:07,,,,,"SUB IN by DUFF,CHRIS",,,"SUB IN by DUFF,CHRIS",1
08:07,,,,,"SUB OUT by DUXBURY,ANDREW",,,"SUB OUT by DUXBURY,ANDREW",1
08:07,,,,,"SUB OUT by DIEKELMAN,GEORGE",,,"SUB OUT by DIEKELMAN,GEORGE",1
08:01,,13,,29 (+16),"GOOD JUMPER by SCHNEIDERMANN,JARED(in the paint)",WIS 13-29 (-16),,"GOOD JUMPER by SCHNEIDERMANN,JARED(in the paint)",1
07:39,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",1
--,"REBOUND OFF by ASHBY,KENDRICK",,,,,,,"REBOUND OFF by ASHBY,KENDRICK",1
07:29,,,,,"FOUL  by MARTINEK,JACK",,,"FOUL  by MARTINEK,JACK",1
07:29,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
07:29,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
07:29,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
07:29,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
07:29,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
07:29,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
07:29,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
07:29,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
07:29,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
07:29,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
07:29,,,,,"SUB IN by DIEKELMAN,GEORGE",,,"SUB IN by DIEKELMAN,GEORGE",1
07:29,,,,,"SUB IN by LUCAS,DEONDRE",,,"SUB IN by LUCAS,DEONDRE",1
07:29,,,,,"SUB OUT by MILLER,SEAN",,,"SUB OUT by MILLER,SEAN",1
07:29,,,,,"SUB OUT by MARTINEK,JACK",,,"SUB OUT by MARTINEK,JACK",1
07:22,"MISS JUMPER by HARRISON,IAN",,,,,,,"MISS JUMPER by HARRISON,IAN",1
--,,,,,"REBOUND DEF by MCDONALD,KYLE",,,"REBOUND DEF by MCDONALD,KYLE",1
07:05,,,,,"MISS 3PTR by DUFF,CHRIS",,,"MISS 3PTR by DUFF,CHRIS",1
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",1
06:55,"GOOD LAYUP by WEIR,JJ(fastbreak)(in the paint)",15,,29 (+14),,RHO 15-29 (-14),,"GOOD LAYUP by WEIR,JJ(fastbreak)(in the paint)",1
06:41,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
06:41,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
06:41,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
06:41,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
06:41,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
06:41,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
06:41,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
06:41,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
06:41,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
06:41,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
06:34,,,,,"TURNOVER  by DUFF,CHRIS",,,"TURNOVER  by DUFF,CHRIS",1
06:33,"STEAL  by DALTON,PRICE",,,,,,,"STEAL  by DALTON,PRICE",1
06:27,"GOOD LAYUP by DALTON,PRICE(in the paint)",17,,29 (+12),,RHO 17-29 (-12),,"GOOD LAYUP by DALTON,PRICE(in the paint)",1
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",1
06:12,,17,,31 (+14),"GOOD LAYUP by SCHNEIDERMANN,JARED(in the paint)",WIS 17-31 (-14),,"GOOD LAYUP by SCHNEIDERMANN,JARED(in the paint)",1
--,,,,,"ASSIST  by DIEKELMAN,GEORGE",,,"ASSIST  by DIEKELMAN,GEORGE",1
06:12,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",1
06:12,,,,,"MISS FT by SCHNEIDERMANN,JARED",,,"MISS FT by SCHNEIDERMANN,JARED",1
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",1
06:12,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
06:12,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
06:12,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
06:12,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
06:12,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
06:12,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
06:12,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
06:12,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
06:12,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
06:12,,,,,"SUB IN by DUXBURY,ANDREW",,,"SUB IN by DUXBURY,ANDREW",1
06:12,,,,,"SUB OUT by LUCAS,DEONDRE",,,"SUB OUT by LUCAS,DEONDRE",1
06:08,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
06:02,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",19,,31 (+12),,RHO 19-31 (-12),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1
05:47,,19,,33 (+14),"GOOD LAYUP by SCHNEIDERMANN,JARED(in the paint)",WIS 19-33 (-14),,"GOOD LAYUP by SCHNEIDERMANN,JARED(in the paint)",1
--,,,,,"ASSIST  by DUFF,CHRIS",,,"ASSIST  by DUFF,CHRIS",1
05:38,"GOOD LAYUP by DARST,DANIEL(in the paint)",21,,33 (+12),,RHO 21-33 (-12),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
05:30,"FOUL  by DE FERIA,NICK",,,,,,,"FOUL  by DE FERIA,NICK",1
05:26,,21,,34 (+13),"GOOD FT by DUXBURY,ANDREW",WIS 21-34 (-13),,"GOOD FT by DUXBURY,ANDREW",1
05:26,,21,,35 (+14),"GOOD FT by DUXBURY,ANDREW",WIS 21-35 (-14),,"GOOD FT by DUXBURY,ANDREW",1
05:26,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
05:26,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
05:26,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
05:26,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
05:26,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
05:26,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
05:26,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
05:26,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
05:26,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
05:26,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
05:26,,,,,"SUB IN by MILLER,SEAN",,,"SUB IN by MILLER,SEAN",1
05:26,,,,,"SUB IN by CHRISTIANSEN,STEVE",,,"SUB IN by CHRISTIANSEN,STEVE",1
05:26,,,,,"SUB OUT by SCHNEIDERMANN,JARED",,,"SUB OUT by SCHNEIDERMANN,JARED",1
05:26,,,,,"SUB OUT by DUFF,CHRIS",,,"SUB OUT by DUFF,CHRIS",1
05:19,"GOOD 3PTR by NYAWATA,ANESU",24,,35 (+11),,RHO 24-35 (-11),,"GOOD 3PTR by NYAWATA,ANESU",1
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",1
05:05,,24,,37 (+13),"GOOD LAYUP by DUXBURY,ANDREW(fastbreak)(in the paint)",WIS 24-37 (-13),,"GOOD LAYUP by DUXBURY,ANDREW(fastbreak)(in the paint)",1
04:51,"GOOD JUMPER by BERRY,BRYCE(in the paint)",26,,37 (+11),,RHO 26-37 (-11),,"GOOD JUMPER by BERRY,BRYCE(in the paint)",1
04:39,,,,,"MISS LAYUP by CHRISTIANSEN,STEVE",,,"MISS LAYUP by CHRISTIANSEN,STEVE",1
04:39,"BLOCK  by HARRISON,IAN",,,,,,,"BLOCK  by HARRISON,IAN",1
--,"REBOUND DEF by LOWRIE,ANDREW",,,,,,,"REBOUND DEF by LOWRIE,ANDREW",1
04:30,"GOOD 3PTR by BERRY,BRYCE",29,,37 (+8),,RHO 29-37 (-8),,"GOOD 3PTR by BERRY,BRYCE",1
04:16,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",1
04:16,,29,,38 (+9),"GOOD FT by DIEKELMAN,GEORGE",WIS 29-38 (-9),,"GOOD FT by DIEKELMAN,GEORGE",1
04:16,,29,,39 (+10),"GOOD FT by DIEKELMAN,GEORGE",WIS 29-39 (-10),,"GOOD FT by DIEKELMAN,GEORGE",1
04:16,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
04:16,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
04:16,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
04:16,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
04:16,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
04:16,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
04:16,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
04:16,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
04:16,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
04:16,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
04:16,,,,,"SUB IN by DUFF,CHRIS",,,"SUB IN by DUFF,CHRIS",1
04:16,,,,,"SUB OUT by MCDONALD,KYLE",,,"SUB OUT by MCDONALD,KYLE",1
04:08,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,"REBOUND OFF by GALVIN,OWEN",,,,,,,"REBOUND OFF by GALVIN,OWEN",1
04:03,"GOOD LAYUP by GALVIN,OWEN(in the paint)",31,,39 (+8),,RHO 31-39 (-8),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
04:02,,,,,"FOUL  by MILLER,SEAN",,,"FOUL  by MILLER,SEAN",1
04:02,"GOOD FT by GALVIN,OWEN",32,,39 (+7),,RHO 32-39 (-7),,"GOOD FT by GALVIN,OWEN",1
03:55,,32,,41 (+9),"GOOD LAYUP by CHRISTIANSEN,STEVE(fastbreak)(in the paint)",WIS 32-41 (-9),,"GOOD LAYUP by CHRISTIANSEN,STEVE(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by MILLER,SEAN",,,"ASSIST  by MILLER,SEAN",1
03:42,"MISS LAYUP by GIROUX,PRESTON",,,,,,,"MISS LAYUP by GIROUX,PRESTON",1
--,,,,,"REBOUND DEF by MILLER,SEAN",,,"REBOUND DEF by MILLER,SEAN",1
03:32,,32,,43 (+11),"GOOD LAYUP by DUFF,CHRIS(fastbreak)(in the paint)",WIS 32-43 (-11),,"GOOD LAYUP by DUFF,CHRIS(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by DIEKELMAN,GEORGE",,,"ASSIST  by DIEKELMAN,GEORGE",1
03:31,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
03:31,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
03:31,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
03:31,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
03:31,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
03:31,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
03:31,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
03:31,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
03:31,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
03:31,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
03:31,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
03:31,,,,,"SUB IN by SCHNEIDERMANN,JARED",,,"SUB IN by SCHNEIDERMANN,JARED",1
03:31,,,,,"SUB OUT by CHRISTIANSEN,STEVE",,,"SUB OUT by CHRISTIANSEN,STEVE",1
03:26,,,,,"FOUL  by DUXBURY,ANDREW",,,"FOUL  by DUXBURY,ANDREW",1
03:26,"MISS FT by ASHBY,KENDRICK",,,,,,,"MISS FT by ASHBY,KENDRICK",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:26,"MISS FT by ASHBY,KENDRICK",,,,,,,"MISS FT by ASHBY,KENDRICK",1
--,,,,,"REBOUND DEF by DUFF,CHRIS",,,"REBOUND DEF by DUFF,CHRIS",1
03:19,,32,,45 (+13),"GOOD LAYUP by MILLER,SEAN(fastbreak)(in the paint)",WIS 32-45 (-13),,"GOOD LAYUP by MILLER,SEAN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by SCHNEIDERMANN,JARED",,,"ASSIST  by SCHNEIDERMANN,JARED",1
03:08,"TURNOVER  by DARST,DANIEL",,,,,,,"TURNOVER  by DARST,DANIEL",1
02:59,,32,,47 (+15),"GOOD LAYUP by DIEKELMAN,GEORGE(in the paint)",WIS 32-47 (-15),,"GOOD LAYUP by DIEKELMAN,GEORGE(in the paint)",1
--,,,,,"ASSIST  by DUFF,CHRIS",,,"ASSIST  by DUFF,CHRIS",1
02:47,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",1
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",1
02:44,"GOOD 3PTR by SULLIVAN,BRENNAN",35,,47 (+12),,RHO 35-47 (-12),,"GOOD 3PTR by SULLIVAN,BRENNAN",1
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",1
02:36,,35,,49 (+14),"GOOD LAYUP by DUXBURY,ANDREW(fastbreak)(in the paint)",WIS 35-49 (-14),,"GOOD LAYUP by DUXBURY,ANDREW(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by DIEKELMAN,GEORGE",,,"ASSIST  by DIEKELMAN,GEORGE",1
02:36,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",1
02:36,,,,,"MISS FT by DUXBURY,ANDREW",,,"MISS FT by DUXBURY,ANDREW",1
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",1
02:36,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
02:36,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
02:36,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
02:36,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
02:36,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
02:36,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
02:36,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
02:36,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
02:36,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
02:36,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
02:22,"MISS LAYUP by HARRISON,IAN",,,,,,,"MISS LAYUP by HARRISON,IAN",1
--,,,,,"REBOUND DEF by SCHNEIDERMANN,JARED",,,"REBOUND DEF by SCHNEIDERMANN,JARED",1
02:20,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",1
02:20,,35,,50 (+15),"GOOD FT by SCHNEIDERMANN,JARED",WIS 35-50 (-15),,"GOOD FT by SCHNEIDERMANN,JARED",1
02:20,,35,,51 (+16),"GOOD FT by SCHNEIDERMANN,JARED",WIS 35-51 (-16),,"GOOD FT by SCHNEIDERMANN,JARED",1
02:20,,,,,"SUB IN by CHRISTIANSEN,STEVE",,,"SUB IN by CHRISTIANSEN,STEVE",1
02:20,,,,,"SUB IN by MCDONALD,KYLE",,,"SUB IN by MCDONALD,KYLE",1
02:20,,,,,"SUB OUT by SCHNEIDERMANN,JARED",,,"SUB OUT by SCHNEIDERMANN,JARED",1
02:20,,,,,"SUB OUT by DUXBURY,ANDREW",,,"SUB OUT by DUXBURY,ANDREW",1
02:11,"GOOD 3PTR by BERRY,BRYCE",38,,51 (+13),,RHO 38-51 (-13),,"GOOD 3PTR by BERRY,BRYCE",1
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",1
02:03,,,,,"TURNOVER  by CHRISTIANSEN,STEVE",,,"TURNOVER  by CHRISTIANSEN,STEVE",1
02:02,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",1
02:01,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",1
--,,,,,"REBOUND DEF by DIEKELMAN,GEORGE",,,"REBOUND DEF by DIEKELMAN,GEORGE",1
01:56,,38,,53 (+15),"GOOD DUNK by DUFF,CHRIS(fastbreak)(in the paint)",WIS 38-53 (-15),,"GOOD DUNK by DUFF,CHRIS(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by DIEKELMAN,GEORGE",,,"ASSIST  by DIEKELMAN,GEORGE",1
01:55,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",1
01:55,,,,,"MISS FT by DUFF,CHRIS",,,"MISS FT by DUFF,CHRIS",1
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",1
01:55,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
01:55,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
01:55,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
01:55,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
01:55,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
01:55,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
01:55,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
01:55,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
01:55,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
01:55,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
01:44,"TURNOVER  by DALTON,PRICE",,,,,,,"TURNOVER  by DALTON,PRICE",1
01:44,,,,,"SUB IN by SCHNEIDERMANN,JARED",,,"SUB IN by SCHNEIDERMANN,JARED",1
01:44,,,,,"SUB OUT by CHRISTIANSEN,STEVE",,,"SUB OUT by CHRISTIANSEN,STEVE",1
01:37,,38,,55 (+17),"GOOD LAYUP by MILLER,SEAN(fastbreak)(in the paint)",WIS 38-55 (-17),,"GOOD LAYUP by MILLER,SEAN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by MCDONALD,KYLE",,,"ASSIST  by MCDONALD,KYLE",1
01:27,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"REBOUND DEF by SCHNEIDERMANN,JARED",,,"REBOUND DEF by SCHNEIDERMANN,JARED",1
01:17,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",1
01:17,,38,,56 (+18),"GOOD FT by DUFF,CHRIS",WIS 38-56 (-18),,"GOOD FT by DUFF,CHRIS",1
01:17,,,,,"MISS FT by DUFF,CHRIS",,,"MISS FT by DUFF,CHRIS",1
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",1
01:17,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
01:17,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
01:17,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
01:17,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
01:17,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
01:17,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
01:17,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
01:17,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
01:17,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
01:17,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
01:16,,,,,"FOUL  by SCHNEIDERMANN,JARED",,,"FOUL  by SCHNEIDERMANN,JARED",1
01:16,"GOOD FT by GEE,TYLER",39,,56 (+17),,RHO 39-56 (-17),,"GOOD FT by GEE,TYLER",1
01:16,"GOOD FT by GEE,TYLER",40,,56 (+16),,RHO 40-56 (-16),,"GOOD FT by GEE,TYLER",1
01:16,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
01:16,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
01:16,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
01:16,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
01:16,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
01:16,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
01:16,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
01:16,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
01:16,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
01:16,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
01:16,,,,,"SUB IN by CHRISTIANSEN,STEVE",,,"SUB IN by CHRISTIANSEN,STEVE",1
01:16,,,,,"SUB OUT by SCHNEIDERMANN,JARED",,,"SUB OUT by SCHNEIDERMANN,JARED",1
01:08,,40,,59 (+19),"GOOD 3PTR by DIEKELMAN,GEORGE",WIS 40-59 (-19),,"GOOD 3PTR by DIEKELMAN,GEORGE",1
--,,,,,"ASSIST  by MCDONALD,KYLE",,,"ASSIST  by MCDONALD,KYLE",1
00:58,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",1
