Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
09:45,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",1
--,,,,,"REBOUND DEF by HARDIMAN,BEN",,,"REBOUND DEF by HARDIMAN,BEN",1
09:33,"FOUL  by DE FERIA,NICK",,,,,,,"FOUL  by DE FERIA,NICK",1
09:33,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",1
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",1
09:33,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",1
09:33,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
09:33,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
09:33,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
09:33,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
09:33,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
09:33,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
09:33,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
09:33,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
09:33,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
09:26,"MISS LAYUP by WEIR,JJ",,,,,,,"MISS LAYUP by WEIR,JJ",1
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",1
09:20,,40 (+9),,31,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",BSC 40-31 (+9),,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",1
09:11,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",1
09:11,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
09:11,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
09:11,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
09:11,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
09:11,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
09:11,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",1
09:11,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
09:11,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
09:11,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
09:11,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
09:00,,,,,"MISS JUMPER by BAK,CALVIN",,,"MISS JUMPER by BAK,CALVIN",1
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",1
08:52,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",42 (+11),,31,,RHO 42-31 (+11),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1
08:52,,,,,"FOUL  by HARDIMAN,BEN",,,"FOUL  by HARDIMAN,BEN",1
08:52,"GOOD FT by ASHBY,KENDRICK",43 (+12),,31,,RHO 43-31 (+12),,"GOOD FT by ASHBY,KENDRICK",1
08:51,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",1
08:50,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",1
08:48,"GOOD LAYUP by BERRY,BRYCE(in the paint)",45 (+14),,31,,RHO 45-31 (+14),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",1
08:37,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",1
--,,,,,"REBOUND OFF by HARDIMAN,BEN",,,"REBOUND OFF by HARDIMAN,BEN",1
08:32,,45 (+12),,33,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",BSC 45-33 (+12),,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",1
08:25,"GOOD 3PTR by WEATHERFORD,MITCH",48 (+15),,33,,RHO 48-33 (+15),,"GOOD 3PTR by WEATHERFORD,MITCH",1
08:06,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
08:06,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
08:06,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
08:06,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
08:06,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
08:06,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
08:06,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
08:06,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
08:06,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
08:06,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
08:03,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",1
08:03,,48 (+14),,34,"GOOD FT by LEWIS,EVAN",BSC 48-34 (+14),,"GOOD FT by LEWIS,EVAN",1
08:03,,48 (+13),,35,"GOOD FT by LEWIS,EVAN",BSC 48-35 (+13),,"GOOD FT by LEWIS,EVAN",1
07:50,"MISS JUMPER by DARST,DANIEL",,,,,,,"MISS JUMPER by DARST,DANIEL",1
--,,,,,"REBOUND DEF by HARDIMAN,BEN",,,"REBOUND DEF by HARDIMAN,BEN",1
07:44,,48 (+10),,38,"GOOD 3PTR by BAK,CALVIN(fastbreak)",BSC 48-38 (+10),,"GOOD 3PTR by BAK,CALVIN(fastbreak)",1
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",1
07:18,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",1
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",1
07:12,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",1
07:12,"TURNOVER  by DALTON,PRICE",,,,,,,"TURNOVER  by DALTON,PRICE",1
07:12,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
07:12,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",1
07:12,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
07:12,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
07:12,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
07:12,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
07:12,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
07:12,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
07:12,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
07:12,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
07:12,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
07:08,,48 (+8),,40,"GOOD LAYUP by YANCEY,RICH(in the paint)",BSC 48-40 (+8),,"GOOD LAYUP by YANCEY,RICH(in the paint)",1
07:03,"MISS 3PTR by MCINTYRE,WILL",,,,,,,"MISS 3PTR by MCINTYRE,WILL",1
--,"REBOUND OFF by GALVIN,OWEN",,,,,,,"REBOUND OFF by GALVIN,OWEN",1
06:57,"MISS 3PTR by MCINTYRE,WILL",,,,,,,"MISS 3PTR by MCINTYRE,WILL",1
--,"REBOUND OFF by HARRISON,IAN",,,,,,,"REBOUND OFF by HARRISON,IAN",1
06:53,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
06:53,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",1
06:53,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",1
06:53,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
06:53,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",1
06:53,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",1
06:53,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",1
06:53,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",1
06:53,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
06:53,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
06:49,"GOOD 3PTR by LOWRIE,ANDREW",51 (+11),,40,,RHO 51-40 (+11),,"GOOD 3PTR by LOWRIE,ANDREW",1
--,"ASSIST  by GALVIN,OWEN",,,,,,,"ASSIST  by GALVIN,OWEN",1
06:33,,51 (+9),,42,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 51-42 (+9),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",1
06:24,"TURNOVER  by MCINTYRE,WILL",,,,,,,"TURNOVER  by MCINTYRE,WILL",1
06:22,,,,,"STEAL  by DENEKA,HARRISON",,,"STEAL  by DENEKA,HARRISON",1
06:05,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",1
06:05,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",1
06:05,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
06:05,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
06:05,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
06:05,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
06:05,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
06:05,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",1
06:05,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
06:05,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
06:05,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
06:05,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
05:50,"GOOD LAYUP by BERRY,BRYCE(in the paint)",53 (+11),,42,,RHO 53-42 (+11),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",1
--,"ASSIST  by ASHBY,KENDRICK",,,,,,,"ASSIST  by ASHBY,KENDRICK",1
05:37,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",1
05:37,,,,,"MISS FT by PERKINS,ALEX",,,"MISS FT by PERKINS,ALEX",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:37,,53 (+10),,43,"GOOD FT by PERKINS,ALEX",BSC 53-43 (+10),,"GOOD FT by PERKINS,ALEX",1
05:37,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
05:37,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
05:37,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
05:37,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
05:37,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
05:37,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
05:37,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
05:37,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
05:37,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
05:37,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
05:25,"GOOD 3PTR by DE FERIA,NICK",56 (+13),,43,,RHO 56-43 (+13),,"GOOD 3PTR by DE FERIA,NICK",1
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",1
05:14,,56 (+11),,45,"GOOD DUNK by RUDAK,MATTY(fastbreak)(in the paint)",BSC 56-45 (+11),,"GOOD DUNK by RUDAK,MATTY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
05:03,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",1
05:02,,,,,"STEAL  by PERKINS,ALEX",,,"STEAL  by PERKINS,ALEX",1
04:58,,,,,"FOUL  by YANCEY,RICH",,,"FOUL  by YANCEY,RICH",1
04:58,,,,,"TURNOVER  by YANCEY,RICH",,,"TURNOVER  by YANCEY,RICH",1
04:58,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",1
04:58,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
04:58,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
04:58,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
04:58,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
04:58,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
04:58,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
04:58,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
04:58,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
04:58,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
04:58,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",1
04:58,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",1
04:58,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",1
04:58,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
04:58,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
04:58,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
04:58,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",1
04:58,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",1
04:58,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
04:58,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",1
04:46,"GOOD JUMPER by HARRISON,IAN",58 (+13),,45,,RHO 58-45 (+13),,"GOOD JUMPER by HARRISON,IAN",1
04:27,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",1
04:26,"STEAL  by LOWRIE,ANDREW",,,,,,,"STEAL  by LOWRIE,ANDREW",1
04:23,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",1
04:19,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
04:19,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
04:19,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
04:19,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
04:19,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
04:19,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",1
04:19,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
04:19,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",1
04:19,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
04:19,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
04:14,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",1
04:12,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",1
04:06,"MISS JUMPER by BERRY,BRYCE",,,,,,,"MISS JUMPER by BERRY,BRYCE",1
04:06,,,,,"BLOCK  by LEWIS,EVAN",,,"BLOCK  by LEWIS,EVAN",1
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",1
04:02,"TURNOVER  by SULLIVAN,BRENNAN",,,,,,,"TURNOVER  by SULLIVAN,BRENNAN",1
04:00,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",1
04:00,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
04:00,,58 (+12),,46,"GOOD FT by LEWIS,EVAN",BSC 58-46 (+12),,"GOOD FT by LEWIS,EVAN",1
03:53,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",1
03:51,,,,,"STEAL  by MURPHY,JUWAN",,,"STEAL  by MURPHY,JUWAN",1
03:40,,58 (+10),,48,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",BSC 58-48 (+10),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",1
03:24,"MISS LAYUP by ASHBY,KENDRICK",,,,,,,"MISS LAYUP by ASHBY,KENDRICK",1
03:24,,,,,"BLOCK  by WALDRUM,AIDAN",,,"BLOCK  by WALDRUM,AIDAN",1
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",1
03:15,"GOOD 3PTR by SULLIVAN,BRENNAN",61 (+13),,48,,RHO 61-48 (+13),,"GOOD 3PTR by SULLIVAN,BRENNAN",1
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",1
03:02,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",1
03:02,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
03:02,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
03:02,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
03:02,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
03:02,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
03:02,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
03:02,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
03:02,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
03:02,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
03:02,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
03:02,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
03:02,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
03:02,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",1
03:02,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",1
03:02,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
03:02,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",1
03:02,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",1
03:02,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",1
03:02,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",1
03:02,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
03:02,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
02:53,"MISS JUMPER by NYAWATA,ANESU",,,,,,,"MISS JUMPER by NYAWATA,ANESU",1
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",1
02:47,,61 (+11),,50,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",BSC 61-50 (+11),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
02:37,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",1
02:36,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",1
02:33,,61 (+9),,52,"GOOD LAYUP by THOM,IAN(fastbreak)(in the paint)",BSC 61-52 (+9),,"GOOD LAYUP by THOM,IAN(fastbreak)(in the paint)",1
02:27,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
02:27,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
02:27,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
02:24,"MISS 3PTR by DE FERIA,NICK",,,,,,,"MISS 3PTR by DE FERIA,NICK",1
--,,,,,"REBOUND DEF by PERKINS,ALEX",,,"REBOUND DEF by PERKINS,ALEX",1
02:05,,,,,"TURNOVER  by PERKINS,ALEX",,,"TURNOVER  by PERKINS,ALEX",1
02:04,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",1
01:53,"TURNOVER  by DE FERIA,NICK",,,,,,,"TURNOVER  by DE FERIA,NICK",1
01:53,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
01:53,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
01:53,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
01:53,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
01:53,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
01:53,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
01:53,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
01:53,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
01:53,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
01:53,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",1
01:47,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",1
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",1
01:35,,61 (+7),,54,"GOOD LAYUP by YANCEY,RICH(in the paint)",BSC 61-54 (+7),,"GOOD LAYUP by YANCEY,RICH(in the paint)",1
01:33,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",1
01:33,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",1
01:33,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
01:04,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
00:51,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",1
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",1
00:48,,61 (+5),,56,"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 61-56 (+5),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",1
00:42,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",1
00:40,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",1
00:35,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",1
00:35,,61 (+4),,57,"GOOD FT by YANCEY,RICH",BSC 61-57 (+4),,"GOOD FT by YANCEY,RICH",1
00:35,,61 (+3),,58,"GOOD FT by YANCEY,RICH",BSC 61-58 (+3),,"GOOD FT by YANCEY,RICH",1
00:35,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
00:35,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
00:35,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
00:35,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
00:00,"MISS LAYUP by WEIR,JJ",,,,,,,"MISS LAYUP by WEIR,JJ",1
--,"REBOUND OFF by ASHBY,KENDRICK",,,,,,,"REBOUND OFF by ASHBY,KENDRICK",1
19:52,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
19:33,"GOOD 3PTR by WEATHERFORD,MITCH",64 (+6),,58,,RHO 64-58 (+6),,"GOOD 3PTR by WEATHERFORD,MITCH",2
19:19,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
19:19,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:19,,64 (+5),,59,"GOOD FT by DENEKA,HARRISON",BSC 64-59 (+5),,"GOOD FT by DENEKA,HARRISON",2
19:19,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
19:19,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
19:19,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
19:19,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
