Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
02:54,"GOOD FT by HODUM,RICK",37,,53 (+16),,BU 37-53 (+16),,"GOOD FT by HODUM,RICK",1
02:46,"FOUL  by GIACOMINI,HUGO",,,,,,,"FOUL  by GIACOMINI,HUGO",1
02:46,,37,,54 (+17),"GOOD FT by SULLIVAN,BRENNAN",RHO 37-54 (+17),,"GOOD FT by SULLIVAN,BRENNAN",1
02:46,,37,,55 (+18),"GOOD FT by SULLIVAN,BRENNAN",RHO 37-55 (+18),,"GOOD FT by SULLIVAN,BRENNAN",1
02:29,"TURNOVER  by PITTMAN,JOHNNY",,,,,,,"TURNOVER  by PITTMAN,JOHNNY",1
02:29,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
02:29,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
02:29,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
02:29,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
02:29,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
02:29,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
02:29,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
02:29,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
02:29,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
02:29,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
02:29,"SUB OUT by PATTERSON,KYLE",,,,,,,"SUB OUT by PATTERSON,KYLE",1
02:29,"SUB OUT by DAVIS,RON",,,,,,,"SUB OUT by DAVIS,RON",1
02:29,"SUB OUT by PRICE,VICTOR",,,,,,,"SUB OUT by PRICE,VICTOR",1
02:29,"SUB OUT by PRESSLEY,BRANDON",,,,,,,"SUB OUT by PRESSLEY,BRANDON",1
02:29,"SUB OUT by COMENGE,CHRISTIAN",,,,,,,"SUB OUT by COMENGE,CHRISTIAN",1
02:29,"SUB IN by DAVIS,RON",,,,,,,"SUB IN by DAVIS,RON",1
02:29,"SUB IN by RICHARDSON,TERIK",,,,,,,"SUB IN by RICHARDSON,TERIK",1
02:29,"SUB IN by ANDERSON,DYRON",,,,,,,"SUB IN by ANDERSON,DYRON",1
02:29,"SUB IN by YOUNG-BEASLEY,DJ",,,,,,,"SUB IN by YOUNG-BEASLEY,DJ",1
02:29,"SUB IN by PRESSLEY,BRANDON",,,,,,,"SUB IN by PRESSLEY,BRANDON",1
02:18,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",1
02:18,"BLOCK  by DAVIS,RON",,,,,,,"BLOCK  by DAVIS,RON",1
--,"REBOUND DEF by YOUNG-BEASLEY,DJ",,,,,,,"REBOUND DEF by YOUNG-BEASLEY,DJ",1
02:11,"TURNOVER  by DAVIS,RON",,,,,,,"TURNOVER  by DAVIS,RON",1
02:11,"FOUL  by DAVIS,RON",,,,,,,"FOUL  by DAVIS,RON",1
02:11,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
02:11,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
02:11,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
02:11,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
02:11,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
02:11,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
02:11,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
02:11,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
02:11,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
02:11,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
02:11,"SUB IN by PATTERSON,KYLE",,,,,,,"SUB IN by PATTERSON,KYLE",1
02:11,"SUB OUT by DAVIS,RON",,,,,,,"SUB OUT by DAVIS,RON",1
02:02,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",1
01:52,"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",39,,55 (+16),,BU 39-55 (+16),,"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",1
--,"ASSIST  by PATTERSON,KYLE",,,,,,,"ASSIST  by PATTERSON,KYLE",1
01:39,"FOUL  by ANDERSON,DYRON",,,,,,,"FOUL  by ANDERSON,DYRON",1
01:39,,39,,56 (+17),"GOOD FT by SULLIVAN,BRENNAN",RHO 39-56 (+17),,"GOOD FT by SULLIVAN,BRENNAN",1
01:39,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
01:39,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
01:39,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
01:39,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
01:39,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
01:39,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
01:39,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
01:39,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
01:39,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
01:39,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
01:39,,39,,57 (+18),"GOOD FT by SULLIVAN,BRENNAN",RHO 39-57 (+18),,"GOOD FT by SULLIVAN,BRENNAN",1
01:39,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
01:39,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
01:30,"MISS LAYUP by PATTERSON,KYLE",,,,,,,"MISS LAYUP by PATTERSON,KYLE",1
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",1
01:18,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",1
01:18,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",1
01:14,"MISS LAYUP by PRESSLEY,BRANDON",,,,,,,"MISS LAYUP by PRESSLEY,BRANDON",1
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",1
01:07,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",1
--,"REBOUND DEF by PRESSLEY,BRANDON",,,,,,,"REBOUND DEF by PRESSLEY,BRANDON",1
01:00,"MISS LAYUP by RICHARDSON,TERIK",,,,,,,"MISS LAYUP by RICHARDSON,TERIK",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
00:58,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
00:58,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
00:58,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
00:58,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
00:58,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
00:58,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
00:58,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
00:58,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
00:58,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
00:58,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
00:50,"GOOD 3PTR by YOUNG-BEASLEY,DJ",42,,57 (+15),,BU 42-57 (+15),,"GOOD 3PTR by YOUNG-BEASLEY,DJ",1
--,"ASSIST  by PATTERSON,KYLE",,,,,,,"ASSIST  by PATTERSON,KYLE",1
00:38,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,"REBOUND DEF by YOUNG-BEASLEY,DJ",,,,,,,"REBOUND DEF by YOUNG-BEASLEY,DJ",1
00:29,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",1
00:29,"MISS FT by RICHARDSON,TERIK",,,,,,,"MISS FT by RICHARDSON,TERIK",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:29,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
00:29,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
00:29,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
00:29,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
00:29,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
00:29,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
00:29,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
00:29,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
00:29,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
00:29,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
00:29,"SUB IN by BROWN,ISIAH",,,,,,,"SUB IN by BROWN,ISIAH",1
00:29,"SUB OUT by YOUNG-BEASLEY,DJ",,,,,,,"SUB OUT by YOUNG-BEASLEY,DJ",1
00:29,"GOOD FT by RICHARDSON,TERIK",43,,57 (+14),,BU 43-57 (+14),,"GOOD FT by RICHARDSON,TERIK",1
00:29,"SUB IN by VAN HEERINGEN,GIAN",,,,,,,"SUB IN by VAN HEERINGEN,GIAN",1
00:29,"SUB OUT by PRESSLEY,BRANDON",,,,,,,"SUB OUT by PRESSLEY,BRANDON",1
00:22,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",1
00:21,"STEAL  by PATTERSON,KYLE",,,,,,,"STEAL  by PATTERSON,KYLE",1
00:18,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",1
00:18,"GOOD FT by RICHARDSON,TERIK",44,,57 (+13),,BU 44-57 (+13),,"GOOD FT by RICHARDSON,TERIK",1
00:18,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
00:18,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
00:18,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
00:18,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
00:18,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
00:18,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
00:18,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
00:18,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
00:18,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
00:18,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
00:18,"MISS FT by RICHARDSON,TERIK",,,,,,,"MISS FT by RICHARDSON,TERIK",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:18,"SUB IN by PRICE,VICTOR",,,,,,,"SUB IN by PRICE,VICTOR",1
00:18,"SUB OUT by ANDERSON,DYRON",,,,,,,"SUB OUT by ANDERSON,DYRON",1
00:15,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",1
00:15,"MISS FT by VAN HEERINGEN,GIAN",,,,,,,"MISS FT by VAN HEERINGEN,GIAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:15,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
00:15,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
00:15,"GOOD FT by VAN HEERINGEN,GIAN",45,,57 (+12),,BU 45-57 (+12),,"GOOD FT by VAN HEERINGEN,GIAN",1
00:09,,45,,59 (+14),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 45-59 (+14),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
19:51,"MISS LAYUP by PRESSLEY,BRANDON",,,,,,,"MISS LAYUP by PRESSLEY,BRANDON",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
19:45,,45,,61 (+16),"GOOD LAYUP by WEIR,JJ(fastbreak)(in the paint)",RHO 45-61 (+16),,"GOOD LAYUP by WEIR,JJ(fastbreak)(in the paint)",2
19:33,"GOOD 3PTR by RICHARDSON,TERIK(fastbreak)",48,,61 (+13),,BU 48-61 (+13),,"GOOD 3PTR by RICHARDSON,TERIK(fastbreak)",2
--,"ASSIST  by DAVIS,RON",,,,,,,"ASSIST  by DAVIS,RON",2
19:20,,48,,63 (+15),"GOOD LAYUP by LOWRIE,ANDREW(fastbreak)(in the paint)",RHO 48-63 (+15),,"GOOD LAYUP by LOWRIE,ANDREW(fastbreak)(in the paint)",2
19:09,"GOOD LAYUP by ANDERSON,DYRON(fastbreak)(in the paint)",50,,63 (+13),,BU 50-63 (+13),,"GOOD LAYUP by ANDERSON,DYRON(fastbreak)(in the paint)",2
--,"ASSIST  by RICHARDSON,TERIK",,,,,,,"ASSIST  by RICHARDSON,TERIK",2
19:04,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
19:01,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
19:01,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
19:01,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
19:01,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
19:01,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
19:01,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
19:01,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
19:01,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
19:01,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
19:01,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
19:01,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
18:56,"TURNOVER  by YOUNG-BEASLEY,DJ",,,,,,,"TURNOVER  by YOUNG-BEASLEY,DJ",2
18:56,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
18:48,,50,,65 (+15),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 50-65 (+15),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by ASHBY,KENDRICK",,,"ASSIST  by ASHBY,KENDRICK",2
18:23,"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",52,,65 (+13),,BU 52-65 (+13),,"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",2
18:17,,,,,"MISS 3PTR by ASHBY,KENDRICK",,,"MISS 3PTR by ASHBY,KENDRICK",2
--,"REBOUND DEF by ANDERSON,DYRON",,,,,,,"REBOUND DEF by ANDERSON,DYRON",2
18:06,"MISS 3PTR by RICHARDSON,TERIK",,,,,,,"MISS 3PTR by RICHARDSON,TERIK",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
17:55,"FOUL  by RICHARDSON,TERIK",,,,,,,"FOUL  by RICHARDSON,TERIK",2
17:55,,52,,66 (+14),"GOOD FT by DARST,DANIEL",RHO 52-66 (+14),,"GOOD FT by DARST,DANIEL",2
17:55,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
17:55,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
17:55,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
17:55,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
17:55,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
17:55,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
17:55,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
17:55,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
17:55,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
17:55,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
17:55,"SUB IN by PATTERSON,KYLE",,,,,,,"SUB IN by PATTERSON,KYLE",2
17:55,"SUB OUT by RICHARDSON,TERIK",,,,,,,"SUB OUT by RICHARDSON,TERIK",2
17:55,,52,,67 (+15),"GOOD FT by DARST,DANIEL",RHO 52-67 (+15),,"GOOD FT by DARST,DANIEL",2
17:55,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
17:55,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
17:38,"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",54,,67 (+13),,BU 54-67 (+13),,"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",2
--,"ASSIST  by ANDERSON,DYRON",,,,,,,"ASSIST  by ANDERSON,DYRON",2
17:25,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by PRESSLEY,BRANDON",,,,,,,"REBOUND DEF by PRESSLEY,BRANDON",2
17:14,"GOOD 3PTR by DAVIS,RON(fastbreak)",57,,67 (+10),,BU 57-67 (+10),,"GOOD 3PTR by DAVIS,RON(fastbreak)",2
--,"ASSIST  by PATTERSON,KYLE",,,,,,,"ASSIST  by PATTERSON,KYLE",2
16:54,,,,,"MISS LAYUP by GALVIN,OWEN",,,"MISS LAYUP by GALVIN,OWEN",2
--,"REBOUND DEF by YOUNG-BEASLEY,DJ",,,,,,,"REBOUND DEF by YOUNG-BEASLEY,DJ",2
16:46,"GOOD 3PTR by DAVIS,RON(fastbreak)",60,,67 (+7),,BU 60-67 (+7),,"GOOD 3PTR by DAVIS,RON(fastbreak)",2
--,"ASSIST  by PATTERSON,KYLE",,,,,,,"ASSIST  by PATTERSON,KYLE",2
16:39,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:39,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
16:39,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
16:39,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
16:39,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
16:39,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
16:39,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
16:39,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
16:39,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
16:39,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
16:39,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
16:39,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
16:19,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
16:07,"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",62,,67 (+5),,BU 62-67 (+5),,"GOOD LAYUP by PRESSLEY,BRANDON(in the paint)",2
--,"ASSIST  by DAVIS,RON",,,,,,,"ASSIST  by DAVIS,RON",2
15:57,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,"REBOUND DEF by YOUNG-BEASLEY,DJ",,,,,,,"REBOUND DEF by YOUNG-BEASLEY,DJ",2
15:51,"GOOD 3PTR by ANDERSON,DYRON(fastbreak)",65,,67 (+2),,BU 65-67 (+2),,"GOOD 3PTR by ANDERSON,DYRON(fastbreak)",2
--,"ASSIST  by PATTERSON,KYLE",,,,,,,"ASSIST  by PATTERSON,KYLE",2
15:34,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by PRESSLEY,BRANDON",,,,,,,"REBOUND DEF by PRESSLEY,BRANDON",2
15:19,"TURNOVER  by PATTERSON,KYLE",,,,,,,"TURNOVER  by PATTERSON,KYLE",2
15:19,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
15:19,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
15:19,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
15:19,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
15:19,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
15:19,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
15:19,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
15:19,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
15:19,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
15:19,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
15:19,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
15:07,,65,,70 (+5),"GOOD 3PTR by GALVIN,OWEN",RHO 65-70 (+5),,"GOOD 3PTR by GALVIN,OWEN",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
14:59,"TURNOVER  by YOUNG-BEASLEY,DJ",,,,,,,"TURNOVER  by YOUNG-BEASLEY,DJ",2
14:58,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
14:51,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by DAVIS,RON",,,,,,,"REBOUND DEF by DAVIS,RON",2
14:39,"GOOD LAYUP by PRESSLEY,BRANDON(fastbreak)(in the paint)",67,,70 (+3),,BU 67-70 (+3),,"GOOD LAYUP by PRESSLEY,BRANDON(fastbreak)(in the paint)",2
--,"ASSIST  by ANDERSON,DYRON",,,,,,,"ASSIST  by ANDERSON,DYRON",2
14:21,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",,,"MISS JUMPER by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by YOUNG-BEASLEY,DJ",,,,,,,"REBOUND DEF by YOUNG-BEASLEY,DJ",2
14:16,"TURNOVER  by YOUNG-BEASLEY,DJ",,,,,,,"TURNOVER  by YOUNG-BEASLEY,DJ",2
14:16,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
14:16,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
14:16,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
14:16,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
14:16,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
14:16,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
14:16,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
14:16,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
14:16,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
14:16,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
14:14,,,,,"MISS 3PTR by GEE,TYLER",,,"MISS 3PTR by GEE,TYLER",2
--,"REBOUND DEF by PRESSLEY,BRANDON",,,,,,,"REBOUND DEF by PRESSLEY,BRANDON",2
14:07,"GOOD LAYUP by PATTERSON,KYLE(fastbreak)(in the paint)",69,,70 (+1),,BU 69-70 (+1),,"GOOD LAYUP by PATTERSON,KYLE(fastbreak)(in the paint)",2
--,"ASSIST  by PRESSLEY,BRANDON",,,,,,,"ASSIST  by PRESSLEY,BRANDON",2
13:52,,69,,72 (+3),"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",RHO 69-72 (+3),,"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
13:39,"GOOD LAYUP by DAVIS,RON(fastbreak)(in the paint)",71,,72 (+1),,BU 71-72 (+1),,"GOOD LAYUP by DAVIS,RON(fastbreak)(in the paint)",2
--,"ASSIST  by PATTERSON,KYLE",,,,,,,"ASSIST  by PATTERSON,KYLE",2
13:30,,71,,74 (+3),"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",RHO 71-74 (+3),,"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
