Time Remaining,WIL,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
15:36,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
15:36,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
15:36,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
15:25,"MISS 3PTR by LEWIS,KEVIN",,,,,,,"MISS 3PTR by LEWIS,KEVIN",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
15:10,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by SMITH,PAYTON",,,,,,,"REBOUND DEF by SMITH,PAYTON",2
15:06,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
15:06,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
15:06,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
15:06,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
15:06,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
15:06,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
15:06,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
15:06,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
15:06,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
15:06,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
15:06,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
15:06,"SUB IN by RUSSELL,ANDREW",,,,,,,"SUB IN by RUSSELL,ANDREW",2
15:06,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
14:57,"TURNOVER  by SMITH,PAYTON",,,,,,,"TURNOVER  by SMITH,PAYTON",2
14:52,,66,,73 (+7),"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 66-73 (+7),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
14:34,"GOOD LAYUP by RUSSELL,ANDREW(fastbreak)(in the paint)",68,,73 (+5),,WIL 68-73 (+5),,"GOOD LAYUP by RUSSELL,ANDREW(fastbreak)(in the paint)",2
--,"ASSIST  by GREENE,WILLIAM",,,,,,,"ASSIST  by GREENE,WILLIAM",2
14:29,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by ASHBY,KENDRICK",,,"REBOUND OFF by ASHBY,KENDRICK",2
14:13,,68,,75 (+7),"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",RHO 68-75 (+7),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",2
14:10,"TURNOVER  by RUSSELL,ANDREW",,,,,,,"TURNOVER  by RUSSELL,ANDREW",2
14:10,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
14:10,"SUB OUT by LEWIS,KEVIN",,,,,,,"SUB OUT by LEWIS,KEVIN",2
14:10,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",2
14:10,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",2
14:10,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",2
14:10,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
14:10,"SUB IN by JONES,CHRISTIAN",,,,,,,"SUB IN by JONES,CHRISTIAN",2
14:10,"SUB IN by ILES,DJ",,,,,,,"SUB IN by ILES,DJ",2
14:10,"SUB IN by JONES,JORDAN",,,,,,,"SUB IN by JONES,JORDAN",2
14:10,"SUB IN by RUSSELL,ANDREW",,,,,,,"SUB IN by RUSSELL,ANDREW",2
14:10,"SUB IN by CHATMAN,NOAH",,,,,,,"SUB IN by CHATMAN,NOAH",2
14:10,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
14:04,,68,,78 (+10),"GOOD 3PTR by DE FERIA,NICK",RHO 68-78 (+10),,"GOOD 3PTR by DE FERIA,NICK",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
13:50,"GOOD LAYUP by RUSSELL,ANDREW(in the paint)",70,,78 (+8),,WIL 70-78 (+8),,"GOOD LAYUP by RUSSELL,ANDREW(in the paint)",2
13:46,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
13:45,"STEAL  by RUSSELL,ANDREW",,,,,,,"STEAL  by RUSSELL,ANDREW",2
13:44,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
13:44,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
13:44,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
13:44,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
13:44,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
13:44,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
13:44,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
13:44,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
13:44,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
13:44,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
13:44,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
13:41,"TURNOVER  by ILES,DJ",,,,,,,"TURNOVER  by ILES,DJ",2
13:40,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
13:28,"FOUL  by CHATMAN,NOAH",,,,,,,"FOUL  by CHATMAN,NOAH",2
13:28,,70,,79 (+9),"GOOD FT by BERRY,BRYCE",RHO 70-79 (+9),,"GOOD FT by BERRY,BRYCE",2
13:28,,,,,"MISS FT by BERRY,BRYCE",,,"MISS FT by BERRY,BRYCE",2
--,"REBOUND DEF by CHATMAN,NOAH",,,,,,,"REBOUND DEF by CHATMAN,NOAH",2
13:25,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
13:16,"GOOD LAYUP by RUSSELL,ANDREW(fastbreak)(in the paint)",72,,79 (+7),,WIL 72-79 (+7),,"GOOD LAYUP by RUSSELL,ANDREW(fastbreak)(in the paint)",2
--,"ASSIST  by ILES,DJ",,,,,,,"ASSIST  by ILES,DJ",2
13:16,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
13:16,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
13:16,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
13:16,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
13:16,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
13:16,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
13:16,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
13:16,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
13:16,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
13:16,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
13:16,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
13:16,"GOOD FT by RUSSELL,ANDREW",73,,79 (+6),,WIL 73-79 (+6),,"GOOD FT by RUSSELL,ANDREW",2
13:03,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by CHATMAN,NOAH",,,,,,,"REBOUND DEF by CHATMAN,NOAH",2
12:52,"TURNOVER  by ILES,DJ",,,,,,,"TURNOVER  by ILES,DJ",2
12:49,"FOUL  by ILES,DJ",,,,,,,"FOUL  by ILES,DJ",2
12:49,"SUB IN by PATRICK,WILL",,,,,,,"SUB IN by PATRICK,WILL",2
12:49,"SUB OUT by JONES,JORDAN",,,,,,,"SUB OUT by JONES,JORDAN",2
12:49,,73,,80 (+7),"GOOD FT by SULLIVAN,BRENNAN",RHO 73-80 (+7),,"GOOD FT by SULLIVAN,BRENNAN",2
12:49,,73,,81 (+8),"GOOD FT by SULLIVAN,BRENNAN",RHO 73-81 (+8),,"GOOD FT by SULLIVAN,BRENNAN",2
12:37,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",75,,81 (+6),,WIL 75-81 (+6),,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",2
--,"ASSIST  by JONES,CHRISTIAN",,,,,,,"ASSIST  by JONES,CHRISTIAN",2
12:26,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:22,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
12:22,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
12:22,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
12:22,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
12:22,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
12:22,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
12:22,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
12:22,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
12:22,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
12:22,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
12:11,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",77,,81 (+4),,WIL 77-81 (+4),,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",2
--,"ASSIST  by ILES,DJ",,,,,,,"ASSIST  by ILES,DJ",2
12:01,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
12:00,"STEAL  by PATRICK,WILL",,,,,,,"STEAL  by PATRICK,WILL",2
11:59,"TURNOVER  by PATRICK,WILL",,,,,,,"TURNOVER  by PATRICK,WILL",2
11:58,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
11:53,,77,,83 (+6),"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHO 77-83 (+6),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
11:38,"MISS LAYUP by PATRICK,WILL",,,,,,,"MISS LAYUP by PATRICK,WILL",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
11:37,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
11:37,"SUB OUT by LEWIS,KEVIN",,,,,,,"SUB OUT by LEWIS,KEVIN",2
11:37,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",2
11:37,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",2
11:37,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",2
11:37,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
11:37,"SUB IN by LEWIS,KEVIN",,,,,,,"SUB IN by LEWIS,KEVIN",2
11:37,"SUB IN by SMITH,PAYTON",,,,,,,"SUB IN by SMITH,PAYTON",2
11:37,"SUB IN by GREENE,WILLIAM",,,,,,,"SUB IN by GREENE,WILLIAM",2
11:37,"SUB IN by SCOTT,NATHAN",,,,,,,"SUB IN by SCOTT,NATHAN",2
11:37,"SUB IN by CHATMAN,NOAH",,,,,,,"SUB IN by CHATMAN,NOAH",2
11:27,"FOUL  by SMITH,PAYTON",,,,,,,"FOUL  by SMITH,PAYTON",2
11:27,,77,,84 (+7),"GOOD FT by NYAWATA,ANESU",RHO 77-84 (+7),,"GOOD FT by NYAWATA,ANESU",2
11:27,,,,,"MISS FT by NYAWATA,ANESU",,,"MISS FT by NYAWATA,ANESU",2
--,"REBOUND DEF by LEWIS,KEVIN",,,,,,,"REBOUND DEF by LEWIS,KEVIN",2
11:24,"TURNOVER  by LEWIS,KEVIN",,,,,,,"TURNOVER  by LEWIS,KEVIN",2
11:22,,,,,"STEAL  by NYAWATA,ANESU",,,"STEAL  by NYAWATA,ANESU",2
11:22,,77,,86 (+9),"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHO 77-86 (+9),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
11:03,"MISS LAYUP by SMITH,PAYTON",,,,,,,"MISS LAYUP by SMITH,PAYTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:03,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
11:03,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
11:03,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
11:03,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
11:03,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
11:03,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
11:03,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
11:03,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
11:03,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
11:03,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
10:55,"MISS 3PTR by GREENE,WILLIAM",,,,,,,"MISS 3PTR by GREENE,WILLIAM",2
--,"REBOUND OFF by CHATMAN,NOAH",,,,,,,"REBOUND OFF by CHATMAN,NOAH",2
10:47,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",79,,86 (+7),,WIL 79-86 (+7),,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",2
--,"ASSIST  by GREENE,WILLIAM",,,,,,,"ASSIST  by GREENE,WILLIAM",2
10:26,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
10:26,"STEAL  by SMITH,PAYTON",,,,,,,"STEAL  by SMITH,PAYTON",2
10:24,"GOOD LAYUP by SMITH,PAYTON(fastbreak)(in the paint)",81,,86 (+5),,WIL 81-86 (+5),,"GOOD LAYUP by SMITH,PAYTON(fastbreak)(in the paint)",2
10:15,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
10:15,"STEAL  by CHATMAN,NOAH",,,,,,,"STEAL  by CHATMAN,NOAH",2
10:06,"GOOD 3PTR by SCOTT,NATHAN",84,,86 (+2),,WIL 84-86 (+2),,"GOOD 3PTR by SCOTT,NATHAN",2
--,"ASSIST  by GREENE,WILLIAM",,,,,,,"ASSIST  by GREENE,WILLIAM",2
10:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:02,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
10:02,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
10:02,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
10:02,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
10:02,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
10:02,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
10:02,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
10:02,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
10:02,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
10:02,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
10:02,"SUB IN by ILES,DJ",,,,,,,"SUB IN by ILES,DJ",2
10:02,"SUB OUT by SMITH,PAYTON",,,,,,,"SUB OUT by SMITH,PAYTON",2
09:50,,84,,89 (+5),"GOOD 3PTR by GALVIN,OWEN",RHO 84-89 (+5),,"GOOD 3PTR by GALVIN,OWEN",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
09:36,"GOOD LAYUP by CHATMAN,NOAH(fastbreak)(in the paint)",86,,89 (+3),,WIL 86-89 (+3),,"GOOD LAYUP by CHATMAN,NOAH(fastbreak)(in the paint)",2
--,"ASSIST  by SCOTT,NATHAN",,,,,,,"ASSIST  by SCOTT,NATHAN",2
09:29,,86,,92 (+6),"GOOD 3PTR by NESTLEHUTT,JAKE",RHO 86-92 (+6),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",2
09:13,"MISS LAYUP by CHATMAN,NOAH",,,,,,,"MISS LAYUP by CHATMAN,NOAH",2
--,"REBOUND OFF by CHATMAN,NOAH",,,,,,,"REBOUND OFF by CHATMAN,NOAH",2
09:10,"MISS LAYUP by CHATMAN,NOAH",,,,,,,"MISS LAYUP by CHATMAN,NOAH",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
09:05,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
09:02,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:02,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
09:02,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
09:02,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
09:02,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
09:02,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
09:02,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
09:02,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
09:02,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
09:02,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
09:02,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
09:02,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
09:02,"SUB OUT by LEWIS,KEVIN",,,,,,,"SUB OUT by LEWIS,KEVIN",2
09:02,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",2
09:02,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",2
09:02,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",2
09:02,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
09:02,"SUB IN by JONES,CHRISTIAN",,,,,,,"SUB IN by JONES,CHRISTIAN",2
09:02,"SUB IN by ILES,DJ",,,,,,,"SUB IN by ILES,DJ",2
09:02,"SUB IN by GREENE,WILLIAM",,,,,,,"SUB IN by GREENE,WILLIAM",2
09:02,"SUB IN by RUSSELL,ANDREW",,,,,,,"SUB IN by RUSSELL,ANDREW",2
09:02,"SUB IN by HECKER,JORDAN",,,,,,,"SUB IN by HECKER,JORDAN",2
09:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:59,"TURNOVER  by HECKER,JORDAN",,,,,,,"TURNOVER  by HECKER,JORDAN",2
08:58,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
08:58,"FOUL  by GREENE,WILLIAM",,,,,,,"FOUL  by GREENE,WILLIAM",2
08:58,,86,,93 (+7),"GOOD FT by DARST,DANIEL",RHO 86-93 (+7),,"GOOD FT by DARST,DANIEL",2
08:58,,86,,94 (+8),"GOOD FT by DARST,DANIEL",RHO 86-94 (+8),,"GOOD FT by DARST,DANIEL",2
08:49,"GOOD LAYUP by JONES,CHRISTIAN(in the paint)",88,,94 (+6),,WIL 88-94 (+6),,"GOOD LAYUP by JONES,CHRISTIAN(in the paint)",2
--,"ASSIST  by RUSSELL,ANDREW",,,,,,,"ASSIST  by RUSSELL,ANDREW",2
08:32,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
08:31,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by RUSSELL,ANDREW",,,,,,,"REBOUND DEF by RUSSELL,ANDREW",2
08:18,"GOOD LAYUP by JONES,CHRISTIAN(fastbreak)(in the paint)",90,,94 (+4),,WIL 90-94 (+4),,"GOOD LAYUP by JONES,CHRISTIAN(fastbreak)(in the paint)",2
--,"ASSIST  by ILES,DJ",,,,,,,"ASSIST  by ILES,DJ",2
08:05,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
08:04,"STEAL  by RUSSELL,ANDREW",,,,,,,"STEAL  by RUSSELL,ANDREW",2
07:57,"GOOD LAYUP by JONES,CHRISTIAN(in the paint)",92,,94 (+2),,WIL 92-94 (+2),,"GOOD LAYUP by JONES,CHRISTIAN(in the paint)",2
07:57,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
07:57,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
07:57,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
07:57,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
07:57,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
07:57,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
07:57,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
07:57,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
07:57,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
07:57,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
07:57,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
07:57,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
07:57,"SUB OUT by LEWIS,KEVIN",,,,,,,"SUB OUT by LEWIS,KEVIN",2
07:57,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",2
07:57,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",2
07:57,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",2
07:57,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
07:57,"SUB IN by JONES,CHRISTIAN",,,,,,,"SUB IN by JONES,CHRISTIAN",2
07:57,"SUB IN by PATRICK,WILL",,,,,,,"SUB IN by PATRICK,WILL",2
07:57,"SUB IN by ILES,DJ",,,,,,,"SUB IN by ILES,DJ",2
07:57,"SUB IN by SCOTT,NATHAN",,,,,,,"SUB IN by SCOTT,NATHAN",2
07:57,"SUB IN by CHATMAN,NOAH",,,,,,,"SUB IN by CHATMAN,NOAH",2
07:57,"MISS FT by JONES,CHRISTIAN",,,,,,,"MISS FT by JONES,CHRISTIAN",2
--,"REBOUND OFF by SCOTT,NATHAN",,,,,,,"REBOUND OFF by SCOTT,NATHAN",2
07:48,"MISS LAYUP by JONES,CHRISTIAN",,,,,,,"MISS LAYUP by JONES,CHRISTIAN",2
--,"REBOUND OFF by PATRICK,WILL",,,,,,,"REBOUND OFF by PATRICK,WILL",2
07:47,"MISS LAYUP by PATRICK,WILL",,,,,,,"MISS LAYUP by PATRICK,WILL",2
--,"REBOUND OFF by PATRICK,WILL",,,,,,,"REBOUND OFF by PATRICK,WILL",2
07:44,"TURNOVER  by PATRICK,WILL",,,,,,,"TURNOVER  by PATRICK,WILL",2
07:28,,92,,96 (+4),"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHO 92-96 (+4),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
07:28,"FOUL  by CHATMAN,NOAH",,,,,,,"FOUL  by CHATMAN,NOAH",2
07:28,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
07:28,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
07:28,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
07:28,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
07:28,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
07:28,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
07:28,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
07:28,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
07:28,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
07:28,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
07:28,"SUB IN by RUSSELL,ANDREW",,,,,,,"SUB IN by RUSSELL,ANDREW",2
07:28,"SUB OUT by CHATMAN,NOAH",,,,,,,"SUB OUT by CHATMAN,NOAH",2
07:28,,92,,97 (+5),"GOOD FT by BERRY,BRYCE",RHO 92-97 (+5),,"GOOD FT by BERRY,BRYCE",2
07:27,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
07:27,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
