Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,SEW,Game Score,Team Indicator,Play,Period
05:50,,88,,94 (+6),"GOOD FT by BUESCHER,HUNTER",SEW 88-94 (-6),,"GOOD FT by BUESCHER,HUNTER",2
05:50,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
05:50,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
05:50,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
05:50,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
05:50,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
05:50,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
05:50,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
05:50,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
05:50,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
05:50,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
05:50,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
05:50,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
05:50,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
05:50,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
05:39,"GOOD JUMPER by WEATHERFORD,MITCH",90,,94 (+4),,RHO 90-94 (-4),,"GOOD JUMPER by WEATHERFORD,MITCH",2
05:35,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
05:35,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
05:23,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",2
05:23,,90,,95 (+5),"GOOD FT by BUESCHER,HUNTER",SEW 90-95 (-5),,"GOOD FT by BUESCHER,HUNTER",2
05:23,,90,,96 (+6),"GOOD FT by BUESCHER,HUNTER",SEW 90-96 (-6),,"GOOD FT by BUESCHER,HUNTER",2
05:11,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
04:48,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",2
04:48,"STEAL  by WEATHERFORD,MITCH",,,,,,,"STEAL  by WEATHERFORD,MITCH",2
04:42,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
04:30,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
04:17,"TURNOVER  by NESTLEHUTT,JAKE",,,,,,,"TURNOVER  by NESTLEHUTT,JAKE",2
04:17,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",2
03:55,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
03:44,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
03:44,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
03:44,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
03:44,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
03:44,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
03:44,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
03:44,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
03:44,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
03:44,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
03:44,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
03:44,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
03:44,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
03:44,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
03:31,"GOOD 3PTR by DARST,DANIEL",93,,96 (+3),,RHO 93-96 (-3),,"GOOD 3PTR by DARST,DANIEL",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
03:09,,93,,98 (+5),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEW 93-98 (-5),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
02:55,"GOOD LAYUP by BERRY,BRYCE(in the paint)",95,,98 (+3),,RHO 95-98 (-3),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
02:40,,95,,100 (+5),"GOOD JUMPER by STONE,BRODY",SEW 95-100 (-5),,"GOOD JUMPER by STONE,BRODY",2
02:40,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
02:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:40,,95,,101 (+6),"GOOD FT by STONE,BRODY",SEW 95-101 (-6),,"GOOD FT by STONE,BRODY",2
02:40,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
02:40,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
02:40,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
02:40,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
02:40,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
02:40,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
02:40,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
02:40,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
02:40,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
02:40,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
02:40,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
02:40,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
02:24,"GOOD JUMPER by NESTLEHUTT,JAKE",97,,101 (+4),,RHO 97-101 (-4),,"GOOD JUMPER by NESTLEHUTT,JAKE",2
02:10,"FOUL  by NESTLEHUTT,JAKE",,,,,,,"FOUL  by NESTLEHUTT,JAKE",2
02:10,,,,,"MISS FT by LEE,MATTHEW",,,"MISS FT by LEE,MATTHEW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:10,,,,,"MISS FT by LEE,MATTHEW",,,"MISS FT by LEE,MATTHEW",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
02:10,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
02:10,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
02:10,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
02:10,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
02:10,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
02:10,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
02:10,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
02:10,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
02:10,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
02:10,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
02:04,"GOOD LAYUP by GEE,TYLER(in the paint)",99,,101 (+2),,RHO 99-101 (-2),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,"ASSIST  by BERRY,BRYCE",,,,,,,"ASSIST  by BERRY,BRYCE",2
01:50,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
01:39,"MISS JUMPER by NYAWATA,ANESU",,,,,,,"MISS JUMPER by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
01:33,,99,,103 (+4),"GOOD DUNK by LEE,MATTHEW(in the paint)",SEW 99-103 (-4),,"GOOD DUNK by LEE,MATTHEW(in the paint)",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
01:13,"GOOD JUMPER by WEIR,JJ",101,,103 (+2),,RHO 101-103 (-2),,"GOOD JUMPER by WEIR,JJ",2
01:06,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
00:54,,101,,105 (+4),"GOOD LAYUP by BORN,CLAY(in the paint)",SEW 101-105 (-4),,"GOOD LAYUP by BORN,CLAY(in the paint)",2
--,,,,,"ASSIST  by LEE,MATTHEW",,,"ASSIST  by LEE,MATTHEW",2
00:42,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
00:42,,,,,"STEAL  by BUESCHER,HUNTER",,,"STEAL  by BUESCHER,HUNTER",2
00:39,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
00:39,,101,,106 (+5),"GOOD FT by WILLIAMS,JORDEN",SEW 101-106 (-5),,"GOOD FT by WILLIAMS,JORDEN",2
00:39,,101,,107 (+6),"GOOD FT by WILLIAMS,JORDEN",SEW 101-107 (-6),,"GOOD FT by WILLIAMS,JORDEN",2
00:39,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:39,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
00:39,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
00:39,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
00:39,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
00:39,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
00:39,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
00:39,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
00:39,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
00:30,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",2
00:30,,101,,108 (+7),"GOOD FT by STONE,BRODY",SEW 101-108 (-7),,"GOOD FT by STONE,BRODY",2
00:30,,101,,109 (+8),"GOOD FT by STONE,BRODY",SEW 101-109 (-8),,"GOOD FT by STONE,BRODY",2
00:30,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
00:30,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
00:30,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
00:30,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
00:30,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
00:30,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
00:30,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
00:30,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
00:18,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
00:15,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
00:15,,101,,110 (+9),"GOOD FT by BUESCHER,HUNTER",SEW 101-110 (-9),,"GOOD FT by BUESCHER,HUNTER",2
00:15,,101,,111 (+10),"GOOD FT by BUESCHER,HUNTER",SEW 101-111 (-10),,"GOOD FT by BUESCHER,HUNTER",2
00:07,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:04,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",2
