Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,OGLETHOR,Game Score,Team Indicator,Play,Period
14:25,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
14:25,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
14:25,,,,,"SUB IN by PALMER,CHRISTIAN",,,"SUB IN by PALMER,CHRISTIAN",2
14:25,,,,,"SUB IN by SWILLING,BRETT",,,"SUB IN by SWILLING,BRETT",2
14:25,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
14:25,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
14:04,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
13:56,"MISS 3PTR by WELLS,GAGE",,,,,,,"MISS 3PTR by WELLS,GAGE",2
--,"REBOUND OFF by RING,NOAH",,,,,,,"REBOUND OFF by RING,NOAH",2
13:48,"MISS JUMPER by RING,NOAH",,,,,,,"MISS JUMPER by RING,NOAH",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
13:40,,32,,55 (+23),"GOOD JUMPER by SWILLING,BRETT(in the paint)",OGLETHOR 32-55 (-23),,"GOOD JUMPER by SWILLING,BRETT(in the paint)",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
13:16,"GOOD 3PTR by TAYLOR,MARSHALL",35,,55 (+20),,CENTRE 35-55 (-20),,"GOOD 3PTR by TAYLOR,MARSHALL",2
--,"ASSIST  by KNOCHELMANN,PETE",,,,,,,"ASSIST  by KNOCHELMANN,PETE",2
12:52,,,,,"MISS LAYUP by SWILLING,BRETT",,,"MISS LAYUP by SWILLING,BRETT",2
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",2
12:34,"TURNOVER  by WILLIAMS,JALEN",,,,,,,"TURNOVER  by WILLIAMS,JALEN",2
12:32,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
12:27,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
12:20,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,"REBOUND OFF by WILLIAMS,JALEN",,,,,,,"REBOUND OFF by WILLIAMS,JALEN",2
12:12,"MISS JUMPER by WILLIAMS,JALEN",,,,,,,"MISS JUMPER by WILLIAMS,JALEN",2
--,"REBOUND OFF by KNOCHELMANN,PETE",,,,,,,"REBOUND OFF by KNOCHELMANN,PETE",2
12:09,,,,,"FOUL  by SWILLING,BRETT",,,"FOUL  by SWILLING,BRETT",2
12:09,"GOOD FT by KNOCHELMANN,PETE",36,,55 (+19),,CENTRE 36-55 (-19),,"GOOD FT by KNOCHELMANN,PETE",2
12:09,"GOOD FT by KNOCHELMANN,PETE",37,,55 (+18),,CENTRE 37-55 (-18),,"GOOD FT by KNOCHELMANN,PETE",2
12:09,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
12:09,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
12:09,,,,,"SUB IN by KRIVITZKIN,TYLER",,,"SUB IN by KRIVITZKIN,TYLER",2
12:09,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
11:51,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
11:39,,,,,"FOUL  by KRIVITZKIN,TYLER",,,"FOUL  by KRIVITZKIN,TYLER",2
11:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:39,"GOOD FT by TAYLOR,MARSHALL",38,,55 (+17),,CENTRE 38-55 (-17),,"GOOD FT by TAYLOR,MARSHALL",2
11:39,"GOOD FT by TAYLOR,MARSHALL",39,,55 (+16),,CENTRE 39-55 (-16),,"GOOD FT by TAYLOR,MARSHALL",2
11:26,,39,,58 (+19),"GOOD 3PTR by PALMER,CHRISTIAN",OGLETHOR 39-58 (-19),,"GOOD 3PTR by PALMER,CHRISTIAN",2
--,,,,,"ASSIST  by JENEI,RYAN",,,"ASSIST  by JENEI,RYAN",2
11:16,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
10:55,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",2
--,"REBOUND DEF by KNOCHELMANN,PETE",,,,,,,"REBOUND DEF by KNOCHELMANN,PETE",2
10:38,"MISS JUMPER by MOORE,CHEZ",,,,,,,"MISS JUMPER by MOORE,CHEZ",2
--,"REBOUND OFF by KNOCHELMANN,PETE",,,,,,,"REBOUND OFF by KNOCHELMANN,PETE",2
10:34,"GOOD JUMPER by KNOCHELMANN,PETE",41,,58 (+17),,CENTRE 41-58 (-17),,"GOOD JUMPER by KNOCHELMANN,PETE",2
10:34,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
10:34,"MISS FT by KNOCHELMANN,PETE",,,,,,,"MISS FT by KNOCHELMANN,PETE",2
--,,,,,"REBOUND DEF by PALMER,CHRISTIAN",,,"REBOUND DEF by PALMER,CHRISTIAN",2
10:16,,41,,60 (+19),"GOOD JUMPER by KRIVITZKIN,TYLER(in the paint)",OGLETHOR 41-60 (-19),,"GOOD JUMPER by KRIVITZKIN,TYLER(in the paint)",2
09:57,"TURNOVER  by TAYLOR,MARSHALL",,,,,,,"TURNOVER  by TAYLOR,MARSHALL",2
09:57,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
09:57,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
09:57,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
09:57,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
09:57,"SUB OUT by WELLS,GAGE",,,,,,,"SUB OUT by WELLS,GAGE",2
09:57,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
09:48,,,,,"MISS 3PTR by KRIVITZKIN,TYLER",,,"MISS 3PTR by KRIVITZKIN,TYLER",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
09:30,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
09:28,,,,,"STEAL  by PALMER,CHRISTIAN",,,"STEAL  by PALMER,CHRISTIAN",2
09:25,,,,,"MISS LAYUP by MURRAH,JACK",,,"MISS LAYUP by MURRAH,JACK",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
09:03,,,,,"FOUL  by CONROY,DREW",,,"FOUL  by CONROY,DREW",2
09:03,"MISS FT by WILSON,DREW",,,,,,,"MISS FT by WILSON,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:03,"GOOD FT by WILSON,DREW",42,,60 (+18),,CENTRE 42-60 (-18),,"GOOD FT by WILSON,DREW",2
09:03,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
09:03,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
09:03,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",2
09:03,,,,,"SUB OUT by SWILLING,BRETT",,,"SUB OUT by SWILLING,BRETT",2
09:03,,,,,"SUB OUT by PALMER,CHRISTIAN",,,"SUB OUT by PALMER,CHRISTIAN",2
09:03,,,,,"SUB OUT by KRIVITZKIN,TYLER",,,"SUB OUT by KRIVITZKIN,TYLER",2
08:51,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
08:51,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
08:51,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
08:39,"FOUL  by WILLIAMS,JALEN",,,,,,,"FOUL  by WILLIAMS,JALEN",2
08:32,,42,,62 (+20),"GOOD LAYUP by FOSTER,LANE(in the paint)",OGLETHOR 42-62 (-20),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
08:13,"MISS LAYUP by WILSON,DREW",,,,,,,"MISS LAYUP by WILSON,DREW",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
08:04,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND OFF by EZIGBO,UBA",,,"REBOUND OFF by EZIGBO,UBA",2
08:02,,42,,64 (+22),"GOOD LAYUP by EZIGBO,UBA(in the paint)",OGLETHOR 42-64 (-22),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
07:58,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
07:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:58,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
07:58,,,,,"SUB IN by GULLEY,TREVOR",,,"SUB IN by GULLEY,TREVOR",2
07:58,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
07:58,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
07:52,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
07:49,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
07:45,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",2
--,,,,,"REBOUND OFF by GULLEY,TREVOR",,,"REBOUND OFF by GULLEY,TREVOR",2
07:30,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",2
07:09,"GOOD JUMPER by SMITH,RJ(in the paint)",44,,64 (+20),,CENTRE 44-64 (-20),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
--,"ASSIST  by RING,NOAH",,,,,,,"ASSIST  by RING,NOAH",2
07:03,,,,,"MISS 3PTR by GULLEY,TREVOR",,,"MISS 3PTR by GULLEY,TREVOR",2
--,,,,,"REBOUND OFF by EZIGBO,UBA",,,"REBOUND OFF by EZIGBO,UBA",2
06:57,,44,,66 (+22),"GOOD JUMPER by EZIGBO,UBA(in the paint)",OGLETHOR 44-66 (-22),,"GOOD JUMPER by EZIGBO,UBA(in the paint)",2
06:30,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
06:15,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",2
05:56,"GOOD DUNK by SMITH,RJ(in the paint)",46,,66 (+20),,CENTRE 46-66 (-20),,"GOOD DUNK by SMITH,RJ(in the paint)",2
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",2
05:45,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",2
05:39,,46,,68 (+22),"GOOD LAYUP by FOSTER,LANE(in the paint)",OGLETHOR 46-68 (-22),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
05:18,"GOOD DUNK by SMITH,RJ(in the paint)",48,,68 (+20),,CENTRE 48-68 (-20),,"GOOD DUNK by SMITH,RJ(in the paint)",2
05:04,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
04:52,"MISS 3PTR by WILLIAMS,JALEN",,,,,,,"MISS 3PTR by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
04:43,,48,,70 (+22),"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",OGLETHOR 48-70 (-22),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
04:37,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
04:37,"SUB IN by STEWART,BLAKE",,,,,,,"SUB IN by STEWART,BLAKE",2
04:37,"SUB IN by THOMAS,SETH",,,,,,,"SUB IN by THOMAS,SETH",2
04:37,"SUB IN by STEELE,CHANDLER",,,,,,,"SUB IN by STEELE,CHANDLER",2
04:37,"SUB IN by BRITT,WILL",,,,,,,"SUB IN by BRITT,WILL",2
04:37,"SUB IN by BLAIR,ANDY",,,,,,,"SUB IN by BLAIR,ANDY",2
04:37,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
04:37,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
04:37,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
04:37,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
04:37,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
04:22,"MISS JUMPER by BRITT,WILL",,,,,,,"MISS JUMPER by BRITT,WILL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:19,,,,,"SUB IN by FISCHER,DAVID",,,"SUB IN by FISCHER,DAVID",2
04:19,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
04:19,,,,,"SUB IN by CONROY,DREW",,,"SUB IN by CONROY,DREW",2
04:19,,,,,"SUB IN by EDWARDS,DEREK",,,"SUB IN by EDWARDS,DEREK",2
04:19,,,,,"SUB IN by BAILEY,FRANKLIN",,,"SUB IN by BAILEY,FRANKLIN",2
04:19,,,,,"SUB OUT by GULLEY,TREVOR",,,"SUB OUT by GULLEY,TREVOR",2
04:19,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
04:19,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
04:19,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
04:19,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
04:10,,,,,"FOUL  by CONROY,DREW",,,"FOUL  by CONROY,DREW",2
04:10,"MISS FT by STEELE,CHANDLER",,,,,,,"MISS FT by STEELE,CHANDLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:10,"GOOD FT by STEELE,CHANDLER",49,,70 (+21),,CENTRE 49-70 (-21),,"GOOD FT by STEELE,CHANDLER",2
03:51,,49,,73 (+24),"GOOD 3PTR by FISCHER,DAVID",OGLETHOR 49-73 (-24),,"GOOD 3PTR by FISCHER,DAVID",2
--,,,,,"ASSIST  by EDWARDS,DEREK",,,"ASSIST  by EDWARDS,DEREK",2
03:37,"MISS JUMPER by BLAIR,ANDY",,,,,,,"MISS JUMPER by BLAIR,ANDY",2
--,"REBOUND OFF by STEELE,CHANDLER",,,,,,,"REBOUND OFF by STEELE,CHANDLER",2
03:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:31,"MISS 3PTR by STEWART,BLAKE",,,,,,,"MISS 3PTR by STEWART,BLAKE",2
--,,,,,"REBOUND DEF by FISCHER,DAVID",,,"REBOUND DEF by FISCHER,DAVID",2
03:18,,,,,"MISS 3PTR by FISCHER,DAVID",,,"MISS 3PTR by FISCHER,DAVID",2
--,"REBOUND DEF by STEELE,CHANDLER",,,,,,,"REBOUND DEF by STEELE,CHANDLER",2
03:00,"GOOD JUMPER by STEWART,BLAKE(in the paint)",51,,73 (+22),,CENTRE 51-73 (-22),,"GOOD JUMPER by STEWART,BLAKE(in the paint)",2
02:42,,,,,"TURNOVER  by CONROY,DREW",,,"TURNOVER  by CONROY,DREW",2
02:41,"STEAL  by STEWART,BLAKE",,,,,,,"STEAL  by STEWART,BLAKE",2
02:39,,,,,"FOUL  by MURRAH,JACK",,,"FOUL  by MURRAH,JACK",2
02:39,"MISS FT by STEWART,BLAKE",,,,,,,"MISS FT by STEWART,BLAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:39,"GOOD FT by STEWART,BLAKE",52,,73 (+21),,CENTRE 52-73 (-21),,"GOOD FT by STEWART,BLAKE",2
02:18,,,,,"MISS 3PTR by EDWARDS,DEREK",,,"MISS 3PTR by EDWARDS,DEREK",2
--,"REBOUND DEF by BLAIR,ANDY",,,,,,,"REBOUND DEF by BLAIR,ANDY",2
01:59,"TURNOVER  by BLAIR,ANDY",,,,,,,"TURNOVER  by BLAIR,ANDY",2
01:57,,,,,"STEAL  by EDWARDS,DEREK",,,"STEAL  by EDWARDS,DEREK",2
01:56,,52,,75 (+23),"GOOD LAYUP by EDWARDS,DEREK(fastbreak)(in the paint)",OGLETHOR 52-75 (-23),,"GOOD LAYUP by EDWARDS,DEREK(fastbreak)(in the paint)",2
01:38,"TURNOVER  by STEWART,BLAKE",,,,,,,"TURNOVER  by STEWART,BLAKE",2
01:37,,,,,"STEAL  by EDWARDS,DEREK",,,"STEAL  by EDWARDS,DEREK",2
01:32,,,,,"MISS 3PTR by FISCHER,DAVID",,,"MISS 3PTR by FISCHER,DAVID",2
--,"REBOUND DEF by STEELE,CHANDLER",,,,,,,"REBOUND DEF by STEELE,CHANDLER",2
01:12,"FOUL  by BRITT,WILL",,,,,,,"FOUL  by BRITT,WILL",2
00:55,,52,,78 (+26),"GOOD 3PTR by MURRAH,JACK",OGLETHOR 52-78 (-26),,"GOOD 3PTR by MURRAH,JACK",2
--,,,,,"ASSIST  by EDWARDS,DEREK",,,"ASSIST  by EDWARDS,DEREK",2
00:43,,,,,"FOUL  by CONROY,DREW",,,"FOUL  by CONROY,DREW",2
00:43,"MISS FT by THOMAS,SETH",,,,,,,"MISS FT by THOMAS,SETH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:43,"MISS FT by THOMAS,SETH",,,,,,,"MISS FT by THOMAS,SETH",2
--,,,,,"REBOUND DEF by EDWARDS,DEREK",,,"REBOUND DEF by EDWARDS,DEREK",2
00:36,,52,,81 (+29),"GOOD 3PTR by BAILEY,FRANKLIN",OGLETHOR 52-81 (-29),,"GOOD 3PTR by BAILEY,FRANKLIN",2
--,,,,,"ASSIST  by MURRAH,JACK",,,"ASSIST  by MURRAH,JACK",2
00:31,"TURNOVER  by STEWART,BLAKE",,,,,,,"TURNOVER  by STEWART,BLAKE",2
00:29,,,,,"STEAL  by MURRAH,JACK",,,"STEAL  by MURRAH,JACK",2
00:24,"FOUL  by BRITT,WILL",,,,,,,"FOUL  by BRITT,WILL",2
00:24,,52,,82 (+30),"GOOD FT by EDWARDS,DEREK",OGLETHOR 52-82 (-30),,"GOOD FT by EDWARDS,DEREK",2
00:24,,52,,83 (+31),"GOOD FT by EDWARDS,DEREK",OGLETHOR 52-83 (-31),,"GOOD FT by EDWARDS,DEREK",2
00:14,,,,,"FOUL  by CONROY,DREW",,,"FOUL  by CONROY,DREW",2
00:14,"MISS FT by STEELE,CHANDLER",,,,,,,"MISS FT by STEELE,CHANDLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:14,"GOOD FT by STEELE,CHANDLER",53,,83 (+30),,CENTRE 53-83 (-30),,"GOOD FT by STEELE,CHANDLER",2
