Time Remaining,ACM,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
12:04,,14 (+8),,6,"GOOD FT by PARKER,BRYCE",HENDRIX 14-6 (-8),,"GOOD FT by PARKER,BRYCE",1
11:35,"MISS LAYUP by BAEHL,BRIAN",,,,,,,"MISS LAYUP by BAEHL,BRIAN",1
--,"REBOUND OFF by FREET,AUSTIN",,,,,,,"REBOUND OFF by FREET,AUSTIN",1
11:24,,,,,"FOUL  by PARKER,BRYCE",,,"FOUL  by PARKER,BRYCE",1
11:24,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,1
11:24,"MISS FT by FREET,AUSTIN",,,,,,,"MISS FT by FREET,AUSTIN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
11:24,"GOOD FT by FREET,AUSTIN",15 (+9),,6,,ACM 15-6 (-9),,"GOOD FT by FREET,AUSTIN",1
11:12,"FOUL  by JOHNSON,PATRICK",,,,,,,"FOUL  by JOHNSON,PATRICK",1
11:12,,,,,"MISS FT by CALAMESE,MICHAEL",,,"MISS FT by CALAMESE,MICHAEL",1
--,"REBOUND DEF by IGBINOSA,STEPHEN",,,,,,,"REBOUND DEF by IGBINOSA,STEPHEN",1
11:12,"GOOD 3PTR by BAEHL,BRIAN",18 (+12),,6,,ACM 18-6 (-12),,"GOOD 3PTR by BAEHL,BRIAN",1
--,"ASSIST  by FREET,AUSTIN",,,,,,,"ASSIST  by FREET,AUSTIN",1
11:02,,,,,"MISS JUMPER by NOTLEY,CHANDLER",,,"MISS JUMPER by NOTLEY,CHANDLER",1
--,"REBOUND DEF by FREET,AUSTIN",,,,,,,"REBOUND DEF by FREET,AUSTIN",1
10:43,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",1
10:31,"GOOD FT by JOHNSON,PATRICK",19 (+13),,6,,ACM 19-6 (-13),,"GOOD FT by JOHNSON,PATRICK",1
10:31,"GOOD FT by JOHNSON,PATRICK",20 (+14),,6,,ACM 20-6 (-14),,"GOOD FT by JOHNSON,PATRICK",1
10:31,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",1
--,"REBOUND DEF by FREET,AUSTIN",,,,,,,"REBOUND DEF by FREET,AUSTIN",1
10:31,"GOOD LAYUP by FREET,AUSTIN(in the paint)",22 (+16),,6,,ACM 22-6 (-16),,"GOOD LAYUP by FREET,AUSTIN(in the paint)",1
10:31,"SUB IN by IGBINOSA,STEPHEN",,,,,,,"SUB IN by IGBINOSA,STEPHEN",1
10:31,"SUB IN by SWISHER,JEREMY",,,,,,,"SUB IN by SWISHER,JEREMY",1
10:31,"SUB OUT by WADE,JUSTIN",,,,,,,"SUB OUT by WADE,JUSTIN",1
10:31,"SUB OUT by FEIDER,JP",,,,,,,"SUB OUT by FEIDER,JP",1
10:31,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",1
10:31,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",1
10:31,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",1
10:31,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",1
10:24,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",1
10:22,"MISS FT by FREET,AUSTIN",,,,,,,"MISS FT by FREET,AUSTIN",1
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",1
09:46,,,,,"MISS 3PTR by CRISWELL,SEAN",,,"MISS 3PTR by CRISWELL,SEAN",1
--,"REBOUND DEF by JOHNSON,PATRICK",,,,,,,"REBOUND DEF by JOHNSON,PATRICK",1
09:35,"GOOD LAYUP by IGBINOSA,STEPHEN(in the paint)",24 (+18),,6,,ACM 24-6 (-18),,"GOOD LAYUP by IGBINOSA,STEPHEN(in the paint)",1
--,"ASSIST  by FREET,AUSTIN",,,,,,,"ASSIST  by FREET,AUSTIN",1
09:15,"FOUL  by IGBINOSA,STEPHEN",,,,,,,"FOUL  by IGBINOSA,STEPHEN",1
09:07,,24 (+17),,7,"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 24-7 (-17),,"GOOD FT by LITTLEFIELD,GEAREN",1
09:07,,24 (+16),,8,"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 24-8 (-16),,"GOOD FT by LITTLEFIELD,GEAREN",1
09:07,"MISS JUMPER by SWISHER,JEREMY",,,,,,,"MISS JUMPER by SWISHER,JEREMY",1
--,"REBOUND OFF by JOHNSON,PATRICK",,,,,,,"REBOUND OFF by JOHNSON,PATRICK",1
09:07,"GOOD LAYUP by JOHNSON,PATRICK(in the paint)",26 (+18),,8,,ACM 26-8 (-18),,"GOOD LAYUP by JOHNSON,PATRICK(in the paint)",1
--,"REBOUND OFF by IGBINOSA,STEPHEN",,,,,,,"REBOUND OFF by IGBINOSA,STEPHEN",1
09:07,"MISS LAYUP by SWISHER,JEREMY",,,,,,,"MISS LAYUP by SWISHER,JEREMY",1
--,"REBOUND OFF by WADE,JUSTIN",,,,,,,"REBOUND OFF by WADE,JUSTIN",1
09:07,"GOOD LAYUP by WADE,JUSTIN(in the paint)",28 (+20),,8,,ACM 28-8 (-20),,"GOOD LAYUP by WADE,JUSTIN(in the paint)",1
09:07,"SUB IN by WADE,JUSTIN",,,,,,,"SUB IN by WADE,JUSTIN",1
09:07,"SUB IN by MCCLURE,LOGAN",,,,,,,"SUB IN by MCCLURE,LOGAN",1
09:07,"SUB OUT by IGBINOSA,STEPHEN",,,,,,,"SUB OUT by IGBINOSA,STEPHEN",1
09:02,,28 (+18),,10,"GOOD JUMPER by LITTLEFIELD,GEAREN",HENDRIX 28-10 (-18),,"GOOD JUMPER by LITTLEFIELD,GEAREN",1
08:52,"GOOD LAYUP by FREET,AUSTIN(in the paint)",30 (+20),,10,,ACM 30-10 (-20),,"GOOD LAYUP by FREET,AUSTIN(in the paint)",1
08:18,"FOUL  by WADE,JUSTIN",,,,,,,"FOUL  by WADE,JUSTIN",1
08:18,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
08:10,,30 (+19),,11,"GOOD FT by SMITH,PRESTON",HENDRIX 30-11 (-19),,"GOOD FT by SMITH,PRESTON",1
07:45,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",1
07:21,"GOOD FT by WADE,JUSTIN",31 (+20),,11,,ACM 31-11 (-20),,"GOOD FT by WADE,JUSTIN",1
07:21,"GOOD FT by WADE,JUSTIN",32 (+21),,11,,ACM 32-11 (-21),,"GOOD FT by WADE,JUSTIN",1
07:05,,,,,"MISS JUMPER by SMITH,PRESTON",,,"MISS JUMPER by SMITH,PRESTON",1
--,"REBOUND DEF by SWISHER,JEREMY",,,,,,,"REBOUND DEF by SWISHER,JEREMY",1
06:44,"MISS LAYUP by BAEHL,BRIAN",,,,,,,"MISS LAYUP by BAEHL,BRIAN",1
--,"REBOUND OFF by WADE,JUSTIN",,,,,,,"REBOUND OFF by WADE,JUSTIN",1
06:37,"GOOD LAYUP by WADE,JUSTIN(in the paint)",34 (+23),,11,,ACM 34-11 (-23),,"GOOD LAYUP by WADE,JUSTIN(in the paint)",1
06:33,,,,,"MISS LAYUP by CALAMESE,MICHAEL",,,"MISS LAYUP by CALAMESE,MICHAEL",1
--,"REBOUND DEF by FREET,AUSTIN",,,,,,,"REBOUND DEF by FREET,AUSTIN",1
06:13,"MISS 3PTR by SWISHER,JEREMY",,,,,,,"MISS 3PTR by SWISHER,JEREMY",1
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
06:06,"FOUL  by WADE,JUSTIN",,,,,,,"FOUL  by WADE,JUSTIN",1
06:06,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
06:06,,34 (+22),,12,"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 34-12 (-22),,"GOOD FT by LITTLEFIELD,GEAREN",1
05:47,"TURNOVER  by SWISHER,JEREMY",,,,,,,"TURNOVER  by SWISHER,JEREMY",1
05:22,,,,,"MISS JUMPER by GARRETT,TRAVIS",,,"MISS JUMPER by GARRETT,TRAVIS",1
--,"REBOUND DEF by JOHNSON,PATRICK",,,,,,,"REBOUND DEF by JOHNSON,PATRICK",1
04:55,"MISS JUMPER by SWISHER,JEREMY",,,,,,,"MISS JUMPER by SWISHER,JEREMY",1
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",1
04:38,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",,,"MISS JUMPER by LITTLEFIELD,GEAREN",1
--,"REBOUND DEF by BAEHL,BRIAN",,,,,,,"REBOUND DEF by BAEHL,BRIAN",1
04:18,"GOOD JUMPER by SWISHER,JEREMY",36 (+24),,12,,ACM 36-12 (-24),,"GOOD JUMPER by SWISHER,JEREMY",1
--,"ASSIST  by BAEHL,BRIAN",,,,,,,"ASSIST  by BAEHL,BRIAN",1
04:04,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",,,"TURNOVER  by LITTLEFIELD,GEAREN",1
04:04,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",1
04:04,"SUB IN by DICKERMAN,JOSH",,,,,,,"SUB IN by DICKERMAN,JOSH",1
04:04,"SUB OUT by SWISHER,JEREMY",,,,,,,"SUB OUT by SWISHER,JEREMY",1
04:04,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",1
04:04,,,,,"SUB OUT by CRISWELL,SEAN",,,"SUB OUT by CRISWELL,SEAN",1
03:32,"MISS LAYUP by WADE,JUSTIN",,,,,,,"MISS LAYUP by WADE,JUSTIN",1
--,,,,,"REBOUND DEF by NOTLEY,CHANDLER",,,"REBOUND DEF by NOTLEY,CHANDLER",1
03:30,,,,,"MISS LAYUP by NOTLEY,CHANDLER",,,"MISS LAYUP by NOTLEY,CHANDLER",1
03:30,"BLOCK  by FREET,AUSTIN",,,,,,,"BLOCK  by FREET,AUSTIN",1
--,,,,,"REBOUND OFF by GARRETT,TRAVIS",,,"REBOUND OFF by GARRETT,TRAVIS",1
03:24,"GOOD LAYUP by WADE,JUSTIN(in the paint)",38 (+26),,12,,ACM 38-12 (-26),,"GOOD LAYUP by WADE,JUSTIN(in the paint)",1
03:09,"MISS JUMPER by WELLS,AUSTIN",,,,,,,"MISS JUMPER by WELLS,AUSTIN",1
02:48,"MISS 3PTR by FREET,AUSTIN",,,,,,,"MISS 3PTR by FREET,AUSTIN",1
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",1
02:43,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",1
02:43,"GOOD FT by JOHNSON,PATRICK",39 (+27),,12,,ACM 39-12 (-27),,"GOOD FT by JOHNSON,PATRICK",1
02:43,"GOOD FT by JOHNSON,PATRICK",40 (+28),,12,,ACM 40-12 (-28),,"GOOD FT by JOHNSON,PATRICK",1
02:20,,40 (+26),,14,"GOOD JUMPER by NOTLEY,CHANDLER",HENDRIX 40-14 (-26),,"GOOD JUMPER by NOTLEY,CHANDLER",1
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",1
01:52,"GOOD JUMPER by BAEHL,BRIAN",42 (+28),,14,,ACM 42-14 (-28),,"GOOD JUMPER by BAEHL,BRIAN",1
01:29,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",1
01:09,"TURNOVER  by WADE,JUSTIN",,,,,,,"TURNOVER  by WADE,JUSTIN",1
01:02,"SUB IN by FEIDER,JP",,,,,,,"SUB IN by FEIDER,JP",1
01:02,"SUB OUT by WADE,JUSTIN",,,,,,,"SUB OUT by WADE,JUSTIN",1
00:40,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",1
00:39,"STEAL  by JOHNSON,PATRICK",,,,,,,"STEAL  by JOHNSON,PATRICK",1
00:27,"MISS JUMPER by BAEHL,BRIAN",,,,,,,"MISS JUMPER by BAEHL,BRIAN",1
--,"REBOUND OFF by FEIDER,JP",,,,,,,"REBOUND OFF by FEIDER,JP",1
00:24,"GOOD LAYUP by FEIDER,JP(in the paint)",44 (+30),,14,,ACM 44-14 (-30),,"GOOD LAYUP by FEIDER,JP(in the paint)",1
00:17,"FOUL  by DICKERMAN,JOSH",,,,,,,"FOUL  by DICKERMAN,JOSH",1
00:17,,44 (+29),,15,"GOOD FT by LINK,JACOB",HENDRIX 44-15 (-29),,"GOOD FT by LINK,JACOB",1
00:17,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",1
--,"REBOUND DEF by FEIDER,JP",,,,,,,"REBOUND DEF by FEIDER,JP",1
19:53,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
19:32,"MISS 3PTR by BAEHL,BRIAN",,,,,,,"MISS 3PTR by BAEHL,BRIAN",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
19:25,,,,,"MISS JUMPER by GARRETT,TRAVIS",,,"MISS JUMPER by GARRETT,TRAVIS",2
--,,,,,"REBOUND OFF by GARRETT,TRAVIS",,,"REBOUND OFF by GARRETT,TRAVIS",2
19:18,,44 (+27),,17,"GOOD LAYUP by STEELE,AARON(in the paint)",HENDRIX 44-17 (-27),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
18:51,"MISS JUMPER by BAEHL,BRIAN",,,,,,,"MISS JUMPER by BAEHL,BRIAN",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
18:31,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",,,"TURNOVER  by LITTLEFIELD,GEAREN",2
18:26,"STEAL  by BAEHL,BRIAN",,,,,,,"STEAL  by BAEHL,BRIAN",2
18:25,"MISS 3PTR by WELLS,AUSTIN",,,,,,,"MISS 3PTR by WELLS,AUSTIN",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
18:14,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
18:11,,44 (+25),,19,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 44-19 (-25),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
18:07,"FOUL  by IGBINOSA,STEPHEN",,,,,,,"FOUL  by IGBINOSA,STEPHEN",2
18:07,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by IGBINOSA,STEPHEN",,,,,,,"REBOUND DEF by IGBINOSA,STEPHEN",2
18:07,"GOOD JUMPER by SWISHER,JEREMY",46 (+27),,19,,ACM 46-19 (-27),,"GOOD JUMPER by SWISHER,JEREMY",2
17:54,"GOOD JUMPER by BAEHL,BRIAN",48 (+29),,19,,ACM 48-19 (-29),,"GOOD JUMPER by BAEHL,BRIAN",2
17:32,"MISS 3PTR by WELLS,AUSTIN",,,,,,,"MISS 3PTR by WELLS,AUSTIN",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
17:20,,48 (+27),,21,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 48-21 (-27),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
17:04,"MISS JUMPER by WELLS,AUSTIN",,,,,,,"MISS JUMPER by WELLS,AUSTIN",2
--,"REBOUND OFF by BAEHL,BRIAN",,,,,,,"REBOUND OFF by BAEHL,BRIAN",2
16:45,"TURNOVER  by FREET,AUSTIN",,,,,,,"TURNOVER  by FREET,AUSTIN",2
16:44,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",2
16:42,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,"REBOUND DEF by FREET,AUSTIN",,,,,,,"REBOUND DEF by FREET,AUSTIN",2
16:35,"MISS LAYUP by FREET,AUSTIN",,,,,,,"MISS LAYUP by FREET,AUSTIN",2
--,"REBOUND OFF by BAEHL,BRIAN",,,,,,,"REBOUND OFF by BAEHL,BRIAN",2
16:17,"GOOD LAYUP by SWISHER,JEREMY(in the paint)",50 (+29),,21,,ACM 50-21 (-29),,"GOOD LAYUP by SWISHER,JEREMY(in the paint)",2
16:04,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by IGBINOSA,STEPHEN",,,,,,,"REBOUND DEF by IGBINOSA,STEPHEN",2
15:42,"MISS 3PTR by SWISHER,JEREMY",,,,,,,"MISS 3PTR by SWISHER,JEREMY",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
