Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,SEW,Game Score,Team Indicator,Play,Period
10:36,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",38,,56 (+18),,HENDRIX 38-56 (-18),,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",2
10:36,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
10:36,"MISS FT by GARRETT,TRAVIS",,,,,,,"MISS FT by GARRETT,TRAVIS",2
--,"REBOUND OFF by STEELE,AARON",,,,,,,"REBOUND OFF by STEELE,AARON",2
10:11,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
09:43,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by THOMAS,ADRIAN",,,"REBOUND OFF by THOMAS,ADRIAN",2
09:41,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
09:41,,38,,57 (+19),"GOOD FT by THOMAS,ADRIAN",SEW 38-57 (-19),,"GOOD FT by THOMAS,ADRIAN",2
09:41,,38,,58 (+20),"GOOD FT by THOMAS,ADRIAN",SEW 38-58 (-20),,"GOOD FT by THOMAS,ADRIAN",2
09:22,"MISS JUMPER by GARRETT,TRAVIS",,,,,,,"MISS JUMPER by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by LEE,MATTHEW",,,"REBOUND DEF by LEE,MATTHEW",2
09:20,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
09:20,,38,,59 (+21),"GOOD FT by LEE,MATTHEW",SEW 38-59 (-21),,"GOOD FT by LEE,MATTHEW",2
09:20,,38,,60 (+22),"GOOD FT by LEE,MATTHEW",SEW 38-60 (-22),,"GOOD FT by LEE,MATTHEW",2
09:20,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
09:20,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
08:58,"GOOD LAYUP by ALDOUS,HANK(in the paint)",40,,60 (+20),,HENDRIX 40-60 (-20),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
08:57,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:57,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
08:57,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
08:36,,40,,62 (+22),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEW 40-62 (-22),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
08:20,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
08:04,,,,,"MISS LAYUP by BORN,CLAY",,,"MISS LAYUP by BORN,CLAY",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
08:02,,40,,64 (+24),"GOOD LAYUP by STONE,BRODY(in the paint)",SEW 40-64 (-24),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
07:48,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
07:25,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
07:11,"GOOD LAYUP by STEELE,AARON(in the paint)",42,,64 (+22),,HENDRIX 42-64 (-22),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
06:33,,42,,67 (+25),"GOOD 3PTR by THOMAS,ADRIAN",SEW 42-67 (-25),,"GOOD 3PTR by THOMAS,ADRIAN",2
--,,,,,"ASSIST  by WILLIAMS,JORDEN",,,"ASSIST  by WILLIAMS,JORDEN",2
06:21,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
06:21,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
06:21,"GOOD FT by ALDOUS,HANK",43,,67 (+24),,HENDRIX 43-67 (-24),,"GOOD FT by ALDOUS,HANK",2
06:21,"GOOD FT by ALDOUS,HANK",44,,67 (+23),,HENDRIX 44-67 (-23),,"GOOD FT by ALDOUS,HANK",2
06:21,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
06:21,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
06:21,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
06:19,"FOUL  by CRISWELL,SEAN",,,,,,,"FOUL  by CRISWELL,SEAN",2
06:19,,44,,68 (+24),"GOOD FT by CALDWELL,CAM",SEW 44-68 (-24),,"GOOD FT by CALDWELL,CAM",2
06:19,,44,,69 (+25),"GOOD FT by CALDWELL,CAM",SEW 44-69 (-25),,"GOOD FT by CALDWELL,CAM",2
05:55,,,,,"FOUL  by LEE,MATTHEW",,,"FOUL  by LEE,MATTHEW",2
05:55,"GOOD FT by PARKER,BRYCE",45,,69 (+24),,HENDRIX 45-69 (-24),,"GOOD FT by PARKER,BRYCE",2
05:55,"GOOD FT by PARKER,BRYCE",46,,69 (+23),,HENDRIX 46-69 (-23),,"GOOD FT by PARKER,BRYCE",2
05:55,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
05:55,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
05:51,,46,,71 (+25),"GOOD LAYUP by CRUMLY,JONNY(fastbreak)(in the paint)",SEW 46-71 (-25),,"GOOD LAYUP by CRUMLY,JONNY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
05:51,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
05:51,,46,,72 (+26),"GOOD FT by CRUMLY,JONNY",SEW 46-72 (-26),,"GOOD FT by CRUMLY,JONNY",2
05:32,"MISS LAYUP by CALAMESE,MICHAEL",,,,,,,"MISS LAYUP by CALAMESE,MICHAEL",2
05:32,,,,,"BLOCK  by BUESCHER,HUNTER",,,"BLOCK  by BUESCHER,HUNTER",2
--,"REBOUND OFF by PARKER,BRYCE",,,,,,,"REBOUND OFF by PARKER,BRYCE",2
05:28,,,,,"FOUL  by LEE,MATTHEW",,,"FOUL  by LEE,MATTHEW",2
05:28,"GOOD FT by CALAMESE,MICHAEL",47,,72 (+25),,HENDRIX 47-72 (-25),,"GOOD FT by CALAMESE,MICHAEL",2
05:28,"GOOD FT by CALAMESE,MICHAEL",48,,72 (+24),,HENDRIX 48-72 (-24),,"GOOD FT by CALAMESE,MICHAEL",2
05:27,,,,,"TURNOVER  by SPENCER,JC",,,"TURNOVER  by SPENCER,JC",2
05:25,"STEAL  by GARRETT,TRAVIS",,,,,,,"STEAL  by GARRETT,TRAVIS",2
05:22,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by CRUMLY,JONNY",,,"REBOUND DEF by CRUMLY,JONNY",2
05:04,,,,,"MISS LAYUP by LEE,MATTHEW",,,"MISS LAYUP by LEE,MATTHEW",2
05:04,"BLOCK  by LITTLEFIELD,GEAREN",,,,,,,"BLOCK  by LITTLEFIELD,GEAREN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:55,,,,,"MISS JUMPER by BUESCHER,HUNTER",,,"MISS JUMPER by BUESCHER,HUNTER",2
--,,,,,"REBOUND OFF by SPENCER,JC",,,"REBOUND OFF by SPENCER,JC",2
04:39,,48,,75 (+27),"GOOD 3PTR by BUESCHER,HUNTER",SEW 48-75 (-27),,"GOOD 3PTR by BUESCHER,HUNTER",2
--,,,,,"ASSIST  by SPENCER,JC",,,"ASSIST  by SPENCER,JC",2
04:19,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
04:19,"GOOD FT by GARRETT,TRAVIS",49,,75 (+26),,HENDRIX 49-75 (-26),,"GOOD FT by GARRETT,TRAVIS",2
04:19,"GOOD FT by GARRETT,TRAVIS",50,,75 (+25),,HENDRIX 50-75 (-25),,"GOOD FT by GARRETT,TRAVIS",2
04:19,,,,,"SUB IN by JOHNSON,DAVID",,,"SUB IN by JOHNSON,DAVID",2
04:19,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
04:15,,50,,77 (+27),"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",SEW 50-77 (-27),,"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by LEE,MATTHEW",,,"ASSIST  by LEE,MATTHEW",2
04:06,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
04:06,"GOOD FT by ALDOUS,HANK",51,,77 (+26),,HENDRIX 51-77 (-26),,"GOOD FT by ALDOUS,HANK",2
04:06,"MISS FT by ALDOUS,HANK",,,,,,,"MISS FT by ALDOUS,HANK",2
--,"REBOUND OFF by STEELE,AARON",,,,,,,"REBOUND OFF by STEELE,AARON",2
03:59,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
03:49,,51,,79 (+28),"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",SEW 51-79 (-28),,"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",2
03:34,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",2
03:34,,,,,"BLOCK  by LEE,MATTHEW",,,"BLOCK  by LEE,MATTHEW",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
03:29,,51,,81 (+30),"GOOD LAYUP by JOHNSON,DAVID(fastbreak)(in the paint)",SEW 51-81 (-30),,"GOOD LAYUP by JOHNSON,DAVID(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
03:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:20,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:20,,,,,"SUB IN by HOWELL,TAYLOR",,,"SUB IN by HOWELL,TAYLOR",2
03:20,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
03:11,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",53,,81 (+28),,HENDRIX 53-81 (-28),,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",2
02:54,,53,,84 (+31),"GOOD 3PTR by CRUMLY,JONNY",SEW 53-84 (-31),,"GOOD 3PTR by CRUMLY,JONNY",2
--,,,,,"ASSIST  by HOWELL,TAYLOR",,,"ASSIST  by HOWELL,TAYLOR",2
02:42,"GOOD 3PTR by ALDOUS,HANK",56,,84 (+28),,HENDRIX 56-84 (-28),,"GOOD 3PTR by ALDOUS,HANK",2
--,"ASSIST  by STEELE,AARON",,,,,,,"ASSIST  by STEELE,AARON",2
02:12,,56,,86 (+30),"GOOD JUMPER by LEE,MATTHEW",SEW 56-86 (-30),,"GOOD JUMPER by LEE,MATTHEW",2
01:57,"MISS LAYUP by STEELE,AARON",,,,,,,"MISS LAYUP by STEELE,AARON",2
--,,,,,"REBOUND DEF by CRUMLY,JONNY",,,"REBOUND DEF by CRUMLY,JONNY",2
01:45,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
01:45,,,,,"MISS FT by LEE,MATTHEW",,,"MISS FT by LEE,MATTHEW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:45,,56,,87 (+31),"GOOD FT by LEE,MATTHEW",SEW 56-87 (-31),,"GOOD FT by LEE,MATTHEW",2
01:45,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
01:45,"SUB IN by MOORE,AUSTIN",,,,,,,"SUB IN by MOORE,AUSTIN",2
01:45,"SUB IN by SHEPPARD,MARK",,,,,,,"SUB IN by SHEPPARD,MARK",2
01:45,"SUB IN by BOSSETTA,PATRICK",,,,,,,"SUB IN by BOSSETTA,PATRICK",2
01:45,"SUB IN by FISHER,ELI",,,,,,,"SUB IN by FISHER,ELI",2
01:45,,,,,"SUB IN by HEITZENRATER,ANDREW",,,"SUB IN by HEITZENRATER,ANDREW",2
01:45,,,,,"SUB IN by BROWN,BANKS",,,"SUB IN by BROWN,BANKS",2
01:45,,,,,"SUB IN by BRADEN,WILL",,,"SUB IN by BRADEN,WILL",2
01:45,,,,,"SUB IN by GARFINKEL,BLAKE",,,"SUB IN by GARFINKEL,BLAKE",2
01:30,"MISS JUMPER by SHEPPARD,MARK",,,,,,,"MISS JUMPER by SHEPPARD,MARK",2
--,,,,,"REBOUND DEF by BRADEN,WILL",,,"REBOUND DEF by BRADEN,WILL",2
01:08,,,,,"MISS LAYUP by BROWN,BANKS",,,"MISS LAYUP by BROWN,BANKS",2
--,,,,,"REBOUND OFF by BRADEN,WILL",,,"REBOUND OFF by BRADEN,WILL",2
01:05,,,,,"MISS LAYUP by BRADEN,WILL",,,"MISS LAYUP by BRADEN,WILL",2
--,"REBOUND DEF by BOSSETTA,PATRICK",,,,,,,"REBOUND DEF by BOSSETTA,PATRICK",2
00:58,"GOOD 3PTR by FISHER,ELI",59,,87 (+28),,HENDRIX 59-87 (-28),,"GOOD 3PTR by FISHER,ELI",2
--,"ASSIST  by BOSSETTA,PATRICK",,,,,,,"ASSIST  by BOSSETTA,PATRICK",2
00:42,,,,,"TURNOVER  by BRADEN,WILL",,,"TURNOVER  by BRADEN,WILL",2
00:23,"GOOD LAYUP by MOORE,AUSTIN(in the paint)",61,,87 (+26),,HENDRIX 61-87 (-26),,"GOOD LAYUP by MOORE,AUSTIN(in the paint)",2
