Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,UTD,Game Score,Team Indicator,Play,Period
16:10,,,,,"SUB IN by ALLEN,CURTIS",,,"SUB IN by ALLEN,CURTIS",2
16:10,,,,,"SUB IN by BRAWNER,CLAY",,,"SUB IN by BRAWNER,CLAY",2
16:10,,,,,"SUB IN by JOHNSON,BRODERICK",,,"SUB IN by JOHNSON,BRODERICK",2
16:10,,,,,"SUB OUT by HATCHER,JON",,,"SUB OUT by HATCHER,JON",2
16:10,,,,,"SUB OUT by BANKS,CALEB",,,"SUB OUT by BANKS,CALEB",2
16:10,,,,,"SUB OUT by SMITH,BEN",,,"SUB OUT by SMITH,BEN",2
16:10,,,,,"SUB OUT by KEOGH,REAGAN",,,"SUB OUT by KEOGH,REAGAN",2
16:10,,,,,"SUB OUT by UNDERWOOD,DIMITRIUS",,,"SUB OUT by UNDERWOOD,DIMITRIUS",2
15:57,,,,,"TURNOVER  by FERRELL,XAVIER",,,"TURNOVER  by FERRELL,XAVIER",2
15:56,"STEAL  by STEELE,AARON",,,,,,,"STEAL  by STEELE,AARON",2
15:31,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,"REBOUND OFF by BATCHELOR,BRYCE",,,,,,,"REBOUND OFF by BATCHELOR,BRYCE",2
15:26,"MISS JUMPER by STEELE,AARON",,,,,,,"MISS JUMPER by STEELE,AARON",2
--,,,,,"REBOUND DEF by RIEMENSCHNEIDER,MAX",,,"REBOUND DEF by RIEMENSCHNEIDER,MAX",2
15:18,,48 (+14),,34,"GOOD 3PTR by ALLEN,CURTIS",UTD 48-34 (+14),,"GOOD 3PTR by ALLEN,CURTIS",2
14:44,"GOOD LAYUP by LINK,JACOB(in the paint)",50 (+16),,34,,HENDRIX 50-34 (+16),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
14:28,,,,,"MISS JUMPER by BRAWNER,CLAY",,,"MISS JUMPER by BRAWNER,CLAY",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
14:11,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",52 (+18),,34,,HENDRIX 52-34 (+18),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",2
13:55,,,,,"MISS 3PTR by ALLEN,CURTIS",,,"MISS 3PTR by ALLEN,CURTIS",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
13:40,"TURNOVER  by BATCHELOR,BRYCE",,,,,,,"TURNOVER  by BATCHELOR,BRYCE",2
13:38,,,,,"STEAL  by ALLEN,CURTIS",,,"STEAL  by ALLEN,CURTIS",2
13:35,,,,,"TURNOVER  by FERRELL,XAVIER",,,"TURNOVER  by FERRELL,XAVIER",2
13:33,"STEAL  by SMITH,PRESTON",,,,,,,"STEAL  by SMITH,PRESTON",2
13:23,"MISS JUMPER by LINK,JACOB",,,,,,,"MISS JUMPER by LINK,JACOB",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
13:17,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:17,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
13:17,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",2
13:17,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
13:17,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
13:17,,,,,"SUB IN by OGUNFEITIMI,DAPO",,,"SUB IN by OGUNFEITIMI,DAPO",2
13:17,,,,,"SUB OUT by ALLEN,CURTIS",,,"SUB OUT by ALLEN,CURTIS",2
13:02,,,,,"FOUL  by RIEMENSCHNEIDER,MAX",,,"FOUL  by RIEMENSCHNEIDER,MAX",2
13:02,"GOOD FT by BATCHELOR,BRYCE",53 (+19),,34,,HENDRIX 53-34 (+19),,"GOOD FT by BATCHELOR,BRYCE",2
13:02,"MISS FT by BATCHELOR,BRYCE",,,,,,,"MISS FT by BATCHELOR,BRYCE",2
--,,,,,"REBOUND DEF by JOHNSON,BRODERICK",,,"REBOUND DEF by JOHNSON,BRODERICK",2
12:47,"FOUL  by NOTLEY,CHANDLER",,,,,,,"FOUL  by NOTLEY,CHANDLER",2
12:43,,,,,"TURNOVER  by OGUNFEITIMI,DAPO",,,"TURNOVER  by OGUNFEITIMI,DAPO",2
12:42,"STEAL  by NOTLEY,CHANDLER",,,,,,,"STEAL  by NOTLEY,CHANDLER",2
12:20,"MISS JUMPER by BATCHELOR,BRYCE",,,,,,,"MISS JUMPER by BATCHELOR,BRYCE",2
--,,,,,"REBOUND DEF by FERRELL,XAVIER",,,"REBOUND DEF by FERRELL,XAVIER",2
12:11,,53 (+16),,37,"GOOD 3PTR by OGUNFEITIMI,DAPO",UTD 53-37 (+16),,"GOOD 3PTR by OGUNFEITIMI,DAPO",2
--,,,,,"ASSIST  by FERRELL,XAVIER",,,"ASSIST  by FERRELL,XAVIER",2
11:44,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
11:44,"TURNOVER  by BATCHELOR,BRYCE",,,,,,,"TURNOVER  by BATCHELOR,BRYCE",2
11:44,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
11:44,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
11:44,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",2
11:44,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
11:44,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
11:44,,,,,"SUB IN by UNDERWOOD,DIMITRIUS",,,"SUB IN by UNDERWOOD,DIMITRIUS",2
11:44,,,,,"SUB OUT by RIEMENSCHNEIDER,MAX",,,"SUB OUT by RIEMENSCHNEIDER,MAX",2
11:37,"FOUL  by NOTLEY,CHANDLER",,,,,,,"FOUL  by NOTLEY,CHANDLER",2
11:37,,53 (+15),,38,"GOOD FT by OGUNFEITIMI,DAPO",UTD 53-38 (+15),,"GOOD FT by OGUNFEITIMI,DAPO",2
11:37,,53 (+14),,39,"GOOD FT by OGUNFEITIMI,DAPO",UTD 53-39 (+14),,"GOOD FT by OGUNFEITIMI,DAPO",2
11:09,"MISS LAYUP by CALAMESE,MICHAEL",,,,,,,"MISS LAYUP by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by UNDERWOOD,DIMITRIUS",,,"REBOUND DEF by UNDERWOOD,DIMITRIUS",2
11:01,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
11:01,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
11:01,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",2
10:53,,53 (+12),,41,"GOOD JUMPER by JOHNSON,BRODERICK(in the paint)",UTD 53-41 (+12),,"GOOD JUMPER by JOHNSON,BRODERICK(in the paint)",2
10:40,"GOOD 3PTR by STEELE,AARON",56 (+15),,41,,HENDRIX 56-41 (+15),,"GOOD 3PTR by STEELE,AARON",2
--,"ASSIST  by PARKER,BRYCE",,,,,,,"ASSIST  by PARKER,BRYCE",2
10:23,,,,,"MISS 3PTR by FERRELL,XAVIER",,,"MISS 3PTR by FERRELL,XAVIER",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
10:11,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",2
10:10,,,,,"STEAL  by BRAWNER,CLAY",,,"STEAL  by BRAWNER,CLAY",2
10:06,,56 (+13),,43,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",UTD 56-43 (+13),,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",2
--,,,,,"ASSIST  by BRAWNER,CLAY",,,"ASSIST  by BRAWNER,CLAY",2
09:48,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by JOHNSON,BRODERICK",,,"REBOUND DEF by JOHNSON,BRODERICK",2
09:39,,56 (+10),,46,"GOOD 3PTR by FERRELL,XAVIER",UTD 56-46 (+10),,"GOOD 3PTR by FERRELL,XAVIER",2
09:12,"MISS LAYUP by CALAMESE,MICHAEL",,,,,,,"MISS LAYUP by CALAMESE,MICHAEL",2
09:12,,,,,"BLOCK  by JOHNSON,BRODERICK",,,"BLOCK  by JOHNSON,BRODERICK",2
--,,,,,"REBOUND DEF by JOHNSON,BRODERICK",,,"REBOUND DEF by JOHNSON,BRODERICK",2
09:05,,,,,"MISS LAYUP by OGUNFEITIMI,DAPO",,,"MISS LAYUP by OGUNFEITIMI,DAPO",2
09:05,"BLOCK  by LITTLEFIELD,GEAREN",,,,,,,"BLOCK  by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",2
08:47,"GOOD LAYUP by STEELE,AARON(in the paint)",58 (+12),,46,,HENDRIX 58-46 (+12),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
08:30,,58 (+10),,48,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",UTD 58-48 (+10),,"GOOD LAYUP by UNDERWOOD,DIMITRIUS(in the paint)",2
--,,,,,"ASSIST  by JOHNSON,BRODERICK",,,"ASSIST  by JOHNSON,BRODERICK",2
08:13,"FOUL  by ALDOUS,HANK",,,,,,,"FOUL  by ALDOUS,HANK",2
08:13,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
08:13,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
08:13,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
08:13,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",2
08:13,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
08:13,,,,,"SUB IN by ALLEN,CURTIS",,,"SUB IN by ALLEN,CURTIS",2
08:13,,,,,"SUB OUT by FERRELL,XAVIER",,,"SUB OUT by FERRELL,XAVIER",2
07:55,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
07:55,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
07:55,,,,,"MISS FT by JOHNSON,BRODERICK",,,"MISS FT by JOHNSON,BRODERICK",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
07:34,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",2
07:32,,,,,"STEAL  by OGUNFEITIMI,DAPO",,,"STEAL  by OGUNFEITIMI,DAPO",2
07:30,,,,,"MISS LAYUP by UNDERWOOD,DIMITRIUS",,,"MISS LAYUP by UNDERWOOD,DIMITRIUS",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
07:14,"GOOD LAYUP by STEELE,AARON(in the paint)",60 (+12),,48,,HENDRIX 60-48 (+12),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
--,"ASSIST  by ALDOUS,HANK",,,,,,,"ASSIST  by ALDOUS,HANK",2
06:57,,,,,"MISS JUMPER by UNDERWOOD,DIMITRIUS",,,"MISS JUMPER by UNDERWOOD,DIMITRIUS",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
06:30,,,,,"FOUL  by ALLEN,CURTIS",,,"FOUL  by ALLEN,CURTIS",2
06:30,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:30,"GOOD FT by LITTLEFIELD,GEAREN",61 (+13),,48,,HENDRIX 61-48 (+13),,"GOOD FT by LITTLEFIELD,GEAREN",2
06:30,,,,,"SUB IN by KEOGH,REAGAN",,,"SUB IN by KEOGH,REAGAN",2
06:30,,,,,"SUB OUT by JOHNSON,BRODERICK",,,"SUB OUT by JOHNSON,BRODERICK",2
06:11,,61 (+10),,51,"GOOD 3PTR by BRAWNER,CLAY",UTD 61-51 (+10),,"GOOD 3PTR by BRAWNER,CLAY",2
--,,,,,"ASSIST  by KEOGH,REAGAN",,,"ASSIST  by KEOGH,REAGAN",2
05:54,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:51,,,,,"SUB IN by BANKS,CALEB",,,"SUB IN by BANKS,CALEB",2
05:51,,,,,"SUB OUT by BRAWNER,CLAY",,,"SUB OUT by BRAWNER,CLAY",2
05:36,,,,,"MISS 3PTR by OGUNFEITIMI,DAPO",,,"MISS 3PTR by OGUNFEITIMI,DAPO",2
--,,,,,"REBOUND OFF by ALLEN,CURTIS",,,"REBOUND OFF by ALLEN,CURTIS",2
05:33,,61 (+8),,53,"GOOD JUMPER by ALLEN,CURTIS",UTD 61-53 (+8),,"GOOD JUMPER by ALLEN,CURTIS",2
05:12,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",63 (+10),,53,,HENDRIX 63-53 (+10),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by ALDOUS,HANK",,,,,,,"ASSIST  by ALDOUS,HANK",2
04:53,,,,,"MISS 3PTR by OGUNFEITIMI,DAPO",,,"MISS 3PTR by OGUNFEITIMI,DAPO",2
--,,,,,"REBOUND OFF by ALLEN,CURTIS",,,"REBOUND OFF by ALLEN,CURTIS",2
04:50,,63 (+8),,55,"GOOD JUMPER by ALLEN,CURTIS",UTD 63-55 (+8),,"GOOD JUMPER by ALLEN,CURTIS",2
04:26,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",65 (+10),,55,,HENDRIX 65-55 (+10),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
04:10,,,,,"MISS 3PTR by ALLEN,CURTIS",,,"MISS 3PTR by ALLEN,CURTIS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:07,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
04:07,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
04:07,,,,,"SUB IN by SMITH,BEN",,,"SUB IN by SMITH,BEN",2
04:07,,,,,"SUB IN by HATCHER,JON",,,"SUB IN by HATCHER,JON",2
04:07,,,,,"SUB OUT by ALLEN,CURTIS",,,"SUB OUT by ALLEN,CURTIS",2
04:07,,,,,"SUB OUT by OGUNFEITIMI,DAPO",,,"SUB OUT by OGUNFEITIMI,DAPO",2
03:57,,65 (+7),,58,"GOOD 3PTR by BANKS,CALEB",UTD 65-58 (+7),,"GOOD 3PTR by BANKS,CALEB",2
--,,,,,"ASSIST  by HATCHER,JON",,,"ASSIST  by HATCHER,JON",2
03:55,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
03:55,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:55,,,,,"MISS FT by BANKS,CALEB",,,"MISS FT by BANKS,CALEB",2
--,,,,,"REBOUND OFF by UNDERWOOD,DIMITRIUS",,,"REBOUND OFF by UNDERWOOD,DIMITRIUS",2
03:35,,,,,"MISS 3PTR by UNDERWOOD,DIMITRIUS",,,"MISS 3PTR by UNDERWOOD,DIMITRIUS",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
03:28,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
03:28,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",2
03:23,,,,,"MISS LAYUP by BANKS,CALEB",,,"MISS LAYUP by BANKS,CALEB",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
03:05,"GOOD LAYUP by SMITH,PRESTON(in the paint)",67 (+9),,58,,HENDRIX 67-58 (+9),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",2
02:49,,,,,"MISS LAYUP by HATCHER,JON",,,"MISS LAYUP by HATCHER,JON",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
02:25,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",69 (+11),,58,,HENDRIX 69-58 (+11),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
02:10,,,,,"MISS 3PTR by BANKS,CALEB",,,"MISS 3PTR by BANKS,CALEB",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
01:49,"FOUL  by LINK,JACOB",,,,,,,"FOUL  by LINK,JACOB",2
01:49,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
01:49,,,,,"SUB IN by COULTER,KYLE",,,"SUB IN by COULTER,KYLE",2
01:49,,,,,"SUB OUT by UNDERWOOD,DIMITRIUS",,,"SUB OUT by UNDERWOOD,DIMITRIUS",2
01:35,,,,,"MISS 3PTR by SMITH,BEN",,,"MISS 3PTR by SMITH,BEN",2
--,,,,,"REBOUND OFF by KEOGH,REAGAN",,,"REBOUND OFF by KEOGH,REAGAN",2
01:31,,69 (+9),,60,"GOOD LAYUP by KEOGH,REAGAN(in the paint)",UTD 69-60 (+9),,"GOOD LAYUP by KEOGH,REAGAN(in the paint)",2
01:15,"MISS JUMPER by GARRETT,TRAVIS",,,,,,,"MISS JUMPER by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by HATCHER,JON",,,"REBOUND DEF by HATCHER,JON",2
01:07,,69 (+7),,62,"GOOD LAYUP by HATCHER,JON(fastbreak)(in the paint)",UTD 69-62 (+7),,"GOOD LAYUP by HATCHER,JON(fastbreak)(in the paint)",2
01:07,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
01:07,,69 (+6),,63,"GOOD FT by HATCHER,JON",UTD 69-63 (+6),,"GOOD FT by HATCHER,JON",2
01:07,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:07,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
01:07,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
01:07,,,,,"SUB IN by UNDERWOOD,DIMITRIUS",,,"SUB IN by UNDERWOOD,DIMITRIUS",2
01:07,,,,,"SUB OUT by COULTER,KYLE",,,"SUB OUT by COULTER,KYLE",2
01:02,,,,,"FOUL  by SMITH,BEN",,,"FOUL  by SMITH,BEN",2
01:01,,,,,"FOUL  by HATCHER,JON",,,"FOUL  by HATCHER,JON",2
00:59,,,,,"FOUL  by BANKS,CALEB",,,"FOUL  by BANKS,CALEB",2
00:59,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,,,,,"REBOUND DEF by COULTER,KYLE",,,"REBOUND DEF by COULTER,KYLE",2
00:59,,,,,"SUB IN by COULTER,KYLE",,,"SUB IN by COULTER,KYLE",2
00:59,,,,,"SUB OUT by UNDERWOOD,DIMITRIUS",,,"SUB OUT by UNDERWOOD,DIMITRIUS",2
00:50,,,,,"MISS 3PTR by HATCHER,JON",,,"MISS 3PTR by HATCHER,JON",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
00:41,,,,,"FOUL  by HATCHER,JON",,,"FOUL  by HATCHER,JON",2
00:41,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by KEOGH,REAGAN",,,"REBOUND DEF by KEOGH,REAGAN",2
00:34,,,,,"MISS JUMPER by BANKS,CALEB",,,"MISS JUMPER by BANKS,CALEB",2
--,,,,,"REBOUND OFF by KEOGH,REAGAN",,,"REBOUND OFF by KEOGH,REAGAN",2
00:32,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
00:32,,69 (+5),,64,"GOOD FT by KEOGH,REAGAN",UTD 69-64 (+5),,"GOOD FT by KEOGH,REAGAN",2
00:32,,69 (+4),,65,"GOOD FT by KEOGH,REAGAN",UTD 69-65 (+4),,"GOOD FT by KEOGH,REAGAN",2
00:32,,,,,"SUB IN by OGUNFEITIMI,DAPO",,,"SUB IN by OGUNFEITIMI,DAPO",2
00:32,,,,,"SUB IN by UNDERWOOD,DIMITRIUS",,,"SUB IN by UNDERWOOD,DIMITRIUS",2
00:32,,,,,"SUB OUT by COULTER,KYLE",,,"SUB OUT by COULTER,KYLE",2
00:32,,,,,"SUB OUT by KEOGH,REAGAN",,,"SUB OUT by KEOGH,REAGAN",2
00:29,,,,,"FOUL  by SMITH,BEN",,,"FOUL  by SMITH,BEN",2
00:29,"GOOD FT by LINK,JACOB",70 (+5),,65,,HENDRIX 70-65 (+5),,"GOOD FT by LINK,JACOB",2
00:29,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,,,,,"REBOUND DEF by HATCHER,JON",,,"REBOUND DEF by HATCHER,JON",2
00:29,,,,,"SUB IN by COULTER,KYLE",,,"SUB IN by COULTER,KYLE",2
00:29,,,,,"SUB OUT by UNDERWOOD,DIMITRIUS",,,"SUB OUT by UNDERWOOD,DIMITRIUS",2
00:22,,,,,"MISS LAYUP by BANKS,CALEB",,,"MISS LAYUP by BANKS,CALEB",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:18,,,,,"MISS 3PTR by BANKS,CALEB",,,"MISS 3PTR by BANKS,CALEB",2
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",2
00:13,,,,,"FOUL  by OGUNFEITIMI,DAPO",,,"FOUL  by OGUNFEITIMI,DAPO",2
00:13,"GOOD FT by ALDOUS,HANK",71 (+6),,65,,HENDRIX 71-65 (+6),,"GOOD FT by ALDOUS,HANK",2
00:13,"GOOD FT by ALDOUS,HANK",72 (+7),,65,,HENDRIX 72-65 (+7),,"GOOD FT by ALDOUS,HANK",2
00:06,,,,,"MISS 3PTR by BANKS,CALEB",,,"MISS 3PTR by BANKS,CALEB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
