Time Remaining,JCUM,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
17:33,"SUB OUT by DAVID LINANE,JR",,,,,,,"SUB OUT by DAVID LINANE,JR",1
17:33,"SUB OUT by KUCHAREWICZ,SIMON",,,,,,,"SUB OUT by KUCHAREWICZ,SIMON",1
17:33,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",1
17:19,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",1
--,"REBOUND DEF by CAPUTO,DOUG",,,,,,,"REBOUND DEF by CAPUTO,DOUG",1
17:08,"GOOD LAYUP by CSUHRAN,MATTHEW(in the paint)",5 (+3),,2,,JCUM 5-2 (-3),,"GOOD LAYUP by CSUHRAN,MATTHEW(in the paint)",1
16:55,,,,,"MISS JUMPER by ALDOUS,HANK",,,"MISS JUMPER by ALDOUS,HANK",1
--,"REBOUND DEF by CIRILLO,JOHN",,,,,,,"REBOUND DEF by CIRILLO,JOHN",1
16:44,"TURNOVER  by CSUHRAN,MATTHEW",,,,,,,"TURNOVER  by CSUHRAN,MATTHEW",1
16:42,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",1
16:39,"FOUL  by CSUHRAN,MATTHEW",,,,,,,"FOUL  by CSUHRAN,MATTHEW",1
16:36,,5 (+1),,4,"GOOD JUMPER by GARRETT,TRAVIS(in the paint)",HENDRIX 5-4 (-1),,"GOOD JUMPER by GARRETT,TRAVIS(in the paint)",1
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",1
16:28,"MISS 3PTR by VUYANCIH,ANTONIO",,,,,,,"MISS 3PTR by VUYANCIH,ANTONIO",1
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",1
16:17,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",1
--,"REBOUND DEF by CAPUTO,DOUG",,,,,,,"REBOUND DEF by CAPUTO,DOUG",1
16:08,"GOOD LAYUP by BIDAR,NOAH(fastbreak)(in the paint)",7 (+3),,4,,JCUM 7-4 (-3),,"GOOD LAYUP by BIDAR,NOAH(fastbreak)(in the paint)",1
15:52,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",1
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",1
15:50,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",1
--,"REBOUND DEF by BIDAR,NOAH",,,,,,,"REBOUND DEF by BIDAR,NOAH",1
15:44,"MISS LAYUP by CSUHRAN,MATTHEW",,,,,,,"MISS LAYUP by CSUHRAN,MATTHEW",1
--,"REBOUND OFF by CAPUTO,DOUG",,,,,,,"REBOUND OFF by CAPUTO,DOUG",1
15:40,"MISS LAYUP by CIRILLO,JOHN",,,,,,,"MISS LAYUP by CIRILLO,JOHN",1
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",1
15:32,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",1
15:31,"STEAL  by CAPUTO,DOUG",,,,,,,"STEAL  by CAPUTO,DOUG",1
15:28,"GOOD LAYUP by CAPUTO,DOUG(fastbreak)(in the paint)",9 (+5),,4,,JCUM 9-4 (-5),,"GOOD LAYUP by CAPUTO,DOUG(fastbreak)(in the paint)",1
15:12,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",1
15:11,"STEAL  by CIRILLO,JOHN",,,,,,,"STEAL  by CIRILLO,JOHN",1
15:09,"GOOD LAYUP by CIRILLO,JOHN(fastbreak)(in the paint)",11 (+7),,4,,JCUM 11-4 (-7),,"GOOD LAYUP by CIRILLO,JOHN(fastbreak)(in the paint)",1
15:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
15:03,"SUB IN by PAPICH,BRIAN",,,,,,,"SUB IN by PAPICH,BRIAN",1
15:03,"SUB IN by DAVID LINANE,JR",,,,,,,"SUB IN by DAVID LINANE,JR",1
15:03,"SUB IN by LUDLOW,TIM",,,,,,,"SUB IN by LUDLOW,TIM",1
15:03,"SUB IN by KUCHAREWICZ,SIMON",,,,,,,"SUB IN by KUCHAREWICZ,SIMON",1
15:03,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",1
15:03,"SUB OUT by CAPUTO,DOUG",,,,,,,"SUB OUT by CAPUTO,DOUG",1
15:03,"SUB OUT by CSUHRAN,MATTHEW",,,,,,,"SUB OUT by CSUHRAN,MATTHEW",1
15:03,"SUB OUT by VUYANCIH,ANTONIO",,,,,,,"SUB OUT by VUYANCIH,ANTONIO",1
15:03,"SUB OUT by BIDAR,NOAH",,,,,,,"SUB OUT by BIDAR,NOAH",1
15:03,"SUB OUT by CIRILLO,JOHN",,,,,,,"SUB OUT by CIRILLO,JOHN",1
15:03,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",1
15:03,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",1
14:33,"FOUL  by DAVID LINANE,JR",,,,,,,"FOUL  by DAVID LINANE,JR",1
14:33,,11 (+6),,5,"GOOD FT by LINK,JACOB",HENDRIX 11-5 (-6),,"GOOD FT by LINK,JACOB",1
14:33,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",1
--,"REBOUND DEF by KUCHAREWICZ,SIMON",,,,,,,"REBOUND DEF by KUCHAREWICZ,SIMON",1
14:33,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",1
14:33,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",1
14:25,"TURNOVER  by DAVID LINANE,JR",,,,,,,"TURNOVER  by DAVID LINANE,JR",1
14:25,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",1
14:25,"SUB IN by FLANNERY,SEAN",,,,,,,"SUB IN by FLANNERY,SEAN",1
14:25,"SUB OUT by DAVID LINANE,JR",,,,,,,"SUB OUT by DAVID LINANE,JR",1
14:25,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",1
14:25,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",1
14:07,"GOOD JUMPER by KUCHAREWICZ,SIMON(in the paint)",13 (+8),,5,,JCUM 13-5 (-8),,"GOOD JUMPER by KUCHAREWICZ,SIMON(in the paint)",1
--,"ASSIST  by PAPICH,BRIAN",,,,,,,"ASSIST  by PAPICH,BRIAN",1
13:45,,,,,"MISS 3PTR by BATCHELOR,BRYCE",,,"MISS 3PTR by BATCHELOR,BRYCE",1
--,"REBOUND DEF by PAPICH,BRIAN",,,,,,,"REBOUND DEF by PAPICH,BRIAN",1
13:34,"GOOD JUMPER by KUCHAREWICZ,SIMON",15 (+10),,5,,JCUM 15-5 (-10),,"GOOD JUMPER by KUCHAREWICZ,SIMON",1
--,"ASSIST  by PAPICH,BRIAN",,,,,,,"ASSIST  by PAPICH,BRIAN",1
13:16,,15 (+7),,8,"GOOD 3PTR by SMITH,PRESTON",HENDRIX 15-8 (-7),,"GOOD 3PTR by SMITH,PRESTON",1
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",1
13:10,"TURNOVER  by FLANNERY,SEAN",,,,,,,"TURNOVER  by FLANNERY,SEAN",1
13:09,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",1
13:04,,15 (+5),,10,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",HENDRIX 15-10 (-5),,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",1
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",1
12:46,"GOOD LAYUP by BERGER,RYAN(in the paint)",17 (+7),,10,,JCUM 17-10 (-7),,"GOOD LAYUP by BERGER,RYAN(in the paint)",1
--,"ASSIST  by KUCHAREWICZ,SIMON",,,,,,,"ASSIST  by KUCHAREWICZ,SIMON",1
12:29,,17 (+5),,12,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",HENDRIX 17-12 (-5),,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",1
12:22,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",1
12:22,"SUB IN by WILLIAMS,PRESTON",,,,,,,"SUB IN by WILLIAMS,PRESTON",1
12:22,"SUB IN by DAVID LINANE,JR",,,,,,,"SUB IN by DAVID LINANE,JR",1
12:22,"SUB OUT by FLANNERY,SEAN",,,,,,,"SUB OUT by FLANNERY,SEAN",1
12:22,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",1
11:59,"MISS JUMPER by PAPICH,BRIAN",,,,,,,"MISS JUMPER by PAPICH,BRIAN",1
--,"REBOUND OFF by PAPICH,BRIAN",,,,,,,"REBOUND OFF by PAPICH,BRIAN",1
11:58,"MISS JUMPER by PAPICH,BRIAN",,,,,,,"MISS JUMPER by PAPICH,BRIAN",1
--,"REBOUND OFF by KUCHAREWICZ,SIMON",,,,,,,"REBOUND OFF by KUCHAREWICZ,SIMON",1
11:58,"GOOD LAYUP by KUCHAREWICZ,SIMON(in the paint)",19 (+7),,12,,JCUM 19-12 (-7),,"GOOD LAYUP by KUCHAREWICZ,SIMON(in the paint)",1
11:58,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",1
11:58,"MISS FT by KUCHAREWICZ,SIMON",,,,,,,"MISS FT by KUCHAREWICZ,SIMON",1
--,"REBOUND OFF by CSUHRAN,MATTHEW",,,,,,,"REBOUND OFF by CSUHRAN,MATTHEW",1
11:58,"SUB IN by CSUHRAN,MATTHEW",,,,,,,"SUB IN by CSUHRAN,MATTHEW",1
11:58,"SUB IN by VUYANCIH,ANTONIO",,,,,,,"SUB IN by VUYANCIH,ANTONIO",1
11:58,"SUB IN by BIDAR,NOAH",,,,,,,"SUB IN by BIDAR,NOAH",1
11:58,"SUB IN by CIRILLO,JOHN",,,,,,,"SUB IN by CIRILLO,JOHN",1
11:58,"SUB OUT by PAPICH,BRIAN",,,,,,,"SUB OUT by PAPICH,BRIAN",1
11:58,"SUB OUT by WILLIAMS,PRESTON",,,,,,,"SUB OUT by WILLIAMS,PRESTON",1
11:58,"SUB OUT by LUDLOW,TIM",,,,,,,"SUB OUT by LUDLOW,TIM",1
11:58,"SUB OUT by DAVID LINANE,JR",,,,,,,"SUB OUT by DAVID LINANE,JR",1
11:50,"MISS JUMPER by VUYANCIH,ANTONIO",,,,,,,"MISS JUMPER by VUYANCIH,ANTONIO",1
--,"REBOUND OFF by CIRILLO,JOHN",,,,,,,"REBOUND OFF by CIRILLO,JOHN",1
11:47,"MISS JUMPER by CIRILLO,JOHN",,,,,,,"MISS JUMPER by CIRILLO,JOHN",1
--,"REBOUND OFF by CIRILLO,JOHN",,,,,,,"REBOUND OFF by CIRILLO,JOHN",1
11:42,"FOUL  by CIRILLO,JOHN",,,,,,,"FOUL  by CIRILLO,JOHN",1
11:42,"SUB IN by CAPUTO,DOUG",,,,,,,"SUB IN by CAPUTO,DOUG",1
11:42,"SUB OUT by KUCHAREWICZ,SIMON",,,,,,,"SUB OUT by KUCHAREWICZ,SIMON",1
11:42,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",1
11:42,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",1
11:27,,19 (+4),,15,"GOOD 3PTR by SMITH,PRESTON",HENDRIX 19-15 (-4),,"GOOD 3PTR by SMITH,PRESTON",1
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",1
11:18,"MISS LAYUP by VUYANCIH,ANTONIO",,,,,,,"MISS LAYUP by VUYANCIH,ANTONIO",1
--,"REBOUND OFF by CAPUTO,DOUG",,,,,,,"REBOUND OFF by CAPUTO,DOUG",1
11:13,"GOOD LAYUP by CAPUTO,DOUG(in the paint)",21 (+6),,15,,JCUM 21-15 (-6),,"GOOD LAYUP by CAPUTO,DOUG(in the paint)",1
11:08,"FOUL  by CSUHRAN,MATTHEW",,,,,,,"FOUL  by CSUHRAN,MATTHEW",1
11:08,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",1
11:08,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",1
11:08,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",1
11:08,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",1
10:55,,21 (+4),,17,"GOOD JUMPER by BATCHELOR,BRYCE",HENDRIX 21-17 (-4),,"GOOD JUMPER by BATCHELOR,BRYCE",1
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",1
10:55,"FOUL  by CAPUTO,DOUG",,,,,,,"FOUL  by CAPUTO,DOUG",1
10:55,,,,,"MISS FT by BATCHELOR,BRYCE",,,"MISS FT by BATCHELOR,BRYCE",1
--,"REBOUND DEF by CAPUTO,DOUG",,,,,,,"REBOUND DEF by CAPUTO,DOUG",1
10:45,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",1
10:45,"GOOD FT by CIRILLO,JOHN",22 (+5),,17,,JCUM 22-17 (-5),,"GOOD FT by CIRILLO,JOHN",1
10:45,"GOOD FT by CIRILLO,JOHN",23 (+6),,17,,JCUM 23-17 (-6),,"GOOD FT by CIRILLO,JOHN",1
10:45,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",1
10:45,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",1
10:42,"FOUL  by CSUHRAN,MATTHEW",,,,,,,"FOUL  by CSUHRAN,MATTHEW",1
10:42,,23 (+5),,18,"GOOD FT by ALDOUS,HANK",HENDRIX 23-18 (-5),,"GOOD FT by ALDOUS,HANK",1
10:42,,23 (+4),,19,"GOOD FT by ALDOUS,HANK",HENDRIX 23-19 (-4),,"GOOD FT by ALDOUS,HANK",1
10:42,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",1
10:42,"SUB IN by WILLIAMS,PRESTON",,,,,,,"SUB IN by WILLIAMS,PRESTON",1
10:42,"SUB OUT by CSUHRAN,MATTHEW",,,,,,,"SUB OUT by CSUHRAN,MATTHEW",1
10:37,"TURNOVER  by CIRILLO,JOHN",,,,,,,"TURNOVER  by CIRILLO,JOHN",1
10:36,,,,,"STEAL  by NOTLEY,CHANDLER",,,"STEAL  by NOTLEY,CHANDLER",1
10:31,,23 (+1),,22,"GOOD 3PTR by ALDOUS,HANK",HENDRIX 23-22 (-1),,"GOOD 3PTR by ALDOUS,HANK",1
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",1
10:09,"MISS LAYUP by CAPUTO,DOUG",,,,,,,"MISS LAYUP by CAPUTO,DOUG",1
10:09,,,,,"BLOCK  by NOTLEY,CHANDLER",,,"BLOCK  by NOTLEY,CHANDLER",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
09:54,"MISS 3PTR by VUYANCIH,ANTONIO",,,,,,,"MISS 3PTR by VUYANCIH,ANTONIO",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
09:42,,23,,25 (+2),"GOOD 3PTR by ALDOUS,HANK",HENDRIX 23-25 (+2),,"GOOD 3PTR by ALDOUS,HANK",1
--,,,,,"ASSIST  by PARKER,BRYCE",,,"ASSIST  by PARKER,BRYCE",1
09:33,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",1
09:33,"GOOD FT by CAPUTO,DOUG",24,,25 (+1),,JCUM 24-25 (+1),,"GOOD FT by CAPUTO,DOUG",1
09:33,"GOOD FT by CAPUTO,DOUG",25,,25,,JCUM 25-25 (0),,"GOOD FT by CAPUTO,DOUG",1
09:33,"SUB IN by KUCHAREWICZ,SIMON",,,,,,,"SUB IN by KUCHAREWICZ,SIMON",1
09:33,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",1
09:33,"SUB IN by PAPICH,BRIAN",,,,,,,"SUB IN by PAPICH,BRIAN",1
09:33,"SUB IN by LUDLOW,TIM",,,,,,,"SUB IN by LUDLOW,TIM",1
09:33,"SUB IN by DAVID LINANE,JR",,,,,,,"SUB IN by DAVID LINANE,JR",1
09:33,"SUB OUT by WILLIAMS,PRESTON",,,,,,,"SUB OUT by WILLIAMS,PRESTON",1
09:33,"SUB OUT by VUYANCIH,ANTONIO",,,,,,,"SUB OUT by VUYANCIH,ANTONIO",1
09:33,"SUB OUT by BIDAR,NOAH",,,,,,,"SUB OUT by BIDAR,NOAH",1
09:33,"SUB OUT by CAPUTO,DOUG",,,,,,,"SUB OUT by CAPUTO,DOUG",1
09:33,"SUB OUT by CIRILLO,JOHN",,,,,,,"SUB OUT by CIRILLO,JOHN",1
09:33,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",1
09:33,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",1
09:33,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",1
09:33,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",1
09:33,,,,,"SUB OUT by NOTLEY,CHANDLER",,,"SUB OUT by NOTLEY,CHANDLER",1
09:33,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",1
09:26,,25,,27 (+2),"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 25-27 (+2),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",1
09:26,"FOUL  by KUCHAREWICZ,SIMON",,,,,,,"FOUL  by KUCHAREWICZ,SIMON",1
09:21,,25,,28 (+3),"GOOD FT by LITTLEFIELD,GEAREN",HENDRIX 25-28 (+3),,"GOOD FT by LITTLEFIELD,GEAREN",1
09:12,"MISS LAYUP by KUCHAREWICZ,SIMON",,,,,,,"MISS LAYUP by KUCHAREWICZ,SIMON",1
--,,,,,"REBOUND DEF by PARKER,BRYCE",,,"REBOUND DEF by PARKER,BRYCE",1
08:56,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",1
08:56,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",,,"TURNOVER  by LITTLEFIELD,GEAREN",1
08:45,"GOOD LAYUP by KUCHAREWICZ,SIMON(in the paint)",27,,28 (+1),,JCUM 27-28 (+1),,"GOOD LAYUP by KUCHAREWICZ,SIMON(in the paint)",1
--,"ASSIST  by LUDLOW,TIM",,,,,,,"ASSIST  by LUDLOW,TIM",1
08:24,,27,,30 (+3),"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 27-30 (+3),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",1
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",1
08:01,"MISS JUMPER by LUDLOW,TIM",,,,,,,"MISS JUMPER by LUDLOW,TIM",1
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",1
07:50,,27,,33 (+6),"GOOD 3PTR by SMITH,PRESTON",HENDRIX 27-33 (+6),,"GOOD 3PTR by SMITH,PRESTON",1
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",1
07:27,"GOOD LAYUP by BERGER,RYAN(in the paint)",29,,33 (+4),,JCUM 29-33 (+4),,"GOOD LAYUP by BERGER,RYAN(in the paint)",1
07:07,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",1
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",1
07:04,,29,,36 (+7),"GOOD 3PTR by SMITH,PRESTON",HENDRIX 29-36 (+7),,"GOOD 3PTR by SMITH,PRESTON",1
--,,,,,"ASSIST  by LITTLEFIELD,GEAREN",,,"ASSIST  by LITTLEFIELD,GEAREN",1
06:52,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",1
06:52,"GOOD FT by DAVID LINANE,JR",30,,36 (+6),,JCUM 30-36 (+6),,"GOOD FT by DAVID LINANE,JR",1
06:52,"GOOD FT by DAVID LINANE,JR",31,,36 (+5),,JCUM 31-36 (+5),,"GOOD FT by DAVID LINANE,JR",1
06:52,"SUB IN by CAPUTO,DOUG",,,,,,,"SUB IN by CAPUTO,DOUG",1
06:52,"SUB IN by BIDAR,NOAH",,,,,,,"SUB IN by BIDAR,NOAH",1
06:52,"SUB IN by VUYANCIH,ANTONIO",,,,,,,"SUB IN by VUYANCIH,ANTONIO",1
06:52,"SUB IN by WILLIAMS,PRESTON",,,,,,,"SUB IN by WILLIAMS,PRESTON",1
06:52,"SUB IN by CIRILLO,JOHN",,,,,,,"SUB IN by CIRILLO,JOHN",1
06:52,"SUB OUT by KUCHAREWICZ,SIMON",,,,,,,"SUB OUT by KUCHAREWICZ,SIMON",1
06:52,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",1
06:52,"SUB OUT by PAPICH,BRIAN",,,,,,,"SUB OUT by PAPICH,BRIAN",1
06:52,"SUB OUT by LUDLOW,TIM",,,,,,,"SUB OUT by LUDLOW,TIM",1
06:52,"SUB OUT by DAVID LINANE,JR",,,,,,,"SUB OUT by DAVID LINANE,JR",1
06:52,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",1
06:52,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",1
06:52,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",1
06:52,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",1
06:25,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",1
06:25,"BLOCK  by VUYANCIH,ANTONIO",,,,,,,"BLOCK  by VUYANCIH,ANTONIO",1
--,,,,,"REBOUND OFF by ALDOUS,HANK",,,"REBOUND OFF by ALDOUS,HANK",1
06:21,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",1
--,"REBOUND DEF by WILLIAMS,PRESTON",,,,,,,"REBOUND DEF by WILLIAMS,PRESTON",1
06:15,"MISS JUMPER by VUYANCIH,ANTONIO",,,,,,,"MISS JUMPER by VUYANCIH,ANTONIO",1
--,"REBOUND OFF by WILLIAMS,PRESTON",,,,,,,"REBOUND OFF by WILLIAMS,PRESTON",1
05:47,"MISS 3PTR by CIRILLO,JOHN",,,,,,,"MISS 3PTR by CIRILLO,JOHN",1
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",1
05:32,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",1
--,"REBOUND DEF by WILLIAMS,PRESTON",,,,,,,"REBOUND DEF by WILLIAMS,PRESTON",1
05:21,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",1
05:21,"GOOD FT by VUYANCIH,ANTONIO",32,,36 (+4),,JCUM 32-36 (+4),,"GOOD FT by VUYANCIH,ANTONIO",1
05:21,"GOOD FT by VUYANCIH,ANTONIO",33,,36 (+3),,JCUM 33-36 (+3),,"GOOD FT by VUYANCIH,ANTONIO",1
05:21,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",1
05:21,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",1
05:04,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",1
05:04,"FOUL  by CIRILLO,JOHN",,,,,,,"FOUL  by CIRILLO,JOHN",1
05:04,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",1
05:04,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",1
04:54,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",1
