Time Remaining,TLUMEN,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
00:16,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",1
00:01,"GOOD 3PTR by KOUREMETIS,JORDAN",41,,48 (+7),,TLUMEN 41-48 (+7),,"GOOD 3PTR by KOUREMETIS,JORDAN",1
--,"ASSIST  by HAMILTON,SHAWN",,,,,,,"ASSIST  by HAMILTON,SHAWN",1
20:00,"SUB IN by GILLETTE,MATTHEW",,,,,,,"SUB IN by GILLETTE,MATTHEW",2
20:00,"SUB OUT by JOWELL,HARRIS",,,,,,,"SUB OUT by JOWELL,HARRIS",2
19:47,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",2
19:46,"STEAL  by BEHR,ZACH",,,,,,,"STEAL  by BEHR,ZACH",2
19:38,"GOOD LAYUP by RAY,BLAKE(fastbreak)(in the paint)",43,,48 (+5),,TLUMEN 43-48 (+5),,"GOOD LAYUP by RAY,BLAKE(fastbreak)(in the paint)",2
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",2
19:07,,43,,50 (+7),"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 43-50 (+7),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",2
18:51,"MISS LAYUP by SULLIVAN,MICHAEL",,,,,,,"MISS LAYUP by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
18:42,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",,,"TURNOVER  by LITTLEFIELD,GEAREN",2
18:42,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
18:42,"SUB IN by CAGE,ALEX",,,,,,,"SUB IN by CAGE,ALEX",2
18:42,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
18:42,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",2
18:42,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
18:23,"TURNOVER  by BEHR,ZACH",,,,,,,"TURNOVER  by BEHR,ZACH",2
18:09,,43,,53 (+10),"GOOD 3PTR by ALDOUS,HANK",HENDRIX 43-53 (+10),,"GOOD 3PTR by ALDOUS,HANK",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
17:51,"GOOD JUMPER by CAGE,ALEX(in the paint)",45,,53 (+8),,TLUMEN 45-53 (+8),,"GOOD JUMPER by CAGE,ALEX(in the paint)",2
--,"ASSIST  by RAY,BLAKE",,,,,,,"ASSIST  by RAY,BLAKE",2
17:32,"FOUL  by KOUREMETIS,JORDAN",,,,,,,"FOUL  by KOUREMETIS,JORDAN",2
17:27,"FOUL  by KOUREMETIS,JORDAN",,,,,,,"FOUL  by KOUREMETIS,JORDAN",2
17:20,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",2
--,"REBOUND DEF by RAY,BLAKE",,,,,,,"REBOUND DEF by RAY,BLAKE",2
16:57,"MISS JUMPER by GILLETTE,MATTHEW",,,,,,,"MISS JUMPER by GILLETTE,MATTHEW",2
--,"REBOUND OFF by RAY,BLAKE",,,,,,,"REBOUND OFF by RAY,BLAKE",2
16:54,"MISS 3PTR by KOUREMETIS,JORDAN",,,,,,,"MISS 3PTR by KOUREMETIS,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:50,,,,,"FOUL  by NOTLEY,CHANDLER",,,"FOUL  by NOTLEY,CHANDLER",2
16:50,"SUB IN by KOUREMETIS,JACOB",,,,,,,"SUB IN by KOUREMETIS,JACOB",2
16:50,"SUB OUT by KOUREMETIS,JORDAN",,,,,,,"SUB OUT by KOUREMETIS,JORDAN",2
16:39,"MISS LAYUP by BEHR,ZACH",,,,,,,"MISS LAYUP by BEHR,ZACH",2
--,"REBOUND OFF by RAY,BLAKE",,,,,,,"REBOUND OFF by RAY,BLAKE",2
16:35,"MISS LAYUP by GILLETTE,MATTHEW",,,,,,,"MISS LAYUP by GILLETTE,MATTHEW",2
16:35,,,,,"BLOCK  by GARRETT,TRAVIS",,,"BLOCK  by GARRETT,TRAVIS",2
--,"REBOUND OFF by GILLETTE,MATTHEW",,,,,,,"REBOUND OFF by GILLETTE,MATTHEW",2
16:32,"GOOD LAYUP by GILLETTE,MATTHEW(in the paint)",47,,53 (+6),,TLUMEN 47-53 (+6),,"GOOD LAYUP by GILLETTE,MATTHEW(in the paint)",2
16:16,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",2
15:56,,,,,"FOUL  by ALDOUS,HANK",,,"FOUL  by ALDOUS,HANK",2
15:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:52,"MISS JUMPER by BEHR,ZACH",,,,,,,"MISS JUMPER by BEHR,ZACH",2
--,"REBOUND OFF by GILLETTE,MATTHEW",,,,,,,"REBOUND OFF by GILLETTE,MATTHEW",2
15:43,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
15:43,"GOOD FT by RAY,BLAKE",48,,53 (+5),,TLUMEN 48-53 (+5),,"GOOD FT by RAY,BLAKE",2
15:43,"GOOD FT by RAY,BLAKE",49,,53 (+4),,TLUMEN 49-53 (+4),,"GOOD FT by RAY,BLAKE",2
15:43,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
15:43,,,,,"SUB OUT by NOTLEY,CHANDLER",,,"SUB OUT by NOTLEY,CHANDLER",2
15:23,,49,,56 (+7),"GOOD 3PTR by SMITH,PRESTON",HENDRIX 49-56 (+7),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by BATCHELOR,BRYCE",,,"ASSIST  by BATCHELOR,BRYCE",2
14:59,"MISS JUMPER by CAGE,ALEX",,,,,,,"MISS JUMPER by CAGE,ALEX",2
--,"REBOUND OFF by GILLETTE,MATTHEW",,,,,,,"REBOUND OFF by GILLETTE,MATTHEW",2
14:56,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
14:56,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
14:56,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
14:45,"MISS JUMPER by GILLETTE,MATTHEW",,,,,,,"MISS JUMPER by GILLETTE,MATTHEW",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
14:42,"FOUL  by RAY,BLAKE",,,,,,,"FOUL  by RAY,BLAKE",2
14:42,"SUB IN by WILLOUGHBY,JACKSON",,,,,,,"SUB IN by WILLOUGHBY,JACKSON",2
14:42,"SUB OUT by RAY,BLAKE",,,,,,,"SUB OUT by RAY,BLAKE",2
14:28,,49,,58 (+9),"GOOD LAYUP by ALDOUS,HANK(in the paint)",HENDRIX 49-58 (+9),,"GOOD LAYUP by ALDOUS,HANK(in the paint)",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
14:23,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
14:13,"GOOD JUMPER by CAGE,ALEX",51,,58 (+7),,TLUMEN 51-58 (+7),,"GOOD JUMPER by CAGE,ALEX",2
--,"ASSIST  by GILLETTE,MATTHEW",,,,,,,"ASSIST  by GILLETTE,MATTHEW",2
13:56,"FOUL  by BEHR,ZACH",,,,,,,"FOUL  by BEHR,ZACH",2
13:56,"SUB IN by HAMILTON,SHAWN",,,,,,,"SUB IN by HAMILTON,SHAWN",2
13:56,"SUB OUT by BEHR,ZACH",,,,,,,"SUB OUT by BEHR,ZACH",2
13:43,"FOUL  by HAMILTON,SHAWN",,,,,,,"FOUL  by HAMILTON,SHAWN",2
13:31,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
--,"REBOUND DEF by GILLETTE,MATTHEW",,,,,,,"REBOUND DEF by GILLETTE,MATTHEW",2
13:06,"MISS 3PTR by HAMILTON,SHAWN",,,,,,,"MISS 3PTR by HAMILTON,SHAWN",2
--,"REBOUND OFF by GILLETTE,MATTHEW",,,,,,,"REBOUND OFF by GILLETTE,MATTHEW",2
13:01,"MISS LAYUP by GILLETTE,MATTHEW",,,,,,,"MISS LAYUP by GILLETTE,MATTHEW",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
12:57,"SUB IN by RAY,BLAKE",,,,,,,"SUB IN by RAY,BLAKE",2
12:57,"SUB OUT by WILLOUGHBY,JACKSON",,,,,,,"SUB OUT by WILLOUGHBY,JACKSON",2
12:40,"FOUL  by GILLETTE,MATTHEW",,,,,,,"FOUL  by GILLETTE,MATTHEW",2
12:39,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",2
12:39,"BLOCK  by RAY,BLAKE",,,,,,,"BLOCK  by RAY,BLAKE",2
--,"REBOUND DEF by RAY,BLAKE",,,,,,,"REBOUND DEF by RAY,BLAKE",2
12:34,"GOOD LAYUP by RAY,BLAKE(fastbreak)(in the paint)",53,,58 (+5),,TLUMEN 53-58 (+5),,"GOOD LAYUP by RAY,BLAKE(fastbreak)(in the paint)",2
12:14,,53,,60 (+7),"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",HENDRIX 53-60 (+7),,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",2
11:56,"MISS 3PTR by HAMILTON,SHAWN",,,,,,,"MISS 3PTR by HAMILTON,SHAWN",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
11:43,,,,,"MISS 3PTR by ALDOUS,HANK",,,"MISS 3PTR by ALDOUS,HANK",2
--,"REBOUND DEF by KOUREMETIS,JACOB",,,,,,,"REBOUND DEF by KOUREMETIS,JACOB",2
11:22,"TURNOVER  by RAY,BLAKE",,,,,,,"TURNOVER  by RAY,BLAKE",2
11:22,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
11:17,"FOUL  by CAGE,ALEX",,,,,,,"FOUL  by CAGE,ALEX",2
11:17,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
11:17,,53,,61 (+8),"GOOD FT by SMITH,PRESTON",HENDRIX 53-61 (+8),,"GOOD FT by SMITH,PRESTON",2
11:17,,53,,62 (+9),"GOOD FT by SMITH,PRESTON",HENDRIX 53-62 (+9),,"GOOD FT by SMITH,PRESTON",2
11:17,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",2
11:17,"SUB IN by SULLIVAN,MARK",,,,,,,"SUB IN by SULLIVAN,MARK",2
11:17,"SUB OUT by KOUREMETIS,JACOB",,,,,,,"SUB OUT by KOUREMETIS,JACOB",2
11:17,"SUB OUT by CAGE,ALEX",,,,,,,"SUB OUT by CAGE,ALEX",2
11:17,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",2
11:17,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
11:17,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
11:17,,,,,"SUB OUT by ALDOUS,HANK",,,"SUB OUT by ALDOUS,HANK",2
11:17,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
11:17,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
11:05,"MISS JUMPER by GILLETTE,MATTHEW",,,,,,,"MISS JUMPER by GILLETTE,MATTHEW",2
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",2
10:50,,,,,"MISS LAYUP by CALAMESE,MICHAEL",,,"MISS LAYUP by CALAMESE,MICHAEL",2
--,"REBOUND DEF by GILLETTE,MATTHEW",,,,,,,"REBOUND DEF by GILLETTE,MATTHEW",2
10:42,"GOOD 3PTR by SULLIVAN,MICHAEL",56,,62 (+6),,TLUMEN 56-62 (+6),,"GOOD 3PTR by SULLIVAN,MICHAEL",2
--,"ASSIST  by SULLIVAN,MARK",,,,,,,"ASSIST  by SULLIVAN,MARK",2
10:04,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by RAY,BLAKE",,,,,,,"REBOUND DEF by RAY,BLAKE",2
10:02,"SUB IN by JOWELL,HARRIS",,,,,,,"SUB IN by JOWELL,HARRIS",2
10:02,"SUB OUT by GILLETTE,MATTHEW",,,,,,,"SUB OUT by GILLETTE,MATTHEW",2
09:49,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
09:22,,,,,"MISS JUMPER by PARKER,BRYCE",,,"MISS JUMPER by PARKER,BRYCE",2
--,"REBOUND DEF by SULLIVAN,MICHAEL",,,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",2
09:06,"MISS LAYUP by JOWELL,HARRIS",,,,,,,"MISS LAYUP by JOWELL,HARRIS",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
08:39,,56,,65 (+9),"GOOD 3PTR by STEELE,AARON",HENDRIX 56-65 (+9),,"GOOD 3PTR by STEELE,AARON",2
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",2
08:23,"GOOD JUMPER by RAY,BLAKE(in the paint)",58,,65 (+7),,TLUMEN 58-65 (+7),,"GOOD JUMPER by RAY,BLAKE(in the paint)",2
--,"ASSIST  by HAMILTON,SHAWN",,,,,,,"ASSIST  by HAMILTON,SHAWN",2
08:22,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
08:22,"GOOD FT by RAY,BLAKE",59,,65 (+6),,TLUMEN 59-65 (+6),,"GOOD FT by RAY,BLAKE",2
08:22,"SUB IN by BEHR,ZACH",,,,,,,"SUB IN by BEHR,ZACH",2
08:22,"SUB IN by KOUREMETIS,JORDAN",,,,,,,"SUB IN by KOUREMETIS,JORDAN",2
08:22,"SUB OUT by SULLIVAN,MARK",,,,,,,"SUB OUT by SULLIVAN,MARK",2
08:22,"SUB OUT by HAMILTON,SHAWN",,,,,,,"SUB OUT by HAMILTON,SHAWN",2
08:05,,59,,68 (+9),"GOOD 3PTR by GARRETT,TRAVIS",HENDRIX 59-68 (+9),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",2
07:40,"TURNOVER  by KOUREMETIS,JORDAN",,,,,,,"TURNOVER  by KOUREMETIS,JORDAN",2
07:40,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
07:25,"FOUL  by JOWELL,HARRIS",,,,,,,"FOUL  by JOWELL,HARRIS",2
07:25,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:25,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by BEHR,ZACH",,,,,,,"REBOUND DEF by BEHR,ZACH",2
07:16,"GOOD JUMPER by JOWELL,HARRIS",61,,68 (+7),,TLUMEN 61-68 (+7),,"GOOD JUMPER by JOWELL,HARRIS",2
--,"ASSIST  by KOUREMETIS,JORDAN",,,,,,,"ASSIST  by KOUREMETIS,JORDAN",2
06:49,,61,,70 (+9),"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HENDRIX 61-70 (+9),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
06:21,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
06:21,"GOOD FT by RAY,BLAKE",62,,70 (+8),,TLUMEN 62-70 (+8),,"GOOD FT by RAY,BLAKE",2
06:21,"MISS FT by RAY,BLAKE",,,,,,,"MISS FT by RAY,BLAKE",2
--,"REBOUND OFF by BEHR,ZACH",,,,,,,"REBOUND OFF by BEHR,ZACH",2
06:21,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
06:21,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
06:18,"MISS JUMPER by BEHR,ZACH",,,,,,,"MISS JUMPER by BEHR,ZACH",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
06:15,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",2
06:10,"GOOD JUMPER by BEHR,ZACH",64,,70 (+6),,TLUMEN 64-70 (+6),,"GOOD JUMPER by BEHR,ZACH",2
05:49,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by BEHR,ZACH",,,,,,,"REBOUND DEF by BEHR,ZACH",2
05:36,"MISS JUMPER by JOWELL,HARRIS",,,,,,,"MISS JUMPER by JOWELL,HARRIS",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
05:33,"FOUL  by JOWELL,HARRIS",,,,,,,"FOUL  by JOWELL,HARRIS",2
05:33,,,,,"MISS FT by GARRETT,TRAVIS",,,"MISS FT by GARRETT,TRAVIS",2
--,"REBOUND DEF by BEHR,ZACH",,,,,,,"REBOUND DEF by BEHR,ZACH",2
05:33,"SUB IN by GILLETTE,MATTHEW",,,,,,,"SUB IN by GILLETTE,MATTHEW",2
05:33,"SUB OUT by JOWELL,HARRIS",,,,,,,"SUB OUT by JOWELL,HARRIS",2
05:33,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
05:33,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
05:33,,,,,"SUB IN by ALDOUS,HANK",,,"SUB IN by ALDOUS,HANK",2
05:33,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",2
05:33,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
05:33,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
05:20,"MISS 3PTR by RAY,BLAKE",,,,,,,"MISS 3PTR by RAY,BLAKE",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
04:53,,,,,"TURNOVER  by ALDOUS,HANK",,,"TURNOVER  by ALDOUS,HANK",2
04:52,"STEAL  by BEHR,ZACH",,,,,,,"STEAL  by BEHR,ZACH",2
04:44,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:16,,64,,72 (+8),"GOOD JUMPER by GARRETT,TRAVIS(in the paint)",HENDRIX 64-72 (+8),,"GOOD JUMPER by GARRETT,TRAVIS(in the paint)",2
--,,,,,"ASSIST  by ALDOUS,HANK",,,"ASSIST  by ALDOUS,HANK",2
04:15,"FOUL  by RAY,BLAKE",,,,,,,"FOUL  by RAY,BLAKE",2
04:15,,,,,"MISS FT by GARRETT,TRAVIS",,,"MISS FT by GARRETT,TRAVIS",2
--,"REBOUND DEF by BEHR,ZACH",,,,,,,"REBOUND DEF by BEHR,ZACH",2
03:53,"TURNOVER  by RAY,BLAKE",,,,,,,"TURNOVER  by RAY,BLAKE",2
03:53,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:41,,,,,"MISS JUMPER by GARRETT,TRAVIS",,,"MISS JUMPER by GARRETT,TRAVIS",2
03:41,"BLOCK  by RAY,BLAKE",,,,,,,"BLOCK  by RAY,BLAKE",2
--,"REBOUND DEF by KOUREMETIS,JORDAN",,,,,,,"REBOUND DEF by KOUREMETIS,JORDAN",2
03:18,"GOOD JUMPER by BEHR,ZACH(in the paint)",66,,72 (+6),,TLUMEN 66-72 (+6),,"GOOD JUMPER by BEHR,ZACH(in the paint)",2
--,"ASSIST  by KOUREMETIS,JORDAN",,,,,,,"ASSIST  by KOUREMETIS,JORDAN",2
03:17,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
03:17,"MISS FT by BEHR,ZACH",,,,,,,"MISS FT by BEHR,ZACH",2
--,,,,,"REBOUND DEF by ALDOUS,HANK",,,"REBOUND DEF by ALDOUS,HANK",2
03:05,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",2
--,"REBOUND DEF by BEHR,ZACH",,,,,,,"REBOUND DEF by BEHR,ZACH",2
02:52,"MISS LAYUP by BEHR,ZACH",,,,,,,"MISS LAYUP by BEHR,ZACH",2
02:52,,,,,"BLOCK  by ALDOUS,HANK",,,"BLOCK  by ALDOUS,HANK",2
--,"REBOUND OFF by GILLETTE,MATTHEW",,,,,,,"REBOUND OFF by GILLETTE,MATTHEW",2
02:49,"GOOD LAYUP by GILLETTE,MATTHEW(in the paint)",68,,72 (+4),,TLUMEN 68-72 (+4),,"GOOD LAYUP by GILLETTE,MATTHEW(in the paint)",2
02:20,,,,,"MISS LAYUP by ALDOUS,HANK",,,"MISS LAYUP by ALDOUS,HANK",2
--,"REBOUND DEF by GILLETTE,MATTHEW",,,,,,,"REBOUND DEF by GILLETTE,MATTHEW",2
01:54,"TURNOVER  by GILLETTE,MATTHEW",,,,,,,"TURNOVER  by GILLETTE,MATTHEW",2
01:53,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
01:45,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
01:45,,68,,73 (+5),"GOOD FT by LINK,JACOB",HENDRIX 68-73 (+5),,"GOOD FT by LINK,JACOB",2
01:45,,68,,74 (+6),"GOOD FT by LINK,JACOB",HENDRIX 68-74 (+6),,"GOOD FT by LINK,JACOB",2
01:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:45,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
01:45,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
01:35,"MISS 3PTR by BEHR,ZACH",,,,,,,"MISS 3PTR by BEHR,ZACH",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
01:32,"FOUL  by RAY,BLAKE",,,,,,,"FOUL  by RAY,BLAKE",2
01:32,,68,,75 (+7),"GOOD FT by GARRETT,TRAVIS",HENDRIX 68-75 (+7),,"GOOD FT by GARRETT,TRAVIS",2
01:32,,,,,"MISS FT by GARRETT,TRAVIS",,,"MISS FT by GARRETT,TRAVIS",2
--,"REBOUND DEF by GILLETTE,MATTHEW",,,,,,,"REBOUND DEF by GILLETTE,MATTHEW",2
01:32,"SUB IN by HAMILTON,SHAWN",,,,,,,"SUB IN by HAMILTON,SHAWN",2
01:32,"SUB OUT by RAY,BLAKE",,,,,,,"SUB OUT by RAY,BLAKE",2
01:17,"GOOD 3PTR by SULLIVAN,MICHAEL",71,,75 (+4),,TLUMEN 71-75 (+4),,"GOOD 3PTR by SULLIVAN,MICHAEL",2
--,"ASSIST  by BEHR,ZACH",,,,,,,"ASSIST  by BEHR,ZACH",2
01:14,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:46,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by ALDOUS,HANK",,,"REBOUND OFF by ALDOUS,HANK",2
00:36,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
00:36,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:36,,71,,76 (+5),"GOOD FT by SMITH,PRESTON",HENDRIX 71-76 (+5),,"GOOD FT by SMITH,PRESTON",2
00:29,"GOOD 3PTR by SULLIVAN,MICHAEL",74,,76 (+2),,TLUMEN 74-76 (+2),,"GOOD 3PTR by SULLIVAN,MICHAEL",2
00:28,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:28,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
00:28,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
00:20,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
00:20,,74,,77 (+3),"GOOD FT by SMITH,PRESTON",HENDRIX 74-77 (+3),,"GOOD FT by SMITH,PRESTON",2
00:20,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by GARRETT,TRAVIS",,,"REBOUND OFF by GARRETT,TRAVIS",2
00:20,"SUB IN by SULLIVAN,MARK",,,,,,,"SUB IN by SULLIVAN,MARK",2
00:20,"SUB OUT by GILLETTE,MATTHEW",,,,,,,"SUB OUT by GILLETTE,MATTHEW",2
00:20,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
00:20,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
00:17,"FOUL  by KOUREMETIS,JORDAN",,,,,,,"FOUL  by KOUREMETIS,JORDAN",2
00:17,,74,,78 (+4),"GOOD FT by GARRETT,TRAVIS",HENDRIX 74-78 (+4),,"GOOD FT by GARRETT,TRAVIS",2
00:17,,74,,79 (+5),"GOOD FT by GARRETT,TRAVIS",HENDRIX 74-79 (+5),,"GOOD FT by GARRETT,TRAVIS",2
00:11,"SUB IN by KOUREMETIS,JACOB",,,,,,,"SUB IN by KOUREMETIS,JACOB",2
00:11,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
00:10,"GOOD 3PTR by KOUREMETIS,JORDAN",77,,79 (+2),,TLUMEN 77-79 (+2),,"GOOD 3PTR by KOUREMETIS,JORDAN",2
--,"ASSIST  by SULLIVAN,MARK",,,,,,,"ASSIST  by SULLIVAN,MARK",2
00:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:08,"SUB IN by CAGE,ALEX",,,,,,,"SUB IN by CAGE,ALEX",2
00:08,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",2
