Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,MVC,Game Score,Team Indicator,Play,Period
17:58,,,,,"MISS JUMPER by SONGSTER,CALVIN",,,"MISS JUMPER by SONGSTER,CALVIN",1
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",1
17:33,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",1
--,,,,,"REBOUND DEF by SPICER,TYLER",,,"REBOUND DEF by SPICER,TYLER",1
17:26,,7 (+5),,2,"GOOD LAYUP by SONGSTER,CALVIN(fastbreak)(in the paint)",MVC 7-2 (+5),,"GOOD LAYUP by SONGSTER,CALVIN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BROOKS,JOSHUA",,,"ASSIST  by BROOKS,JOSHUA",1
17:11,"MISS LAYUP by ALDOUS,HANK",,,,,,,"MISS LAYUP by ALDOUS,HANK",1
17:11,,,,,"BLOCK  by HOPPA,DANTE",,,"BLOCK  by HOPPA,DANTE",1
--,"REBOUND OFF by ALDOUS,HANK",,,,,,,"REBOUND OFF by ALDOUS,HANK",1
17:10,,,,,"FOUL  by SPICER,TYLER",,,"FOUL  by SPICER,TYLER",1
17:02,,,,,"FOUL  by SONGSTER,CALVIN",,,"FOUL  by SONGSTER,CALVIN",1
17:02,"GOOD FT by LINK,JACOB",8 (+6),,2,,HENDRIX 8-2 (+6),,"GOOD FT by LINK,JACOB",1
17:02,"GOOD FT by LINK,JACOB",9 (+7),,2,,HENDRIX 9-2 (+7),,"GOOD FT by LINK,JACOB",1
16:43,,,,,"TURNOVER  by NOKES,COLT",,,"TURNOVER  by NOKES,COLT",1
16:41,"STEAL  by LITTLEFIELD,GEAREN",,,,,,,"STEAL  by LITTLEFIELD,GEAREN",1
16:32,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",11 (+9),,2,,HENDRIX 11-2 (+9),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",1
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",1
16:20,,11 (+7),,4,"GOOD LAYUP by BROOKS,JOSHUA(fastbreak)(in the paint)",MVC 11-4 (+7),,"GOOD LAYUP by BROOKS,JOSHUA(fastbreak)(in the paint)",1
16:08,"GOOD 3PTR by GARRETT,TRAVIS",14 (+10),,4,,HENDRIX 14-4 (+10),,"GOOD 3PTR by GARRETT,TRAVIS",1
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",1
15:54,,,,,"MISS 3PTR by SONGSTER,CALVIN",,,"MISS 3PTR by SONGSTER,CALVIN",1
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
15:43,"GOOD 3PTR by ALDOUS,HANK",17 (+13),,4,,HENDRIX 17-4 (+13),,"GOOD 3PTR by ALDOUS,HANK",1
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",1
15:28,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
15:28,,,,,"SUB IN by WATSON,CHRIS",,,"SUB IN by WATSON,CHRIS",1
15:28,,,,,"SUB IN by BOWYER,JAY",,,"SUB IN by BOWYER,JAY",1
15:28,,,,,"SUB IN by GARCIA,EMANUELLE",,,"SUB IN by GARCIA,EMANUELLE",1
15:28,,,,,"SUB OUT by HOPPA,DANTE",,,"SUB OUT by HOPPA,DANTE",1
15:28,,,,,"SUB OUT by SONGSTER,CALVIN",,,"SUB OUT by SONGSTER,CALVIN",1
15:28,,,,,"SUB OUT by NOKES,COLT",,,"SUB OUT by NOKES,COLT",1
15:10,,17 (+11),,6,"GOOD JUMPER by WATSON,CHRIS",MVC 17-6 (+11),,"GOOD JUMPER by WATSON,CHRIS",1
--,,,,,"ASSIST  by BOWYER,JAY",,,"ASSIST  by BOWYER,JAY",1
15:00,"MISS 3PTR by ALDOUS,HANK",,,,,,,"MISS 3PTR by ALDOUS,HANK",1
--,,,,,"REBOUND DEF by BROOKS,JOSHUA",,,"REBOUND DEF by BROOKS,JOSHUA",1
14:54,,,,,"TURNOVER  by BROOKS,JOSHUA",,,"TURNOVER  by BROOKS,JOSHUA",1
14:53,"STEAL  by LINK,JACOB",,,,,,,"STEAL  by LINK,JACOB",1
14:50,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",19 (+13),,6,,HENDRIX 19-6 (+13),,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",1
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",1
14:32,,,,,"MISS JUMPER by GARCIA,EMANUELLE",,,"MISS JUMPER by GARCIA,EMANUELLE",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
14:31,,,,,"SUB IN by BOWMAN,EMIER",,,"SUB IN by BOWMAN,EMIER",1
14:31,,,,,"SUB OUT by SPICER,TYLER",,,"SUB OUT by SPICER,TYLER",1
14:16,"MISS JUMPER by SMITH,PRESTON",,,,,,,"MISS JUMPER by SMITH,PRESTON",1
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",1
14:12,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",1
14:12,,,,,"BLOCK  by WATSON,CHRIS",,,"BLOCK  by WATSON,CHRIS",1
--,,,,,"REBOUND DEF by BOWMAN,EMIER",,,"REBOUND DEF by BOWMAN,EMIER",1
13:57,,,,,"MISS 3PTR by BROOKS,JOSHUA",,,"MISS 3PTR by BROOKS,JOSHUA",1
--,,,,,"REBOUND OFF by BOWMAN,EMIER",,,"REBOUND OFF by BOWMAN,EMIER",1
13:53,,,,,"MISS 3PTR by GARCIA,EMANUELLE",,,"MISS 3PTR by GARCIA,EMANUELLE",1
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
13:32,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",1
13:31,,,,,"STEAL  by BOWMAN,EMIER",,,"STEAL  by BOWMAN,EMIER",1
13:26,,,,,"MISS 3PTR by BOWYER,JAY",,,"MISS 3PTR by BOWYER,JAY",1
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",1
13:10,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",21 (+15),,6,,HENDRIX 21-6 (+15),,"GOOD LAYUP by GARRETT,TRAVIS(in the paint)",1
12:54,,,,,"MISS JUMPER by BOWYER,JAY",,,"MISS JUMPER by BOWYER,JAY",1
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
12:46,,,,,"FOUL  by BOWMAN,EMIER",,,"FOUL  by BOWMAN,EMIER",1
12:46,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",1
12:46,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",1
12:46,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",1
12:46,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",1
12:46,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",1
12:46,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",1
12:46,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",1
12:46,,,,,"SUB IN by BOWMAN,BLAKE",,,"SUB IN by BOWMAN,BLAKE",1
12:46,,,,,"SUB OUT by BROOKS,JOSHUA",,,"SUB OUT by BROOKS,JOSHUA",1
12:30,"TURNOVER  by NOTLEY,CHANDLER",,,,,,,"TURNOVER  by NOTLEY,CHANDLER",1
12:28,,,,,"STEAL  by BOWMAN,EMIER",,,"STEAL  by BOWMAN,EMIER",1
12:22,,,,,"MISS 3PTR by BOWMAN,EMIER",,,"MISS 3PTR by BOWMAN,EMIER",1
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",1
12:09,"TURNOVER  by BATCHELOR,BRYCE",,,,,,,"TURNOVER  by BATCHELOR,BRYCE",1
11:51,,21 (+13),,8,"GOOD LAYUP by BOWMAN,BLAKE(in the paint)",MVC 21-8 (+13),,"GOOD LAYUP by BOWMAN,BLAKE(in the paint)",1
11:51,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",1
11:51,,21 (+12),,9,"GOOD FT by BOWMAN,BLAKE",MVC 21-9 (+12),,"GOOD FT by BOWMAN,BLAKE",1
11:51,,,,,"SUB IN by NOKES,COLT",,,"SUB IN by NOKES,COLT",1
11:51,,,,,"SUB OUT by WATSON,CHRIS",,,"SUB OUT by WATSON,CHRIS",1
11:37,,,,,"FOUL  by BOWYER,JAY",,,"FOUL  by BOWYER,JAY",1
11:27,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",1
--,,,,,"REBOUND DEF by NOKES,COLT",,,"REBOUND DEF by NOKES,COLT",1
11:26,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",1
11:18,"FOUL  by NOTLEY,CHANDLER",,,,,,,"FOUL  by NOTLEY,CHANDLER",1
11:04,,,,,"MISS JUMPER by BOWYER,JAY",,,"MISS JUMPER by BOWYER,JAY",1
--,,,,,"REBOUND OFF by BOWYER,JAY",,,"REBOUND OFF by BOWYER,JAY",1
10:51,,21 (+10),,11,"GOOD JUMPER by NOKES,COLT(in the paint)",MVC 21-11 (+10),,"GOOD JUMPER by NOKES,COLT(in the paint)",1
10:30,"TURNOVER  by BATCHELOR,BRYCE",,,,,,,"TURNOVER  by BATCHELOR,BRYCE",1
10:30,,,,,"SUB IN by BROOKS,JOSHUA",,,"SUB IN by BROOKS,JOSHUA",1
10:30,,,,,"SUB OUT by BOWYER,JAY",,,"SUB OUT by BOWYER,JAY",1
10:20,,,,,"FOUL  by NOKES,COLT",,,"FOUL  by NOKES,COLT",1
10:20,,,,,"TURNOVER  by NOKES,COLT",,,"TURNOVER  by NOKES,COLT",1
10:20,,,,,"SUB IN by SONGSTER,CALVIN",,,"SUB IN by SONGSTER,CALVIN",1
10:20,,,,,"SUB OUT by BOWMAN,BLAKE",,,"SUB OUT by BOWMAN,BLAKE",1
10:07,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",1
--,,,,,"REBOUND DEF by GARCIA,EMANUELLE",,,"REBOUND DEF by GARCIA,EMANUELLE",1
09:55,,,,,"MISS JUMPER by SONGSTER,CALVIN",,,"MISS JUMPER by SONGSTER,CALVIN",1
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",1
09:35,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",1
09:34,,,,,"STEAL  by NOKES,COLT",,,"STEAL  by NOKES,COLT",1
09:29,,,,,"TURNOVER  by GARCIA,EMANUELLE",,,"TURNOVER  by GARCIA,EMANUELLE",1
09:29,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",1
09:29,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",1
09:29,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",1
09:29,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",1
09:29,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",1
09:29,,,,,"SUB IN by HOPPA,DANTE",,,"SUB IN by HOPPA,DANTE",1
09:29,,,,,"SUB IN by SPICER,TYLER",,,"SUB IN by SPICER,TYLER",1
09:29,,,,,"SUB OUT by GARCIA,EMANUELLE",,,"SUB OUT by GARCIA,EMANUELLE",1
09:11,"MISS JUMPER by GARRETT,TRAVIS",,,,,,,"MISS JUMPER by GARRETT,TRAVIS",1
--,,,,,"REBOUND DEF by SPICER,TYLER",,,"REBOUND DEF by SPICER,TYLER",1
08:56,,21 (+7),,14,"GOOD 3PTR by HOPPA,DANTE",MVC 21-14 (+7),,"GOOD 3PTR by HOPPA,DANTE",1
--,,,,,"ASSIST  by SPICER,TYLER",,,"ASSIST  by SPICER,TYLER",1
08:48,,,,,"FOUL  by BROOKS,JOSHUA",,,"FOUL  by BROOKS,JOSHUA",1
08:48,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
08:39,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",1
08:39,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",1
08:36,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",1
08:36,,21 (+6),,15,"GOOD FT by HOPPA,DANTE",MVC 21-15 (+6),,"GOOD FT by HOPPA,DANTE",1
08:36,,21 (+5),,16,"GOOD FT by HOPPA,DANTE",MVC 21-16 (+5),,"GOOD FT by HOPPA,DANTE",1
08:18,"MISS JUMPER by ALDOUS,HANK",,,,,,,"MISS JUMPER by ALDOUS,HANK",1
--,,,,,"REBOUND DEF by HOPPA,DANTE",,,"REBOUND DEF by HOPPA,DANTE",1
08:05,,,,,"TURNOVER  by BROOKS,JOSHUA",,,"TURNOVER  by BROOKS,JOSHUA",1
08:05,"STEAL  by SMITH,PRESTON",,,,,,,"STEAL  by SMITH,PRESTON",1
07:49,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",23 (+7),,16,,HENDRIX 23-16 (+7),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",1
07:38,,23 (+4),,19,"GOOD 3PTR by HOPPA,DANTE",MVC 23-19 (+4),,"GOOD 3PTR by HOPPA,DANTE",1
--,,,,,"ASSIST  by NOKES,COLT",,,"ASSIST  by NOKES,COLT",1
07:18,"GOOD JUMPER by GARRETT,TRAVIS",25 (+6),,19,,HENDRIX 25-19 (+6),,"GOOD JUMPER by GARRETT,TRAVIS",1
06:56,,,,,"MISS 3PTR by HOPPA,DANTE",,,"MISS 3PTR by HOPPA,DANTE",1
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",1
06:47,,,,,"FOUL  by NOKES,COLT",,,"FOUL  by NOKES,COLT",1
06:47,"GOOD FT by LITTLEFIELD,GEAREN",26 (+7),,19,,HENDRIX 26-19 (+7),,"GOOD FT by LITTLEFIELD,GEAREN",1
06:47,"GOOD FT by LITTLEFIELD,GEAREN",27 (+8),,19,,HENDRIX 27-19 (+8),,"GOOD FT by LITTLEFIELD,GEAREN",1
06:47,,,,,"SUB IN by BOWYER,JAY",,,"SUB IN by BOWYER,JAY",1
06:47,,,,,"SUB IN by WATSON,CHRIS",,,"SUB IN by WATSON,CHRIS",1
06:47,,,,,"SUB OUT by NOKES,COLT",,,"SUB OUT by NOKES,COLT",1
06:36,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",1
06:36,,27 (+7),,20,"GOOD FT by SONGSTER,CALVIN",MVC 27-20 (+7),,"GOOD FT by SONGSTER,CALVIN",1
06:36,,,,,"MISS FT by SONGSTER,CALVIN",,,"MISS FT by SONGSTER,CALVIN",1
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",1
06:28,"TURNOVER  by ALDOUS,HANK",,,,,,,"TURNOVER  by ALDOUS,HANK",1
06:28,,,,,"SUB OUT by SPICER,TYLER",,,"SUB OUT by SPICER,TYLER",1
06:05,,27 (+4),,23,"GOOD 3PTR by BOWYER,JAY",MVC 27-23 (+4),,"GOOD 3PTR by BOWYER,JAY",1
--,,,,,"ASSIST  by SONGSTER,CALVIN",,,"ASSIST  by SONGSTER,CALVIN",1
05:47,,,,,"FOUL  by WATSON,CHRIS",,,"FOUL  by WATSON,CHRIS",1
05:47,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:47,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",1
--,,,,,"REBOUND DEF by BOWMAN,EMIER",,,"REBOUND DEF by BOWMAN,EMIER",1
05:47,,,,,"SUB OUT by HOPPA,DANTE",,,"SUB OUT by HOPPA,DANTE",1
05:25,,,,,"MISS JUMPER by BROOKS,JOSHUA",,,"MISS JUMPER by BROOKS,JOSHUA",1
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
05:12,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",29 (+6),,23,,HENDRIX 29-23 (+6),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",1
05:12,,,,,"FOUL  by BOWMAN,EMIER",,,"FOUL  by BOWMAN,EMIER",1
05:12,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",1
--,,,,,"REBOUND DEF by BOWMAN,EMIER",,,"REBOUND DEF by BOWMAN,EMIER",1
05:12,,,,,"SUB IN by SPICER,TYLER",,,"SUB IN by SPICER,TYLER",1
05:12,,,,,"SUB OUT by WATSON,CHRIS",,,"SUB OUT by WATSON,CHRIS",1
05:00,,,,,"MISS JUMPER by BOWMAN,EMIER",,,"MISS JUMPER by BOWMAN,EMIER",1
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",1
04:48,"GOOD 3PTR by SMITH,PRESTON",32 (+9),,23,,HENDRIX 32-23 (+9),,"GOOD 3PTR by SMITH,PRESTON",1
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",1
04:32,,,,,"MISS LAYUP by BROOKS,JOSHUA",,,"MISS LAYUP by BROOKS,JOSHUA",1
--,"REBOUND DEF by ALDOUS,HANK",,,,,,,"REBOUND DEF by ALDOUS,HANK",1
04:16,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",1
04:14,,,,,"STEAL  by BOWMAN,EMIER",,,"STEAL  by BOWMAN,EMIER",1
04:10,,,,,"TURNOVER  by SONGSTER,CALVIN",,,"TURNOVER  by SONGSTER,CALVIN",1
04:04,"MISS JUMPER by SMITH,PRESTON",,,,,,,"MISS JUMPER by SMITH,PRESTON",1
--,,,,,"REBOUND DEF by BOWMAN,EMIER",,,"REBOUND DEF by BOWMAN,EMIER",1
03:57,,32 (+7),,25,"GOOD LAYUP by SONGSTER,CALVIN(fastbreak)(in the paint)",MVC 32-25 (+7),,"GOOD LAYUP by SONGSTER,CALVIN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BOWYER,JAY",,,"ASSIST  by BOWYER,JAY",1
03:45,,,,,"FOUL  by SONGSTER,CALVIN",,,"FOUL  by SONGSTER,CALVIN",1
03:45,"GOOD FT by LITTLEFIELD,GEAREN",33 (+8),,25,,HENDRIX 33-25 (+8),,"GOOD FT by LITTLEFIELD,GEAREN",1
03:45,"GOOD FT by LITTLEFIELD,GEAREN",34 (+9),,25,,HENDRIX 34-25 (+9),,"GOOD FT by LITTLEFIELD,GEAREN",1
03:45,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",1
03:45,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",1
03:45,"SUB OUT by ALDOUS,HANK",,,,,,,"SUB OUT by ALDOUS,HANK",1
03:45,,,,,"SUB IN by GARCIA,EMANUELLE",,,"SUB IN by GARCIA,EMANUELLE",1
03:45,,,,,"SUB OUT by SONGSTER,CALVIN",,,"SUB OUT by SONGSTER,CALVIN",1
03:25,,,,,"MISS JUMPER by BROOKS,JOSHUA",,,"MISS JUMPER by BROOKS,JOSHUA",1
--,,,,,"REBOUND OFF by BROOKS,JOSHUA",,,"REBOUND OFF by BROOKS,JOSHUA",1
03:23,,,,,"MISS JUMPER by BROOKS,JOSHUA",,,"MISS JUMPER by BROOKS,JOSHUA",1
--,,,,,"REBOUND OFF by SPICER,TYLER",,,"REBOUND OFF by SPICER,TYLER",1
03:18,,34 (+6),,28,"GOOD 3PTR by SPICER,TYLER",MVC 34-28 (+6),,"GOOD 3PTR by SPICER,TYLER",1
--,,,,,"ASSIST  by BOWMAN,EMIER",,,"ASSIST  by BOWMAN,EMIER",1
03:02,,,,,"FOUL  by BROOKS,JOSHUA",,,"FOUL  by BROOKS,JOSHUA",1
03:02,"GOOD FT by SMITH,PRESTON",35 (+7),,28,,HENDRIX 35-28 (+7),,"GOOD FT by SMITH,PRESTON",1
03:02,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",1
--,,,,,"REBOUND DEF by NOKES,COLT",,,"REBOUND DEF by NOKES,COLT",1
03:02,,,,,"SUB IN by NOKES,COLT",,,"SUB IN by NOKES,COLT",1
03:02,,,,,"SUB IN by HOPPA,DANTE",,,"SUB IN by HOPPA,DANTE",1
02:40,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",1
02:40,,35 (+6),,29,"GOOD FT by NOKES,COLT",MVC 35-29 (+6),,"GOOD FT by NOKES,COLT",1
02:40,,,,,"MISS FT by NOKES,COLT",,,"MISS FT by NOKES,COLT",1
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",1
02:40,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",1
02:13,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",1
02:11,,,,,"STEAL  by BOWYER,JAY",,,"STEAL  by BOWYER,JAY",1
02:08,,,,,"MISS LAYUP by BOWYER,JAY",,,"MISS LAYUP by BOWYER,JAY",1
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",1
01:54,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
01:51,,,,,"SUB OUT by BOWYER,JAY",,,"SUB OUT by BOWYER,JAY",1
01:37,,35 (+3),,32,"GOOD 3PTR by GARCIA,EMANUELLE",MVC 35-32 (+3),,"GOOD 3PTR by GARCIA,EMANUELLE",1
--,,,,,"ASSIST  by BROOKS,JOSHUA",,,"ASSIST  by BROOKS,JOSHUA",1
01:16,"TURNOVER  by CALAMESE,MICHAEL",,,,,,,"TURNOVER  by CALAMESE,MICHAEL",1
01:15,,,,,"STEAL  by BROOKS,JOSHUA",,,"STEAL  by BROOKS,JOSHUA",1
01:14,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",1
01:14,,35 (+2),,33,"GOOD FT by HOPPA,DANTE",MVC 35-33 (+2),,"GOOD FT by HOPPA,DANTE",1
01:14,,,,,"MISS FT by HOPPA,DANTE",,,"MISS FT by HOPPA,DANTE",1
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",1
01:14,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",1
01:14,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",1
01:14,,,,,"SUB IN by BOWMAN,BLAKE",,,"SUB IN by BOWMAN,BLAKE",1
01:14,,,,,"SUB OUT by NOKES,COLT",,,"SUB OUT by NOKES,COLT",1
00:56,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",1
--,"REBOUND OFF by GARRETT,TRAVIS",,,,,,,"REBOUND OFF by GARRETT,TRAVIS",1
00:52,,,,,"FOUL  by SPICER,TYLER",,,"FOUL  by SPICER,TYLER",1
00:52,"MISS FT by GARRETT,TRAVIS",,,,,,,"MISS FT by GARRETT,TRAVIS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:52,"MISS FT by GARRETT,TRAVIS",,,,,,,"MISS FT by GARRETT,TRAVIS",1
--,,,,,"REBOUND DEF by HOPPA,DANTE",,,"REBOUND DEF by HOPPA,DANTE",1
00:52,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",1
00:52,,,,,"SUB IN by BOWYER,JAY",,,"SUB IN by BOWYER,JAY",1
00:52,,,,,"SUB OUT by BROOKS,JOSHUA",,,"SUB OUT by BROOKS,JOSHUA",1
00:41,,,,,"TURNOVER  by BOWMAN,BLAKE",,,"TURNOVER  by BOWMAN,BLAKE",1
00:41,"SUB IN by ALDOUS,HANK",,,,,,,"SUB IN by ALDOUS,HANK",1
00:41,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",1
00:24,"MISS JUMPER by STEELE,AARON",,,,,,,"MISS JUMPER by STEELE,AARON",1
--,,,,,"REBOUND DEF by SPICER,TYLER",,,"REBOUND DEF by SPICER,TYLER",1
00:08,,,,,"MISS JUMPER by SPICER,TYLER",,,"MISS JUMPER by SPICER,TYLER",1
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",1
