Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
00:39,,,,,"MISS LAYUP by HOLLAND,ELI(in the paint)",,,"MISS LAYUP by HOLLAND,ELI(in the paint)",1
--,"REBOUND DEF by BISHOP,BRYSON",,,,,,,"REBOUND DEF by BISHOP,BRYSON",1
00:16,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",1
00:16,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:16,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",1
00:16,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",1
00:01,,,,,"MISS JUMPER by MARR,RUSS",,,"MISS JUMPER by MARR,RUSS",1
--,,,,,"REBOUND OFF by SMITH,GRAHAM",,,"REBOUND OFF by SMITH,GRAHAM",1
20:00,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
20:00,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
20:00,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
20:00,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
19:49,"MISS JUMPER by GILLISPIE,JAY(in the paint)",,,,,,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
19:34,,32,,34 (+2),"GOOD 3PTR by CORRIGAN,TRE",Sewan 32-34 (+2),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
19:16,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",34,,34,,BSC 34-34 (0),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
18:57,,,,,"MISS JUMPER by KAHL,COLIN(in the paint)",,,"MISS JUMPER by KAHL,COLIN(in the paint)",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
18:43,"GOOD 3PTR by DEAN,NOLAN",37 (+3),,34,,BSC 37-34 (-3),,"GOOD 3PTR by DEAN,NOLAN",2
--,"ASSIST  by JACKSON,MARTISE",,,,,,,"ASSIST  by JACKSON,MARTISE",2
18:21,,,,,"MISS 3PTR by KAHL,COLIN",,,"MISS 3PTR by KAHL,COLIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:59,"GOOD JUMPER by DEAN,NOLAN(in the paint)",39 (+5),,34,,BSC 39-34 (-5),,"GOOD JUMPER by DEAN,NOLAN(in the paint)",2
17:42,,39 (+2),,37,"GOOD 3PTR by CORRIGAN,TRE",Sewan 39-37 (-2),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
17:23,"MISS 3PTR by GILLISPIE,JAY",,,,,,,"MISS 3PTR by GILLISPIE,JAY",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
17:18,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
17:18,,,,,"BLOCK  by SMITH,GRAHAM",,,"BLOCK  by SMITH,GRAHAM",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
17:08,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
16:57,"GOOD 3PTR by JACKSON,MARTISE",42 (+5),,37,,BSC 42-37 (-5),,"GOOD 3PTR by JACKSON,MARTISE",2
--,"ASSIST  by GILLISPIE,JAY",,,,,,,"ASSIST  by GILLISPIE,JAY",2
16:36,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
16:36,"BLOCK  by CHILDERS,JOSH",,,,,,,"BLOCK  by CHILDERS,JOSH",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
16:16,"MISS JUMPER by GREEN,KALEB",,,,,,,"MISS JUMPER by GREEN,KALEB",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
15:58,,42 (+3),,39,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",Sewan 42-39 (-3),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
15:41,"TURNOVER  by JACKSON,MARTISE",,,,,,,"TURNOVER  by JACKSON,MARTISE",2
15:41,,,,,"STEAL  by SMITH,GRAHAM",,,"STEAL  by SMITH,GRAHAM",2
15:34,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
15:34,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:34,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
15:34,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
15:34,,,,,"SUB IN by WILLIAMS,RASHAUN",,,"SUB IN by WILLIAMS,RASHAUN",2
15:34,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
15:34,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
15:34,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
15:34,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
15:34,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
15:34,,42 (+2),,40,"GOOD FT by AVALIANI,LUKA",Sewan 42-40 (-2),,"GOOD FT by AVALIANI,LUKA",2
15:34,,42 (+1),,41,"GOOD FT by AVALIANI,LUKA",Sewan 42-41 (-1),,"GOOD FT by AVALIANI,LUKA",2
15:23,"GOOD JUMPER by DEAN,NOLAN",44 (+3),,41,,BSC 44-41 (-3),,"GOOD JUMPER by DEAN,NOLAN",2
--,"ASSIST  by GILLISPIE,JAY",,,,,,,"ASSIST  by GILLISPIE,JAY",2
14:57,,44 (+1),,43,"GOOD LAYUP by CORRIGAN,TRE(in the paint)",Sewan 44-43 (-1),,"GOOD LAYUP by CORRIGAN,TRE(in the paint)",2
14:49,"MISS JUMPER by DAVIS,BRODY(in the paint)",,,,,,,"MISS JUMPER by DAVIS,BRODY(in the paint)",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
14:28,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
14:28,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
14:28,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
14:15,,,,,"MISS 3PTR by WILLIAMS,RASHAUN",,,"MISS 3PTR by WILLIAMS,RASHAUN",2
14:15,"BLOCK  by DEAN,NOLAN",,,,,,,"BLOCK  by DEAN,NOLAN",2
--,,,,,"REBOUND OFF by MARR,RUSS",,,"REBOUND OFF by MARR,RUSS",2
14:10,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by SPENCE,SAMUEL",,,,,,,"REBOUND DEF by SPENCE,SAMUEL",2
13:56,"MISS JUMPER by PATRICK,DYLAN(in the paint)",,,,,,,"MISS JUMPER by PATRICK,DYLAN(in the paint)",2
--,,,,,"REBOUND DEF by HOLLAND,ELI",,,"REBOUND DEF by HOLLAND,ELI",2
13:41,"FOUL  by PATRICK,DYLAN",,,,,,,"FOUL  by PATRICK,DYLAN",2
13:41,,,,,"MISS FT by CORRIGAN,TRE",,,"MISS FT by CORRIGAN,TRE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:41,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
13:41,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
13:41,,,,,"MISS FT by CORRIGAN,TRE",,,"MISS FT by CORRIGAN,TRE",2
--,"REBOUND DEF by SPENCE,SAMUEL",,,,,,,"REBOUND DEF by SPENCE,SAMUEL",2
13:30,"MISS LAYUP by GREEN,KALEB(in the paint)",,,,,,,"MISS LAYUP by GREEN,KALEB(in the paint)",2
--,"REBOUND OFF by DAVIS,BRODY",,,,,,,"REBOUND OFF by DAVIS,BRODY",2
13:27,,,,,"FOUL  by WILLIAMS,RASHAUN",,,"FOUL  by WILLIAMS,RASHAUN",2
13:27,"MISS FT by DAVIS,BRODY",,,,,,,"MISS FT by DAVIS,BRODY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:27,,,,,"SUB OUT by WILLIAMS,RASHAUN",,,"SUB OUT by WILLIAMS,RASHAUN",2
13:27,,,,,"SUB IN by ROWE,GRANT",,,"SUB IN by ROWE,GRANT",2
13:27,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
13:27,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
13:27,"MISS FT by DAVIS,BRODY",,,,,,,"MISS FT by DAVIS,BRODY",2
--,,,,,"REBOUND DEF by HOLLAND,ELI",,,"REBOUND DEF by HOLLAND,ELI",2
13:22,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
13:22,"STEAL  by DAVIS,BRODY",,,,,,,"STEAL  by DAVIS,BRODY",2
13:15,"MISS 3PTR by SPENCE,SAMUEL",,,,,,,"MISS 3PTR by SPENCE,SAMUEL",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
13:08,,44,,45 (+1),"GOOD LAYUP by MARR,RUSS(fastbreak)(in the paint)",Sewan 44-45 (+1),,"GOOD LAYUP by MARR,RUSS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
12:47,"MISS JUMPER by DEAN,NOLAN(in the paint)",,,,,,,"MISS JUMPER by DEAN,NOLAN(in the paint)",2
--,"REBOUND OFF by DAVIS,BRODY",,,,,,,"REBOUND OFF by DAVIS,BRODY",2
12:42,"SUB OUT by DEAN,NOLAN",,,,,,,"SUB OUT by DEAN,NOLAN",2
12:42,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
12:29,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
12:29,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
12:29,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
12:25,"MISS JUMPER by DAVIS,BRODY(in the paint)",,,,,,,"MISS JUMPER by DAVIS,BRODY(in the paint)",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
12:16,,44,,48 (+4),"GOOD 3PTR by MARR,RUSS",Sewan 44-48 (+4),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
11:52,"GOOD 3PTR by BISHOP,BRYSON",47,,48 (+1),,BSC 47-48 (+1),,"GOOD 3PTR by BISHOP,BRYSON",2
--,"ASSIST  by SPENCE,SAMUEL",,,,,,,"ASSIST  by SPENCE,SAMUEL",2
11:34,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
11:34,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
11:34,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:34,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
11:34,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
11:34,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
11:34,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
11:19,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
11:07,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
11:00,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
10:54,"GOOD 3PTR by GREEN,KALEB",50 (+2),,48,,BSC 50-48 (-2),,"GOOD 3PTR by GREEN,KALEB",2
--,"ASSIST  by BISHOP,BRYSON",,,,,,,"ASSIST  by BISHOP,BRYSON",2
10:34,,,,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
10:26,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
10:26,"GOOD FT by GILLISPIE,JAY",51 (+3),,48,,BSC 51-48 (-3),,"GOOD FT by GILLISPIE,JAY",2
10:26,"GOOD FT by GILLISPIE,JAY",52 (+4),,48,,BSC 52-48 (-4),,"GOOD FT by GILLISPIE,JAY",2
10:07,,52 (+2),,50,"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 52-50 (-2),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
09:50,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",54 (+4),,50,,BSC 54-50 (-4),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
09:29,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
09:29,,54 (+3),,51,"GOOD FT by KAHL,COLIN",Sewan 54-51 (-3),,"GOOD FT by KAHL,COLIN",2
09:29,,,,,"SUB OUT by ROWE,GRANT",,,"SUB OUT by ROWE,GRANT",2
09:29,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
09:29,,54 (+2),,52,"GOOD FT by KAHL,COLIN",Sewan 54-52 (-2),,"GOOD FT by KAHL,COLIN",2
09:16,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
09:16,,,,,"BLOCK  by KAHL,COLIN",,,"BLOCK  by KAHL,COLIN",2
09:09,,54,,54,"GOOD LAYUP by AVALIANI,LUKA(fastbreak)(in the paint)",Sewan 54-54 (0),,"GOOD LAYUP by AVALIANI,LUKA(fastbreak)(in the paint)",2
09:01,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
08:53,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
08:45,,54,,56 (+2),"GOOD LAYUP by CORRIGAN,TRE(fastbreak)(in the paint)",Sewan 54-56 (+2),,"GOOD LAYUP by CORRIGAN,TRE(fastbreak)(in the paint)",2
08:45,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
08:45,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
08:45,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
08:45,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
08:45,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
08:45,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",2
08:28,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",56,,56,,BSC 56-56 (0),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,"ASSIST  by GILLISPIE,JAY",,,,,,,"ASSIST  by GILLISPIE,JAY",2
08:20,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
08:07,,,,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",2
08:07,"BLOCK  by CHILDERS,JOSH",,,,,,,"BLOCK  by CHILDERS,JOSH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:04,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
07:48,"MISS JUMPER by GREEN,KALEB(in the paint)",,,,,,,"MISS JUMPER by GREEN,KALEB(in the paint)",2
--,,,,,"REBOUND DEF by HOLLAND,ELI",,,"REBOUND DEF by HOLLAND,ELI",2
07:35,,,,,"MISS LAYUP by HOLLAND,ELI(in the paint)",,,"MISS LAYUP by HOLLAND,ELI(in the paint)",2
07:35,"BLOCK  by CHILDERS,JOSH",,,,,,,"BLOCK  by CHILDERS,JOSH",2
--,"REBOUND DEF by GARRIDO,BRANDAN",,,,,,,"REBOUND DEF by GARRIDO,BRANDAN",2
07:27,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",2
07:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:27,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
07:27,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
07:27,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
07:27,,,,,"SUB IN by WILLIAMS,RASHAUN",,,"SUB IN by WILLIAMS,RASHAUN",2
07:27,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
07:27,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
07:27,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
07:27,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
07:10,,,,,"MISS JUMPER by KAHL,COLIN",,,"MISS JUMPER by KAHL,COLIN",2
--,"REBOUND DEF by DEAN,NOLAN",,,,,,,"REBOUND DEF by DEAN,NOLAN",2
06:59,"MISS 3PTR by DEAN,NOLAN",,,,,,,"MISS 3PTR by DEAN,NOLAN",2
--,,,,,"REBOUND DEF by WILLIAMS,RASHAUN",,,"REBOUND DEF by WILLIAMS,RASHAUN",2
06:39,,56,,59 (+3),"GOOD 3PTR by MARR,RUSS",Sewan 56-59 (+3),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
06:16,"MISS JUMPER by GARRIDO,BRANDAN(in the paint)",,,,,,,"MISS JUMPER by GARRIDO,BRANDAN(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
06:01,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
06:01,"STEAL  by GARRIDO,BRANDAN",,,,,,,"STEAL  by GARRIDO,BRANDAN",2
05:47,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
05:47,"TURNOVER  by CHILDERS,JOSH",,,,,,,"TURNOVER  by CHILDERS,JOSH",2
05:47,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
05:47,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
05:47,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
05:47,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
05:47,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
05:47,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
05:26,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
05:26,"STEAL  by CHILDERS,JOSH",,,,,,,"STEAL  by CHILDERS,JOSH",2
05:16,"MISS JUMPER by GILLISPIE,JAY",,,,,,,"MISS JUMPER by GILLISPIE,JAY",2
05:16,,,,,"BLOCK  by MARR,RUSS",,,"BLOCK  by MARR,RUSS",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
05:03,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
04:44,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
--,"REBOUND OFF by DEAN,NOLAN",,,,,,,"REBOUND OFF by DEAN,NOLAN",2
04:32,"MISS 3PTR by JACKSON,MARTISE",,,,,,,"MISS 3PTR by JACKSON,MARTISE",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
04:24,,,,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",2
04:24,"BLOCK  by DEAN,NOLAN",,,,,,,"BLOCK  by DEAN,NOLAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:22,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
04:22,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
04:22,"SUB OUT by DEAN,NOLAN",,,,,,,"SUB OUT by DEAN,NOLAN",2
04:22,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
04:14,,56,,61 (+5),"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 56-61 (+5),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
04:14,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
04:14,,56,,62 (+6),"GOOD FT by MARR,RUSS",Sewan 56-62 (+6),,"GOOD FT by MARR,RUSS",2
04:14,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
04:14,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
04:00,"MISS LAYUP by GILLISPIE,JAY(in the paint)",,,,,,,"MISS LAYUP by GILLISPIE,JAY(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
03:44,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
03:25,"GOOD 3PTR by BISHOP,BRYSON",59,,62 (+3),,BSC 59-62 (+3),,"GOOD 3PTR by BISHOP,BRYSON",2
--,"ASSIST  by GREEN,KALEB",,,,,,,"ASSIST  by GREEN,KALEB",2
02:56,,,,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",2
02:56,"BLOCK  by CHILDERS,JOSH",,,,,,,"BLOCK  by CHILDERS,JOSH",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
02:48,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
02:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:48,,,,,"SUB OUT by WILLIAMS,RASHAUN",,,"SUB OUT by WILLIAMS,RASHAUN",2
02:48,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
02:48,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
02:48,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",2
02:48,"GOOD FT by JACKSON,MARTISE(fastbreak)",60,,62 (+2),,BSC 60-62 (+2),,"GOOD FT by JACKSON,MARTISE(fastbreak)",2
02:48,"MISS FT by JACKSON,MARTISE(fastbreak)",,,,,,,"MISS FT by JACKSON,MARTISE(fastbreak)",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
02:35,,60,,64 (+4),"GOOD JUMPER by MARR,RUSS(in the paint)",Sewan 60-64 (+4),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
02:03,"MISS LAYUP by DEAN,NOLAN(in the paint)",,,,,,,"MISS LAYUP by DEAN,NOLAN(in the paint)",2
02:03,,,,,"BLOCK  by KAHL,COLIN",,,"BLOCK  by KAHL,COLIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:01,"TURNOVER  by BISHOP,BRYSON",,,,,,,"TURNOVER  by BISHOP,BRYSON",2
02:01,,,,,"STEAL  by MARR,RUSS",,,"STEAL  by MARR,RUSS",2
01:47,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
01:47,"SUB OUT by DEAN,NOLAN",,,,,,,"SUB OUT by DEAN,NOLAN",2
01:47,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
01:47,,60,,65 (+5),"GOOD FT by MARR,RUSS",Sewan 60-65 (+5),,"GOOD FT by MARR,RUSS",2
01:47,,60,,66 (+6),"GOOD FT by MARR,RUSS",Sewan 60-66 (+6),,"GOOD FT by MARR,RUSS",2
01:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
01:36,"MISS 3PTR by BISHOP,BRYSON",,,,,,,"MISS 3PTR by BISHOP,BRYSON",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
01:16,,60,,69 (+9),"GOOD 3PTR by MARR,RUSS",Sewan 60-69 (+9),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
01:03,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",62,,69 (+7),,BSC 62-69 (+7),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",2
