Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
18:14,"FOUL  by CLARK,BRYCE",,,,,,,"FOUL  by CLARK,BRYCE",2
18:14,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:14,,37 (+3),,34,"GOOD FT by KAHL,COLIN",Sewan 37-34 (-3),,"GOOD FT by KAHL,COLIN",2
18:01,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",,,,,,,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",2
18:01,,,,,"BLOCK  by KAHL,COLIN",,,"BLOCK  by KAHL,COLIN",2
17:57,"GOOD LAYUP by COSTAS,RILEY(in the paint)",39 (+5),,34,,Berry 39-34 (-5),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",2
--,"ASSIST  by BENHAM,BRAXTON",,,,,,,"ASSIST  by BENHAM,BRAXTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:45,,39 (+2),,37,"GOOD 3PTR by KAHL,COLIN",Sewan 39-37 (-2),,"GOOD 3PTR by KAHL,COLIN",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
17:28,"TURNOVER  by BENHAM,BRAXTON",,,,,,,"TURNOVER  by BENHAM,BRAXTON",2
17:28,,,,,"STEAL  by CRUMP,JOHN",,,"STEAL  by CRUMP,JOHN",2
17:02,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",2
17:02,,39 (+1),,38,"GOOD FT by AVALIANI,LUKA",Sewan 39-38 (-1),,"GOOD FT by AVALIANI,LUKA",2
17:02,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
17:02,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",2
17:02,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
17:02,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",2
17:02,,,,,"MISS FT by AVALIANI,LUKA",,,"MISS FT by AVALIANI,LUKA",2
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",2
16:59,"GOOD 3PTR by BENHAM,BRAXTON",42 (+4),,38,,Berry 42-38 (-4),,"GOOD 3PTR by BENHAM,BRAXTON",2
--,"ASSIST  by HONROTH,OWEN",,,,,,,"ASSIST  by HONROTH,OWEN",2
16:27,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by BENHAM,BRAXTON",,,,,,,"REBOUND DEF by BENHAM,BRAXTON",2
16:15,"GOOD 3PTR by BENHAM,BRAXTON",45 (+7),,38,,Berry 45-38 (-7),,"GOOD 3PTR by BENHAM,BRAXTON",2
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",2
16:01,,,,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",2
16:01,"BLOCK  by HONROTH,OWEN",,,,,,,"BLOCK  by HONROTH,OWEN",2
--,"REBOUND DEF by KRUEGER,JORDAN",,,,,,,"REBOUND DEF by KRUEGER,JORDAN",2
15:51,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
15:41,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
15:41,"STEAL  by HONROTH,OWEN",,,,,,,"STEAL  by HONROTH,OWEN",2
15:35,"GOOD LAYUP by ELLIS,CHASE(in the paint)",47 (+9),,38,,Berry 47-38 (-9),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",2
15:13,,,,,"TURNOVER  by CRUMP,JOHN",,,"TURNOVER  by CRUMP,JOHN",2
15:13,"STEAL  by BENHAM,BRAXTON",,,,,,,"STEAL  by BENHAM,BRAXTON",2
15:04,"GOOD 3PTR by HONROTH,OWEN",50 (+12),,38,,Berry 50-38 (-12),,"GOOD 3PTR by HONROTH,OWEN",2
--,"ASSIST  by KRUEGER,JORDAN",,,,,,,"ASSIST  by KRUEGER,JORDAN",2
14:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:55,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
14:55,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
14:55,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",2
14:55,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",2
14:47,,50 (+10),,40,"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 50-40 (-10),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
14:36,"MISS 3PTR by KRUEGER,JORDAN",,,,,,,"MISS 3PTR by KRUEGER,JORDAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:28,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",2
14:28,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:18,,50 (+8),,42,"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 50-42 (-8),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
14:18,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
14:18,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
14:18,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
14:18,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
14:18,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
14:18,,50 (+7),,43,"GOOD FT by MARR,RUSS",Sewan 50-43 (-7),,"GOOD FT by MARR,RUSS",2
13:57,"GOOD 3PTR by JOHNSON,MICHAEL",53 (+10),,43,,Berry 53-43 (-10),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,"ASSIST  by BENHAM,BRAXTON",,,,,,,"ASSIST  by BENHAM,BRAXTON",2
13:33,,,,,"MISS JUMPER by SMITH,GRAHAM",,,"MISS JUMPER by SMITH,GRAHAM",2
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",2
13:21,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
13:15,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",,,,,,,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
12:54,,,,,"MISS JUMPER by HOLLAND,ELI",,,"MISS JUMPER by HOLLAND,ELI",2
--,"REBOUND DEF by KRUEGER,JORDAN",,,,,,,"REBOUND DEF by KRUEGER,JORDAN",2
12:42,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:36,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",2
12:36,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",2
12:25,,53 (+8),,45,"GOOD JUMPER by MARR,RUSS(in the paint)",Sewan 53-45 (-8),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
12:07,"TURNOVER  by BENHAM,BRAXTON",,,,,,,"TURNOVER  by BENHAM,BRAXTON",2
12:07,,,,,"STEAL  by MARR,RUSS",,,"STEAL  by MARR,RUSS",2
11:48,,53 (+6),,47,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",Sewan 53-47 (-6),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
11:30,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",55 (+8),,47,,Berry 55-47 (-8),,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",2
11:30,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
11:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:30,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
11:30,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
11:30,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
11:30,,,,,"SUB IN by WILLIAMS,RASHAUN",,,"SUB IN by WILLIAMS,RASHAUN",2
11:30,"SUB OUT by BENHAM,BRAXTON",,,,,,,"SUB OUT by BENHAM,BRAXTON",2
11:30,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
11:30,"GOOD FT by JOHNSON,MICHAEL",56 (+9),,47,,Berry 56-47 (-9),,"GOOD FT by JOHNSON,MICHAEL",2
11:17,"FOUL  by CLARK,BRYCE",,,,,,,"FOUL  by CLARK,BRYCE",2
11:17,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:17,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",2
11:17,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
11:17,,56 (+8),,48,"GOOD FT by KAHL,COLIN",Sewan 56-48 (-8),,"GOOD FT by KAHL,COLIN",2
10:53,"FOUL  by ELLIS,CHASE",,,,,,,"FOUL  by ELLIS,CHASE",2
10:53,"TURNOVER  by ELLIS,CHASE",,,,,,,"TURNOVER  by ELLIS,CHASE",2
10:36,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
10:36,"STEAL  by KRUEGER,JORDAN",,,,,,,"STEAL  by KRUEGER,JORDAN",2
10:22,"GOOD 3PTR by KRUEGER,JORDAN",59 (+11),,48,,Berry 59-48 (-11),,"GOOD 3PTR by KRUEGER,JORDAN",2
--,"ASSIST  by CAMPBELL,BLAKE",,,,,,,"ASSIST  by CAMPBELL,BLAKE",2
10:04,,59 (+9),,50,"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 59-50 (-9),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
09:53,,,,,"FOUL  by WILLIAMS,RASHAUN",,,"FOUL  by WILLIAMS,RASHAUN",2
09:53,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
09:53,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
09:53,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
09:53,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
09:44,"GOOD LAYUP by ELLIS,CHASE(in the paint)",61 (+11),,50,,Berry 61-50 (-11),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",2
09:27,,,,,"MISS 3PTR by KAHL,COLIN",,,"MISS 3PTR by KAHL,COLIN",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
09:12,"MISS JUMPER by JOHNSON,MICHAEL",,,,,,,"MISS JUMPER by JOHNSON,MICHAEL",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
08:57,,,,,"MISS 3PTR by WILLIAMS,RASHAUN",,,"MISS 3PTR by WILLIAMS,RASHAUN",2
--,"REBOUND DEF by KRUEGER,JORDAN",,,,,,,"REBOUND DEF by KRUEGER,JORDAN",2
08:39,"GOOD LAYUP by COSTAS,RILEY(in the paint)",63 (+13),,50,,Berry 63-50 (-13),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",2
08:30,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
08:30,,63 (+12),,51,"GOOD FT by KAHL,COLIN",Sewan 63-51 (-12),,"GOOD FT by KAHL,COLIN",2
08:30,"SUB OUT by CAMPBELL,BLAKE",,,,,,,"SUB OUT by CAMPBELL,BLAKE",2
08:30,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",2
08:30,"SUB IN by BENHAM,BRAXTON",,,,,,,"SUB IN by BENHAM,BRAXTON",2
08:30,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
08:30,,63 (+11),,52,"GOOD FT by KAHL,COLIN",Sewan 63-52 (-11),,"GOOD FT by KAHL,COLIN",2
08:30,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
08:30,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
08:14,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
08:14,"GOOD FT by COSTAS,RILEY",64 (+12),,52,,Berry 64-52 (-12),,"GOOD FT by COSTAS,RILEY",2
08:14,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
08:14,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",2
08:14,"GOOD FT by COSTAS,RILEY",65 (+13),,52,,Berry 65-52 (-13),,"GOOD FT by COSTAS,RILEY",2
08:00,,,,,"MISS 3PTR by WILLIAMS,RASHAUN",,,"MISS 3PTR by WILLIAMS,RASHAUN",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
07:42,"MISS LAYUP by SEGALL,RYAN(in the paint)",,,,,,,"MISS LAYUP by SEGALL,RYAN(in the paint)",2
07:42,,,,,"BLOCK  by SMITH,GRAHAM",,,"BLOCK  by SMITH,GRAHAM",2
--,"REBOUND OFF by SEGALL,RYAN",,,,,,,"REBOUND OFF by SEGALL,RYAN",2
07:31,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",,,,,,,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",2
--,"REBOUND OFF by BENHAM,BRAXTON",,,,,,,"REBOUND OFF by BENHAM,BRAXTON",2
07:26,,,,,"FOUL  by WILLIAMS,RASHAUN",,,"FOUL  by WILLIAMS,RASHAUN",2
07:26,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:26,,,,,"SUB OUT by WILLIAMS,RASHAUN",,,"SUB OUT by WILLIAMS,RASHAUN",2
07:26,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
07:26,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
07:26,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
07:26,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
07:26,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
07:26,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
07:26,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
07:26,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",2
07:26,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
07:24,"TURNOVER  by CAMPBELL,BLAKE",,,,,,,"TURNOVER  by CAMPBELL,BLAKE",2
07:24,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
07:24,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
07:24,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",2
07:24,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
07:12,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
06:56,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",,,,,,,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",2
--,"REBOUND OFF by BENHAM,BRAXTON",,,,,,,"REBOUND OFF by BENHAM,BRAXTON",2
06:50,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",,,,,,,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",2
--,"REBOUND OFF by COSTAS,RILEY",,,,,,,"REBOUND OFF by COSTAS,RILEY",2
06:45,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
06:34,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
06:34,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",2
06:24,"GOOD 3PTR by CAMPBELL,BLAKE",68 (+16),,52,,Berry 68-52 (-16),,"GOOD 3PTR by CAMPBELL,BLAKE",2
--,"ASSIST  by HONROTH,OWEN",,,,,,,"ASSIST  by HONROTH,OWEN",2
06:05,"FOUL  by HONROTH,OWEN",,,,,,,"FOUL  by HONROTH,OWEN",2
06:05,,68 (+15),,53,"GOOD FT by KAHL,COLIN",Sewan 68-53 (-15),,"GOOD FT by KAHL,COLIN",2
06:05,,68 (+14),,54,"GOOD FT by KAHL,COLIN",Sewan 68-54 (-14),,"GOOD FT by KAHL,COLIN",2
05:47,"TURNOVER  by CAMPBELL,BLAKE",,,,,,,"TURNOVER  by CAMPBELL,BLAKE",2
05:27,,68 (+12),,56,"GOOD DUNK by MARR,RUSS(in the paint)",Sewan 68-56 (-12),,"GOOD DUNK by MARR,RUSS(in the paint)",2
--,,,,,"ASSIST  by SMITH,GRAHAM",,,"ASSIST  by SMITH,GRAHAM",2
04:59,"TURNOVER  by CAMPBELL,BLAKE",,,,,,,"TURNOVER  by CAMPBELL,BLAKE",2
04:59,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
04:59,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",2
04:46,,68 (+10),,58,"GOOD LAYUP by CORRIGAN,TRE(in the paint)",Sewan 68-58 (-10),,"GOOD LAYUP by CORRIGAN,TRE(in the paint)",2
04:26,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
04:26,"GOOD FT by ELLIS,CHASE",69 (+11),,58,,Berry 69-58 (-11),,"GOOD FT by ELLIS,CHASE",2
04:26,"GOOD FT by ELLIS,CHASE",70 (+12),,58,,Berry 70-58 (-12),,"GOOD FT by ELLIS,CHASE",2
04:12,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:58,"MISS 3PTR by CAMPBELL,BLAKE",,,,,,,"MISS 3PTR by CAMPBELL,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:49,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
03:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:49,,70 (+11),,59,"GOOD FT by MARR,RUSS",Sewan 70-59 (-11),,"GOOD FT by MARR,RUSS",2
03:49,,70 (+10),,60,"GOOD FT by MARR,RUSS",Sewan 70-60 (-10),,"GOOD FT by MARR,RUSS",2
03:29,"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",72 (+12),,60,,Berry 72-60 (-12),,"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",2
03:15,,72 (+10),,62,"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 72-62 (-10),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
02:47,"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",74 (+12),,62,,Berry 74-62 (-12),,"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",2
02:28,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
02:11,"GOOD JUMPER by ELLIS,CHASE",76 (+14),,62,,Berry 76-62 (-14),,"GOOD JUMPER by ELLIS,CHASE",2
01:57,"FOUL  by ELLIS,CHASE",,,,,,,"FOUL  by ELLIS,CHASE",2
01:57,,76 (+13),,63,"GOOD FT by AVALIANI,LUKA",Sewan 76-63 (-13),,"GOOD FT by AVALIANI,LUKA",2
01:57,,76 (+12),,64,"GOOD FT by AVALIANI,LUKA",Sewan 76-64 (-12),,"GOOD FT by AVALIANI,LUKA",2
01:55,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
01:55,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
01:55,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
01:55,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",77 (+13),,64,,Berry 77-64 (-13),,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",2
01:55,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",78 (+14),,64,,Berry 78-64 (-14),,"GOOD FT by CAMPBELL,BLAKE(fastbreak)",2
01:44,,78 (+11),,67,"GOOD 3PTR by MARR,RUSS",Sewan 78-67 (-11),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
01:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:40,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
01:40,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
01:34,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
01:34,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
01:34,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
01:34,"MISS FT by BENHAM,BRAXTON",,,,,,,"MISS FT by BENHAM,BRAXTON",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
01:24,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
01:24,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
01:24,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
01:23,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
01:23,"MISS FT by BENHAM,BRAXTON(fastbreak)",,,,,,,"MISS FT by BENHAM,BRAXTON(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:23,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
01:23,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
01:23,"GOOD FT by BENHAM,BRAXTON(fastbreak)",79 (+12),,67,,Berry 79-67 (-12),,"GOOD FT by BENHAM,BRAXTON(fastbreak)",2
01:17,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",2
01:11,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
01:11,"GOOD FT by JOHNSON,MICHAEL(fastbreak)",80 (+13),,67,,Berry 80-67 (-13),,"GOOD FT by JOHNSON,MICHAEL(fastbreak)",2
01:11,"GOOD FT by JOHNSON,MICHAEL(fastbreak)",81 (+14),,67,,Berry 81-67 (-14),,"GOOD FT by JOHNSON,MICHAEL(fastbreak)",2
01:01,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by KRUEGER,JORDAN",,,,,,,"REBOUND DEF by KRUEGER,JORDAN",2
00:54,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
00:54,"MISS FT by JOHNSON,MICHAEL(fastbreak)",,,,,,,"MISS FT by JOHNSON,MICHAEL(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:54,"GOOD FT by JOHNSON,MICHAEL(fastbreak)",82 (+15),,67,,Berry 82-67 (-15),,"GOOD FT by JOHNSON,MICHAEL(fastbreak)",2
00:49,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",2
00:49,,,,,"MISS FT by AVALIANI,LUKA(fastbreak)",,,"MISS FT by AVALIANI,LUKA(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:49,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
00:49,"SUB OUT by BENHAM,BRAXTON",,,,,,,"SUB OUT by BENHAM,BRAXTON",2
00:49,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
00:49,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
00:49,,,,,"MISS FT by AVALIANI,LUKA(fastbreak)",,,"MISS FT by AVALIANI,LUKA(fastbreak)",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
00:32,"GOOD 3PTR by JOHNSON,MICHAEL",85 (+18),,67,,Berry 85-67 (-18),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",2
00:20,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
