Time Remaining,SEW,Away Team Score,Play Team Indicator,Home Team Score,LAGRANGE,Game Score,Team Indicator,Play,Period
--,"ASSIST ASSIST by CORRIGAN,TRE",,,,,,,"ASSIST ASSIST by CORRIGAN,TRE",2
11:37,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
11:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:37,,,,,"SUB IN by COFIELD,GABE",,,"SUB IN by COFIELD,GABE",2
11:37,,,,,"SUB OUT by EDWARDS,BERSHARD",,,"SUB OUT by EDWARDS,BERSHARD",2
11:24,,,,,"MISS LAYUP by HILL,ZAC",,,"MISS LAYUP by HILL,ZAC",2
--,,,,,"REBOUND OFF by HILL,ZAC",,,"REBOUND OFF by HILL,ZAC",2
11:20,,54,,54,"GOOD LAYUP by HILL,ZAC(in the paint)",LAGRANGE 54-54 (0),,"GOOD LAYUP by HILL,ZAC(in the paint)",2
11:09,"GOOD LAYUP by KAHL,COLIN(in the paint)",56 (+2),,54,,SEW 56-54 (+2),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,"ASSIST ASSIST by AVALIANI,LUKA",,,,,,,"ASSIST ASSIST by AVALIANI,LUKA",2
10:55,,,,,"TURNOVER  by COFIELD,GABE",,,"TURNOVER  by COFIELD,GABE",2
10:34,"GOOD 3PTR by WILLIAMS,RASHAUN",59 (+5),,54,,SEW 59-54 (+5),,"GOOD 3PTR by WILLIAMS,RASHAUN",2
--,"ASSIST ASSIST by KAHL,COLIN",,,,,,,"ASSIST ASSIST by KAHL,COLIN",2
10:19,,59 (+2),,57,"GOOD 3PTR by SCOTT,BRODIE",LAGRANGE 59-57 (+2),,"GOOD 3PTR by SCOTT,BRODIE",2
--,,,,,"ASSIST ASSIST by LYONS,CAMERIN",,,"ASSIST ASSIST by LYONS,CAMERIN",2
10:01,,,,,"FOUL  by HILL,ZAC",,,"FOUL  by HILL,ZAC",2
10:01,"GOOD LAYUP by HOLLAND,ELI(in the paint)",61 (+4),,57,,SEW 61-57 (+4),,"GOOD LAYUP by HOLLAND,ELI(in the paint)",2
10:01,,,,,"TURNOVER  by LYONS,CAMERIN",,,"TURNOVER  by LYONS,CAMERIN",2
10:01,"STEAL  by CRUMP,JOHN",,,,,,,"STEAL  by CRUMP,JOHN",2
10:01,,,,,"SUB IN by SMITH,KYLE",,,"SUB IN by SMITH,KYLE",2
10:01,,,,,"SUB OUT by HILL,ZAC",,,"SUB OUT by HILL,ZAC",2
10:00,"GOOD LAYUP by CRUMP,JOHN(in the paint)",63 (+6),,57,,SEW 63-57 (+6),,"GOOD LAYUP by CRUMP,JOHN(in the paint)",2
10:00,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,2
10:00,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
10:00,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",2
10:00,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
10:00,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
10:00,,,,,"SUB IN by EDWARDS,BERSHARD",,,"SUB IN by EDWARDS,BERSHARD",2
10:00,,,,,"SUB OUT by EVANS,GRANT",,,"SUB OUT by EVANS,GRANT",2
09:39,,63 (+4),,59,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",LAGRANGE 63-59 (+4),,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",2
09:25,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by SMITH,KYLE",,,"REBOUND DEF by SMITH,KYLE",2
09:14,,,,,"MISS JUMPER by SMITH,KYLE",,,"MISS JUMPER by SMITH,KYLE",2
--,"REBOUND DEF by WILLIAMS,RASHAUN",,,,,,,"REBOUND DEF by WILLIAMS,RASHAUN",2
09:00,"MISS LAYUP by HOLLAND,ELI",,,,,,,"MISS LAYUP by HOLLAND,ELI",2
--,,,,,"REBOUND DEF by EDWARDS,BERSHARD",,,"REBOUND DEF by EDWARDS,BERSHARD",2
08:54,,63 (+2),,61,"GOOD LAYUP by EDWARDS,BERSHARD(in the paint)",LAGRANGE 63-61 (+2),,"GOOD LAYUP by EDWARDS,BERSHARD(in the paint)",2
08:47,,,,,FOUL TE TECH by TEAM,,,FOUL TE TECH by TEAM,2
08:47,"MISS FT by CORRIGAN,TRE",,,,,,,"MISS FT by CORRIGAN,TRE",2
08:47,"GOOD FT by CORRIGAN,TRE",64 (+3),,61,,SEW 64-61 (+3),,"GOOD FT by CORRIGAN,TRE",2
07:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:44,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",2
07:15,,,,,"MISS 3PTR by COFIELD,GABE",,,"MISS 3PTR by COFIELD,GABE",2
--,"REBOUND DEF by MARR,RUSS",,,,,,,"REBOUND DEF by MARR,RUSS",2
07:01,"GOOD 3PTR by MARR,RUSS",67 (+6),,61,,SEW 67-61 (+6),,"GOOD 3PTR by MARR,RUSS",2
--,"ASSIST ASSIST by CRUMP,JOHN",,,,,,,"ASSIST ASSIST by CRUMP,JOHN",2
06:37,,67 (+4),,63,"GOOD LAYUP by SMITH,KYLE(in the paint)",LAGRANGE 67-63 (+4),,"GOOD LAYUP by SMITH,KYLE(in the paint)",2
06:37,"FOUL  by CORRIGAN,TRE",,,,,,,"FOUL  by CORRIGAN,TRE",2
06:37,,67 (+3),,64,"GOOD FT by SMITH,KYLE",LAGRANGE 67-64 (+3),,"GOOD FT by SMITH,KYLE",2
06:27,"GOOD LAYUP by CORRIGAN,TRE(in the paint)",69 (+5),,64,,SEW 69-64 (+5),,"GOOD LAYUP by CORRIGAN,TRE(in the paint)",2
06:11,,69 (+3),,66,"GOOD JUMPER by EDWARDS,BERSHARD",LAGRANGE 69-66 (+3),,"GOOD JUMPER by EDWARDS,BERSHARD",2
06:02,"MISS 3PTR by KAHL,COLIN",,,,,,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND DEF by HILL,ZAC",,,"REBOUND DEF by HILL,ZAC",2
05:55,,,,,"SUB IN by HILL,ZAC",,,"SUB IN by HILL,ZAC",2
05:55,,,,,"SUB OUT by SMITH,KYLE",,,"SUB OUT by SMITH,KYLE",2
05:51,,69,,69,"GOOD 3PTR by SCOTT,BRODIE",LAGRANGE 69-69 (0),,"GOOD 3PTR by SCOTT,BRODIE",2
--,,,,,"ASSIST ASSIST by EDWARDS,BERSHARD",,,"ASSIST ASSIST by EDWARDS,BERSHARD",2
05:30,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by SCOTT,BRODIE",,,"REBOUND DEF by SCOTT,BRODIE",2
05:16,,69,,71 (+2),"GOOD JUMPER by EDWARDS,BERSHARD",LAGRANGE 69-71 (-2),,"GOOD JUMPER by EDWARDS,BERSHARD",2
04:55,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",71,,71,,SEW 71-71 (0),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",2
04:49,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,2
04:30,,,,,"MISS JUMPER by EDWARDS,BERSHARD",,,"MISS JUMPER by EDWARDS,BERSHARD",2
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",2
04:02,"MISS 3PTR by KAHL,COLIN",,,,,,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND DEF by EDWARDS,BERSHARD",,,"REBOUND DEF by EDWARDS,BERSHARD",2
03:55,,,,,"MISS JUMPER by EDWARDS,BERSHARD",,,"MISS JUMPER by EDWARDS,BERSHARD",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
03:31,"GOOD 3PTR by CORRIGAN,TRE",74 (+3),,71,,SEW 74-71 (+3),,"GOOD 3PTR by CORRIGAN,TRE",2
03:00,,,,,"MISS 3PTR by COFIELD,GABE",,,"MISS 3PTR by COFIELD,GABE",2
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",2
02:45,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND DEF by HILL,ZAC",,,"REBOUND DEF by HILL,ZAC",2
02:37,,74 (+1),,73,"GOOD LAYUP by EDWARDS,BERSHARD(in the paint)",LAGRANGE 74-73 (+1),,"GOOD LAYUP by EDWARDS,BERSHARD(in the paint)",2
02:32,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,2
02:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:23,"TURNOVER  by MARR,RUSS",,,,,,,"TURNOVER  by MARR,RUSS",2
02:08,,74,,75 (+1),"GOOD LAYUP by HILL,ZAC(in the paint)",LAGRANGE 74-75 (-1),,"GOOD LAYUP by HILL,ZAC(in the paint)",2
01:51,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by SCOTT,BRODIE",,,"REBOUND DEF by SCOTT,BRODIE",2
01:20,,74,,77 (+3),"GOOD JUMPER by EDWARDS,BERSHARD",LAGRANGE 74-77 (-3),,"GOOD JUMPER by EDWARDS,BERSHARD",2
01:05,"GOOD LAYUP by KAHL,COLIN(in the paint)",76,,77 (+1),,SEW 76-77 (-1),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
01:03,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,2
01:03,,76,,79 (+3),"GOOD JUMPER by EDWARDS,BERSHARD",LAGRANGE 76-79 (-3),,"GOOD JUMPER by EDWARDS,BERSHARD",2
00:28,"GOOD FT by MARR,RUSS",77,,79 (+2),,SEW 77-79 (-2),,"GOOD FT by MARR,RUSS",2
00:28,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
00:27,"FOUL  by CRUMP,JOHN",,,,,,,"FOUL  by CRUMP,JOHN",2
00:27,"FOUL  by CRUMP,JOHN",,,,,,,"FOUL  by CRUMP,JOHN",2
00:25,,,,,"FOUL  by SCOTT,BRODIE",,,"FOUL  by SCOTT,BRODIE",2
00:25,"GOOD FT by MARR,RUSS",78,,79 (+1),,SEW 78-79 (-1),,"GOOD FT by MARR,RUSS",2
00:20,,78,,80 (+2),"GOOD FT by EDWARDS,BERSHARD",LAGRANGE 78-80 (-2),,"GOOD FT by EDWARDS,BERSHARD",2
00:19,"FOUL  by CRUMP,JOHN",,,,,,,"FOUL  by CRUMP,JOHN",2
00:19,,78,,81 (+3),"GOOD FT by EDWARDS,BERSHARD",LAGRANGE 78-81 (-3),,"GOOD FT by EDWARDS,BERSHARD",2
00:19,"GOOD 3PTR by KAHL,COLIN",81,,81,,SEW 81-81 (0),,"GOOD 3PTR by KAHL,COLIN",2
04:55,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",3
04:55,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",3
04:44,"GOOD LAYUP by MARR,RUSS(in the paint)",83 (+2),,81,,SEW 83-81 (+2),,"GOOD LAYUP by MARR,RUSS(in the paint)",3
04:24,,,,,"MISS JUMPER by SCOTT,BRODIE",,,"MISS JUMPER by SCOTT,BRODIE",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
03:58,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",85 (+4),,81,,SEW 85-81 (+4),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",3
03:32,,,,,"TURNOVER  by EDWARDS,BERSHARD",,,"TURNOVER  by EDWARDS,BERSHARD",3
03:07,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",3
--,,,,,"REBOUND DEF by EDWARDS,BERSHARD",,,"REBOUND DEF by EDWARDS,BERSHARD",3
02:58,,85 (+2),,83,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",LAGRANGE 85-83 (+2),,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",3
02:37,"MISS LAYUP by MARR,RUSS",,,,,,,"MISS LAYUP by MARR,RUSS",3
--,"REBOUND OFF by MARR,RUSS",,,,,,,"REBOUND OFF by MARR,RUSS",3
02:33,"GOOD LAYUP by MARR,RUSS(in the paint)",87 (+4),,83,,SEW 87-83 (+4),,"GOOD LAYUP by MARR,RUSS(in the paint)",3
02:20,,87 (+2),,85,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",LAGRANGE 87-85 (+2),,"GOOD LAYUP by LYONS,CAMERIN(in the paint)",3
02:05,"MISS LAYUP by AVALIANI,LUKA",,,,,,,"MISS LAYUP by AVALIANI,LUKA",3
--,,,,,"REBOUND DEF by COFIELD,GABE",,,"REBOUND DEF by COFIELD,GABE",3
01:56,,87,,87,"GOOD LAYUP by HILL,ZAC(in the paint)",LAGRANGE 87-87 (0),,"GOOD LAYUP by HILL,ZAC(in the paint)",3
--,,,,,"ASSIST ASSIST by LYONS,CAMERIN",,,"ASSIST ASSIST by LYONS,CAMERIN",3
01:36,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",3
--,,,,,"REBOUND DEF by SCOTT,BRODIE",,,"REBOUND DEF by SCOTT,BRODIE",3
01:06,,,,,"MISS JUMPER by LYONS,CAMERIN",,,"MISS JUMPER by LYONS,CAMERIN",3
--,,,,,"REBOUND OFF by COFIELD,GABE",,,"REBOUND OFF by COFIELD,GABE",3
01:03,"FOUL  by WILLIAMS,RASHAUN",,,,,,,"FOUL  by WILLIAMS,RASHAUN",3
00:59,,87,,88 (+1),"GOOD FT by COFIELD,GABE",LAGRANGE 87-88 (-1),,"GOOD FT by COFIELD,GABE",3
00:59,,87,,89 (+2),"GOOD FT by COFIELD,GABE",LAGRANGE 87-89 (-2),,"GOOD FT by COFIELD,GABE",3
00:54,,,,,"FOUL  by LYONS,CAMERIN",,,"FOUL  by LYONS,CAMERIN",3
00:54,"GOOD FT by CORRIGAN,TRE",88,,89 (+1),,SEW 88-89 (-1),,"GOOD FT by CORRIGAN,TRE",3
00:54,"GOOD FT by CORRIGAN,TRE",89,,89,,SEW 89-89 (0),,"GOOD FT by CORRIGAN,TRE",3
00:48,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,3
00:38,,,,,"MISS LAYUP by EDWARDS,BERSHARD",,,"MISS LAYUP by EDWARDS,BERSHARD",3
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",3
00:20,,,,,"FOUL  by COFIELD,GABE",,,"FOUL  by COFIELD,GABE",3
00:20,"GOOD FT by CRUMP,JOHN",90 (+1),,89,,SEW 90-89 (+1),,"GOOD FT by CRUMP,JOHN",3
00:20,"GOOD FT by CRUMP,JOHN",91 (+2),,89,,SEW 91-89 (+2),,"GOOD FT by CRUMP,JOHN",3
00:05,,,,,"MISS JUMPER by LYONS,CAMERIN",,,"MISS JUMPER by LYONS,CAMERIN",3
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",3
00:00,,,,,"FOUL  by LYONS,CAMERIN",,,"FOUL  by LYONS,CAMERIN",3
00:00,"GOOD FT by CRUMP,JOHN",92 (+3),,89,,SEW 92-89 (+3),,"GOOD FT by CRUMP,JOHN",3
00:00,"GOOD FT by CRUMP,JOHN",93 (+4),,89,,SEW 93-89 (+4),,"GOOD FT by CRUMP,JOHN",3
00:00,,,,,"MISS 3PTR by LYONS,CAMERIN",,,"MISS 3PTR by LYONS,CAMERIN",3
