Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
01:47,"FOUL  by CORRIGAN,TRE",,,,,,,"FOUL  by CORRIGAN,TRE",2
01:47,,,,,"SUB OUT by GASCA,DAKOTA",,,"SUB OUT by GASCA,DAKOTA",2
01:47,,,,,"SUB IN by HAUPT,KYLE",,,"SUB IN by HAUPT,KYLE",2
01:47,,,,,"MISS FT by WATSON,DOUG(fastbreak)",,,"MISS FT by WATSON,DOUG(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:47,,72,,91 (+19),"GOOD FT by WATSON,DOUG(fastbreak)",Mill 72-91 (-19),,"GOOD FT by WATSON,DOUG(fastbreak)",2
01:40,"MISS 3PTR by CRUMP,JOHN",,,,,,,"MISS 3PTR by CRUMP,JOHN",2
--,"REBOUND OFF by AVALIANI,LUKA",,,,,,,"REBOUND OFF by AVALIANI,LUKA",2
01:35,,,,,"FOUL  by HAUPT,KYLE",,,"FOUL  by HAUPT,KYLE",2
01:35,"GOOD FT by AVALIANI,LUKA",73,,91 (+18),,Sewan 73-91 (-18),,"GOOD FT by AVALIANI,LUKA",2
01:35,"MISS FT by AVALIANI,LUKA",,,,,,,"MISS FT by AVALIANI,LUKA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:19,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
01:19,,73,,92 (+19),"GOOD FT by GORTON,MACK",Mill 73-92 (-19),,"GOOD FT by GORTON,MACK",2
01:19,,,,,"MISS FT by GORTON,MACK",,,"MISS FT by GORTON,MACK",2
01:19,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
01:19,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
01:19,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
01:19,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
01:19,,,,,"SUB IN by WATSON,EVAN",,,"SUB IN by WATSON,EVAN",2
01:19,,,,,"SUB IN by LITTLEJOHN,TREVION",,,"SUB IN by LITTLEJOHN,TREVION",2
01:19,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",2
01:19,,,,,"SUB IN by MCNEES,ANDREW",,,"SUB IN by MCNEES,ANDREW",2
01:19,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
01:19,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
01:19,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
01:19,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",2
01:19,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
01:19,"SUB IN by DAMM,QUINN",,,,,,,"SUB IN by DAMM,QUINN",2
01:19,"SUB IN by MITCHELL,JIMMY",,,,,,,"SUB IN by MITCHELL,JIMMY",2
01:19,"SUB IN by BOULDIN,BLAKE",,,,,,,"SUB IN by BOULDIN,BLAKE",2
01:19,"SUB IN by FOLK,BEN",,,,,,,"SUB IN by FOLK,BEN",2
01:19,"SUB IN by RICHARD,CHARLES",,,,,,,"SUB IN by RICHARD,CHARLES",2
01:19,"MISS 3PTR by DAMM,QUINN",,,,,,,"MISS 3PTR by DAMM,QUINN",2
--,,,,,"REBOUND DEF by WATSON,EVAN",,,"REBOUND DEF by WATSON,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:19,,73,,93 (+20),"GOOD FT by GORTON,MACK",Mill 73-93 (-20),,"GOOD FT by GORTON,MACK",2
00:55,,,,,"MISS JUMPER by FORBES,TRACE",,,"MISS JUMPER by FORBES,TRACE",2
--,,,,,"REBOUND OFF by HAUPT,KYLE",,,"REBOUND OFF by HAUPT,KYLE",2
00:16,,,,,"MISS 3PTR by WATSON,EVAN",,,"MISS 3PTR by WATSON,EVAN",2
--,"REBOUND DEF by MITCHELL,JIMMY",,,,,,,"REBOUND DEF by MITCHELL,JIMMY",2
00:01,"MISS 3PTR by MITCHELL,JIMMY",,,,,,,"MISS 3PTR by MITCHELL,JIMMY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
