Time Remaining,SEW,Away Team Score,Play Team Indicator,Home Team Score,OGL-M,Game Score,Team Indicator,Play,Period
00:18,,,,,"FOUL  by EZIGBO,UBA",,,"FOUL  by EZIGBO,UBA",2
00:18,"MISS FT by CORRIGAN,TRE",,,,,,,"MISS FT by CORRIGAN,TRE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:18,"GOOD FT by CORRIGAN,TRE",73,,74 (+1),,SEW 73-74 (-1),,"GOOD FT by CORRIGAN,TRE",2
00:18,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
00:18,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",2
00:18,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
00:18,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
00:18,,,,,"SUB IN by HARRIS,TREY",,,"SUB IN by HARRIS,TREY",2
00:18,,,,,"SUB OUT by JAMES,JORDAN",,,"SUB OUT by JAMES,JORDAN",2
00:17,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",2
00:17,,73,,75 (+2),"GOOD FT by JENEI,RYAN",OGL-M 73-75 (-2),,"GOOD FT by JENEI,RYAN",2
00:17,,,,,"MISS FT by JENEI,RYAN",,,"MISS FT by JENEI,RYAN",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
00:17,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",2
00:17,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",2
00:17,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
00:17,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",2
00:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:13,,,,,"SUB IN by JAMES,JORDAN",,,"SUB IN by JAMES,JORDAN",2
00:13,,,,,"SUB OUT by HARRIS,TREY",,,"SUB OUT by HARRIS,TREY",2
00:03,"GOOD LAYUP by MARR,RUSS(in the paint)",75,,75,,SEW 75-75 (0),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
00:02,,,,,"FOUL  by EZIGBO,UBA",,,"FOUL  by EZIGBO,UBA",2
00:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:02,"GOOD FT by MARR,RUSS",76 (+1),,75,,SEW 76-75 (+1),,"GOOD FT by MARR,RUSS",2
00:02,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
00:02,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
00:02,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
00:02,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",2
00:02,,,,,"SUB IN by KEMP,MASON",,,"SUB IN by KEMP,MASON",2
00:02,,,,,"SUB IN by HARRIS,TREY",,,"SUB IN by HARRIS,TREY",2
00:02,,,,,"SUB OUT by JAMES,JORDAN",,,"SUB OUT by JAMES,JORDAN",2
00:02,,,,,"SUB OUT by BENNIFIELD,DYLAN",,,"SUB OUT by BENNIFIELD,DYLAN",2
