Time Remaining,SEW,Away Team Score,Play Team Indicator,Home Team Score,OGL-M,Game Score,Team Indicator,Play,Period
14:46,,,,,"MISS 3PTR by BENNIFIELD,DYLAN",,,"MISS 3PTR by BENNIFIELD,DYLAN",1
--,"REBOUND DEF by HOLLAND,ELI",,,,,,,"REBOUND DEF by HOLLAND,ELI",1
14:35,,,,,"SUB IN by KEMP,MASON",,,"SUB IN by KEMP,MASON",1
14:35,,,,,"SUB IN by AWOLEYE,JONATHAN",,,"SUB IN by AWOLEYE,JONATHAN",1
14:35,,,,,"SUB IN by HARRIS,TREY",,,"SUB IN by HARRIS,TREY",1
14:35,,,,,"SUB IN by CHERRY,GRIFFIN",,,"SUB IN by CHERRY,GRIFFIN",1
14:35,,,,,"SUB OUT by JAMES,JORDAN",,,"SUB OUT by JAMES,JORDAN",1
14:35,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",1
14:35,,,,,"SUB OUT by KEMP,JACKSON",,,"SUB OUT by KEMP,JACKSON",1
14:35,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",1
14:25,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",1
--,"REBOUND OFF by HOLLAND,ELI",,,,,,,"REBOUND OFF by HOLLAND,ELI",1
14:11,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",1
--,"REBOUND OFF by MARR,RUSS",,,,,,,"REBOUND OFF by MARR,RUSS",1
14:08,"GOOD LAYUP by MARR,RUSS(in the paint)",14 (+7),,7,,SEW 14-7 (+7),,"GOOD LAYUP by MARR,RUSS(in the paint)",1
13:48,,,,,"MISS JUMPER by BENNIFIELD,DYLAN",,,"MISS JUMPER by BENNIFIELD,DYLAN",1
--,,,,,"REBOUND OFF by HARRIS,TREY",,,"REBOUND OFF by HARRIS,TREY",1
13:38,,,,,"TURNOVER  by KEMP,MASON",,,"TURNOVER  by KEMP,MASON",1
13:38,"STEAL  by AVALIANI,LUKA",,,,,,,"STEAL  by AVALIANI,LUKA",1
13:37,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",1
13:37,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",1
13:37,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",1
13:37,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",1
13:28,"GOOD LAYUP by MARR,RUSS(in the paint)",16 (+9),,7,,SEW 16-7 (+9),,"GOOD LAYUP by MARR,RUSS(in the paint)",1
13:00,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",1
13:00,,16 (+8),,8,"GOOD FT by CHERRY,GRIFFIN",OGL-M 16-8 (+8),,"GOOD FT by CHERRY,GRIFFIN",1
13:00,,16 (+7),,9,"GOOD FT by CHERRY,GRIFFIN",OGL-M 16-9 (+7),,"GOOD FT by CHERRY,GRIFFIN",1
12:45,"TURNOVER  by CRUMP,JOHN",,,,,,,"TURNOVER  by CRUMP,JOHN",1
12:23,,,,,"MISS LAYUP by AWOLEYE,JONATHAN",,,"MISS LAYUP by AWOLEYE,JONATHAN",1
12:23,"BLOCK  by HOLLAND,ELI",,,,,,,"BLOCK  by HOLLAND,ELI",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
12:14,,,,,"MISS LAYUP by CHERRY,GRIFFIN",,,"MISS LAYUP by CHERRY,GRIFFIN",1
12:14,"BLOCK  by MARR,RUSS",,,,,,,"BLOCK  by MARR,RUSS",1
--,"REBOUND DEF by WILLIAMS,RASHAUN",,,,,,,"REBOUND DEF by WILLIAMS,RASHAUN",1
12:02,,,,,"FOUL  by CHERRY,GRIFFIN",,,"FOUL  by CHERRY,GRIFFIN",1
12:02,"MISS FT by HOLLAND,ELI",,,,,,,"MISS FT by HOLLAND,ELI",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
12:02,"GOOD FT by HOLLAND,ELI",17 (+8),,9,,SEW 17-9 (+8),,"GOOD FT by HOLLAND,ELI",1
12:02,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",1
12:02,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",1
12:02,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",1
12:02,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",1
11:39,,,,,"MISS LAYUP by AWOLEYE,JONATHAN",,,"MISS LAYUP by AWOLEYE,JONATHAN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
11:37,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
11:37,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",1
11:37,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",1
11:32,"FOUL  by WILLIAMS,RASHAUN",,,,,,,"FOUL  by WILLIAMS,RASHAUN",1
11:32,,17 (+7),,10,"GOOD FT by CHERRY,GRIFFIN",OGL-M 17-10 (+7),,"GOOD FT by CHERRY,GRIFFIN",1
11:32,,17 (+6),,11,"GOOD FT by CHERRY,GRIFFIN",OGL-M 17-11 (+6),,"GOOD FT by CHERRY,GRIFFIN",1
11:15,"MISS 3PTR by WILLIAMS,RASHAUN",,,,,,,"MISS 3PTR by WILLIAMS,RASHAUN",1
--,,,,,"REBOUND DEF by CHERRY,GRIFFIN",,,"REBOUND DEF by CHERRY,GRIFFIN",1
10:54,,,,,"TURNOVER  by BENNIFIELD,DYLAN",,,"TURNOVER  by BENNIFIELD,DYLAN",1
10:54,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",1
10:54,,,,,"SUB IN by KEMP,JACKSON",,,"SUB IN by KEMP,JACKSON",1
10:54,,,,,"SUB IN by JAMES,JORDAN",,,"SUB IN by JAMES,JORDAN",1
10:54,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",1
10:54,,,,,"SUB OUT by AWOLEYE,JONATHAN",,,"SUB OUT by AWOLEYE,JONATHAN",1
10:54,,,,,"SUB OUT by HARRIS,TREY",,,"SUB OUT by HARRIS,TREY",1
10:54,,,,,"SUB OUT by BENNIFIELD,DYLAN",,,"SUB OUT by BENNIFIELD,DYLAN",1
10:54,,,,,"SUB OUT by CHERRY,GRIFFIN",,,"SUB OUT by CHERRY,GRIFFIN",1
10:33,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",1
10:32,,,,,"STEAL  by KEMP,JACKSON",,,"STEAL  by KEMP,JACKSON",1
10:28,,,,,"MISS JUMPER by KEMP,MASON",,,"MISS JUMPER by KEMP,MASON",1
--,,,,,"REBOUND OFF by JAMES,JORDAN",,,"REBOUND OFF by JAMES,JORDAN",1
10:25,,17 (+4),,13,"GOOD LAYUP by JAMES,JORDAN(in the paint)",OGL-M 17-13 (+4),,"GOOD LAYUP by JAMES,JORDAN(in the paint)",1
10:11,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",1
--,,,,,"REBOUND DEF by KEMP,MASON",,,"REBOUND DEF by KEMP,MASON",1
10:01,,,,,"MISS 3PTR by EZIGBO,UBA",,,"MISS 3PTR by EZIGBO,UBA",1
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",1
09:42,"MISS JUMPER by WILLIAMS,RASHAUN",,,,,,,"MISS JUMPER by WILLIAMS,RASHAUN",1
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",1
09:33,,,,,"MISS LAYUP by KEMP,JACKSON",,,"MISS LAYUP by KEMP,JACKSON",1
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",1
09:25,"GOOD LAYUP by CORRIGAN,TRE(fastbreak)(in the paint)",19 (+6),,13,,SEW 19-13 (+6),,"GOOD LAYUP by CORRIGAN,TRE(fastbreak)(in the paint)",1
09:08,,,,,"MISS 3PTR by EZIGBO,UBA",,,"MISS 3PTR by EZIGBO,UBA",1
--,"REBOUND DEF by WILLIAMS,RASHAUN",,,,,,,"REBOUND DEF by WILLIAMS,RASHAUN",1
08:54,"MISS LAYUP by KAHL,COLIN",,,,,,,"MISS LAYUP by KAHL,COLIN",1
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",1
08:45,,,,,"MISS 3PTR by KEMP,MASON",,,"MISS 3PTR by KEMP,MASON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
08:40,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",1
08:40,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",1
08:40,,,,,"SUB IN by HARRIS,TREY",,,"SUB IN by HARRIS,TREY",1
08:40,,,,,"SUB OUT by KEMP,MASON",,,"SUB OUT by KEMP,MASON",1
08:25,"GOOD 3PTR by CORRIGAN,TRE",22 (+9),,13,,SEW 22-13 (+9),,"GOOD 3PTR by CORRIGAN,TRE",1
--,"ASSIST  by KAHL,COLIN",,,,,,,"ASSIST  by KAHL,COLIN",1
08:11,,,,,"MISS JUMPER by EZIGBO,UBA",,,"MISS JUMPER by EZIGBO,UBA",1
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",1
08:00,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",24 (+11),,13,,SEW 24-13 (+11),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",1
--,"ASSIST  by CORRIGAN,TRE",,,,,,,"ASSIST  by CORRIGAN,TRE",1
07:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
07:58,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
07:58,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",1
07:58,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",1
07:58,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",1
07:58,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",1
07:46,,,,,"MISS LAYUP by EZIGBO,UBA",,,"MISS LAYUP by EZIGBO,UBA",1
07:46,"BLOCK  by SMITH,GRAHAM",,,,,,,"BLOCK  by SMITH,GRAHAM",1
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",1
07:41,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",1
--,,,,,"REBOUND DEF by JAMES,JORDAN",,,"REBOUND DEF by JAMES,JORDAN",1
07:37,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",1
07:24,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",1
07:24,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",1
07:24,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",1
07:20,"FOUL  by HOLLAND,ELI",,,,,,,"FOUL  by HOLLAND,ELI",1
07:20,,,,,"MISS FT by EZIGBO,UBA",,,"MISS FT by EZIGBO,UBA",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:20,,,,,"MISS FT by EZIGBO,UBA",,,"MISS FT by EZIGBO,UBA",1
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",1
07:20,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",1
07:20,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",1
07:20,,,,,"SUB IN by BENNIFIELD,DYLAN",,,"SUB IN by BENNIFIELD,DYLAN",1
07:20,,,,,"SUB OUT by KEMP,JACKSON",,,"SUB OUT by KEMP,JACKSON",1
07:07,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",1
--,"REBOUND OFF by KAHL,COLIN",,,,,,,"REBOUND OFF by KAHL,COLIN",1
06:49,"MISS JUMPER by AVALIANI,LUKA",,,,,,,"MISS JUMPER by AVALIANI,LUKA",1
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",1
06:43,,,,,"MISS 3PTR by BENNIFIELD,DYLAN",,,"MISS 3PTR by BENNIFIELD,DYLAN",1
--,,,,,"REBOUND OFF by JENEI,RYAN",,,"REBOUND OFF by JENEI,RYAN",1
06:37,,,,,"MISS LAYUP by JENEI,RYAN",,,"MISS LAYUP by JENEI,RYAN",1
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",1
06:29,"TURNOVER  by SMITH,GRAHAM",,,,,,,"TURNOVER  by SMITH,GRAHAM",1
06:12,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",1
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",1
06:06,"TURNOVER  by AVALIANI,LUKA",,,,,,,"TURNOVER  by AVALIANI,LUKA",1
06:05,,,,,"STEAL  by JENEI,RYAN",,,"STEAL  by JENEI,RYAN",1
06:05,,,,,"SUB IN by AWOLEYE,JONATHAN",,,"SUB IN by AWOLEYE,JONATHAN",1
06:05,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",1
05:49,,,,,"MISS LAYUP by AWOLEYE,JONATHAN",,,"MISS LAYUP by AWOLEYE,JONATHAN",1
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",1
05:28,"MISS LAYUP by AVALIANI,LUKA",,,,,,,"MISS LAYUP by AVALIANI,LUKA",1
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",1
05:20,,,,,"MISS LAYUP by JENEI,RYAN",,,"MISS LAYUP by JENEI,RYAN",1
05:20,"BLOCK  by SMITH,GRAHAM",,,,,,,"BLOCK  by SMITH,GRAHAM",1
--,,,,,"REBOUND OFF by JENEI,RYAN",,,"REBOUND OFF by JENEI,RYAN",1
05:18,,,,,"MISS LAYUP by JENEI,RYAN",,,"MISS LAYUP by JENEI,RYAN",1
05:18,"BLOCK  by SMITH,GRAHAM",,,,,,,"BLOCK  by SMITH,GRAHAM",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
05:04,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",1
05:04,,,,,"TURNOVER  by JENEI,RYAN",,,"TURNOVER  by JENEI,RYAN",1
04:45,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",1
04:26,,,,,"MISS JUMPER by AWOLEYE,JONATHAN",,,"MISS JUMPER by AWOLEYE,JONATHAN",1
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",1
04:19,"MISS LAYUP by SMITH,GRAHAM",,,,,,,"MISS LAYUP by SMITH,GRAHAM",1
04:19,,,,,"BLOCK  by AWOLEYE,JONATHAN",,,"BLOCK  by AWOLEYE,JONATHAN",1
--,,,,,"REBOUND DEF by AWOLEYE,JONATHAN",,,"REBOUND DEF by AWOLEYE,JONATHAN",1
04:00,,,,,"MISS JUMPER by JAMES,JORDAN",,,"MISS JUMPER by JAMES,JORDAN",1
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",1
03:47,,,,,"FOUL  by AWOLEYE,JONATHAN",,,"FOUL  by AWOLEYE,JONATHAN",1
03:47,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,1
03:47,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",1
03:47,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",1
03:47,,,,,"SUB IN by KEMP,MASON",,,"SUB IN by KEMP,MASON",1
03:47,,,,,"SUB IN by CHERRY,GRIFFIN",,,"SUB IN by CHERRY,GRIFFIN",1
03:47,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",1
03:47,,,,,"SUB IN by KEMP,JACKSON",,,"SUB IN by KEMP,JACKSON",1
03:47,,,,,"SUB OUT by HARRIS,TREY",,,"SUB OUT by HARRIS,TREY",1
03:47,,,,,"SUB OUT by BENNIFIELD,DYLAN",,,"SUB OUT by BENNIFIELD,DYLAN",1
03:47,,,,,"SUB OUT by JAMES,JORDAN",,,"SUB OUT by JAMES,JORDAN",1
03:47,,,,,"SUB OUT by AWOLEYE,JONATHAN",,,"SUB OUT by AWOLEYE,JONATHAN",1
03:35,"MISS LAYUP by SMITH,GRAHAM",,,,,,,"MISS LAYUP by SMITH,GRAHAM",1
--,"REBOUND OFF by SMITH,GRAHAM",,,,,,,"REBOUND OFF by SMITH,GRAHAM",1
03:32,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",26 (+13),,13,,SEW 26-13 (+13),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",1
03:09,,,,,"MISS LAYUP by EZIGBO,UBA",,,"MISS LAYUP by EZIGBO,UBA",1
03:09,"BLOCK  by KAHL,COLIN",,,,,,,"BLOCK  by KAHL,COLIN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
03:02,,26 (+11),,15,"GOOD LAYUP by KEMP,MASON(in the paint)",OGL-M 26-15 (+11),,"GOOD LAYUP by KEMP,MASON(in the paint)",1
02:47,"MISS 3PTR by WILLIAMS,RASHAUN",,,,,,,"MISS 3PTR by WILLIAMS,RASHAUN",1
--,,,,,"REBOUND DEF by KEMP,MASON",,,"REBOUND DEF by KEMP,MASON",1
02:36,,,,,"MISS LAYUP by KEMP,MASON",,,"MISS LAYUP by KEMP,MASON",1
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",1
02:28,,,,,"FOUL  by KEMP,JACKSON",,,"FOUL  by KEMP,JACKSON",1
02:28,"GOOD FT by CORRIGAN,TRE",27 (+12),,15,,SEW 27-15 (+12),,"GOOD FT by CORRIGAN,TRE",1
02:28,"GOOD FT by CORRIGAN,TRE",28 (+13),,15,,SEW 28-15 (+13),,"GOOD FT by CORRIGAN,TRE",1
02:17,,,,,"MISS JUMPER by EZIGBO,UBA",,,"MISS JUMPER by EZIGBO,UBA",1
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",1
02:06,"TURNOVER  by WILLIAMS,RASHAUN",,,,,,,"TURNOVER  by WILLIAMS,RASHAUN",1
02:05,,,,,"STEAL  by EZIGBO,UBA",,,"STEAL  by EZIGBO,UBA",1
02:04,"FOUL  by WILLIAMS,RASHAUN",,,,,,,"FOUL  by WILLIAMS,RASHAUN",1
02:04,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",1
02:04,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",1
01:48,,28 (+11),,17,"GOOD LAYUP by EZIGBO,UBA(in the paint)",OGL-M 28-17 (+11),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",1
--,,,,,"ASSIST  by KEMP,JACKSON",,,"ASSIST  by KEMP,JACKSON",1
01:35,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",1
01:34,,,,,"STEAL  by EZIGBO,UBA",,,"STEAL  by EZIGBO,UBA",1
01:32,,28 (+9),,19,"GOOD JUMPER by EZIGBO,UBA(fastbreak)",OGL-M 28-19 (+9),,"GOOD JUMPER by EZIGBO,UBA(fastbreak)",1
01:15,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",1
01:14,,,,,"STEAL  by KEMP,JACKSON",,,"STEAL  by KEMP,JACKSON",1
01:11,,,,,"MISS LAYUP by KEMP,JACKSON",,,"MISS LAYUP by KEMP,JACKSON",1
01:11,"BLOCK  by KAHL,COLIN",,,,,,,"BLOCK  by KAHL,COLIN",1
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",1
01:04,"MISS LAYUP by CORRIGAN,TRE",,,,,,,"MISS LAYUP by CORRIGAN,TRE",1
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",1
00:56,,,,,"MISS 3PTR by EZIGBO,UBA",,,"MISS 3PTR by EZIGBO,UBA",1
--,,,,,"REBOUND OFF by JENEI,RYAN",,,"REBOUND OFF by JENEI,RYAN",1
00:50,,28 (+7),,21,"GOOD LAYUP by CHERRY,GRIFFIN(in the paint)",OGL-M 28-21 (+7),,"GOOD LAYUP by CHERRY,GRIFFIN(in the paint)",1
00:34,"GOOD 3PTR by CRUMP,JOHN",31 (+10),,21,,SEW 31-21 (+10),,"GOOD 3PTR by CRUMP,JOHN",1
--,"ASSIST  by KAHL,COLIN",,,,,,,"ASSIST  by KAHL,COLIN",1
00:31,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:08,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",1
00:08,,31 (+9),,22,"GOOD FT by EZIGBO,UBA",OGL-M 31-22 (+9),,"GOOD FT by EZIGBO,UBA",1
00:08,,31 (+8),,23,"GOOD FT by EZIGBO,UBA",OGL-M 31-23 (+8),,"GOOD FT by EZIGBO,UBA",1
00:08,,,,,"SUB IN by BENNIFIELD,DYLAN",,,"SUB IN by BENNIFIELD,DYLAN",1
