Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
00:45,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",2
00:22,"FOUL  by STINNETT,CADE",,,,,,,"FOUL  by STINNETT,CADE",2
00:22,"TURNOVER  by STINNETT,CADE",,,,,,,"TURNOVER  by STINNETT,CADE",2
00:20,"FOUL  by STINNETT,CADE",,,,,,,"FOUL  by STINNETT,CADE",2
00:20,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
00:20,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",2
00:19,,,,,"MISS FT by WILEY,KOKI",,,"MISS FT by WILEY,KOKI",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
00:02,"MISS 3PTR by BANKS,JAXSON",,,,,,,"MISS 3PTR by BANKS,JAXSON",2
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",2
