Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
02:20,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
02:20,,,,,"SUB IN by O'BRIEN,KRIS",,,"SUB IN by O'BRIEN,KRIS",2
02:20,,,,,"SUB IN by COOPER,LUKE",,,"SUB IN by COOPER,LUKE",2
02:20,"MISS FT by TERRY,NEAL",,,,,,,"MISS FT by TERRY,NEAL",2
--,,,,,"REBOUND DEF by O'BRIEN,KRIS",,,"REBOUND DEF by O'BRIEN,KRIS",2
01:45,,,,,"MISS 3PTR by O'BRIEN,KRIS",,,"MISS 3PTR by O'BRIEN,KRIS",2
--,"REBOUND DEF by BROWN,DJ",,,,,,,"REBOUND DEF by BROWN,DJ",2
01:38,"MISS 3PTR by FLYNT,JOSH",,,,,,,"MISS 3PTR by FLYNT,JOSH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:35,,,,,"FOUL  by O'BRIEN,KRIS",,,"FOUL  by O'BRIEN,KRIS",2
01:35,"MISS FT by WALLACE,CHARLESTON",,,,,,,"MISS FT by WALLACE,CHARLESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:35,"GOOD FT by WALLACE,CHARLESTON",51,,68 (+17),,BU 51-68 (+17),,"GOOD FT by WALLACE,CHARLESTON",2
01:27,"FOUL  by BROWN,DJ",,,,,,,"FOUL  by BROWN,DJ",2
01:27,,51,,69 (+18),"GOOD FT by WAGNER,MIKE(fastbreak)",Rhodes 51-69 (+18),,"GOOD FT by WAGNER,MIKE(fastbreak)",2
01:27,,51,,70 (+19),"GOOD FT by WAGNER,MIKE(fastbreak)",Rhodes 51-70 (+19),,"GOOD FT by WAGNER,MIKE(fastbreak)",2
01:18,,,,,"FOUL  by COOPER,LUKE",,,"FOUL  by COOPER,LUKE",2
01:18,"MISS FT by TERRY,NEAL",,,,,,,"MISS FT by TERRY,NEAL",2
--,,,,,"REBOUND DEF by DEMPSEY,JACK",,,"REBOUND DEF by DEMPSEY,JACK",2
00:48,,,,,"MISS 3PTR by WAGNER,MIKE",,,"MISS 3PTR by WAGNER,MIKE",2
--,"REBOUND DEF by TERRY,NEAL",,,,,,,"REBOUND DEF by TERRY,NEAL",2
00:38,"GOOD 3PTR by WALLACE,CHARLESTON",54,,70 (+16),,BU 54-70 (+16),,"GOOD 3PTR by WALLACE,CHARLESTON",2
--,"ASSIST  by BROWN,DJ",,,,,,,"ASSIST  by BROWN,DJ",2
00:23,,,,,"MISS JUMPER by WHITE,ELIJAH(in the paint)",,,"MISS JUMPER by WHITE,ELIJAH(in the paint)",2
--,"REBOUND DEF by TERRY,NEAL",,,,,,,"REBOUND DEF by TERRY,NEAL",2
00:16,,,,,"FOUL  by WAGNER,MIKE",,,"FOUL  by WAGNER,MIKE",2
00:16,"GOOD FT by TERRY,NEAL(fastbreak)",55,,70 (+15),,BU 55-70 (+15),,"GOOD FT by TERRY,NEAL(fastbreak)",2
00:16,"MISS FT by TERRY,NEAL(fastbreak)",,,,,,,"MISS FT by TERRY,NEAL(fastbreak)",2
--,,,,,"REBOUND DEF by WAGNER,MIKE",,,"REBOUND DEF by WAGNER,MIKE",2
