Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
19:14,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
19:14,"GOOD FT by KAHL,COLIN",45 (+11),,34,,Sewan 45-34 (-11),,"GOOD FT by KAHL,COLIN",2
19:04,,45 (+9),,36,"GOOD JUMPER by DOTSON,PHIL(in the paint)",Rhodes 45-36 (-9),,"GOOD JUMPER by DOTSON,PHIL(in the paint)",2
18:51,"MISS JUMPER by KAHL,COLIN(in the paint)",,,,,,,"MISS JUMPER by KAHL,COLIN(in the paint)",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
18:45,,,,,"MISS LAYUP by DOTSON,PHIL(in the paint)",,,"MISS LAYUP by DOTSON,PHIL(in the paint)",2
18:45,"BLOCK  by MARR,RUSS",,,,,,,"BLOCK  by MARR,RUSS",2
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",2
18:38,"MISS JUMPER by SMITH,GRAHAM(in the paint)",,,,,,,"MISS JUMPER by SMITH,GRAHAM(in the paint)",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
18:36,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
18:36,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",2
18:15,,45 (+7),,38,"GOOD LAYUP by RAMBERG,CASS(in the paint)",Rhodes 45-38 (-7),,"GOOD LAYUP by RAMBERG,CASS(in the paint)",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
18:05,"MISS 3PTR by KAHL,COLIN",,,,,,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
17:56,,,,,"FOUL  by RAMBERG,CASS",,,"FOUL  by RAMBERG,CASS",2
17:56,,,,,"TURNOVER  by RAMBERG,CASS",,,"TURNOVER  by RAMBERG,CASS",2
17:48,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",2
17:48,"GOOD FT by KAHL,COLIN",46 (+8),,38,,Sewan 46-38 (-8),,"GOOD FT by KAHL,COLIN",2
17:48,"GOOD FT by KAHL,COLIN",47 (+9),,38,,Sewan 47-38 (-9),,"GOOD FT by KAHL,COLIN",2
17:39,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",,,"TURNOVER  by GEORGETOWN II,ARNESS",2
17:39,"STEAL  by AVALIANI,LUKA",,,,,,,"STEAL  by AVALIANI,LUKA",2
17:32,"GOOD 3PTR by SMITH,GRAHAM",50 (+12),,38,,Sewan 50-38 (-12),,"GOOD 3PTR by SMITH,GRAHAM",2
--,"ASSIST  by AVALIANI,LUKA",,,,,,,"ASSIST  by AVALIANI,LUKA",2
17:05,,50 (+10),,40,"GOOD JUMPER by GEORGETOWN II,ARNESS",Rhodes 50-40 (-10),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
16:59,"MISS 3PTR by WILLIAMS,RASHAUN",,,,,,,"MISS 3PTR by WILLIAMS,RASHAUN",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
16:50,,50 (+8),,42,"GOOD JUMPER by DOTSON,PHIL(fastbreak)(in the paint)",Rhodes 50-42 (-8),,"GOOD JUMPER by DOTSON,PHIL(fastbreak)(in the paint)",2
16:38,"MISS LAYUP by KAHL,COLIN(in the paint)",,,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
16:38,,,,,"BLOCK  by DOTSON,PHIL",,,"BLOCK  by DOTSON,PHIL",2
--,"REBOUND OFF by KAHL,COLIN",,,,,,,"REBOUND OFF by KAHL,COLIN",2
16:27,"MISS LAYUP by KAHL,COLIN(in the paint)",,,,,,,"MISS LAYUP by KAHL,COLIN(in the paint)",2
16:27,,,,,"BLOCK  by WILEY,KOKI",,,"BLOCK  by WILEY,KOKI",2
--,,,,,"REBOUND DEF by WALKER,JEFFERSON",,,"REBOUND DEF by WALKER,JEFFERSON",2
16:20,,,,,"MISS 3PTR by DOTSON,PHIL",,,"MISS 3PTR by DOTSON,PHIL",2
--,,,,,"REBOUND OFF by RAMBERG,CASS",,,"REBOUND OFF by RAMBERG,CASS",2
16:15,,,,,"MISS JUMPER by DOTSON,PHIL(in the paint)",,,"MISS JUMPER by DOTSON,PHIL(in the paint)",2
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",2
16:06,"TURNOVER  by SMITH,GRAHAM",,,,,,,"TURNOVER  by SMITH,GRAHAM",2
16:06,,,,,"STEAL  by DOTSON,PHIL",,,"STEAL  by DOTSON,PHIL",2
16:01,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
16:01,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",2
15:57,,50 (+6),,44,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",Rhodes 50-44 (-6),,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",2
15:50,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
15:43,"FOUL  by WILLIAMS,RASHAUN",,,,,,,"FOUL  by WILLIAMS,RASHAUN",2
15:43,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:43,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",2
15:43,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
15:36,,,,,"MISS JUMPER by DOTSON,PHIL",,,"MISS JUMPER by DOTSON,PHIL",2
--,,,,,"REBOUND OFF by RAMBERG,CASS",,,"REBOUND OFF by RAMBERG,CASS",2
15:33,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
15:33,,50 (+5),,45,"GOOD FT by RAMBERG,CASS",Rhodes 50-45 (-5),,"GOOD FT by RAMBERG,CASS",2
15:33,,,,,"MISS FT by RAMBERG,CASS",,,"MISS FT by RAMBERG,CASS",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
15:16,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
15:16,"MISS FT by SMITH,GRAHAM",,,,,,,"MISS FT by SMITH,GRAHAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:16,"GOOD FT by SMITH,GRAHAM",51 (+6),,45,,Sewan 51-45 (-6),,"GOOD FT by SMITH,GRAHAM",2
14:59,,51 (+4),,47,"GOOD LAYUP by DOTSON,PHIL(in the paint)",Rhodes 51-47 (-4),,"GOOD LAYUP by DOTSON,PHIL(in the paint)",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
14:41,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
14:41,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
14:41,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
14:29,"MISS LAYUP by SMITH,GRAHAM(in the paint)",,,,,,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",2
--,"REBOUND OFF by SMITH,GRAHAM",,,,,,,"REBOUND OFF by SMITH,GRAHAM",2
14:27,"MISS LAYUP by SMITH,GRAHAM(in the paint)",,,,,,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",2
--,,,,,"REBOUND DEF by DOTSON,PHIL",,,"REBOUND DEF by DOTSON,PHIL",2
14:11,,,,,"MISS LAYUP by DOTSON,PHIL(in the paint)",,,"MISS LAYUP by DOTSON,PHIL(in the paint)",2
--,"REBOUND DEF by MARR,RUSS",,,,,,,"REBOUND DEF by MARR,RUSS",2
14:11,,,,,"FOUL  by RAMBERG,CASS",,,"FOUL  by RAMBERG,CASS",2
14:11,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
14:11,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
13:56,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",2
13:56,"GOOD FT by MARR,RUSS",52 (+5),,47,,Sewan 52-47 (-5),,"GOOD FT by MARR,RUSS",2
13:56,"GOOD FT by MARR,RUSS",53 (+6),,47,,Sewan 53-47 (-6),,"GOOD FT by MARR,RUSS",2
13:43,,53 (+4),,49,"GOOD JUMPER by DOTSON,PHIL",Rhodes 53-49 (-4),,"GOOD JUMPER by DOTSON,PHIL",2
13:29,"TURNOVER  by AVALIANI,LUKA",,,,,,,"TURNOVER  by AVALIANI,LUKA",2
13:29,,,,,"STEAL  by WILLIAMS,ZAVIEN",,,"STEAL  by WILLIAMS,ZAVIEN",2
13:25,,53 (+2),,51,"GOOD JUMPER by WILLIAMS,ZAVIEN(fastbreak)(in the paint)",Rhodes 53-51 (-2),,"GOOD JUMPER by WILLIAMS,ZAVIEN(fastbreak)(in the paint)",2
13:25,"FOUL  by MARR,RUSS",,,,,,,"FOUL  by MARR,RUSS",2
13:25,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",2
13:25,"SUB IN by WILLIAMS,RASHAUN",,,,,,,"SUB IN by WILLIAMS,RASHAUN",2
13:25,,53 (+1),,52,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",Rhodes 53-52 (-1),,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",2
13:25,,,,,"SUB OUT by DOTSON,PHIL",,,"SUB OUT by DOTSON,PHIL",2
13:25,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
13:17,"TURNOVER  by AVALIANI,LUKA",,,,,,,"TURNOVER  by AVALIANI,LUKA",2
13:17,,,,,"STEAL  by RAMBERG,CASS",,,"STEAL  by RAMBERG,CASS",2
12:53,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
12:50,"TURNOVER  by AVALIANI,LUKA",,,,,,,"TURNOVER  by AVALIANI,LUKA",2
12:50,,,,,"STEAL  by WALKER,JEFFERSON",,,"STEAL  by WALKER,JEFFERSON",2
12:45,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND OFF by RAMBERG,CASS",,,"REBOUND OFF by RAMBERG,CASS",2
12:42,,53,,54 (+1),"GOOD LAYUP by RAMBERG,CASS(in the paint)",Rhodes 53-54 (+1),,"GOOD LAYUP by RAMBERG,CASS(in the paint)",2
12:31,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",2
12:31,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
12:31,,,,,"SUB IN by DOTSON,PHIL",,,"SUB IN by DOTSON,PHIL",2
12:31,"SUB OUT by HOLLAND,ELI",,,,,,,"SUB OUT by HOLLAND,ELI",2
12:31,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",2
12:31,"MISS FT by SMITH,GRAHAM",,,,,,,"MISS FT by SMITH,GRAHAM",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
12:09,,53,,57 (+4),"GOOD 3PTR by DOTSON,PHIL",Rhodes 53-57 (+4),,"GOOD 3PTR by DOTSON,PHIL",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
11:54,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND OFF by KAHL,COLIN",,,,,,,"REBOUND OFF by KAHL,COLIN",2
11:51,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",2
11:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:41,,,,,"MISS 3PTR by DOTSON,PHIL",,,"MISS 3PTR by DOTSON,PHIL",2
--,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",,,"REBOUND OFF by GEORGETOWN II,ARNESS",2
11:37,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",2
11:22,"MISS JUMPER by AVALIANI,LUKA",,,,,,,"MISS JUMPER by AVALIANI,LUKA",2
--,"REBOUND OFF by WILLIAMS,RASHAUN",,,,,,,"REBOUND OFF by WILLIAMS,RASHAUN",2
11:16,"TURNOVER  by WILLIAMS,RASHAUN",,,,,,,"TURNOVER  by WILLIAMS,RASHAUN",2
11:16,,,,,"STEAL  by WALKER,JEFFERSON",,,"STEAL  by WALKER,JEFFERSON",2
11:08,"FOUL  by SMITH,GRAHAM",,,,,,,"FOUL  by SMITH,GRAHAM",2
11:08,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
11:08,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
11:08,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",2
11:08,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",2
11:04,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",2
11:04,"STEAL  by CORRIGAN,TRE",,,,,,,"STEAL  by CORRIGAN,TRE",2
11:00,"GOOD LAYUP by MARR,RUSS(fastbreak)(in the paint)",55,,57 (+2),,Sewan 55-57 (+2),,"GOOD LAYUP by MARR,RUSS(fastbreak)(in the paint)",2
--,"ASSIST  by CORRIGAN,TRE",,,,,,,"ASSIST  by CORRIGAN,TRE",2
10:44,,,,,"MISS JUMPER by DOTSON,PHIL(in the paint)",,,"MISS JUMPER by DOTSON,PHIL(in the paint)",2
--,,,,,"REBOUND OFF by RAMBERG,CASS",,,"REBOUND OFF by RAMBERG,CASS",2
10:41,,,,,"MISS LAYUP by RAMBERG,CASS(in the paint)",,,"MISS LAYUP by RAMBERG,CASS(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:30,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",2
10:30,,,,,"MISS FT by ESSICK,JALEN",,,"MISS FT by ESSICK,JALEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:30,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
10:30,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
10:30,,55,,58 (+3),"GOOD FT by ESSICK,JALEN",Rhodes 55-58 (+3),,"GOOD FT by ESSICK,JALEN",2
10:16,"MISS 3PTR by KAHL,COLIN",,,,,,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
09:57,,,,,"MISS JUMPER by DOTSON,PHIL",,,"MISS JUMPER by DOTSON,PHIL",2
--,"REBOUND DEF by MARR,RUSS",,,,,,,"REBOUND DEF by MARR,RUSS",2
09:52,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",2
09:52,"TURNOVER  by AVALIANI,LUKA",,,,,,,"TURNOVER  by AVALIANI,LUKA",2
09:52,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
09:52,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
09:52,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
09:52,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",2
09:29,,,,,"TURNOVER  by WALKER,JEFFERSON",,,"TURNOVER  by WALKER,JEFFERSON",2
09:29,"STEAL  by CORRIGAN,TRE",,,,,,,"STEAL  by CORRIGAN,TRE",2
09:17,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND OFF by SMITH,GRAHAM",,,,,,,"REBOUND OFF by SMITH,GRAHAM",2
09:14,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND DEF by WALKER,JEFFERSON",,,"REBOUND DEF by WALKER,JEFFERSON",2
08:43,,,,,"MISS JUMPER by ESSICK,JALEN",,,"MISS JUMPER by ESSICK,JALEN",2
--,"REBOUND DEF by SMITH,GRAHAM",,,,,,,"REBOUND DEF by SMITH,GRAHAM",2
08:33,"MISS JUMPER by MARR,RUSS(in the paint)",,,,,,,"MISS JUMPER by MARR,RUSS(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
08:19,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
08:19,,55,,59 (+4),"GOOD FT by WILEY,KOKI",Rhodes 55-59 (+4),,"GOOD FT by WILEY,KOKI",2
08:19,,55,,60 (+5),"GOOD FT by WILEY,KOKI",Rhodes 55-60 (+5),,"GOOD FT by WILEY,KOKI",2
08:07,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",2
08:07,"SUB OUT by WILLIAMS,RASHAUN",,,,,,,"SUB OUT by WILLIAMS,RASHAUN",2
08:07,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",2
07:54,,55,,62 (+7),"GOOD JUMPER by ESSICK,JALEN(in the paint)",Rhodes 55-62 (+7),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
07:42,,,,,"FOUL  by RAMBERG,CASS",,,"FOUL  by RAMBERG,CASS",2
07:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:42,"GOOD FT by KAHL,COLIN",56,,62 (+6),,Sewan 56-62 (+6),,"GOOD FT by KAHL,COLIN",2
07:42,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
07:42,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
07:42,"GOOD FT by KAHL,COLIN",57,,62 (+5),,Sewan 57-62 (+5),,"GOOD FT by KAHL,COLIN",2
07:24,,57,,64 (+7),"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 57-64 (+7),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
07:07,"MISS LAYUP by MARR,RUSS(in the paint)",,,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
06:59,,57,,67 (+10),"GOOD 3PTR by DOTSON,PHIL(fastbreak)",Rhodes 57-67 (+10),,"GOOD 3PTR by DOTSON,PHIL(fastbreak)",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
06:44,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:35,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
06:35,"MISS FT by MARR,RUSS",,,,,,,"MISS FT by MARR,RUSS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:35,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
06:35,,,,,"SUB IN by PRANGE,JONATHAN",,,"SUB IN by PRANGE,JONATHAN",2
06:35,"MISS FT by MARR,RUSS",,,,,,,"MISS FT by MARR,RUSS",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
06:15,,57,,69 (+12),"GOOD JUMPER by WILEY,KOKI",Rhodes 57-69 (+12),,"GOOD JUMPER by WILEY,KOKI",2
06:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:13,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:01,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",59,,69 (+10),,Sewan 59-69 (+10),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
06:01,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
06:01,"GOOD FT by AVALIANI,LUKA",60,,69 (+9),,Sewan 60-69 (+9),,"GOOD FT by AVALIANI,LUKA",2
05:41,,,,,"TURNOVER  by DOTSON,PHIL",,,"TURNOVER  by DOTSON,PHIL",2
05:41,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
05:41,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
05:35,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND OFF by SMITH,GRAHAM",,,,,,,"REBOUND OFF by SMITH,GRAHAM",2
05:30,"TURNOVER  by SMITH,GRAHAM",,,,,,,"TURNOVER  by SMITH,GRAHAM",2
05:30,,,,,"STEAL  by DOTSON,PHIL",,,"STEAL  by DOTSON,PHIL",2
05:05,,,,,"MISS JUMPER by DOTSON,PHIL(in the paint)",,,"MISS JUMPER by DOTSON,PHIL(in the paint)",2
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",2
04:50,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",2
04:50,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
04:50,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
04:50,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
04:50,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
04:50,"GOOD FT by AVALIANI,LUKA",61,,69 (+8),,Sewan 61-69 (+8),,"GOOD FT by AVALIANI,LUKA",2
04:50,"GOOD FT by AVALIANI,LUKA",62,,69 (+7),,Sewan 62-69 (+7),,"GOOD FT by AVALIANI,LUKA",2
04:22,,62,,71 (+9),"GOOD JUMPER by PRANGE,JONATHAN",Rhodes 62-71 (+9),,"GOOD JUMPER by PRANGE,JONATHAN",2
03:57,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",2
--,,,,,"REBOUND DEF by RAMBERG,CASS",,,"REBOUND DEF by RAMBERG,CASS",2
03:57,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
03:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:57,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
03:57,,,,,"SUB IN by DEMPSEY,JACK",,,"SUB IN by DEMPSEY,JACK",2
03:57,,,,,"MISS FT by RAMBERG,CASS(fastbreak)",,,"MISS FT by RAMBERG,CASS(fastbreak)",2
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",2
03:35,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:33,,,,,"SUB OUT by DEMPSEY,JACK",,,"SUB OUT by DEMPSEY,JACK",2
03:33,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
03:33,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
03:33,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
03:11,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,"MISS JUMPER by ESSICK,JALEN(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:11,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
03:11,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
03:11,,,,,"SUB IN by DEMPSEY,JACK",,,"SUB IN by DEMPSEY,JACK",2
03:11,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
02:57,"GOOD LAYUP by KAHL,COLIN(in the paint)",64,,71 (+7),,Sewan 64-71 (+7),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
02:57,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:57,,,,,"SUB OUT by DEMPSEY,JACK",,,"SUB OUT by DEMPSEY,JACK",2
02:57,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
02:57,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
02:57,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
02:30,,,,,"MISS 3PTR by DOTSON,PHIL",,,"MISS 3PTR by DOTSON,PHIL",2
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",2
02:13,,,,,"FOUL  by DOTSON,PHIL",,,"FOUL  by DOTSON,PHIL",2
02:13,"GOOD FT by MARR,RUSS",65,,71 (+6),,Sewan 65-71 (+6),,"GOOD FT by MARR,RUSS",2
02:13,"GOOD FT by MARR,RUSS",66,,71 (+5),,Sewan 66-71 (+5),,"GOOD FT by MARR,RUSS",2
02:02,,,,,"MISS 3PTR by PRANGE,JONATHAN",,,"MISS 3PTR by PRANGE,JONATHAN",2
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",2
01:38,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
01:38,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
01:38,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
01:32,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",2
01:32,"TURNOVER  by KAHL,COLIN",,,,,,,"TURNOVER  by KAHL,COLIN",2
01:32,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
01:32,,,,,"SUB IN by PRANGE,JONATHAN",,,"SUB IN by PRANGE,JONATHAN",2
01:32,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",2
01:32,"SUB IN by HOLLAND,ELI",,,,,,,"SUB IN by HOLLAND,ELI",2
