Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by KEMP,JACKSON",,,,,,,"REBOUND DEF by KEMP,JACKSON",1
20:00,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
20:00,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
20:00,,,,,"SUB IN by DEMPSEY,JACK",,,"SUB IN by DEMPSEY,JACK",2
20:00,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
20:00,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
20:00,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
19:42,"GOOD JUMPER by DOOLEY,MALACHI(in the paint)",41,,50 (+9),,OU 41-50 (+9),,"GOOD JUMPER by DOOLEY,MALACHI(in the paint)",2
19:29,,,,,"MISS 3PTR by WALKER,JEFFERSON",,,"MISS 3PTR by WALKER,JEFFERSON",2
--,"REBOUND DEF by SMITH,BRENT",,,,,,,"REBOUND DEF by SMITH,BRENT",2
19:14,"TURNOVER  by SMITH,BRENT",,,,,,,"TURNOVER  by SMITH,BRENT",2
19:14,,,,,"STEAL  by WILLIAMS,ZAVIEN",,,"STEAL  by WILLIAMS,ZAVIEN",2
19:14,"FOUL  by SMITH,BRENT",,,,,,,"FOUL  by SMITH,BRENT",2
18:52,,41,,53 (+12),"GOOD 3PTR by WILLIAMS,ZAVIEN",Rhodes 41-53 (+12),,"GOOD 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
18:35,"GOOD JUMPER by KEMP,JACKSON",43,,53 (+10),,OU 43-53 (+10),,"GOOD JUMPER by KEMP,JACKSON",2
18:16,,43,,56 (+13),"GOOD 3PTR by WILLIAMS,ZAVIEN",Rhodes 43-56 (+13),,"GOOD 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
17:56,,,,,"FOUL  by DEMPSEY,JACK",,,"FOUL  by DEMPSEY,JACK",2
17:56,"GOOD FT by JAMES,JORDAN",44,,56 (+12),,OU 44-56 (+12),,"GOOD FT by JAMES,JORDAN",2
17:56,"GOOD FT by JAMES,JORDAN",45,,56 (+11),,OU 45-56 (+11),,"GOOD FT by JAMES,JORDAN",2
17:41,,,,,"TURNOVER  by WILLIAMS,ZAVIEN",,,"TURNOVER  by WILLIAMS,ZAVIEN",2
17:31,"MISS LAYUP by DOOLEY,MALACHI(in the paint)",,,,,,,"MISS LAYUP by DOOLEY,MALACHI(in the paint)",2
--,,,,,"REBOUND DEF by DOTSON,PHIL",,,"REBOUND DEF by DOTSON,PHIL",2
17:27,,,,,"TURNOVER  by DOTSON,PHIL",,,"TURNOVER  by DOTSON,PHIL",2
17:13,"MISS JUMPER by JAMES,JORDAN(in the paint)",,,,,,,"MISS JUMPER by JAMES,JORDAN(in the paint)",2
--,,,,,"REBOUND DEF by WALKER,JEFFERSON",,,"REBOUND DEF by WALKER,JEFFERSON",2
17:05,"FOUL  by KEMP,JACKSON",,,,,,,"FOUL  by KEMP,JACKSON",2
16:56,,,,,"MISS JUMPER by DOTSON,PHIL",,,"MISS JUMPER by DOTSON,PHIL",2
--,,,,,"REBOUND OFF by RAMBERG,CASS",,,"REBOUND OFF by RAMBERG,CASS",2
16:51,,,,,"MISS JUMPER by WILLIAMS,ZAVIEN(in the paint)",,,"MISS JUMPER by WILLIAMS,ZAVIEN(in the paint)",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
16:45,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",2
16:45,"GOOD FT by JAMES,JORDAN",46,,56 (+10),,OU 46-56 (+10),,"GOOD FT by JAMES,JORDAN",2
16:45,,,,,"SUB OUT by DEMPSEY,JACK",,,"SUB OUT by DEMPSEY,JACK",2
16:45,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
16:45,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
16:45,,,,,"SUB IN by PRANGE,JONATHAN",,,"SUB IN by PRANGE,JONATHAN",2
16:45,"GOOD FT by JAMES,JORDAN",47,,56 (+9),,OU 47-56 (+9),,"GOOD FT by JAMES,JORDAN",2
16:29,"FOUL  by JAMES,JORDAN",,,,,,,"FOUL  by JAMES,JORDAN",2
16:22,,47,,58 (+11),"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 47-58 (+11),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
16:08,"MISS LAYUP by SMITH,BRENT(in the paint)",,,,,,,"MISS LAYUP by SMITH,BRENT(in the paint)",2
--,,,,,"REBOUND DEF by RAMBERG,CASS",,,"REBOUND DEF by RAMBERG,CASS",2
15:58,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",2
15:58,"BLOCK  by DOOLEY,MALACHI",,,,,,,"BLOCK  by DOOLEY,MALACHI",2
--,,,,,"REBOUND OFF by WALKER,JEFFERSON",,,"REBOUND OFF by WALKER,JEFFERSON",2
15:52,,47,,60 (+13),"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 47-60 (+13),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
15:46,"TURNOVER  by JENEI,RYAN",,,,,,,"TURNOVER  by JENEI,RYAN",2
15:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:46,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
15:46,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
15:34,"FOUL  by SMITH,BRENT",,,,,,,"FOUL  by SMITH,BRENT",2
15:34,,47,,61 (+14),"GOOD FT by GEORGETOWN II,ARNESS",Rhodes 47-61 (+14),,"GOOD FT by GEORGETOWN II,ARNESS",2
15:34,"SUB OUT by SMITH,BRENT",,,,,,,"SUB OUT by SMITH,BRENT",2
15:34,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
15:34,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
15:34,"SUB IN by BENNIFIELD ,DYLAN",,,,,,,"SUB IN by BENNIFIELD ,DYLAN",2
15:34,,47,,62 (+15),"GOOD FT by GEORGETOWN II,ARNESS",Rhodes 47-62 (+15),,"GOOD FT by GEORGETOWN II,ARNESS",2
15:21,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",2
15:21,"MISS FT by JAMES,JORDAN",,,,,,,"MISS FT by JAMES,JORDAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:21,"GOOD FT by JAMES,JORDAN",48,,62 (+14),,OU 48-62 (+14),,"GOOD FT by JAMES,JORDAN",2
15:09,"FOUL  by JAMES,JORDAN",,,,,,,"FOUL  by JAMES,JORDAN",2
15:09,,,,,"MISS FT by WILEY,KOKI",,,"MISS FT by WILEY,KOKI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:09,,48,,63 (+15),"GOOD FT by WILEY,KOKI",Rhodes 48-63 (+15),,"GOOD FT by WILEY,KOKI",2
15:09,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
15:09,,,,,"SUB IN by WHITE,ELIJAH",,,"SUB IN by WHITE,ELIJAH",2
14:49,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND DEF by WHITE,ELIJAH",,,"REBOUND DEF by WHITE,ELIJAH",2
14:27,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",2
--,"REBOUND DEF by HARRIS,TREY",,,,,,,"REBOUND DEF by HARRIS,TREY",2
14:22,"MISS 3PTR by KEMP,JACKSON",,,,,,,"MISS 3PTR by KEMP,JACKSON",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
14:14,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",2
14:14,"STEAL  by HARRIS,TREY",,,,,,,"STEAL  by HARRIS,TREY",2
14:10,"GOOD DUNK by JAMES,JORDAN(fastbreak)(in the paint)",50,,63 (+13),,OU 50-63 (+13),,"GOOD DUNK by JAMES,JORDAN(fastbreak)(in the paint)",2
--,"ASSIST  by HARRIS,TREY",,,,,,,"ASSIST  by HARRIS,TREY",2
13:39,,50,,65 (+15),"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",Rhodes 50-65 (+15),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,,,,,"ASSIST  by WHITE,ELIJAH",,,"ASSIST  by WHITE,ELIJAH",2
13:17,"GOOD 3PTR by JAMES,JORDAN",53,,65 (+12),,OU 53-65 (+12),,"GOOD 3PTR by JAMES,JORDAN",2
--,"ASSIST  by JENEI,RYAN",,,,,,,"ASSIST  by JENEI,RYAN",2
13:15,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:15,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:15,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
13:15,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
12:55,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND OFF by WHITE,ELIJAH",,,"REBOUND OFF by WHITE,ELIJAH",2
12:51,,53,,67 (+14),"GOOD LAYUP by WHITE,ELIJAH(in the paint)",Rhodes 53-67 (+14),,"GOOD LAYUP by WHITE,ELIJAH(in the paint)",2
12:34,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",2
12:34,"GOOD FT by KEMP,MASON",54,,67 (+13),,OU 54-67 (+13),,"GOOD FT by KEMP,MASON",2
12:34,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
12:34,,,,,"SUB IN by RAMBERG,CASS",,,"SUB IN by RAMBERG,CASS",2
12:34,"GOOD FT by KEMP,MASON",55,,67 (+12),,OU 55-67 (+12),,"GOOD FT by KEMP,MASON",2
12:19,,,,,"MISS 3PTR by DOTSON,PHIL",,,"MISS 3PTR by DOTSON,PHIL",2
--,,,,,"REBOUND OFF by RAMBERG,CASS",,,"REBOUND OFF by RAMBERG,CASS",2
12:10,,55,,69 (+14),"GOOD JUMPER by DOTSON,PHIL(in the paint)",Rhodes 55-69 (+14),,"GOOD JUMPER by DOTSON,PHIL(in the paint)",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
11:59,"GOOD 3PTR by BENNIFIELD ,DYLAN",58,,69 (+11),,OU 58-69 (+11),,"GOOD 3PTR by BENNIFIELD ,DYLAN",2
--,"ASSIST  by HARRIS,TREY",,,,,,,"ASSIST  by HARRIS,TREY",2
11:40,,58,,72 (+14),"GOOD 3PTR by WALKER,JEFFERSON",Rhodes 58-72 (+14),,"GOOD 3PTR by WALKER,JEFFERSON",2
--,,,,,"ASSIST  by RAMBERG,CASS",,,"ASSIST  by RAMBERG,CASS",2
11:37,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:37,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:23,"MISS LAYUP by JAMES,JORDAN(in the paint)",,,,,,,"MISS LAYUP by JAMES,JORDAN(in the paint)",2
--,,,,,"REBOUND DEF by WHITE,ELIJAH",,,"REBOUND DEF by WHITE,ELIJAH",2
11:15,,58,,75 (+17),"GOOD 3PTR by WILEY,KOKI(fastbreak)",Rhodes 58-75 (+17),,"GOOD 3PTR by WILEY,KOKI(fastbreak)",2
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",2
11:05,,,,,"FOUL  by DOTSON,PHIL",,,"FOUL  by DOTSON,PHIL",2
11:05,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
10:49,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND DEF by KEMP,MASON",,,,,,,"REBOUND DEF by KEMP,MASON",2
10:40,"MISS JUMPER by BENNIFIELD ,DYLAN(in the paint)",,,,,,,"MISS JUMPER by BENNIFIELD ,DYLAN(in the paint)",2
10:40,,,,,"BLOCK  by DOTSON,PHIL",,,"BLOCK  by DOTSON,PHIL",2
--,,,,,"REBOUND DEF by DOTSON,PHIL",,,"REBOUND DEF by DOTSON,PHIL",2
10:35,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
10:35,,,,,"MISS FT by DOTSON,PHIL(fastbreak)",,,"MISS FT by DOTSON,PHIL(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:35,"SUB OUT by BENNIFIELD ,DYLAN",,,,,,,"SUB OUT by BENNIFIELD ,DYLAN",2
10:35,"SUB OUT by JAMES,JORDAN",,,,,,,"SUB OUT by JAMES,JORDAN",2
10:35,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
10:35,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
10:35,"SUB OUT by KEMP,MASON",,,,,,,"SUB OUT by KEMP,MASON",2
10:35,"SUB IN by DOOLEY,MALACHI",,,,,,,"SUB IN by DOOLEY,MALACHI",2
10:35,"SUB IN by REISMAN ,ROBERT",,,,,,,"SUB IN by REISMAN ,ROBERT",2
10:35,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
10:35,"SUB IN by CHERRY,GRIFFIN",,,,,,,"SUB IN by CHERRY,GRIFFIN",2
10:35,"SUB IN by SMITH,BRENT",,,,,,,"SUB IN by SMITH,BRENT",2
10:35,,58,,76 (+18),"GOOD FT by DOTSON,PHIL(fastbreak)",Rhodes 58-76 (+18),,"GOOD FT by DOTSON,PHIL(fastbreak)",2
10:22,"MISS JUMPER by KEMP,JACKSON",,,,,,,"MISS JUMPER by KEMP,JACKSON",2
--,,,,,"REBOUND DEF by RAMBERG,CASS",,,"REBOUND DEF by RAMBERG,CASS",2
10:14,,,,,"MISS 3PTR by DOTSON,PHIL",,,"MISS 3PTR by DOTSON,PHIL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:12,,,,,"FOUL TECH by DOTSON,PHIL",,,"FOUL TECH by DOTSON,PHIL",2
10:12,"GOOD FT by KEMP,JACKSON",59,,76 (+17),,OU 59-76 (+17),,"GOOD FT by KEMP,JACKSON",2
10:12,,,,,"SUB OUT by WHITE,ELIJAH",,,"SUB OUT by WHITE,ELIJAH",2
10:12,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
09:52,"GOOD LAYUP by SMITH,BRENT(in the paint)",61,,76 (+15),,OU 61-76 (+15),,"GOOD LAYUP by SMITH,BRENT(in the paint)",2
--,"ASSIST  by CHERRY,GRIFFIN",,,,,,,"ASSIST  by CHERRY,GRIFFIN",2
09:26,,61,,78 (+17),"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",Rhodes 61-78 (+17),,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",2
09:26,"FOUL  by KEMP,JACKSON",,,,,,,"FOUL  by KEMP,JACKSON",2
09:26,,,,,"MISS FT by WALKER,JEFFERSON",,,"MISS FT by WALKER,JEFFERSON",2
--,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
09:12,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",2
--,"REBOUND DEF by SMITH,BRENT",,,,,,,"REBOUND DEF by SMITH,BRENT",2
09:05,"FOUL  by DOOLEY,MALACHI",,,,,,,"FOUL  by DOOLEY,MALACHI",2
09:05,"TURNOVER  by DOOLEY,MALACHI",,,,,,,"TURNOVER  by DOOLEY,MALACHI",2
08:42,"FOUL  by KEMP,JACKSON",,,,,,,"FOUL  by KEMP,JACKSON",2
08:42,,61,,79 (+18),"GOOD FT by DOTSON,PHIL",Rhodes 61-79 (+18),,"GOOD FT by DOTSON,PHIL",2
08:42,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
08:42,"SUB IN by KEMP,MASON",,,,,,,"SUB IN by KEMP,MASON",2
08:42,,61,,80 (+19),"GOOD FT by DOTSON,PHIL",Rhodes 61-80 (+19),,"GOOD FT by DOTSON,PHIL",2
08:26,"GOOD LAYUP by KEMP,MASON(in the paint)",63,,80 (+17),,OU 63-80 (+17),,"GOOD LAYUP by KEMP,MASON(in the paint)",2
--,"ASSIST  by REISMAN ,ROBERT",,,,,,,"ASSIST  by REISMAN ,ROBERT",2
08:13,,,,,"MISS 3PTR by DOTSON,PHIL",,,"MISS 3PTR by DOTSON,PHIL",2
--,,,,,"REBOUND OFF by RAMBERG,CASS",,,"REBOUND OFF by RAMBERG,CASS",2
08:08,,63,,82 (+19),"GOOD LAYUP by RAMBERG,CASS(in the paint)",Rhodes 63-82 (+19),,"GOOD LAYUP by RAMBERG,CASS(in the paint)",2
07:51,"MISS LAYUP by REISMAN ,ROBERT(in the paint)",,,,,,,"MISS LAYUP by REISMAN ,ROBERT(in the paint)",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
07:35,,,,,"MISS LAYUP by DOTSON,PHIL(in the paint)",,,"MISS LAYUP by DOTSON,PHIL(in the paint)",2
--,,,,,"REBOUND OFF by RAMBERG,CASS",,,"REBOUND OFF by RAMBERG,CASS",2
07:35,"FOUL  by SMITH,BRENT",,,,,,,"FOUL  by SMITH,BRENT",2
07:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:35,"SUB OUT by SMITH,BRENT",,,,,,,"SUB OUT by SMITH,BRENT",2
07:35,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
07:35,,,,,"MISS FT by RAMBERG,CASS",,,"MISS FT by RAMBERG,CASS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:35,,63,,83 (+20),"GOOD FT by RAMBERG,CASS",Rhodes 63-83 (+20),,"GOOD FT by RAMBERG,CASS",2
07:24,"MISS 3PTR by KEMP,MASON",,,,,,,"MISS 3PTR by KEMP,MASON",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
07:05,"FOUL  by KEMP,MASON",,,,,,,"FOUL  by KEMP,MASON",2
07:05,,63,,84 (+21),"GOOD FT by WILEY,KOKI",Rhodes 63-84 (+21),,"GOOD FT by WILEY,KOKI",2
07:05,,63,,85 (+22),"GOOD FT by WILEY,KOKI",Rhodes 63-85 (+22),,"GOOD FT by WILEY,KOKI",2
07:05,"SUB OUT by REISMAN ,ROBERT",,,,,,,"SUB OUT by REISMAN ,ROBERT",2
07:05,"SUB OUT by CHERRY,GRIFFIN",,,,,,,"SUB OUT by CHERRY,GRIFFIN",2
07:05,"SUB IN by HARRIS,TREY",,,,,,,"SUB IN by HARRIS,TREY",2
07:05,"SUB IN by KEMP,JACKSON",,,,,,,"SUB IN by KEMP,JACKSON",2
06:55,"GOOD 3PTR by HARRIS,TREY",66,,85 (+19),,OU 66-85 (+19),,"GOOD 3PTR by HARRIS,TREY",2
--,"ASSIST  by DOOLEY,MALACHI",,,,,,,"ASSIST  by DOOLEY,MALACHI",2
06:38,,66,,88 (+22),"GOOD 3PTR by WALKER,JEFFERSON",Rhodes 66-88 (+22),,"GOOD 3PTR by WALKER,JEFFERSON",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
06:28,"MISS 3PTR by HARRIS,TREY",,,,,,,"MISS 3PTR by HARRIS,TREY",2
--,,,,,"REBOUND DEF by DOTSON,PHIL",,,"REBOUND DEF by DOTSON,PHIL",2
06:08,,,,,"MISS 3PTR by DOTSON,PHIL",,,"MISS 3PTR by DOTSON,PHIL",2
--,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
06:04,,66,,91 (+25),"GOOD 3PTR by DOTSON,PHIL",Rhodes 66-91 (+25),,"GOOD 3PTR by DOTSON,PHIL",2
--,,,,,"ASSIST  by WILLIAMS,ZAVIEN",,,"ASSIST  by WILLIAMS,ZAVIEN",2
05:56,"TURNOVER  by DOOLEY,MALACHI",,,,,,,"TURNOVER  by DOOLEY,MALACHI",2
05:56,,,,,"STEAL  by WILLIAMS,ZAVIEN",,,"STEAL  by WILLIAMS,ZAVIEN",2
05:52,"FOUL  by DOOLEY,MALACHI",,,,,,,"FOUL  by DOOLEY,MALACHI",2
05:52,,,,,"MISS FT by WALKER,JEFFERSON(fastbreak)",,,"MISS FT by WALKER,JEFFERSON(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:52,,,,,"SUB OUT by RAMBERG,CASS",,,"SUB OUT by RAMBERG,CASS",2
05:52,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
05:52,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
05:52,,,,,"SUB IN by WHITE,ELIJAH",,,"SUB IN by WHITE,ELIJAH",2
05:52,,,,,"SUB IN by DEMPSEY,JACK",,,"SUB IN by DEMPSEY,JACK",2
05:52,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
05:52,,66,,92 (+26),"GOOD FT by WALKER,JEFFERSON(fastbreak)",Rhodes 66-92 (+26),,"GOOD FT by WALKER,JEFFERSON(fastbreak)",2
05:52,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
05:52,,,,,"SUB IN by WAGNER,MIKE",,,"SUB IN by WAGNER,MIKE",2
05:52,"SUB OUT by DOOLEY,MALACHI",,,,,,,"SUB OUT by DOOLEY,MALACHI",2
05:52,"SUB IN by BENNIFIELD ,DYLAN",,,,,,,"SUB IN by BENNIFIELD ,DYLAN",2
05:39,"GOOD 3PTR by HARRIS,TREY",69,,92 (+23),,OU 69-92 (+23),,"GOOD 3PTR by HARRIS,TREY",2
--,"ASSIST  by BENNIFIELD ,DYLAN",,,,,,,"ASSIST  by BENNIFIELD ,DYLAN",2
05:16,,,,,"MISS JUMPER by DOTSON,PHIL(in the paint)",,,"MISS JUMPER by DOTSON,PHIL(in the paint)",2
--,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",,,"REBOUND OFF by GEORGETOWN II,ARNESS",2
05:13,,69,,94 (+25),"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",Rhodes 69-94 (+25),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
05:03,,,,,"FOUL  by WAGNER,MIKE",,,"FOUL  by WAGNER,MIKE",2
05:03,"GOOD FT by KEMP,JACKSON",70,,94 (+24),,OU 70-94 (+24),,"GOOD FT by KEMP,JACKSON",2
05:03,"GOOD FT by KEMP,JACKSON",71,,94 (+23),,OU 71-94 (+23),,"GOOD FT by KEMP,JACKSON",2
04:47,,71,,97 (+26),"GOOD 3PTR by DOTSON,PHIL",Rhodes 71-97 (+26),,"GOOD 3PTR by DOTSON,PHIL",2
--,,,,,"ASSIST  by WAGNER,MIKE",,,"ASSIST  by WAGNER,MIKE",2
04:39,"GOOD JUMPER by HARRIS,TREY(fastbreak)(in the paint)",73,,97 (+24),,OU 73-97 (+24),,"GOOD JUMPER by HARRIS,TREY(fastbreak)(in the paint)",2
04:17,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",,,"MISS JUMPER by GEORGETOWN II,ARNESS",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
04:09,"GOOD JUMPER by KEMP,JACKSON(fastbreak)(in the paint)",75,,97 (+22),,OU 75-97 (+22),,"GOOD JUMPER by KEMP,JACKSON(fastbreak)(in the paint)",2
--,"ASSIST  by BENNIFIELD ,DYLAN",,,,,,,"ASSIST  by BENNIFIELD ,DYLAN",2
03:43,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:43,,,,,"SUB OUT by DOTSON,PHIL",,,"SUB OUT by DOTSON,PHIL",2
03:43,,,,,"SUB IN by PRANGE,JONATHAN",,,"SUB IN by PRANGE,JONATHAN",2
03:40,,75,,99 (+24),"GOOD JUMPER by DEMPSEY,JACK(in the paint)",Rhodes 75-99 (+24),,"GOOD JUMPER by DEMPSEY,JACK(in the paint)",2
--,,,,,"ASSIST  by WAGNER,MIKE",,,"ASSIST  by WAGNER,MIKE",2
03:27,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND DEF by WAGNER,MIKE",,,"REBOUND DEF by WAGNER,MIKE",2
03:12,,,,,"TURNOVER  by PRANGE,JONATHAN",,,"TURNOVER  by PRANGE,JONATHAN",2
03:01,"GOOD 3PTR by HARRIS,TREY",78,,99 (+21),,OU 78-99 (+21),,"GOOD 3PTR by HARRIS,TREY",2
--,"ASSIST  by BENNIFIELD ,DYLAN",,,,,,,"ASSIST  by BENNIFIELD ,DYLAN",2
02:42,,,,,"TURNOVER  by PRANGE,JONATHAN",,,"TURNOVER  by PRANGE,JONATHAN",2
02:42,"STEAL  by BENNIFIELD ,DYLAN",,,,,,,"STEAL  by BENNIFIELD ,DYLAN",2
02:38,"GOOD JUMPER by BENNIFIELD ,DYLAN(fastbreak)(in the paint)",80,,99 (+19),,OU 80-99 (+19),,"GOOD JUMPER by BENNIFIELD ,DYLAN(fastbreak)(in the paint)",2
02:18,,80,,101 (+21),"GOOD JUMPER by GEORGETOWN II,ARNESS",Rhodes 80-101 (+21),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,"ASSIST  by WHITE,ELIJAH",,,"ASSIST  by WHITE,ELIJAH",2
02:06,,,,,"FOUL  by DEMPSEY,JACK",,,"FOUL  by DEMPSEY,JACK",2
02:06,"GOOD FT by JENEI,RYAN",81,,101 (+20),,OU 81-101 (+20),,"GOOD FT by JENEI,RYAN",2
02:06,,,,,"SUB OUT by PRANGE,JONATHAN",,,"SUB OUT by PRANGE,JONATHAN",2
02:06,,,,,"SUB IN by O'BRIEN,KRIS",,,"SUB IN by O'BRIEN,KRIS",2
02:06,"SUB OUT by BENNIFIELD ,DYLAN",,,,,,,"SUB OUT by BENNIFIELD ,DYLAN",2
02:06,"SUB OUT by HARRIS,TREY",,,,,,,"SUB OUT by HARRIS,TREY",2
02:06,"SUB OUT by KEMP,JACKSON",,,,,,,"SUB OUT by KEMP,JACKSON",2
