Time Remaining,RCMBB,Away Team Score,Play Team Indicator,Home Team Score,HCMBB,Game Score,Team Indicator,Play,Period
14:38,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
14:38,,,,,"SUB IN by MURPHY,MYLES",,,"SUB IN by MURPHY,MYLES",2
14:38,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
14:38,,,,,"SUB IN by DUMAS,CHASE",,,"SUB IN by DUMAS,CHASE",2
14:38,,,,,"SUB OUT by AUTIN,JEREMY",,,"SUB OUT by AUTIN,JEREMY",2
14:38,,,,,"SUB OUT by GOOLESBY,TATE",,,"SUB OUT by GOOLESBY,TATE",2
14:38,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",2
14:25,,,,,"MISS JUMPER by DUMAS,CHASE",,,"MISS JUMPER by DUMAS,CHASE",2
--,,,,,"REBOUND OFF by TOWNSEND,MARCUS",,,"REBOUND OFF by TOWNSEND,MARCUS",2
14:21,,37,,37,"GOOD JUMPER by JOHNS,NATE",HCMBB 37-37 (0),,"GOOD JUMPER by JOHNS,NATE",2
14:21,"MISS JUMPER by DOTSON,PHIL",,,,,,,"MISS JUMPER by DOTSON,PHIL",2
--,,,,,"REBOUND DEF by DUMAS,CHASE",,,"REBOUND DEF by DUMAS,CHASE",2
13:53,"FOUL  by PRANGE,JONATHAN",,,,,,,"FOUL  by PRANGE,JONATHAN",2
13:53,"FOUL  by PRANGE,JONATHAN",,,,,,,"FOUL  by PRANGE,JONATHAN",2
13:53,,37,,38 (+1),"GOOD FT by JOHNS,NATE",HCMBB 37-38 (-1),,"GOOD FT by JOHNS,NATE",2
13:53,,,,,"MISS FT by JOHNS,NATE",,,"MISS FT by JOHNS,NATE",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
13:53,"SUB IN by DEMPSEY,JACK",,,,,,,"SUB IN by DEMPSEY,JACK",2
13:53,"SUB OUT by PRANGE,JONATHAN",,,,,,,"SUB OUT by PRANGE,JONATHAN",2
13:53,,,,,"SUB IN by HAWKINS,DAQUAN",,,"SUB IN by HAWKINS,DAQUAN",2
13:53,,,,,"SUB OUT by KNOX,RASHAWN",,,"SUB OUT by KNOX,RASHAWN",2
13:45,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
13:19,,37,,40 (+3),"GOOD JUMPER by HAWKINS,DAQUAN",HCMBB 37-40 (-3),,"GOOD JUMPER by HAWKINS,DAQUAN",2
12:59,,,,,"FOUL  by DUMAS,CHASE",,,"FOUL  by DUMAS,CHASE",2
12:59,"GOOD FT by DEMPSEY,JACK",38,,40 (+2),,RCMBB 38-40 (-2),,"GOOD FT by DEMPSEY,JACK",2
12:59,"GOOD FT by DEMPSEY,JACK",39,,40 (+1),,RCMBB 39-40 (-1),,"GOOD FT by DEMPSEY,JACK",2
12:59,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
12:59,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
12:57,,,,,"TURNOVER  by HAWKINS,DAQUAN",,,"TURNOVER  by HAWKINS,DAQUAN",2
12:57,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
12:57,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",2
12:46,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
12:22,,,,,"MISS 3PTR by HAWKINS,DAQUAN",,,"MISS 3PTR by HAWKINS,DAQUAN",2
--,,,,,"REBOUND OFF by TOWNSEND,MARCUS",,,"REBOUND OFF by TOWNSEND,MARCUS",2
12:18,,39,,42 (+3),"GOOD LAYUP by TOWNSEND,MARCUS(in the paint)",HCMBB 39-42 (-3),,"GOOD LAYUP by TOWNSEND,MARCUS(in the paint)",2
12:03,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND OFF by RAMBERG,CASS",,,,,,,"REBOUND OFF by RAMBERG,CASS",2
12:01,,,,,"FOUL  by DUMAS,CHASE",,,"FOUL  by DUMAS,CHASE",2
12:01,"GOOD FT by RAMBERG,CASS",40,,42 (+2),,RCMBB 40-42 (-2),,"GOOD FT by RAMBERG,CASS",2
12:01,"GOOD FT by RAMBERG,CASS",41,,42 (+1),,RCMBB 41-42 (-1),,"GOOD FT by RAMBERG,CASS",2
12:01,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
12:01,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
12:01,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
12:01,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
12:01,,,,,"SUB IN by GOOLESBY,TATE",,,"SUB IN by GOOLESBY,TATE",2
12:01,,,,,"SUB OUT by DUMAS,CHASE",,,"SUB OUT by DUMAS,CHASE",2
11:37,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
11:37,,41,,43 (+2),"GOOD FT by JOHNS,NATE",HCMBB 41-43 (-2),,"GOOD FT by JOHNS,NATE",2
11:37,,41,,44 (+3),"GOOD FT by JOHNS,NATE",HCMBB 41-44 (-3),,"GOOD FT by JOHNS,NATE",2
11:37,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
11:37,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",2
11:11,"MISS JUMPER by GEORGETOWN II,ARNESS",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:48,,41,,46 (+5),"GOOD LAYUP by JOHNS,NATE(in the paint)",HCMBB 41-46 (-5),,"GOOD LAYUP by JOHNS,NATE(in the paint)",2
--,,,,,"ASSIST  by GOOLESBY,TATE",,,"ASSIST  by GOOLESBY,TATE",2
10:16,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",43,,46 (+3),,RCMBB 43-46 (-3),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",2
10:02,,43,,49 (+6),"GOOD 3PTR by GOOLESBY,TATE",HCMBB 43-49 (-6),,"GOOD 3PTR by GOOLESBY,TATE",2
--,,,,,"ASSIST  by MURPHY,MYLES",,,"ASSIST  by MURPHY,MYLES",2
09:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:44,"GOOD 3PTR by WILEY,KOKI",46,,49 (+3),,RCMBB 46-49 (-3),,"GOOD 3PTR by WILEY,KOKI",2
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",2
09:19,,,,,"TURNOVER  by JOHNS,NATE",,,"TURNOVER  by JOHNS,NATE",2
09:19,,,,,"FOUL  by JOHNS,NATE",,,"FOUL  by JOHNS,NATE",2
09:19,,,,,"SUB IN by PAGE,SAM",,,"SUB IN by PAGE,SAM",2
09:19,,,,,"SUB IN by GARDNER,MAX",,,"SUB IN by GARDNER,MAX",2
09:19,,,,,"SUB OUT by MURPHY,MYLES",,,"SUB OUT by MURPHY,MYLES",2
09:19,,,,,"SUB OUT by TOWNSEND,MARCUS",,,"SUB OUT by TOWNSEND,MARCUS",2
08:58,"MISS LAYUP by DEMPSEY,JACK",,,,,,,"MISS LAYUP by DEMPSEY,JACK",2
08:58,,,,,"BLOCK  by GOOLESBY,TATE",,,"BLOCK  by GOOLESBY,TATE",2
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",2
08:36,,46,,52 (+6),"GOOD 3PTR by JOHNS,NATE",HCMBB 46-52 (-6),,"GOOD 3PTR by JOHNS,NATE",2
--,,,,,"ASSIST  by GARDNER,MAX",,,"ASSIST  by GARDNER,MAX",2
08:08,"GOOD JUMPER by DOTSON,PHIL",48,,52 (+4),,RCMBB 48-52 (-4),,"GOOD JUMPER by DOTSON,PHIL",2
07:38,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
07:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:38,,,,,"MISS FT by GARDNER,MAX",,,"MISS FT by GARDNER,MAX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:38,,48,,53 (+5),"GOOD FT by GARDNER,MAX",HCMBB 48-53 (-5),,"GOOD FT by GARDNER,MAX",2
07:38,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
07:38,"SUB IN by RAMBERG,CASS",,,,,,,"SUB IN by RAMBERG,CASS",2
07:38,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
07:38,"SUB OUT by DEMPSEY,JACK",,,,,,,"SUB OUT by DEMPSEY,JACK",2
07:38,,,,,"SUB IN by TOWNSEND,MARCUS",,,"SUB IN by TOWNSEND,MARCUS",2
07:38,,,,,"SUB OUT by HAWKINS,DAQUAN",,,"SUB OUT by HAWKINS,DAQUAN",2
07:09,"MISS JUMPER by DOTSON,PHIL",,,,,,,"MISS JUMPER by DOTSON,PHIL",2
--,,,,,"REBOUND DEF by JOHNS,NATE",,,"REBOUND DEF by JOHNS,NATE",2
06:43,,,,,"MISS JUMPER by GARDNER,MAX",,,"MISS JUMPER by GARDNER,MAX",2
--,"REBOUND DEF by RAMBERG,CASS",,,,,,,"REBOUND DEF by RAMBERG,CASS",2
06:31,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",50,,53 (+3),,RCMBB 50-53 (-3),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",2
06:09,,,,,"MISS LAYUP by GOOLESBY,TATE",,,"MISS LAYUP by GOOLESBY,TATE",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
06:01,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,"REBOUND OFF by RAMBERG,CASS",,,,,,,"REBOUND OFF by RAMBERG,CASS",2
05:53,,,,,"FOUL  by TOWNSEND,MARCUS",,,"FOUL  by TOWNSEND,MARCUS",2
05:53,"GOOD FT by DOTSON,PHIL",51,,53 (+2),,RCMBB 51-53 (-2),,"GOOD FT by DOTSON,PHIL",2
05:53,"GOOD FT by DOTSON,PHIL",52,,53 (+1),,RCMBB 52-53 (-1),,"GOOD FT by DOTSON,PHIL",2
05:53,,,,,"SUB IN by MURPHY,MYLES",,,"SUB IN by MURPHY,MYLES",2
05:53,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",2
05:38,,,,,"MISS LAYUP by MURPHY,MYLES",,,"MISS LAYUP by MURPHY,MYLES",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
05:16,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,"REBOUND OFF by WILEY,KOKI",,,,,,,"REBOUND OFF by WILEY,KOKI",2
05:12,"GOOD LAYUP by WILEY,KOKI(in the paint)",54 (+1),,53,,RCMBB 54-53 (+1),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
05:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:49,,,,,"MISS JUMPER by GARDNER,MAX",,,"MISS JUMPER by GARDNER,MAX",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
04:39,,,,,"FOUL  by PAGE,SAM",,,"FOUL  by PAGE,SAM",2
04:39,"GOOD FT by ESSICK,JALEN",55 (+2),,53,,RCMBB 55-53 (+2),,"GOOD FT by ESSICK,JALEN",2
04:39,"MISS FT by ESSICK,JALEN",,,,,,,"MISS FT by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by HAWKINS,DAQUAN",,,"REBOUND DEF by HAWKINS,DAQUAN",2
04:39,,,,,"SUB IN by HAWKINS,DAQUAN",,,"SUB IN by HAWKINS,DAQUAN",2
04:39,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
04:39,,,,,"SUB OUT by MURPHY,MYLES",,,"SUB OUT by MURPHY,MYLES",2
04:39,,,,,"SUB OUT by TOWNSEND,MARCUS",,,"SUB OUT by TOWNSEND,MARCUS",2
04:19,,55,,55,"GOOD JUMPER by GARDNER,MAX(in the paint)",HCMBB 55-55 (0),,"GOOD JUMPER by GARDNER,MAX(in the paint)",2
03:49,"MISS LAYUP by DOTSON,PHIL",,,,,,,"MISS LAYUP by DOTSON,PHIL",2
03:49,,,,,"BLOCK  by GOOLESBY,TATE",,,"BLOCK  by GOOLESBY,TATE",2
--,"REBOUND OFF by RAMBERG,CASS",,,,,,,"REBOUND OFF by RAMBERG,CASS",2
03:41,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
03:25,,55,,57 (+2),"GOOD LAYUP by GOOLESBY,TATE(in the paint)",HCMBB 55-57 (-2),,"GOOD LAYUP by GOOLESBY,TATE(in the paint)",2
03:03,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",2
--,,,,,"REBOUND DEF by JOHNS,NATE",,,"REBOUND DEF by JOHNS,NATE",2
02:38,,,,,"MISS JUMPER by JOHNS,NATE",,,"MISS JUMPER by JOHNS,NATE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:34,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
02:34,"SUB OUT by RAMBERG,CASS",,,,,,,"SUB OUT by RAMBERG,CASS",2
02:34,,,,,"SUB IN by TOWNSEND,MARCUS",,,"SUB IN by TOWNSEND,MARCUS",2
02:34,,,,,"SUB OUT by PAGE,SAM",,,"SUB OUT by PAGE,SAM",2
02:13,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
02:10,,,,,"STEAL  by GARDNER,MAX",,,"STEAL  by GARDNER,MAX",2
02:04,,,,,"TURNOVER  by GARDNER,MAX",,,"TURNOVER  by GARDNER,MAX",2
02:01,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
01:58,"MISS LAYUP by WALKER,JEFFERSON",,,,,,,"MISS LAYUP by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by JOHNS,NATE",,,"REBOUND DEF by JOHNS,NATE",2
01:45,,,,,"TURNOVER  by JOHNS,NATE",,,"TURNOVER  by JOHNS,NATE",2
01:44,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
01:41,"GOOD LAYUP by WALKER,JEFFERSON(fastbreak)(in the paint)",57,,57,,RCMBB 57-57 (0),,"GOOD LAYUP by WALKER,JEFFERSON(fastbreak)(in the paint)",2
01:41,,,,,"FOUL  by JOHNS,NATE",,,"FOUL  by JOHNS,NATE",2
01:41,"GOOD FT by WALKER,JEFFERSON",58 (+1),,57,,RCMBB 58-57 (+1),,"GOOD FT by WALKER,JEFFERSON",2
01:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:12,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
01:12,,58,,58,"GOOD FT by GARDNER,MAX",HCMBB 58-58 (0),,"GOOD FT by GARDNER,MAX",2
01:12,,58,,59 (+1),"GOOD FT by GARDNER,MAX",HCMBB 58-59 (-1),,"GOOD FT by GARDNER,MAX",2
01:12,,,,,"SUB IN by PAGE,SAM",,,"SUB IN by PAGE,SAM",2
01:12,,,,,"SUB OUT by TOWNSEND,MARCUS",,,"SUB OUT by TOWNSEND,MARCUS",2
00:52,"GOOD JUMPER by ESSICK,JALEN(in the paint)",60 (+1),,59,,RCMBB 60-59 (+1),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
00:51,,,,,"FOUL  by MURPHY,MYLES",,,"FOUL  by MURPHY,MYLES",2
00:51,"MISS FT by ESSICK,JALEN",,,,,,,"MISS FT by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",2
00:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:42,,,,,"TURNOVER  by GOOLESBY,TATE",,,"TURNOVER  by GOOLESBY,TATE",2
00:42,"STEAL  by DOTSON,PHIL",,,,,,,"STEAL  by DOTSON,PHIL",2
00:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:19,"GOOD JUMPER by WILEY,KOKI",62 (+3),,59,,RCMBB 62-59 (+3),,"GOOD JUMPER by WILEY,KOKI",2
00:05,,,,,"MISS 3PTR by GARDNER,MAX",,,"MISS 3PTR by GARDNER,MAX",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
00:04,,,,,"FOUL  by JOHNS,NATE",,,"FOUL  by JOHNS,NATE",2
00:04,"GOOD FT by WILEY,KOKI",63 (+4),,59,,RCMBB 63-59 (+4),,"GOOD FT by WILEY,KOKI",2
00:04,"GOOD FT by WILEY,KOKI",64 (+5),,59,,RCMBB 64-59 (+5),,"GOOD FT by WILEY,KOKI",2
00:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:00,,,,,"MISS 3PTR by TOWNSEND,MARCUS",,,"MISS 3PTR by TOWNSEND,MARCUS",2
--,,,,,"REBOUND OFF by GOOLESBY,TATE",,,"REBOUND OFF by GOOLESBY,TATE",2
