Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,MVCM,Game Score,Team Indicator,Play,Period
19:41,"GOOD 3PTR by BUESCHER,HUNTER",38 (+10),,28,,SEWANEE 38-28 (+10),,"GOOD 3PTR by BUESCHER,HUNTER",2
--,"ASSIST  by CALDWELL,CAM",,,,,,,"ASSIST  by CALDWELL,CAM",2
19:21,,,,,"MISS 3PTR by SONGSTER,CALVIN",,,"MISS 3PTR by SONGSTER,CALVIN",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
19:10,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
19:00,,38 (+8),,30,"GOOD LAYUP by SONGSTER,CALVIN(in the paint)",MVCM 38-30 (+8),,"GOOD LAYUP by SONGSTER,CALVIN(in the paint)",2
18:41,"GOOD LAYUP by SMITH,LUKE(in the paint)",40 (+10),,30,,SEWANEE 40-30 (+10),,"GOOD LAYUP by SMITH,LUKE(in the paint)",2
18:22,,,,,"MISS JUMPER by BOWMAN,EMIER",,,"MISS JUMPER by BOWMAN,EMIER",2
--,,,,,"REBOUND OFF by SPALDING,TANNER",,,"REBOUND OFF by SPALDING,TANNER",2
18:22,,,,,"TURNOVER  by SPALDING,TANNER",,,"TURNOVER  by SPALDING,TANNER",2
18:00,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by BOWMAN,EMIER",,,"REBOUND DEF by BOWMAN,EMIER",2
17:51,,,,,"MISS LAYUP by HOPPA,DANTE",,,"MISS LAYUP by HOPPA,DANTE",2
17:51,"BLOCK  by THOMAS,ADRIAN",,,,,,,"BLOCK  by THOMAS,ADRIAN",2
--,,,,,"REBOUND OFF by SPALDING,TANNER",,,"REBOUND OFF by SPALDING,TANNER",2
17:50,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",2
17:50,,,,,"FOUL  by SPALDING,TANNER",,,"FOUL  by SPALDING,TANNER",2
17:50,,,,,"TURNOVER  by SPALDING,TANNER",,,"TURNOVER  by SPALDING,TANNER",2
17:50,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",2
17:50,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
17:35,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
17:15,,40 (+8),,32,"GOOD JUMPER by SONGSTER,CALVIN(in the paint)",MVCM 40-32 (+8),,"GOOD JUMPER by SONGSTER,CALVIN(in the paint)",2
16:57,,,,,"FOUL  by BOWMAN,EMIER",,,"FOUL  by BOWMAN,EMIER",2
16:57,"SUB IN by HOWELL,TAYLOR",,,,,,,"SUB IN by HOWELL,TAYLOR",2
16:57,"SUB OUT by BARRY,MICHAEL",,,,,,,"SUB OUT by BARRY,MICHAEL",2
16:57,,,,,"SUB IN by WALKER,MALCOLM",,,"SUB IN by WALKER,MALCOLM",2
16:57,,,,,"SUB IN by ESTES,KALEB",,,"SUB IN by ESTES,KALEB",2
16:57,,,,,"SUB IN by GARCIA,EMANUELLE",,,"SUB IN by GARCIA,EMANUELLE",2
16:57,,,,,"SUB OUT by SPALDING,TANNER",,,"SUB OUT by SPALDING,TANNER",2
16:57,,,,,"SUB OUT by BOWMAN,EMIER",,,"SUB OUT by BOWMAN,EMIER",2
16:57,,,,,"SUB OUT by BRAY,DANTERRIUS",,,"SUB OUT by BRAY,DANTERRIUS",2
16:40,"MISS JUMPER by THOMAS,ADRIAN",,,,,,,"MISS JUMPER by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by HOPPA,DANTE",,,"REBOUND DEF by HOPPA,DANTE",2
16:29,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
16:29,,,,,"MISS FT by WALKER,MALCOLM",,,"MISS FT by WALKER,MALCOLM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:29,,40 (+7),,33,"GOOD FT by WALKER,MALCOLM",MVCM 40-33 (+7),,"GOOD FT by WALKER,MALCOLM",2
16:29,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
16:29,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
16:13,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",42 (+9),,33,,SEWANEE 42-33 (+9),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
15:56,,,,,"MISS LAYUP by SONGSTER,CALVIN",,,"MISS LAYUP by SONGSTER,CALVIN",2
--,"REBOUND DEF by CRUMLY,JONNY",,,,,,,"REBOUND DEF by CRUMLY,JONNY",2
15:42,"GOOD JUMPER by BUESCHER,HUNTER(in the paint)",44 (+11),,33,,SEWANEE 44-33 (+11),,"GOOD JUMPER by BUESCHER,HUNTER(in the paint)",2
15:21,,,,,"MISS JUMPER by GARCIA,EMANUELLE",,,"MISS JUMPER by GARCIA,EMANUELLE",2
15:21,"BLOCK  by CALDWELL,CAM",,,,,,,"BLOCK  by CALDWELL,CAM",2
--,,,,,"REBOUND OFF by GARCIA,EMANUELLE",,,"REBOUND OFF by GARCIA,EMANUELLE",2
15:14,,44 (+9),,35,"GOOD JUMPER by GARCIA,EMANUELLE(in the paint)",MVCM 44-35 (+9),,"GOOD JUMPER by GARCIA,EMANUELLE(in the paint)",2
15:11,,,,,"FOUL  by GARCIA,EMANUELLE",,,"FOUL  by GARCIA,EMANUELLE",2
15:11,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:11,,,,,"SUB IN by SUMMERS,DAQUAN",,,"SUB IN by SUMMERS,DAQUAN",2
15:11,,,,,"SUB OUT by GARCIA,EMANUELLE",,,"SUB OUT by GARCIA,EMANUELLE",2
14:58,,,,,"FOUL  by ESTES,KALEB",,,"FOUL  by ESTES,KALEB",2
14:54,"FOUL  by HOWELL,TAYLOR",,,,,,,"FOUL  by HOWELL,TAYLOR",2
14:54,"TURNOVER  by HOWELL,TAYLOR",,,,,,,"TURNOVER  by HOWELL,TAYLOR",2
14:45,,,,,"MISS LAYUP by SUMMERS,DAQUAN",,,"MISS LAYUP by SUMMERS,DAQUAN",2
--,,,,,"REBOUND OFF by SUMMERS,DAQUAN",,,"REBOUND OFF by SUMMERS,DAQUAN",2
14:28,"FOUL  by HOWELL,TAYLOR",,,,,,,"FOUL  by HOWELL,TAYLOR",2
14:28,,44 (+8),,36,"GOOD FT by SUMMERS,DAQUAN",MVCM 44-36 (+8),,"GOOD FT by SUMMERS,DAQUAN",2
14:28,,44 (+7),,37,"GOOD FT by SUMMERS,DAQUAN",MVCM 44-37 (+7),,"GOOD FT by SUMMERS,DAQUAN",2
14:28,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
14:28,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",2
14:28,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
14:28,"SUB OUT by HOWELL,TAYLOR",,,,,,,"SUB OUT by HOWELL,TAYLOR",2
14:01,"MISS JUMPER by THOMAS,ADRIAN",,,,,,,"MISS JUMPER by THOMAS,ADRIAN",2
--,"REBOUND OFF by THOMAS,ADRIAN",,,,,,,"REBOUND OFF by THOMAS,ADRIAN",2
13:59,"GOOD JUMPER by THOMAS,ADRIAN(in the paint)",46 (+9),,37,,SEWANEE 46-37 (+9),,"GOOD JUMPER by THOMAS,ADRIAN(in the paint)",2
13:49,"FOUL  by BARRY,MICHAEL",,,,,,,"FOUL  by BARRY,MICHAEL",2
13:49,,,,,"SUB IN by SPALDING,TANNER",,,"SUB IN by SPALDING,TANNER",2
13:49,,,,,"SUB OUT by WALKER,MALCOLM",,,"SUB OUT by WALKER,MALCOLM",2
13:39,,,,,"MISS JUMPER by HOPPA,DANTE",,,"MISS JUMPER by HOPPA,DANTE",2
--,,,,,"REBOUND OFF by HOPPA,DANTE",,,"REBOUND OFF by HOPPA,DANTE",2
13:36,,46 (+7),,39,"GOOD TIPIN by HOPPA,DANTE(in the paint)",MVCM 46-39 (+7),,"GOOD TIPIN by HOPPA,DANTE(in the paint)",2
13:28,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
13:28,,,,,"SUB IN by BOWMAN,EMIER",,,"SUB IN by BOWMAN,EMIER",2
13:28,,,,,"SUB OUT by SONGSTER,CALVIN",,,"SUB OUT by SONGSTER,CALVIN",2
13:19,,,,,"FOUL  by SPALDING,TANNER",,,"FOUL  by SPALDING,TANNER",2
13:19,,,,,"TURNOVER  by SPALDING,TANNER",,,"TURNOVER  by SPALDING,TANNER",2
12:58,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
12:57,,,,,"STEAL  by HOPPA,DANTE",,,"STEAL  by HOPPA,DANTE",2
12:53,,,,,"MISS LAYUP by SUMMERS,DAQUAN",,,"MISS LAYUP by SUMMERS,DAQUAN",2
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",2
12:47,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",48 (+9),,39,,SEWANEE 48-39 (+9),,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",2
--,"ASSIST  by LEE,MATT",,,,,,,"ASSIST  by LEE,MATT",2
12:47,,,,,"FOUL  by BOWMAN,EMIER",,,"FOUL  by BOWMAN,EMIER",2
12:47,"GOOD FT by THOMAS,ADRIAN",49 (+10),,39,,SEWANEE 49-39 (+10),,"GOOD FT by THOMAS,ADRIAN",2
12:36,,,,,"FOUL  by SUMMERS,DAQUAN",,,"FOUL  by SUMMERS,DAQUAN",2
12:36,,,,,"TURNOVER  by SUMMERS,DAQUAN",,,"TURNOVER  by SUMMERS,DAQUAN",2
12:36,,,,,"SUB IN by SONGSTER,CALVIN",,,"SUB IN by SONGSTER,CALVIN",2
12:36,,,,,"SUB OUT by SUMMERS,DAQUAN",,,"SUB OUT by SUMMERS,DAQUAN",2
12:10,"GOOD 3PTR by BARRY,MICHAEL",52 (+13),,39,,SEWANEE 52-39 (+13),,"GOOD 3PTR by BARRY,MICHAEL",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
11:53,,52 (+11),,41,"GOOD JUMPER by ESTES,KALEB",MVCM 52-41 (+11),,"GOOD JUMPER by ESTES,KALEB",2
11:32,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
11:32,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:32,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
11:32,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
11:32,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
11:32,"SUB IN by SMITH,LUKE",,,,,,,"SUB IN by SMITH,LUKE",2
11:32,"SUB IN by LEE,MATT",,,,,,,"SUB IN by LEE,MATT",2
11:32,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
11:32,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
11:32,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
11:32,"SUB OUT by BARRY,MICHAEL",,,,,,,"SUB OUT by BARRY,MICHAEL",2
11:32,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
11:32,,,,,"SUB IN by SPALDING,TANNER",,,"SUB IN by SPALDING,TANNER",2
11:32,,,,,"SUB IN by BOWMAN,EMIER",,,"SUB IN by BOWMAN,EMIER",2
11:32,,,,,"SUB IN by SONGSTER,CALVIN",,,"SUB IN by SONGSTER,CALVIN",2
11:32,,,,,"SUB IN by HOPPA,DANTE",,,"SUB IN by HOPPA,DANTE",2
11:32,,,,,"SUB IN by BRAY,DANTERRIUS",,,"SUB IN by BRAY,DANTERRIUS",2
11:32,,,,,"SUB OUT by SPALDING,TANNER",,,"SUB OUT by SPALDING,TANNER",2
11:32,,,,,"SUB OUT by BOWMAN,EMIER",,,"SUB OUT by BOWMAN,EMIER",2
11:32,,,,,"SUB OUT by SONGSTER,CALVIN",,,"SUB OUT by SONGSTER,CALVIN",2
11:32,,,,,"SUB OUT by HOPPA,DANTE",,,"SUB OUT by HOPPA,DANTE",2
11:32,,,,,"SUB OUT by ESTES,KALEB",,,"SUB OUT by ESTES,KALEB",2
11:19,,,,,"TURNOVER  by SONGSTER,CALVIN",,,"TURNOVER  by SONGSTER,CALVIN",2
11:10,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
11:09,,,,,"STEAL  by HOPPA,DANTE",,,"STEAL  by HOPPA,DANTE",2
11:05,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
11:05,,52 (+10),,42,"GOOD FT by HOPPA,DANTE",MVCM 52-42 (+10),,"GOOD FT by HOPPA,DANTE",2
11:05,,,,,"MISS FT by HOPPA,DANTE",,,"MISS FT by HOPPA,DANTE",2
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",2
10:42,"TURNOVER  by LEE,MATT",,,,,,,"TURNOVER  by LEE,MATT",2
10:41,,,,,"STEAL  by BOWMAN,EMIER",,,"STEAL  by BOWMAN,EMIER",2
10:39,,52 (+8),,44,"GOOD LAYUP by BOWMAN,EMIER(fastbreak)(in the paint)",MVCM 52-44 (+8),,"GOOD LAYUP by BOWMAN,EMIER(fastbreak)(in the paint)",2
10:24,"MISS 3PTR by CALDWELL,CAM",,,,,,,"MISS 3PTR by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by BOWMAN,EMIER",,,"REBOUND DEF by BOWMAN,EMIER",2
10:11,,52 (+6),,46,"GOOD LAYUP by HOPPA,DANTE(in the paint)",MVCM 52-46 (+6),,"GOOD LAYUP by HOPPA,DANTE(in the paint)",2
--,,,,,"ASSIST  by SPALDING,TANNER",,,"ASSIST  by SPALDING,TANNER",2
09:44,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",54 (+8),,46,,SEWANEE 54-46 (+8),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,"ASSIST  by CALDWELL,CAM",,,,,,,"ASSIST  by CALDWELL,CAM",2
09:24,,,,,"MISS JUMPER by BOWMAN,EMIER",,,"MISS JUMPER by BOWMAN,EMIER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:21,,,,,"SUB IN by WALKER,MALCOLM",,,"SUB IN by WALKER,MALCOLM",2
09:21,,,,,"SUB IN by GARCIA,EMANUELLE",,,"SUB IN by GARCIA,EMANUELLE",2
09:21,,,,,"SUB OUT by SPALDING,TANNER",,,"SUB OUT by SPALDING,TANNER",2
09:21,,,,,"SUB OUT by HOPPA,DANTE",,,"SUB OUT by HOPPA,DANTE",2
09:07,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by BRAY,DANTERRIUS",,,"REBOUND DEF by BRAY,DANTERRIUS",2
08:58,,54 (+5),,49,"GOOD 3PTR by SONGSTER,CALVIN",MVCM 54-49 (+5),,"GOOD 3PTR by SONGSTER,CALVIN",2
08:42,,,,,"FOUL  by BOWMAN,EMIER",,,"FOUL  by BOWMAN,EMIER",2
08:42,"GOOD FT by CALDWELL,CAM",55 (+6),,49,,SEWANEE 55-49 (+6),,"GOOD FT by CALDWELL,CAM",2
08:42,"MISS FT by CALDWELL,CAM",,,,,,,"MISS FT by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by BOWMAN,EMIER",,,"REBOUND DEF by BOWMAN,EMIER",2
08:30,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",2
08:30,,55 (+5),,50,"GOOD FT by SONGSTER,CALVIN",MVCM 55-50 (+5),,"GOOD FT by SONGSTER,CALVIN",2
08:30,,55 (+4),,51,"GOOD FT by SONGSTER,CALVIN",MVCM 55-51 (+4),,"GOOD FT by SONGSTER,CALVIN",2
08:30,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",2
08:30,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
08:30,,,,,"SUB IN by HOPPA,DANTE",,,"SUB IN by HOPPA,DANTE",2
08:30,,,,,"SUB OUT by SONGSTER,CALVIN",,,"SUB OUT by SONGSTER,CALVIN",2
08:07,"MISS JUMPER by BUESCHER,HUNTER",,,,,,,"MISS JUMPER by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by BOWMAN,EMIER",,,"REBOUND DEF by BOWMAN,EMIER",2
07:52,,,,,"MISS 3PTR by GARCIA,EMANUELLE",,,"MISS 3PTR by GARCIA,EMANUELLE",2
--,,,,,"REBOUND OFF by HOPPA,DANTE",,,"REBOUND OFF by HOPPA,DANTE",2
07:35,,,,,"MISS LAYUP by BOWMAN,EMIER",,,"MISS LAYUP by BOWMAN,EMIER",2
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",2
07:13,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
07:12,,,,,"STEAL  by BRAY,DANTERRIUS",,,"STEAL  by BRAY,DANTERRIUS",2
07:08,,,,,"MISS JUMPER by HOPPA,DANTE",,,"MISS JUMPER by HOPPA,DANTE",2
--,,,,,"REBOUND OFF by BRAY,DANTERRIUS",,,"REBOUND OFF by BRAY,DANTERRIUS",2
07:04,,55 (+1),,54,"GOOD 3PTR by GARCIA,EMANUELLE",MVCM 55-54 (+1),,"GOOD 3PTR by GARCIA,EMANUELLE",2
--,,,,,"ASSIST  by BRAY,DANTERRIUS",,,"ASSIST  by BRAY,DANTERRIUS",2
07:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:01,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:01,,,,,"SUB IN by ESTES,KALEB",,,"SUB IN by ESTES,KALEB",2
07:01,,,,,"SUB OUT by BRAY,DANTERRIUS",,,"SUB OUT by BRAY,DANTERRIUS",2
06:44,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",57 (+3),,54,,SEWANEE 57-54 (+3),,"GOOD LAYUP by BUESCHER,HUNTER(in the paint)",2
06:44,,,,,"FOUL  by ESTES,KALEB",,,"FOUL  by ESTES,KALEB",2
06:44,"GOOD FT by BUESCHER,HUNTER",58 (+4),,54,,SEWANEE 58-54 (+4),,"GOOD FT by BUESCHER,HUNTER",2
06:20,,58 (+2),,56,"GOOD LAYUP by ESTES,KALEB(in the paint)",MVCM 58-56 (+2),,"GOOD LAYUP by ESTES,KALEB(in the paint)",2
05:52,"TURNOVER  by LEE,MATT",,,,,,,"TURNOVER  by LEE,MATT",2
05:51,,,,,"STEAL  by GARCIA,EMANUELLE",,,"STEAL  by GARCIA,EMANUELLE",2
05:43,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
05:43,,,,,"MISS FT by WALKER,MALCOLM",,,"MISS FT by WALKER,MALCOLM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:43,,58 (+1),,57,"GOOD FT by WALKER,MALCOLM",MVCM 58-57 (+1),,"GOOD FT by WALKER,MALCOLM",2
05:23,"MISS LAYUP by THOMAS,ADRIAN",,,,,,,"MISS LAYUP by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by HOPPA,DANTE",,,"REBOUND DEF by HOPPA,DANTE",2
05:14,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
05:14,,58,,58,"GOOD FT by HOPPA,DANTE",MVCM 58-58 (0),,"GOOD FT by HOPPA,DANTE",2
05:14,,,,,"MISS FT by HOPPA,DANTE",,,"MISS FT by HOPPA,DANTE",2
--,"REBOUND DEF by BARRY,MICHAEL",,,,,,,"REBOUND DEF by BARRY,MICHAEL",2
04:54,"MISS JUMPER by THOMAS,ADRIAN",,,,,,,"MISS JUMPER by THOMAS,ADRIAN",2
04:54,,,,,"BLOCK  by WALKER,MALCOLM",,,"BLOCK  by WALKER,MALCOLM",2
--,,,,,"REBOUND DEF by ESTES,KALEB",,,"REBOUND DEF by ESTES,KALEB",2
04:48,,,,,"TURNOVER  by BOWMAN,EMIER",,,"TURNOVER  by BOWMAN,EMIER",2
04:48,,,,,"SUB IN by SONGSTER,CALVIN",,,"SUB IN by SONGSTER,CALVIN",2
04:48,,,,,"SUB OUT by WALKER,MALCOLM",,,"SUB OUT by WALKER,MALCOLM",2
04:32,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
04:08,,,,,"MISS LAYUP by SONGSTER,CALVIN",,,"MISS LAYUP by SONGSTER,CALVIN",2
--,"REBOUND DEF by BUESCHER,HUNTER",,,,,,,"REBOUND DEF by BUESCHER,HUNTER",2
03:53,,,,,"FOUL  by BOWMAN,EMIER",,,"FOUL  by BOWMAN,EMIER",2
03:53,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:53,"MISS FT by THOMAS,ADRIAN",,,,,,,"MISS FT by THOMAS,ADRIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:53,"MISS FT by THOMAS,ADRIAN",,,,,,,"MISS FT by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by HOPPA,DANTE",,,"REBOUND DEF by HOPPA,DANTE",2
03:53,"SUB IN by SMITH,LUKE",,,,,,,"SUB IN by SMITH,LUKE",2
03:53,"SUB OUT by BARRY,MICHAEL",,,,,,,"SUB OUT by BARRY,MICHAEL",2
03:35,,58,,60 (+2),"GOOD LAYUP by ESTES,KALEB(in the paint)",MVCM 58-60 (-2),,"GOOD LAYUP by ESTES,KALEB(in the paint)",2
03:34,,,,,"SUB IN by WALKER,MALCOLM",,,"SUB IN by WALKER,MALCOLM",2
03:34,,,,,"SUB OUT by GARCIA,EMANUELLE",,,"SUB OUT by GARCIA,EMANUELLE",2
03:17,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",2
--,,,,,"REBOUND DEF by HOPPA,DANTE",,,"REBOUND DEF by HOPPA,DANTE",2
02:56,,58,,63 (+5),"GOOD 3PTR by SONGSTER,CALVIN",MVCM 58-63 (-5),,"GOOD 3PTR by SONGSTER,CALVIN",2
--,,,,,"ASSIST  by ESTES,KALEB",,,"ASSIST  by ESTES,KALEB",2
02:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:31,"TURNOVER  by SMITH,LUKE",,,,,,,"TURNOVER  by SMITH,LUKE",2
02:31,,,,,"STEAL  by HOPPA,DANTE",,,"STEAL  by HOPPA,DANTE",2
02:31,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
02:31,,58,,64 (+6),"GOOD FT by HOPPA,DANTE",MVCM 58-64 (-6),,"GOOD FT by HOPPA,DANTE",2
02:31,,58,,65 (+7),"GOOD FT by HOPPA,DANTE",MVCM 58-65 (-7),,"GOOD FT by HOPPA,DANTE",2
02:18,"MISS JUMPER by BUESCHER,HUNTER",,,,,,,"MISS JUMPER by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by BOWMAN,EMIER",,,"REBOUND DEF by BOWMAN,EMIER",2
01:53,,,,,"MISS JUMPER by ESTES,KALEB",,,"MISS JUMPER by ESTES,KALEB",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:48,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:43,,58,,68 (+10),"GOOD 3PTR by SONGSTER,CALVIN",MVCM 58-68 (-10),,"GOOD 3PTR by SONGSTER,CALVIN",2
--,,,,,"ASSIST  by ESTES,KALEB",,,"ASSIST  by ESTES,KALEB",2
01:30,,,,,"FOUL  by SONGSTER,CALVIN",,,"FOUL  by SONGSTER,CALVIN",2
01:30,"GOOD FT by BUESCHER,HUNTER",59,,68 (+9),,SEWANEE 59-68 (-9),,"GOOD FT by BUESCHER,HUNTER",2
01:30,"GOOD FT by BUESCHER,HUNTER",60,,68 (+8),,SEWANEE 60-68 (-8),,"GOOD FT by BUESCHER,HUNTER",2
01:30,,,,,"SUB IN by BRAY,DANTERRIUS",,,"SUB IN by BRAY,DANTERRIUS",2
01:30,,,,,"SUB OUT by WALKER,MALCOLM",,,"SUB OUT by WALKER,MALCOLM",2
01:28,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
01:28,,60,,69 (+9),"GOOD FT by BRAY,DANTERRIUS",MVCM 60-69 (-9),,"GOOD FT by BRAY,DANTERRIUS",2
01:28,,60,,70 (+10),"GOOD FT by BRAY,DANTERRIUS",MVCM 60-70 (-10),,"GOOD FT by BRAY,DANTERRIUS",2
01:17,"GOOD LAYUP by LEE,MATT(in the paint)",62,,70 (+8),,SEWANEE 62-70 (-8),,"GOOD LAYUP by LEE,MATT(in the paint)",2
01:14,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
01:14,,,,,"MISS FT by BRAY,DANTERRIUS",,,"MISS FT by BRAY,DANTERRIUS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:14,,62,,71 (+9),"GOOD FT by BRAY,DANTERRIUS",MVCM 62-71 (-9),,"GOOD FT by BRAY,DANTERRIUS",2
01:14,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
01:14,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
01:07,"MISS 3PTR by CRUMLY,JONNY",,,,,,,"MISS 3PTR by CRUMLY,JONNY",2
--,"REBOUND OFF by BUESCHER,HUNTER",,,,,,,"REBOUND OFF by BUESCHER,HUNTER",2
01:05,,,,,"FOUL  by BRAY,DANTERRIUS",,,"FOUL  by BRAY,DANTERRIUS",2
01:05,"MISS FT by BUESCHER,HUNTER",,,,,,,"MISS FT by BUESCHER,HUNTER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:05,"GOOD FT by BUESCHER,HUNTER",63,,71 (+8),,SEWANEE 63-71 (-8),,"GOOD FT by BUESCHER,HUNTER",2
01:05,"SUB IN by BARRY,MICHAEL",,,,,,,"SUB IN by BARRY,MICHAEL",2
01:05,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
01:03,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
01:03,,63,,72 (+9),"GOOD FT by SONGSTER,CALVIN",MVCM 63-72 (-9),,"GOOD FT by SONGSTER,CALVIN",2
01:03,,63,,73 (+10),"GOOD FT by SONGSTER,CALVIN",MVCM 63-73 (-10),,"GOOD FT by SONGSTER,CALVIN",2
01:03,"SUB IN by SMITH,LUKE",,,,,,,"SUB IN by SMITH,LUKE",2
01:03,"SUB OUT by BARRY,MICHAEL",,,,,,,"SUB OUT by BARRY,MICHAEL",2
