Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,HXM,Game Score,Team Indicator,Play,Period
10:19,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",21,,21,,BCM 21-21 (0),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",1
10:05,,,,,"TURNOVER  by FISHER,ELI",,,"TURNOVER  by FISHER,ELI",1
10:05,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",1
10:05,,,,,"SUB OUT by FISHER,ELI",,,"SUB OUT by FISHER,ELI",1
09:53,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",23 (+2),,21,,BCM 23-21 (-2),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",1
09:34,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",1
09:17,"TURNOVER  by HIRSH,ELIJAH",,,,,,,"TURNOVER  by HIRSH,ELIJAH",1
09:17,,23,,23,"GOOD JUMPER by CALAMESE,MICHAEL",HXM 23-23 (0),,"GOOD JUMPER by CALAMESE,MICHAEL",1
09:17,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",1
09:14,"FOUL  by SOMMERVILLE,MARK",,,,,,,"FOUL  by SOMMERVILLE,MARK",1
09:03,,23,,24 (+1),"GOOD FT by SMITH,PRESTON",HXM 23-24 (+1),,"GOOD FT by SMITH,PRESTON",1
09:03,,23,,25 (+2),"GOOD FT by SMITH,PRESTON",HXM 23-25 (+2),,"GOOD FT by SMITH,PRESTON",1
09:03,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",1
09:03,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",1
09:03,"SUB OUT by SOMMERVILLE,MARK",,,,,,,"SUB OUT by SOMMERVILLE,MARK",1
09:03,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",1
08:46,"MISS 3PTR by HIRSH,ELIJAH",,,,,,,"MISS 3PTR by HIRSH,ELIJAH",1
--,"REBOUND OFF by MOORE,MILES",,,,,,,"REBOUND OFF by MOORE,MILES",1
08:41,"MISS LAYUP by MOORE,MILES",,,,,,,"MISS LAYUP by MOORE,MILES",1
--,,,,,"REBOUND DEF by CALAMESE,MICHAEL",,,"REBOUND DEF by CALAMESE,MICHAEL",1
08:39,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",1
08:39,,23,,26 (+3),"GOOD FT by CALAMESE,MICHAEL",HXM 23-26 (+3),,"GOOD FT by CALAMESE,MICHAEL",1
08:39,,23,,27 (+4),"GOOD FT by CALAMESE,MICHAEL",HXM 23-27 (+4),,"GOOD FT by CALAMESE,MICHAEL",1
08:39,"SUB IN by FALCONER,TREY",,,,,,,"SUB IN by FALCONER,TREY",1
08:39,"SUB IN by DELF-MONTGOMERY,JOHN",,,,,,,"SUB IN by DELF-MONTGOMERY,JOHN",1
08:39,"SUB OUT by HIRSH,ELIJAH",,,,,,,"SUB OUT by HIRSH,ELIJAH",1
08:39,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",1
08:27,"GOOD LAYUP by FALCONER,TREY(in the paint)",25,,27 (+2),,BCM 25-27 (+2),,"GOOD LAYUP by FALCONER,TREY(in the paint)",1
08:10,,25,,30 (+5),"GOOD 3PTR by SMITH,PRESTON",HXM 25-30 (+5),,"GOOD 3PTR by SMITH,PRESTON",1
07:58,,,,,"FOUL  by HALL,MARCIS",,,"FOUL  by HALL,MARCIS",1
07:58,"MISS FT by MOORE,MILES",,,,,,,"MISS FT by MOORE,MILES",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:58,"GOOD FT by MOORE,MILES",26,,30 (+4),,BCM 26-30 (+4),,"GOOD FT by MOORE,MILES",1
07:58,,,,,"SUB IN by FISHER,ELI",,,"SUB IN by FISHER,ELI",1
07:58,,,,,"SUB OUT by HALL,MARCIS",,,"SUB OUT by HALL,MARCIS",1
07:18,,26,,33 (+7),"GOOD 3PTR by BRASFIELD,KAM",HXM 26-33 (+7),,"GOOD 3PTR by BRASFIELD,KAM",1
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",1
07:02,"GOOD JUMPER by MARDER,NICK",28,,33 (+5),,BCM 28-33 (+5),,"GOOD JUMPER by MARDER,NICK",1
06:52,,28,,35 (+7),"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",HXM 28-35 (+7),,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",1
06:29,"MISS LAYUP by FALCONER,TREY",,,,,,,"MISS LAYUP by FALCONER,TREY",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
06:29,"SUB IN by SOMMERVILLE,MARK",,,,,,,"SUB IN by SOMMERVILLE,MARK",1
06:29,"SUB OUT by FALCONER,TREY",,,,,,,"SUB OUT by FALCONER,TREY",1
06:18,"TURNOVER  by CLARK,ETHAN",,,,,,,"TURNOVER  by CLARK,ETHAN",1
06:16,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",1
06:12,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",1
06:12,"SUB IN by HIRSH,ELIJAH",,,,,,,"SUB IN by HIRSH,ELIJAH",1
06:12,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",1
06:12,"SUB OUT by DELF-MONTGOMERY,JOHN",,,,,,,"SUB OUT by DELF-MONTGOMERY,JOHN",1
06:12,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",1
06:12,,,,,"SUB IN by CRAWFORD,TRACE",,,"SUB IN by CRAWFORD,TRACE",1
06:12,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",1
05:54,"TURNOVER  by SOMMERVILLE,MARK",,,,,,,"TURNOVER  by SOMMERVILLE,MARK",1
05:52,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",1
05:50,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",1
05:50,,,,,"MISS FT by BRASFIELD,KAM",,,"MISS FT by BRASFIELD,KAM",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:50,,28,,36 (+8),"GOOD FT by BRASFIELD,KAM",HXM 28-36 (+8),,"GOOD FT by BRASFIELD,KAM",1
05:16,"TURNOVER  by MOORE,MILES",,,,,,,"TURNOVER  by MOORE,MILES",1
05:00,,28,,39 (+11),"GOOD 3PTR by FISHER,ELI",HXM 28-39 (+11),,"GOOD 3PTR by FISHER,ELI",1
04:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
04:45,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",30,,39 (+9),,BCM 30-39 (+9),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",1
04:27,,,,,"MISS 3PTR by BRASFIELD,KAM",,,"MISS 3PTR by BRASFIELD,KAM",1
--,"REBOUND DEF by MOORE,MILES",,,,,,,"REBOUND DEF by MOORE,MILES",1
04:05,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",1
03:58,,30,,42 (+12),"GOOD 3PTR by BRASFIELD,KAM",HXM 30-42 (+12),,"GOOD 3PTR by BRASFIELD,KAM",1
--,,,,,"ASSIST  by FISHER,ELI",,,"ASSIST  by FISHER,ELI",1
03:43,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",32,,42 (+10),,BCM 32-42 (+10),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",1
--,"ASSIST  by MOORE,MILES",,,,,,,"ASSIST  by MOORE,MILES",1
03:34,,,,,"MISS 3PTR by FISHER,ELI",,,"MISS 3PTR by FISHER,ELI",1
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",1
03:19,"TURNOVER  by MOORE,MILES",,,,,,,"TURNOVER  by MOORE,MILES",1
03:19,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",1
03:19,"SUB OUT by MOORE,MILES",,,,,,,"SUB OUT by MOORE,MILES",1
03:05,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",1
--,,,,,"REBOUND OFF by LINK,JACOB",,,"REBOUND OFF by LINK,JACOB",1
03:01,,32,,44 (+12),"GOOD LAYUP by LINK,JACOB(in the paint)",HXM 32-44 (+12),,"GOOD LAYUP by LINK,JACOB(in the paint)",1
02:43,"MISS LAYUP by FORTE,MCCARTY",,,,,,,"MISS LAYUP by FORTE,MCCARTY",1
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",1
02:39,,32,,46 (+14),"GOOD LAYUP by LINK,JACOB(in the paint)",HXM 32-46 (+14),,"GOOD LAYUP by LINK,JACOB(in the paint)",1
02:39,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",1
02:39,,32,,47 (+15),"GOOD FT by LINK,JACOB",HXM 32-47 (+15),,"GOOD FT by LINK,JACOB",1
02:39,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",1
02:39,"SUB IN by MOORE,MILES",,,,,,,"SUB IN by MOORE,MILES",1
02:39,"SUB OUT by HIRSH,ELIJAH",,,,,,,"SUB OUT by HIRSH,ELIJAH",1
02:39,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",1
02:19,"GOOD LAYUP by MARDER,NICK(in the paint)",34,,47 (+13),,BCM 34-47 (+13),,"GOOD LAYUP by MARDER,NICK(in the paint)",1
02:10,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",1
02:10,,34,,48 (+14),"GOOD FT by SMITH,PRESTON",HXM 34-48 (+14),,"GOOD FT by SMITH,PRESTON",1
02:10,,34,,49 (+15),"GOOD FT by SMITH,PRESTON",HXM 34-49 (+15),,"GOOD FT by SMITH,PRESTON",1
01:57,"MISS 3PTR by MARDER,NICK",,,,,,,"MISS 3PTR by MARDER,NICK",1
--,,,,,"REBOUND DEF by FISHER,ELI",,,"REBOUND DEF by FISHER,ELI",1
01:49,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",1
01:23,"MISS LAYUP by MOORE,MILES",,,,,,,"MISS LAYUP by MOORE,MILES",1
01:23,,,,,"BLOCK  by FISHER,ELI",,,"BLOCK  by FISHER,ELI",1
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",1
01:15,"FOUL  by FORTE,MCCARTY",,,,,,,"FOUL  by FORTE,MCCARTY",1
01:15,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:15,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",1
--,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",1
00:52,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",1
00:52,"GOOD FT by MARDER,NICK",35,,49 (+14),,BCM 35-49 (+14),,"GOOD FT by MARDER,NICK",1
00:52,"GOOD FT by MARDER,NICK",36,,49 (+13),,BCM 36-49 (+13),,"GOOD FT by MARDER,NICK",1
00:14,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",1
--,"REBOUND DEF by MOORE,MILES",,,,,,,"REBOUND DEF by MOORE,MILES",1
00:06,"GOOD 3PTR by FORTE,MCCARTY",39,,49 (+10),,BCM 39-49 (+10),,"GOOD 3PTR by FORTE,MCCARTY",1
19:36,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",2
19:31,"TURNOVER  by MOORE,MILES",,,,,,,"TURNOVER  by MOORE,MILES",2
19:29,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",2
19:26,"FOUL  by HIRSH,ELIJAH",,,,,,,"FOUL  by HIRSH,ELIJAH",2
19:26,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:26,,39,,50 (+11),"GOOD FT by SMITH,PRESTON",HXM 39-50 (+11),,"GOOD FT by SMITH,PRESTON",2
18:56,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",41,,50 (+9),,BCM 41-50 (+9),,"GOOD LAYUP by HIRSH,ELIJAH(in the paint)",2
18:32,,41,,52 (+11),"GOOD LAYUP by LINK,JACOB(in the paint)",HXM 41-52 (+11),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
18:32,"FOUL  by CLARK,ETHAN",,,,,,,"FOUL  by CLARK,ETHAN",2
18:32,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",2
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",2
18:18,"MISS 3PTR by MCCLOUD,ALTON",,,,,,,"MISS 3PTR by MCCLOUD,ALTON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:10,"FOUL  by CLARK,ETHAN",,,,,,,"FOUL  by CLARK,ETHAN",2
17:52,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
17:42,"MISS LAYUP by HIRSH,ELIJAH",,,,,,,"MISS LAYUP by HIRSH,ELIJAH",2
--,,,,,"REBOUND DEF by CALAMESE,MICHAEL",,,"REBOUND DEF by CALAMESE,MICHAEL",2
17:33,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",2
17:23,"GOOD LAYUP by MOORE,MILES(in the paint)",43,,52 (+9),,BCM 43-52 (+9),,"GOOD LAYUP by MOORE,MILES(in the paint)",2
17:08,,,,,"MISS LAYUP by HALL,MARCIS",,,"MISS LAYUP by HALL,MARCIS",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
16:44,"MISS JUMPER by MOORE,MILES",,,,,,,"MISS JUMPER by MOORE,MILES",2
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",2
16:38,"FOUL  by MOORE,MILES",,,,,,,"FOUL  by MOORE,MILES",2
