Time Remaining,CENTMB,Away Team Score,Play Team Indicator,Home Team Score,HXM,Game Score,Team Indicator,Play,Period
00:37,"SUB IN by HARRIS,CEDRIC",,,,,,,"SUB IN by HARRIS,CEDRIC",2
00:37,"SUB IN by HAWKINS,NEIL",,,,,,,"SUB IN by HAWKINS,NEIL",2
00:37,"SUB OUT by BILBO,KJ",,,,,,,"SUB OUT by BILBO,KJ",2
00:37,"SUB OUT by HARDY,RAYLON",,,,,,,"SUB OUT by HARDY,RAYLON",2
00:37,"SUB OUT by KEEBLE,OLIVER",,,,,,,"SUB OUT by KEEBLE,OLIVER",2
00:37,"SUB OUT by JACKSON,SHAUN",,,,,,,"SUB OUT by JACKSON,SHAUN",2
00:37,"SUB OUT by BARKER,BRIAN",,,,,,,"SUB OUT by BARKER,BRIAN",2
00:28,,,,,"FOUL  by CRISWELL,SEAN",,,"FOUL  by CRISWELL,SEAN",2
00:28,"GOOD FT by HARRIS,CEDRIC",80 (+10),,70,,CENTMB 80-70 (-10),,"GOOD FT by HARRIS,CEDRIC",2
00:28,"GOOD FT by HARRIS,CEDRIC",81 (+11),,70,,CENTMB 81-70 (-11),,"GOOD FT by HARRIS,CEDRIC",2
00:21,,,,,"MISS JUMPER by CALAMESE,MICHAEL",,,"MISS JUMPER by CALAMESE,MICHAEL",2
--,"REBOUND DEF by REED,JAY",,,,,,,"REBOUND DEF by REED,JAY",2
00:17,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:16,"TURNOVER  by KIRKENDOLL,TRAVION",,,,,,,"TURNOVER  by KIRKENDOLL,TRAVION",2
00:10,,,,,"MISS 3PTR by CRISWELL,SEAN",,,"MISS 3PTR by CRISWELL,SEAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
