Time Remaining,HXM,Away Team Score,Play Team Indicator,Home Team Score,UD,Game Score,Team Indicator,Play,Period
19:36,,,,,"BLOCK  by RUSSELL,JOHN",,,"BLOCK  by RUSSELL,JOHN",2
--,"REBOUND OFF by CALAMESE,MICHAEL",,,,,,,"REBOUND OFF by CALAMESE,MICHAEL",2
19:32,"MISS JUMPER by SMITH,PRESTON",,,,,,,"MISS JUMPER by SMITH,PRESTON",2
--,"REBOUND OFF by CALAMESE,MICHAEL",,,,,,,"REBOUND OFF by CALAMESE,MICHAEL",2
19:12,"MISS JUMPER by HALL,MARCIS",,,,,,,"MISS JUMPER by HALL,MARCIS",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
19:08,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:07,,,,,"FOUL  by CALTON,EMMANUEL",,,"FOUL  by CALTON,EMMANUEL",2
19:00,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",2
--,"REBOUND OFF by HALL,MARCIS",,,,,,,"REBOUND OFF by HALL,MARCIS",2
18:59,"MISS 3PTR by CRISWELL,SEAN",,,,,,,"MISS 3PTR by CRISWELL,SEAN",2
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",2
18:57,,29,,48 (+19),"GOOD LAYUP by CALTON,EMMANUEL(in the paint)",UD 29-48 (-19),,"GOOD LAYUP by CALTON,EMMANUEL(in the paint)",2
18:56,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
18:19,,29,,50 (+21),"GOOD JUMPER by RUSSELL,JOHN",UD 29-50 (-21),,"GOOD JUMPER by RUSSELL,JOHN",2
--,,,,,"ASSIST  by COLVIN,DARRIUS",,,"ASSIST  by COLVIN,DARRIUS",2
17:59,,,,,"FOUL  by LEVI,SPENCER",,,"FOUL  by LEVI,SPENCER",2
17:59,"GOOD FT by LINK,JACOB",30,,50 (+20),,HXM 30-50 (-20),,"GOOD FT by LINK,JACOB",2
17:59,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,,,,,"REBOUND DEF by RUSSELL,JOHN",,,"REBOUND DEF by RUSSELL,JOHN",2
17:57,,,,,"SUB IN by WAMBSGANSS,MICHAEL",,,"SUB IN by WAMBSGANSS,MICHAEL",2
17:57,,,,,"SUB OUT by LEVI,SPENCER",,,"SUB OUT by LEVI,SPENCER",2
17:33,,,,,"MISS LAYUP by GIADOLOR,PRINCE",,,"MISS LAYUP by GIADOLOR,PRINCE",2
--,,,,,"REBOUND OFF by GIADOLOR,PRINCE",,,"REBOUND OFF by GIADOLOR,PRINCE",2
17:29,,30,,52 (+22),"GOOD LAYUP by GIADOLOR,PRINCE(in the paint)",UD 30-52 (-22),,"GOOD LAYUP by GIADOLOR,PRINCE(in the paint)",2
17:17,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",32,,52 (+20),,HXM 32-52 (-20),,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",2
17:02,,,,,"MISS JUMPER by GIADOLOR,PRINCE",,,"MISS JUMPER by GIADOLOR,PRINCE",2
--,,,,,"REBOUND OFF by GIADOLOR,PRINCE",,,"REBOUND OFF by GIADOLOR,PRINCE",2
16:48,,,,,"MISS 3PTR by COLVIN,DARRIUS",,,"MISS 3PTR by COLVIN,DARRIUS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:44,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
16:44,"SUB OUT by CRISWELL,SEAN",,,,,,,"SUB OUT by CRISWELL,SEAN",2
16:28,"MISS JUMPER by SMITH,PRESTON",,,,,,,"MISS JUMPER by SMITH,PRESTON",2
--,"REBOUND OFF by HALL,MARCIS",,,,,,,"REBOUND OFF by HALL,MARCIS",2
16:23,"MISS LAYUP by HALL,MARCIS",,,,,,,"MISS LAYUP by HALL,MARCIS",2
--,"REBOUND OFF by HALL,MARCIS",,,,,,,"REBOUND OFF by HALL,MARCIS",2
16:21,"MISS TIPIN by HALL,MARCIS",,,,,,,"MISS TIPIN by HALL,MARCIS",2
--,,,,,"REBOUND DEF by CALTON,EMMANUEL",,,"REBOUND DEF by CALTON,EMMANUEL",2
16:18,,32,,54 (+22),"GOOD LAYUP by GIADOLOR,PRINCE(fastbreak)(in the paint)",UD 32-54 (-22),,"GOOD LAYUP by GIADOLOR,PRINCE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CALTON,EMMANUEL",,,"ASSIST  by CALTON,EMMANUEL",2
16:03,"GOOD JUMPER by ROUSE,TREY(in the paint)",34,,54 (+20),,HXM 34-54 (-20),,"GOOD JUMPER by ROUSE,TREY(in the paint)",2
15:47,,,,,"TURNOVER  by GIADOLOR,PRINCE",,,"TURNOVER  by GIADOLOR,PRINCE",2
15:36,"MISS JUMPER by CALAMESE,MICHAEL",,,,,,,"MISS JUMPER by CALAMESE,MICHAEL",2
--,"REBOUND OFF by HALL,MARCIS",,,,,,,"REBOUND OFF by HALL,MARCIS",2
15:35,,,,,"FOUL  by COLVIN,DARRIUS",,,"FOUL  by COLVIN,DARRIUS",2
15:26,,,,,"FOUL  by RUSSELL,JOHN",,,"FOUL  by RUSSELL,JOHN",2
15:26,"GOOD FT by LINK,JACOB",35,,54 (+19),,HXM 35-54 (-19),,"GOOD FT by LINK,JACOB",2
15:26,"GOOD FT by LINK,JACOB",36,,54 (+18),,HXM 36-54 (-18),,"GOOD FT by LINK,JACOB",2
15:06,,,,,"TURNOVER  by RUSSELL,JOHN",,,"TURNOVER  by RUSSELL,JOHN",2
14:52,"GOOD 3PTR by SMITH,PRESTON",39,,54 (+15),,HXM 39-54 (-15),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by ROUSE,TREY",,,,,,,"ASSIST  by ROUSE,TREY",2
14:32,,,,,"TURNOVER  by CALTON,EMMANUEL",,,"TURNOVER  by CALTON,EMMANUEL",2
14:31,"STEAL  by CALAMESE,MICHAEL",,,,,,,"STEAL  by CALAMESE,MICHAEL",2
14:27,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
14:27,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
14:27,,,,,"SUB IN by NUNN,JOSHUA",,,"SUB IN by NUNN,JOSHUA",2
14:27,,,,,"SUB OUT by CALTON,EMMANUEL",,,"SUB OUT by CALTON,EMMANUEL",2
14:17,,39,,56 (+17),"GOOD LAYUP by GIADOLOR,PRINCE(in the paint)",UD 39-56 (-17),,"GOOD LAYUP by GIADOLOR,PRINCE(in the paint)",2
--,,,,,"ASSIST  by RUSSELL,JOHN",,,"ASSIST  by RUSSELL,JOHN",2
14:01,"GOOD LAYUP by LINK,JACOB(in the paint)",41,,56 (+15),,HXM 41-56 (-15),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
--,"ASSIST  by ROUSE,TREY",,,,,,,"ASSIST  by ROUSE,TREY",2
13:48,,,,,"TURNOVER  by GIADOLOR,PRINCE",,,"TURNOVER  by GIADOLOR,PRINCE",2
13:47,"STEAL  by SMITH,PRESTON",,,,,,,"STEAL  by SMITH,PRESTON",2
13:28,"GOOD LAYUP by CALAMESE,MICHAEL(fastbreak)(in the paint)",43,,56 (+13),,HXM 43-56 (-13),,"GOOD LAYUP by CALAMESE,MICHAEL(fastbreak)(in the paint)",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
13:16,,,,,"MISS JUMPER by GIADOLOR,PRINCE",,,"MISS JUMPER by GIADOLOR,PRINCE",2
--,,,,,"REBOUND OFF by RUSSELL,JOHN",,,"REBOUND OFF by RUSSELL,JOHN",2
13:10,,,,,"MISS LAYUP by GIADOLOR,PRINCE",,,"MISS LAYUP by GIADOLOR,PRINCE",2
--,,,,,"REBOUND OFF by NUNN,JOSHUA",,,"REBOUND OFF by NUNN,JOSHUA",2
12:58,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",2
12:58,,43,,57 (+14),"GOOD FT by WAMBSGANSS,MICHAEL",UD 43-57 (-14),,"GOOD FT by WAMBSGANSS,MICHAEL",2
12:58,,43,,58 (+15),"GOOD FT by WAMBSGANSS,MICHAEL",UD 43-58 (-15),,"GOOD FT by WAMBSGANSS,MICHAEL",2
12:58,"SUB IN by BRASFIELD,KAM",,,,,,,"SUB IN by BRASFIELD,KAM",2
12:58,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
12:58,,,,,"SUB IN by HAYES,ISAIAH",,,"SUB IN by HAYES,ISAIAH",2
12:58,,,,,"SUB IN by LEVI,SPENCER",,,"SUB IN by LEVI,SPENCER",2
12:58,,,,,"SUB OUT by RUSSELL,JOHN",,,"SUB OUT by RUSSELL,JOHN",2
12:58,,,,,"SUB OUT by GIADOLOR,PRINCE",,,"SUB OUT by GIADOLOR,PRINCE",2
12:45,"MISS JUMPER by ROUSE,TREY",,,,,,,"MISS JUMPER by ROUSE,TREY",2
--,"REBOUND OFF by HALL,MARCIS",,,,,,,"REBOUND OFF by HALL,MARCIS",2
12:39,"GOOD 3PTR by SMITH,PRESTON",46,,58 (+12),,HXM 46-58 (-12),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by HALL,MARCIS",,,,,,,"ASSIST  by HALL,MARCIS",2
12:36,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:11,,,,,"TURNOVER  by LEVI,SPENCER",,,"TURNOVER  by LEVI,SPENCER",2
11:57,,,,,"FOUL  by HAYES,ISAIAH",,,"FOUL  by HAYES,ISAIAH",2
11:57,"MISS FT by BRASFIELD,KAM",,,,,,,"MISS FT by BRASFIELD,KAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:57,"MISS FT by BRASFIELD,KAM",,,,,,,"MISS FT by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by HAYES,ISAIAH",,,"REBOUND DEF by HAYES,ISAIAH",2
11:48,,46,,60 (+14),"GOOD LAYUP by LEVI,SPENCER(in the paint)",UD 46-60 (-14),,"GOOD LAYUP by LEVI,SPENCER(in the paint)",2
--,,,,,"ASSIST  by COLVIN,DARRIUS",,,"ASSIST  by COLVIN,DARRIUS",2
11:42,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",48,,60 (+12),,HXM 48-60 (-12),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
11:22,,,,,"MISS 3PTR by COLVIN,DARRIUS",,,"MISS 3PTR by COLVIN,DARRIUS",2
--,"REBOUND DEF by ROUSE,TREY",,,,,,,"REBOUND DEF by ROUSE,TREY",2
11:20,"TURNOVER  by ROUSE,TREY",,,,,,,"TURNOVER  by ROUSE,TREY",2
11:17,,,,,"STEAL  by NUNN,JOSHUA",,,"STEAL  by NUNN,JOSHUA",2
11:16,,,,,"FOUL  by COLVIN,DARRIUS",,,"FOUL  by COLVIN,DARRIUS",2
11:16,,,,,"TURNOVER  by COLVIN,DARRIUS",,,"TURNOVER  by COLVIN,DARRIUS",2
11:06,"GOOD LAYUP by HALL,MARCIS(in the paint)",50,,60 (+10),,HXM 50-60 (-10),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
10:47,,,,,"MISS JUMPER by HAYES,ISAIAH",,,"MISS JUMPER by HAYES,ISAIAH",2
--,,,,,"REBOUND OFF by LEVI,SPENCER",,,"REBOUND OFF by LEVI,SPENCER",2
10:43,,,,,"MISS 3PTR by NUNN,JOSHUA",,,"MISS 3PTR by NUNN,JOSHUA",2
--,,,,,"REBOUND OFF by LEVI,SPENCER",,,"REBOUND OFF by LEVI,SPENCER",2
10:33,,,,,"TURNOVER  by COLVIN,DARRIUS",,,"TURNOVER  by COLVIN,DARRIUS",2
10:14,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by LEVI,SPENCER",,,"REBOUND DEF by LEVI,SPENCER",2
09:49,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
09:49,,50,,61 (+11),"GOOD FT by LEVI,SPENCER",UD 50-61 (-11),,"GOOD FT by LEVI,SPENCER",2
09:49,,50,,62 (+12),"GOOD FT by LEVI,SPENCER",UD 50-62 (-12),,"GOOD FT by LEVI,SPENCER",2
09:28,"GOOD 3PTR by ROUSE,TREY",53,,62 (+9),,HXM 53-62 (-9),,"GOOD 3PTR by ROUSE,TREY",2
--,"ASSIST  by BRASFIELD,KAM",,,,,,,"ASSIST  by BRASFIELD,KAM",2
09:11,,53,,64 (+11),"GOOD LAYUP by WAMBSGANSS,MICHAEL(in the paint)",UD 53-64 (-11),,"GOOD LAYUP by WAMBSGANSS,MICHAEL(in the paint)",2
09:02,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
09:01,,,,,"STEAL  by HAYES,ISAIAH",,,"STEAL  by HAYES,ISAIAH",2
08:56,,,,,"TURNOVER  by WAMBSGANSS,MICHAEL",,,"TURNOVER  by WAMBSGANSS,MICHAEL",2
08:56,"STEAL  by HALL,MARCIS",,,,,,,"STEAL  by HALL,MARCIS",2
08:51,"GOOD LAYUP by LINK,JACOB(fastbreak)(in the paint)",55,,64 (+9),,HXM 55-64 (-9),,"GOOD LAYUP by LINK,JACOB(fastbreak)(in the paint)",2
--,"ASSIST  by HALL,MARCIS",,,,,,,"ASSIST  by HALL,MARCIS",2
08:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:39,,,,,"SUB IN by GIADOLOR,PRINCE",,,"SUB IN by GIADOLOR,PRINCE",2
08:39,,,,,"SUB OUT by HAYES,ISAIAH",,,"SUB OUT by HAYES,ISAIAH",2
08:20,,,,,"MISS 3PTR by COLVIN,DARRIUS",,,"MISS 3PTR by COLVIN,DARRIUS",2
--,"REBOUND DEF by HALL,MARCIS",,,,,,,"REBOUND DEF by HALL,MARCIS",2
08:06,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by BRASFIELD,KAM",,,,,,,"REBOUND OFF by BRASFIELD,KAM",2
08:00,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",2
--,,,,,"REBOUND DEF by LEVI,SPENCER",,,"REBOUND DEF by LEVI,SPENCER",2
07:57,"FOUL  by HALL,MARCIS",,,,,,,"FOUL  by HALL,MARCIS",2
07:48,,55,,66 (+11),"GOOD LAYUP by WAMBSGANSS,MICHAEL(in the paint)",UD 55-66 (-11),,"GOOD LAYUP by WAMBSGANSS,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by COLVIN,DARRIUS",,,"ASSIST  by COLVIN,DARRIUS",2
07:39,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",57,,66 (+9),,HXM 57-66 (-9),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
07:38,,,,,"FOUL  by NUNN,JOSHUA",,,"FOUL  by NUNN,JOSHUA",2
07:38,"MISS FT by BRASFIELD,KAM",,,,,,,"MISS FT by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",2
07:29,,,,,"TURNOVER  by COLVIN,DARRIUS",,,"TURNOVER  by COLVIN,DARRIUS",2
07:16,"MISS JUMPER by HALL,MARCIS",,,,,,,"MISS JUMPER by HALL,MARCIS",2
--,,,,,"REBOUND DEF by WAMBSGANSS,MICHAEL",,,"REBOUND DEF by WAMBSGANSS,MICHAEL",2
07:09,,57,,68 (+11),"GOOD LAYUP by WAMBSGANSS,MICHAEL(fastbreak)(in the paint)",UD 57-68 (-11),,"GOOD LAYUP by WAMBSGANSS,MICHAEL(fastbreak)(in the paint)",2
07:09,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
07:09,,57,,69 (+12),"GOOD FT by WAMBSGANSS,MICHAEL",UD 57-69 (-12),,"GOOD FT by WAMBSGANSS,MICHAEL",2
07:09,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
07:09,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
07:09,,,,,"SUB IN by CALTON,EMMANUEL",,,"SUB IN by CALTON,EMMANUEL",2
07:09,,,,,"SUB OUT by COLVIN,DARRIUS",,,"SUB OUT by COLVIN,DARRIUS",2
07:05,,,,,"FOUL  by NUNN,JOSHUA",,,"FOUL  by NUNN,JOSHUA",2
07:05,"GOOD FT by ROUSE,TREY",58,,69 (+11),,HXM 58-69 (-11),,"GOOD FT by ROUSE,TREY",2
07:05,"GOOD FT by ROUSE,TREY",59,,69 (+10),,HXM 59-69 (-10),,"GOOD FT by ROUSE,TREY",2
06:53,,,,,"TURNOVER  by GIADOLOR,PRINCE",,,"TURNOVER  by GIADOLOR,PRINCE",2
06:44,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
06:31,,,,,"TURNOVER  by WAMBSGANSS,MICHAEL",,,"TURNOVER  by WAMBSGANSS,MICHAEL",2
06:30,"STEAL  by HALL,MARCIS",,,,,,,"STEAL  by HALL,MARCIS",2
06:25,,,,,"FOUL  by WAMBSGANSS,MICHAEL",,,"FOUL  by WAMBSGANSS,MICHAEL",2
06:25,"GOOD FT by LINK,JACOB",60,,69 (+9),,HXM 60-69 (-9),,"GOOD FT by LINK,JACOB",2
06:25,"GOOD FT by LINK,JACOB",61,,69 (+8),,HXM 61-69 (-8),,"GOOD FT by LINK,JACOB",2
06:17,,61,,72 (+11),"GOOD 3PTR by WAMBSGANSS,MICHAEL",UD 61-72 (-11),,"GOOD 3PTR by WAMBSGANSS,MICHAEL",2
--,,,,,"ASSIST  by CALTON,EMMANUEL",,,"ASSIST  by CALTON,EMMANUEL",2
06:06,"GOOD LAYUP by ROUSE,TREY(in the paint)",63,,72 (+9),,HXM 63-72 (-9),,"GOOD LAYUP by ROUSE,TREY(in the paint)",2
05:48,,63,,74 (+11),"GOOD JUMPER by GIADOLOR,PRINCE",UD 63-74 (-11),,"GOOD JUMPER by GIADOLOR,PRINCE",2
05:48,"FOUL  by HALL,MARCIS",,,,,,,"FOUL  by HALL,MARCIS",2
05:48,,,,,"TURNOVER  by LEVI,SPENCER",,,"TURNOVER  by LEVI,SPENCER",2
05:39,"TURNOVER  by LINK,JACOB",,,,,,,"TURNOVER  by LINK,JACOB",2
05:17,,,,,"MISS 3PTR by CALTON,EMMANUEL",,,"MISS 3PTR by CALTON,EMMANUEL",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
05:04,"MISS 3PTR by ROUSE,TREY",,,,,,,"MISS 3PTR by ROUSE,TREY",2
--,,,,,"REBOUND DEF by WAMBSGANSS,MICHAEL",,,"REBOUND DEF by WAMBSGANSS,MICHAEL",2
04:43,,63,,76 (+13),"GOOD LAYUP by CALTON,EMMANUEL(in the paint)",UD 63-76 (-13),,"GOOD LAYUP by CALTON,EMMANUEL(in the paint)",2
--,,,,,"ASSIST  by GIADOLOR,PRINCE",,,"ASSIST  by GIADOLOR,PRINCE",2
04:43,"FOUL  by CALAMESE,MICHAEL",,,,,,,"FOUL  by CALAMESE,MICHAEL",2
04:43,,,,,"MISS FT by CALTON,EMMANUEL",,,"MISS FT by CALTON,EMMANUEL",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
04:43,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
04:43,"SUB OUT by CALAMESE,MICHAEL",,,,,,,"SUB OUT by CALAMESE,MICHAEL",2
04:24,"GOOD LAYUP by LINK,JACOB(in the paint)",65,,76 (+11),,HXM 65-76 (-11),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
04:04,,65,,78 (+13),"GOOD JUMPER by WAMBSGANSS,MICHAEL(in the paint)",UD 65-78 (-13),,"GOOD JUMPER by WAMBSGANSS,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by GIADOLOR,PRINCE",,,"ASSIST  by GIADOLOR,PRINCE",2
03:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:51,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by NUNN,JOSHUA",,,"REBOUND DEF by NUNN,JOSHUA",2
03:29,,65,,81 (+16),"GOOD 3PTR by WAMBSGANSS,MICHAEL",UD 65-81 (-16),,"GOOD 3PTR by WAMBSGANSS,MICHAEL",2
--,,,,,"ASSIST  by GIADOLOR,PRINCE",,,"ASSIST  by GIADOLOR,PRINCE",2
03:13,"MISS 3PTR by LINK,JACOB",,,,,,,"MISS 3PTR by LINK,JACOB",2
--,"REBOUND OFF by SMITH,PRESTON",,,,,,,"REBOUND OFF by SMITH,PRESTON",2
03:05,,,,,"FOUL  by LEVI,SPENCER",,,"FOUL  by LEVI,SPENCER",2
03:05,"GOOD FT by BRASFIELD,KAM",66,,81 (+15),,HXM 66-81 (-15),,"GOOD FT by BRASFIELD,KAM",2
03:05,"GOOD FT by BRASFIELD,KAM",67,,81 (+14),,HXM 67-81 (-14),,"GOOD FT by BRASFIELD,KAM",2
03:00,,,,,"SUB IN by COLVIN,DARRIUS",,,"SUB IN by COLVIN,DARRIUS",2
03:00,,,,,"SUB OUT by CALTON,EMMANUEL",,,"SUB OUT by CALTON,EMMANUEL",2
02:54,,,,,"TURNOVER  by COLVIN,DARRIUS",,,"TURNOVER  by COLVIN,DARRIUS",2
02:53,"STEAL  by LINK,JACOB",,,,,,,"STEAL  by LINK,JACOB",2
02:45,"GOOD LAYUP by HALL,MARCIS(in the paint)",69,,81 (+12),,HXM 69-81 (-12),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
--,"ASSIST  by BRASFIELD,KAM",,,,,,,"ASSIST  by BRASFIELD,KAM",2
02:25,,,,,"MISS LAYUP by NUNN,JOSHUA",,,"MISS LAYUP by NUNN,JOSHUA",2
02:25,"BLOCK  by BRASFIELD,KAM",,,,,,,"BLOCK  by BRASFIELD,KAM",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:24,"SUB IN by CALAMESE,MICHAEL",,,,,,,"SUB IN by CALAMESE,MICHAEL",2
02:24,"SUB OUT by ROUSE,TREY",,,,,,,"SUB OUT by ROUSE,TREY",2
02:13,,,,,"MISS 3PTR by NUNN,JOSHUA",,,"MISS 3PTR by NUNN,JOSHUA",2
02:13,"BLOCK  by SMITH,PRESTON",,,,,,,"BLOCK  by SMITH,PRESTON",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
02:06,,,,,"FOUL  by NUNN,JOSHUA",,,"FOUL  by NUNN,JOSHUA",2
02:06,"MISS FT by BRASFIELD,KAM",,,,,,,"MISS FT by BRASFIELD,KAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:06,"GOOD FT by BRASFIELD,KAM",70,,81 (+11),,HXM 70-81 (-11),,"GOOD FT by BRASFIELD,KAM",2
01:46,,,,,"MISS 3PTR by NUNN,JOSHUA",,,"MISS 3PTR by NUNN,JOSHUA",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
01:38,"GOOD 3PTR by SMITH,PRESTON(fastbreak)",73,,81 (+8),,HXM 73-81 (-8),,"GOOD 3PTR by SMITH,PRESTON(fastbreak)",2
--,"ASSIST  by BRASFIELD,KAM",,,,,,,"ASSIST  by BRASFIELD,KAM",2
01:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:36,,,,,"SUB IN by CALTON,EMMANUEL",,,"SUB IN by CALTON,EMMANUEL",2
01:36,,,,,"SUB OUT by NUNN,JOSHUA",,,"SUB OUT by NUNN,JOSHUA",2
01:30,,,,,"TURNOVER  by GIADOLOR,PRINCE",,,"TURNOVER  by GIADOLOR,PRINCE",2
01:29,"STEAL  by SMITH,PRESTON",,,,,,,"STEAL  by SMITH,PRESTON",2
01:25,"GOOD LAYUP by BRASFIELD,KAM(fastbreak)(in the paint)",75,,81 (+6),,HXM 75-81 (-6),,"GOOD LAYUP by BRASFIELD,KAM(fastbreak)(in the paint)",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
00:54,,75,,83 (+8),"GOOD LAYUP by GIADOLOR,PRINCE(in the paint)",UD 75-83 (-8),,"GOOD LAYUP by GIADOLOR,PRINCE(in the paint)",2
00:39,"GOOD LAYUP by HALL,MARCIS(in the paint)",77,,83 (+6),,HXM 77-83 (-6),,"GOOD LAYUP by HALL,MARCIS(in the paint)",2
--,"ASSIST  by LINK,JACOB",,,,,,,"ASSIST  by LINK,JACOB",2
00:30,"FOUL  by HALL,MARCIS",,,,,,,"FOUL  by HALL,MARCIS",2
00:30,"FOUL TECH by HALL,MARCIS",,,,,,,"FOUL TECH by HALL,MARCIS",2
00:30,"FOUL  by HALL,MARCIS",,,,,,,"FOUL  by HALL,MARCIS",2
00:30,,77,,84 (+7),"GOOD FT by WAMBSGANSS,MICHAEL",UD 77-84 (-7),,"GOOD FT by WAMBSGANSS,MICHAEL",2
00:30,,77,,85 (+8),"GOOD FT by WAMBSGANSS,MICHAEL",UD 77-85 (-8),,"GOOD FT by WAMBSGANSS,MICHAEL",2
00:30,,77,,86 (+9),"GOOD FT by LEVI,SPENCER",UD 77-86 (-9),,"GOOD FT by LEVI,SPENCER",2
00:30,,77,,87 (+10),"GOOD FT by LEVI,SPENCER",UD 77-87 (-10),,"GOOD FT by LEVI,SPENCER",2
00:30,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
00:30,"SUB OUT by HALL,MARCIS",,,,,,,"SUB OUT by HALL,MARCIS",2
00:26,"MISS LAYUP by ROUSE,TREY",,,,,,,"MISS LAYUP by ROUSE,TREY",2
--,"REBOUND OFF by LINK,JACOB",,,,,,,"REBOUND OFF by LINK,JACOB",2
00:23,,,,,"FOUL  by GIADOLOR,PRINCE",,,"FOUL  by GIADOLOR,PRINCE",2
00:23,"GOOD FT by LINK,JACOB",78,,87 (+9),,HXM 78-87 (-9),,"GOOD FT by LINK,JACOB",2
00:23,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,,,,,"REBOUND DEF by WAMBSGANSS,MICHAEL",,,"REBOUND DEF by WAMBSGANSS,MICHAEL",2
00:16,,,,,"TURNOVER  by WAMBSGANSS,MICHAEL",,,"TURNOVER  by WAMBSGANSS,MICHAEL",2
00:15,"STEAL  by ROUSE,TREY",,,,,,,"STEAL  by ROUSE,TREY",2
00:12,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by BRASFIELD,KAM",,,,,,,"REBOUND OFF by BRASFIELD,KAM",2
00:07,"MISS 3PTR by CALAMESE,MICHAEL",,,,,,,"MISS 3PTR by CALAMESE,MICHAEL",2
--,,,,,"REBOUND DEF by CALTON,EMMANUEL",,,"REBOUND DEF by CALTON,EMMANUEL",2
