Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,HXM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
15:30,,,,,"MISS 3PTR by BRASFIELD,KAM",,,"MISS 3PTR by BRASFIELD,KAM",2
--,,,,,"REBOUND OFF by FISHER,ELI",,,"REBOUND OFF by FISHER,ELI",2
15:22,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND DEF by FORTE,MCCARTY",,,,,,,"REBOUND DEF by FORTE,MCCARTY",2
15:09,,,,,"FOUL  by ROUSE,TREY",,,"FOUL  by ROUSE,TREY",2
14:39,"GOOD FT by JOHNSON,CALEB",46 (+4),,42,,BCM 46-42 (-4),,"GOOD FT by JOHNSON,CALEB",2
14:39,"GOOD FT by JOHNSON,CALEB",47 (+5),,42,,BCM 47-42 (-5),,"GOOD FT by JOHNSON,CALEB",2
14:39,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
14:39,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
14:20,"FOUL  by ELLINGSWORTH,COLEMAN",,,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",2
14:20,,47 (+4),,43,"GOOD FT by LINK,JACOB",HXM 47-43 (-4),,"GOOD FT by LINK,JACOB",2
14:20,,47 (+3),,44,"GOOD FT by LINK,JACOB",HXM 47-44 (-3),,"GOOD FT by LINK,JACOB",2
14:02,"MISS LAYUP by MCCLOUD,ALTON",,,,,,,"MISS LAYUP by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",2
13:55,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",2
--,,,,,"REBOUND OFF by BRASFIELD,KAM",,,"REBOUND OFF by BRASFIELD,KAM",2
13:47,,47 (+1),,46,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HXM 47-46 (-1),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
13:37,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
13:37,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:25,"GOOD JUMPER by MOORE,MILES",49 (+3),,46,,BCM 49-46 (-3),,"GOOD JUMPER by MOORE,MILES",2
13:14,,49,,49,"GOOD 3PTR by SMITH,PRESTON",HXM 49-49 (0),,"GOOD 3PTR by SMITH,PRESTON",2
13:03,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",51 (+2),,49,,BCM 51-49 (-2),,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",2
12:37,,51,,51,"GOOD LAYUP by ROUSE,TREY(in the paint)",HXM 51-51 (0),,"GOOD LAYUP by ROUSE,TREY(in the paint)",2
12:24,,,,,"FOUL  by FISHER,ELI",,,"FOUL  by FISHER,ELI",2
12:24,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:24,"GOOD FT by JOHNSON,CALEB",52 (+1),,51,,BCM 52-51 (-1),,"GOOD FT by JOHNSON,CALEB",2
12:24,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
12:24,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
12:24,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
12:24,,,,,"SUB OUT by FISHER,ELI",,,"SUB OUT by FISHER,ELI",2
12:08,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",2
12:06,"STEAL  by MARDER,NICK",,,,,,,"STEAL  by MARDER,NICK",2
12:01,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",54 (+3),,51,,BCM 54-51 (-3),,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",2
11:52,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
11:46,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",56 (+5),,51,,BCM 56-51 (-5),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
11:46,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",2
11:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:46,"GOOD FT by JOHNSON,CALEB",57 (+6),,51,,BCM 57-51 (-6),,"GOOD FT by JOHNSON,CALEB",2
11:46,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
11:46,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
11:26,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
11:19,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
11:08,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",2
11:03,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",59 (+8),,51,,BCM 59-51 (-8),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
10:47,,59 (+6),,53,"GOOD LAYUP by LINK,JACOB(in the paint)",HXM 59-53 (-6),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
--,,,,,"ASSIST  by ROUSE,TREY",,,"ASSIST  by ROUSE,TREY",2
10:38,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
10:38,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
10:27,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",2
10:27,"GOOD FT by MARDER,NICK",60 (+7),,53,,BCM 60-53 (-7),,"GOOD FT by MARDER,NICK",2
10:27,"MISS FT by MARDER,NICK",,,,,,,"MISS FT by MARDER,NICK",2
--,,,,,"REBOUND DEF by ROUSE,TREY",,,"REBOUND DEF by ROUSE,TREY",2
09:53,"GOOD LAYUP by MOORE,MILES(in the paint)",62 (+9),,53,,BCM 62-53 (-9),,"GOOD LAYUP by MOORE,MILES(in the paint)",2
09:52,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
09:37,,62 (+6),,56,"GOOD 3PTR by SMITH,PRESTON",HXM 62-56 (-6),,"GOOD 3PTR by SMITH,PRESTON",2
09:12,"GOOD 3PTR by JOHNSON,CALEB",65 (+9),,56,,BCM 65-56 (-9),,"GOOD 3PTR by JOHNSON,CALEB",2
09:01,,65 (+7),,58,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",HXM 65-58 (-7),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
08:55,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",2
08:55,"GOOD FT by MARDER,NICK",66 (+8),,58,,BCM 66-58 (-8),,"GOOD FT by MARDER,NICK",2
08:55,"GOOD FT by MARDER,NICK",67 (+9),,58,,BCM 67-58 (-9),,"GOOD FT by MARDER,NICK",2
08:55,,,,,"SUB IN by FISHER,ELI",,,"SUB IN by FISHER,ELI",2
08:55,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
08:55,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
08:55,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
08:31,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",2
08:29,"STEAL  by MOORE,MILES",,,,,,,"STEAL  by MOORE,MILES",2
08:25,"MISS LAYUP by MOORE,MILES",,,,,,,"MISS LAYUP by MOORE,MILES",2
--,"REBOUND OFF by CLARK,ETHAN",,,,,,,"REBOUND OFF by CLARK,ETHAN",2
08:25,"GOOD LAYUP by CLARK,ETHAN(in the paint)",69 (+11),,58,,BCM 69-58 (-11),,"GOOD LAYUP by CLARK,ETHAN(in the paint)",2
08:25,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
08:25,"GOOD FT by CLARK,ETHAN",70 (+12),,58,,BCM 70-58 (-12),,"GOOD FT by CLARK,ETHAN",2
08:25,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
08:25,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
08:04,,,,,"MISS JUMPER by FISHER,ELI",,,"MISS JUMPER by FISHER,ELI",2
--,"REBOUND DEF by CLARK,ETHAN",,,,,,,"REBOUND DEF by CLARK,ETHAN",2
07:42,,,,,"SUB IN by ROBERTS,ERIC",,,"SUB IN by ROBERTS,ERIC",2
07:42,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
07:41,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:33,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:17,"MISS 3PTR by MCCLOUD,ALTON",,,,,,,"MISS 3PTR by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
07:00,,,,,"MISS JUMPER by ROBERTS,ERIC",,,"MISS JUMPER by ROBERTS,ERIC",2
07:00,"BLOCK  by MOORE,MILES",,,,,,,"BLOCK  by MOORE,MILES",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:00,,70 (+10),,60,"GOOD LAYUP by ROBERTS,ERIC(in the paint)",HXM 70-60 (-10),,"GOOD LAYUP by ROBERTS,ERIC(in the paint)",2
07:00,"SUB IN by HIRSH,ELIJAH",,,,,,,"SUB IN by HIRSH,ELIJAH",2
07:00,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",2
06:33,"MISS JUMPER by MCCLOUD,ALTON",,,,,,,"MISS JUMPER by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
06:26,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
06:26,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",2
06:26,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
06:21,,,,,"MISS LAYUP by ROUSE,TREY",,,"MISS LAYUP by ROUSE,TREY",2
06:21,"BLOCK  by HIRSH,ELIJAH",,,,,,,"BLOCK  by HIRSH,ELIJAH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:06,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
--,"REBOUND DEF by CLARK,ETHAN",,,,,,,"REBOUND DEF by CLARK,ETHAN",2
06:00,,,,,"FOUL  by FISHER,ELI",,,"FOUL  by FISHER,ELI",2
06:00,"GOOD FT by JOHNSON,CALEB",71 (+11),,60,,BCM 71-60 (-11),,"GOOD FT by JOHNSON,CALEB",2
06:00,"GOOD FT by JOHNSON,CALEB",72 (+12),,60,,BCM 72-60 (-12),,"GOOD FT by JOHNSON,CALEB",2
05:52,,72 (+9),,63,"GOOD 3PTR by ROUSE,TREY",HXM 72-63 (-9),,"GOOD 3PTR by ROUSE,TREY",2
05:31,"TURNOVER  by JOHNSON,CALEB",,,,,,,"TURNOVER  by JOHNSON,CALEB",2
05:29,,,,,"STEAL  by FISHER,ELI",,,"STEAL  by FISHER,ELI",2
05:18,"FOUL  by CLARK,ETHAN",,,,,,,"FOUL  by CLARK,ETHAN",2
05:18,,,,,"MISS FT by LINK,JACOB",,,"MISS FT by LINK,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:18,,72 (+8),,64,"GOOD FT by LINK,JACOB",HXM 72-64 (-8),,"GOOD FT by LINK,JACOB",2
05:04,,,,,"FOUL  by ROBERTS,ERIC",,,"FOUL  by ROBERTS,ERIC",2
05:04,"GOOD FT by JOHNSON,CALEB",73 (+9),,64,,BCM 73-64 (-9),,"GOOD FT by JOHNSON,CALEB",2
05:04,"GOOD FT by JOHNSON,CALEB",74 (+10),,64,,BCM 74-64 (-10),,"GOOD FT by JOHNSON,CALEB",2
04:39,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
04:39,"BLOCK  by HIRSH,ELIJAH",,,,,,,"BLOCK  by HIRSH,ELIJAH",2
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",2
04:36,"GOOD FT by JOHNSON,CALEB",75 (+11),,64,,BCM 75-64 (-11),,"GOOD FT by JOHNSON,CALEB",2
04:36,"GOOD FT by JOHNSON,CALEB",76 (+12),,64,,BCM 76-64 (-12),,"GOOD FT by JOHNSON,CALEB",2
04:35,,,,,"FOUL  by ROBERTS,ERIC",,,"FOUL  by ROBERTS,ERIC",2
04:18,,76 (+11),,65,"GOOD FT by SMITH,PRESTON",HXM 76-65 (-11),,"GOOD FT by SMITH,PRESTON",2
04:18,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
04:18,,76 (+10),,66,"GOOD FT by SMITH,PRESTON",HXM 76-66 (-10),,"GOOD FT by SMITH,PRESTON",2
03:52,"MISS 3PTR by MCCLOUD,ALTON",,,,,,,"MISS 3PTR by MCCLOUD,ALTON",2
--,"REBOUND OFF by MOORE,MILES",,,,,,,"REBOUND OFF by MOORE,MILES",2
03:33,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
03:33,"TURNOVER  by JOHNSON,CALEB",,,,,,,"TURNOVER  by JOHNSON,CALEB",2
03:23,,76 (+8),,68,"GOOD LAYUP by SMITH,PRESTON(in the paint)",HXM 76-68 (-8),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",2
--,,,,,"ASSIST  by ROBERTS,ERIC",,,"ASSIST  by ROBERTS,ERIC",2
03:01,"MISS JUMPER by HIRSH,ELIJAH",,,,,,,"MISS JUMPER by HIRSH,ELIJAH",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
02:44,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND DEF by CLARK,ETHAN",,,,,,,"REBOUND DEF by CLARK,ETHAN",2
02:42,"TURNOVER  by CLARK,ETHAN",,,,,,,"TURNOVER  by CLARK,ETHAN",2
02:39,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
02:39,"BLOCK  by JOHNSON,CALEB",,,,,,,"BLOCK  by JOHNSON,CALEB",2
--,,,,,"REBOUND OFF by SMITH,PRESTON",,,"REBOUND OFF by SMITH,PRESTON",2
02:31,"FOUL  by CLARK,ETHAN",,,,,,,"FOUL  by CLARK,ETHAN",2
02:31,,76 (+7),,69,"GOOD FT by FISHER,ELI",HXM 76-69 (-7),,"GOOD FT by FISHER,ELI",2
02:31,,76 (+6),,70,"GOOD FT by FISHER,ELI",HXM 76-70 (-6),,"GOOD FT by FISHER,ELI",2
02:31,,76 (+5),,71,"GOOD FT by FISHER,ELI",HXM 76-71 (-5),,"GOOD FT by FISHER,ELI",2
02:20,"MISS JUMPER by HIRSH,ELIJAH",,,,,,,"MISS JUMPER by HIRSH,ELIJAH",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
02:08,,,,,"MISS 3PTR by FISHER,ELI",,,"MISS 3PTR by FISHER,ELI",2
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",2
01:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:38,"GOOD 3PTR by JOHNSON,CALEB",79 (+8),,71,,BCM 79-71 (-8),,"GOOD 3PTR by JOHNSON,CALEB",2
--,"ASSIST  by MCCLOUD,ALTON",,,,,,,"ASSIST  by MCCLOUD,ALTON",2
01:26,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
01:22,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
01:22,,79 (+7),,72,"GOOD FT by LINK,JACOB",HXM 79-72 (-7),,"GOOD FT by LINK,JACOB",2
01:22,,79 (+6),,73,"GOOD FT by LINK,JACOB",HXM 79-73 (-6),,"GOOD FT by LINK,JACOB",2
01:22,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",2
01:22,,,,,"SUB OUT by FISHER,ELI",,,"SUB OUT by FISHER,ELI",2
01:02,,,,,"FOUL  by ROBERTS,ERIC",,,"FOUL  by ROBERTS,ERIC",2
01:02,"GOOD FT by JOHNSON,CALEB",80 (+7),,73,,BCM 80-73 (-7),,"GOOD FT by JOHNSON,CALEB",2
01:02,"GOOD FT by JOHNSON,CALEB",81 (+8),,73,,BCM 81-73 (-8),,"GOOD FT by JOHNSON,CALEB",2
01:02,,,,,"SUB IN by FISHER,ELI",,,"SUB IN by FISHER,ELI",2
01:02,,,,,"SUB OUT by ROBERTS,ERIC",,,"SUB OUT by ROBERTS,ERIC",2
00:56,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",2
00:53,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",2
00:53,"GOOD FT by CLARK,ETHAN",82 (+9),,73,,BCM 82-73 (-9),,"GOOD FT by CLARK,ETHAN",2
00:53,"GOOD FT by CLARK,ETHAN",83 (+10),,73,,BCM 83-73 (-10),,"GOOD FT by CLARK,ETHAN",2
00:46,,83 (+8),,75,"GOOD LAYUP by LINK,JACOB(in the paint)",HXM 83-75 (-8),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
00:46,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:46,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",2
00:46,,,,,"SUB OUT by FISHER,ELI",,,"SUB OUT by FISHER,ELI",2
00:34,"TURNOVER  by MCCLOUD,ALTON",,,,,,,"TURNOVER  by MCCLOUD,ALTON",2
00:31,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
00:23,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",2
00:21,,,,,"FOUL  by CRISWELL,SEAN",,,"FOUL  by CRISWELL,SEAN",2
00:21,"MISS FT by HIRSH,ELIJAH",,,,,,,"MISS FT by HIRSH,ELIJAH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:21,"GOOD FT by HIRSH,ELIJAH",84 (+9),,75,,BCM 84-75 (-9),,"GOOD FT by HIRSH,ELIJAH",2
00:21,,,,,"SUB IN by FISHER,ELI",,,"SUB IN by FISHER,ELI",2
00:21,,,,,"SUB OUT by CRISWELL,SEAN",,,"SUB OUT by CRISWELL,SEAN",2
00:15,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
00:15,,84 (+8),,76,"GOOD FT by SMITH,PRESTON",HXM 84-76 (-8),,"GOOD FT by SMITH,PRESTON",2
00:15,,84 (+7),,77,"GOOD FT by SMITH,PRESTON",HXM 84-77 (-7),,"GOOD FT by SMITH,PRESTON",2
00:15,,84 (+6),,78,"GOOD FT by SMITH,PRESTON",HXM 84-78 (-6),,"GOOD FT by SMITH,PRESTON",2
00:15,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",2
00:15,,,,,"SUB OUT by FISHER,ELI",,,"SUB OUT by FISHER,ELI",2
00:13,"GOOD FT by CLARK,ETHAN",85 (+7),,78,,BCM 85-78 (-7),,"GOOD FT by CLARK,ETHAN",2
00:13,"GOOD FT by CLARK,ETHAN",86 (+8),,78,,BCM 86-78 (-8),,"GOOD FT by CLARK,ETHAN",2
00:13,,,,,"SUB IN by FISHER,ELI",,,"SUB IN by FISHER,ELI",2
00:13,,,,,"SUB OUT by CRISWELL,SEAN",,,"SUB OUT by CRISWELL,SEAN",2
00:10,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",2
00:08,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
00:07,,,,,"FOUL  by FISHER,ELI",,,"FOUL  by FISHER,ELI",2
00:07,"GOOD FT by MCCLOUD,ALTON",87 (+9),,78,,BCM 87-78 (-9),,"GOOD FT by MCCLOUD,ALTON",2
00:07,"GOOD FT by MCCLOUD,ALTON",88 (+10),,78,,BCM 88-78 (-10),,"GOOD FT by MCCLOUD,ALTON",2
00:01,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
