Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
02:14,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
02:14,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",2
02:14,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
02:01,,,,,"MISS LAYUP by FRANKLIN,KK",,,"MISS LAYUP by FRANKLIN,KK",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
01:52,"MISS 3PTR by PERKINS,ALEX",,,,,,,"MISS 3PTR by PERKINS,ALEX",2
--,,,,,"REBOUND DEF by FRANKLIN,KK",,,"REBOUND DEF by FRANKLIN,KK",2
01:45,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
01:45,,,,,"MISS FT by ASHLEY,ANDRE",,,"MISS FT by ASHLEY,ANDRE",2
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",2
01:45,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
01:45,"SUB OUT by PERKINS,ALEX",,,,,,,"SUB OUT by PERKINS,ALEX",2
01:39,,,,,"FOUL  by FRANKLIN,KK",,,"FOUL  by FRANKLIN,KK",2
01:39,"GOOD FT by MCLEAN,JAMES",67,,74 (+7),,BSC 67-74 (-7),,"GOOD FT by MCLEAN,JAMES",2
01:39,"GOOD FT by MCLEAN,JAMES",68,,74 (+6),,BSC 68-74 (-6),,"GOOD FT by MCLEAN,JAMES",2
01:39,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",2
01:39,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
01:34,,,,,"TURNOVER  by ROBINSON,JAHAL",,,"TURNOVER  by ROBINSON,JAHAL",2
01:18,"MISS LAYUP by MCLEAN,JAMES",,,,,,,"MISS LAYUP by MCLEAN,JAMES",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:12,"GOOD LAYUP by THOM,IAN(in the paint)",70,,74 (+4),,BSC 70-74 (-4),,"GOOD LAYUP by THOM,IAN(in the paint)",2
00:37,,70,,77 (+7),"GOOD 3PTR by FRANKLIN,KK",HCM 70-77 (-7),,"GOOD 3PTR by FRANKLIN,KK",2
--,,,,,"ASSIST  by CARSON,SCOUT",,,"ASSIST  by CARSON,SCOUT",2
00:28,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:28,,,,,"SUB IN by CHADWICK,SCOTTY",,,"SUB IN by CHADWICK,SCOTTY",2
00:28,,,,,"SUB OUT by CARSON,SCOUT",,,"SUB OUT by CARSON,SCOUT",2
00:24,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
00:24,,,,,"MISS FT by ASHLEY,ANDRE",,,"MISS FT by ASHLEY,ANDRE",2
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",2
00:24,,,,,"SUB IN by CARSON,SCOUT",,,"SUB IN by CARSON,SCOUT",2
00:24,,,,,"SUB OUT by CHADWICK,SCOTTY",,,"SUB OUT by CHADWICK,SCOTTY",2
00:21,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:13,"MISS LAYUP by MCLEAN,JAMES",,,,,,,"MISS LAYUP by MCLEAN,JAMES",2
--,"REBOUND OFF by THOM,IAN",,,,,,,"REBOUND OFF by THOM,IAN",2
00:12,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",2
--,,,,,"REBOUND DEF by ROBINSON,JAHAL",,,"REBOUND DEF by ROBINSON,JAHAL",2
00:12,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
00:12,,70,,78 (+8),"GOOD FT by ROBINSON,JAHAL",HCM 70-78 (-8),,"GOOD FT by ROBINSON,JAHAL",2
00:12,,70,,79 (+9),"GOOD FT by ROBINSON,JAHAL",HCM 70-79 (-9),,"GOOD FT by ROBINSON,JAHAL",2
00:10,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
00:08,,,,,"STEAL  by ROBINSON,JAHAL",,,"STEAL  by ROBINSON,JAHAL",2
