Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,16BSC-M,Game Score,Team Indicator,Play,Period
17:03,"FOUL  by CHADWICK,SCOTTY",,,,,,,"FOUL  by CHADWICK,SCOTTY",2
17:03,"SUB IN by SCHMITT,LUCAS",,,,,,,"SUB IN by SCHMITT,LUCAS",2
17:03,"SUB IN by HOBSON,CHARVEZ",,,,,,,"SUB IN by HOBSON,CHARVEZ",2
17:03,"SUB OUT by FRANKLIN,KK",,,,,,,"SUB OUT by FRANKLIN,KK",2
17:03,"SUB OUT by ROBINSON,JAHAL",,,,,,,"SUB OUT by ROBINSON,JAHAL",2
16:53,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
16:53,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
16:43,"TURNOVER  by SCHMITT,LUCAS",,,,,,,"TURNOVER  by SCHMITT,LUCAS",2
16:42,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",2
16:39,,41 (+4),,37,"GOOD LAYUP by MCLEAN,JAMES(fastbreak)(in the paint)",16BSC-M 41-37 (-4),,"GOOD LAYUP by MCLEAN,JAMES(fastbreak)(in the paint)",2
16:27,"MISS JUMPER by HOBSON,CHARVEZ",,,,,,,"MISS JUMPER by HOBSON,CHARVEZ",2
--,"REBOUND OFF by SCHMITT,LUCAS",,,,,,,"REBOUND OFF by SCHMITT,LUCAS",2
16:12,"FOUL  by CHADWICK,SCOTTY",,,,,,,"FOUL  by CHADWICK,SCOTTY",2
16:12,"TURNOVER  by CHADWICK,SCOTTY",,,,,,,"TURNOVER  by CHADWICK,SCOTTY",2
15:58,,41 (+1),,40,"GOOD 3PTR by LEWIS,EVAN",16BSC-M 41-40 (-1),,"GOOD 3PTR by LEWIS,EVAN",2
15:44,"FOUL  by HOBSON,CHARVEZ",,,,,,,"FOUL  by HOBSON,CHARVEZ",2
15:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:44,"TURNOVER  by HOBSON,CHARVEZ",,,,,,,"TURNOVER  by HOBSON,CHARVEZ",2
15:44,,,,,"STEAL  by WALDRUM,AIDAN",,,"STEAL  by WALDRUM,AIDAN",2
15:44,"SUB IN by LIVINGSTON,TREY",,,,,,,"SUB IN by LIVINGSTON,TREY",2
15:44,"SUB OUT by MCLEAN,BRANDON",,,,,,,"SUB OUT by MCLEAN,BRANDON",2
15:42,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
15:35,"STEAL  by POPOVICH,WYATT",,,,,,,"STEAL  by POPOVICH,WYATT",2
15:14,"MISS 3PTR by LIVINGSTON,TREY",,,,,,,"MISS 3PTR by LIVINGSTON,TREY",2
--,,,,,"REBOUND DEF by WALDRUM,AIDAN",,,"REBOUND DEF by WALDRUM,AIDAN",2
15:01,,41,,42 (+1),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",16BSC-M 41-42 (+1),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
14:32,"GOOD JUMPER by CHADWICK,SCOTTY",43 (+1),,42,,HCM 43-42 (-1),,"GOOD JUMPER by CHADWICK,SCOTTY",2
--,"ASSIST  by SCHMITT,LUCAS",,,,,,,"ASSIST  by SCHMITT,LUCAS",2
14:16,,,,,"FOUL  by WALDRUM,AIDAN",,,"FOUL  by WALDRUM,AIDAN",2
14:16,,,,,"TURNOVER  by WALDRUM,AIDAN",,,"TURNOVER  by WALDRUM,AIDAN",2
14:16,"SUB IN by MCLEAN,BRANDON",,,,,,,"SUB IN by MCLEAN,BRANDON",2
14:16,"SUB IN by FRANKLIN,KK",,,,,,,"SUB IN by FRANKLIN,KK",2
14:16,"SUB IN by ROBINSON,JAHAL",,,,,,,"SUB IN by ROBINSON,JAHAL",2
14:16,"SUB OUT by CHADWICK,SCOTTY",,,,,,,"SUB OUT by CHADWICK,SCOTTY",2
14:16,"SUB OUT by SCHMITT,LUCAS",,,,,,,"SUB OUT by SCHMITT,LUCAS",2
14:16,"SUB OUT by POPOVICH,WYATT",,,,,,,"SUB OUT by POPOVICH,WYATT",2
14:13,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
14:13,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
14:13,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
14:13,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
13:55,"MISS JUMPER by LIVINGSTON,TREY",,,,,,,"MISS JUMPER by LIVINGSTON,TREY",2
--,"REBOUND OFF by LIVINGSTON,TREY",,,,,,,"REBOUND OFF by LIVINGSTON,TREY",2
13:50,"MISS LAYUP by LIVINGSTON,TREY",,,,,,,"MISS LAYUP by LIVINGSTON,TREY",2
--,,,,,"REBOUND DEF by PERKINS,ALEX",,,"REBOUND DEF by PERKINS,ALEX",2
13:30,"FOUL  by ROBINSON,JAHAL",,,,,,,"FOUL  by ROBINSON,JAHAL",2
13:30,"SUB IN by ASHLEY,ANDRE",,,,,,,"SUB IN by ASHLEY,ANDRE",2
13:30,"SUB OUT by LIVINGSTON,TREY",,,,,,,"SUB OUT by LIVINGSTON,TREY",2
13:30,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
13:30,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
13:25,,43,,45 (+2),"GOOD 3PTR by BAK,CALVIN",16BSC-M 43-45 (+2),,"GOOD 3PTR by BAK,CALVIN",2
--,,,,,"ASSIST  by PERKINS,ALEX",,,"ASSIST  by PERKINS,ALEX",2
13:07,"GOOD 3PTR by FRANKLIN,KK",46 (+1),,45,,HCM 46-45 (-1),,"GOOD 3PTR by FRANKLIN,KK",2
--,"ASSIST  by ROBINSON,JAHAL",,,,,,,"ASSIST  by ROBINSON,JAHAL",2
12:49,,,,,"MISS LAYUP by WALDRUM,AIDAN",,,"MISS LAYUP by WALDRUM,AIDAN",2
12:49,"BLOCK  by FRANKLIN,KK",,,,,,,"BLOCK  by FRANKLIN,KK",2
--,,,,,"REBOUND OFF by PERKINS,ALEX",,,"REBOUND OFF by PERKINS,ALEX",2
12:42,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND OFF by WALDRUM,AIDAN",,,"REBOUND OFF by WALDRUM,AIDAN",2
12:32,,,,,"TURNOVER  by PERKINS,ALEX",,,"TURNOVER  by PERKINS,ALEX",2
12:31,"STEAL  by ASHLEY,ANDRE",,,,,,,"STEAL  by ASHLEY,ANDRE",2
12:27,"GOOD 3PTR by FRANKLIN,KK(fastbreak)(in the paint)",49 (+4),,45,,HCM 49-45 (-4),,"GOOD 3PTR by FRANKLIN,KK(fastbreak)(in the paint)",2
--,"ASSIST  by ROBINSON,JAHAL",,,,,,,"ASSIST  by ROBINSON,JAHAL",2
12:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:20,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
12:20,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
12:20,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",2
12:20,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
12:12,,49 (+2),,47,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",16BSC-M 49-47 (-2),,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",2
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",2
12:02,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",51 (+4),,47,,HCM 51-47 (-4),,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",2
--,"ASSIST  by FRANKLIN,KK",,,,,,,"ASSIST  by FRANKLIN,KK",2
11:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:49,"SUB IN by CHADWICK,SCOTTY",,,,,,,"SUB IN by CHADWICK,SCOTTY",2
11:49,"SUB OUT by ASHLEY,ANDRE",,,,,,,"SUB OUT by ASHLEY,ANDRE",2
11:49,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
11:49,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
11:44,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
11:42,"STEAL  by MCLEAN,BRANDON",,,,,,,"STEAL  by MCLEAN,BRANDON",2
11:20,"MISS JUMPER by ROBINSON,JAHAL",,,,,,,"MISS JUMPER by ROBINSON,JAHAL",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
11:14,"FOUL  by CHADWICK,SCOTTY",,,,,,,"FOUL  by CHADWICK,SCOTTY",2
11:14,,,,,"MISS FT by HARDIMAN,BEN",,,"MISS FT by HARDIMAN,BEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:14,,,,,"MISS FT by HARDIMAN,BEN",,,"MISS FT by HARDIMAN,BEN",2
--,"REBOUND DEF by ASHLEY,ANDRE",,,,,,,"REBOUND DEF by ASHLEY,ANDRE",2
11:14,"SUB IN by ASHLEY,ANDRE",,,,,,,"SUB IN by ASHLEY,ANDRE",2
11:14,"SUB OUT by CHADWICK,SCOTTY",,,,,,,"SUB OUT by CHADWICK,SCOTTY",2
10:48,"MISS 3PTR by FRANKLIN,KK",,,,,,,"MISS 3PTR by FRANKLIN,KK",2
--,"REBOUND OFF by FRANKLIN,KK",,,,,,,"REBOUND OFF by FRANKLIN,KK",2
10:43,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
10:43,"GOOD FT by FRANKLIN,KK",52 (+5),,47,,HCM 52-47 (-5),,"GOOD FT by FRANKLIN,KK",2
10:43,"GOOD FT by FRANKLIN,KK",53 (+6),,47,,HCM 53-47 (-6),,"GOOD FT by FRANKLIN,KK",2
10:43,"SUB IN by JOHNSON,CHARLIE",,,,,,,"SUB IN by JOHNSON,CHARLIE",2
10:43,"SUB IN by CHADWICK,SCOTTY",,,,,,,"SUB IN by CHADWICK,SCOTTY",2
10:43,"SUB OUT by MCLEAN,BRANDON",,,,,,,"SUB OUT by MCLEAN,BRANDON",2
10:43,"SUB OUT by ASHLEY,ANDRE",,,,,,,"SUB OUT by ASHLEY,ANDRE",2
10:43,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
10:43,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
10:43,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
10:43,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
10:31,"FOUL  by JOHNSON,CHARLIE",,,,,,,"FOUL  by JOHNSON,CHARLIE",2
10:31,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:31,,53 (+5),,48,"GOOD FT by MCLEAN,JAMES",16BSC-M 53-48 (-5),,"GOOD FT by MCLEAN,JAMES",2
10:22,"MISS 3PTR by CHADWICK,SCOTTY",,,,,,,"MISS 3PTR by CHADWICK,SCOTTY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:20,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
10:20,"GOOD FT by JOHNSON,CHARLIE",54 (+6),,48,,HCM 54-48 (-6),,"GOOD FT by JOHNSON,CHARLIE",2
10:20,"GOOD FT by JOHNSON,CHARLIE",55 (+7),,48,,HCM 55-48 (-7),,"GOOD FT by JOHNSON,CHARLIE",2
10:20,"SUB IN by MCLEAN,BRANDON",,,,,,,"SUB IN by MCLEAN,BRANDON",2
10:20,"SUB IN by SCHMITT,LUCAS",,,,,,,"SUB IN by SCHMITT,LUCAS",2
10:20,"SUB IN by POPOVICH,WYATT",,,,,,,"SUB IN by POPOVICH,WYATT",2
10:20,"SUB IN by ASHLEY,ANDRE",,,,,,,"SUB IN by ASHLEY,ANDRE",2
10:20,"SUB OUT by JOHNSON,CHARLIE",,,,,,,"SUB OUT by JOHNSON,CHARLIE",2
10:20,"SUB OUT by ROBINSON,JAHAL",,,,,,,"SUB OUT by ROBINSON,JAHAL",2
10:20,"SUB OUT by CHADWICK,SCOTTY",,,,,,,"SUB OUT by CHADWICK,SCOTTY",2
10:20,"SUB OUT by FRANKLIN,KK",,,,,,,"SUB OUT by FRANKLIN,KK",2
10:11,"FOUL  by HOBSON,CHARVEZ",,,,,,,"FOUL  by HOBSON,CHARVEZ",2
10:11,,55 (+6),,49,"GOOD FT by LEWIS,EVAN",16BSC-M 55-49 (-6),,"GOOD FT by LEWIS,EVAN",2
10:11,,55 (+5),,50,"GOOD FT by LEWIS,EVAN",16BSC-M 55-50 (-5),,"GOOD FT by LEWIS,EVAN",2
10:11,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
10:11,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
09:54,"MISS LAYUP by ASHLEY,ANDRE",,,,,,,"MISS LAYUP by ASHLEY,ANDRE",2
--,"REBOUND OFF by MCLEAN,BRANDON",,,,,,,"REBOUND OFF by MCLEAN,BRANDON",2
09:50,"GOOD DUNK by MCLEAN,BRANDON(in the paint)",57 (+7),,50,,HCM 57-50 (-7),,"GOOD DUNK by MCLEAN,BRANDON(in the paint)",2
09:38,,57 (+4),,53,"GOOD 3PTR by LEWIS,EVAN",16BSC-M 57-53 (-4),,"GOOD 3PTR by LEWIS,EVAN",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
09:26,"MISS JUMPER by HOBSON,CHARVEZ",,,,,,,"MISS JUMPER by HOBSON,CHARVEZ",2
--,"REBOUND OFF by SCHMITT,LUCAS",,,,,,,"REBOUND OFF by SCHMITT,LUCAS",2
09:23,"TURNOVER  by ASHLEY,ANDRE",,,,,,,"TURNOVER  by ASHLEY,ANDRE",2
09:05,"FOUL  by HOBSON,CHARVEZ",,,,,,,"FOUL  by HOBSON,CHARVEZ",2
09:05,,57 (+3),,54,"GOOD FT by LEWIS,EVAN",16BSC-M 57-54 (-3),,"GOOD FT by LEWIS,EVAN",2
09:05,,57 (+2),,55,"GOOD FT by LEWIS,EVAN",16BSC-M 57-55 (-2),,"GOOD FT by LEWIS,EVAN",2
09:05,"SUB IN by FRANKLIN,KK",,,,,,,"SUB IN by FRANKLIN,KK",2
09:05,"SUB IN by ROBINSON,JAHAL",,,,,,,"SUB IN by ROBINSON,JAHAL",2
09:05,"SUB OUT by SCHMITT,LUCAS",,,,,,,"SUB OUT by SCHMITT,LUCAS",2
09:05,"SUB OUT by HOBSON,CHARVEZ",,,,,,,"SUB OUT by HOBSON,CHARVEZ",2
08:59,"TURNOVER  by POPOVICH,WYATT",,,,,,,"TURNOVER  by POPOVICH,WYATT",2
08:59,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
08:59,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
08:35,"FOUL  by ROBINSON,JAHAL",,,,,,,"FOUL  by ROBINSON,JAHAL",2
08:35,,57 (+1),,56,"GOOD FT by THOM,IAN",16BSC-M 57-56 (-1),,"GOOD FT by THOM,IAN",2
08:35,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",2
--,"REBOUND DEF by ASHLEY,ANDRE",,,,,,,"REBOUND DEF by ASHLEY,ANDRE",2
08:32,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
08:32,"MISS FT by ASHLEY,ANDRE",,,,,,,"MISS FT by ASHLEY,ANDRE",2
--,,,,,"REBOUND DEF by WALDRUM,AIDAN",,,"REBOUND DEF by WALDRUM,AIDAN",2
08:15,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",2
08:15,"BLOCK  by MCLEAN,BRANDON",,,,,,,"BLOCK  by MCLEAN,BRANDON",2
--,"REBOUND DEF by ASHLEY,ANDRE",,,,,,,"REBOUND DEF by ASHLEY,ANDRE",2
08:10,"TURNOVER  by ASHLEY,ANDRE",,,,,,,"TURNOVER  by ASHLEY,ANDRE",2
08:08,,,,,"STEAL  by PERKINS,ALEX",,,"STEAL  by PERKINS,ALEX",2
08:07,,57,,58 (+1),"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",16BSC-M 57-58 (+1),,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",2
--,,,,,"ASSIST  by PERKINS,ALEX",,,"ASSIST  by PERKINS,ALEX",2
08:02,,,,,"FOUL  by PERKINS,ALEX",,,"FOUL  by PERKINS,ALEX",2
08:02,"GOOD FT by ROBINSON,JAHAL",58,,58,,HCM 58-58 (0),,"GOOD FT by ROBINSON,JAHAL",2
08:02,"GOOD FT by ROBINSON,JAHAL",59 (+1),,58,,HCM 59-58 (-1),,"GOOD FT by ROBINSON,JAHAL",2
08:02,"SUB IN by CHADWICK,SCOTTY",,,,,,,"SUB IN by CHADWICK,SCOTTY",2
08:02,"SUB OUT by ASHLEY,ANDRE",,,,,,,"SUB OUT by ASHLEY,ANDRE",2
07:58,,,,,"FOUL  by WALDRUM,AIDAN",,,"FOUL  by WALDRUM,AIDAN",2
07:58,,,,,"TURNOVER  by WALDRUM,AIDAN",,,"TURNOVER  by WALDRUM,AIDAN",2
07:58,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:58,"SUB IN by LIVINGSTON,TREY",,,,,,,"SUB IN by LIVINGSTON,TREY",2
07:58,"SUB IN by HOBSON,CHARVEZ",,,,,,,"SUB IN by HOBSON,CHARVEZ",2
07:58,"SUB OUT by MCLEAN,BRANDON",,,,,,,"SUB OUT by MCLEAN,BRANDON",2
07:58,"SUB OUT by POPOVICH,WYATT",,,,,,,"SUB OUT by POPOVICH,WYATT",2
07:58,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
07:58,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
07:58,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",2
07:58,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
07:45,"GOOD JUMPER by ROBINSON,JAHAL",61 (+3),,58,,HCM 61-58 (-3),,"GOOD JUMPER by ROBINSON,JAHAL",2
07:23,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by HOBSON,CHARVEZ",,,,,,,"REBOUND DEF by HOBSON,CHARVEZ",2
07:12,"MISS JUMPER by ROBINSON,JAHAL",,,,,,,"MISS JUMPER by ROBINSON,JAHAL",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
07:04,"FOUL  by CHADWICK,SCOTTY",,,,,,,"FOUL  by CHADWICK,SCOTTY",2
07:04,,61 (+2),,59,"GOOD FT by DENEKA,HARRISON",16BSC-M 61-59 (-2),,"GOOD FT by DENEKA,HARRISON",2
07:04,,61 (+1),,60,"GOOD FT by DENEKA,HARRISON",16BSC-M 61-60 (-1),,"GOOD FT by DENEKA,HARRISON",2
07:04,"SUB IN by MCLEAN,BRANDON",,,,,,,"SUB IN by MCLEAN,BRANDON",2
07:04,"SUB IN by ASHLEY,ANDRE",,,,,,,"SUB IN by ASHLEY,ANDRE",2
07:04,"SUB OUT by LIVINGSTON,TREY",,,,,,,"SUB OUT by LIVINGSTON,TREY",2
07:04,"SUB OUT by CHADWICK,SCOTTY",,,,,,,"SUB OUT by CHADWICK,SCOTTY",2
06:49,"TURNOVER  by ROBINSON,JAHAL",,,,,,,"TURNOVER  by ROBINSON,JAHAL",2
06:33,,61,,62 (+1),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",16BSC-M 61-62 (+1),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",2
06:19,"MISS LAYUP by HOBSON,CHARVEZ",,,,,,,"MISS LAYUP by HOBSON,CHARVEZ",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
06:08,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
06:07,"STEAL  by MCLEAN,BRANDON",,,,,,,"STEAL  by MCLEAN,BRANDON",2
06:07,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
06:07,"SUB IN by POPOVICH,WYATT",,,,,,,"SUB IN by POPOVICH,WYATT",2
06:07,"SUB OUT by HOBSON,CHARVEZ",,,,,,,"SUB OUT by HOBSON,CHARVEZ",2
06:07,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
06:07,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
05:58,"GOOD JUMPER by ROBINSON,JAHAL",63 (+1),,62,,HCM 63-62 (-1),,"GOOD JUMPER by ROBINSON,JAHAL",2
05:37,,63,,64 (+1),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",16BSC-M 63-64 (+1),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",2
05:25,"GOOD JUMPER by ROBINSON,JAHAL",65 (+1),,64,,HCM 65-64 (-1),,"GOOD JUMPER by ROBINSON,JAHAL",2
--,"ASSIST  by FRANKLIN,KK",,,,,,,"ASSIST  by FRANKLIN,KK",2
05:06,"FOUL  by MCLEAN,BRANDON",,,,,,,"FOUL  by MCLEAN,BRANDON",2
05:06,,65,,65,"GOOD FT by RUDAK,MATTY",16BSC-M 65-65 (0),,"GOOD FT by RUDAK,MATTY",2
05:06,,65,,66 (+1),"GOOD FT by RUDAK,MATTY",16BSC-M 65-66 (+1),,"GOOD FT by RUDAK,MATTY",2
05:06,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
05:06,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
04:43,"MISS 3PTR by FRANKLIN,KK",,,,,,,"MISS 3PTR by FRANKLIN,KK",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
04:29,,65,,69 (+4),"GOOD 3PTR by MCLEAN,JAMES",16BSC-M 65-69 (+4),,"GOOD 3PTR by MCLEAN,JAMES",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
04:07,"TURNOVER  by MCLEAN,BRANDON",,,,,,,"TURNOVER  by MCLEAN,BRANDON",2
04:05,,,,,"STEAL  by LEWIS,EVAN",,,"STEAL  by LEWIS,EVAN",2
03:49,,,,,"MISS JUMPER by RUDAK,MATTY",,,"MISS JUMPER by RUDAK,MATTY",2
--,"REBOUND DEF by MCLEAN,BRANDON",,,,,,,"REBOUND DEF by MCLEAN,BRANDON",2
03:49,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:49,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
03:49,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
03:34,"MISS 3PTR by ASHLEY,ANDRE",,,,,,,"MISS 3PTR by ASHLEY,ANDRE",2
--,"REBOUND OFF by MCLEAN,BRANDON",,,,,,,"REBOUND OFF by MCLEAN,BRANDON",2
03:28,"TURNOVER  by FRANKLIN,KK",,,,,,,"TURNOVER  by FRANKLIN,KK",2
03:16,,65,,72 (+7),"GOOD 3PTR by THOM,IAN",16BSC-M 65-72 (+7),,"GOOD 3PTR by THOM,IAN",2
--,,,,,"ASSIST  by RUDAK,MATTY",,,"ASSIST  by RUDAK,MATTY",2
02:59,"GOOD FT by ROBINSON,JAHAL",66,,72 (+6),,HCM 66-72 (+6),,"GOOD FT by ROBINSON,JAHAL",2
02:59,"GOOD FT by ROBINSON,JAHAL",67,,72 (+5),,HCM 67-72 (+5),,"GOOD FT by ROBINSON,JAHAL",2
02:59,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
02:59,"SUB IN by HOBSON,CHARVEZ",,,,,,,"SUB IN by HOBSON,CHARVEZ",2
02:59,"SUB OUT by POPOVICH,WYATT",,,,,,,"SUB OUT by POPOVICH,WYATT",2
02:40,,67,,74 (+7),"GOOD JUMPER by RUDAK,MATTY(in the paint)",16BSC-M 67-74 (+7),,"GOOD JUMPER by RUDAK,MATTY(in the paint)",2
02:33,"MISS 3PTR by FRANKLIN,KK",,,,,,,"MISS 3PTR by FRANKLIN,KK",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
02:02,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:51,"TURNOVER  by ROBINSON,JAHAL",,,,,,,"TURNOVER  by ROBINSON,JAHAL",2
01:49,,,,,"STEAL  by LEWIS,EVAN",,,"STEAL  by LEWIS,EVAN",2
01:39,"FOUL  by ROBINSON,JAHAL",,,,,,,"FOUL  by ROBINSON,JAHAL",2
01:39,,67,,75 (+8),"GOOD FT by THOM,IAN",16BSC-M 67-75 (+8),,"GOOD FT by THOM,IAN",2
01:39,,67,,76 (+9),"GOOD FT by THOM,IAN",16BSC-M 67-76 (+9),,"GOOD FT by THOM,IAN",2
01:39,"SUB IN by POPOVICH,WYATT",,,,,,,"SUB IN by POPOVICH,WYATT",2
01:39,"SUB OUT by HOBSON,CHARVEZ",,,,,,,"SUB OUT by HOBSON,CHARVEZ",2
01:20,"MISS JUMPER by MCLEAN,BRANDON",,,,,,,"MISS JUMPER by MCLEAN,BRANDON",2
--,"REBOUND OFF by ASHLEY,ANDRE",,,,,,,"REBOUND OFF by ASHLEY,ANDRE",2
01:17,"GOOD TIPIN by ASHLEY,ANDRE(in the paint)",69,,76 (+7),,HCM 69-76 (+7),,"GOOD TIPIN by ASHLEY,ANDRE(in the paint)",2
01:17,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
01:17,"MISS FT by ASHLEY,ANDRE",,,,,,,"MISS FT by ASHLEY,ANDRE",2
--,"REBOUND OFF by FRANKLIN,KK",,,,,,,"REBOUND OFF by FRANKLIN,KK",2
01:10,"MISS 3PTR by ASHLEY,ANDRE",,,,,,,"MISS 3PTR by ASHLEY,ANDRE",2
--,"REBOUND OFF by MCLEAN,BRANDON",,,,,,,"REBOUND OFF by MCLEAN,BRANDON",2
01:03,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",71,,76 (+5),,HCM 71-76 (+5),,"GOOD LAYUP by MCLEAN,BRANDON(in the paint)",2
01:02,"SUB IN by HOBSON,CHARVEZ",,,,,,,"SUB IN by HOBSON,CHARVEZ",2
