Time Remaining,GC,Away Team Score,Play Team Indicator,Home Team Score,16BSC-M,Game Score,Team Indicator,Play,Period
15:15,"SUB IN by ROGERS,JARROD",,,,,,,"SUB IN by ROGERS,JARROD",1
15:15,"SUB OUT by LONG,CARSON",,,,,,,"SUB OUT by LONG,CARSON",1
15:15,"SUB OUT by HENDERSON,DOMINIQUE",,,,,,,"SUB OUT by HENDERSON,DOMINIQUE",1
15:15,"SUB OUT by GORE,JAYLEN",,,,,,,"SUB OUT by GORE,JAYLEN",1
15:15,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",1
15:15,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",1
15:15,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
15:15,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
15:00,"MISS 3PTR by ROGERS,JARROD",,,,,,,"MISS 3PTR by ROGERS,JARROD",1
--,"REBOUND OFF by THOMPSON,ALSTON",,,,,,,"REBOUND OFF by THOMPSON,ALSTON",1
14:55,"GOOD LAYUP by THOMPSON,ALSTON(in the paint)",12 (+9),,3,,GC 12-3 (-9),,"GOOD LAYUP by THOMPSON,ALSTON(in the paint)",1
14:39,,,,,"MISS 3PTR by HARDIMAN,BEN",,,"MISS 3PTR by HARDIMAN,BEN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
14:37,,,,,"SUB IN by GRAHAM,CHRIS",,,"SUB IN by GRAHAM,CHRIS",1
14:37,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",1
14:12,"GOOD 3PTR by ROGERS,JARROD",15 (+12),,3,,GC 15-3 (-12),,"GOOD 3PTR by ROGERS,JARROD",1
13:47,,15 (+10),,5,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",16BSC-M 15-5 (-10),,"GOOD LAYUP by GRAHAM,CHRIS(in the paint)",1
13:39,"GOOD LAYUP by REYER,MASON(in the paint)",17 (+12),,5,,GC 17-5 (-12),,"GOOD LAYUP by REYER,MASON(in the paint)",1
13:19,"FOUL  by CURRY,MARCUS",,,,,,,"FOUL  by CURRY,MARCUS",1
13:19,"SUB IN by GREGORY,KYLER",,,,,,,"SUB IN by GREGORY,KYLER",1
13:19,"SUB OUT by THOMPSON,ALSTON",,,,,,,"SUB OUT by THOMPSON,ALSTON",1
13:19,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",1
13:19,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
13:12,"FOUL  by GREGORY,KYLER",,,,,,,"FOUL  by GREGORY,KYLER",1
13:12,,17 (+11),,6,"GOOD FT by GRAHAM,CHRIS",16BSC-M 17-6 (-11),,"GOOD FT by GRAHAM,CHRIS",1
13:12,,,,,"MISS FT by GRAHAM,CHRIS",,,"MISS FT by GRAHAM,CHRIS",1
--,"REBOUND DEF by HOUSTON,ZACHARY",,,,,,,"REBOUND DEF by HOUSTON,ZACHARY",1
13:12,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
13:12,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",1
12:54,"TURNOVER  by ROGERS,JARROD",,,,,,,"TURNOVER  by ROGERS,JARROD",1
12:39,"FOUL  by HOUSTON,ZACHARY",,,,,,,"FOUL  by HOUSTON,ZACHARY",1
12:39,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",1
12:39,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
12:14,,,,,"MISS JUMPER by GRAHAM,CHRIS",,,"MISS JUMPER by GRAHAM,CHRIS",1
12:14,"BLOCK  by GREGORY,KYLER",,,,,,,"BLOCK  by GREGORY,KYLER",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
12:14,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
12:14,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",1
12:08,,17 (+9),,8,"GOOD DUNK by GRAHAM,CHRIS(in the paint)",16BSC-M 17-8 (-9),,"GOOD DUNK by GRAHAM,CHRIS(in the paint)",1
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",1
11:54,"MISS 3PTR by REYER,MASON",,,,,,,"MISS 3PTR by REYER,MASON",1
--,"REBOUND OFF by CURRY,MARCUS",,,,,,,"REBOUND OFF by CURRY,MARCUS",1
11:48,"GOOD LAYUP by CURRY,MARCUS(in the paint)",19 (+11),,8,,GC 19-8 (-11),,"GOOD LAYUP by CURRY,MARCUS(in the paint)",1
11:32,"FOUL  by REYER,MASON",,,,,,,"FOUL  by REYER,MASON",1
11:32,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
11:32,"SUB IN by THOMPSON,ALSTON",,,,,,,"SUB IN by THOMPSON,ALSTON",1
11:32,"SUB IN by STEPHENS,PJ",,,,,,,"SUB IN by STEPHENS,PJ",1
11:32,"SUB IN by LONG,CARSON",,,,,,,"SUB IN by LONG,CARSON",1
11:32,"SUB IN by HENDERSON,DOMINIQUE",,,,,,,"SUB IN by HENDERSON,DOMINIQUE",1
11:32,"SUB OUT by GREGORY,KYLER",,,,,,,"SUB OUT by GREGORY,KYLER",1
11:32,"SUB OUT by HOUSTON,ZACHARY",,,,,,,"SUB OUT by HOUSTON,ZACHARY",1
11:32,"SUB OUT by REYER,MASON",,,,,,,"SUB OUT by REYER,MASON",1
11:32,"SUB OUT by CURRY,MARCUS",,,,,,,"SUB OUT by CURRY,MARCUS",1
11:32,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",1
11:32,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
11:32,,,,,"SUB OUT by GRAHAM,CHRIS",,,"SUB OUT by GRAHAM,CHRIS",1
11:32,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",1
11:11,"FOUL  by STEPHENS,PJ",,,,,,,"FOUL  by STEPHENS,PJ",1
11:11,,19 (+10),,9,"GOOD FT by THOM,IAN",16BSC-M 19-9 (-10),,"GOOD FT by THOM,IAN",1
11:11,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",1
--,"REBOUND DEF by THOMPSON,ALSTON",,,,,,,"REBOUND DEF by THOMPSON,ALSTON",1
10:45,"GOOD JUMPER by HENDERSON,DOMINIQUE",21 (+12),,9,,GC 21-9 (-12),,"GOOD JUMPER by HENDERSON,DOMINIQUE",1
10:27,"SUB IN by HOUSTON,ZACHARY",,,,,,,"SUB IN by HOUSTON,ZACHARY",1
10:27,"SUB OUT by ROGERS,JARROD",,,,,,,"SUB OUT by ROGERS,JARROD",1
10:27,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
10:27,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
10:11,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",1
--,"REBOUND DEF by HOUSTON,ZACHARY",,,,,,,"REBOUND DEF by HOUSTON,ZACHARY",1
09:55,"GOOD JUMPER by HENDERSON,DOMINIQUE",23 (+14),,9,,GC 23-9 (-14),,"GOOD JUMPER by HENDERSON,DOMINIQUE",1
09:34,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",1
--,"REBOUND DEF by HOUSTON,ZACHARY",,,,,,,"REBOUND DEF by HOUSTON,ZACHARY",1
09:24,"MISS JUMPER by HENDERSON,DOMINIQUE",,,,,,,"MISS JUMPER by HENDERSON,DOMINIQUE",1
09:24,,,,,"BLOCK  by RUDAK,MATTY",,,"BLOCK  by RUDAK,MATTY",1
--,"REBOUND OFF by STEPHENS,PJ",,,,,,,"REBOUND OFF by STEPHENS,PJ",1
09:21,,,,,"SUB IN by GRAHAM,CHRIS",,,"SUB IN by GRAHAM,CHRIS",1
09:21,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",1
09:19,"MISS 3PTR by LONG,CARSON",,,,,,,"MISS 3PTR by LONG,CARSON",1
--,,,,,"REBOUND DEF by GRAHAM,CHRIS",,,"REBOUND DEF by GRAHAM,CHRIS",1
09:10,,,,,"MISS JUMPER by THOM,IAN",,,"MISS JUMPER by THOM,IAN",1
--,"REBOUND DEF by STEPHENS,PJ",,,,,,,"REBOUND DEF by STEPHENS,PJ",1
09:07,"TURNOVER  by STEPHENS,PJ",,,,,,,"TURNOVER  by STEPHENS,PJ",1
08:56,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",1
--,"REBOUND DEF by STEPHENS,PJ",,,,,,,"REBOUND DEF by STEPHENS,PJ",1
08:42,"MISS 3PTR by HENDERSON,DOMINIQUE",,,,,,,"MISS 3PTR by HENDERSON,DOMINIQUE",1
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",1
08:34,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",1
08:33,"STEAL  by THOMPSON,ALSTON",,,,,,,"STEAL  by THOMPSON,ALSTON",1
08:14,"MISS 3PTR by LONG,CARSON",,,,,,,"MISS 3PTR by LONG,CARSON",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
08:13,"SUB IN by CURRY,MARCUS",,,,,,,"SUB IN by CURRY,MARCUS",1
08:13,"SUB OUT by LONG,CARSON",,,,,,,"SUB OUT by LONG,CARSON",1
08:04,"SUB IN by GORE,JAYLEN",,,,,,,"SUB IN by GORE,JAYLEN",1
08:04,"SUB OUT by STEPHENS,PJ",,,,,,,"SUB OUT by STEPHENS,PJ",1
08:03,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
07:52,,23 (+12),,11,"GOOD LAYUP by THOM,IAN(in the paint)",16BSC-M 23-11 (-12),,"GOOD LAYUP by THOM,IAN(in the paint)",1
07:52,"FOUL  by CURRY,MARCUS",,,,,,,"FOUL  by CURRY,MARCUS",1
07:52,,23 (+11),,12,"GOOD FT by THOM,IAN",16BSC-M 23-12 (-11),,"GOOD FT by THOM,IAN",1
07:52,"SUB IN by GREGORY,KYLER",,,,,,,"SUB IN by GREGORY,KYLER",1
07:52,"SUB OUT by CURRY,MARCUS",,,,,,,"SUB OUT by CURRY,MARCUS",1
07:52,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",1
07:52,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
07:26,"GOOD 3PTR by HOUSTON,ZACHARY",26 (+14),,12,,GC 26-12 (-14),,"GOOD 3PTR by HOUSTON,ZACHARY",1
--,"ASSIST  by HENDERSON,DOMINIQUE",,,,,,,"ASSIST  by HENDERSON,DOMINIQUE",1
07:03,,,,,"MISS 3PTR by YANCEY,RICH",,,"MISS 3PTR by YANCEY,RICH",1
--,,,,,"REBOUND OFF by YANCEY,RICH",,,"REBOUND OFF by YANCEY,RICH",1
07:02,"FOUL  by GORE,JAYLEN",,,,,,,"FOUL  by GORE,JAYLEN",1
07:02,,,,,"MISS FT by YANCEY,RICH",,,"MISS FT by YANCEY,RICH",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
07:02,"SUB IN by REYER,MASON",,,,,,,"SUB IN by REYER,MASON",1
07:02,"SUB OUT by HENDERSON,DOMINIQUE",,,,,,,"SUB OUT by HENDERSON,DOMINIQUE",1
06:49,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",1
06:37,,,,,"FOUL  by GRAHAM,CHRIS",,,"FOUL  by GRAHAM,CHRIS",1
06:37,"MISS FT by THOMPSON,ALSTON",,,,,,,"MISS FT by THOMPSON,ALSTON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:37,"GOOD FT by THOMPSON,ALSTON",27 (+15),,12,,GC 27-12 (-15),,"GOOD FT by THOMPSON,ALSTON",1
06:25,,,,,"MISS 3PTR by YANCEY,RICH",,,"MISS 3PTR by YANCEY,RICH",1
--,,,,,"REBOUND OFF by LEWIS,EVAN",,,"REBOUND OFF by LEWIS,EVAN",1
06:25,"FOUL  by GORE,JAYLEN",,,,,,,"FOUL  by GORE,JAYLEN",1
06:25,,27 (+14),,13,"GOOD FT by LEWIS,EVAN",16BSC-M 27-13 (-14),,"GOOD FT by LEWIS,EVAN",1
06:25,,27 (+13),,14,"GOOD FT by LEWIS,EVAN",16BSC-M 27-14 (-13),,"GOOD FT by LEWIS,EVAN",1
06:25,"SUB IN by HENDERSON,DOMINIQUE",,,,,,,"SUB IN by HENDERSON,DOMINIQUE",1
06:25,"SUB OUT by GORE,JAYLEN",,,,,,,"SUB OUT by GORE,JAYLEN",1
06:25,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
06:25,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
06:25,,,,,"SUB OUT by GRAHAM,CHRIS",,,"SUB OUT by GRAHAM,CHRIS",1
06:25,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",1
06:02,"MISS JUMPER by GREGORY,KYLER",,,,,,,"MISS JUMPER by GREGORY,KYLER",1
--,"REBOUND OFF by HENDERSON,DOMINIQUE",,,,,,,"REBOUND OFF by HENDERSON,DOMINIQUE",1
05:57,"MISS 3PTR by REYER,MASON",,,,,,,"MISS 3PTR by REYER,MASON",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
05:57,"SUB IN by LONG,CARSON",,,,,,,"SUB IN by LONG,CARSON",1
05:57,"SUB OUT by GREGORY,KYLER",,,,,,,"SUB OUT by GREGORY,KYLER",1
05:31,,27 (+11),,16,"GOOD LAYUP by LEWIS,EVAN(in the paint)",16BSC-M 27-16 (-11),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
05:03,"MISS JUMPER by HENDERSON,DOMINIQUE",,,,,,,"MISS JUMPER by HENDERSON,DOMINIQUE",1
--,"REBOUND OFF by LONG,CARSON",,,,,,,"REBOUND OFF by LONG,CARSON",1
05:03,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",1
05:03,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",1
05:03,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
04:36,"MISS JUMPER by THOMPSON,ALSTON",,,,,,,"MISS JUMPER by THOMPSON,ALSTON",1
--,"REBOUND OFF by LONG,CARSON",,,,,,,"REBOUND OFF by LONG,CARSON",1
04:36,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",1
04:34,"GOOD JUMPER by LONG,CARSON(in the paint)",29 (+13),,16,,GC 29-16 (-13),,"GOOD JUMPER by LONG,CARSON(in the paint)",1
04:14,"FOUL  by LONG,CARSON",,,,,,,"FOUL  by LONG,CARSON",1
04:14,,29 (+12),,17,"GOOD FT by RUDAK,MATTY",16BSC-M 29-17 (-12),,"GOOD FT by RUDAK,MATTY",1
04:14,,29 (+11),,18,"GOOD FT by RUDAK,MATTY",16BSC-M 29-18 (-11),,"GOOD FT by RUDAK,MATTY",1
04:14,"SUB IN by STEPHENS,PJ",,,,,,,"SUB IN by STEPHENS,PJ",1
04:14,"SUB IN by CURRY,MARCUS",,,,,,,"SUB IN by CURRY,MARCUS",1
04:14,"SUB IN by ROGERS,JARROD",,,,,,,"SUB IN by ROGERS,JARROD",1
04:14,"SUB OUT by THOMPSON,ALSTON",,,,,,,"SUB OUT by THOMPSON,ALSTON",1
04:14,"SUB OUT by HENDERSON,DOMINIQUE",,,,,,,"SUB OUT by HENDERSON,DOMINIQUE",1
04:14,"SUB OUT by REYER,MASON",,,,,,,"SUB OUT by REYER,MASON",1
03:44,"MISS 3PTR by STEPHENS,PJ",,,,,,,"MISS 3PTR by STEPHENS,PJ",1
--,"REBOUND OFF by HOUSTON,ZACHARY",,,,,,,"REBOUND OFF by HOUSTON,ZACHARY",1
03:27,"GOOD 3PTR by STEPHENS,PJ",32 (+14),,18,,GC 32-18 (-14),,"GOOD 3PTR by STEPHENS,PJ",1
--,"ASSIST  by LONG,CARSON",,,,,,,"ASSIST  by LONG,CARSON",1
03:07,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",1
03:06,"STEAL  by HOUSTON,ZACHARY",,,,,,,"STEAL  by HOUSTON,ZACHARY",1
03:00,"MISS LAYUP by STEPHENS,PJ",,,,,,,"MISS LAYUP by STEPHENS,PJ",1
--,"REBOUND OFF by HOUSTON,ZACHARY",,,,,,,"REBOUND OFF by HOUSTON,ZACHARY",1
02:58,"GOOD LAYUP by HOUSTON,ZACHARY(in the paint)",34 (+16),,18,,GC 34-18 (-16),,"GOOD LAYUP by HOUSTON,ZACHARY(in the paint)",1
02:41,,34 (+13),,21,"GOOD 3PTR by DENEKA,HARRISON",16BSC-M 34-21 (-13),,"GOOD 3PTR by DENEKA,HARRISON",1
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",1
02:30,"TURNOVER  by HOUSTON,ZACHARY",,,,,,,"TURNOVER  by HOUSTON,ZACHARY",1
02:29,,,,,"STEAL  by PERKINS,ALEX",,,"STEAL  by PERKINS,ALEX",1
02:26,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",1
--,"REBOUND DEF by CURRY,MARCUS",,,,,,,"REBOUND DEF by CURRY,MARCUS",1
02:09,"GOOD 3PTR by ROGERS,JARROD",37 (+16),,21,,GC 37-21 (-16),,"GOOD 3PTR by ROGERS,JARROD",1
02:06,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:06,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
02:06,"SUB IN by THOMPSON,ALSTON",,,,,,,"SUB IN by THOMPSON,ALSTON",1
02:06,"SUB OUT by CURRY,MARCUS",,,,,,,"SUB OUT by CURRY,MARCUS",1
02:06,,,,,"SUB IN by GRAHAM,CHRIS",,,"SUB IN by GRAHAM,CHRIS",1
02:06,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",1
02:06,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",1
02:06,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",1
01:49,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",1
--,"REBOUND DEF by ROGERS,JARROD",,,,,,,"REBOUND DEF by ROGERS,JARROD",1
01:44,"GOOD LAYUP by LONG,CARSON(fastbreak)(in the paint)",39 (+18),,21,,GC 39-21 (-18),,"GOOD LAYUP by LONG,CARSON(fastbreak)(in the paint)",1
--,"ASSIST  by ROGERS,JARROD",,,,,,,"ASSIST  by ROGERS,JARROD",1
01:12,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",1
--,,,,,"REBOUND OFF by MCLEAN,JAMES",,,"REBOUND OFF by MCLEAN,JAMES",1
01:05,,39 (+16),,23,"GOOD LAYUP by LEWIS,EVAN(in the paint)",16BSC-M 39-23 (-16),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
00:52,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",1
00:35,"MISS 3PTR by LONG,CARSON",,,,,,,"MISS 3PTR by LONG,CARSON",1
--,,,,,"REBOUND DEF by GRAHAM,CHRIS",,,"REBOUND DEF by GRAHAM,CHRIS",1
00:32,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",1
00:00,"MISS LAYUP by LONG,CARSON",,,,,,,"MISS LAYUP by LONG,CARSON",1
--,"REBOUND OFF by THOMPSON,ALSTON",,,,,,,"REBOUND OFF by THOMPSON,ALSTON",1
00:00,"MISS LAYUP by THOMPSON,ALSTON",,,,,,,"MISS LAYUP by THOMPSON,ALSTON",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
19:54,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
19:54,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
19:35,"MISS JUMPER by LONG,CARSON",,,,,,,"MISS JUMPER by LONG,CARSON",2
--,"REBOUND OFF by THOMPSON,ALSTON",,,,,,,"REBOUND OFF by THOMPSON,ALSTON",2
19:29,"TURNOVER  by THOMPSON,ALSTON",,,,,,,"TURNOVER  by THOMPSON,ALSTON",2
19:27,,,,,"STEAL  by DENEKA,HARRISON",,,"STEAL  by DENEKA,HARRISON",2
19:24,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
19:07,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
18:38,"MISS 3PTR by HOUSTON,ZACHARY",,,,,,,"MISS 3PTR by HOUSTON,ZACHARY",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
18:30,,39 (+14),,25,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",16BSC-M 39-25 (-14),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
18:14,"FOUL  by HOUSTON,ZACHARY",,,,,,,"FOUL  by HOUSTON,ZACHARY",2
18:14,"TURNOVER  by HOUSTON,ZACHARY",,,,,,,"TURNOVER  by HOUSTON,ZACHARY",2
18:14,,,,,"SUB IN by MOORE,KADEN",,,"SUB IN by MOORE,KADEN",2
18:14,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
17:57,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
17:54,,39 (+12),,27,"GOOD LAYUP by RUDAK,MATTY(in the paint)",16BSC-M 39-27 (-12),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
17:48,"TURNOVER  by LONG,CARSON",,,,,,,"TURNOVER  by LONG,CARSON",2
17:40,"FOUL  by LONG,CARSON",,,,,,,"FOUL  by LONG,CARSON",2
17:26,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
17:25,"STEAL  by GORE,JAYLEN",,,,,,,"STEAL  by GORE,JAYLEN",2
17:20,"MISS LAYUP by LONG,CARSON",,,,,,,"MISS LAYUP by LONG,CARSON",2
--,,,,,"REBOUND DEF by MOORE,KADEN",,,"REBOUND DEF by MOORE,KADEN",2
17:10,"SUB IN by CURRY,MARCUS",,,,,,,"SUB IN by CURRY,MARCUS",2
17:10,"SUB OUT by LONG,CARSON",,,,,,,"SUB OUT by LONG,CARSON",2
17:08,"FOUL  by LONG,CARSON",,,,,,,"FOUL  by LONG,CARSON",2
17:08,"FOUL TECH by LONG,CARSON",,,,,,,"FOUL TECH by LONG,CARSON",2
17:08,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:04,,39 (+11),,28,"GOOD FT by LEWIS,EVAN",16BSC-M 39-28 (-11),,"GOOD FT by LEWIS,EVAN",2
17:04,"FOUL  by HENDERSON,DOMINIQUE",,,,,,,"FOUL  by HENDERSON,DOMINIQUE",2
16:56,"FOUL  by CURRY,MARCUS",,,,,,,"FOUL  by CURRY,MARCUS",2
