Time Remaining,UDALLA~2,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by BRUFFEY,TANNER",,,,,,,"REBOUND OFF by BRUFFEY,TANNER",2
14:28,"GOOD LAYUP by BRUFFEY,TANNER(in the paint)",43 (+10),,33,,UDALLA~2 43-33 (-10),,"GOOD LAYUP by BRUFFEY,TANNER(in the paint)",2
14:11,"FOUL  by WILSON,NATE",,,,,,,"FOUL  by WILSON,NATE",2
14:11,,43 (+9),,34,"GOOD FT by ALLISON,BRANDON",MILLSAPS 43-34 (-9),,"GOOD FT by ALLISON,BRANDON",2
14:11,,43 (+8),,35,"GOOD FT by ALLISON,BRANDON",MILLSAPS 43-35 (-8),,"GOOD FT by ALLISON,BRANDON",2
14:11,"SUB IN by MALONE,KYM",,,,,,,"SUB IN by MALONE,KYM",2
14:11,"SUB OUT by DAVIDSON,ROSS",,,,,,,"SUB OUT by DAVIDSON,ROSS",2
14:11,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
14:11,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
14:11,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
14:11,,,,,"SUB OUT by WILSON,KEVIN",,,"SUB OUT by WILSON,KEVIN",2
14:11,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
14:11,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
14:00,"MISS JUMPER by BRUFFEY,TANNER",,,,,,,"MISS JUMPER by BRUFFEY,TANNER",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
13:51,,43 (+5),,38,"GOOD 3PTR by CORTESE,NICK",MILLSAPS 43-38 (-5),,"GOOD 3PTR by CORTESE,NICK",2
--,,,,,"ASSIST  by THOMAS,STERLING",,,"ASSIST  by THOMAS,STERLING",2
13:36,"TURNOVER  by DAVIDSON,ROSS",,,,,,,"TURNOVER  by DAVIDSON,ROSS",2
13:36,"SUB IN by DAVIDSON,ROSS",,,,,,,"SUB IN by DAVIDSON,ROSS",2
13:36,"SUB OUT by WILSON,NATE",,,,,,,"SUB OUT by WILSON,NATE",2
13:24,,,,,"TURNOVER  by BERGER,RYAN",,,"TURNOVER  by BERGER,RYAN",2
13:09,"MISS 3PTR by BRUFFEY,TANNER",,,,,,,"MISS 3PTR by BRUFFEY,TANNER",2
--,,,,,"REBOUND DEF by ALLISON,BRANDON",,,"REBOUND DEF by ALLISON,BRANDON",2
12:58,"FOUL  by ASSINESI,DREW",,,,,,,"FOUL  by ASSINESI,DREW",2
12:58,,,,,"MISS FT by BERGER,RYAN",,,"MISS FT by BERGER,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:58,,43 (+4),,39,"GOOD FT by BERGER,RYAN",MILLSAPS 43-39 (-4),,"GOOD FT by BERGER,RYAN",2
12:58,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
12:58,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
12:35,"MISS JUMPER by DAVIDSON,ROSS",,,,,,,"MISS JUMPER by DAVIDSON,ROSS",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
12:26,"FOUL  by MALONE,KYM",,,,,,,"FOUL  by MALONE,KYM",2
12:26,"SUB IN by ALDAZ,STEVEN",,,,,,,"SUB IN by ALDAZ,STEVEN",2
12:26,"SUB OUT by DAVIDSON,ROSS",,,,,,,"SUB OUT by DAVIDSON,ROSS",2
12:26,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
12:26,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
12:25,"SUB IN by DAVIDSON,ROSS",,,,,,,"SUB IN by DAVIDSON,ROSS",2
12:25,"SUB OUT by ASSINESI,DREW",,,,,,,"SUB OUT by ASSINESI,DREW",2
12:21,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND DEF by MALONE,KYM",,,,,,,"REBOUND DEF by MALONE,KYM",2
11:49,,,,,"FOUL  by GRIFFON,JACKSON",,,"FOUL  by GRIFFON,JACKSON",2
11:45,"GOOD JUMPER by BRUFFEY,TANNER",45 (+6),,39,,UDALLA~2 45-39 (-6),,"GOOD JUMPER by BRUFFEY,TANNER",2
11:17,,45 (+4),,41,"GOOD JUMPER by WILSON,KEVIN",MILLSAPS 45-41 (-4),,"GOOD JUMPER by WILSON,KEVIN",2
11:10,"MISS JUMPER by DAVIDSON,ROSS",,,,,,,"MISS JUMPER by DAVIDSON,ROSS",2
--,"REBOUND OFF by BLACKBURN,BLAINE",,,,,,,"REBOUND OFF by BLACKBURN,BLAINE",2
11:04,"MISS 3PTR by ALDAZ,STEVEN",,,,,,,"MISS 3PTR by ALDAZ,STEVEN",2
--,,,,,"REBOUND DEF by WILSON,KEVIN",,,"REBOUND DEF by WILSON,KEVIN",2
10:38,,45 (+1),,44,"GOOD 3PTR by GRIFFON,JACKSON",MILLSAPS 45-44 (-1),,"GOOD 3PTR by GRIFFON,JACKSON",2
--,,,,,"ASSIST  by CORTESE,NICK",,,"ASSIST  by CORTESE,NICK",2
10:29,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:29,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
10:29,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
10:16,"GOOD 3PTR by ALDAZ,STEVEN",48 (+4),,44,,UDALLA~2 48-44 (-4),,"GOOD 3PTR by ALDAZ,STEVEN",2
10:02,,48 (+1),,47,"GOOD 3PTR by GRIFFON,JACKSON",MILLSAPS 48-47 (-1),,"GOOD 3PTR by GRIFFON,JACKSON",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
09:53,"TURNOVER  by WILSON,NATE",,,,,,,"TURNOVER  by WILSON,NATE",2
09:51,,,,,"STEAL  by THOMAS,STERLING",,,"STEAL  by THOMAS,STERLING",2
09:49,"SUB IN by ASSINESI,DREW",,,,,,,"SUB IN by ASSINESI,DREW",2
09:49,"SUB OUT by ALDAZ,STEVEN",,,,,,,"SUB OUT by ALDAZ,STEVEN",2
09:44,"FOUL  by DAVIDSON,ROSS",,,,,,,"FOUL  by DAVIDSON,ROSS",2
09:44,,,,,"MISS FT by ALLISON,BRANDON",,,"MISS FT by ALLISON,BRANDON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:44,,48,,48,"GOOD FT by ALLISON,BRANDON",MILLSAPS 48-48 (0),,"GOOD FT by ALLISON,BRANDON",2
09:44,"SUB IN by PROMBERGER,MARK",,,,,,,"SUB IN by PROMBERGER,MARK",2
09:44,"SUB OUT by DAVIDSON,ROSS",,,,,,,"SUB OUT by DAVIDSON,ROSS",2
09:20,"MISS JUMPER by MALONE,KYM",,,,,,,"MISS JUMPER by MALONE,KYM",2
--,,,,,"REBOUND DEF by THOMAS,STERLING",,,"REBOUND DEF by THOMAS,STERLING",2
08:55,,,,,"MISS JUMPER by ALLISON,BRANDON",,,"MISS JUMPER by ALLISON,BRANDON",2
--,"REBOUND DEF by BRUFFEY,TANNER",,,,,,,"REBOUND DEF by BRUFFEY,TANNER",2
08:44,,,,,"FOUL  by WILSON,KEVIN",,,"FOUL  by WILSON,KEVIN",2
08:44,"MISS FT by ASSINESI,DREW",,,,,,,"MISS FT by ASSINESI,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:44,"MISS FT by ASSINESI,DREW",,,,,,,"MISS FT by ASSINESI,DREW",2
--,,,,,"REBOUND DEF by WILSON,KEVIN",,,"REBOUND DEF by WILSON,KEVIN",2
08:44,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
08:44,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
08:44,,,,,"SUB OUT by ALLISON,BRANDON",,,"SUB OUT by ALLISON,BRANDON",2
08:44,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
08:20,,,,,"TURNOVER  by WILSON,KEVIN",,,"TURNOVER  by WILSON,KEVIN",2
08:19,"STEAL  by BRUFFEY,TANNER",,,,,,,"STEAL  by BRUFFEY,TANNER",2
08:13,"MISS JUMPER by BRUFFEY,TANNER",,,,,,,"MISS JUMPER by BRUFFEY,TANNER",2
--,"REBOUND OFF by WILSON,NATE",,,,,,,"REBOUND OFF by WILSON,NATE",2
08:12,,,,,"FOUL  by WILSON,KEVIN",,,"FOUL  by WILSON,KEVIN",2
08:12,"MISS FT by PROMBERGER,MARK",,,,,,,"MISS FT by PROMBERGER,MARK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:12,"MISS FT by PROMBERGER,MARK",,,,,,,"MISS FT by PROMBERGER,MARK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:12,"GOOD FT by PROMBERGER,MARK",49 (+1),,48,,UDALLA~2 49-48 (-1),,"GOOD FT by PROMBERGER,MARK",2
08:12,"SUB IN by WILSON,NATE",,,,,,,"SUB IN by WILSON,NATE",2
08:12,"SUB OUT by MALONE,KYM",,,,,,,"SUB OUT by MALONE,KYM",2
08:12,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
08:12,,,,,"SUB OUT by WILSON,KEVIN",,,"SUB OUT by WILSON,KEVIN",2
07:56,,49,,50 (+1),"GOOD LAYUP by THOMAS,STERLING(in the paint)",MILLSAPS 49-50 (+1),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
07:34,"MISS JUMPER by MALONE,KYM",,,,,,,"MISS JUMPER by MALONE,KYM",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
07:25,,,,,"MISS 3PTR by GRIFFON,JACKSON",,,"MISS 3PTR by GRIFFON,JACKSON",2
--,"REBOUND DEF by BRUFFEY,TANNER",,,,,,,"REBOUND DEF by BRUFFEY,TANNER",2
07:16,"TURNOVER  by MALONE,KYM",,,,,,,"TURNOVER  by MALONE,KYM",2
07:15,,,,,"STEAL  by CORTESE,NICK",,,"STEAL  by CORTESE,NICK",2
07:12,,49,,52 (+3),"GOOD LAYUP by THOMAS,STERLING(in the paint)",MILLSAPS 49-52 (+3),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
--,,,,,"ASSIST  by CORTESE,NICK",,,"ASSIST  by CORTESE,NICK",2
06:49,"MISS 3PTR by BRUFFEY,TANNER",,,,,,,"MISS 3PTR by BRUFFEY,TANNER",2
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",2
06:44,"FOUL  by WILSON,NATE",,,,,,,"FOUL  by WILSON,NATE",2
06:44,,49,,53 (+4),"GOOD FT by GILLIGAN,TULLY",MILLSAPS 49-53 (+4),,"GOOD FT by GILLIGAN,TULLY",2
06:44,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,"REBOUND DEF by BRUFFEY,TANNER",,,,,,,"REBOUND DEF by BRUFFEY,TANNER",2
06:44,"SUB IN by DAVIDSON,ROSS",,,,,,,"SUB IN by DAVIDSON,ROSS",2
06:44,"SUB OUT by PROMBERGER,MARK",,,,,,,"SUB OUT by PROMBERGER,MARK",2
06:26,"GOOD JUMPER by DAVIDSON,ROSS",51,,53 (+2),,UDALLA~2 51-53 (+2),,"GOOD JUMPER by DAVIDSON,ROSS",2
05:59,,51,,55 (+4),"GOOD JUMPER by THOMAS,STERLING",MILLSAPS 51-55 (+4),,"GOOD JUMPER by THOMAS,STERLING",2
--,,,,,"ASSIST  by CORTESE,NICK",,,"ASSIST  by CORTESE,NICK",2
05:43,"GOOD 3PTR by BLACKBURN,BLAINE",54,,55 (+1),,UDALLA~2 54-55 (+1),,"GOOD 3PTR by BLACKBURN,BLAINE",2
05:24,"FOUL  by DAVIDSON,ROSS",,,,,,,"FOUL  by DAVIDSON,ROSS",2
05:24,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:24,,54,,56 (+2),"GOOD FT by GILLIGAN,TULLY",MILLSAPS 54-56 (+2),,"GOOD FT by GILLIGAN,TULLY",2
05:24,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
05:24,,,,,"SUB OUT by GRIFFON,JACKSON",,,"SUB OUT by GRIFFON,JACKSON",2
05:10,,,,,"FOUL  by THOMAS,STERLING",,,"FOUL  by THOMAS,STERLING",2
05:10,"GOOD FT by BRUFFEY,TANNER",55,,56 (+1),,UDALLA~2 55-56 (+1),,"GOOD FT by BRUFFEY,TANNER",2
05:10,"GOOD FT by BRUFFEY,TANNER",56,,56,,UDALLA~2 56-56 (0),,"GOOD FT by BRUFFEY,TANNER",2
04:41,,56,,58 (+2),"GOOD LAYUP by CORTESE,NICK(in the paint)",MILLSAPS 56-58 (+2),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
04:17,"GOOD 3PTR by BRUFFEY,TANNER",59 (+1),,58,,UDALLA~2 59-58 (-1),,"GOOD 3PTR by BRUFFEY,TANNER",2
03:48,,,,,"MISS JUMPER by BERGER,RYAN",,,"MISS JUMPER by BERGER,RYAN",2
--,,,,,"REBOUND OFF by GILLIGAN,TULLY",,,"REBOUND OFF by GILLIGAN,TULLY",2
03:44,,,,,"MISS JUMPER by GILLIGAN,TULLY",,,"MISS JUMPER by GILLIGAN,TULLY",2
--,"REBOUND DEF by ASSINESI,DREW",,,,,,,"REBOUND DEF by ASSINESI,DREW",2
03:14,"MISS 3PTR by ASSINESI,DREW",,,,,,,"MISS 3PTR by ASSINESI,DREW",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
03:06,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:46,,,,,"MISS LAYUP by BERGER,RYAN",,,"MISS LAYUP by BERGER,RYAN",2
--,"REBOUND DEF by DAVIDSON,ROSS",,,,,,,"REBOUND DEF by DAVIDSON,ROSS",2
02:26,"MISS JUMPER by BRUFFEY,TANNER",,,,,,,"MISS JUMPER by BRUFFEY,TANNER",2
--,,,,,"REBOUND DEF by KASTNER,MURRAY",,,"REBOUND DEF by KASTNER,MURRAY",2
02:20,,,,,"MISS JUMPER by THOMAS,STERLING",,,"MISS JUMPER by THOMAS,STERLING",2
--,"REBOUND DEF by WILSON,NATE",,,,,,,"REBOUND DEF by WILSON,NATE",2
02:04,"GOOD LAYUP by WILSON,NATE(in the paint)",61 (+3),,58,,UDALLA~2 61-58 (-3),,"GOOD LAYUP by WILSON,NATE(in the paint)",2
--,"ASSIST  by BLACKBURN,BLAINE",,,,,,,"ASSIST  by BLACKBURN,BLAINE",2
01:50,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
01:48,"STEAL  by BRUFFEY,TANNER",,,,,,,"STEAL  by BRUFFEY,TANNER",2
01:20,"MISS JUMPER by DAVIDSON,ROSS",,,,,,,"MISS JUMPER by DAVIDSON,ROSS",2
--,,,,,"REBOUND DEF by KASTNER,MURRAY",,,"REBOUND DEF by KASTNER,MURRAY",2
01:07,,,,,"MISS 3PTR by THOMAS,STERLING",,,"MISS 3PTR by THOMAS,STERLING",2
--,"REBOUND DEF by BLACKBURN,BLAINE",,,,,,,"REBOUND DEF by BLACKBURN,BLAINE",2
00:31,"MISS 3PTR by DAVIDSON,ROSS",,,,,,,"MISS 3PTR by DAVIDSON,ROSS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:28,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
00:28,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:28,"FOUL  by BLACKBURN,BLAINE",,,,,,,"FOUL  by BLACKBURN,BLAINE",2
00:28,,61 (+2),,59,"GOOD FT by GILLIGAN,TULLY",MILLSAPS 61-59 (-2),,"GOOD FT by GILLIGAN,TULLY",2
00:28,,61 (+1),,60,"GOOD FT by GILLIGAN,TULLY",MILLSAPS 61-60 (-1),,"GOOD FT by GILLIGAN,TULLY",2
00:28,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:28,,,,,"SUB IN by KASTNER,MURRAY",,,"SUB IN by KASTNER,MURRAY",2
00:28,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
00:28,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
00:28,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
00:28,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
00:28,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
00:28,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
00:28,,,,,"SUB OUT by GRIFFON,JACKSON",,,"SUB OUT by GRIFFON,JACKSON",2
00:28,,,,,"SUB OUT by WILSON,KEVIN",,,"SUB OUT by WILSON,KEVIN",2
00:28,,,,,"SUB OUT by KASTNER,MURRAY",,,"SUB OUT by KASTNER,MURRAY",2
00:28,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
00:28,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
00:23,"TURNOVER  by DAVIDSON,ROSS",,,,,,,"TURNOVER  by DAVIDSON,ROSS",2
00:23,,,,,"SUB IN by GRIFFON,JACKSON",,,"SUB IN by GRIFFON,JACKSON",2
00:23,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
00:23,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
00:23,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
00:12,,61,,63 (+2),"GOOD 3PTR by CORTESE,NICK",MILLSAPS 61-63 (+2),,"GOOD 3PTR by CORTESE,NICK",2
--,,,,,"ASSIST  by GRIFFON,JACKSON",,,"ASSIST  by GRIFFON,JACKSON",2
00:03,"GOOD LAYUP by ASSINESI,DREW(in the paint)",63,,63,,UDALLA~2 63-63 (0),,"GOOD LAYUP by ASSINESI,DREW(in the paint)",2
00:00,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
