Time Remaining,MILLSA~1,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
18:55,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
18:55,,,,,"SUB IN by DUDLEY,BYRON",,,"SUB IN by DUDLEY,BYRON",2
18:55,,,,,"SUB OUT by VARNEY,JASON",,,"SUB OUT by VARNEY,JASON",2
18:45,"FOUL  by WILSON,KEVIN",,,,,,,"FOUL  by WILSON,KEVIN",2
18:45,,38 (+6),,32,"GOOD FT by THOMAS,JEREMIAH",HCM 38-32 (+6),,"GOOD FT by THOMAS,JEREMIAH",2
18:45,,,,,"MISS FT by THOMAS,JEREMIAH",,,"MISS FT by THOMAS,JEREMIAH",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
18:37,"GOOD 3PTR by WILSON,KEVIN",41 (+9),,32,,MILLSA~1 41-32 (+9),,"GOOD 3PTR by WILSON,KEVIN",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
18:24,"FOUL  by ALLISON,BRANDON",,,,,,,"FOUL  by ALLISON,BRANDON",2
18:24,,,,,"MISS FT by THOMAS,JEREMIAH",,,"MISS FT by THOMAS,JEREMIAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:24,,,,,"MISS FT by THOMAS,JEREMIAH",,,"MISS FT by THOMAS,JEREMIAH",2
--,"REBOUND DEF by ALLISON,BRANDON",,,,,,,"REBOUND DEF by ALLISON,BRANDON",2
18:24,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
18:24,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",2
18:03,"GOOD JUMPER by THOMAS,STERLING(in the paint)",43 (+11),,32,,MILLSA~1 43-32 (+11),,"GOOD JUMPER by THOMAS,STERLING(in the paint)",2
17:46,,43 (+8),,35,"GOOD 3PTR by EDGAR,COURTNEE",HCM 43-35 (+8),,"GOOD 3PTR by EDGAR,COURTNEE",2
--,,,,,"ASSIST  by THOMAS,JEREMIAH",,,"ASSIST  by THOMAS,JEREMIAH",2
17:24,,,,,"FOUL  by DUDLEY,BYRON",,,"FOUL  by DUDLEY,BYRON",2
17:24,"GOOD FT by GILLIGAN,TULLY",44 (+9),,35,,MILLSA~1 44-35 (+9),,"GOOD FT by GILLIGAN,TULLY",2
17:24,"GOOD FT by GILLIGAN,TULLY",45 (+10),,35,,MILLSA~1 45-35 (+10),,"GOOD FT by GILLIGAN,TULLY",2
17:12,,45 (+8),,37,"GOOD JUMPER by PETTY,RYAN(in the paint)",HCM 45-37 (+8),,"GOOD JUMPER by PETTY,RYAN(in the paint)",2
16:56,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
16:48,,,,,"MISS 3PTR by EDGAR,COURTNEE",,,"MISS 3PTR by EDGAR,COURTNEE",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
16:25,"MISS JUMPER by BERGER,RYAN",,,,,,,"MISS JUMPER by BERGER,RYAN",2
--,,,,,"REBOUND DEF by THOMAS,JEREMIAH",,,"REBOUND DEF by THOMAS,JEREMIAH",2
16:13,,,,,"TURNOVER  by HILL,AUSTIN",,,"TURNOVER  by HILL,AUSTIN",2
16:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:13,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
16:13,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
16:13,,,,,"SUB IN by LEE,JERROD",,,"SUB IN by LEE,JERROD",2
16:13,,,,,"SUB IN by STUBBS,TYLER",,,"SUB IN by STUBBS,TYLER",2
16:13,,,,,"SUB IN by MOORER,TERRY",,,"SUB IN by MOORER,TERRY",2
16:13,,,,,"SUB IN by NORRIS,DEANGELO",,,"SUB IN by NORRIS,DEANGELO",2
16:13,,,,,"SUB OUT by HILL,AUSTIN",,,"SUB OUT by HILL,AUSTIN",2
16:13,,,,,"SUB OUT by EDGAR,COURTNEE",,,"SUB OUT by EDGAR,COURTNEE",2
16:13,,,,,"SUB OUT by PETTY,RYAN",,,"SUB OUT by PETTY,RYAN",2
16:13,,,,,"SUB OUT by DUDLEY,BYRON",,,"SUB OUT by DUDLEY,BYRON",2
16:05,"TURNOVER  by KASTNER,MURRAY",,,,,,,"TURNOVER  by KASTNER,MURRAY",2
16:03,,,,,"STEAL  by LEE,JERROD",,,"STEAL  by LEE,JERROD",2
16:02,,45 (+6),,39,"GOOD LAYUP by LEE,JERROD(in the paint)",HCM 45-39 (+6),,"GOOD LAYUP by LEE,JERROD(in the paint)",2
15:47,"TURNOVER  by CORTESE,NICK",,,,,,,"TURNOVER  by CORTESE,NICK",2
15:45,,,,,"STEAL  by LEE,JERROD",,,"STEAL  by LEE,JERROD",2
15:33,"FOUL  by ALLISON,BRANDON",,,,,,,"FOUL  by ALLISON,BRANDON",2
15:33,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
15:33,"SUB OUT by ALLISON,BRANDON",,,,,,,"SUB OUT by ALLISON,BRANDON",2
15:15,,,,,"MISS LAYUP by NORRIS,DEANGELO",,,"MISS LAYUP by NORRIS,DEANGELO",2
15:15,"BLOCK  by GERCHOW,ALEX",,,,,,,"BLOCK  by GERCHOW,ALEX",2
--,"REBOUND DEF by CORTESE,NICK",,,,,,,"REBOUND DEF by CORTESE,NICK",2
15:06,"MISS LAYUP by BERGER,RYAN",,,,,,,"MISS LAYUP by BERGER,RYAN",2
--,,,,,"REBOUND DEF by MOORER,TERRY",,,"REBOUND DEF by MOORER,TERRY",2
14:46,,45 (+3),,42,"GOOD 3PTR by LEE,JERROD",HCM 45-42 (+3),,"GOOD 3PTR by LEE,JERROD",2
--,,,,,"ASSIST  by THOMAS,JEREMIAH",,,"ASSIST  by THOMAS,JEREMIAH",2
14:33,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND OFF by KASTNER,MURRAY",,,,,,,"REBOUND OFF by KASTNER,MURRAY",2
14:11,"TURNOVER  by THOMAS,STERLING",,,,,,,"TURNOVER  by THOMAS,STERLING",2
14:10,,,,,"STEAL  by LEE,JERROD",,,"STEAL  by LEE,JERROD",2
14:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:41,,45,,45,"GOOD 3PTR by NORRIS,DEANGELO",HCM 45-45 (0),,"GOOD 3PTR by NORRIS,DEANGELO",2
--,,,,,"ASSIST  by LEE,JERROD",,,"ASSIST  by LEE,JERROD",2
13:23,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by HILL,AUSTIN",,,"REBOUND DEF by HILL,AUSTIN",2
13:13,"FOUL  by GRIFFON,JACKSON",,,,,,,"FOUL  by GRIFFON,JACKSON",2
13:13,"SUB IN by GRIFFON,JACKSON",,,,,,,"SUB IN by GRIFFON,JACKSON",2
13:13,"SUB OUT by THOMAS,STERLING",,,,,,,"SUB OUT by THOMAS,STERLING",2
13:07,,,,,"MISS LAYUP by MOORER,TERRY",,,"MISS LAYUP by MOORER,TERRY",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
12:48,"MISS 3PTR by GRIFFON,JACKSON",,,,,,,"MISS 3PTR by GRIFFON,JACKSON",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
12:42,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by HILL,AUSTIN",,,"REBOUND DEF by HILL,AUSTIN",2
12:26,,45,,47 (+2),"GOOD JUMPER by NORRIS,DEANGELO(in the paint)",HCM 45-47 (-2),,"GOOD JUMPER by NORRIS,DEANGELO(in the paint)",2
12:06,"TURNOVER  by GERCHOW,ALEX",,,,,,,"TURNOVER  by GERCHOW,ALEX",2
12:05,,,,,"STEAL  by NORRIS,DEANGELO",,,"STEAL  by NORRIS,DEANGELO",2
12:03,,,,,"TURNOVER  by STUBBS,TYLER",,,"TURNOVER  by STUBBS,TYLER",2
12:03,,,,,"FOUL  by STUBBS,TYLER",,,"FOUL  by STUBBS,TYLER",2
12:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:03,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
12:03,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
12:03,,,,,"SUB IN by PETTY,RYAN",,,"SUB IN by PETTY,RYAN",2
12:03,,,,,"SUB IN by HILL,AUSTIN",,,"SUB IN by HILL,AUSTIN",2
12:03,,,,,"SUB IN by EDGAR,COURTNEE",,,"SUB IN by EDGAR,COURTNEE",2
12:03,,,,,"SUB OUT by STUBBS,TYLER",,,"SUB OUT by STUBBS,TYLER",2
12:03,,,,,"SUB OUT by MOORER,TERRY",,,"SUB OUT by MOORER,TERRY",2
12:03,,,,,"SUB OUT by NORRIS,DEANGELO",,,"SUB OUT by NORRIS,DEANGELO",2
11:52,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
11:52,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
11:34,,45,,49 (+4),"GOOD JUMPER by PETTY,RYAN(in the paint)",HCM 45-49 (-4),,"GOOD JUMPER by PETTY,RYAN(in the paint)",2
11:20,"TURNOVER  by BERGER,RYAN",,,,,,,"TURNOVER  by BERGER,RYAN",2
11:17,,,,,"STEAL  by PETTY,RYAN",,,"STEAL  by PETTY,RYAN",2
11:15,,,,,"MISS LAYUP by PETTY,RYAN",,,"MISS LAYUP by PETTY,RYAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
11:03,,,,,"MISS LAYUP by THOMAS,JEREMIAH",,,"MISS LAYUP by THOMAS,JEREMIAH",2
--,,,,,"REBOUND OFF by THOMAS,JEREMIAH",,,"REBOUND OFF by THOMAS,JEREMIAH",2
11:03,,,,,"MISS LAYUP by THOMAS,JEREMIAH",,,"MISS LAYUP by THOMAS,JEREMIAH",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
11:01,"SUB IN by ALLISON,BRANDON",,,,,,,"SUB IN by ALLISON,BRANDON",2
11:01,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",2
11:01,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
11:01,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
11:01,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
11:01,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
11:01,,,,,"SUB IN by DUDLEY,BYRON",,,"SUB IN by DUDLEY,BYRON",2
11:01,,,,,"SUB OUT by LEE,JERROD",,,"SUB OUT by LEE,JERROD",2
10:45,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
10:45,,,,,"STEAL  by HILL,AUSTIN",,,"STEAL  by HILL,AUSTIN",2
10:34,,,,,"TURNOVER  by DUDLEY,BYRON",,,"TURNOVER  by DUDLEY,BYRON",2
10:34,"SUB IN by THOMAS,STERLING",,,,,,,"SUB IN by THOMAS,STERLING",2
10:34,"SUB OUT by GRIFFON,JACKSON",,,,,,,"SUB OUT by GRIFFON,JACKSON",2
10:33,,,,,"FOUL  by HILL,AUSTIN",,,"FOUL  by HILL,AUSTIN",2
10:18,"GOOD LAYUP by WILSON,KEVIN(in the paint)",47,,49 (+2),,MILLSA~1 47-49 (-2),,"GOOD LAYUP by WILSON,KEVIN(in the paint)",2
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",2
10:12,,,,,"MISS 3PTR by EDGAR,COURTNEE",,,"MISS 3PTR by EDGAR,COURTNEE",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
10:00,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
09:59,,,,,"STEAL  by HILL,AUSTIN",,,"STEAL  by HILL,AUSTIN",2
09:53,,,,,"MISS LAYUP by PETTY,RYAN",,,"MISS LAYUP by PETTY,RYAN",2
--,,,,,"REBOUND OFF by HILL,AUSTIN",,,"REBOUND OFF by HILL,AUSTIN",2
09:41,,,,,"MISS LAYUP by PETTY,RYAN",,,"MISS LAYUP by PETTY,RYAN",2
--,"REBOUND DEF by THOMAS,STERLING",,,,,,,"REBOUND DEF by THOMAS,STERLING",2
09:34,"MISS 3PTR by WILSON,KEVIN",,,,,,,"MISS 3PTR by WILSON,KEVIN",2
--,"REBOUND OFF by THOMAS,STERLING",,,,,,,"REBOUND OFF by THOMAS,STERLING",2
09:33,,,,,"FOUL  by HILL,AUSTIN",,,"FOUL  by HILL,AUSTIN",2
09:33,"MISS FT by THOMAS,STERLING",,,,,,,"MISS FT by THOMAS,STERLING",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:33,"GOOD FT by THOMAS,STERLING",48,,49 (+1),,MILLSA~1 48-49 (-1),,"GOOD FT by THOMAS,STERLING",2
09:33,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
09:33,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
09:33,,,,,"SUB IN by LEE,JERROD",,,"SUB IN by LEE,JERROD",2
09:33,,,,,"SUB IN by MOORER,TERRY",,,"SUB IN by MOORER,TERRY",2
09:33,,,,,"SUB OUT by DUDLEY,BYRON",,,"SUB OUT by DUDLEY,BYRON",2
09:33,,,,,"SUB OUT by HILL,AUSTIN",,,"SUB OUT by HILL,AUSTIN",2
09:02,,,,,"MISS JUMPER by EDGAR,COURTNEE",,,"MISS JUMPER by EDGAR,COURTNEE",2
--,,,,,"REBOUND OFF by THOMAS,JEREMIAH",,,"REBOUND OFF by THOMAS,JEREMIAH",2
08:58,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
08:58,,,,,"SUB IN by BLACKMON,KANDEN",,,"SUB IN by BLACKMON,KANDEN",2
08:58,,,,,"SUB OUT by MOORER,TERRY",,,"SUB OUT by MOORER,TERRY",2
08:51,,,,,"FOUL  by BLACKMON,KANDEN",,,"FOUL  by BLACKMON,KANDEN",2
08:51,"GOOD FT by THOMAS,STERLING",49,,49,,MILLSA~1 49-49 (0),,"GOOD FT by THOMAS,STERLING",2
08:51,"GOOD FT by THOMAS,STERLING",50 (+1),,49,,MILLSA~1 50-49 (+1),,"GOOD FT by THOMAS,STERLING",2
08:51,,,,,"SUB IN by NORRIS,DEANGELO",,,"SUB IN by NORRIS,DEANGELO",2
08:51,,,,,"SUB OUT by EDGAR,COURTNEE",,,"SUB OUT by EDGAR,COURTNEE",2
08:25,,,,,"TURNOVER  by BLACKMON,KANDEN",,,"TURNOVER  by BLACKMON,KANDEN",2
08:23,"STEAL  by THOMAS,STERLING",,,,,,,"STEAL  by THOMAS,STERLING",2
08:18,"GOOD 3PTR by KASTNER,MURRAY",53 (+4),,49,,MILLSA~1 53-49 (+4),,"GOOD 3PTR by KASTNER,MURRAY",2
--,"ASSIST  by THOMAS,STERLING",,,,,,,"ASSIST  by THOMAS,STERLING",2
08:03,"FOUL  by KASTNER,MURRAY",,,,,,,"FOUL  by KASTNER,MURRAY",2
08:03,,,,,"MISS FT by THOMAS,JEREMIAH",,,"MISS FT by THOMAS,JEREMIAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:03,,53 (+3),,50,"GOOD FT by THOMAS,JEREMIAH",HCM 53-50 (+3),,"GOOD FT by THOMAS,JEREMIAH",2
08:03,,,,,"SUB IN by VARNEY,JASON",,,"SUB IN by VARNEY,JASON",2
08:03,,,,,"SUB OUT by LEE,JERROD",,,"SUB OUT by LEE,JERROD",2
07:41,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:38,,,,,"SUB IN by HILL,AUSTIN",,,"SUB IN by HILL,AUSTIN",2
07:38,,,,,"SUB IN by EDGAR,COURTNEE",,,"SUB IN by EDGAR,COURTNEE",2
07:38,,,,,"SUB OUT by BLACKMON,KANDEN",,,"SUB OUT by BLACKMON,KANDEN",2
07:38,,,,,"SUB OUT by NORRIS,DEANGELO",,,"SUB OUT by NORRIS,DEANGELO",2
07:19,"FOUL  by WILSON,KEVIN",,,,,,,"FOUL  by WILSON,KEVIN",2
07:19,,53 (+2),,51,"GOOD FT by THOMAS,JEREMIAH",HCM 53-51 (+2),,"GOOD FT by THOMAS,JEREMIAH",2
07:19,,53 (+1),,52,"GOOD FT by THOMAS,JEREMIAH",HCM 53-52 (+1),,"GOOD FT by THOMAS,JEREMIAH",2
07:19,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
07:19,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",2
06:51,"TURNOVER  by CORTESE,NICK",,,,,,,"TURNOVER  by CORTESE,NICK",2
06:50,,,,,"STEAL  by PETTY,RYAN",,,"STEAL  by PETTY,RYAN",2
06:47,,53,,54 (+1),"GOOD LAYUP by PETTY,RYAN(fastbreak)(in the paint)",HCM 53-54 (-1),,"GOOD LAYUP by PETTY,RYAN(fastbreak)(in the paint)",2
06:47,"FOUL  by ALLISON,BRANDON",,,,,,,"FOUL  by ALLISON,BRANDON",2
06:47,,53,,55 (+2),"GOOD FT by PETTY,RYAN",HCM 53-55 (-2),,"GOOD FT by PETTY,RYAN",2
06:28,,,,,"FOUL  by PETTY,RYAN",,,"FOUL  by PETTY,RYAN",2
06:28,"GOOD FT by THOMAS,STERLING",54,,55 (+1),,MILLSA~1 54-55 (-1),,"GOOD FT by THOMAS,STERLING",2
06:28,"GOOD FT by THOMAS,STERLING",55,,55,,MILLSA~1 55-55 (0),,"GOOD FT by THOMAS,STERLING",2
06:28,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
06:28,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
06:15,,55,,57 (+2),"GOOD LAYUP by HILL,AUSTIN(in the paint)",HCM 55-57 (-2),,"GOOD LAYUP by HILL,AUSTIN(in the paint)",2
--,,,,,"ASSIST  by PETTY,RYAN",,,"ASSIST  by PETTY,RYAN",2
05:58,"GOOD 3PTR by KASTNER,MURRAY",58 (+1),,57,,MILLSA~1 58-57 (+1),,"GOOD 3PTR by KASTNER,MURRAY",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
05:51,,58,,60 (+2),"GOOD 3PTR by HILL,AUSTIN",HCM 58-60 (-2),,"GOOD 3PTR by HILL,AUSTIN",2
--,,,,,"ASSIST  by VARNEY,JASON",,,"ASSIST  by VARNEY,JASON",2
05:25,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",2
--,"REBOUND OFF by BERGER,RYAN",,,,,,,"REBOUND OFF by BERGER,RYAN",2
05:23,"GOOD LAYUP by BERGER,RYAN(in the paint)",60,,60,,MILLSA~1 60-60 (0),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
04:58,,,,,"MISS 3PTR by EDGAR,COURTNEE",,,"MISS 3PTR by EDGAR,COURTNEE",2
--,,,,,"REBOUND OFF by VARNEY,JASON",,,"REBOUND OFF by VARNEY,JASON",2
04:52,,,,,"MISS LAYUP by VARNEY,JASON",,,"MISS LAYUP by VARNEY,JASON",2
04:52,"BLOCK  by BERGER,RYAN",,,,,,,"BLOCK  by BERGER,RYAN",2
--,"REBOUND DEF by CORTESE,NICK",,,,,,,"REBOUND DEF by CORTESE,NICK",2
04:31,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND OFF by KASTNER,MURRAY",,,,,,,"REBOUND OFF by KASTNER,MURRAY",2
04:30,,,,,"FOUL  by VARNEY,JASON",,,"FOUL  by VARNEY,JASON",2
04:30,"MISS FT by THOMAS,STERLING",,,,,,,"MISS FT by THOMAS,STERLING",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:30,"GOOD FT by THOMAS,STERLING",61 (+1),,60,,MILLSA~1 61-60 (+1),,"GOOD FT by THOMAS,STERLING",2
04:30,,,,,"SUB IN by LEE,JERROD",,,"SUB IN by LEE,JERROD",2
04:30,,,,,"SUB IN by DUDLEY,BYRON",,,"SUB IN by DUDLEY,BYRON",2
04:30,,,,,"SUB OUT by VARNEY,JASON",,,"SUB OUT by VARNEY,JASON",2
04:30,,,,,"SUB OUT by EDGAR,COURTNEE",,,"SUB OUT by EDGAR,COURTNEE",2
04:17,,,,,"MISS JUMPER by DUDLEY,BYRON",,,"MISS JUMPER by DUDLEY,BYRON",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
04:04,"MISS LAYUP by THOMAS,STERLING",,,,,,,"MISS LAYUP by THOMAS,STERLING",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:55,"GOOD 3PTR by CORTESE,NICK",64 (+4),,60,,MILLSA~1 64-60 (+4),,"GOOD 3PTR by CORTESE,NICK",2
--,"ASSIST  by THOMAS,STERLING",,,,,,,"ASSIST  by THOMAS,STERLING",2
03:38,,,,,"MISS 3PTR by HILL,AUSTIN",,,"MISS 3PTR by HILL,AUSTIN",2
--,"REBOUND DEF by ALLISON,BRANDON",,,,,,,"REBOUND DEF by ALLISON,BRANDON",2
03:12,"TURNOVER  by THOMAS,STERLING",,,,,,,"TURNOVER  by THOMAS,STERLING",2
03:11,,,,,"STEAL  by LEE,JERROD",,,"STEAL  by LEE,JERROD",2
03:08,,64 (+2),,62,"GOOD LAYUP by DUDLEY,BYRON(fastbreak)(in the paint)",HCM 64-62 (+2),,"GOOD LAYUP by DUDLEY,BYRON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by LEE,JERROD",,,"ASSIST  by LEE,JERROD",2
02:50,"MISS LAYUP by ALLISON,BRANDON",,,,,,,"MISS LAYUP by ALLISON,BRANDON",2
--,,,,,"REBOUND DEF by THOMAS,JEREMIAH",,,"REBOUND DEF by THOMAS,JEREMIAH",2
02:43,,,,,"MISS JUMPER by HILL,AUSTIN",,,"MISS JUMPER by HILL,AUSTIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:36,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
02:36,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
02:36,,,,,"SUB IN by EDGAR,COURTNEE",,,"SUB IN by EDGAR,COURTNEE",2
02:36,,,,,"SUB OUT by DUDLEY,BYRON",,,"SUB OUT by DUDLEY,BYRON",2
02:35,,64,,64,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",HCM 64-64 (0),,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",2
--,,,,,"ASSIST  by PETTY,RYAN",,,"ASSIST  by PETTY,RYAN",2
02:21,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND DEF by LEE,JERROD",,,"REBOUND DEF by LEE,JERROD",2
01:39,,,,,"MISS 3PTR by PETTY,RYAN",,,"MISS 3PTR by PETTY,RYAN",2
--,,,,,"REBOUND OFF by HILL,AUSTIN",,,"REBOUND OFF by HILL,AUSTIN",2
01:34,,64,,66 (+2),"GOOD LAYUP by HILL,AUSTIN(in the paint)",HCM 64-66 (-2),,"GOOD LAYUP by HILL,AUSTIN(in the paint)",2
01:24,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:24,"SUB IN by WILSON,KEVIN",,,,,,,"SUB IN by WILSON,KEVIN",2
01:24,"SUB IN by GRIFFON,JACKSON",,,,,,,"SUB IN by GRIFFON,JACKSON",2
01:24,"SUB OUT by THOMAS,STERLING",,,,,,,"SUB OUT by THOMAS,STERLING",2
01:24,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
01:24,,,,,"SUB IN by DUDLEY,BYRON",,,"SUB IN by DUDLEY,BYRON",2
01:24,,,,,"SUB OUT by EDGAR,COURTNEE",,,"SUB OUT by EDGAR,COURTNEE",2
01:11,"MISS 3PTR by WILSON,KEVIN",,,,,,,"MISS 3PTR by WILSON,KEVIN",2
--,"REBOUND OFF by CORTESE,NICK",,,,,,,"REBOUND OFF by CORTESE,NICK",2
01:00,"MISS LAYUP by ALLISON,BRANDON",,,,,,,"MISS LAYUP by ALLISON,BRANDON",2
--,,,,,"REBOUND DEF by HILL,AUSTIN",,,"REBOUND DEF by HILL,AUSTIN",2
00:49,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
00:49,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
00:49,"SUB IN by THOMAS,STERLING",,,,,,,"SUB IN by THOMAS,STERLING",2
00:49,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",2
00:49,"SUB OUT by GRIFFON,JACKSON",,,,,,,"SUB OUT by GRIFFON,JACKSON",2
00:49,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
00:49,,,,,"SUB IN by VARNEY,JASON",,,"SUB IN by VARNEY,JASON",2
00:49,,,,,"SUB OUT by LEE,JERROD",,,"SUB OUT by LEE,JERROD",2
00:40,,,,,"MISS JUMPER by EDGAR,COURTNEE",,,"MISS JUMPER by EDGAR,COURTNEE",2
--,"REBOUND DEF by THOMAS,STERLING",,,,,,,"REBOUND DEF by THOMAS,STERLING",2
00:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:19,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
00:19,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
00:19,,,,,"SUB IN by LEE,JERROD",,,"SUB IN by LEE,JERROD",2
00:19,,,,,"SUB OUT by VARNEY,JASON",,,"SUB OUT by VARNEY,JASON",2
00:05,,,,,"FOUL  by DUDLEY,BYRON",,,"FOUL  by DUDLEY,BYRON",2
00:05,"MISS FT by ALLISON,BRANDON",,,,,,,"MISS FT by ALLISON,BRANDON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:05,"MISS FT by ALLISON,BRANDON",,,,,,,"MISS FT by ALLISON,BRANDON",2
