Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,RUST,Game Score,Team Indicator,Play,Period
12:25,,,,,"FOUL  by BURKS,TEVIN",,,"FOUL  by BURKS,TEVIN",2
12:25,"MISS FT by BERGER,RYAN",,,,,,,"MISS FT by BERGER,RYAN",2
--,,,,,"REBOUND DEF by BURKS,TEVIN",,,"REBOUND DEF by BURKS,TEVIN",2
12:25,"GOOD LAYUP by BERGER,RYAN(in the paint)",35,,41 (+6),,MILLSAPS 35-41 (-6),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
12:07,,,,,"TURNOVER  by GREDIC,KWAHMERE",,,"TURNOVER  by GREDIC,KWAHMERE",2
11:12,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",37,,41 (+4),,MILLSAPS 37-41 (-4),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
--,"ASSIST  by BERGER,RYAN",,,,,,,"ASSIST  by BERGER,RYAN",2
11:06,,,,,"SUB IN by MCCOLLUM,RICKEY",,,"SUB IN by MCCOLLUM,RICKEY",2
11:06,,,,,"SUB OUT by BURKS,TEVIN",,,"SUB OUT by BURKS,TEVIN",2
10:55,,37,,44 (+7),"GOOD 3PTR by THOMPSON,SHUN",RUST 37-44 (-7),,"GOOD 3PTR by THOMPSON,SHUN",2
10:17,,,,,"SUB IN by VEASLEY,LARRY",,,"SUB IN by VEASLEY,LARRY",2
10:17,,,,,"SUB OUT by SEALS,JORDAN",,,"SUB OUT by SEALS,JORDAN",2
10:02,"MISS JUMPER by BERGER,RYAN",,,,,,,"MISS JUMPER by BERGER,RYAN",2
--,,,,,"REBOUND DEF by GREDIC,KWAHMERE",,,"REBOUND DEF by GREDIC,KWAHMERE",2
09:45,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
09:45,,,,,"MISS FT by THOMPSON,SHUN",,,"MISS FT by THOMPSON,SHUN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:45,,37,,45 (+8),"GOOD FT by THOMPSON,SHUN",RUST 37-45 (-8),,"GOOD FT by THOMPSON,SHUN",2
09:34,,,,,"SUB IN by SEALS,JORDAN",,,"SUB IN by SEALS,JORDAN",2
09:34,,,,,"SUB OUT by THOMPSON,SHUN",,,"SUB OUT by THOMPSON,SHUN",2
09:17,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
09:17,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
09:03,"GOOD LAYUP by CORTESE,NICK(in the paint)",39,,45 (+6),,MILLSAPS 39-45 (-6),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
08:56,"SUB IN by ALLISON,BRANDON",,,,,,,"SUB IN by ALLISON,BRANDON",2
08:56,"SUB IN by GRIFFON,JACKSON",,,,,,,"SUB IN by GRIFFON,JACKSON",2
08:56,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
08:56,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
08:53,,,,,"SUB IN by BARNS,KELSEY",,,"SUB IN by BARNS,KELSEY",2
08:53,,,,,"SUB OUT by SEALS,JORDAN",,,"SUB OUT by SEALS,JORDAN",2
08:45,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
08:45,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
08:38,,,,,"MISS 3PTR by VEASLEY,LARRY",,,"MISS 3PTR by VEASLEY,LARRY",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
08:25,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
08:25,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
08:20,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",41,,45 (+4),,MILLSAPS 41-45 (-4),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
11:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:06,,41,,48 (+7),"GOOD 3PTR by MCCOLLUM,RICKEY",RUST 41-48 (-7),,"GOOD 3PTR by MCCOLLUM,RICKEY",2
10:47,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
10:45,,,,,"STEAL  by GREDIC,KWAHMERE",,,"STEAL  by GREDIC,KWAHMERE",2
10:40,,41,,50 (+9),"GOOD LAYUP by GREDIC,KWAHMERE(in the paint)",RUST 41-50 (-9),,"GOOD LAYUP by GREDIC,KWAHMERE(in the paint)",2
10:03,"GOOD LAYUP by CORTESE,NICK(in the paint)",43,,50 (+7),,MILLSAPS 43-50 (-7),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
--,"ASSIST  by GILLIGAN,TULLY",,,,,,,"ASSIST  by GILLIGAN,TULLY",2
09:27,,,,,"FOUL  by VEASLEY,LARRY",,,"FOUL  by VEASLEY,LARRY",2
08:56,"MISS 3PTR by GRIFFON,JACKSON",,,,,,,"MISS 3PTR by GRIFFON,JACKSON",2
--,,,,,"REBOUND DEF by VEASLEY,LARRY",,,"REBOUND DEF by VEASLEY,LARRY",2
08:56,,,,,"MISS 3PTR by MCCOLLUM,RICKEY",,,"MISS 3PTR by MCCOLLUM,RICKEY",2
--,,,,,"REBOUND OFF by SCOTT,JEREMY",,,"REBOUND OFF by SCOTT,JEREMY",2
08:56,,,,,"TURNOVER  by SCOTT,JEREMY",,,"TURNOVER  by SCOTT,JEREMY",2
08:56,"STEAL  by GRIFFON,JACKSON",,,,,,,"STEAL  by GRIFFON,JACKSON",2
08:56,"TURNOVER  by GRIFFON,JACKSON",,,,,,,"TURNOVER  by GRIFFON,JACKSON",2
08:56,,,,,"STEAL  by VEASLEY,LARRY",,,"STEAL  by VEASLEY,LARRY",2
08:56,,43,,52 (+9),"GOOD LAYUP by VEASLEY,LARRY(in the paint)",RUST 43-52 (-9),,"GOOD LAYUP by VEASLEY,LARRY(in the paint)",2
08:56,"GOOD LAYUP by ALLISON,BRANDON(in the paint)",45,,52 (+7),,MILLSAPS 45-52 (-7),,"GOOD LAYUP by ALLISON,BRANDON(in the paint)",2
--,"ASSIST  by WILSON,KEVIN",,,,,,,"ASSIST  by WILSON,KEVIN",2
08:47,,45,,55 (+10),"GOOD 3PTR by MCCOLLUM,RICKEY",RUST 45-55 (-10),,"GOOD 3PTR by MCCOLLUM,RICKEY",2
08:26,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:07,"TURNOVER  by DETILLIEU,RYAN",,,,,,,"TURNOVER  by DETILLIEU,RYAN",2
07:55,,,,,"TURNOVER  by MCCOLLUM,RICKEY",,,"TURNOVER  by MCCOLLUM,RICKEY",2
07:30,"GOOD 3PTR by KASTNER,MURRAY",48,,55 (+7),,MILLSAPS 48-55 (-7),,"GOOD 3PTR by KASTNER,MURRAY",2
07:30,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
07:30,"SUB OUT by GRIFFON,JACKSON",,,,,,,"SUB OUT by GRIFFON,JACKSON",2
07:02,,48,,57 (+9),"GOOD JUMPER by SCOTT,JEREMY",RUST 48-57 (-9),,"GOOD JUMPER by SCOTT,JEREMY",2
06:20,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",2
--,"REBOUND OFF by BERGER,RYAN",,,,,,,"REBOUND OFF by BERGER,RYAN",2
06:02,"MISS JUMPER by BERGER,RYAN",,,,,,,"MISS JUMPER by BERGER,RYAN",2
--,,,,,"REBOUND DEF by SCOTT,JEREMY",,,"REBOUND DEF by SCOTT,JEREMY",2
05:51,,,,,"TURNOVER  by GREDIC,KWAHMERE",,,"TURNOVER  by GREDIC,KWAHMERE",2
05:49,"STEAL  by BERGER,RYAN",,,,,,,"STEAL  by BERGER,RYAN",2
05:24,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
05:24,"SUB OUT by ALLISON,BRANDON",,,,,,,"SUB OUT by ALLISON,BRANDON",2
04:50,"MISS LAYUP by BERGER,RYAN",,,,,,,"MISS LAYUP by BERGER,RYAN",2
--,"REBOUND OFF by BERGER,RYAN",,,,,,,"REBOUND OFF by BERGER,RYAN",2
04:44,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
04:44,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
04:42,"GOOD 3PTR by KASTNER,MURRAY",51,,57 (+6),,MILLSAPS 51-57 (-6),,"GOOD 3PTR by KASTNER,MURRAY",2
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",2
04:16,"SUB IN by GRIFFON,JACKSON",,,,,,,"SUB IN by GRIFFON,JACKSON",2
04:16,"SUB OUT by WILSON,KEVIN",,,,,,,"SUB OUT by WILSON,KEVIN",2
04:04,,,,,"MISS 3PTR by MCCOLLUM,RICKEY",,,"MISS 3PTR by MCCOLLUM,RICKEY",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
03:43,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:43,"FOUL  by WILSON,KEVIN",,,,,,,"FOUL  by WILSON,KEVIN",2
03:43,,,,,"MISS FT by SCOTT,JEREMY",,,"MISS FT by SCOTT,JEREMY",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
03:19,"MISS JUMPER by KASTNER,MURRAY",,,,,,,"MISS JUMPER by KASTNER,MURRAY",2
--,,,,,"REBOUND DEF by SCOTT,JEREMY",,,"REBOUND DEF by SCOTT,JEREMY",2
02:25,,,,,"TURNOVER  by SCOTT,JEREMY",,,"TURNOVER  by SCOTT,JEREMY",2
02:24,"STEAL  by KASTNER,MURRAY",,,,,,,"STEAL  by KASTNER,MURRAY",2
02:16,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",53,,57 (+4),,MILLSAPS 53-57 (-4),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
--,"ASSIST  by KASTNER,MURRAY",,,,,,,"ASSIST  by KASTNER,MURRAY",2
02:05,,,,,"SUB IN by SEALS,JORDAN",,,"SUB IN by SEALS,JORDAN",2
02:05,,,,,"SUB OUT by SCOTT,JEREMY",,,"SUB OUT by SCOTT,JEREMY",2
01:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:16,,,,,"TURNOVER  by GREDIC,KWAHMERE",,,"TURNOVER  by GREDIC,KWAHMERE",2
04:16,"STEAL  by CORTESE,NICK",,,,,,,"STEAL  by CORTESE,NICK",2
03:17,"MISS LAYUP by GILLIGAN,TULLY",,,,,,,"MISS LAYUP by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by VEASLEY,LARRY",,,"REBOUND DEF by VEASLEY,LARRY",2
02:36,,,,,"MISS LAYUP by SCOTT,JEREMY",,,"MISS LAYUP by SCOTT,JEREMY",2
--,,,,,"REBOUND OFF by VEASLEY,LARRY",,,"REBOUND OFF by VEASLEY,LARRY",2
02:23,,,,,"MISS JUMPER by BARNS,KELSEY",,,"MISS JUMPER by BARNS,KELSEY",2
--,,,,,"REBOUND OFF by VEASLEY,LARRY",,,"REBOUND OFF by VEASLEY,LARRY",2
01:10,,,,,"MISS 3PTR by VEASLEY,LARRY",,,"MISS 3PTR by VEASLEY,LARRY",2
--,,,,,"REBOUND OFF by BARNS,KELSEY",,,"REBOUND OFF by BARNS,KELSEY",2
01:02,"FOUL  by CORTESE,NICK",,,,,,,"FOUL  by CORTESE,NICK",2
03:02,,53,,58 (+5),"GOOD FT by BARNS,KELSEY",RUST 53-58 (-5),,"GOOD FT by BARNS,KELSEY",2
03:02,,,,,"MISS FT by BARNS,KELSEY",,,"MISS FT by BARNS,KELSEY",2
--,"REBOUND DEF by GILLIGAN,TULLY",,,,,,,"REBOUND DEF by GILLIGAN,TULLY",2
02:39,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND OFF by BERGER,RYAN",,,,,,,"REBOUND OFF by BERGER,RYAN",2
02:30,"GOOD LAYUP by BERGER,RYAN(in the paint)",55,,58 (+3),,MILLSAPS 55-58 (-3),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
02:02,"FOUL  by WILSON,KEVIN",,,,,,,"FOUL  by WILSON,KEVIN",2
02:02,,,,,"MISS FT by BARNS,KELSEY",,,"MISS FT by BARNS,KELSEY",2
--,"REBOUND DEF by CORTESE,NICK",,,,,,,"REBOUND DEF by CORTESE,NICK",2
01:55,"MISS 3PTR by GRIFFON,JACKSON",,,,,,,"MISS 3PTR by GRIFFON,JACKSON",2
--,"REBOUND OFF by BERGER,RYAN",,,,,,,"REBOUND OFF by BERGER,RYAN",2
01:43,"MISS LAYUP by BERGER,RYAN",,,,,,,"MISS LAYUP by BERGER,RYAN",2
--,,,,,"REBOUND DEF by VEASLEY,LARRY",,,"REBOUND DEF by VEASLEY,LARRY",2
01:21,,,,,"MISS 3PTR by MCCOLLUM,RICKEY",,,"MISS 3PTR by MCCOLLUM,RICKEY",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
01:03,"GOOD LAYUP by CORTESE,NICK(in the paint)",57,,58 (+1),,MILLSAPS 57-58 (-1),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
01:28,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:55,,57,,61 (+4),"GOOD 3PTR by GREDIC,KWAHMERE",RUST 57-61 (-4),,"GOOD 3PTR by GREDIC,KWAHMERE",2
00:38,"MISS 3PTR by KASTNER,MURRAY",,,,,,,"MISS 3PTR by KASTNER,MURRAY",2
00:38,,,,,"BLOCK  by BARNS,KELSEY",,,"BLOCK  by BARNS,KELSEY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:27,,,,,"TURNOVER  by GREDIC,KWAHMERE",,,"TURNOVER  by GREDIC,KWAHMERE",2
00:17,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",59,,61 (+2),,MILLSAPS 59-61 (-2),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
00:12,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
00:22,,59,,62 (+3),"GOOD FT by GREDIC,KWAHMERE",RUST 59-62 (-3),,"GOOD FT by GREDIC,KWAHMERE",2
00:22,,,,,"MISS FT by GREDIC,KWAHMERE",,,"MISS FT by GREDIC,KWAHMERE",2
--,"REBOUND DEF by WILSON,KEVIN",,,,,,,"REBOUND DEF by WILSON,KEVIN",2
00:15,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
00:05,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
00:05,,59,,63 (+4),"GOOD FT by SEALS,JORDAN",RUST 59-63 (-4),,"GOOD FT by SEALS,JORDAN",2
00:14,,,,,"MISS FT by SEALS,JORDAN",,,"MISS FT by SEALS,JORDAN",2
--,"REBOUND DEF by WILSON,KEVIN",,,,,,,"REBOUND DEF by WILSON,KEVIN",2
00:04,"GOOD 3PTR by GRIFFON,JACKSON",62,,63 (+1),,MILLSAPS 62-63 (-1),,"GOOD 3PTR by GRIFFON,JACKSON",2
