Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by NOTLEY,CHANDLER",,,,,,,"REBOUND OFF by NOTLEY,CHANDLER",2
16:06,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
16:04,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
15:56,,35,,36 (+1),"GOOD 3PTR by GALVIN,DANIEL",RHO 35-36 (+1),,"GOOD 3PTR by GALVIN,DANIEL",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
15:37,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",2
15:24,,35,,38 (+3),"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 35-38 (+3),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
15:01,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
15:01,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
15:01,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
15:01,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
15:01,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
15:01,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
15:01,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
15:01,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
15:01,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
15:01,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
15:01,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
15:01,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
14:49,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
14:36,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
14:27,,35,,41 (+6),"GOOD 3PTR by LOWRIE,ANDREW",RHO 35-41 (+6),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
14:16,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
14:09,,,,,"MISS LAYUP by SULLIVAN,BRENNAN",,,"MISS LAYUP by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
14:07,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
14:07,,35,,42 (+7),"GOOD FT by GEE,TYLER",RHO 35-42 (+7),,"GOOD FT by GEE,TYLER",2
14:07,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
14:07,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
14:07,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
14:07,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
14:07,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
14:07,"SUB IN by BRADY,RYAN",,,,,,,"SUB IN by BRADY,RYAN",2
14:07,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
14:07,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
14:07,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
14:07,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
14:07,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
14:07,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
14:07,,35,,43 (+8),"GOOD FT by GEE,TYLER",RHO 35-43 (+8),,"GOOD FT by GEE,TYLER",2
13:54,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
13:28,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
13:25,,35,,45 (+10),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 35-45 (+10),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
13:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:18,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
13:18,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
13:06,"GOOD JUMPER by OGLE,JOHN",37,,45 (+8),,HC 37-45 (+8),,"GOOD JUMPER by OGLE,JOHN",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
12:51,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
12:51,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
12:22,"TURNOVER  by OGLE,JOHN",,,,,,,"TURNOVER  by OGLE,JOHN",2
12:22,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
12:22,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
12:08,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
11:55,"GOOD JUMPER by BRADY,RYAN",39,,45 (+6),,HC 39-45 (+6),,"GOOD JUMPER by BRADY,RYAN",2
--,"ASSIST  by PARKER,BRYCE",,,,,,,"ASSIST  by PARKER,BRYCE",2
11:33,,,,,"MISS 3PTR by GEE,TYLER",,,"MISS 3PTR by GEE,TYLER",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
11:18,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
11:07,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
11:07,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:07,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
11:07,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
11:07,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
11:07,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",2
11:07,,39,,46 (+7),"GOOD FT by SULLIVAN,BRENNAN",RHO 39-46 (+7),,"GOOD FT by SULLIVAN,BRENNAN",2
11:07,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
11:07,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
10:57,"GOOD LAYUP by OGLE,JOHN(in the paint)",41,,46 (+5),,HC 41-46 (+5),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
10:35,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by BRADY,RYAN",,,,,,,"REBOUND DEF by BRADY,RYAN",2
10:25,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:14,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
10:13,"STEAL  by BRADY,RYAN",,,,,,,"STEAL  by BRADY,RYAN",2
09:59,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",43,,46 (+3),,HC 43-46 (+3),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
09:59,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
09:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:59,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
09:59,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
09:59,"GOOD FT by BATCHELOR,BRYCE",44,,46 (+2),,HC 44-46 (+2),,"GOOD FT by BATCHELOR,BRYCE",2
09:43,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
09:30,"GOOD JUMPER by OGLE,JOHN(in the paint)",46,,46,,HC 46-46 (0),,"GOOD JUMPER by OGLE,JOHN(in the paint)",2
09:11,"FOUL  by BRADY,RYAN",,,,,,,"FOUL  by BRADY,RYAN",2
09:11,,46,,47 (+1),"GOOD FT by GALVIN,DANIEL",RHO 46-47 (+1),,"GOOD FT by GALVIN,DANIEL",2
09:11,,,,,"MISS FT by GALVIN,DANIEL",,,"MISS FT by GALVIN,DANIEL",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
08:57,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",2
08:34,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
08:33,"STEAL  by NIKOLOVSKI,DREW",,,,,,,"STEAL  by NIKOLOVSKI,DREW",2
08:10,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
07:54,,46,,49 (+3),"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 46-49 (+3),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,,,,,"ASSIST  by LOWRIE,ANDREW",,,"ASSIST  by LOWRIE,ANDREW",2
07:51,"FOUL  by BRADY,RYAN",,,,,,,"FOUL  by BRADY,RYAN",2
07:51,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",2
07:51,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
07:51,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
07:32,"GOOD 3PTR by GARRETT,TRAVIS",49,,49,,HC 49-49 (0),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,"ASSIST  by BRADY,RYAN",,,,,,,"ASSIST  by BRADY,RYAN",2
07:12,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
07:12,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
07:12,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
07:12,,,,,"MISS FT by GALVIN,DANIEL",,,"MISS FT by GALVIN,DANIEL",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
06:50,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
06:36,,,,,"MISS 3PTR by GALVIN,DANIEL",,,"MISS 3PTR by GALVIN,DANIEL",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
06:20,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
06:20,"BLOCK  by OGLE,JOHN",,,,,,,"BLOCK  by OGLE,JOHN",2
--,"REBOUND DEF by BRADY,RYAN",,,,,,,"REBOUND DEF by BRADY,RYAN",2
06:06,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
06:06,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
06:06,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
06:06,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
06:06,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
06:06,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",2
05:48,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:47,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
05:47,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
05:30,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
05:22,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:20,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
05:06,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",2
05:04,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",2
04:48,,49,,52 (+3),"GOOD 3PTR by DARST,DANIEL",RHO 49-52 (+3),,"GOOD 3PTR by DARST,DANIEL",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
04:21,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",51,,52 (+1),,HC 51-52 (+1),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by BATCHELOR,BRYCE",,,,,,,"ASSIST  by BATCHELOR,BRYCE",2
04:21,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",2
04:21,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
04:21,"SUB OUT by BRADY,RYAN",,,,,,,"SUB OUT by BRADY,RYAN",2
04:21,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
04:06,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
04:06,,51,,53 (+2),"GOOD FT by GALVIN,DANIEL",RHO 51-53 (+2),,"GOOD FT by GALVIN,DANIEL",2
04:06,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
04:06,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
04:06,,51,,54 (+3),"GOOD FT by GALVIN,DANIEL",RHO 51-54 (+3),,"GOOD FT by GALVIN,DANIEL",2
04:06,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
04:06,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
03:43,"GOOD 3PTR by GARRETT,TRAVIS",54,,54,,HC 54-54 (0),,"GOOD 3PTR by GARRETT,TRAVIS",2
03:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:33,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
03:33,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
03:33,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
03:33,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:33,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
03:33,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
03:33,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
03:33,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
03:33,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
03:33,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
03:25,,54,,56 (+2),"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 54-56 (+2),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
02:56,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
02:56,"GOOD FT by OGLE,JOHN",55,,56 (+1),,HC 55-56 (+1),,"GOOD FT by OGLE,JOHN",2
02:56,"GOOD FT by OGLE,JOHN",56,,56,,HC 56-56 (0),,"GOOD FT by OGLE,JOHN",2
02:47,,56,,58 (+2),"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",RHO 56-58 (+2),,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",2
02:33,,,,,"FOUL  by LOWRIE,ANDREW",,,"FOUL  by LOWRIE,ANDREW",2
02:33,"GOOD FT by NIKOLOVSKI,DREW",57,,58 (+1),,HC 57-58 (+1),,"GOOD FT by NIKOLOVSKI,DREW",2
02:33,"GOOD FT by NIKOLOVSKI,DREW",58,,58,,HC 58-58 (0),,"GOOD FT by NIKOLOVSKI,DREW",2
02:21,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
02:21,,58,,59 (+1),"GOOD FT by DARST,DANIEL",RHO 58-59 (+1),,"GOOD FT by DARST,DANIEL",2
02:21,,58,,60 (+2),"GOOD FT by DARST,DANIEL",RHO 58-60 (+2),,"GOOD FT by DARST,DANIEL",2
02:21,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
02:21,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
01:59,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
01:59,"GOOD FT by OGLE,JOHN",59,,60 (+1),,HC 59-60 (+1),,"GOOD FT by OGLE,JOHN",2
01:59,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
01:59,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
01:59,"GOOD FT by OGLE,JOHN",60,,60,,HC 60-60 (0),,"GOOD FT by OGLE,JOHN",2
01:50,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
01:45,,60,,62 (+2),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 60-62 (+2),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
01:44,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:44,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
01:44,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
01:29,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
01:28,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
01:14,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
01:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:57,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
00:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:39,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
00:39,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
00:29,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,,,,,"REBOUND OFF by SULLIVAN,BRENNAN",,,"REBOUND OFF by SULLIVAN,BRENNAN",2
00:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:24,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
00:24,,60,,63 (+3),"GOOD FT by SULLIVAN,BRENNAN",RHO 60-63 (+3),,"GOOD FT by SULLIVAN,BRENNAN",2
00:24,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
00:24,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
00:24,,60,,64 (+4),"GOOD FT by SULLIVAN,BRENNAN",RHO 60-64 (+4),,"GOOD FT by SULLIVAN,BRENNAN",2
00:12,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
--,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",,,"REBOUND DEF by BUTTS,KEYSHAWN",2
00:07,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
00:07,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
00:07,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
00:07,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
00:07,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
00:07,,60,,65 (+5),"GOOD FT by SULLIVAN,BRENNAN",RHO 60-65 (+5),,"GOOD FT by SULLIVAN,BRENNAN",2
00:07,,60,,66 (+6),"GOOD FT by SULLIVAN,BRENNAN",RHO 60-66 (+6),,"GOOD FT by SULLIVAN,BRENNAN",2
00:07,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
00:07,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
00:00,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
