Time Remaining,BER,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
07:41,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",2
07:40,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
07:33,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",2
07:33,"FOUL TECH by SPALDING,TANNER",,,,,,,"FOUL TECH by SPALDING,TANNER",2
07:33,,,,,"FOUL TECH by GEE,TYLER",,,"FOUL TECH by GEE,TYLER",2
07:33,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",2
07:33,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
07:33,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",2
07:33,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",2
07:33,,46,,66 (+20),"GOOD FT by GEE,TYLER",RHO 46-66 (+20),,"GOOD FT by GEE,TYLER",2
07:33,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,"REBOUND DEF by SCHERRMAN,BLAKE",,,,,,,"REBOUND DEF by SCHERRMAN,BLAKE",2
07:21,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",2
07:19,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
07:19,"GOOD FT by MCCLOUD,LEE",47,,66 (+19),,BER 47-66 (+19),,"GOOD FT by MCCLOUD,LEE",2
07:19,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
07:19,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
07:19,"GOOD FT by MCCLOUD,LEE",48,,66 (+18),,BER 48-66 (+18),,"GOOD FT by MCCLOUD,LEE",2
07:19,"FOUL  by FORTE,MCCARTY",,,,,,,"FOUL  by FORTE,MCCARTY",2
07:19,,48,,67 (+19),"GOOD FT by WEIR,JJ",RHO 48-67 (+19),,"GOOD FT by WEIR,JJ",2
07:19,,48,,68 (+20),"GOOD FT by WEIR,JJ",RHO 48-68 (+20),,"GOOD FT by WEIR,JJ",2
07:09,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
07:09,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
07:09,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
07:09,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:09,"GOOD FT by JOHNSON,CALEB",49,,68 (+19),,BER 49-68 (+19),,"GOOD FT by JOHNSON,CALEB",2
07:09,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
07:09,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
06:53,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
06:52,"STEAL  by JOHNSON,CALEB",,,,,,,"STEAL  by JOHNSON,CALEB",2
06:48,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",51,,68 (+17),,BER 51-68 (+17),,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",2
06:31,,,,,"MISS LAYUP by LOWRIE,ANDREW",,,"MISS LAYUP by LOWRIE,ANDREW",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:31,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
06:31,"SUB IN by NEWKIRK,KAHLIL",,,,,,,"SUB IN by NEWKIRK,KAHLIL",2
06:31,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
06:13,,51,,70 (+19),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 51-70 (+19),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
06:01,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
06:01,,,,,"BLOCK  by HARRISON,IAN",,,"BLOCK  by HARRISON,IAN",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
06:00,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
06:00,,51,,71 (+20),"GOOD FT by DARST,DANIEL",RHO 51-71 (+20),,"GOOD FT by DARST,DANIEL",2
06:00,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
06:00,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
06:00,,51,,72 (+21),"GOOD FT by DARST,DANIEL",RHO 51-72 (+21),,"GOOD FT by DARST,DANIEL",2
05:55,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
05:55,"MISS FT by NEWKIRK,KAHLIL",,,,,,,"MISS FT by NEWKIRK,KAHLIL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:55,"MISS FT by NEWKIRK,KAHLIL",,,,,,,"MISS FT by NEWKIRK,KAHLIL",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
05:39,,,,,"TURNOVER  by GALVIN,DANIEL",,,"TURNOVER  by GALVIN,DANIEL",2
05:24,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
04:54,,,,,"MISS 3PTR by WEIR,JJ",,,"MISS 3PTR by WEIR,JJ",2
--,"REBOUND DEF by SCHERRMAN,BLAKE",,,,,,,"REBOUND DEF by SCHERRMAN,BLAKE",2
04:40,"MISS 3PTR by JACOBS,OWEN",,,,,,,"MISS 3PTR by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
04:36,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
04:36,,51,,73 (+22),"GOOD FT by HARRISON,IAN",RHO 51-73 (+22),,"GOOD FT by HARRISON,IAN",2
04:36,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
04:36,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
04:36,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
04:36,"SUB OUT by NEWKIRK,KAHLIL",,,,,,,"SUB OUT by NEWKIRK,KAHLIL",2
04:36,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
04:24,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
04:19,"GOOD LAYUP by JACOBS,OWEN(in the paint)",53,,73 (+20),,BER 53-73 (+20),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
04:00,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",2
04:00,,53,,74 (+21),"GOOD FT by SULLIVAN,BRENNAN",RHO 53-74 (+21),,"GOOD FT by SULLIVAN,BRENNAN",2
04:00,,53,,75 (+22),"GOOD FT by SULLIVAN,BRENNAN",RHO 53-75 (+22),,"GOOD FT by SULLIVAN,BRENNAN",2
03:49,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
03:49,"GOOD FT by JACOBS,OWEN",54,,75 (+21),,BER 54-75 (+21),,"GOOD FT by JACOBS,OWEN",2
03:49,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
03:42,"FOUL TECH by JACOBS,OWEN",,,,,,,"FOUL TECH by JACOBS,OWEN",2
03:42,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",2
03:42,,54,,76 (+22),"GOOD FT by SULLIVAN,BRENNAN",RHO 54-76 (+22),,"GOOD FT by SULLIVAN,BRENNAN",2
03:42,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:42,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:42,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
03:42,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
03:13,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
03:12,"STEAL  by ELLINGSWORTH,COLEMAN",,,,,,,"STEAL  by ELLINGSWORTH,COLEMAN",2
03:04,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
03:04,"GOOD FT by MCCLOUD,LEE",55,,76 (+21),,BER 55-76 (+21),,"GOOD FT by MCCLOUD,LEE",2
03:04,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
03:04,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:04,"GOOD FT by MCCLOUD,LEE",56,,76 (+20),,BER 56-76 (+20),,"GOOD FT by MCCLOUD,LEE",2
02:52,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND DEF by SCHERRMAN,BLAKE",,,,,,,"REBOUND DEF by SCHERRMAN,BLAKE",2
02:44,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
02:44,"MISS FT by SCHERRMAN,BLAKE",,,,,,,"MISS FT by SCHERRMAN,BLAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:44,"GOOD FT by SCHERRMAN,BLAKE",57,,76 (+19),,BER 57-76 (+19),,"GOOD FT by SCHERRMAN,BLAKE",2
02:44,"SUB IN by SCHICK,BRANDON",,,,,,,"SUB IN by SCHICK,BRANDON",2
02:44,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
02:38,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
02:38,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
02:35,"MISS 3PTR by SCHERRMAN,BLAKE",,,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",2
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",2
02:30,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
02:27,"FOUL  by SCHERRMAN,BLAKE",,,,,,,"FOUL  by SCHERRMAN,BLAKE",2
02:27,,57,,77 (+20),"GOOD FT by HARRISON,IAN",RHO 57-77 (+20),,"GOOD FT by HARRISON,IAN",2
02:27,,57,,78 (+21),"GOOD FT by HARRISON,IAN",RHO 57-78 (+21),,"GOOD FT by HARRISON,IAN",2
02:19,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",2
02:18,,,,,"STEAL  by HARRISON,IAN",,,"STEAL  by HARRISON,IAN",2
01:52,,57,,80 (+23),"GOOD JUMPER by LOWRIE,ANDREW(in the paint)",RHO 57-80 (+23),,"GOOD JUMPER by LOWRIE,ANDREW(in the paint)",2
01:41,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
01:13,,57,,82 (+25),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 57-82 (+25),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
01:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:11,,,,,"SUB OUT by NYWADA,ANESU",,,"SUB OUT by NYWADA,ANESU",2
01:11,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
01:11,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
01:11,,,,,"SUB OUT by CORNELISON,ZACH",,,"SUB OUT by CORNELISON,ZACH",2
01:11,,,,,"SUB OUT by MCINTYRE,WILL",,,"SUB OUT by MCINTYRE,WILL",2
01:11,,,,,"SUB IN by NYWADA,ANESU",,,"SUB IN by NYWADA,ANESU",2
01:11,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
01:11,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
01:11,,,,,"SUB IN by CORNELISON,ZACH",,,"SUB IN by CORNELISON,ZACH",2
01:11,,,,,"SUB IN by MCINTYRE,WILL",,,"SUB IN by MCINTYRE,WILL",2
01:05,"GOOD 3PTR by SCHICK,BRANDON",60,,82 (+22),,BER 60-82 (+22),,"GOOD 3PTR by SCHICK,BRANDON",2
--,"ASSIST  by SCHERRMAN,BLAKE",,,,,,,"ASSIST  by SCHERRMAN,BLAKE",2
00:51,,60,,84 (+24),"GOOD LAYUP by CORNELISON,ZACH(in the paint)",RHO 60-84 (+24),,"GOOD LAYUP by CORNELISON,ZACH(in the paint)",2
--,,,,,"ASSIST  by SAMSON,VAUGHN",,,"ASSIST  by SAMSON,VAUGHN",2
00:45,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",2
--,"REBOUND OFF by SCHERRMAN,BLAKE",,,,,,,"REBOUND OFF by SCHERRMAN,BLAKE",2
00:40,,,,,"FOUL  by NYWADA,ANESU",,,"FOUL  by NYWADA,ANESU",2
00:40,"GOOD FT by SCHERRMAN,BLAKE",61,,84 (+23),,BER 61-84 (+23),,"GOOD FT by SCHERRMAN,BLAKE",2
00:40,"SUB OUT by NEWKIRK,KAHLIL",,,,,,,"SUB OUT by NEWKIRK,KAHLIL",2
00:40,"SUB OUT by SCHERRMAN,BLAKE",,,,,,,"SUB OUT by SCHERRMAN,BLAKE",2
00:40,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
00:40,"SUB OUT by SCHICK,BRANDON",,,,,,,"SUB OUT by SCHICK,BRANDON",2
00:40,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
00:40,"SUB IN by NEWKIRK,KAHLIL",,,,,,,"SUB IN by NEWKIRK,KAHLIL",2
00:40,"SUB IN by SCHERRMAN,BLAKE",,,,,,,"SUB IN by SCHERRMAN,BLAKE",2
00:40,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
00:40,"SUB IN by SCHICK,BRANDON",,,,,,,"SUB IN by SCHICK,BRANDON",2
00:40,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
00:40,"GOOD FT by SCHERRMAN,BLAKE",62,,84 (+22),,BER 62-84 (+22),,"GOOD FT by SCHERRMAN,BLAKE",2
00:40,"FOUL  by SCHERRMAN,BLAKE",,,,,,,"FOUL  by SCHERRMAN,BLAKE",2
00:40,,62,,85 (+23),"GOOD FT by NYWADA,ANESU",RHO 62-85 (+23),,"GOOD FT by NYWADA,ANESU",2
00:40,,62,,86 (+24),"GOOD FT by NYWADA,ANESU",RHO 62-86 (+24),,"GOOD FT by NYWADA,ANESU",2
00:35,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",64,,86 (+22),,BER 64-86 (+22),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
00:21,,,,,"TURNOVER  by DALTON,PRICE",,,"TURNOVER  by DALTON,PRICE",2
00:20,"STEAL  by NEWKIRK,KAHLIL",,,,,,,"STEAL  by NEWKIRK,KAHLIL",2
00:18,,,,,"FOUL  by MCINTYRE,WILL",,,"FOUL  by MCINTYRE,WILL",2
00:18,"GOOD FT by FORTE,MCCARTY",65,,86 (+21),,BER 65-86 (+21),,"GOOD FT by FORTE,MCCARTY",2
00:18,"GOOD FT by FORTE,MCCARTY",66,,86 (+20),,BER 66-86 (+20),,"GOOD FT by FORTE,MCCARTY",2
