Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,SEW,Game Score,Team Indicator,Play,Period
16:51,,,,,"MISS JUMPER by JONES,CODY",,,"MISS JUMPER by JONES,CODY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:47,"SUB IN by GALVIN,DANIEL",,,,,,,"SUB IN by GALVIN,DANIEL",2
16:47,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
16:47,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
16:47,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
16:47,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
16:47,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
16:25,"GOOD 3PTR by SULLIVAN,BRENNAN",31,,39 (+8),,RHO 31-39 (-8),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
16:10,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
16:04,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",2
16:01,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",2
15:51,"TURNOVER  by DALTON,PRICE",,,,,,,"TURNOVER  by DALTON,PRICE",2
15:34,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",2
15:34,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
15:34,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
15:28,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",2
15:28,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
15:28,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
15:28,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
15:28,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
15:10,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
15:10,"MISS FT by GALVIN,DANIEL",,,,,,,"MISS FT by GALVIN,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:10,"GOOD FT by GALVIN,DANIEL",32,,39 (+7),,RHO 32-39 (-7),,"GOOD FT by GALVIN,DANIEL",2
15:10,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
15:10,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
14:44,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",2
14:42,"STEAL  by MCINTYRE,WILL",,,,,,,"STEAL  by MCINTYRE,WILL",2
14:34,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",34,,39 (+5),,RHO 34-39 (-5),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
14:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:24,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
14:24,"SUB OUT by GALVIN,DANIEL",,,,,,,"SUB OUT by GALVIN,DANIEL",2
14:17,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
14:17,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
14:17,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
14:17,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
14:12,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
14:12,"SUB IN by DARBY,MYLES",,,,,,,"SUB IN by DARBY,MYLES",2
14:12,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
14:12,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
14:11,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
14:09,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",2
14:04,"MISS JUMPER by WEIR,JJ",,,,,,,"MISS JUMPER by WEIR,JJ",2
14:04,,,,,"BLOCK  by BUESCHER,HUNTER",,,"BLOCK  by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",2
13:57,,34,,42 (+8),"GOOD 3PTR by STONE,BRODY",SEW 34-42 (-8),,"GOOD 3PTR by STONE,BRODY",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
13:37,"TURNOVER  by DALTON,PRICE",,,,,,,"TURNOVER  by DALTON,PRICE",2
13:37,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
13:37,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
13:15,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
13:02,"MISS JUMPER by GEE,TYLER",,,,,,,"MISS JUMPER by GEE,TYLER",2
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",2
12:56,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",2
12:56,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
12:56,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
12:56,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
12:56,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
12:54,,34,,44 (+10),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEW 34-44 (-10),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
12:37,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
12:37,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
12:37,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
12:24,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
12:24,"SUB IN by NYWADA,ANESU",,,,,,,"SUB IN by NYWADA,ANESU",2
12:24,"SUB OUT by DARBY,MYLES",,,,,,,"SUB OUT by DARBY,MYLES",2
12:20,"MISS LAYUP by MCINTYRE,WILL",,,,,,,"MISS LAYUP by MCINTYRE,WILL",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
11:59,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,,,,,"REBOUND OFF by MCCULLOUGH,JACOB",,,"REBOUND OFF by MCCULLOUGH,JACOB",2
11:57,"FOUL  by MCINTYRE,WILL",,,,,,,"FOUL  by MCINTYRE,WILL",2
11:57,,34,,45 (+11),"GOOD FT by MCCULLOUGH,JACOB",SEW 34-45 (-11),,"GOOD FT by MCCULLOUGH,JACOB",2
11:57,,,,,"MISS FT by MCCULLOUGH,JACOB",,,"MISS FT by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
11:57,"SUB IN by GALVIN,DANIEL",,,,,,,"SUB IN by GALVIN,DANIEL",2
11:57,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
11:48,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",36,,45 (+9),,RHO 36-45 (-9),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,"ASSIST  by BUTTS,KEYSHAWN",,,,,,,"ASSIST  by BUTTS,KEYSHAWN",2
11:31,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
11:18,"TURNOVER  by BUTTS,KEYSHAWN",,,,,,,"TURNOVER  by BUTTS,KEYSHAWN",2
11:15,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",2
11:09,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
11:09,,36,,46 (+10),"GOOD FT by CARTER,KESHONN",SEW 36-46 (-10),,"GOOD FT by CARTER,KESHONN",2
11:09,,36,,47 (+11),"GOOD FT by CARTER,KESHONN",SEW 36-47 (-11),,"GOOD FT by CARTER,KESHONN",2
11:09,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
11:09,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
11:09,"SUB OUT by NYWADA,ANESU",,,,,,,"SUB OUT by NYWADA,ANESU",2
11:09,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
11:09,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
11:09,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
11:09,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
11:09,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
10:59,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
10:40,,,,,"MISS LAYUP by CALDWELL,CAM",,,"MISS LAYUP by CALDWELL,CAM",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
10:29,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
10:29,"GOOD FT by GEE,TYLER",37,,47 (+10),,RHO 37-47 (-10),,"GOOD FT by GEE,TYLER",2
10:29,"GOOD FT by GEE,TYLER",38,,47 (+9),,RHO 38-47 (-9),,"GOOD FT by GEE,TYLER",2
10:29,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
10:29,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
10:02,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",,,"MISS 3PTR by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
09:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:55,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
09:55,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
09:55,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",2
09:55,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
09:39,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by GALVIN,DANIEL",,,,,,,"REBOUND DEF by GALVIN,DANIEL",2
09:31,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
09:13,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
09:13,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
09:11,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
09:11,,,,,"MISS FT by BROWN,SETH",,,"MISS FT by BROWN,SETH",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
09:11,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
09:11,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
09:11,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
09:11,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
09:02,"TURNOVER  by LOWRIE,ANDREW",,,,,,,"TURNOVER  by LOWRIE,ANDREW",2
09:00,,,,,"STEAL  by JONES,CODY",,,"STEAL  by JONES,CODY",2
08:56,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
08:54,"STEAL  by GALVIN,DANIEL",,,,,,,"STEAL  by GALVIN,DANIEL",2
08:45,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:45,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
08:45,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
08:30,"GOOD 3PTR by LOWRIE,ANDREW",41,,47 (+6),,RHO 41-47 (-6),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
08:14,"FOUL  by GALVIN,DANIEL",,,,,,,"FOUL  by GALVIN,DANIEL",2
08:14,,41,,48 (+7),"GOOD FT by BROWN,SETH",SEW 41-48 (-7),,"GOOD FT by BROWN,SETH",2
08:14,,41,,49 (+8),"GOOD FT by BROWN,SETH",SEW 41-49 (-8),,"GOOD FT by BROWN,SETH",2
08:14,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
08:14,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
08:14,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",2
08:14,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
08:05,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",43,,49 (+6),,RHO 43-49 (-6),,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",2
07:50,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
07:50,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",2
07:50,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
07:50,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
07:42,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",45,,49 (+4),,RHO 45-49 (-4),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,"ASSIST  by SULLIVAN,BRENNAN",,,,,,,"ASSIST  by SULLIVAN,BRENNAN",2
07:22,,,,,"MISS LAYUP by STONE,BRODY",,,"MISS LAYUP by STONE,BRODY",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
07:07,"MISS JUMPER by GEE,TYLER",,,,,,,"MISS JUMPER by GEE,TYLER",2
07:07,,,,,"BLOCK  by STONE,BRODY",,,"BLOCK  by STONE,BRODY",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
07:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:02,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
07:02,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
07:02,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
07:02,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
07:02,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
07:02,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
06:49,,,,,"MISS LAYUP by MCCULLOUGH,JACOB",,,"MISS LAYUP by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",2
06:23,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",2
06:22,,,,,"STEAL  by TOME,MATT",,,"STEAL  by TOME,MATT",2
06:04,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:39,"MISS JUMPER by GALVIN,DANIEL",,,,,,,"MISS JUMPER by GALVIN,DANIEL",2
05:39,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
05:30,,45,,51 (+6),"GOOD LAYUP by JONES,CODY(in the paint)",SEW 45-51 (-6),,"GOOD LAYUP by JONES,CODY(in the paint)",2
05:14,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
04:53,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
04:53,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:53,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
04:53,"SUB OUT by GALVIN,DANIEL",,,,,,,"SUB OUT by GALVIN,DANIEL",2
04:31,"GOOD JUMPER by WEIR,JJ",47,,51 (+4),,RHO 47-51 (-4),,"GOOD JUMPER by WEIR,JJ",2
--,"ASSIST  by MCINTYRE,WILL",,,,,,,"ASSIST  by MCINTYRE,WILL",2
04:09,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
04:07,"STEAL  by WEIR,JJ",,,,,,,"STEAL  by WEIR,JJ",2
04:05,"GOOD LAYUP by WEIR,JJ(fastbreak)(in the paint)",49,,51 (+2),,RHO 49-51 (-2),,"GOOD LAYUP by WEIR,JJ(fastbreak)(in the paint)",2
03:37,,49,,53 (+4),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEW 49-53 (-4),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,,,,,"ASSIST  by JONES,CODY",,,"ASSIST  by JONES,CODY",2
03:24,"MISS LAYUP by LOWRIE,ANDREW",,,,,,,"MISS LAYUP by LOWRIE,ANDREW",2
--,"REBOUND OFF by WEIR,JJ",,,,,,,"REBOUND OFF by WEIR,JJ",2
03:20,"SUB IN by GALVIN,DANIEL",,,,,,,"SUB IN by GALVIN,DANIEL",2
03:20,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
03:08,"GOOD 3PTR by GEE,TYLER",52,,53 (+1),,RHO 52-53 (-1),,"GOOD 3PTR by GEE,TYLER",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
03:00,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
03:00,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
02:42,,52,,56 (+4),"GOOD 3PTR by TOME,MATT",SEW 52-56 (-4),,"GOOD 3PTR by TOME,MATT",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
02:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:35,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
02:35,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
02:05,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",54,,56 (+2),,RHO 54-56 (-2),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
01:42,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",2
01:41,"STEAL  by SULLIVAN,BRENNAN",,,,,,,"STEAL  by SULLIVAN,BRENNAN",2
01:12,"MISS LAYUP by SULLIVAN,BRENNAN",,,,,,,"MISS LAYUP by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",2
00:43,,54,,59 (+5),"GOOD 3PTR by JONES,CODY",SEW 54-59 (-5),,"GOOD 3PTR by JONES,CODY",2
00:42,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
00:42,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
00:42,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
00:42,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
00:27,"MISS JUMPER by GALVIN,DANIEL",,,,,,,"MISS JUMPER by GALVIN,DANIEL",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
00:22,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
00:22,,54,,60 (+6),"GOOD FT by BORN,CLAY",SEW 54-60 (-6),,"GOOD FT by BORN,CLAY",2
00:22,,54,,61 (+7),"GOOD FT by BORN,CLAY",SEW 54-61 (-7),,"GOOD FT by BORN,CLAY",2
00:22,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
00:22,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",2
00:16,"MISS LAYUP by WEIR,JJ",,,,,,,"MISS LAYUP by WEIR,JJ",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
00:13,"FOUL  by GALVIN,DANIEL",,,,,,,"FOUL  by GALVIN,DANIEL",2
00:13,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:13,,54,,62 (+8),"GOOD FT by STONE,BRODY",SEW 54-62 (-8),,"GOOD FT by STONE,BRODY",2
00:13,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",2
00:13,"SUB OUT by GALVIN,DANIEL",,,,,,,"SUB OUT by GALVIN,DANIEL",2
00:07,"GOOD 3PTR by MCINTYRE,WILL",57,,62 (+5),,RHO 57-62 (-5),,"GOOD 3PTR by MCINTYRE,WILL",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
00:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:06,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
00:06,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
00:05,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",2
00:05,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:05,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
00:05,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
00:05,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
00:05,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
00:05,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
00:00,"MISS 3PTR by GEE,TYLER",,,,,,,"MISS 3PTR by GEE,TYLER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
