Time Remaining,AUR,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
03:18,"FOUL  by LAGRONE,JEREMY",,,,,,,"FOUL  by LAGRONE,JEREMY",2
03:18,,,,,"MISS FT by WEIR,JJ",,,"MISS FT by WEIR,JJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:18,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
03:18,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
03:18,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
03:18,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:18,,,,,"MISS FT by WEIR,JJ",,,"MISS FT by WEIR,JJ",2
--,"REBOUND DEF by STOKES,KALMON",,,,,,,"REBOUND DEF by STOKES,KALMON",2
03:06,"TURNOVER  by KLADIS,NICK",,,,,,,"TURNOVER  by KLADIS,NICK",2
03:06,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
03:06,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
02:54,"FOUL  by LYNN,JOSH",,,,,,,"FOUL  by LYNN,JOSH",2
02:54,,76,,82 (+6),"GOOD FT by GALVIN,DANIEL",RHO 76-82 (+6),,"GOOD FT by GALVIN,DANIEL",2
02:54,"SUB IN by FRITSCH,CHRIS",,,,,,,"SUB IN by FRITSCH,CHRIS",2
02:54,"SUB OUT by LYNN,JOSH",,,,,,,"SUB OUT by LYNN,JOSH",2
02:54,,76,,83 (+7),"GOOD FT by GALVIN,DANIEL",RHO 76-83 (+7),,"GOOD FT by GALVIN,DANIEL",2
02:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:54,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
02:54,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
02:54,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
02:54,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
02:54,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
02:54,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
02:54,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
02:54,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
02:54,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
02:54,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
02:47,"GOOD LAYUP by HALL,TYLER(in the paint)",78,,83 (+5),,AUR 78-83 (+5),,"GOOD LAYUP by HALL,TYLER(in the paint)",2
02:46,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
02:46,"MISS FT by HALL,TYLER",,,,,,,"MISS FT by HALL,TYLER",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
02:30,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
02:30,"STEAL  by LAGRONE,JEREMY",,,,,,,"STEAL  by LAGRONE,JEREMY",2
02:19,"GOOD 3PTR by HALL,TYLER",81,,83 (+2),,AUR 81-83 (+2),,"GOOD 3PTR by HALL,TYLER",2
--,"ASSIST  by STOKES,KALMON",,,,,,,"ASSIST  by STOKES,KALMON",2
01:58,"FOUL  by STOKES,KALMON",,,,,,,"FOUL  by STOKES,KALMON",2
01:58,"SUB IN by LAGRONE,JORDAN",,,,,,,"SUB IN by LAGRONE,JORDAN",2
01:58,"SUB OUT by STOKES,KALMON",,,,,,,"SUB OUT by STOKES,KALMON",2
01:58,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:58,,81,,84 (+3),"GOOD FT by GEE,TYLER",RHO 81-84 (+3),,"GOOD FT by GEE,TYLER",2
01:47,"TURNOVER  by HALL,TYLER",,,,,,,"TURNOVER  by HALL,TYLER",2
01:47,"FOUL  by HALL,TYLER",,,,,,,"FOUL  by HALL,TYLER",2
01:47,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
01:47,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
01:47,"SUB IN by DUNN,MATT",,,,,,,"SUB IN by DUNN,MATT",2
01:47,"SUB OUT by HALL,TYLER",,,,,,,"SUB OUT by HALL,TYLER",2
01:26,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by KLADIS,NICK",,,,,,,"REBOUND DEF by KLADIS,NICK",2
01:19,"TURNOVER  by LAGRONE,JEREMY",,,,,,,"TURNOVER  by LAGRONE,JEREMY",2
00:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:50,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,"REBOUND DEF by FRITSCH,CHRIS",,,,,,,"REBOUND DEF by FRITSCH,CHRIS",2
00:28,"GOOD 3PTR by LAGRONE,JORDAN",84,,84,,AUR 84-84 (0),,"GOOD 3PTR by LAGRONE,JORDAN",2
--,"ASSIST  by LAGRONE,JEREMY",,,,,,,"ASSIST  by LAGRONE,JEREMY",2
00:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:03,,,,,"TURNOVER  by BUTTS,KEYSHAWN",,,"TURNOVER  by BUTTS,KEYSHAWN",2
00:03,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
00:03,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
00:03,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
00:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:02,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
00:02,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
00:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:00,"TURNOVER  by DUNN,MATT",,,,,,,"TURNOVER  by DUNN,MATT",2
00:00,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
00:00,,,,,"MISS 3PTR by WEIR,JJ",,,"MISS 3PTR by WEIR,JJ",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:47,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",3
04:47,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",3
04:47,"SUB OUT by DUNN,MATT",,,,,,,"SUB OUT by DUNN,MATT",3
04:47,"SUB OUT by KLADIS,NICK",,,,,,,"SUB OUT by KLADIS,NICK",3
04:47,"SUB OUT by LAGRONE,JORDAN",,,,,,,"SUB OUT by LAGRONE,JORDAN",3
04:47,"SUB OUT by LAGRONE,JEREMY",,,,,,,"SUB OUT by LAGRONE,JEREMY",3
04:47,"SUB OUT by FRITSCH,CHRIS",,,,,,,"SUB OUT by FRITSCH,CHRIS",3
04:47,"SUB IN by DUNN,MATT",,,,,,,"SUB IN by DUNN,MATT",3
04:47,"SUB IN by KLADIS,NICK",,,,,,,"SUB IN by KLADIS,NICK",3
04:47,"SUB IN by LAGRONE,JORDAN",,,,,,,"SUB IN by LAGRONE,JORDAN",3
04:47,"SUB IN by LAGRONE,JEREMY",,,,,,,"SUB IN by LAGRONE,JEREMY",3
04:47,"SUB IN by FRITSCH,CHRIS",,,,,,,"SUB IN by FRITSCH,CHRIS",3
04:47,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",3
04:47,,,,,"TURNOVER  by GALVIN,DANIEL",,,"TURNOVER  by GALVIN,DANIEL",3
04:31,"GOOD 3PTR by FRITSCH,CHRIS",87 (+3),,84,,AUR 87-84 (-3),,"GOOD 3PTR by FRITSCH,CHRIS",3
--,"ASSIST  by LAGRONE,JEREMY",,,,,,,"ASSIST  by LAGRONE,JEREMY",3
03:55,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",3
--,"REBOUND DEF by FRITSCH,CHRIS",,,,,,,"REBOUND DEF by FRITSCH,CHRIS",3
03:41,"GOOD 3PTR by LAGRONE,JEREMY",90 (+6),,84,,AUR 90-84 (-6),,"GOOD 3PTR by LAGRONE,JEREMY",3
03:17,,90 (+4),,86,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 90-86 (-4),,"GOOD LAYUP by DARST,DANIEL(in the paint)",3
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",3
02:57,"GOOD 3PTR by KLADIS,NICK",93 (+7),,86,,AUR 93-86 (-7),,"GOOD 3PTR by KLADIS,NICK",3
--,"ASSIST  by LAGRONE,JEREMY",,,,,,,"ASSIST  by LAGRONE,JEREMY",3
02:43,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",3
--,"REBOUND DEF by DUNN,MATT",,,,,,,"REBOUND DEF by DUNN,MATT",3
02:13,"MISS 3PTR by FRITSCH,CHRIS",,,,,,,"MISS 3PTR by FRITSCH,CHRIS",3
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",3
02:09,"FOUL  by DUNN,MATT",,,,,,,"FOUL  by DUNN,MATT",3
02:09,,93 (+6),,87,"GOOD FT by GEE,TYLER",RHO 93-87 (-6),,"GOOD FT by GEE,TYLER",3
02:09,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",3
02:09,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",3
02:09,,93 (+5),,88,"GOOD FT by GEE,TYLER",RHO 93-88 (-5),,"GOOD FT by GEE,TYLER",3
01:50,"GOOD LAYUP by FRITSCH,CHRIS(in the paint)",95 (+7),,88,,AUR 95-88 (-7),,"GOOD LAYUP by FRITSCH,CHRIS(in the paint)",3
--,"ASSIST  by LAGRONE,JEREMY",,,,,,,"ASSIST  by LAGRONE,JEREMY",3
01:39,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",3
--,"REBOUND DEF by LAGRONE,JORDAN",,,,,,,"REBOUND DEF by LAGRONE,JORDAN",3
01:27,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",3
01:27,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",3
01:27,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",3
01:27,"GOOD FT by LAGRONE,JEREMY",96 (+8),,88,,AUR 96-88 (-8),,"GOOD FT by LAGRONE,JEREMY",3
01:27,"GOOD FT by LAGRONE,JEREMY",97 (+9),,88,,AUR 97-88 (-9),,"GOOD FT by LAGRONE,JEREMY",3
01:19,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",3
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",3
01:15,"FOUL  by LAGRONE,JEREMY",,,,,,,"FOUL  by LAGRONE,JEREMY",3
01:15,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
01:15,,97 (+8),,89,"GOOD FT by DARST,DANIEL",RHO 97-89 (-8),,"GOOD FT by DARST,DANIEL",3
01:12,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",3
01:12,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",3
01:12,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",3
01:12,"GOOD FT by KLADIS,NICK",98 (+9),,89,,AUR 98-89 (-9),,"GOOD FT by KLADIS,NICK",3
01:12,"GOOD FT by KLADIS,NICK",99 (+10),,89,,AUR 99-89 (-10),,"GOOD FT by KLADIS,NICK",3
01:05,,99 (+7),,92,"GOOD 3PTR by GALVIN,DANIEL",RHO 99-92 (-7),,"GOOD 3PTR by GALVIN,DANIEL",3
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",3
00:54,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",3
00:54,"GOOD FT by LAGRONE,JORDAN",100 (+8),,92,,AUR 100-92 (-8),,"GOOD FT by LAGRONE,JORDAN",3
00:54,"GOOD FT by LAGRONE,JORDAN",101 (+9),,92,,AUR 101-92 (-9),,"GOOD FT by LAGRONE,JORDAN",3
00:44,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",3
--,"REBOUND DEF by FRITSCH,CHRIS",,,,,,,"REBOUND DEF by FRITSCH,CHRIS",3
00:34,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",3
00:34,"GOOD FT by KLADIS,NICK",102 (+10),,92,,AUR 102-92 (-10),,"GOOD FT by KLADIS,NICK",3
00:34,"GOOD FT by KLADIS,NICK",103 (+11),,92,,AUR 103-92 (-11),,"GOOD FT by KLADIS,NICK",3
00:27,,103 (+8),,95,"GOOD 3PTR by GALVIN,DANIEL",RHO 103-95 (-8),,"GOOD 3PTR by GALVIN,DANIEL",3
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",3
00:18,"GOOD LAYUP by KLADIS,NICK(in the paint)",105 (+10),,95,,AUR 105-95 (-10),,"GOOD LAYUP by KLADIS,NICK(in the paint)",3
--,"ASSIST  by LAGRONE,JEREMY",,,,,,,"ASSIST  by LAGRONE,JEREMY",3
00:08,,,,,"MISS 3PTR by GALVIN,DANIEL",,,"MISS 3PTR by GALVIN,DANIEL",3
--,"REBOUND DEF by FRITSCH,CHRIS",,,,,,,"REBOUND DEF by FRITSCH,CHRIS",3
00:03,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",3
00:03,"GOOD FT by FRITSCH,CHRIS",106 (+11),,95,,AUR 106-95 (-11),,"GOOD FT by FRITSCH,CHRIS",3
00:03,"GOOD FT by FRITSCH,CHRIS",107 (+12),,95,,AUR 107-95 (-12),,"GOOD FT by FRITSCH,CHRIS",3
