Time Remaining,UC,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",1
16:38,"GOOD LAYUP by CRAIN,WILL(in the paint)",7,,10 (+3),,UC 7-10 (+3),,"GOOD LAYUP by CRAIN,WILL(in the paint)",1
--,"ASSIST  by PONCE,JARED",,,,,,,"ASSIST  by PONCE,JARED",1
16:16,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",1
16:16,"STEAL  by CRAIN,WILL",,,,,,,"STEAL  by CRAIN,WILL",1
15:54,"MISS LAYUP by GABBARD,SAM",,,,,,,"MISS LAYUP by GABBARD,SAM",1
--,"REBOUND OFF by GABBARD,SAM",,,,,,,"REBOUND OFF by GABBARD,SAM",1
15:46,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",1
15:46,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
15:46,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",1
15:38,"TURNOVER  by MARLOW,ADAM",,,,,,,"TURNOVER  by MARLOW,ADAM",1
15:38,,,,,"STEAL  by BUTTS,KEYSHAWN",,,"STEAL  by BUTTS,KEYSHAWN",1
15:24,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",1
--,"REBOUND DEF by CRAIN,WILL",,,,,,,"REBOUND DEF by CRAIN,WILL",1
15:08,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",1
15:08,"SUB OUT by PONCE,MATTHEW",,,,,,,"SUB OUT by PONCE,MATTHEW",1
15:08,"SUB OUT by PONCE,JARED",,,,,,,"SUB OUT by PONCE,JARED",1
15:08,"SUB OUT by CILIA,COREY",,,,,,,"SUB OUT by CILIA,COREY",1
15:08,"SUB OUT by MARLOW,ADAM",,,,,,,"SUB OUT by MARLOW,ADAM",1
15:08,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",1
15:08,"SUB IN by PONCE,MATTHEW",,,,,,,"SUB IN by PONCE,MATTHEW",1
15:08,"SUB IN by PONCE,JARED",,,,,,,"SUB IN by PONCE,JARED",1
15:08,"SUB IN by GABBARD,SAM",,,,,,,"SUB IN by GABBARD,SAM",1
15:08,"SUB IN by DORFMAN,BEN",,,,,,,"SUB IN by DORFMAN,BEN",1
15:08,"SUB IN by CREIGHTON,KYLE",,,,,,,"SUB IN by CREIGHTON,KYLE",1
15:05,"TURNOVER  by PONCE,MATTHEW",,,,,,,"TURNOVER  by PONCE,MATTHEW",1
15:05,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",1
14:44,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",1
14:44,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",1
14:44,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
14:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
14:44,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
14:44,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",1
14:28,"TURNOVER  by DORFMAN,BEN",,,,,,,"TURNOVER  by DORFMAN,BEN",1
14:28,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
14:28,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
14:16,,,,,"MISS LAYUP by HARRISON,IAN",,,"MISS LAYUP by HARRISON,IAN",1
--,"REBOUND DEF by GABBARD,SAM",,,,,,,"REBOUND DEF by GABBARD,SAM",1
13:48,"TURNOVER  by GABBARD,SAM",,,,,,,"TURNOVER  by GABBARD,SAM",1
13:20,,,,,"MISS LAYUP by LOWRIE,ANDREW",,,"MISS LAYUP by LOWRIE,ANDREW",1
--,"REBOUND DEF by DORFMAN,BEN",,,,,,,"REBOUND DEF by DORFMAN,BEN",1
13:09,"TURNOVER  by PONCE,MATTHEW",,,,,,,"TURNOVER  by PONCE,MATTHEW",1
13:09,,,,,"STEAL  by GALVIN,DANIEL",,,"STEAL  by GALVIN,DANIEL",1
13:02,,,,,"TURNOVER  by GALVIN,DANIEL",,,"TURNOVER  by GALVIN,DANIEL",1
13:02,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",1
13:02,"SUB IN by CRAIN,WILL",,,,,,,"SUB IN by CRAIN,WILL",1
13:02,"SUB OUT by GABBARD,SAM",,,,,,,"SUB OUT by GABBARD,SAM",1
12:43,"TURNOVER  by PONCE,MATTHEW",,,,,,,"TURNOVER  by PONCE,MATTHEW",1
12:43,,,,,"STEAL  by GALVIN,DANIEL",,,"STEAL  by GALVIN,DANIEL",1
12:28,,7,,12 (+5),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 7-12 (+5),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
--,,,,,"ASSIST  by LOWRIE,ANDREW",,,"ASSIST  by LOWRIE,ANDREW",1
12:13,"MISS LAYUP by PONCE,JARED",,,,,,,"MISS LAYUP by PONCE,JARED",1
--,"REBOUND OFF by CREIGHTON,KYLE",,,,,,,"REBOUND OFF by CREIGHTON,KYLE",1
12:07,"GOOD 3PTR by DORFMAN,BEN",10,,12 (+2),,UC 10-12 (+2),,"GOOD 3PTR by DORFMAN,BEN",1
--,"ASSIST  by CREIGHTON,KYLE",,,,,,,"ASSIST  by CREIGHTON,KYLE",1
11:49,"FOUL  by CRAIN,WILL",,,,,,,"FOUL  by CRAIN,WILL",1
11:49,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
11:49,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
11:34,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",1
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",1
11:32,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",1
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",1
11:30,,10,,14 (+4),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 10-14 (+4),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
11:01,"GOOD JUMPER by PONCE,JARED",12,,14 (+2),,UC 12-14 (+2),,"GOOD JUMPER by PONCE,JARED",1
10:37,,12,,17 (+5),"GOOD 3PTR by WEIR,JJ",RHO 12-17 (+5),,"GOOD 3PTR by WEIR,JJ",1
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",1
10:16,"GOOD LAYUP by CREIGHTON,KYLE(in the paint)",14,,17 (+3),,UC 14-17 (+3),,"GOOD LAYUP by CREIGHTON,KYLE(in the paint)",1
--,"ASSIST  by DORFMAN,BEN",,,,,,,"ASSIST  by DORFMAN,BEN",1
09:54,,,,,"TURNOVER  by GALVIN,DANIEL",,,"TURNOVER  by GALVIN,DANIEL",1
09:54,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
09:54,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",1
09:54,"SUB OUT by PONCE,MATTHEW",,,,,,,"SUB OUT by PONCE,MATTHEW",1
09:54,"SUB OUT by PONCE,JARED",,,,,,,"SUB OUT by PONCE,JARED",1
09:54,"SUB OUT by CILIA,COREY",,,,,,,"SUB OUT by CILIA,COREY",1
09:54,"SUB OUT by MARLOW,ADAM",,,,,,,"SUB OUT by MARLOW,ADAM",1
09:54,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",1
09:54,"SUB IN by PONCE,MATTHEW",,,,,,,"SUB IN by PONCE,MATTHEW",1
09:54,"SUB IN by PONCE,JARED",,,,,,,"SUB IN by PONCE,JARED",1
09:54,"SUB IN by CILIA,COREY",,,,,,,"SUB IN by CILIA,COREY",1
09:54,"SUB IN by GABBARD,SAM",,,,,,,"SUB IN by GABBARD,SAM",1
09:54,"SUB IN by CRAIN,WILL",,,,,,,"SUB IN by CRAIN,WILL",1
09:29,"MISS LAYUP by GABBARD,SAM",,,,,,,"MISS LAYUP by GABBARD,SAM",1
--,"REBOUND OFF by GABBARD,SAM",,,,,,,"REBOUND OFF by GABBARD,SAM",1
09:26,"GOOD LAYUP by GABBARD,SAM(in the paint)",16,,17 (+1),,UC 16-17 (+1),,"GOOD LAYUP by GABBARD,SAM(in the paint)",1
09:24,"FOUL  by GABBARD,SAM",,,,,,,"FOUL  by GABBARD,SAM",1
09:19,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",1
09:03,"MISS 3PTR by PONCE,JARED",,,,,,,"MISS 3PTR by PONCE,JARED",1
--,"REBOUND OFF by GABBARD,SAM",,,,,,,"REBOUND OFF by GABBARD,SAM",1
08:58,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",1
08:58,"GOOD FT by GABBARD,SAM",17,,17,,UC 17-17 (0),,"GOOD FT by GABBARD,SAM",1
08:58,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",1
08:58,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
08:58,"GOOD FT by GABBARD,SAM",18 (+1),,17,,UC 18-17 (-1),,"GOOD FT by GABBARD,SAM",1
08:58,"SUB IN by DORFMAN,BEN",,,,,,,"SUB IN by DORFMAN,BEN",1
08:58,"SUB OUT by PONCE,JARED",,,,,,,"SUB OUT by PONCE,JARED",1
08:44,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",1
--,"REBOUND DEF by CILIA,COREY",,,,,,,"REBOUND DEF by CILIA,COREY",1
08:30,"MISS JUMPER by CILIA,COREY",,,,,,,"MISS JUMPER by CILIA,COREY",1
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",1
08:21,"FOUL  by PONCE,MATTHEW",,,,,,,"FOUL  by PONCE,MATTHEW",1
08:21,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",1
08:21,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
08:21,"SUB IN by MARLOW,ADAM",,,,,,,"SUB IN by MARLOW,ADAM",1
08:21,"SUB OUT by PONCE,MATTHEW",,,,,,,"SUB OUT by PONCE,MATTHEW",1
08:08,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",1
--,"REBOUND DEF by CRAIN,WILL",,,,,,,"REBOUND DEF by CRAIN,WILL",1
08:04,"GOOD JUMPER by DORFMAN,BEN",20 (+3),,17,,UC 20-17 (-3),,"GOOD JUMPER by DORFMAN,BEN",1
07:30,,,,,"MISS 3PTR by GALVIN,DANIEL",,,"MISS 3PTR by GALVIN,DANIEL",1
--,,,,,"REBOUND OFF by GALVIN,DANIEL",,,"REBOUND OFF by GALVIN,DANIEL",1
07:25,,,,,"TURNOVER  by GALVIN,DANIEL",,,"TURNOVER  by GALVIN,DANIEL",1
07:25,"STEAL  by MARLOW,ADAM",,,,,,,"STEAL  by MARLOW,ADAM",1
07:21,"GOOD LAYUP by CRAIN,WILL(in the paint)",22 (+5),,17,,UC 22-17 (-5),,"GOOD LAYUP by CRAIN,WILL(in the paint)",1
--,"ASSIST  by MARLOW,ADAM",,,,,,,"ASSIST  by MARLOW,ADAM",1
07:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
07:19,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
07:19,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
07:19,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",1
07:19,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
07:19,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
07:19,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
07:19,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
07:19,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
07:19,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",1
07:19,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",1
06:58,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",,,"MISS LAYUP by BUTTS,KEYSHAWN",1
--,,,,,"REBOUND OFF by GALVIN,DANIEL",,,"REBOUND OFF by GALVIN,DANIEL",1
06:55,,22 (+3),,19,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 22-19 (-3),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",1
06:39,"MISS LAYUP by CRAIN,WILL",,,,,,,"MISS LAYUP by CRAIN,WILL",1
--,"REBOUND OFF by GABBARD,SAM",,,,,,,"REBOUND OFF by GABBARD,SAM",1
06:37,"TURNOVER  by GABBARD,SAM",,,,,,,"TURNOVER  by GABBARD,SAM",1
06:37,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",1
06:12,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",1
06:12,"BLOCK  by CRAIN,WILL",,,,,,,"BLOCK  by CRAIN,WILL",1
--,"REBOUND DEF by CRAIN,WILL",,,,,,,"REBOUND DEF by CRAIN,WILL",1
06:06,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
06:06,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",1
06:03,"GOOD LAYUP by GABBARD,SAM(in the paint)",24 (+5),,19,,UC 24-19 (-5),,"GOOD LAYUP by GABBARD,SAM(in the paint)",1
--,"ASSIST  by CRAIN,WILL",,,,,,,"ASSIST  by CRAIN,WILL",1
05:41,,,,,"MISS JUMPER by WEIR,JJ",,,"MISS JUMPER by WEIR,JJ",1
--,"REBOUND DEF by DORFMAN,BEN",,,,,,,"REBOUND DEF by DORFMAN,BEN",1
05:30,"TURNOVER  by DORFMAN,BEN",,,,,,,"TURNOVER  by DORFMAN,BEN",1
05:30,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",1
05:20,"FOUL  by DORFMAN,BEN",,,,,,,"FOUL  by DORFMAN,BEN",1
05:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
05:20,"SUB OUT by PONCE,MATTHEW",,,,,,,"SUB OUT by PONCE,MATTHEW",1
05:20,"SUB OUT by PONCE,JARED",,,,,,,"SUB OUT by PONCE,JARED",1
05:20,"SUB OUT by CILIA,COREY",,,,,,,"SUB OUT by CILIA,COREY",1
05:20,"SUB OUT by MARLOW,ADAM",,,,,,,"SUB OUT by MARLOW,ADAM",1
05:20,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",1
05:20,"SUB IN by PONCE,JARED",,,,,,,"SUB IN by PONCE,JARED",1
05:20,"SUB IN by MARLOW,ADAM",,,,,,,"SUB IN by MARLOW,ADAM",1
05:20,"SUB IN by HOLLER,DYLAN",,,,,,,"SUB IN by HOLLER,DYLAN",1
05:20,"SUB IN by DORFMAN,BEN",,,,,,,"SUB IN by DORFMAN,BEN",1
05:20,"SUB IN by CREIGHTON,KYLE",,,,,,,"SUB IN by CREIGHTON,KYLE",1
05:20,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:20,,24 (+4),,20,"GOOD FT by SULLIVAN,BRENNAN",RHO 24-20 (-4),,"GOOD FT by SULLIVAN,BRENNAN",1
05:04,"MISS 3PTR by HOLLER,DYLAN",,,,,,,"MISS 3PTR by HOLLER,DYLAN",1
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",1
04:30,,24 (+2),,22,"GOOD JUMPER by SULLIVAN,BRENNAN",RHO 24-22 (-2),,"GOOD JUMPER by SULLIVAN,BRENNAN",1
03:58,"TURNOVER  by CREIGHTON,KYLE",,,,,,,"TURNOVER  by CREIGHTON,KYLE",1
03:28,,,,,"MISS LAYUP by WEIR,JJ",,,"MISS LAYUP by WEIR,JJ",1
--,"REBOUND DEF by HOLLER,DYLAN",,,,,,,"REBOUND DEF by HOLLER,DYLAN",1
03:07,"MISS JUMPER by PONCE,JARED",,,,,,,"MISS JUMPER by PONCE,JARED",1
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",1
02:49,,24,,24,"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 24-24 (0),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",1
02:47,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:47,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
02:47,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
02:47,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",1
02:47,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
02:47,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
02:47,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
02:47,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
02:47,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
02:47,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",1
02:47,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
02:47,"SUB OUT by PONCE,MATTHEW",,,,,,,"SUB OUT by PONCE,MATTHEW",1
02:47,"SUB OUT by PONCE,JARED",,,,,,,"SUB OUT by PONCE,JARED",1
02:47,"SUB OUT by CILIA,COREY",,,,,,,"SUB OUT by CILIA,COREY",1
02:47,"SUB OUT by MARLOW,ADAM",,,,,,,"SUB OUT by MARLOW,ADAM",1
02:47,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",1
02:47,"SUB IN by PONCE,MATTHEW",,,,,,,"SUB IN by PONCE,MATTHEW",1
02:47,"SUB IN by PONCE,JARED",,,,,,,"SUB IN by PONCE,JARED",1
02:47,"SUB IN by CILIA,COREY",,,,,,,"SUB IN by CILIA,COREY",1
02:47,"SUB IN by GABBARD,SAM",,,,,,,"SUB IN by GABBARD,SAM",1
02:47,"SUB IN by CRAIN,WILL",,,,,,,"SUB IN by CRAIN,WILL",1
02:33,"MISS LAYUP by PONCE,JARED",,,,,,,"MISS LAYUP by PONCE,JARED",1
--,"REBOUND OFF by PONCE,JARED",,,,,,,"REBOUND OFF by PONCE,JARED",1
02:32,"MISS LAYUP by PONCE,JARED",,,,,,,"MISS LAYUP by PONCE,JARED",1
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",1
02:18,"FOUL  by CRAIN,WILL",,,,,,,"FOUL  by CRAIN,WILL",1
02:18,"SUB IN by NERLAND,MATTHEW",,,,,,,"SUB IN by NERLAND,MATTHEW",1
02:18,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",1
02:07,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",,,"MISS JUMPER by SULLIVAN,BRENNAN",1
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",1
02:03,,24,,26 (+2),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 24-26 (+2),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
01:47,"MISS LAYUP by PONCE,MATTHEW",,,,,,,"MISS LAYUP by PONCE,MATTHEW",1
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",1
01:27,,,,,"TURNOVER  by HARRISON,IAN",,,"TURNOVER  by HARRISON,IAN",1
01:27,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",1
01:11,"MISS JUMPER by PONCE,JARED",,,,,,,"MISS JUMPER by PONCE,JARED",1
--,"REBOUND OFF by CILIA,COREY",,,,,,,"REBOUND OFF by CILIA,COREY",1
00:54,"GOOD LAYUP by CILIA,COREY(in the paint)",26,,26,,UC 26-26 (0),,"GOOD LAYUP by CILIA,COREY(in the paint)",1
00:44,"FOUL  by NERLAND,MATTHEW",,,,,,,"FOUL  by NERLAND,MATTHEW",1
00:44,"SUB IN by DORFMAN,BEN",,,,,,,"SUB IN by DORFMAN,BEN",1
00:44,"SUB OUT by NERLAND,MATTHEW",,,,,,,"SUB OUT by NERLAND,MATTHEW",1
00:42,,,,,"TURNOVER  by HARRISON,IAN",,,"TURNOVER  by HARRISON,IAN",1
00:31,"MISS 3PTR by DORFMAN,BEN",,,,,,,"MISS 3PTR by DORFMAN,BEN",1
--,"REBOUND OFF by GABBARD,SAM",,,,,,,"REBOUND OFF by GABBARD,SAM",1
00:03,"MISS 3PTR by DORFMAN,BEN",,,,,,,"MISS 3PTR by DORFMAN,BEN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
19:55,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
19:38,"MISS LAYUP by GABBARD,SAM",,,,,,,"MISS LAYUP by GABBARD,SAM",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
19:36,"FOUL  by PONCE,JARED",,,,,,,"FOUL  by PONCE,JARED",2
19:18,,,,,"TURNOVER  by BUTTS,KEYSHAWN",,,"TURNOVER  by BUTTS,KEYSHAWN",2
19:17,"STEAL  by GABBARD,SAM",,,,,,,"STEAL  by GABBARD,SAM",2
18:59,"GOOD JUMPER by CRAIN,WILL",28 (+2),,26,,UC 28-26 (-2),,"GOOD JUMPER by CRAIN,WILL",2
--,"ASSIST  by DORFMAN,BEN",,,,,,,"ASSIST  by DORFMAN,BEN",2
18:30,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
18:30,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
18:21,"TURNOVER  by MARLOW,ADAM",,,,,,,"TURNOVER  by MARLOW,ADAM",2
18:20,,,,,"STEAL  by BUTTS,KEYSHAWN",,,"STEAL  by BUTTS,KEYSHAWN",2
18:04,,28,,28,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 28-28 (0),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
17:40,"MISS JUMPER by GABBARD,SAM",,,,,,,"MISS JUMPER by GABBARD,SAM",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
17:27,"FOUL  by CRAIN,WILL",,,,,,,"FOUL  by CRAIN,WILL",2
17:27,,28,,29 (+1),"GOOD FT by GALVIN,DANIEL",RHO 28-29 (+1),,"GOOD FT by GALVIN,DANIEL",2
17:27,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
17:27,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
17:27,"SUB IN by HOLLER,DYLAN",,,,,,,"SUB IN by HOLLER,DYLAN",2
17:27,"SUB OUT by CRAIN,WILL",,,,,,,"SUB OUT by CRAIN,WILL",2
17:27,,,,,"MISS FT by GALVIN,DANIEL",,,"MISS FT by GALVIN,DANIEL",2
--,"REBOUND DEF by GABBARD,SAM",,,,,,,"REBOUND DEF by GABBARD,SAM",2
17:05,"GOOD LAYUP by HOLLER,DYLAN(in the paint)",30 (+1),,29,,UC 30-29 (-1),,"GOOD LAYUP by HOLLER,DYLAN(in the paint)",2
--,"ASSIST  by GABBARD,SAM",,,,,,,"ASSIST  by GABBARD,SAM",2
