Time Remaining,OGLETHORPE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
15:28,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
15:28,"SUB OUT by ROHLFS,VICTOR",,,,,,,"SUB OUT by ROHLFS,VICTOR",2
15:28,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
15:28,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
15:28,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
15:28,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
15:06,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
14:26,"MISS JUMPER by BATES,ROMELLO",,,,,,,"MISS JUMPER by BATES,ROMELLO",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
14:11,"FOUL  by PERRY,WILL",,,,,,,"FOUL  by PERRY,WILL",2
14:07,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:56,,43,,49 (+6),"GOOD FT by CARTER,KESHONN",SEWANEE 43-49 (+6),,"GOOD FT by CARTER,KESHONN",2
13:56,"SUB IN by ROHLFS,VICTOR",,,,,,,"SUB IN by ROHLFS,VICTOR",2
13:56,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
13:56,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
13:56,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",2
13:54,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
13:54,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
13:35,"GOOD JUMPER by COURSON,TYLER",45,,49 (+4),,OGLETHORPE 45-49 (+4),,"GOOD JUMPER by COURSON,TYLER",2
13:14,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND DEF by COURSON,TYLER",,,,,,,"REBOUND DEF by COURSON,TYLER",2
13:09,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
13:09,"GOOD FT by COURSON,TYLER",46,,49 (+3),,OGLETHORPE 46-49 (+3),,"GOOD FT by COURSON,TYLER",2
13:09,"GOOD FT by COURSON,TYLER",47,,49 (+2),,OGLETHORPE 47-49 (+2),,"GOOD FT by COURSON,TYLER",2
12:34,,47,,52 (+5),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 47-52 (+5),,"GOOD 3PTR by WILLIAMS,JORDEN",2
12:30,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:09,"GOOD LAYUP by COURSON,TYLER(in the paint)",49,,52 (+3),,OGLETHORPE 49-52 (+3),,"GOOD LAYUP by COURSON,TYLER(in the paint)",2
11:45,,49,,54 (+5),"GOOD JUMPER by CARTER,KESHONN",SEWANEE 49-54 (+5),,"GOOD JUMPER by CARTER,KESHONN",2
11:31,"GOOD JUMPER by COURSON,TYLER(fastbreak)",51,,54 (+3),,OGLETHORPE 51-54 (+3),,"GOOD JUMPER by COURSON,TYLER(fastbreak)",2
11:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:08,,51,,56 (+5),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 51-56 (+5),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
11:05,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
11:05,,51,,57 (+6),"GOOD FT by CARTER,KESHONN",SEWANEE 51-57 (+6),,"GOOD FT by CARTER,KESHONN",2
11:05,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",2
11:05,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
10:45,"GOOD 3PTR by SMITH,CONNOR",54,,57 (+3),,OGLETHORPE 54-57 (+3),,"GOOD 3PTR by SMITH,CONNOR",2
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",2
10:18,,54,,59 (+5),"GOOD JUMPER by BROWN,SETH",SEWANEE 54-59 (+5),,"GOOD JUMPER by BROWN,SETH",2
09:58,"GOOD 3PTR by ROHLFS,VICTOR",57,,59 (+2),,OGLETHORPE 57-59 (+2),,"GOOD 3PTR by ROHLFS,VICTOR",2
09:23,,57,,62 (+5),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 57-62 (+5),,"GOOD 3PTR by WILLIAMS,JORDEN",2
09:08,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
09:04,"GOOD FT by COURSON,TYLER",58,,62 (+4),,OGLETHORPE 58-62 (+4),,"GOOD FT by COURSON,TYLER",2
09:02,"GOOD FT by COURSON,TYLER",59,,62 (+3),,OGLETHORPE 59-62 (+3),,"GOOD FT by COURSON,TYLER",2
08:57,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",2
08:57,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",2
08:52,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
08:24,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
08:17,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
08:17,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
08:11,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
08:08,"TURNOVER  by COURSON,TYLER",,,,,,,"TURNOVER  by COURSON,TYLER",2
08:06,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
08:06,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
07:48,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",2
--,"REBOUND DEF by DAVIS,ALEX",,,,,,,"REBOUND DEF by DAVIS,ALEX",2
07:41,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
07:41,"GOOD FT by DAVIS,ALEX",60,,62 (+2),,OGLETHORPE 60-62 (+2),,"GOOD FT by DAVIS,ALEX",2
07:41,"GOOD FT by DAVIS,ALEX",61,,62 (+1),,OGLETHORPE 61-62 (+1),,"GOOD FT by DAVIS,ALEX",2
07:41,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
07:41,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
07:41,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
07:41,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
07:34,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by BATES,ROMELLO",,,,,,,"REBOUND DEF by BATES,ROMELLO",2
07:18,"GOOD 3PTR by ROHLFS,VICTOR",64 (+2),,62,,OGLETHORPE 64-62 (-2),,"GOOD 3PTR by ROHLFS,VICTOR",2
07:03,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,,,,,"REBOUND OFF by WILLIAMS,JORDEN",,,"REBOUND OFF by WILLIAMS,JORDEN",2
06:56,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,"REBOUND DEF by ROSARIO,AARON DEL",,,,,,,"REBOUND DEF by ROSARIO,AARON DEL",2
06:34,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
06:34,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
06:34,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
06:13,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
06:13,"MISS FT by BATES,ROMELLO",,,,,,,"MISS FT by BATES,ROMELLO",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
05:53,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",,,"MISS LAYUP by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by BATES,ROMELLO",,,,,,,"REBOUND DEF by BATES,ROMELLO",2
05:36,"GOOD LAYUP by PERRY,WILL(in the paint)",66 (+4),,62,,OGLETHORPE 66-62 (-4),,"GOOD LAYUP by PERRY,WILL(in the paint)",2
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",2
05:25,,66 (+2),,64,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 66-64 (-2),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
05:23,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
05:05,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
04:56,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
04:52,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
04:28,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
04:18,"GOOD 3PTR by ROHLFS,VICTOR",69 (+5),,64,,OGLETHORPE 69-64 (-5),,"GOOD 3PTR by ROHLFS,VICTOR",2
--,"ASSIST  by PERRY,WILL",,,,,,,"ASSIST  by PERRY,WILL",2
03:58,"FOUL  by ROHLFS,VICTOR",,,,,,,"FOUL  by ROHLFS,VICTOR",2
03:53,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by COURSON,TYLER",,,,,,,"REBOUND DEF by COURSON,TYLER",2
03:25,"TURNOVER  by COURSON,TYLER",,,,,,,"TURNOVER  by COURSON,TYLER",2
03:23,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
03:23,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
03:12,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by ROHLFS,VICTOR",,,,,,,"REBOUND DEF by ROHLFS,VICTOR",2
02:52,"GOOD JUMPER by SMITH,CONNOR",71 (+7),,64,,OGLETHORPE 71-64 (-7),,"GOOD JUMPER by SMITH,CONNOR",2
02:41,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
02:30,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
02:30,"GOOD FT by SMITH,CONNOR",72 (+8),,64,,OGLETHORPE 72-64 (-8),,"GOOD FT by SMITH,CONNOR",2
02:30,"GOOD FT by SMITH,CONNOR",73 (+9),,64,,OGLETHORPE 73-64 (-9),,"GOOD FT by SMITH,CONNOR",2
02:30,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
02:30,"SUB OUT by ROHLFS,VICTOR",,,,,,,"SUB OUT by ROHLFS,VICTOR",2
02:30,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
02:30,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
02:14,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",2
02:13,"STEAL  by SMITH,CONNOR",,,,,,,"STEAL  by SMITH,CONNOR",2
01:59,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:59,"SUB IN by ROHLFS,VICTOR",,,,,,,"SUB IN by ROHLFS,VICTOR",2
01:59,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
01:33,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
01:20,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",2
01:19,"STEAL  by SMITH,CONNOR",,,,,,,"STEAL  by SMITH,CONNOR",2
00:53,"GOOD FT by COURSON,TYLER",74 (+10),,64,,OGLETHORPE 74-64 (-10),,"GOOD FT by COURSON,TYLER",2
00:53,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
00:53,"GOOD FT by COURSON,TYLER",75 (+11),,64,,OGLETHORPE 75-64 (-11),,"GOOD FT by COURSON,TYLER",2
00:53,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
00:53,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
00:52,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
00:26,"GOOD 3PTR by SMITH,CONNOR",78 (+14),,64,,OGLETHORPE 78-64 (-14),,"GOOD 3PTR by SMITH,CONNOR",2
--,"ASSIST  by DAVIS,ALEX",,,,,,,"ASSIST  by DAVIS,ALEX",2
00:13,,78 (+12),,66,"GOOD JUMPER by BORN,CLAY",SEWANEE 78-66 (-12),,"GOOD JUMPER by BORN,CLAY",2
