Time Remaining,SEWM,Away Team Score,Play Team Indicator,Home Team Score,PCM,Game Score,Team Indicator,Play,Period
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
15:19,"GOOD FT by CARTER,KESHONN",6 (+3),,3,,SEWM 6-3 (+3),,"GOOD FT by CARTER,KESHONN",1
15:19,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
15:19,"SUB OUT by CARDWELL,MARCELLUS",,,,,,,"SUB OUT by CARDWELL,MARCELLUS",1
15:02,,,,,"MISS 3PTR by II,ALTON HONORS",,,"MISS 3PTR by II,ALTON HONORS",1
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",1
14:49,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",1
14:44,,,,,"TURNOVER  by JENKINS,JESSIE",,,"TURNOVER  by JENKINS,JESSIE",1
14:27,"GOOD LAYUP by TOME,MATT(in the paint)",8 (+5),,3,,SEWM 8-3 (+5),,"GOOD LAYUP by TOME,MATT(in the paint)",1
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",1
14:21,,,,,"MISS LAYUP by II,ALTON HONORS",,,"MISS LAYUP by II,ALTON HONORS",1
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",1
14:11,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",1
14:11,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",1
14:11,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
14:11,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
14:11,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
14:11,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
14:11,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
14:11,,,,,"SUB IN by ENGLAND,CHASE",,,"SUB IN by ENGLAND,CHASE",1
14:11,,,,,"SUB OUT by II,ALTON HONORS",,,"SUB OUT by II,ALTON HONORS",1
13:56,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",1
13:56,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
13:55,,,,,"TURNOVER  by SMITH,SAFARI",,,"TURNOVER  by SMITH,SAFARI",1
13:29,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,"REBOUND DEF by MEEKS,CHRIS",,,"REBOUND DEF by MEEKS,CHRIS",1
12:32,,,,,"MISS JUMPER by EDWARDS,BRIAN",,,"MISS JUMPER by EDWARDS,BRIAN",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
12:13,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",1
12:13,"SUB IN by CARDWELL,MARCELLUS",,,,,,,"SUB IN by CARDWELL,MARCELLUS",1
12:13,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
12:13,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
12:13,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
12:13,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
12:13,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
12:13,,,,,"SUB IN by PROPST,JORDYN",,,"SUB IN by PROPST,JORDYN",1
12:13,,,,,"SUB OUT by MEEKS,CHRIS",,,"SUB OUT by MEEKS,CHRIS",1
11:43,,,,,"FOUL  by SMITH,SAFARI",,,"FOUL  by SMITH,SAFARI",1
11:38,,,,,"SUB IN by LUKEN,PEYTON",,,"SUB IN by LUKEN,PEYTON",1
11:38,,,,,"SUB IN by GAINES,TRAE",,,"SUB IN by GAINES,TRAE",1
11:38,,,,,"SUB OUT by SMITH,SAFARI",,,"SUB OUT by SMITH,SAFARI",1
11:38,,,,,"SUB OUT by EDWARDS,BRIAN",,,"SUB OUT by EDWARDS,BRIAN",1
11:36,"MISS JUMPER by VEAL,ROBERT",,,,,,,"MISS JUMPER by VEAL,ROBERT",1
--,,,,,"REBOUND DEF by GAINES,TRAE",,,"REBOUND DEF by GAINES,TRAE",1
11:30,,,,,"MISS LAYUP by JENKINS,JESSIE",,,"MISS LAYUP by JENKINS,JESSIE",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
11:13,,,,,"FOUL  by GAINES,TRAE",,,"FOUL  by GAINES,TRAE",1
11:13,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
11:13,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
11:13,,,,,"SUB IN by II,ALTON HONORS",,,"SUB IN by II,ALTON HONORS",1
11:13,,,,,"SUB OUT by JENKINS,JESSIE",,,"SUB OUT by JENKINS,JESSIE",1
11:11,"GOOD JUMPER by CARTER,KESHONN(in the paint)",10 (+7),,3,,SEWM 10-3 (+7),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",1
--,"ASSIST  by CARDWELL,MARCELLUS",,,,,,,"ASSIST  by CARDWELL,MARCELLUS",1
11:00,,,,,"MISS 3PTR by GAINES,TRAE",,,"MISS 3PTR by GAINES,TRAE",1
--,,,,,"REBOUND OFF by PROPST,JORDYN",,,"REBOUND OFF by PROPST,JORDYN",1
10:55,,,,,"TURNOVER  by II,ALTON HONORS",,,"TURNOVER  by II,ALTON HONORS",1
10:55,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
10:55,"SUB OUT by TURNER,BYRON",,,,,,,"SUB OUT by TURNER,BYRON",1
10:34,,,,,"FOUL  by II,ALTON HONORS",,,"FOUL  by II,ALTON HONORS",1
10:34,"MISS FT by BORN,LEO",,,,,,,"MISS FT by BORN,LEO",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
10:34,"GOOD FT by BORN,LEO",11 (+8),,3,,SEWM 11-3 (+8),,"GOOD FT by BORN,LEO",1
10:34,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
10:34,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
10:02,,11 (+6),,5,"GOOD JUMPER by PROPST,JORDYN",PCM 11-5 (+6),,"GOOD JUMPER by PROPST,JORDYN",1
--,,,,,"ASSIST  by GAINES,TRAE",,,"ASSIST  by GAINES,TRAE",1
09:43,"MISS JUMPER by BORN,LEO",,,,,,,"MISS JUMPER by BORN,LEO",1
--,,,,,"REBOUND DEF by II,ALTON HONORS",,,"REBOUND DEF by II,ALTON HONORS",1
09:35,,,,,"MISS JUMPER by PROPST,JORDYN",,,"MISS JUMPER by PROPST,JORDYN",1
--,,,,,"REBOUND OFF by GAINES,TRAE",,,"REBOUND OFF by GAINES,TRAE",1
09:33,,,,,"FOUL  by ENGLAND,CHASE",,,"FOUL  by ENGLAND,CHASE",1
09:33,,,,,"SUB IN by EDWARDS,BRIAN",,,"SUB IN by EDWARDS,BRIAN",1
09:33,,,,,"SUB OUT by GAINES,TRAE",,,"SUB OUT by GAINES,TRAE",1
09:14,"GOOD JUMPER by WILLIAMS,JORDEN",13 (+8),,5,,SEWM 13-5 (+8),,"GOOD JUMPER by WILLIAMS,JORDEN",1
08:53,,,,,"MISS 3PTR by II,ALTON HONORS",,,"MISS 3PTR by II,ALTON HONORS",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
08:47,,,,,"FOUL  by ENGLAND,CHASE",,,"FOUL  by ENGLAND,CHASE",1
08:47,,,,,"SUB IN by MEEKS,CHRIS",,,"SUB IN by MEEKS,CHRIS",1
08:47,,,,,"SUB OUT by ENGLAND,CHASE",,,"SUB OUT by ENGLAND,CHASE",1
08:32,"MISS 3PTR by BROWN,SETH",,,,,,,"MISS 3PTR by BROWN,SETH",1
--,,,,,"REBOUND DEF by PROPST,JORDYN",,,"REBOUND DEF by PROPST,JORDYN",1
08:25,,,,,"MISS JUMPER by II,ALTON HONORS",,,"MISS JUMPER by II,ALTON HONORS",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
08:12,"GOOD 3PTR by WILLIAMS,JORDEN",16 (+11),,5,,SEWM 16-5 (+11),,"GOOD 3PTR by WILLIAMS,JORDEN",1
08:07,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
08:07,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
08:07,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
08:07,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
08:07,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
08:07,,,,,"SUB IN by PEARSON,AUSTIN",,,"SUB IN by PEARSON,AUSTIN",1
08:07,,,,,"SUB OUT by II,ALTON HONORS",,,"SUB OUT by II,ALTON HONORS",1
07:52,,,,,"MISS 3PTR by LUKEN,PEYTON",,,"MISS 3PTR by LUKEN,PEYTON",1
--,"REBOUND DEF by CARDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",1
07:37,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",1
07:34,,,,,"STEAL  by MEEKS,CHRIS",,,"STEAL  by MEEKS,CHRIS",1
07:30,,16 (+8),,8,"GOOD 3PTR by PROPST,JORDYN",PCM 16-8 (+8),,"GOOD 3PTR by PROPST,JORDYN",1
--,,,,,"ASSIST  by PEARSON,AUSTIN",,,"ASSIST  by PEARSON,AUSTIN",1
06:59,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",1
--,"REBOUND OFF by CARDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CARDWELL,MARCELLUS",1
06:55,"MISS JUMPER by CARDWELL,MARCELLUS",,,,,,,"MISS JUMPER by CARDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by PROPST,JORDYN",,,"REBOUND DEF by PROPST,JORDYN",1
06:40,,,,,"TURNOVER  by MEEKS,CHRIS",,,"TURNOVER  by MEEKS,CHRIS",1
06:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
06:40,"SUB IN by DOWNEY,WILL",,,,,,,"SUB IN by DOWNEY,WILL",1
06:40,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
06:40,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",1
06:40,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
06:40,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
06:40,,,,,"SUB IN by JENKINS,JESSIE",,,"SUB IN by JENKINS,JESSIE",1
06:40,,,,,"SUB IN by SMITH,SAFARI",,,"SUB IN by SMITH,SAFARI",1
06:40,,,,,"SUB OUT by LUKEN,PEYTON",,,"SUB OUT by LUKEN,PEYTON",1
06:40,,,,,"SUB OUT by MEEKS,CHRIS",,,"SUB OUT by MEEKS,CHRIS",1
06:07,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",1
--,"REBOUND OFF by CARDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CARDWELL,MARCELLUS",1
06:02,"TURNOVER  by CARDWELL,MARCELLUS",,,,,,,"TURNOVER  by CARDWELL,MARCELLUS",1
06:02,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
06:02,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
05:48,,16 (+5),,11,"GOOD 3PTR by PEARSON,AUSTIN",PCM 16-11 (+5),,"GOOD 3PTR by PEARSON,AUSTIN",1
--,,,,,"ASSIST  by EDWARDS,BRIAN",,,"ASSIST  by EDWARDS,BRIAN",1
05:14,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",1
05:14,,,,,"FOUL  by JENKINS,JESSIE",,,"FOUL  by JENKINS,JESSIE",1
05:14,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
05:14,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",1
05:12,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
05:12,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
05:12,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",1
04:22,,16 (+3),,13,"GOOD LAYUP by PROPST,JORDYN(in the paint)",PCM 16-13 (+3),,"GOOD LAYUP by PROPST,JORDYN(in the paint)",1
03:52,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
03:44,,16 (+1),,15,"GOOD LAYUP by JENKINS,JESSIE(in the paint)",PCM 16-15 (+1),,"GOOD LAYUP by JENKINS,JESSIE(in the paint)",1
03:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
03:22,,,,,"FOUL  by JENKINS,JESSIE",,,"FOUL  by JENKINS,JESSIE",1
03:22,"GOOD FT by CARTER,KESHONN",17 (+2),,15,,SEWM 17-15 (+2),,"GOOD FT by CARTER,KESHONN",1
03:22,"GOOD FT by CARTER,KESHONN",18 (+3),,15,,SEWM 18-15 (+3),,"GOOD FT by CARTER,KESHONN",1
03:22,"SUB IN by WILLIAMS,JORDEN",,,,,,,"SUB IN by WILLIAMS,JORDEN",1
03:22,"SUB OUT by CARDWELL,MARCELLUS",,,,,,,"SUB OUT by CARDWELL,MARCELLUS",1
03:22,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
03:22,,,,,"SUB IN by THRAMS,AARON",,,"SUB IN by THRAMS,AARON",1
03:22,,,,,"SUB OUT by JENKINS,JESSIE",,,"SUB OUT by JENKINS,JESSIE",1
03:04,,,,,"MISS JUMPER by THRAMS,AARON",,,"MISS JUMPER by THRAMS,AARON",1
--,,,,,"REBOUND OFF by PROPST,JORDYN",,,"REBOUND OFF by PROPST,JORDYN",1
03:00,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",1
03:00,,,,,"MISS FT by PROPST,JORDYN",,,"MISS FT by PROPST,JORDYN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:00,,,,,"MISS FT by PROPST,JORDYN",,,"MISS FT by PROPST,JORDYN",1
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",1
03:00,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
03:00,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
02:57,"TURNOVER  by TOME,MATT",,,,,,,"TURNOVER  by TOME,MATT",1
02:51,,,,,"MISS LAYUP by THRAMS,AARON",,,"MISS LAYUP by THRAMS,AARON",1
--,,,,,"REBOUND OFF by PROPST,JORDYN",,,"REBOUND OFF by PROPST,JORDYN",1
02:48,,18 (+1),,17,"GOOD JUMPER by PROPST,JORDYN(in the paint)",PCM 18-17 (+1),,"GOOD JUMPER by PROPST,JORDYN(in the paint)",1
02:31,,,,,"FOUL  by EDWARDS,BRIAN",,,"FOUL  by EDWARDS,BRIAN",1
02:31,"GOOD FT by CARDWELL,MARCELLUS",19 (+2),,17,,SEWM 19-17 (+2),,"GOOD FT by CARDWELL,MARCELLUS",1
02:31,"MISS FT by CARDWELL,MARCELLUS",,,,,,,"MISS FT by CARDWELL,MARCELLUS",1
--,,,,,"REBOUND DEF by PROPST,JORDYN",,,"REBOUND DEF by PROPST,JORDYN",1
02:22,,,,,"MISS JUMPER by SMITH,SAFARI",,,"MISS JUMPER by SMITH,SAFARI",1
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",1
02:15,"GOOD JUMPER by CARTER,KESHONN(fastbreak)(in the paint)",21 (+4),,17,,SEWM 21-17 (+4),,"GOOD JUMPER by CARTER,KESHONN(fastbreak)(in the paint)",1
01:59,,,,,"MISS 3PTR by PEARSON,AUSTIN",,,"MISS 3PTR by PEARSON,AUSTIN",1
--,,,,,"REBOUND OFF by EDWARDS,BRIAN",,,"REBOUND OFF by EDWARDS,BRIAN",1
01:43,,21 (+2),,19,"GOOD JUMPER by EDWARDS,BRIAN",PCM 21-19 (+2),,"GOOD JUMPER by EDWARDS,BRIAN",1
01:21,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by SMITH,SAFARI",,,"REBOUND DEF by SMITH,SAFARI",1
01:11,,,,,"TURNOVER  by SMITH,SAFARI",,,"TURNOVER  by SMITH,SAFARI",1
01:04,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by PEARSON,AUSTIN",,,"REBOUND DEF by PEARSON,AUSTIN",1
00:44,,,,,"MISS 3PTR by PEARSON,AUSTIN",,,"MISS 3PTR by PEARSON,AUSTIN",1
--,,,,,"REBOUND OFF by THRAMS,AARON",,,"REBOUND OFF by THRAMS,AARON",1
00:38,,,,,"MISS JUMPER by PROPST,JORDYN",,,"MISS JUMPER by PROPST,JORDYN",1
--,,,,,"REBOUND OFF by THRAMS,AARON",,,"REBOUND OFF by THRAMS,AARON",1
00:35,,,,,"MISS 3PTR by SMITH,SAFARI",,,"MISS 3PTR by SMITH,SAFARI",1
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",1
00:28,"TURNOVER  by TOME,MATT",,,,,,,"TURNOVER  by TOME,MATT",1
00:27,,,,,"STEAL  by PEARSON,AUSTIN",,,"STEAL  by PEARSON,AUSTIN",1
00:26,,,,,"MISS 3PTR by PEARSON,AUSTIN",,,"MISS 3PTR by PEARSON,AUSTIN",1
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",1
00:01,"GOOD 3PTR by CARDWELL,MARCELLUS",24 (+5),,19,,SEWM 24-19 (+5),,"GOOD 3PTR by CARDWELL,MARCELLUS",1
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",1
19:44,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
19:44,,,,,"BLOCK  by JENKINS,JESSIE",,,"BLOCK  by JENKINS,JESSIE",2
--,,,,,"REBOUND DEF by SMITH,SAFARI",,,"REBOUND DEF by SMITH,SAFARI",2
19:38,,24 (+3),,21,"GOOD LAYUP by EDWARDS,BRIAN(fastbreak)(in the paint)",PCM 24-21 (+3),,"GOOD LAYUP by EDWARDS,BRIAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by SMITH,SAFARI",,,"ASSIST  by SMITH,SAFARI",2
19:14,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",2
19:05,,,,,"FOUL  by SMITH,SAFARI",,,"FOUL  by SMITH,SAFARI",2
19:03,"GOOD JUMPER by WILLIAMS,JORDEN",26 (+5),,21,,SEWM 26-21 (+5),,"GOOD JUMPER by WILLIAMS,JORDEN",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
18:43,,,,,"MISS JUMPER by MEEKS,CHRIS",,,"MISS JUMPER by MEEKS,CHRIS",2
--,"REBOUND DEF by CARDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CARDWELL,MARCELLUS",2
18:23,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",28 (+7),,21,,SEWM 28-21 (+7),,"GOOD JUMPER by WILLIAMS,JORDEN(in the paint)",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
18:01,,,,,"MISS LAYUP by JENKINS,JESSIE",,,"MISS LAYUP by JENKINS,JESSIE",2
--,,,,,"REBOUND OFF by MEEKS,CHRIS",,,"REBOUND OFF by MEEKS,CHRIS",2
17:57,,,,,"MISS JUMPER by II,ALTON HONORS",,,"MISS JUMPER by II,ALTON HONORS",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
17:46,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:36,"FOUL  by WILLIAMS,JORDEN",,,,,,,"FOUL  by WILLIAMS,JORDEN",2
17:11,,28 (+5),,23,"GOOD LAYUP by II,ALTON HONORS(in the paint)",PCM 28-23 (+5),,"GOOD LAYUP by II,ALTON HONORS(in the paint)",2
17:11,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
17:11,,28 (+4),,24,"GOOD FT by II,ALTON HONORS",PCM 28-24 (+4),,"GOOD FT by II,ALTON HONORS",2
16:55,"GOOD JUMPER by CARTER,KESHONN(in the paint)",30 (+6),,24,,SEWM 30-24 (+6),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by VEAL,ROBERT",,,,,,,"ASSIST  by VEAL,ROBERT",2
16:30,"SUB IN by HEATHERLY,GARRETT",,,,,,,"SUB IN by HEATHERLY,GARRETT",2
16:30,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
16:27,,30 (+3),,27,"GOOD 3PTR by II,ALTON HONORS",PCM 30-27 (+3),,"GOOD 3PTR by II,ALTON HONORS",2
--,,,,,"ASSIST  by SMITH,SAFARI",,,"ASSIST  by SMITH,SAFARI",2
16:04,"MISS LAYUP by HEATHERLY,GARRETT",,,,,,,"MISS LAYUP by HEATHERLY,GARRETT",2
--,,,,,"REBOUND DEF by SMITH,SAFARI",,,"REBOUND DEF by SMITH,SAFARI",2
15:56,,30,,30,"GOOD 3PTR by JENKINS,JESSIE",PCM 30-30 (0),,"GOOD 3PTR by JENKINS,JESSIE",2
--,,,,,"ASSIST  by EDWARDS,BRIAN",,,"ASSIST  by EDWARDS,BRIAN",2
15:30,"GOOD 3PTR by CARDWELL,MARCELLUS",33 (+3),,30,,SEWM 33-30 (+3),,"GOOD 3PTR by CARDWELL,MARCELLUS",2
--,"ASSIST  by HEATHERLY,GARRETT",,,,,,,"ASSIST  by HEATHERLY,GARRETT",2
15:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:21,,,,,"MISS 3PTR by II,ALTON HONORS",,,"MISS 3PTR by II,ALTON HONORS",2
--,"REBOUND DEF by BORN,LEO",,,,,,,"REBOUND DEF by BORN,LEO",2
15:12,,,,,"FOUL  by MEEKS,CHRIS",,,"FOUL  by MEEKS,CHRIS",2
15:12,"GOOD FT by BROWN,SETH",34 (+4),,30,,SEWM 34-30 (+4),,"GOOD FT by BROWN,SETH",2
15:12,"MISS FT by BROWN,SETH",,,,,,,"MISS FT by BROWN,SETH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:12,"GOOD FT by BROWN,SETH",35 (+5),,30,,SEWM 35-30 (+5),,"GOOD FT by BROWN,SETH",2
15:12,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
15:12,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
15:12,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
15:12,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
15:12,"SUB OUT by CARDWELL,MARCELLUS",,,,,,,"SUB OUT by CARDWELL,MARCELLUS",2
15:12,"SUB OUT by HEATHERLY,GARRETT",,,,,,,"SUB OUT by HEATHERLY,GARRETT",2
15:12,,,,,"SUB IN by GAINES,TRAE",,,"SUB IN by GAINES,TRAE",2
15:12,,,,,"SUB IN by ENGLAND,CHASE",,,"SUB IN by ENGLAND,CHASE",2
15:12,,,,,"SUB OUT by EDWARDS,BRIAN",,,"SUB OUT by EDWARDS,BRIAN",2
15:12,,,,,"SUB OUT by MEEKS,CHRIS",,,"SUB OUT by MEEKS,CHRIS",2
14:59,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
14:49,,,,,"MISS JUMPER by SMITH,SAFARI",,,"MISS JUMPER by SMITH,SAFARI",2
--,,,,,"REBOUND OFF by ENGLAND,CHASE",,,"REBOUND OFF by ENGLAND,CHASE",2
