Time Remaining,COLUMBIA INTERNATIONAL (S.C.),Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
02:51,"MISS FT by MOHAMED,STEFAN",,,,,,,"MISS FT by MOHAMED,STEFAN",2
--,,,,,"REBOUND DEF by TURNER,BYRON",,,"REBOUND DEF by TURNER,BYRON",2
02:51,"SUB IN by ISENHOUR,JOE",,,,,,,"SUB IN by ISENHOUR,JOE",2
02:51,"SUB OUT by GIBSON,RYAN",,,,,,,"SUB OUT by GIBSON,RYAN",2
02:26,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",2
--,"REBOUND DEF by COLLINS,JARED",,,,,,,"REBOUND DEF by COLLINS,JARED",2
02:13,"GOOD JUMPER by ISENHOUR,JOE",61,,90 (+29),,COLUMBIA INTERNATIONAL (S.C.) 61-90 (+29),,"GOOD JUMPER by ISENHOUR,JOE",2
01:51,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
01:48,,61,,92 (+31),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 61-92 (+31),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
01:45,"FOUL  by COLLINS,JARED",,,,,,,"FOUL  by COLLINS,JARED",2
01:45,,61,,93 (+32),"GOOD FT by STONE,BRODY",SEWANEE 61-93 (+32),,"GOOD FT by STONE,BRODY",2
01:38,"GOOD 3PTR by MOHAMED,STEFAN",64,,93 (+29),,COLUMBIA INTERNATIONAL (S.C.) 64-93 (+29),,"GOOD 3PTR by MOHAMED,STEFAN",2
--,"ASSIST  by NEELEY,NATHAN",,,,,,,"ASSIST  by NEELEY,NATHAN",2
00:55,,,,,"MISS JUMPER by TURNER,BYRON",,,"MISS JUMPER by TURNER,BYRON",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
00:50,,64,,96 (+32),"GOOD 3PTR by DOWNEY,WILL",SEWANEE 64-96 (+32),,"GOOD 3PTR by DOWNEY,WILL",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
00:34,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
00:34,"GOOD FT by GREEN,ALONZO",65,,96 (+31),,COLUMBIA INTERNATIONAL (S.C.) 65-96 (+31),,"GOOD FT by GREEN,ALONZO",2
00:34,"GOOD FT by GREEN,ALONZO",66,,96 (+30),,COLUMBIA INTERNATIONAL (S.C.) 66-96 (+30),,"GOOD FT by GREEN,ALONZO",2
00:20,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
00:20,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",2
--,,,,,"REBOUND OFF by DOWNEY,WILL",,,"REBOUND OFF by DOWNEY,WILL",2
00:20,,,,,"MISS 3PTR by TURNER,BYRON",,,"MISS 3PTR by TURNER,BYRON",2
--,"REBOUND DEF by NEELEY,NATHAN",,,,,,,"REBOUND DEF by NEELEY,NATHAN",2
