Time Remaining,AU-M,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
15:53,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
15:53,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
15:41,"MISS JUMPER by KNIGHT,MAURICE",,,,,,,"MISS JUMPER by KNIGHT,MAURICE",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
15:24,,47 (+4),,43,"GOOD 3PTR by GRIFFIN,JAROD",CENTRE-M 47-43 (-4),,"GOOD 3PTR by GRIFFIN,JAROD",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
15:14,"FOUL  by LAFFOON,MALIK",,,,,,,"FOUL  by LAFFOON,MALIK",2
15:14,"TURNOVER  by LAFFOON,MALIK",,,,,,,"TURNOVER  by LAFFOON,MALIK",2
15:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
15:00,,,,,"MISS JUMPER by GRIFFIN,JAROD",,,"MISS JUMPER by GRIFFIN,JAROD",2
--,"REBOUND DEF by HARTMAN,COLE",,,,,,,"REBOUND DEF by HARTMAN,COLE",2
14:44,,,,,"FOUL  by SCHMUCKER,ZACH",,,"FOUL  by SCHMUCKER,ZACH",2
14:44,"GOOD FT by KNIGHT,MAURICE",48 (+5),,43,,AU-M 48-43 (-5),,"GOOD FT by KNIGHT,MAURICE",2
14:44,"GOOD FT by KNIGHT,MAURICE",49 (+6),,43,,AU-M 49-43 (-6),,"GOOD FT by KNIGHT,MAURICE",2
14:44,"SUB IN by PETERS,MIKE",,,,,,,"SUB IN by PETERS,MIKE",2
14:44,"SUB OUT by HARTMAN,COLE",,,,,,,"SUB OUT by HARTMAN,COLE",2
14:44,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
14:44,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
14:31,,49 (+4),,45,"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 49-45 (-4),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
14:31,"FOUL  by ASHTON,BRADY",,,,,,,"FOUL  by ASHTON,BRADY",2
14:31,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by ASHTON,BRADY",,,,,,,"REBOUND DEF by ASHTON,BRADY",2
14:13,"GOOD LAYUP by LAFFOON,MALIK(in the paint)",51 (+6),,45,,AU-M 51-45 (-6),,"GOOD LAYUP by LAFFOON,MALIK(in the paint)",2
14:00,,51 (+3),,48,"GOOD 3PTR by WALKER,ART",CENTRE-M 51-48 (-3),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by CRUMP,DAWSON",,,"ASSIST  by CRUMP,DAWSON",2
13:49,"TURNOVER  by LAFFOON,MALIK",,,,,,,"TURNOVER  by LAFFOON,MALIK",2
13:49,"SUB IN by LUCAS,TREVOR",,,,,,,"SUB IN by LUCAS,TREVOR",2
13:49,"SUB OUT by KREIGER,CORY",,,,,,,"SUB OUT by KREIGER,CORY",2
13:49,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
13:49,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
13:32,"FOUL  by PETERS,MIKE",,,,,,,"FOUL  by PETERS,MIKE",2
13:32,,51 (+2),,49,"GOOD FT by BATES,JACOB",CENTRE-M 51-49 (-2),,"GOOD FT by BATES,JACOB",2
13:32,,51 (+1),,50,"GOOD FT by BATES,JACOB",CENTRE-M 51-50 (-1),,"GOOD FT by BATES,JACOB",2
13:32,"SUB IN by HARTMAN,COLE",,,,,,,"SUB IN by HARTMAN,COLE",2
13:32,"SUB IN by DUNCAN,STANLEY",,,,,,,"SUB IN by DUNCAN,STANLEY",2
13:32,"SUB OUT by KNIGHT,MAURICE",,,,,,,"SUB OUT by KNIGHT,MAURICE",2
13:32,"SUB OUT by ASHTON,BRADY",,,,,,,"SUB OUT by ASHTON,BRADY",2
13:11,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
13:11,"GOOD FT by HARTMAN,COLE",52 (+2),,50,,AU-M 52-50 (-2),,"GOOD FT by HARTMAN,COLE",2
13:11,"GOOD FT by HARTMAN,COLE",53 (+3),,50,,AU-M 53-50 (-3),,"GOOD FT by HARTMAN,COLE",2
13:01,,53 (+1),,52,"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 53-52 (-1),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
12:42,"GOOD 3PTR by LAFFOON,MALIK",56 (+4),,52,,AU-M 56-52 (-4),,"GOOD 3PTR by LAFFOON,MALIK",2
--,"ASSIST  by LUCAS,TREVOR",,,,,,,"ASSIST  by LUCAS,TREVOR",2
12:24,,56 (+1),,55,"GOOD 3PTR by CRUMP,DAWSON",CENTRE-M 56-55 (-1),,"GOOD 3PTR by CRUMP,DAWSON",2
--,,,,,"ASSIST  by WALKER,ART",,,"ASSIST  by WALKER,ART",2
12:07,"GOOD JUMPER by LUCAS,TREVOR",58 (+3),,55,,AU-M 58-55 (-3),,"GOOD JUMPER by LUCAS,TREVOR",2
11:53,,58,,58,"GOOD 3PTR by WALKER,ART",CENTRE-M 58-58 (0),,"GOOD 3PTR by WALKER,ART",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
11:26,"TURNOVER  by HARTMAN,COLE",,,,,,,"TURNOVER  by HARTMAN,COLE",2
10:58,,,,,"MISS 3PTR by CRUMP,DAWSON",,,"MISS 3PTR by CRUMP,DAWSON",2
--,,,,,"REBOUND OFF by SINE,TUCKER",,,"REBOUND OFF by SINE,TUCKER",2
10:46,,58,,60 (+2),"GOOD LAYUP by WALKER,ART(in the paint)",CENTRE-M 58-60 (+2),,"GOOD LAYUP by WALKER,ART(in the paint)",2
10:28,"MISS JUMPER by DUNCAN,STANLEY",,,,,,,"MISS JUMPER by DUNCAN,STANLEY",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
10:05,,58,,62 (+4),"GOOD JUMPER by WALKER,ART",CENTRE-M 58-62 (+4),,"GOOD JUMPER by WALKER,ART",2
09:47,"GOOD LAYUP by HARTMAN,COLE(in the paint)",60,,62 (+2),,AU-M 60-62 (+2),,"GOOD LAYUP by HARTMAN,COLE(in the paint)",2
09:29,,,,,"MISS LAYUP by CRUMP,DAWSON",,,"MISS LAYUP by CRUMP,DAWSON",2
--,"REBOUND DEF by PETERS,MIKE",,,,,,,"REBOUND DEF by PETERS,MIKE",2
09:19,"TURNOVER  by LUCAS,TREVOR",,,,,,,"TURNOVER  by LUCAS,TREVOR",2
09:18,,,,,"STEAL  by CRUMP,DAWSON",,,"STEAL  by CRUMP,DAWSON",2
09:14,,,,,"TURNOVER  by GRIFFIN,JAROD",,,"TURNOVER  by GRIFFIN,JAROD",2
09:14,"SUB IN by KREIGER,CORY",,,,,,,"SUB IN by KREIGER,CORY",2
09:14,"SUB IN by ASHTON,BRADY",,,,,,,"SUB IN by ASHTON,BRADY",2
09:14,"SUB OUT by PETERS,MIKE",,,,,,,"SUB OUT by PETERS,MIKE",2
09:14,"SUB OUT by DUNCAN,STANLEY",,,,,,,"SUB OUT by DUNCAN,STANLEY",2
09:14,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
09:14,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
09:02,"GOOD 3PTR by LUCAS,TREVOR",63 (+1),,62,,AU-M 63-62 (-1),,"GOOD 3PTR by LUCAS,TREVOR",2
08:47,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:47,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
08:47,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
08:41,,,,,"MISS LAYUP by RAKES,BAILEY",,,"MISS LAYUP by RAKES,BAILEY",2
--,,,,,"REBOUND OFF by RAKES,BAILEY",,,"REBOUND OFF by RAKES,BAILEY",2
08:24,,63,,65 (+2),"GOOD 3PTR by WALKER,ART",CENTRE-M 63-65 (+2),,"GOOD 3PTR by WALKER,ART",2
08:08,"MISS LAYUP by HARTMAN,COLE",,,,,,,"MISS LAYUP by HARTMAN,COLE",2
--,"REBOUND OFF by HARTMAN,COLE",,,,,,,"REBOUND OFF by HARTMAN,COLE",2
08:04,"MISS LAYUP by HARTMAN,COLE",,,,,,,"MISS LAYUP by HARTMAN,COLE",2
08:04,,,,,"BLOCK  by BATES,JACOB",,,"BLOCK  by BATES,JACOB",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
07:49,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",2
07:49,"BLOCK  by HARTMAN,COLE",,,,,,,"BLOCK  by HARTMAN,COLE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:17,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
07:17,"GOOD FT by HARTMAN,COLE",64,,65 (+1),,AU-M 64-65 (+1),,"GOOD FT by HARTMAN,COLE",2
07:17,"GOOD FT by HARTMAN,COLE",65,,65,,AU-M 65-65 (0),,"GOOD FT by HARTMAN,COLE",2
07:17,"SUB IN by KNIGHT,MAURICE",,,,,,,"SUB IN by KNIGHT,MAURICE",2
07:17,"SUB OUT by HARTMAN,COLE",,,,,,,"SUB OUT by HARTMAN,COLE",2
06:53,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",2
06:52,"BLOCK  by ASHTON,BRADY",,,,,,,"BLOCK  by ASHTON,BRADY",2
--,"REBOUND DEF by LUCAS,TREVOR",,,,,,,"REBOUND DEF by LUCAS,TREVOR",2
06:47,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
06:47,"GOOD FT by LUCAS,TREVOR",66 (+1),,65,,AU-M 66-65 (-1),,"GOOD FT by LUCAS,TREVOR",2
06:47,"MISS FT by LUCAS,TREVOR",,,,,,,"MISS FT by LUCAS,TREVOR",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
06:45,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
06:45,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
06:26,,66,,67 (+1),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 66-67 (+1),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
06:26,"FOUL  by ASHTON,BRADY",,,,,,,"FOUL  by ASHTON,BRADY",2
06:26,,66,,68 (+2),"GOOD FT by BATES,JACOB",CENTRE-M 66-68 (+2),,"GOOD FT by BATES,JACOB",2
06:26,"SUB IN by DUNCAN,STANLEY",,,,,,,"SUB IN by DUNCAN,STANLEY",2
06:26,"SUB OUT by LAFFOON,MALIK",,,,,,,"SUB OUT by LAFFOON,MALIK",2
06:13,"GOOD LAYUP by LUCAS,TREVOR(in the paint)",68,,68,,AU-M 68-68 (0),,"GOOD LAYUP by LUCAS,TREVOR(in the paint)",2
06:13,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
06:13,"GOOD FT by LUCAS,TREVOR",69 (+1),,68,,AU-M 69-68 (-1),,"GOOD FT by LUCAS,TREVOR",2
05:57,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,"REBOUND DEF by DUNCAN,STANLEY",,,,,,,"REBOUND DEF by DUNCAN,STANLEY",2
05:30,"GOOD 3PTR by LUCAS,TREVOR",72 (+4),,68,,AU-M 72-68 (-4),,"GOOD 3PTR by LUCAS,TREVOR",2
05:15,,,,,"MISS JUMPER by RAKES,BAILEY",,,"MISS JUMPER by RAKES,BAILEY",2
--,"REBOUND DEF by KREIGER,CORY",,,,,,,"REBOUND DEF by KREIGER,CORY",2
04:57,"GOOD LAYUP by LUCAS,TREVOR(in the paint)",74 (+6),,68,,AU-M 74-68 (-6),,"GOOD LAYUP by LUCAS,TREVOR(in the paint)",2
04:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:36,"SUB IN by HARTMAN,COLE",,,,,,,"SUB IN by HARTMAN,COLE",2
04:36,"SUB OUT by ASHTON,BRADY",,,,,,,"SUB OUT by ASHTON,BRADY",2
04:34,,,,,"TURNOVER  by GRIFFIN,JAROD",,,"TURNOVER  by GRIFFIN,JAROD",2
04:24,"TURNOVER  by LUCAS,TREVOR",,,,,,,"TURNOVER  by LUCAS,TREVOR",2
04:22,,,,,"STEAL  by AYERS,PERRY",,,"STEAL  by AYERS,PERRY",2
04:18,,74 (+4),,70,"GOOD DUNK by AYERS,PERRY(fastbreak)(in the paint)",CENTRE-M 74-70 (-4),,"GOOD DUNK by AYERS,PERRY(fastbreak)(in the paint)",2
03:52,"MISS 3PTR by LUCAS,TREVOR",,,,,,,"MISS 3PTR by LUCAS,TREVOR",2
--,"REBOUND OFF by HARTMAN,COLE",,,,,,,"REBOUND OFF by HARTMAN,COLE",2
03:49,"MISS JUMPER by LUCAS,TREVOR",,,,,,,"MISS JUMPER by LUCAS,TREVOR",2
03:49,,,,,"BLOCK  by RAKES,BAILEY",,,"BLOCK  by RAKES,BAILEY",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
03:31,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
03:31,"BLOCK  by HARTMAN,COLE",,,,,,,"BLOCK  by HARTMAN,COLE",2
--,,,,,"REBOUND OFF by AYERS,PERRY",,,"REBOUND OFF by AYERS,PERRY",2
03:27,,74 (+2),,72,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 74-72 (-2),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
03:10,"GOOD LAYUP by HARTMAN,COLE(in the paint)",76 (+4),,72,,AU-M 76-72 (-4),,"GOOD LAYUP by HARTMAN,COLE(in the paint)",2
02:53,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:50,"SUB IN by LAFFOON,MALIK",,,,,,,"SUB IN by LAFFOON,MALIK",2
02:50,"SUB OUT by DUNCAN,STANLEY",,,,,,,"SUB OUT by DUNCAN,STANLEY",2
02:23,"GOOD LAYUP by HARTMAN,COLE(in the paint)",78 (+6),,72,,AU-M 78-72 (-6),,"GOOD LAYUP by HARTMAN,COLE(in the paint)",2
02:03,,78 (+4),,74,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 78-74 (-4),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
02:00,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:46,"TURNOVER  by KNIGHT,MAURICE",,,,,,,"TURNOVER  by KNIGHT,MAURICE",2
01:45,,,,,"STEAL  by BATES,JACOB",,,"STEAL  by BATES,JACOB",2
01:41,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
--,"REBOUND DEF by KREIGER,CORY",,,,,,,"REBOUND DEF by KREIGER,CORY",2
01:14,"MISS 3PTR by KNIGHT,MAURICE",,,,,,,"MISS 3PTR by KNIGHT,MAURICE",2
--,,,,,"REBOUND DEF by GRIFFIN,JAROD",,,"REBOUND DEF by GRIFFIN,JAROD",2
01:07,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
01:07,"BLOCK  by KNIGHT,MAURICE",,,,,,,"BLOCK  by KNIGHT,MAURICE",2
--,"REBOUND DEF by HARTMAN,COLE",,,,,,,"REBOUND DEF by HARTMAN,COLE",2
01:04,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
01:04,"GOOD FT by HARTMAN,COLE",79 (+5),,74,,AU-M 79-74 (-5),,"GOOD FT by HARTMAN,COLE",2
01:04,"GOOD FT by HARTMAN,COLE",80 (+6),,74,,AU-M 80-74 (-6),,"GOOD FT by HARTMAN,COLE",2
00:58,,80 (+4),,76,"GOOD JUMPER by RAKES,BAILEY",CENTRE-M 80-76 (-4),,"GOOD JUMPER by RAKES,BAILEY",2
00:52,"GOOD LAYUP by LUCAS,TREVOR(fastbreak)(in the paint)",82 (+6),,76,,AU-M 82-76 (-6),,"GOOD LAYUP by LUCAS,TREVOR(fastbreak)(in the paint)",2
00:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:39,,82 (+4),,78,"GOOD LAYUP by WALKER,ART(in the paint)",CENTRE-M 82-78 (-4),,"GOOD LAYUP by WALKER,ART(in the paint)",2
00:37,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
00:37,"GOOD FT by LAFFOON,MALIK",83 (+5),,78,,AU-M 83-78 (-5),,"GOOD FT by LAFFOON,MALIK",2
00:37,"GOOD FT by LAFFOON,MALIK",84 (+6),,78,,AU-M 84-78 (-6),,"GOOD FT by LAFFOON,MALIK",2
00:37,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
00:37,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
00:29,,84 (+4),,80,"GOOD JUMPER by RAKES,BAILEY",CENTRE-M 84-80 (-4),,"GOOD JUMPER by RAKES,BAILEY",2
00:29,"SUB IN by PETERS,MIKE",,,,,,,"SUB IN by PETERS,MIKE",2
00:29,"SUB OUT by KNIGHT,MAURICE",,,,,,,"SUB OUT by KNIGHT,MAURICE",2
00:18,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
00:18,"GOOD FT by HARTMAN,COLE",85 (+5),,80,,AU-M 85-80 (-5),,"GOOD FT by HARTMAN,COLE",2
00:18,"GOOD FT by HARTMAN,COLE",86 (+6),,80,,AU-M 86-80 (-6),,"GOOD FT by HARTMAN,COLE",2
00:18,"SUB IN by KNIGHT,MAURICE",,,,,,,"SUB IN by KNIGHT,MAURICE",2
00:18,"SUB OUT by PETERS,MIKE",,,,,,,"SUB OUT by PETERS,MIKE",2
00:06,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND OFF by RAKES,BAILEY",,,"REBOUND OFF by RAKES,BAILEY",2
00:04,,86 (+4),,82,"GOOD JUMPER by RAKES,BAILEY(in the paint)",CENTRE-M 86-82 (-4),,"GOOD JUMPER by RAKES,BAILEY(in the paint)",2
00:01,,,,,"FOUL  by BATES,JACOB",,,"FOUL  by BATES,JACOB",2
00:01,"GOOD FT by LUCAS,TREVOR",87 (+5),,82,,AU-M 87-82 (-5),,"GOOD FT by LUCAS,TREVOR",2
00:01,"GOOD FT by LUCAS,TREVOR",88 (+6),,82,,AU-M 88-82 (-6),,"GOOD FT by LUCAS,TREVOR",2
