Time Remaining,MVCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
18:34,"MISS JUMPER by NOKES,COLT",,,,,,,"MISS JUMPER by NOKES,COLT",2
--,"REBOUND OFF by BOWMAN,EMIER",,,,,,,"REBOUND OFF by BOWMAN,EMIER",2
18:29,"MISS LAYUP by BOWMAN,EMIER",,,,,,,"MISS LAYUP by BOWMAN,EMIER",2
--,,,,,"REBOUND DEF by SPITZER,JAKOB",,,"REBOUND DEF by SPITZER,JAKOB",2
18:23,,,,,"TURNOVER  by SPITZER,JAKOB",,,"TURNOVER  by SPITZER,JAKOB",2
18:20,"STEAL  by HOPPA,DANTE",,,,,,,"STEAL  by HOPPA,DANTE",2
18:18,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",2
18:18,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
18:18,"GOOD LAYUP by NOKES,COLT(in the paint)",47,,54 (+7),,MVCM 47-54 (+7),,"GOOD LAYUP by NOKES,COLT(in the paint)",2
18:18,"MISS FT by NOKES,COLT",,,,,,,"MISS FT by NOKES,COLT",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
18:07,,,,,"TURNOVER  by RAKES,BAILEY",,,"TURNOVER  by RAKES,BAILEY",2
18:07,"STEAL  by ESTES,KALEB",,,,,,,"STEAL  by ESTES,KALEB",2
17:51,"MISS LAYUP by HOPPA,DANTE",,,,,,,"MISS LAYUP by HOPPA,DANTE",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
17:42,,,,,"MISS LAYUP by SINE,TUCKER",,,"MISS LAYUP by SINE,TUCKER",2
--,"REBOUND DEF by NOKES,COLT",,,,,,,"REBOUND DEF by NOKES,COLT",2
17:32,"MISS 3PTR by SONGSTER,CALVIN",,,,,,,"MISS 3PTR by SONGSTER,CALVIN",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
17:26,"FOUL  by BOWMAN,EMIER",,,,,,,"FOUL  by BOWMAN,EMIER",2
17:14,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",2
--,"REBOUND DEF by HOPPA,DANTE",,,,,,,"REBOUND DEF by HOPPA,DANTE",2
16:54,"MISS JUMPER by NOKES,COLT",,,,,,,"MISS JUMPER by NOKES,COLT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:54,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
16:54,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
16:54,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
16:54,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
16:42,,47,,57 (+10),"GOOD 3PTR by SINE,TUCKER",CENTRE-M 47-57 (+10),,"GOOD 3PTR by SINE,TUCKER",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
16:26,"GOOD JUMPER by HOPPA,DANTE",49,,57 (+8),,MVCM 49-57 (+8),,"GOOD JUMPER by HOPPA,DANTE",2
16:22,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
16:22,"SUB IN by SUMMERS,DAQUAN",,,,,,,"SUB IN by SUMMERS,DAQUAN",2
16:22,"SUB OUT by NOKES,COLT",,,,,,,"SUB OUT by NOKES,COLT",2
16:22,"SUB OUT by BOWMAN,EMIER",,,,,,,"SUB OUT by BOWMAN,EMIER",2
16:06,"SUB IN by GARCIA,EMANUELLE",,,,,,,"SUB IN by GARCIA,EMANUELLE",2
16:06,"SUB OUT by SONGSTER,CALVIN",,,,,,,"SUB OUT by SONGSTER,CALVIN",2
15:49,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND OFF by WALKER,ART",,,"REBOUND OFF by WALKER,ART",2
15:42,,,,,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND DEF by SUMMERS,DAQUAN",,,,,,,"REBOUND DEF by SUMMERS,DAQUAN",2
15:30,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
15:19,"GOOD LAYUP by SUMMERS,DAQUAN(in the paint)",51,,57 (+6),,MVCM 51-57 (+6),,"GOOD LAYUP by SUMMERS,DAQUAN(in the paint)",2
14:57,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
14:57,,,,,"SUB IN by CRUMP,DAWSON",,,"SUB IN by CRUMP,DAWSON",2
14:57,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
14:46,"MISS LAYUP by SUMMERS,DAQUAN",,,,,,,"MISS LAYUP by SUMMERS,DAQUAN",2
14:46,,,,,"BLOCK  by BATES,JACOB",,,"BLOCK  by BATES,JACOB",2
--,"REBOUND OFF by ESTES,KALEB",,,,,,,"REBOUND OFF by ESTES,KALEB",2
14:22,"MISS LAYUP by ESTES,KALEB",,,,,,,"MISS LAYUP by ESTES,KALEB",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
14:15,,,,,"MISS LAYUP by CRUMP,DAWSON",,,"MISS LAYUP by CRUMP,DAWSON",2
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",2
14:08,"GOOD LAYUP by HOPPA,DANTE(fastbreak)(in the paint)",53,,57 (+4),,MVCM 53-57 (+4),,"GOOD LAYUP by HOPPA,DANTE(fastbreak)(in the paint)",2
13:57,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
13:57,"SUB IN by BRAY,DANTERRIUS",,,,,,,"SUB IN by BRAY,DANTERRIUS",2
13:57,"SUB OUT by ESTES,KALEB",,,,,,,"SUB OUT by ESTES,KALEB",2
13:57,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
13:57,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
13:44,"MISS 3PTR by SUMMERS,DAQUAN",,,,,,,"MISS 3PTR by SUMMERS,DAQUAN",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
13:29,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:22,"SUB IN by BOWMAN,EMIER",,,,,,,"SUB IN by BOWMAN,EMIER",2
13:22,"SUB IN by SONGSTER,CALVIN",,,,,,,"SUB IN by SONGSTER,CALVIN",2
13:22,"SUB OUT by HOPPA,DANTE",,,,,,,"SUB OUT by HOPPA,DANTE",2
13:22,"SUB OUT by SUMMERS,DAQUAN",,,,,,,"SUB OUT by SUMMERS,DAQUAN",2
13:20,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
13:16,"STEAL  by BRAY,DANTERRIUS",,,,,,,"STEAL  by BRAY,DANTERRIUS",2
13:02,"GOOD JUMPER by SPALDING,TANNER(fastbreak)(in the paint)",55,,57 (+2),,MVCM 55-57 (+2),,"GOOD JUMPER by SPALDING,TANNER(fastbreak)(in the paint)",2
12:36,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
12:36,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
12:36,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
12:36,,,,,"SUB OUT by CRUMP,DAWSON",,,"SUB OUT by CRUMP,DAWSON",2
12:29,,,,,"MISS JUMPER by SPITZER,JAKOB",,,"MISS JUMPER by SPITZER,JAKOB",2
--,"REBOUND DEF by BOWMAN,EMIER",,,,,,,"REBOUND DEF by BOWMAN,EMIER",2
12:21,"MISS 3PTR by GARCIA,EMANUELLE",,,,,,,"MISS 3PTR by GARCIA,EMANUELLE",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
12:15,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",2
12:15,"SUB IN by NOKES,COLT",,,,,,,"SUB IN by NOKES,COLT",2
12:15,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",2
12:01,"FOUL  by NOKES,COLT",,,,,,,"FOUL  by NOKES,COLT",2
12:01,,55,,58 (+3),"GOOD FT by AYERS,PERRY",CENTRE-M 55-58 (+3),,"GOOD FT by AYERS,PERRY",2
12:01,,55,,59 (+4),"GOOD FT by AYERS,PERRY",CENTRE-M 55-59 (+4),,"GOOD FT by AYERS,PERRY",2
12:01,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
12:01,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
12:01,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
12:01,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
11:46,"MISS 3PTR by SONGSTER,CALVIN",,,,,,,"MISS 3PTR by SONGSTER,CALVIN",2
--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",2
11:28,,,,,"TURNOVER  by SCHMUCKER,ZACH",,,"TURNOVER  by SCHMUCKER,ZACH",2
11:28,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:16,"TURNOVER  by SONGSTER,CALVIN",,,,,,,"TURNOVER  by SONGSTER,CALVIN",2
11:13,,,,,"STEAL  by SCHMUCKER,ZACH",,,"STEAL  by SCHMUCKER,ZACH",2
10:58,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",2
--,"REBOUND DEF by NOKES,COLT",,,,,,,"REBOUND DEF by NOKES,COLT",2
10:40,"GOOD LAYUP by SONGSTER,CALVIN(in the paint)",57,,59 (+2),,MVCM 57-59 (+2),,"GOOD LAYUP by SONGSTER,CALVIN(in the paint)",2
--,"ASSIST  by BOWMAN,EMIER",,,,,,,"ASSIST  by BOWMAN,EMIER",2
10:13,"FOUL  by BOWMAN,EMIER",,,,,,,"FOUL  by BOWMAN,EMIER",2
10:13,"SUB IN by HOPPA,DANTE",,,,,,,"SUB IN by HOPPA,DANTE",2
10:13,"SUB IN by ESTES,KALEB",,,,,,,"SUB IN by ESTES,KALEB",2
10:13,"SUB OUT by BRAY,DANTERRIUS",,,,,,,"SUB OUT by BRAY,DANTERRIUS",2
10:13,"SUB OUT by GARCIA,EMANUELLE",,,,,,,"SUB OUT by GARCIA,EMANUELLE",2
10:00,,,,,"MISS JUMPER by SCHMUCKER,ZACH",,,"MISS JUMPER by SCHMUCKER,ZACH",2
--,"REBOUND DEF by SONGSTER,CALVIN",,,,,,,"REBOUND DEF by SONGSTER,CALVIN",2
09:52,"FOUL  by NOKES,COLT",,,,,,,"FOUL  by NOKES,COLT",2
09:52,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
09:52,"SUB OUT by NOKES,COLT",,,,,,,"SUB OUT by NOKES,COLT",2
09:52,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
09:52,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
09:32,,57,,61 (+4),"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 57-61 (+4),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
09:19,"MISS JUMPER by ESTES,KALEB",,,,,,,"MISS JUMPER by ESTES,KALEB",2
--,"REBOUND OFF by SONGSTER,CALVIN",,,,,,,"REBOUND OFF by SONGSTER,CALVIN",2
09:11,"GOOD LAYUP by SONGSTER,CALVIN(in the paint)",59,,61 (+2),,MVCM 59-61 (+2),,"GOOD LAYUP by SONGSTER,CALVIN(in the paint)",2
09:01,,59,,63 (+4),"GOOD JUMPER by WALKER,ART",CENTRE-M 59-63 (+4),,"GOOD JUMPER by WALKER,ART",2
08:43,"MISS JUMPER by SPALDING,TANNER",,,,,,,"MISS JUMPER by SPALDING,TANNER",2
--,,,,,"REBOUND DEF by AYERS,PERRY",,,"REBOUND DEF by AYERS,PERRY",2
08:22,"FOUL  by BOWMAN,EMIER",,,,,,,"FOUL  by BOWMAN,EMIER",2
08:22,"SUB IN by SUMMERS,DAQUAN",,,,,,,"SUB IN by SUMMERS,DAQUAN",2
08:22,"SUB OUT by BOWMAN,EMIER",,,,,,,"SUB OUT by BOWMAN,EMIER",2
08:22,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
08:22,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
08:22,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
08:22,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
08:12,,,,,"TURNOVER  by BATES,JACOB",,,"TURNOVER  by BATES,JACOB",2
08:10,"STEAL  by ESTES,KALEB",,,,,,,"STEAL  by ESTES,KALEB",2
08:07,"TURNOVER  by ESTES,KALEB",,,,,,,"TURNOVER  by ESTES,KALEB",2
07:43,,,,,"MISS JUMPER by GRIFFIN,JAROD",,,"MISS JUMPER by GRIFFIN,JAROD",2
--,"REBOUND DEF by SUMMERS,DAQUAN",,,,,,,"REBOUND DEF by SUMMERS,DAQUAN",2
07:34,"GOOD 3PTR by SONGSTER,CALVIN",62,,63 (+1),,MVCM 62-63 (+1),,"GOOD 3PTR by SONGSTER,CALVIN",2
07:19,,62,,66 (+4),"GOOD 3PTR by SINE,TUCKER",CENTRE-M 62-66 (+4),,"GOOD 3PTR by SINE,TUCKER",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
06:59,"MISS 3PTR by SONGSTER,CALVIN",,,,,,,"MISS 3PTR by SONGSTER,CALVIN",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
06:34,,,,,"MISS LAYUP by WALKER,ART",,,"MISS LAYUP by WALKER,ART",2
06:34,"BLOCK  by ESTES,KALEB",,,,,,,"BLOCK  by ESTES,KALEB",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:30,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
06:30,"SUB IN by GARCIA,EMANUELLE",,,,,,,"SUB IN by GARCIA,EMANUELLE",2
06:30,"SUB OUT by SONGSTER,CALVIN",,,,,,,"SUB OUT by SONGSTER,CALVIN",2
06:30,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
06:30,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
06:30,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
06:30,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
06:26,,62,,68 (+6),"GOOD JUMPER by BATES,JACOB(fastbreak)(in the paint)",CENTRE-M 62-68 (+6),,"GOOD JUMPER by BATES,JACOB(fastbreak)(in the paint)",2
06:26,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",2
06:26,,62,,69 (+7),"GOOD FT by BATES,JACOB",CENTRE-M 62-69 (+7),,"GOOD FT by BATES,JACOB",2
06:26,"SUB IN by NOKES,COLT",,,,,,,"SUB IN by NOKES,COLT",2
06:26,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",2
06:26,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
06:26,,,,,"SUB IN by JACKSON,BRAYDEN",,,"SUB IN by JACKSON,BRAYDEN",2
06:26,,,,,"SUB OUT by JACKSON,BRAYDEN",,,"SUB OUT by JACKSON,BRAYDEN",2
06:26,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
06:07,"MISS 3PTR by GARCIA,EMANUELLE",,,,,,,"MISS 3PTR by GARCIA,EMANUELLE",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
06:00,"FOUL  by SUMMERS,DAQUAN",,,,,,,"FOUL  by SUMMERS,DAQUAN",2
06:00,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by HOPPA,DANTE",,,,,,,"REBOUND DEF by HOPPA,DANTE",2
05:51,"GOOD LAYUP by NOKES,COLT(in the paint)",64,,69 (+5),,MVCM 64-69 (+5),,"GOOD LAYUP by NOKES,COLT(in the paint)",2
--,"ASSIST  by ESTES,KALEB",,,,,,,"ASSIST  by ESTES,KALEB",2
05:29,"FOUL  by SUMMERS,DAQUAN",,,,,,,"FOUL  by SUMMERS,DAQUAN",2
05:29,,64,,70 (+6),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 64-70 (+6),,"GOOD FT by GRIFFIN,JAROD",2
05:29,,64,,71 (+7),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 64-71 (+7),,"GOOD FT by GRIFFIN,JAROD",2
05:29,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
05:29,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
05:14,"MISS JUMPER by NOKES,COLT",,,,,,,"MISS JUMPER by NOKES,COLT",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
04:44,"FOUL  by ESTES,KALEB",,,,,,,"FOUL  by ESTES,KALEB",2
04:44,,64,,72 (+8),"GOOD FT by SINE,TUCKER",CENTRE-M 64-72 (+8),,"GOOD FT by SINE,TUCKER",2
04:44,"SUB IN by BOWMAN,EMIER",,,,,,,"SUB IN by BOWMAN,EMIER",2
04:44,"SUB IN by SONGSTER,CALVIN",,,,,,,"SUB IN by SONGSTER,CALVIN",2
04:44,"SUB OUT by GARCIA,EMANUELLE",,,,,,,"SUB OUT by GARCIA,EMANUELLE",2
04:44,"SUB OUT by SUMMERS,DAQUAN",,,,,,,"SUB OUT by SUMMERS,DAQUAN",2
04:41,,64,,73 (+9),"GOOD FT by SINE,TUCKER",CENTRE-M 64-73 (+9),,"GOOD FT by SINE,TUCKER",2
04:20,,,,,"FOUL  by SINE,TUCKER",,,"FOUL  by SINE,TUCKER",2
04:20,"GOOD FT by ESTES,KALEB",65,,73 (+8),,MVCM 65-73 (+8),,"GOOD FT by ESTES,KALEB",2
04:20,"GOOD FT by ESTES,KALEB",66,,73 (+7),,MVCM 66-73 (+7),,"GOOD FT by ESTES,KALEB",2
04:02,,66,,75 (+9),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 66-75 (+9),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
03:46,"MISS LAYUP by BOWMAN,EMIER",,,,,,,"MISS LAYUP by BOWMAN,EMIER",2
03:46,,,,,"BLOCK  by BATES,JACOB",,,"BLOCK  by BATES,JACOB",2
--,,,,,"REBOUND DEF by WALKER,ART",,,"REBOUND DEF by WALKER,ART",2
03:35,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND OFF by WALKER,ART",,,"REBOUND OFF by WALKER,ART",2
03:35,"FOUL  by SONGSTER,CALVIN",,,,,,,"FOUL  by SONGSTER,CALVIN",2
03:35,,,,,"MISS FT by WALKER,ART",,,"MISS FT by WALKER,ART",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:35,,,,,"MISS FT by WALKER,ART",,,"MISS FT by WALKER,ART",2
--,"REBOUND DEF by NOKES,COLT",,,,,,,"REBOUND DEF by NOKES,COLT",2
03:26,"MISS JUMPER by SONGSTER,CALVIN",,,,,,,"MISS JUMPER by SONGSTER,CALVIN",2
--,"REBOUND OFF by NOKES,COLT",,,,,,,"REBOUND OFF by NOKES,COLT",2
03:21,"TURNOVER  by NOKES,COLT",,,,,,,"TURNOVER  by NOKES,COLT",2
03:20,,,,,"STEAL  by AYERS,PERRY",,,"STEAL  by AYERS,PERRY",2
03:01,,,,,"MISS LAYUP by SINE,TUCKER",,,"MISS LAYUP by SINE,TUCKER",2
--,,,,,"REBOUND OFF by SINE,TUCKER",,,"REBOUND OFF by SINE,TUCKER",2
02:56,,66,,77 (+11),"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 66-77 (+11),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,,,,,"ASSIST  by SINE,TUCKER",,,"ASSIST  by SINE,TUCKER",2
02:44,"MISS LAYUP by SUMMERS,DAQUAN",,,,,,,"MISS LAYUP by SUMMERS,DAQUAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:35,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
02:35,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
02:35,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
02:35,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
02:24,"FOUL  by SUMMERS,DAQUAN",,,,,,,"FOUL  by SUMMERS,DAQUAN",2
02:01,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
01:52,"GOOD LAYUP by SUMMERS,DAQUAN(in the paint)",68,,77 (+9),,MVCM 68-77 (+9),,"GOOD LAYUP by SUMMERS,DAQUAN(in the paint)",2
01:47,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
01:47,"SUB IN by BRAY,DANTERRIUS",,,,,,,"SUB IN by BRAY,DANTERRIUS",2
01:47,"SUB IN by SUMMERS,DAQUAN",,,,,,,"SUB IN by SUMMERS,DAQUAN",2
01:47,"SUB OUT by NOKES,COLT",,,,,,,"SUB OUT by NOKES,COLT",2
01:47,"SUB OUT by BOWMAN,EMIER",,,,,,,"SUB OUT by BOWMAN,EMIER",2
01:41,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
01:41,"FOUL  by HOPPA,DANTE",,,,,,,"FOUL  by HOPPA,DANTE",2
01:41,,,,,"MISS FT by RAKES,BAILEY",,,"MISS FT by RAKES,BAILEY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:41,,68,,78 (+10),"GOOD FT by RAKES,BAILEY",CENTRE-M 68-78 (+10),,"GOOD FT by RAKES,BAILEY",2
01:41,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
01:41,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
01:41,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
01:41,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
01:39,,,,,"MISS 3PTR by SPITZER,JAKOB",,,"MISS 3PTR by SPITZER,JAKOB",2
--,"REBOUND DEF by BRAY,DANTERRIUS",,,,,,,"REBOUND DEF by BRAY,DANTERRIUS",2
01:33,"FOUL  by SUMMERS,DAQUAN",,,,,,,"FOUL  by SUMMERS,DAQUAN",2
01:33,,68,,79 (+11),"GOOD FT by GRIFFIN,JAROD",CENTRE-M 68-79 (+11),,"GOOD FT by GRIFFIN,JAROD",2
01:33,,,,,"MISS FT by GRIFFIN,JAROD",,,"MISS FT by GRIFFIN,JAROD",2
--,"REBOUND DEF by ESTES,KALEB",,,,,,,"REBOUND DEF by ESTES,KALEB",2
01:24,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",2
--,"REBOUND DEF by ESTES,KALEB",,,,,,,"REBOUND DEF by ESTES,KALEB",2
01:00,"FOUL  by SUMMERS,DAQUAN",,,,,,,"FOUL  by SUMMERS,DAQUAN",2
01:00,"SUB IN by BRAY,DANTERRIUS",,,,,,,"SUB IN by BRAY,DANTERRIUS",2
01:00,"SUB OUT by BOWMAN,EMIER",,,,,,,"SUB OUT by BOWMAN,EMIER",2
00:33,,68,,80 (+12),"GOOD FT by SINE,TUCKER",CENTRE-M 68-80 (+12),,"GOOD FT by SINE,TUCKER",2
00:33,,68,,81 (+13),"GOOD FT by SINE,TUCKER",CENTRE-M 68-81 (+13),,"GOOD FT by SINE,TUCKER",2
00:33,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
00:33,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
00:23,"MISS 3PTR by SONGSTER,CALVIN",,,,,,,"MISS 3PTR by SONGSTER,CALVIN",2
--,"REBOUND OFF by NOKES,COLT",,,,,,,"REBOUND OFF by NOKES,COLT",2
00:17,"GOOD JUMPER by NOKES,COLT(in the paint)",70,,81 (+11),,MVCM 70-81 (+11),,"GOOD JUMPER by NOKES,COLT(in the paint)",2
00:09,,70,,83 (+13),"GOOD LAYUP by WALKER,ART(fastbreak)(in the paint)",CENTRE-M 70-83 (+13),,"GOOD LAYUP by WALKER,ART(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",2
00:01,"MISS 3PTR by GARCIA,EMANUELLE",,,,,,,"MISS 3PTR by GARCIA,EMANUELLE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:00,"MISS 3PTR by BRAY,DANTERRIUS",,,,,,,"MISS 3PTR by BRAY,DANTERRIUS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
